ai.yavar.mavencl	copper-ai-android-sdk	0.0.1		N/A
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.15	jspc	09846d885c9cd2abcef207059c389702a3bb242e
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.2		893870d3df8a738e1d42230c92db59f8eefe3612
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.2	jspc	f24ff4de181db6ebbf5647376bece2caafe92c8e
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.3		5ebb4b05075a21c87819251020e5bc6bdc2120ba
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.3	jspc	b70c71e1d6fc8f060c12cd5e6e103210122234bd
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.4		1181b1fe3bbdc93645cfd3aa8d3b0117f8e81e98
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.4	jspc	9fee85c02867e910a4196a65e37bc3feddf7b54b
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.5		85861a59c3084a691b92dfb79ff94e683fe16617
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.5	jspc	8e13bdd0a33aaba32d5ebbe0898c9fd94ce64388
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.6		653d138c44235975110b8f9c6172612a81204d29
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.6	jspc	f3714ae2d4a089af3896ab4eabad465af2b7354a
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.7		49ab834b28e34b3194e60978f75278fd87009d84
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.7	jspc	756dd71b25101c44317b75db3b8269706b5e8955
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.8		d8e205ce171d76ccff5eecab330b7ed39aa27197
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.8	jspc	cef0f38ce795160e5e4c1fdcbe74bb68dc665c21
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.9		425bf9218f2be3dfc8e4ee1bb1259b881b227e2d
com.liferay	com.liferay.portal.settings.authentication.cas.web	3.0.9	jspc	e4ce339b68d7b16cf6371dd6f8ebfddc2ba3ca52
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.0		1ff4cf8781738d71c22d104b05f3bf5e4524ab54
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.0	jspc	8b9970c2397e6f3f40dae94be24b2f6fd15a82ed
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.1		f44caf3bddaef9f41454821b4b09e3dcbc95e4bb
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.1	jspc	4bc3ce2386e2dae0330ee96240752efcdc089729
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.10		12bf916b7af68dabc1d76fc5d4cc5d2794e62460
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.10	jspc	4e52d882ae7084ccff3b5bf8da547aa602f78abe
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.11		4fbe9ed8cfdfb70f4ebc19afc46fbdd25c89b13a
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.11	jspc	d66bbd7c1f3d340cbc379725fd1b381cb9830828
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.12		d3e0fe50d961104b35bc0212b0f4d4005a9e5e2b
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.12	jspc	f84ed32d9dbe6007ac45d05a3ebf6d44f7b0d273
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.13		f75c73cae5f362e2b03d7c32ad0867964012bdf1
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.13	jspc	ca00229deaf32a0a64db233743845c479afcf01d
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.14		59a474d7a046c13589a3f4a8b2c6cb0918dfa33e
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.14	jspc	e29225469c61bdc216b527769b3db23cc9168e4e
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.2		b80c031fba6c4bbefa003fedfc52c30fc1407f2e
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.2	jspc	cdac97ab947ee5e72d7787bdfb12129128ff21c6
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.3		d63a9c0c3df0f6c42e2b423f914571d59a57f8e4
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.3	jspc	71d7fc78120077cf3839dcbcac9591f0d642881c
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.4		45d67edd969af939a131e651a5484b043768a0f7
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.4	jspc	5aec074f2d926535a4dc32d933055730be897d43
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.5		25912a504e7d8912a66242315942c6370277cc57
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.5	jspc	c90b10064b60aea4dacdbffe1657f7ffe373721f
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.6		5e7a2c707fda8653ff125fa98fad8c1b453a2df1
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.6	jspc	777a7f15273e33a9adcac2b9b67d8e6617092064
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.7		3496d8b7bd40d24a8bf18cf1d921618b0e1f39dd
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.7	jspc	917040c40bb3a3e1a9f7af0e125a10312779f243
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.8		b1e3bb3d86afc42de23489116e51bfad20e0d98b
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.8	jspc	e298b032e9c050b6be46679dbf484d52e8e57bd3
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.9		530204017124acad6c8ac3c4facc770a678f0e0d
com.liferay	com.liferay.portal.settings.authentication.cas.web	4.0.9	jspc	1097276ed2a4a394b4b1f5506473cc286f16a580
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.0		eb0ba16e844d2c40f9efa735fdcc3c6ec149546b
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.0	jspc	917980d2d62029374eb0c9b9cb5ec306b1ced58e
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.1		1114ee4d9e4671b5be717c7100d32713c3b7ecaf
