ai.yavar.mavencl	copper-ai-android-sdk	0.0.1		N/A
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.1	jspc	1a23318698f8307427fdd43d26f0e1bd4959fe0b
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.2		0fa65df48d5a47c7e5e311a3be02a405012565db
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.2	jspc	0b425cb7d8c34496abb4715e83e4c1752afde851
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.3		a5161170b481db1bbd084daa78e60bc2176ed5fb
com.liferay	com.liferay.portal.settings.authentication.cas.web	5.0.3	jspc	bfdde3232b278b4689c907a35c5a021309dbc32b
com.lihaoyi	os-lib_3.0.0-RC2	0.7.4		a9387c78d739c35abc2d38f6ade3a1f875b2318a
com.lihaoyi	os-lib_3.0.0-RC2	0.7.5		6009ccb4edd078190407a3ce4ca7d89295c0fbfb
com.mongodb.casbah	casbah-commons_2.9.0.RC1	2.1.1		95b645fa3baf8c6038bdb9b840b1fc9848760d64
com.mongodb.casbah	casbah-commons_2.9.0.RC1	2.1.2		34b8f2d2af2c813306a4c1a1581b612eda25b8f1
com.moriatsushi.kredux	kredux-compose-js	1.0.0-alpha01		N/A
com.netflix.iep	iep-launcher	0.1.10		d5daa207d158f291065e26bb47ef007d9544ea15
com.netflix.iep	iep-launcher	0.1.11		4cc86457c8dac6f398ccfe8282a3c621d2efb09a
com.netflix.iep	iep-launcher	0.1.12		df07b66c34c7595ecaf81c30d04278e460afc937
com.netflix.iep	iep-launcher	0.1.13		bb9053631b211b3f1341f0236202dd0ffd9fbb11
com.netflix.iep	iep-launcher	0.1.14		c1b896183e9e7c7c179e3aa79f8d0217485f53db
com.netflix.iep	iep-launcher	0.1.15		617f17d97eb6724004edeac0cdcd057defddd5d4
com.netflix.iep	iep-launcher	0.1.16		a097a1a6e0d07d67df34472d3af6075811deccdc
com.netflix.iep	iep-launcher	0.1.17		dddc61c4f95b755fc7345cd761e43f92eabf0aa5
com.netflix.iep	iep-launcher	0.1.18		6fdd050d1abc449eb9909cd06c6e4dfb4fbd2ba5
com.netflix.iep	iep-launcher	0.1.19		48aea87dfcb099b3c7cad950192c4ee1a70c81cb
com.netflix.iep	iep-launcher	0.1.20		b01c195c6455bf5aee8fd3bcbb4ce36ae53ab36b
com.netflix.iep	iep-launcher	0.1.21		75c41b5c3dc7019cc0162f4dfd3ac15eb7c85ed7
com.netflix.iep	iep-launcher	0.1.22		1f37b54ff032279dafa7a785bbcb785f3dc4c799
com.netflix.iep	iep-launcher	0.1.23		0d45b6a84080d029b839f078cbef51b0df71ccb1
com.netflix.iep	iep-launcher	0.1.24		057510d8be0443878e5d15bfa345972579b44af4
com.netflix.iep	iep-launcher	0.1.25		0eb94bbb84fb97ae650b5dbe4ad4f875c3368171
com.netflix.iep	iep-launcher	0.1.26		85d6b519c8ac6e1e6ab6eb755e4e600b3c7e9db7
com.netflix.iep	iep-launcher	0.1.7		3bf411d1c20fba379e385dd615f7499f61a26128
com.netflix.iep	iep-launcher	0.1.8		2dda984b3d23fdb8ee671ec9efd3b8b2349957d1
com.netflix.iep	iep-launcher	0.1.9		2035246efd2475c2d67ccc097088e10c74a32b4b
com.netflix.iep	iep-launcher	2.6.10		00d4d9af357c3fd91bf31224ac04d17e326dbf6b
com.netflix.iep	iep-launcher	2.6.11		0771c2b6fa50d8f776cec1f706a4eb35714d562b
com.netflix.iep	iep-launcher	2.6.12		256602f1f5e1ece7fd887b42cba74115008030b6
com.netflix.iep	iep-launcher	2.6.13		82bda56c9639c0d832f0b570557f4c0d33afcb9b
com.netflix.iep	iep-launcher	2.6.7		62caf4d06a898fbd2997cce4d23bcca2d01cfc8f
com.netflix.iep	iep-launcher	2.6.8		f105879a2cba9e7f63f6420fc6bb49f9678209f3
com.netflix.iep	iep-launcher	2.6.9		2299316d3f83c3005032bf2fe33f890e4d9468c5
com.netflix.iep	iep-launcher	3.0.0		7bcdcbe26d3f3e22a082941ed3ddf108b6d80004
com.netflix.iep	iep-launcher	3.0.1		189fa03e91a4f0bcec569b93fd11a6e7cc4df222
com.netflix.iep	iep-launcher	3.0.10		36322e429df22a1f3a493eb75120cbab8049674b
com.netflix.iep	iep-launcher	3.0.11		77a6bfc7fdce28a058b6722b45f50f86631a097c
com.netflix.iep	iep-launcher	3.0.12		81957f41c2a368cc7c1def80fa02171f859451c3
com.netflix.iep	iep-launcher	3.0.13		3a8cbe3f4ccb920ff420aa6844f322446746e678
com.netflix.iep	iep-launcher	3.0.14		4081cd6248cd8efcf15e82f30a62c3cdd3849c10
com.netflix.iep	iep-launcher	3.0.15		5a7d3917b228548288f69e9afd0983e4e662a1eb
com.netflix.iep	iep-launcher	3.0.16		ab7631bfd133bf0a09052b3a93f438893dba6c0f
com.netflix.iep	iep-launcher	3.0.17		151f11b856ec861e5ddafea16cdf0c3a632d3102
com.netflix.iep	iep-launcher	3.0.18		f7683ecac9798fc79817de7a9f6b20b6701a0b9b
com.netflix.iep	iep-launcher	3.0.19		380bce90f3e8a080331a9115cc0d7f2043d910d7
com.netflix.iep	iep-launcher	3.0.2		1fde4e1b50bb51fddb7141d0090d93374db80dbc
com.netflix.iep	iep-launcher	3.0.20		1b4d5a397ad40a38d3fd7784215d0526c688703a
com.netflix.iep	iep-launcher	3.0.21		bcdf049d1091c2abf197d4728a0111ae1802a998
com.netflix.iep	iep-launcher	3.0.3		8fc845d317e1888bb3c837b23cd457206658ae14
com.netflix.iep	iep-launcher	3.0.4		0bb16bec94c92c108dc84bccfe4d8d510cc90232
com.netflix.iep	iep-launcher	3.0.5		cedc5cc87e22bcb4479698ad28df95a82449cee8
com.netflix.iep	iep-launcher	3.0.6		81bd1ba3bcceeb9b9455520122e091c3ebb3d9b3
com.netflix.iep	iep-launcher	3.0.7		7e7bcea9822a70b290f85bc24eaedb99a601fb41
com.netflix.iep	iep-launcher	3.0.8		ab3541c94537910fe0b6d26944cc6d0cf30840f8
com.netflix.iep	iep-launcher	3.0.9		71216a4a8724d0641c1a5ead33664996a2638872
com.netflix.iep	iep-launcher	4.0.0		3227b9e32447a3d3ad70357fb5f9ccdcf060819c
com.netflix.iep	iep-launcher	4.0.1		bbb112a924e4ff3917a28f8e0be8571785f7fc7b
com.netflix.iep	iep-launcher	4.0.2		01e221cc286a9865591e17323fcc9ee7e3acfa01
com.netflix.iep	iep-launcher	4.0.3		2480d64a5dd24530cc16d8713b82f2ba2175748a
com.netflix.iep	iep-launcher	4.0.4		c0d9103e557b7331ac66b37bc261a5c807b527d1
com.netflix.iep	iep-launcher	4.1.0		498148f19cf9e79865dec578e70e50ad2c283bd4
com.netflix.iep	iep-launcher	4.1.1		03539672996c05b0269a98d569ba5348baf88ca8
com.netflix.iep	iep-launcher	4.2.0		ba7be928b31f50831154b7ca85d49a2aa60d5b39
com.netflix.iep	iep-launcher	4.2.1		eec16309d5a53e08f96d1dc8fdfd4b3b34e42e66
com.netflix.iep	iep-launcher	5.0.0		52157471e146ffa0195afc9d9a2cd9a5ace1dd48
com.netflix.iep	iep-launcher	5.0.1		24ae2b6be39494921acc7336aa787f136b19d13d
com.netflix.iep	iep-launcher	5.0.10		43aaee5b0c7bf6b2ce64db3e5b6a63d82e25ec49
com.netflix.iep	iep-launcher	5.0.11		7686746f7d43b64ae72b012e6bd2d4948fdca2e5
com.netflix.iep	iep-launcher	5.0.12		c7be8416c61a02f6b3ff00799a1aef1e49de11a2
com.netflix.iep	iep-launcher	5.0.13		b03136f01670fb84e95678f7c25449bb7b4bf8fc
com.netflix.iep	iep-launcher	5.0.14		9a684a3c09e1de3bd8092689001f775f819a0855
com.netflix.iep	iep-launcher	5.0.15		a718b5ab9075c51a630fc515101e47660a3f350d
com.netflix.iep	iep-launcher	5.0.16		87125bb07a1665dc1c9b3190119c4e50f6b314fa
com.netflix.iep	iep-launcher	5.0.17		f9d621117bbb3bfe2e36f35ffb43e057a89df82d
com.netflix.iep	iep-launcher	5.0.18		48f4f053872726014e99d4da88918de28c69489c
com.netflix.iep	iep-launcher	5.0.19		61c566fe009e13cc2cda0831c0d1e54ab8937642
com.netflix.iep	iep-launcher	5.0.2		49e9c5f6c27d6a41439cb0b95685e0048d35b18b
com.netflix.iep	iep-launcher	5.0.20		5f045a962093ec1ad30c3cda465c8861d5fba571
com.netflix.iep	iep-launcher	5.0.21		523fc9e73339196676bf3dc9239804b955ebf709
com.netflix.iep	iep-launcher	5.0.22		f726e6bdbf01f070b21d62dfce2a6860373e5e30
com.netflix.iep	iep-launcher	5.0.23		9942e169f741b3bc765f12f8d7f7f98397de4969
com.netflix.iep	iep-launcher	5.0.24		c7ebee0b537b3bedf32b6bc96c9075dba853360e
com.netflix.iep	iep-launcher	5.0.25		e1a5149a9828504b8eff9380c0595a44e2fe997c
com.netflix.iep	iep-launcher	5.0.26		b0416016a90d4e628449d0e83585c467b9825249
com.netflix.iep	iep-launcher	5.0.27		f08511956b96d8c111881dd1a0778e2ee0bf7f4f
com.netflix.iep	iep-launcher	5.0.28		256dab8308579dd04ca81db735821ea47286b7b9
com.netflix.iep	iep-launcher	5.0.29		34afb85a6b11cef7b8207bde4e80972cfb5399ef
com.netflix.iep	iep-launcher	5.0.3		c0d4c8a9fc77f0ce5d11a0849ac281a518ea9029
com.netflix.iep	iep-launcher	5.0.30		725e18b98deba1e454529a9f94ef797638e413da
com.netflix.iep	iep-launcher	5.0.31		851c3bc4ea1087a10f5db02e96856b05d734a360
com.netflix.iep	iep-launcher	5.0.32		09b7820b083f21bdbb3cd5c848304836d257daf4
com.netflix.iep	iep-launcher	5.0.33		72b6d4dcb10735805557c897c535b178464b3bbe
com.netflix.iep	iep-launcher	5.0.4		049a3e649a39b86bfa3ad7bc9c0d15a0508cfb31
com.netflix.iep	iep-launcher	5.0.5		a2ffcf3dd8d2791e40f023437ff13adf62abc67b
com.netflix.iep	iep-launcher	5.0.6		e3f663b0ff2289a56ea30c58f0f2eaa0701d364d
com.netflix.iep	iep-launcher	5.0.7		256b1740f061b95f94b2e6d82111f09f9ee98327
com.netflix.iep	iep-launcher	5.0.8		c7083293873aa287b49b4752e2ae1a86a4f82dc7
com.netflix.iep	iep-launcher	5.0.9		e2bc90afd08b370a7bb0888f81adeb905e041391
com.netflix.iep	iep-launcher	5.1.0		7f05ae9ae77f5a963c84ba3f1ec2f676144b8744
com.netflix.iep	iep-launcher	5.1.1		f59919676de11755053f290d0b3bf5c489fcce43
com.outr	fabric_3	1.5.0		6111e3b16a7795f33f2509a173128c6cac220528
com.outr	fabric_3	1.6.0		f0feb94b7d76caa9970d1036439d675c34d2d4ad
com.outr	fabric_3	1.6.1		069a43f11f9030e821102dc5ca1bd243700b0eff
com.outr	fabric_3	1.7.0		89590f23a83283f9f09d5e7fb5fdf22f0b60cbae
com.queomedia	queo-commons-asserts	2.0.2		36761f55f6ba4792d8eb0ff3f2529bba1d490031
com.redhat.lightblue.ldap	lightblue-ldap-metadata	0.9.0		825720b95d2a6905b90395da7a1e4457d24a6508
com.redhat.lightblue.ldap	lightblue-ldap-metadata	0.9.1		d29482173400150388299059906c45b3d6287967
com.redhat.lightblue.ldap	lightblue-ldap-metadata	0.9.2		7596cc0a56b227cd27921c53745a1cb0b585e845
com.redhat.lightblue.ldap	lightblue-ldap-metadata	1.10.0		22317477f138fb46046248d68bf1e98a8f76d838
com.redhat.lightblue.ldap	lightblue-ldap-metadata	1.11.0		becb300c55aa36136a12483a119d2587c52eb321
com.redhat.lightblue.ldap	lightblue-ldap-metadata	1.6.0		11804928c69bdeb2cd6cd66f4fa3b2e37a8c49db
com.redhat.lightblue.ldap	lightblue-ldap-metadata	1.7.0		61957b019bf069b7bf6681bf7d6f03146c929265
com.redhat.lightblue.ldap	lightblue-ldap-metadata	1.8.0		25444bc5ffbd03b19262acc6eed7fb94f382a44e
com.redhat.lightblue.ldap	lightblue-ldap-metadata	1.9.0		10be0d7e6b5499d9787c3771942badfd474f8762
com.slack.circuit	circuit-overlay-jvm	0.10.0		176d9b9150250d358f344b6c4547218cee67466e
com.slack.circuit	circuit-overlay-jvm	0.10.1		176d9b9150250d358f344b6c4547218cee67466e
com.slack.circuit	circuit-overlay-jvm	0.11.0		176d9b9150250d358f344b6c4547218cee67466e
com.slack.circuit	circuit-overlay-jvm	0.12.0		e0a982bcca6184f83dee3da492ef9274fbad8284
com.slack.circuit	circuit-overlay-jvm	0.12.1		e0a982bcca6184f83dee3da492ef9274fbad8284
com.slack.circuit	circuit-overlay-jvm	0.13.0-beta01		05162136c8ef8924516d04b154503709e8e6b9f5
com.slack.circuit	circuit-overlay-jvm	0.14.0		05162136c8ef8924516d04b154503709e8e6b9f5
com.slack.circuit	circuit-overlay-jvm	0.14.1		05162136c8ef8924516d04b154503709e8e6b9f5
com.slack.circuit	circuit-overlay-jvm	0.15.0		05162136c8ef8924516d04b154503709e8e6b9f5
com.slack.circuit	circuit-overlay-jvm	0.16.0		996a0837d855f7b535b1a5de1fae0e5521eb4fa4
com.slack.circuit	circuit-overlay-jvm	0.16.1		996a0837d855f7b535b1a5de1fae0e5521eb4fa4
com.slack.circuit	circuit-overlay-jvm	0.17.0		ee8368aac8e7e591def8a10fa4af6053628e99ed
com.slack.circuit	circuit-overlay-jvm	0.17.1		ee8368aac8e7e591def8a10fa4af6053628e99ed
com.slack.circuit	circuit-overlay-jvm	0.18.0		fde8c4a406d94b7d10402e7a15368b41df83f92b
com.slack.circuit	circuit-overlay-jvm	0.18.1		fde8c4a406d94b7d10402e7a15368b41df83f92b
com.slack.circuit	circuit-overlay-jvm	0.18.2		00afa23e3df44510f3fd7cd15497394e9ee4b5cf
com.slack.circuit	circuit-overlay-jvm	0.19.0		7db365dfb78fae1f7c88b0abc3b9542770546e1e
com.slack.circuit	circuit-overlay-jvm	0.19.1		7db365dfb78fae1f7c88b0abc3b9542770546e1e
com.slack.circuit	circuit-overlay-jvm	0.20.0		c298022f6d1de82932d77746eaceb5e1d44c4d2b
com.slack.circuit	circuit-overlay-jvm	0.21.0		837b84661af8fb4fea38a78bdadc071ab81ca61f
com.slack.circuit	circuit-overlay-jvm	0.21.1		837b84661af8fb4fea38a78bdadc071ab81ca61f
com.slack.circuit	circuit-overlay-jvm	0.21.2		837b84661af8fb4fea38a78bdadc071ab81ca61f
com.slack.circuit	circuit-overlay-jvm	0.22.0		bf4d562caa9aca94c0f299f05b4ccc1f9705b09e
com.slack.circuit	circuit-overlay-jvm	0.22.1		bf4d562caa9aca94c0f299f05b4ccc1f9705b09e
com.slack.circuit	circuit-overlay-jvm	0.22.2		bf4d562caa9aca94c0f299f05b4ccc1f9705b09e
com.slack.circuit	circuit-overlay-jvm	0.23.0		f79803644e4fbdd8c6af4aa12850591eefd3de5b
com.slack.circuit	circuit-overlay-jvm	0.23.1		293e230b25917c985757954f4ff25bfcb538c4ee
com.slack.circuit	circuit-overlay-jvm	0.24.0		6d1410518e0f0d860fb4176f4008a115e7996338
com.slack.circuit	circuit-overlay-jvm	0.24.0-alpha01-compose17		1e84d80cd8658a1b343a38292b148a4d973cd71c
com.slack.circuit	circuit-overlay-jvm	0.25.0		c4789a31c25dea89eb185e301a0a709778cc9865
com.slack.circuit	circuit-overlay-jvm	0.26.0		4087d0229b700c4f7ecd7bcdd7e6a08ef6ba47a9
com.slack.circuit	circuit-overlay-jvm	0.26.1		4087d0229b700c4f7ecd7bcdd7e6a08ef6ba47a9
com.slack.circuit	circuit-overlay-jvm	0.27.0		4087d0229b700c4f7ecd7bcdd7e6a08ef6ba47a9
com.slack.circuit	circuit-overlay-jvm	0.27.1		4087d0229b700c4f7ecd7bcdd7e6a08ef6ba47a9
com.slack.circuit	circuit-overlay-jvm	0.3.0		0ef1ae34d8a87bcd986938ed6d47d4816bc44536
com.slack.circuit	circuit-overlay-jvm	0.3.1		0ef1ae34d8a87bcd986938ed6d47d4816bc44536
com.slack.circuit	circuit-overlay-jvm	0.4.0		e4a4480c901caf9787aceb5c89bbfbcc4a2dc14d
com.slack.circuit	circuit-overlay-jvm	0.5.0		e4a4480c901caf9787aceb5c89bbfbcc4a2dc14d
com.slack.circuit	circuit-overlay-jvm	0.6.0		d11ac01af9b05658d8531e4b840ff25d33e96f02
com.slack.circuit	circuit-overlay-jvm	0.7.0		19377ebde98268ff37a23eea32fe66f1e16fda3e
com.slack.circuit	circuit-overlay-jvm	0.8.0		b4287b06d76ec4d0e9d908c8ecd5fe93d7441257
com.slack.circuit	circuit-overlay-jvm	0.9.0		c3d6975c4896063e389cb194b94d87a25c83a074
com.slack.circuit	circuit-overlay-jvm	0.9.1		c3d6975c4896063e389cb194b94d87a25c83a074
com.symphony.oss.models	system-model	0.0.1		2e7096ec8aa0fba5fa50da8a07bd40c5ec8657ae
com.symphony.oss.models	system-model	0.0.10		e2eda529c3816bee09a585b16b187bfae327eb65
com.symphony.oss.models	system-model	0.0.11		830bd0a89f90d219bbcf0cf91bba713778093716
com.symphony.oss.models	system-model	0.0.12		3552113bcb056b2fe856837954f0fd244d89a809
com.symphony.oss.models	system-model	0.0.13		ecdbb8a9ebc3428bd83ff89857d13626b414545a
com.symphony.oss.models	system-model	0.0.14		10a953c7dfe6e7bf53c2e4f42b4149dc201e7330
com.symphony.oss.models	system-model	0.0.15		50e720069bc14005cb3639beeee9301d5507dd8f
com.symphony.oss.models	system-model	0.0.16		c78e93b6724a9b9f287a56660970056bd1dc9e9c
com.symphony.oss.models	system-model	0.0.2		2006c3cc5081d84502e56c813b6f5fe3ef023ecb
com.symphony.oss.models	system-model	0.0.3		d7212be5ec5103cf418780a7b8a52e24e43f5eed
com.symphony.oss.models	system-model	0.0.4		125ee9d4f9e3da3631a58112a6ab8f76a767c7c9
com.symphony.oss.models	system-model	0.0.5		5e5f2b9659adc2d0545687b95ad7d1ca3692fc84
com.symphony.oss.models	system-model	0.0.6		a8f00007e12bb9e3c6e22b4937232b02a73c69df
com.symphony.oss.models	system-model	0.0.7		fbec606efa3736a5322fa27015c1fa3433e22f69
com.symphony.oss.models	system-model	0.0.8		15efe3be7854e03a8d15acddad15a5e408845941
com.symphony.oss.models	system-model	0.0.9		86fb1db5103ac63bccb295ac64894ef036c0c2fe
com.symphony.oss.models	system-model	0.3.0		13a14025c4282d41258c6c93db103fa0122a9439
com.symphony.oss.models	system-model	0.3.1		536ee89b92c638c4b5b566bef181e93eb6d55d79
com.symphony.oss.models	system-model	0.3.2		88eb31d159b1bd32003a0a9122477fcd0fd38d56
com.symphony.oss.models	system-model	0.3.3		3700f0d4d25622dc9096af369bdd9da4a8685791
com.symphony.oss.models	system-model	0.3.4		39c325b1fc25d8f656052855ae265ec345ba9b8d
com.symphony.oss.models	system-model	0.3.5		21f6ef6d25fc2ab5fe63cdb3e05bfdcd833f866e
com.symphony.oss.models	system-model	0.3.6		fd08f9eddf08bda312dd7bef2f6e20270548a8ce
com.symphony.oss.models	system-model	0.3.7		7837f40d579b5aa0c9645c361dc0328046bb8a7b
com.symphony.oss.models	system-model	0.3.8		3ad9f7fd7c1c9ac7e078195b470a99a9a834b9dc
com.symphony.oss.models	system-model	0.3.9		75002eed198c5628bf429f019843365159a3a394
com.teradata.airlift	jaxrs	0.137-t		2452cd39834393b938f7ae7997dfe72a37bd31ce
com.tersesystems.blindsight	blindsight-dsl_3	2.0.0		0927f1af1c0228bbf835b6c451bb4e7067a7c6dd
com.tigahacks	torch	1.0.0		0653293dae85628416cea665643c7aad8b37610b
com.yazantarifi	vortex-ui-binding	2.2.0		N/A
com.yazantarifi	vortex-ui-binding	2.2.1		N/A
com.yazantarifi	vortex-ui-binding	2.2.2		N/A
com.yazantarifi	vortex-ui-binding	2.2.7		N/A
com.yazantarifi	vortex-ui-binding	2.2.9		N/A
com.yazantarifi	vortex-ui-binding	2.3.0		1ef1ebe941163333d8acdac8ad0a098554db19ef
com.yazantarifi	vortex-ui-binding	2.3.1		N/A
de.alpharogroup	json-extensions	1		d931cfca1e34bd94e7ea70c6266ec64e19560166
de.galan	commons	0.10.0		3cb68e3e75d135d436da7f3a2c2d687db4f4d322
de.galan	commons	0.10.1		0eac4ecea7bf452fcc4ade7a15949e5a05f7e9c2
de.galan	commons	0.10.2-rc.1		8ec9fb8a08d3e45611b56f531397b2817d5e0770
de.galan	commons	0.11.0		eae1b0461b95bbfee0ab781615d0ac15cefd7210
de.galan	commons	0.11.1		d7f30a08549106bc5837596a96e77e9547f8389d
de.galan	commons	0.12.0		1489e6f81ba04fa9a354b30dee6421cef74fc0c4
de.galan	commons	0.13.0		2e875d61a2de09e908777d7123a8fc06ed3d20eb
de.galan	commons	0.14.0		256281e446f92fff2080c2fa574b4941b28c94cd
de.galan	commons	0.14.1		0b0e22e456703a940762268788a26221d55d594a
de.galan	commons	0.15.0		d3c107a3b812cd83d0e2a1a40c5fa745bb1492ea
de.galan	commons	0.15.1		557b57071ecbab4a746c56460ea1b4dc95e43b65
de.galan	commons	0.15.2		cb20c5ec59e674ebf28ff1bd0d19c1c19149794b
de.galan	commons	0.15.3		17dc32f5be8bdcf21df09ab9f16811a08da13434
de.galan	commons	0.16.0		012c856ab7cf1a426adad68ba3bc72f2044b7422
de.galan	commons	0.16.1		6f6a71d9e4c7d8aa1280e36fe6353c395ef82ffc
de.galan	commons	0.16.2		2f8d247c4821091889371c7b93624bf4b7b731da
de.galan	commons	0.16.3		6fa02a0ba20ea9b15ebf2749fe1c0120200b2265
de.galan	commons	0.16.4		2136315fe4c58b704ebcb3eb5a78f2f57beb9a92
de.galan	commons	0.17.0-rc.1		171eed20217a9f61f4a022ef4b1689ccf4802af8
de.galan	commons	0.9.0		bf526fa52be6fc276b6be9cd43ba14bd4173c066
de.galan	commons	0.9.1		a6a3bfbcc9e5b40f5a995b5ffe04645d1a223998
de.galan	commons	0.9.2		2b90860f47ce324985eca02ecf7a444631c10e03
de.galan	commons	1.0.0		2a90a91a554e2068b70d875a8b87d6743b4c7c39
de.galan	commons	1.0.1		58f40a27d7ffee9de51ead5ea25e5d092c25bd16
de.galan	commons	1.1.0		5ecaf06b0acdd815c3bac2a8e7128377742538f0
de.galan	commons	1.2.0		349727a2ef253249ce36e34c0b598be725687972
de.galan	commons	1.2.1		e7abdd4bf51f406ba40a3259516cc1218e6c5b6f
de.galan	commons	1.3.0		f04e57a346b6ba00410fd42241bcaa96044fc704
de.galan	commons	1.4.0		dbb1754b52091edc9ebfc8601e6c8fd3af9572e6
de.galan	commons	2.0.0		6fb9989cc47cd34c2eedb502e06e930fb4b91e08
de.galan	commons	2.0.1		6e7d9f6f13d6ec4497ddc295b34a5098047d0a2a
de.galan	commons	2.0.2		47dad23725a65dc8c58942bd77581f37831b319f
de.galan	commons	2.1.0		ad263057c4ab4a3ae84d5fe4afea5bfda5451767
de.galan	commons	2.1.1		e0f0af9a5b70cd0fabc0310911d501a6bef9cc3a
de.knutwalker	akka-http-json_2.11	2.0.0		0b272ca14f778554c50a52bd43c500c03dec6236
de.knutwalker	akka-http-json_2.11	3.0.0		51a922e6306119dda63fa8d98f64da9099e76884
de.knutwalker	akka-http-json_2.11	3.1.0		c3a0d3399f3a733adf573c05b98e56a3af92bb26
de.knutwalker	akka-http-json_2.11	3.2.0		7ebdcabbf07286ad8a58be4f0b1f93ed28ec7aae
de.knutwalker	akka-http-json_2.11	3.3.0		c4e0561252ea2342f08a49ae3164de17675fbb7e
de.knutwalker	akka-http-json_2.11	3.4.0		125e3b65759279501ac1bbd86d89671d8515f579
de.larsgrefer.sass	sass-embedded-bundled	3.0.2		5cc283dd87c9d5a3e897853eb41e727257d873a5
de.larsgrefer.sass	sass-embedded-bundled	3.1.0		7e89fc8f0c9c2f01c13e4881193bcd38b9df5e46
de.larsgrefer.sass	sass-embedded-bundled	3.2.0		d6e918f1c7bb90239164fa2bc3c3db2c5d2aee1c
de.larsgrefer.sass	sass-embedded-bundled	3.3.0		0f3e4f42b393311e3576485222369cc55374d609
de.larsgrefer.sass	sass-embedded-bundled	3.3.1		59e43c246b60e4dc2d7c4b3c894c00187e7bd110
de.larsgrefer.sass	sass-embedded-bundled	3.3.2		e6fed20a80211aff4a8d283d2393d108b21e252a
de.larsgrefer.sass	sass-embedded-bundled	3.4.0		07f6fe8b395ec293fdf0acc54402937d62005e45
de.larsgrefer.sass	sass-embedded-bundled	3.4.2		0e59ee513c54645f0c619e183b7d4b7400b26724
de.larsgrefer.sass	sass-embedded-bundled	3.5.0		70776302c288035a47808bd592a3b63b61f5d772
de.larsgrefer.sass	sass-embedded-bundled	3.5.1		716ffc374952161356e42d2d0c2bf5a797ecb329
de.larsgrefer.sass	sass-embedded-bundled	3.6.0		9bd9ca190f1fe0a5725dd7bde3effe4ed2601564
de.larsgrefer.sass	sass-embedded-bundled	3.7.1		96885ed9abb31e40f91a57a1085928db02f77d66
de.larsgrefer.sass	sass-embedded-bundled	3.7.2		835e8f9b885f174ded253a087075e0d06e400b10
de.larsgrefer.sass	sass-embedded-bundled	3.7.3		883edfb884037fadb616d77f47e539275e55028c
de.larsgrefer.sass	sass-embedded-bundled	4.0.0		98cafb114508e3e836996f39b7ae47f96815a59b
de.larsgrefer.sass	sass-embedded-bundled	4.0.0-m1		e526e92990cf708dfb302ffdc6bc84db57ca979c
de.larsgrefer.sass	sass-embedded-bundled	4.0.0-m2		8aa9ae1fcf2d6a39ce2c083b519ac4cbefe3fbf0
de.larsgrefer.sass	sass-embedded-bundled	4.0.1		753f620b6505ca2f335d20f23fb22a1197d3c5ec
de.larsgrefer.sass	sass-embedded-bundled	4.0.2		156cf9335d36eb896951cd18ddae441f258e7eb0
de.larsgrefer.sass	sass-embedded-bundled	4.1.0		0111a1ef4c584d7929e9e8d26e60b3ffd5d73e8d
de.sciss	lucre-bdb_2.13.0-RC1	3.12.0		4c3d5d253770a700bfbe975e018cfba6a63ffbe5
dev.taie.cloud	nacos-address	2.0.4		3993b79ddc3758400b29a424eafb2b11f958bac1
eu.akkamo	akkamo-kafka_2.11	1.0.0		0e7fb192ef40756ec911958174c8e3875ddc52b6
eu.akkamo	akkamo-kafka_2.11	1.0.1		e2b9c91586264c79182dcc17817b63747281bed4
eu.akkamo	akkamo-kafka_2.11	1.0.2		8f2e58205f9bf66174e68a9332becde9228ea55a
eu.akkamo	akkamo-kafka_2.11	1.0.3		23e5570d8e80a2d4b5f1663ac9f9da0367db41ba
eu.akkamo	akkamo-kafka_2.11	1.0.4		068bcf191a5ea2221040cff0d80cdb155c6031b3
eu.akkamo	akkamo-kafka_2.11	1.0.5		f6431df4184f4c43936e9124a96a322c468af006
icu.zhhll	tools-all	0.0.4		390ff57679463af66bed09b73ecdf0fb15754673
icu.zhhll	tools-all	0.0.5		391fe33b89f6742ca26e22a589004dadd885be0d
icu.zhhll	tools-all	0.0.6		881b95c07a6621426610e1aaa54e689b4cec8485
icu.zhhll	tools-all	0.0.7		135fc43ca1226cbed46268f2d2ac659f81261690
icu.zhhll	tools-all	0.0.8		566de3ce95401c1e6fcc2fef858ae28065c11982
icu.zhhll	tools-all	0.0.9		08319f2ca830e513d9abf5a4e9ad762cab3325f5
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.2		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.2	metadata	3ddc5cefc8d9226846c03bd76edbcc203c66b38a
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.3		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.3	metadata	50d7edbbafb8e0cbb7b6d512c92b3802bc25277d
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.4		N/A
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.4	metadata	348ccd3519c192ebe06caab47a042f6c174800db
io.data2viz.d2v	d2v-contour-iossimulatorarm64	0.10.5		N/A
