com.adobe.cq.testing	cq-it-framework	2.0.130		7709f0ceafffb93b77c2f5bca7be34e5875b168d
com.dream-orm	dream-orm-mate	1.2.0		4d381431049c3cc2e285f9b804e82c0f5588c7c7
com.dream-orm	dream-orm-mate	1.2.1		6d5f488b3fd373d1dd242fb86d113ed8adf944b8
com.dream-orm	dream-orm-mate	1.2.10		36392b35433d0487fd87c37bd7d00751a124b33d
com.dream-orm	dream-orm-mate	1.2.11		fb4d1dd1d52b258ce485999be5b880b75376e1d6
com.dream-orm	dream-orm-mate	1.2.12		6138f7409926b0ac214f4192bf5e1144e6046de4
com.dream-orm	dream-orm-mate	1.2.13		f30f90f9857e4f7145450dd8cf91b65ad27e8ab9
com.dream-orm	dream-orm-mate	1.2.14		2d91c41a8f6374fce94f750099da271ca25a1e61
com.dream-orm	dream-orm-mate	1.2.15		233ecf909fcbd65317466cbdfbc3c38fb86d527c
com.dream-orm	dream-orm-mate	1.2.2		3ceb982490cf8374ba30d227fe579367dff49992
com.dream-orm	dream-orm-mate	1.2.3		5c70e820f9719b892500df6e2aecde7e8632f551
com.dream-orm	dream-orm-mate	1.2.4		d46d33cabbfcace0591d985476429bc6eef7d3ff
com.dream-orm	dream-orm-mate	1.2.5		4abce97316b37000bea3b547be4c7a42dad3f975
com.dream-orm	dream-orm-mate	1.2.6		08d5fac4f07ef3450f759597b97d54e07abde82d
com.dream-orm	dream-orm-mate	1.2.7		192e857441ce22b39c1df51b80c89090231847e9
com.dream-orm	dream-orm-mate	1.2.8		a425582ebe0e9712837efc9ce0b6d398a4811c07
com.dream-orm	dream-orm-mate	1.2.9		ad4998baf47e25b2ba0c131229a2e8147e1b91a8
com.dream-orm	dream-orm-mate	1.3.0		4d9bb7927d88c2ebf4693eaad82afb8970b6708c
com.dream-orm	dream-orm-mate	1.3.1		ad93999e2cada4098d7ac2d32ce394360a1682bc
com.dream-orm	dream-orm-mate	1.3.2		afd5b30e4e544cf55681c4579bbc0543f138b220
com.dream-orm	dream-orm-mate	1.3.3		17859dd5915f03ab86cfe7f4ccfb865a4f0c8b9e
com.dream-orm	dream-orm-mate	1.3.4		578e7ac2bbfaeb3b8141d3dbd5ef59cfcca1c31c
com.dream-orm	dream-orm-mate	1.3.5		fb003bd4559e037a2ff6d1a854db801a15ab3c6d
com.dream-orm	dream-orm-mate	1.3.6		375b0b2c95b46d33f5f8a88b91350ed074e27940
com.dream-orm	dream-orm-mate	1.3.7		266ddc883c4ea45c4b04c41be0961da1ab078a15
com.epam.reportportal	agent-allure-jbehave	5.1.0		905af18965b3fb6ae091071f8f4a7b23ddac041d
com.epam.reportportal	agent-allure-jbehave	5.1.0-BETA-1		5d2b0a1874d2c687aef86f7e388d5d4c56ee2e9a
com.epam.reportportal	agent-allure-jbehave	5.1.0-BETA-2		b8ada8288e55083a68077ca4545d069e2c8c0ef5
com.epam.reportportal	agent-allure-jbehave	5.1.1		b3a1b7ad35a1f225602f4a143f955f5fc4f43c7f
com.epam.reportportal	agent-allure-jbehave	5.2.0		bab673d08215a71600b8caab01345ca449298e4b
com.epam.reportportal	agent-allure-jbehave	5.2.1		1199d5557e7dd65078797a66837c4767b1985efd
com.epam.reportportal	agent-allure-jbehave	5.2.2		ca211e07d89ba7e4cd27332c6110ec3eb1b78c83
com.gaborpihaj	mtg4s-inventory_2.13	0.1.0		acad8c7ce850b8dbd06027736eb0672f4f90aab6
com.gaborpihaj	mtg4s-inventory_2.13	0.1.2		1e2d012c2981dca24a696bceae1ee4632eb7b6c2
com.gitee.zodiacstack	zodiac-redis	1.2.10		2a334784690a84f68ee0b547c4a5d96b50a2f309
com.gitee.zodiacstack	zodiac-redis	1.2.11		96e88779f733c512a000a122f7267fcee9cd92d9
com.gitee.zodiacstack	zodiac-redis	1.2.2		268388b173ed79e6694ffca31de6d4494156e2cf
com.gitee.zodiacstack	zodiac-redis	1.2.3		5ca3f0617b100a9cf455c1c08dc64cdeebd1ff61
com.gitee.zodiacstack	zodiac-redis	1.2.4		2ea4c7a5aea232e6bee9e53ce26094fc09266969
com.gitee.zodiacstack	zodiac-redis	1.2.5		2558c1a74cc7558be2ef23513c603febc7a204a3
com.gitee.zodiacstack	zodiac-redis	1.2.6		9b381a0792cad30911a2f77553c8c3066c1bce32
com.gitee.zodiacstack	zodiac-redis	1.2.7		cc054dcd8ad4dff25236a0403a885a99edc0eac0
com.gitee.zodiacstack	zodiac-redis	1.2.8		e65dae31e1bb4947b133378205094b4dde267532
com.gitee.zodiacstack	zodiac-redis	1.2.9		965e84d618b071b87b3e9459e5b4951ba79a8898
com.gitee.zodiacstack	zodiac-redis	1.3.0		313eaa782396606976c24bf4943698947c08b8f4
com.gitee.zodiacstack	zodiac-redis	1.3.1		6a3a0267c4524fc8065debd81ded4af86d9976c2
com.gitee.zodiacstack	zodiac-redis	1.3.10		1016ee1a69e9d98d6bb9904e44b6e46ebb7d6e65
com.gitee.zodiacstack	zodiac-redis	1.3.11		ee4fdc8c88db2110aceba5c986c887186bef5553
com.gitee.zodiacstack	zodiac-redis	1.3.12		55772bfc5f43b7e4f081a67d1f15c628e7d8d8a5
com.gitee.zodiacstack	zodiac-redis	1.3.2		9442427e04097df10ed70241ffa2f09a012a0c13
com.gitee.zodiacstack	zodiac-redis	1.3.3		3a29e173eceb9d5044455e86e7779122ce9dfbf5
com.gitee.zodiacstack	zodiac-redis	1.3.4		342fbac922ce0d59c100d98745f5f48245fad633
com.gitee.zodiacstack	zodiac-redis	1.3.5		2ecff3f8524ee83ef7aea058a0e61caa1d0527f5
com.gitee.zodiacstack	zodiac-redis	1.3.7		3893c8421c7275b45facd1852d50954844d07ff7
com.gitee.zodiacstack	zodiac-redis	1.3.8		7d54fc9f8d233ba0aabc6a7450ac7bb830a155fe
com.gitee.zodiacstack	zodiac-redis	1.3.9		a8459ad818161037d8a3ef3e4d98585d52566c4e
com.gitee.zodiacstack	zodiac-redis	1.4.0		97b6c3f0b6c0dadf2bb89aa5cdcca44a4a68cb1a
com.gitee.zodiacstack	zodiac-redis	1.4.1		3f96b9c58257cc10d0f79365127ceecf61c20d86
com.gitee.zodiacstack	zodiac-redis	1.4.10		019df253f7f8642a92865b896a123cf43a1d845b
com.gitee.zodiacstack	zodiac-redis	1.4.11		6cf8eb8e7e1809159be7c6e2892a7fc3eb3dee9a
com.gitee.zodiacstack	zodiac-redis	1.4.12		b350715f1811162ffd7567437f7b9230576c0b95
com.gitee.zodiacstack	zodiac-redis	1.4.2		22c2c62e4132871e53adf0cd9c001514bc97287b
com.gitee.zodiacstack	zodiac-redis	1.4.3		58ee37587649f66f4a815c94e9010538181c4dfd
com.gitee.zodiacstack	zodiac-redis	1.4.4		18fd254f7bd174b10357f202d84953b2aeea8efb
com.gitee.zodiacstack	zodiac-redis	1.4.5		b32cc739af4486e50106e938e03441fa0b5e7de6
com.gitee.zodiacstack	zodiac-redis	1.4.6		634663946693e4b2f7e62f471c93998909569094
com.gitee.zodiacstack	zodiac-redis	1.4.7		1d3e5a8c7932c0e6ad6ebecc9f1c76616b1adf75
com.gitee.zodiacstack	zodiac-redis	1.4.8		9fd896fd9e4452b81df0dd8e1b136043168da1b2
com.gitee.zodiacstack	zodiac-redis	1.4.9		7ec2cb27a698a9ae2c7c17675ab41d10138aef19
com.gitee.zodiacstack	zodiac-redis	1.5.0		4eef5047e49d7818fdb3828b884c92844e5df4d6
com.gitee.zodiacstack	zodiac-redis	1.5.1		76c424dfa7672e241c455685b7a469d3def10dba
com.gitee.zodiacstack	zodiac-redis	1.5.10		a6c898cc6ab7fa1306fa6c601542661ed71fa9cb
com.gitee.zodiacstack	zodiac-redis	1.5.11		d4258df59741140f915d45379b993ce09bfc2d5e
com.gitee.zodiacstack	zodiac-redis	1.5.12		4a99d8f84df108ab18ff5436487a6af94d581afe
com.gitee.zodiacstack	zodiac-redis	1.5.13		ad54758c80de564068dae15e9bdc3e4fcdb62564
com.gitee.zodiacstack	zodiac-redis	1.5.14		185682856cabd469cc9a4759381cb2d536e302fb
com.gitee.zodiacstack	zodiac-redis	1.5.15		1f1a270683a389d50763cbc5cd86498487dfdfe4
com.gitee.zodiacstack	zodiac-redis	1.5.16		b735b4c2412ad14a98c64e3c0c4eb911b9c6d3ef
com.gitee.zodiacstack	zodiac-redis	1.5.17		b7ba304a3d84a7fcaace444ad19b15f9f87a08f9
com.gitee.zodiacstack	zodiac-redis	1.5.18		675ba5050904448e499ce3096f09fae28a64907b
com.gitee.zodiacstack	zodiac-redis	1.5.2		8b2699e70cbe3ecbd98f5eb65de5216293d3aca7
com.gitee.zodiacstack	zodiac-redis	1.5.3		ac6d57a9526eb5d299becd991250b446d3e02fdd
com.gitee.zodiacstack	zodiac-redis	1.5.4		7fb8d52ce4c8a3da1917ffd9a82cc3cf28e4b68a
com.gitee.zodiacstack	zodiac-redis	1.5.5		855f4b20633f260b15cb2fe648b16e76a6046efb
com.gitee.zodiacstack	zodiac-redis	1.5.6		46e6a60991fd1f782fb7665f1620b4b86cf32de8
com.gitee.zodiacstack	zodiac-redis	1.5.7		e2722fe3bd2692762bef0e12d18d2511d4577b31
com.gitee.zodiacstack	zodiac-redis	1.5.8		061df268183f4715071a5c41e4a8ee0c1707023f
com.gitee.zodiacstack	zodiac-redis	1.5.9		876ef5c88dc960b98eacd56fd539f401fbfe63f3
com.gitee.zodiacstack	zodiac-redis	1.6.0		aef0545921e5bab723e0298ee593296c6011c0a5
com.gitee.zodiacstack	zodiac-redis	1.6.1		cb04f2969f5ede9a79c963059d6181df16338667
com.gitee.zodiacstack	zodiac-redis	1.6.2		9428b5813e38e6bec5a98283ef14e320c6436924
com.gitee.zodiacstack	zodiac-redis	1.6.3		14570b6c6fb625e9c98ee6b9d3f9984a24282e39
com.gitee.zodiacstack	zodiac-redis	1.6.4		e2ceee579b0b083a6f8a1f3404677cdadeb506a4
com.gitee.zodiacstack	zodiac-redis	1.6.5		4368ff9af147accb976fc114ed3e8e29f07d102b
com.gitee.zodiacstack	zodiac-redis	1.6.6		c618ee1a067866d669d6b88639e8f770da35e6c0
com.gitee.zodiacstack	zodiac-redis	1.6.7		403225fab99f50f987084a7ce7f1e276cd6c495f
com.gitee.zodiacstack	zodiac-redis	1.6.8		72e426a5acc92473f979fa8ecbbb8765df8547c7
com.gitee.zodiacstack	zodiac-redis	1.7.0		14a4dffc354ea79257ba3a33485414cc7dbb701d
com.gitee.zodiacstack	zodiac-redis	1.7.1		224097224c098ff79b644ab2fd4bd7192d7c72e5
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha10		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha10	metadata	c2c0ea178ceeea7de52e7f9b23b47a9570659442
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha11		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha11	metadata	0d4e6996166b8983f45f174a49fa9674ca5ede9a
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha12		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha12	metadata	9bfb5466c86ebb9b8401c620a963450b0c2fe40c
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha13		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha13	metadata	925f8841d3fd9af8ed78e6adc2927241380c9cbd
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha14		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha14	metadata	a55c5ce5d90dc083eb0cdb0b61c2604b2351562a
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha15		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha15	metadata	e89a2a3bf0442eb834ce8c61dbc9f72fd9033af0
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha7		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha7	metadata	5f72149398e409f7c125dab917175e9b686a3c9f
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha8		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha8	metadata	026e188fa18354ffc6d0aa123f2187930adda269
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha9		N/A
com.github.aartikov	replica-core-iosarm64	1.0.0-alpha9	metadata	f83eca0ba972eb29048171c751ca550fd53e78f6
com.github.aartikov	replica-core-iosarm64	1.1.0-alpha1		N/A
com.github.aartikov	replica-core-iosarm64	1.1.0-alpha1	metadata	87ebf57b81614a977974065d900e44b4e6318d3b
com.github.aartikov	replica-core-iosarm64	1.2.0-alpha1		N/A
com.github.aartikov	replica-core-iosarm64	1.2.0-alpha1	metadata	27277ce45fe70304b3fbc11ec74ab86ebc6ef775
com.github.aartikov	replica-core-iosarm64	1.2.1-alpha1		N/A
com.github.aartikov	replica-core-iosarm64	1.2.1-alpha1	metadata	cc474f1a325ccfd1dddc7384c3111f9facfecac1
com.github.aartikov	replica-core-iosarm64	1.3.0-alpha1		N/A
com.github.aartikov	replica-core-iosarm64	1.3.0-alpha1	metadata	d1afb79424cd6205323b1f786f57b486159f8b9f
com.github.aartikov	replica-core-iosarm64	1.3.1-alpha1		N/A
com.github.aartikov	replica-core-iosarm64	1.3.1-alpha1	metadata	86f57080560a8212efdc57b079f0156d948f6615
com.github.aartikov	replica-core-iosarm64	1.4.0-alpha		N/A
com.github.aartikov	replica-core-iosarm64	1.4.0-alpha	metadata	0a3e40244618ff03157907ecc3e0b5c7dbcdb582
com.github.aartikov	replica-core-iosarm64	1.5.0-alpha		N/A
com.github.aartikov	replica-core-iosarm64	1.5.0-alpha	metadata	6c04867fb058d2a327e32e5b23004d327b347b76
com.github.alorma.compose-settings	storage-base-android	2.1.0		N/A
com.github.alorma.compose-settings	storage-base-android	2.2.0		N/A
com.github.alorma.compose-settings	storage-base-android	2.3.0		N/A
com.github.alorma.compose-settings	storage-base-android	2.4.0		N/A
com.github.alorma.compose-settings	storage-base-android	2.5.0		N/A
com.github.alorma.compose-settings	storage-base-android	2.6.0		N/A
com.github.alorma.compose-settings	storage-base-android	2.8.0		N/A
com.github.eratel	aries-start-zuul	1.0.0		N/A
com.github.lipinskipawel	maelstrom-java	0.1.0		0c8fb1291909de7e9646d59034fd93889fa03558
com.github.lipinskipawel	maelstrom-java	0.2.0		9fd46f429d1575d2f7abf8208f355bc841631b47
com.github.lipinskipawel	maelstrom-java	0.3.0		95b9ddc2e04e272c506b516bf189232fd672eb50
com.github.lipinskipawel	maelstrom-java	0.4.0		aeb9f18a3204deecdfaff4d1476a2867687a0e68
com.github.percychuang	modest-starter	0.0.1		6e9b81144be12bff7fd56416b599f721ff770b80
com.github.xlongshu.maven	javaweb-starter	1.0		N/A
com.github.xlongshu.maven	javaweb-starter	1.0.1		N/A
com.halfhp.fig	figlib	1.0.11		N/A
com.inkapplications.shade	rooms-macosx64	2.0.0		N/A
com.inkapplications.shade	rooms-macosx64	2.0.0	metadata	bb4889ccda7e3c1fe6a58600bd3a6c56a2187af3
com.inkapplications.shade	rooms-macosx64	2.0.0-alpha		N/A
com.inkapplications.shade	rooms-macosx64	2.0.0-alpha	metadata	fdfab7d23eb07e3bc113340f1dfb2f8d43463cd7
com.inkapplications.shade	rooms-macosx64	2.0.0-beta.2		N/A
com.inkapplications.shade	rooms-macosx64	2.0.0-beta.2	metadata	9cf29e02e382d5e77fdad398c97f794f487585e9
com.inkapplications.shade	rooms-macosx64	2.1.0		N/A
com.inkapplications.shade	rooms-macosx64	2.1.0	metadata	3b90cca016af6e341515ce646e52503d2364eb7e
com.inkapplications.shade	rooms-macosx64	2.2.0		N/A
com.inkapplications.shade	rooms-macosx64	2.2.0	metadata	0995036920885bac81163c41137a2eba135237c9
com.inkapplications.shade	rooms-macosx64	2.2.1		N/A
com.inkapplications.shade	rooms-macosx64	2.2.1	metadata	a47ea6031075994beb7cb72c1e5ecfad92448d2f
com.lihaoyi	os-lib_3.0.0-M3	0.7.2		1e926e6d98d42ff67f974aba9af4878a92e3a685
com.mayreh	tailer7	0.0.1		94a83964523d0bd55057765386437eee62697b83
com.mayreh	tailer7	0.0.2		9d1b4da4b8581617eb4e6684e60eff5cec27f13b
com.mayreh	tailer7	0.1.0		74850d05cc70afada2e3fec1720ba63ca2ce81f4
com.mayreh	tailer7	0.1.1		d6f275fe999e7523d9104ea22b23b6b32c581ed3
com.netflix.karyon	karyon-netty-http	2.0.02		f6209a41aea9537e1f2a76b31d6c54a651c1c0bf
com.perikov	typelevel_3	1.0.0		389691c8ef8def213f994498269d3deaf481bf5b
com.perikov	typelevel_3	1.1.0		a4dc07df2cc6d4d5de5e8df963784ce2e3aa88e6
com.perikov	typelevel_3	1.1.1		248b280f2addac46f12fa15c839f5f92ef9387f4
com.soywiz	korlibs-jseval-tvosx64	6.0.0		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0	metadata	6e632590c69de2a9fcb26c955d949d05f705d4f2
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha2		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha2	metadata	2ebd0006a20756d874f065086b136813a6d928c4
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha3		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha3	metadata	e6094b29bbb2884da3eedee6487c0f41a16dcfb1
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha4		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha4	metadata	f58898bfc938a3e6de05ace7a2724ee9f7fc37d7
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha5		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha5	metadata	b24339a5f08ce4385a158456f5566c81fc179069
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha6		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha6	metadata	0e0128da289a0cf5072e1b6b721a84f2461e858a
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha7		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha7	metadata	5fd159efc441719ce708ab486e62f0b9812d37e5
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha8		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha8	metadata	3be59ad49e63eba07fd9977e1ee9efdd48e5ef23
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha9		N/A
com.soywiz	korlibs-jseval-tvosx64	6.0.0-alpha9	metadata	c47119a4aa0922a850b79263e12cb4b1120bef55
com.sun.jersey.test.framework	jersey-test-framework	1.0.3		9be3d2a722e3ff247992e486b8264ae261344f74
com.sun.jersey.test.framework	jersey-test-framework	1.0.3.1		addb3842a9010bef4abdd36e6fc3fccf257ae642
com.sun.jersey.test.framework	jersey-test-framework	1.1.0-ea		f3a3022c79e8b26cdaf3288b472a89e591c9f462
com.sun.jersey.test.framework	jersey-test-framework	1.1.1-ea		f6f32300a25f79d7262bbbf062398ff10ee21d85
com.tourapp.tour	tourapp-tour-booking-reactor	0.8.0		N/A
com.tourapp.tour	tourapp-tour-booking-reactor	0.8.1		N/A
com.umeng.umsdk	apm	1.2.0		N/A
com.umeng.umsdk	apm	1.3.1		N/A
com.umeng.umsdk	apm	1.4.0		N/A
com.umeng.umsdk	apm	1.4.1		N/A
com.umeng.umsdk	apm	1.4.2		N/A
com.umeng.umsdk	apm	1.5.2		N/A
com.umeng.umsdk	apm	1.6.2		N/A
com.umeng.umsdk	apm	1.6.4		N/A
com.umeng.umsdk	apm	1.7.0		N/A
com.umeng.umsdk	apm	1.8.0		N/A
com.umeng.umsdk	apm	1.8.1		N/A
com.umeng.umsdk	apm	1.9.0		N/A
com.umeng.umsdk	apm	1.9.1		N/A
com.umeng.umsdk	apm	1.9.10		N/A
com.umeng.umsdk	apm	1.9.11		N/A
com.umeng.umsdk	apm	1.9.12		N/A
com.umeng.umsdk	apm	1.9.13		N/A
com.umeng.umsdk	apm	1.9.2		N/A
com.umeng.umsdk	apm	1.9.3		N/A
com.umeng.umsdk	apm	1.9.4		N/A
com.umeng.umsdk	apm	1.9.5		N/A
com.umeng.umsdk	apm	1.9.8		N/A
com.umeng.umsdk	apm	2.0.0		N/A
com.umeng.umsdk	apm	2.0.1		N/A
com.umeng.umsdk	apm	2.0.2		N/A
com.umeng.umsdk	apm	v1.2.0		N/A
com.viliussutkus89.ndk.thirdparty	json-glib-ndk26-static	1.8.0-beta-1		N/A
com.viliussutkus89.ndk.thirdparty	json-glib-ndk26-static	1.8.0-beta-2		N/A
com.viliussutkus89.ndk.thirdparty	json-glib-ndk26-static	1.8.0-beta-3		N/A
com.witboost.provisioning	scala-mesh-repository_2.13	1.0.0		57b61d11b1bda43323bc70314ec858d47e1f8cf5
cz.o2.proxima	io-gcloud-storage	0.1.0		d4d1524063f8c1a17caaf05480c168248f508559
cz.o2.proxima	io-gcloud-storage	0.1.1		6222e1f62d55ad9a96cf1c372f011f3dcd1fba58
cz.o2.proxima	io-gcloud-storage	0.1.2		a666f63123f1a3f3e0aa2620bcb9abcf06b7e293
cz.o2.proxima	io-gcloud-storage	0.2.0		15f7b1ea5cacede8083dd05815be3850214c8cac
cz.o2.proxima	io-gcloud-storage	0.2.1		beb135a89c7e68b977fcd51c983249152999ef65
cz.o2.proxima	io-gcloud-storage	0.2.2		56e4a649900a0cdc2824f2f8a709f4087106e0a7
cz.o2.proxima	io-gcloud-storage	0.2.3		790a2cfc4132b3ff8e262e65e8ebc75ae55151c9
cz.o2.proxima	io-gcloud-storage	0.2.4		8e254338137b7dbc87caae17388977d7337ddcc6
