ai.abra	abra-sdk	1.0.0		N/A
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.1.1		f6df2614e310181abc768dacc2e437287309720c
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.13		0a618b60df21ea53a46582efcdfbd854175b667b
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.14		afcf47b521af619b7af65309304e5552e9756311
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.15		7cc9cd6278f6042a91057dd7233a23297c358dbc
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.16		b27a47d05465ecb062ac5c4e6ad92b0c28d68f16
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.17		5a3621026dd7196fa0da309538a7c0b34e81e1c0
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.18		9d726192dbe624bc812469601a6afd535d627af5
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.19		8cb680153bb0ebe9f598314093406a63337cc385
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.20		03dc141b96597b15ec24f416f65300d48febe47b
com.github.yingzhuo	carnival-spring-boot-starter-kubernetes	1.7.21		bb38bcb5b608e19624ae8d33c03ad3244bff8be4
com.github.ytjojo	ShadowLayout	1.0.0		N/A
com.github.ytjojo	ShadowLayout	1.0.1		N/A
com.intuit.hooks	maven-plugin	0.10.0		e38f46d83582669ceef1dadd6ebe6b1245fb9251
com.intuit.hooks	maven-plugin	0.10.1		0e50bc6c65dc0f54c8c4b9dde0d9b8beef327feb
com.intuit.hooks	maven-plugin	0.10.2		490a25ac81675d4ec0ac5a7ffcab5f04049ce0c3
com.intuit.hooks	maven-plugin	0.11.0		729f1e928268db026fa9f7768f5fe6a07b3c870f
com.intuit.hooks	maven-plugin	0.11.1		04bb4eb3e2e4fc49ef0d2ca42267f0cdb6c1d1ff
com.intuit.hooks	maven-plugin	0.12.0		d74fcdcf8a2890488512e5d8579b69d04cfacd66
com.intuit.hooks	maven-plugin	0.12.1		e0d2561b56372f92819320a816e975801bc9db5c
com.intuit.hooks	maven-plugin	0.13.0		e8b1406d078e7c98a7636384eef4789c12325dbe
com.intuit.hooks	maven-plugin	0.13.1		e2a744da61868c75f78b3919d2e0777a8cd8546d
com.intuit.hooks	maven-plugin	0.14.0		28ac2b75ac712398195bcf1432d62629f2eebac9
com.intuit.hooks	maven-plugin	0.14.1		bb128aac78ad35150b250c8639808ed5bacc1454
com.intuit.hooks	maven-plugin	0.15.0		eaa76b19a6292c8cf6ce49d3b0a5e18bbb9f6764
com.intuit.hooks	maven-plugin	0.7.0		95cf395e561fd49f44457e3a3c07f56bb4d72684
com.intuit.hooks	maven-plugin	0.8.0		54cc92aa347b6267c8c700a04521189cb8f571fc
com.intuit.hooks	maven-plugin	0.8.1		a40bb06a25f6157ef3ac52ba4aaa929d0caa03c0
com.intuit.hooks	maven-plugin	0.8.2		ce9e69bba3e60046e0475d580e4598265ae85303
com.intuit.hooks	maven-plugin	0.9.0		0e18005aa0ee86fa1a5f3850bd0004ebab7a03d0
com.intuit.hooks	maven-plugin	0.9.1		66b93fcff612245c0924a9d1867410a4f4c0d302
com.javiersc.either	network-jvm	0.0.1		5ab203c2a829a97580017575192b57cb702b74f0
com.javiersc.either	network-jvm	0.0.2		5e8e447366c2e131e731d5e2c77c2e7f3c90aa87
com.javiersc.either	network-jvm	0.0.3		3dc2d602ddd549f71f7562b3ab4e534b9360ee69
com.javiersc.either	network-jvm	0.0.4		af34c029807285bc8cc37d3ec10e0add8d1c74a4
com.javiersc.either	network-jvm	0.0.5		39950c0a9e046a3aa3091063975a07cf13462b64
com.javiersc.either	network-jvm	0.0.6		7d815c119a0a2d03ca701b0d1f0bfbb23a917688
com.kotmol.testlib	testlib	0.1.1		bed43a818d2b4cecc14e2a6bc218a7e0733f6425
com.microsoft.azure.monitor.v2018_03_01	azure-mgmt-monitor	1.0.0-beta		8f605b2e97ab5696ef7ed40c5c465858f56daac8
com.microsoft.device.dualscreen	tabs	1.0.0-beta2		N/A
com.microsoft.device.dualscreen	tabs	1.0.0-beta3		N/A
com.microsoft.device.dualscreen	tabs	1.0.0-beta4		N/A
com.microsoft.device.dualscreen	tabs	1.0.0-beta4	html-doc	cf669a8436c7aa953d5b4623872feb5166a7f8d3
com.microsoft.device.dualscreen	tabs	1.0.0-beta5		N/A
com.microsoft.device.dualscreen	tabs	1.0.0-beta5	html-doc	3f8427ac377e6d74738e4d83e2a072fa79885f63
com.olekdia.material-dialog	core	3.6.3		N/A
com.olekdia.material-dialog	core	3.6.4		N/A
com.olekdia.material-dialog	core	3.7.0		N/A
com.olekdia.material-dialog	core	3.7.1		N/A
com.olekdia.material-dialog	core	3.7.2		N/A
com.olekdia.material-dialog	core	3.7.3		N/A
com.olekdia.material-dialog	core	3.7.4		N/A
com.olekdia.material-dialog	core	3.7.8		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.0	metadata	66a19aedb4415fbeda01fb4cf89246058455398c
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.0-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.0-kotlin-1.6.0	metadata	495eb1edc5e749bec4eb91e6ad8f39dc9b29c3c2
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.0-new-mm	metadata	4b4928afbc0868ec4b20810d11e699a5c95749dd
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.1	metadata	1a4187469008925ef8dc11bb623aa988dc492ecf
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.1-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.1-kotlin-1.6.0	metadata	684e91d328b431ba220fe533f303858e44ea36c3
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.1-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.10.1-new-mm	metadata	d5d81166b6ff5eb1681ba4941fb432f3bbe429e8
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.0	metadata	29c42da8bb3c382c52b9c9a634ce78b1841d46c3
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.0-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.0-kotlin-1.6.0	metadata	40360a33dabd5282401320abe910f7cfb64c3603
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.0-new-mm	metadata	a02b17068b4392cafcf5f5a7281a748eb3e1c3c8
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.1	metadata	88b5128a543df248eded82009cba42baeec09145
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.1-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.1-kotlin-1.6.0	metadata	822f6a2138ba0f3a1e2e3483e894f2c954d47b6d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.1-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.1-new-mm	metadata	21c36641faa54cf76bf12876aa3e93cbc7ff189b
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.2	metadata	d92700abe3f0475cb49db5ce24b6fca0832a47d7
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.2-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.2-kotlin-1.6.0	metadata	e3f47744e723b301f506cee3db11eb51b3c8a18e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.2-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.2-new-mm	metadata	7045b93bbf4906999b9b5a7ace00e4a845dd9430
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.3	metadata	e1b750439596a1011d5983a78cc7b0b83cb41543
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.3-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.3-kotlin-1.6.0	metadata	88bd2995e0c05c39be53e47c2c81b730ae8592e8
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.3-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.3-new-mm	metadata	94b33b316717247768b3a21a93f33bba058a0edf
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.4		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.4	metadata	e745efbf3daa745dcaf46b6abb755dabdf410675
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.4-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.4-kotlin-1.6.0	metadata	9dc842179eb44cd376e45d672db2e78680d4b10a
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.4-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.11.4-new-mm	metadata	b8aac34cd39ac3a138eb911f0657f408a178ffcd
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.0	metadata	c235fbfd122957f39e5e53273c8b1e81648c81ea
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.0-new-mm	metadata	92c0b66d7762e85f2bebddf6ac305a3d23d33f91
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.1	metadata	1b53bc2563624af8f2eccd4a0b7199a7b55455a1
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.1-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.1-new-mm	metadata	b5ea3a47e1f5710411d501614332c69319817c98
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2	metadata	4e525b41149c4f4a5bc07a3f4c2a7c114fc01b03
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-kotlin-1.7.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-kotlin-1.7.0-Beta	metadata	56a9dee81a8f549903398a7685849641b65954e6
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC	metadata	3f3dafa54d7c12062bbb8d608e344602cbf77c95
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-kotlin-1.7.0-RC2	metadata	34d00d4fde6be9d59546e6bdc503307eddee6c8d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm	metadata	a6069ca528036ddba07260cc6ad2b5ec475fd256
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-Beta	metadata	d5275b4495a2f4ac05bbfa578eb11efd9da9f4c5
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC	metadata	11f6882566e800ffaa5b305e02dd3a9a9397011d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.2-new-mm-kotlin-1.7.0-RC2	metadata	1c0e44ad40070c6f2668f9f21bc4612fda997025
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.3	metadata	71b20f44c497f312c79117846275fbfc2b593b6e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.3-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.3-new-mm	metadata	80347d7adc6ae545002e13a8be278b3c2682491d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.4		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.4	metadata	7385225467f7fe4ecbe6e764f9e508855c81c30d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.4-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.4-new-mm	metadata	969f14bd426e1332b86ba32a979231925a6370d7
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.5		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.5	metadata	cc4d756b8e4886f8a6fe3d85396b1689173730cd
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.5-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.5-new-mm	metadata	063d7bfdbe78edc49f77cfbd0909ba3d43c08ef0
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6	metadata	d1100c617dbf30e4776eb1db3d2af2bdbb4d3233
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6-kotlin-1.7.20-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6-kotlin-1.7.20-Beta	metadata	10ffe039055956b4135df9c42c31bb4a270464c0
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6-kotlin-1.7.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6-kotlin-1.7.20-RC	metadata	c31fa5cd029f902222fe6fc887c34796cb867b18
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.12.6-new-mm	metadata	5cf471c3db9ce5a4f28ee18cf9fa12a81bec664e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.0	metadata	4341acf81bf9574a5766a65c18e3e12ed958d363
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.0-kotlin-1.7.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.0-kotlin-1.7.20-RC	metadata	1e37a243b696223ebbcc39a0e33399290aba83e3
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.1	metadata	b6311e6e5bae3885dd37c0fff2a8d8625f2373e3
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2	metadata	5e6e625ca6c58cbcfe9edf6d9f14ecd954a69477
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2-kotlin-1.8.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2-kotlin-1.8.0-Beta	metadata	74c1f906c7fb4a7ded3bbfceb9400d268af30921
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC	metadata	3ba395cf7db273955d6646664136b3c6ae2636d6
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.2-kotlin-1.8.0-RC2	metadata	e9d5ad8bca7594dc246969c74462c28406040ba6
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.13.3	metadata	66cd24d7706e56cf13044b4355f8ca343ff889ae
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.6.0	metadata	e6331ccd42a9e6021efebd7c1721f3e43b64e64f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.7.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.7.0	metadata	7271323f28dae342246f588b130c2be2dc8fb65e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.8.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.8.0	metadata	ee6fd4ed7a3df832885bfeb71dfbe58f2c03ce4f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.8.0-kotlin-1.6.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.8.0-kotlin-1.6.0	metadata	372e1328a0850b90076ea3ff02cf4bb33e32f580
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.8.0-kotlin-1.6.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.8.0-kotlin-1.6.0-new-mm	metadata	25646b1da57a4d9202c4ec99af9a721893186a8f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0	metadata	1cbfc119c7f7a75449ad74450e8c40e77e86b773
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-kotlin-1.6.10		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-kotlin-1.6.10	metadata	335211aa72aef99eb19334f4c0e4915b54dd0d01
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-new-mm		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-new-mm	metadata	410886707f503d45d9723a3253a4f08682b19a71
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-new-mm-2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-new-mm-2	metadata	f390f975ab14f5769da2bf9828cb0dcbed5736ab
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-new-mm-3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	0.9.0-new-mm-3	metadata	c72d128e117cb38007d896eb9e67e7d03664d06a
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-1	metadata	782101003276b42a5d6e64ad0360b0f082f203f3
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-10		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-10	metadata	dec573d051d7490b10f8968acfd49ce59eee1714
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-10-kotlin-1.9.0-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-10-kotlin-1.9.0-Beta	metadata	18c970cd52c5b3445bd6976bc7db8bd1b2024f68
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-11		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-11	metadata	7d63cd53b079c86f948268c98b1cd8a37997ac05
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-11-kotlin-1.9.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-11-kotlin-1.9.0-RC	metadata	42f84d5a5a4e241469ea0e910682cbb2f094b80c
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-12		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-12	metadata	e3ceb99b8a13dccfa026a99bb4a1b3a1b7708c9e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-12-kotlin-1.9.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-12-kotlin-1.9.0-RC	metadata	caa7d75c7841582a15f22507387387c633637170
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-13		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-13	metadata	fcbade5ba88f0d186dabfe6b4393f3706fde7895
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-14		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-14	metadata	87ec2ff6a2a12e06d0e17128da719eb02e55bd6d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-15		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-15	metadata	168fcbb3703d886bf776c591538cca3dd0c5635e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-16		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-16	metadata	10d36bd0aa4004daecd9942b77a9d7e8004bcc73
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-17		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-17	metadata	dca1a92b2cc38efef18127b6c7899fe2de0254b9
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18	metadata	9ec5e75fd56e8a27817c6e136948c7cf65101185
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-Beta	metadata	4b84213f0afc87650c8a21f081e318b530d90290
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-Beta2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-Beta2	metadata	d4be97c35276e3443d1b4265477d953db5825d8a
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-RC	metadata	a8c322a48864959e6c9ffed9f8f9de75bff63f03
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-18-kotlin-1.9.20-RC2	metadata	0820bae055e26a3bb90e7203a0a91f727178039f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-19		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-19	metadata	cd76b9f19ad967134244ae886fe99e940949e912
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-2	metadata	5051d88490b01aa50e5eab01b3abd7bdd8727cdc
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-20		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-20	metadata	ba3f4b2c0ef6ee1caa58361c9802873210333c94
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-21		N/A
