ai.abra	abra-sdk	1.0.0		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-21	metadata	edff69b6c52952da2c178e7690191d2e6e30b673
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-21-kotlin-2.0.0-Beta1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-21-kotlin-2.0.0-Beta1	metadata	29c8436a24cbec40aab652461be4861bed144f94
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-22		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-22	metadata	a18c0c7df1a88a4825c05d34829069253d111182
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-22-kotlin-2.0.0-Beta1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-22-kotlin-2.0.0-Beta1	metadata	e629a2c2de14747c74b2f39bbe667ec517577b9c
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-23		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-23	metadata	bf8732a70ea5d05d895670babe93e4156807c728
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-23-kotlin-2.0.0-Beta2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-23-kotlin-2.0.0-Beta2	metadata	c24fe1ff497a00a0e99963b0b73d1daa8415125e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-24		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-24	metadata	12140cc3eb711464a3a50a1607419f70f73fa99f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-24-kotlin-2.0.0-Beta2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-24-kotlin-2.0.0-Beta2	metadata	a4c98fb265e91ead0024415e08a843135c85acbb
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-24-kotlin-2.0.0-Beta3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-24-kotlin-2.0.0-Beta3	metadata	72c304518d51923d28b17256e378b71852d1d0ab
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-25		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-25	metadata	bab346139439d4dd4c14d348f230a8d61d74bca4
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-25-kotlin-2.0.0-Beta4		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-25-kotlin-2.0.0-Beta4	metadata	1a78107f46cb74c84baf7b49ca9bd2d05d8ceefb
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-26		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-26	metadata	a7b773291d491f8b825c79790e16eb9db0f9ecf6
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-27		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-27	metadata	c9d4488fbc29e7ff5c21d4c625e2dc8b02398e40
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-27-kotlin-2.0.0-Beta5		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-27-kotlin-2.0.0-Beta5	metadata	25bcdca29d831cb7c2e8d2a423184564b4e9208c
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-28		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-28	metadata	335e0b4ddfce96944d1d513fc2202bd68597ef71
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-28-kotlin-2.0.0-RC1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-28-kotlin-2.0.0-RC1	metadata	85427a03b034a7414292e50873b5e020befcd699
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-28-kotlin-2.0.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-28-kotlin-2.0.0-RC2	metadata	2cddec5d2f0ad2c9305b273fca392400d72db749
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-29		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-29	metadata	53a5fa6e059e5c7d0217033f7455c843947b4fb7
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-29-kotlin-2.0.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-29-kotlin-2.0.0-RC2	metadata	24cf045b46f989bb86b4fd42d535695890967c73
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-3	metadata	7fa1ac00bc1b6190545d57e919de9ea7caa0c25d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-30		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-30	metadata	778312445f3b2b984c5e7b69470c8bdcec9b508f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-30-kotlin-2.0.0-RC3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-30-kotlin-2.0.0-RC3	metadata	9acc6eb94e36129fd7922fef80ffdd59c834341b
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-31		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-31	metadata	467b7368a55eb3adac8d8e73e348aeb70843aa85
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-31-kotlin-2.0.20-Beta1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-31-kotlin-2.0.20-Beta1	metadata	2ba2fb85da503c23ff3fd1eb012da41fb30bc87b
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-31-kotlinx-1.9.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-31-kotlinx-1.9.0-RC	metadata	2cac84202b3d48166316a6516b86e2830162e315
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-32		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-32	metadata	6867be45044d99616e62138761a2c47e0b7c1bf0
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-32-kotlin-2.0.10-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-32-kotlin-2.0.10-RC	metadata	0840912df68a16c5032dcd2432b11de96526a5a9
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-32-kotlin-2.0.20-Beta2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-32-kotlin-2.0.20-Beta2	metadata	87ae2c16e26cf2d6aacc5eb389277dbbb5d4374b
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-33		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-33	metadata	5aa54e2125aee3da6f4093725ac6453ba7d4f480
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-33-kotlin-2.0.10-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-33-kotlin-2.0.10-RC2	metadata	d7bf2315bb2efbd410073a47362a6b9834ce17b8
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-33-kotlin-2.0.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-33-kotlin-2.0.20-RC	metadata	16054b0b9c76c42773fb2e0af2af66627cbd8ed1
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-34		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-34	metadata	99072ee2f5f50c1b2b236ab092fd7a506eaaebc2
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-34-kotlin-2.0.20-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-34-kotlin-2.0.20-RC2	metadata	28b08a735c42ade8c381f21e0688cbba8b529806
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-35		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-35	metadata	f4698233e30adb01bd7f63bf88f84eab3619708e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-36		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-36	metadata	a0cfde7bb7ac1054c2c9b66d66c2ddc08d4e92da
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-36-kotlin-2.0.21-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-36-kotlin-2.0.21-RC	metadata	6f220d4a540dffadd4cf29f1676e72752fa20ca2
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-36-kotlin-2.1.0-Beta1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-36-kotlin-2.1.0-Beta1	metadata	8412bc8cf4240207a9f254d5aa4de4d0bad71a8b
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37	metadata	496f3a91704820066855009ff75e539aca246fff
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37-kotlin-2.1.0-Beta2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37-kotlin-2.1.0-Beta2	metadata	36ee830781fd3a535f2a6b0adcfd8d780faf9ab8
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37-kotlin-2.1.0-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37-kotlin-2.1.0-RC	metadata	b40350877414bbc3e2bac646b73d8b4772151656
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37-kotlin-2.1.0-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-37-kotlin-2.1.0-RC2	metadata	bb857f85ae15692cefb739faae75ba987aa6aa6d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38	metadata	ae40f4db14f6a4ffccf8923ae8333aa16eb0aecc
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38-kotlin-2.1.10-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38-kotlin-2.1.10-RC	metadata	8e86c584e32bee6f9bf077317c30f519df70555e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38-kotlin-2.1.10-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38-kotlin-2.1.10-RC2	metadata	a5185d4f1711ab900b56c7355e71b74945cb236d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38-kotlin-2.1.20-Beta1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-38-kotlin-2.1.20-Beta1	metadata	b717dea64fafd9675f5f5abd5d90e610a2ddffe4
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-39		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-39	metadata	ff4f018271a56e91b0251e82c544cd6224eb7293
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-39-kotlin-2.1.20-Beta2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-39-kotlin-2.1.20-Beta2	metadata	acccd77b68c1faf5f02cb741152426882a0047b1
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-39-kotlin-2.1.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-39-kotlin-2.1.20-RC	metadata	792e2ba3b6c9dbbf518a90be6353d38d9f04f82d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-4		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-4	metadata	7f006c13da78d79aa437942cac46840474fe5362
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-40		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-40	metadata	a7215a264e75eb5e675ce1bd48313a7d81a05866
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-40-kotlin-2.1.20-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-40-kotlin-2.1.20-RC2	metadata	6dac8a4a916a0c649ad6b05ed54ad48a8bf7e8c0
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-40-kotlin-2.1.20-RC3		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-40-kotlin-2.1.20-RC3	metadata	b2a55b2208842283ed512e9c2850d3a0867d5ef5
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-41		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-41	metadata	8eb95bfedcbda353a56f17a0844d78ae51042f30
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-42		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-42	metadata	34b6a5236422f154cbe853ef8c64fb321e401aff
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-42-kotlin-2.1.21-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-42-kotlin-2.1.21-RC	metadata	85b9097c9978c9bac2ea2a80aa6d91d51bb5f290
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-42-kotlin-2.2.0-Beta1		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-42-kotlin-2.2.0-Beta1	metadata	2f50bc99fbca071ea3bd35da79619db4c8a58a3d
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5	metadata	3171c5cc6ecdadb71e43cbcf0b2900399c5d2e7c
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5-kotlin-1.8.20-Beta		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5-kotlin-1.8.20-Beta	metadata	c329c6c706ff4f81872e7e736a056cd00a0649da
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5-kotlin-1.8.20-RC		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5-kotlin-1.8.20-RC	metadata	a5b503136fb5dbccb70e029684270cb120929e54
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5-kotlin-1.8.20-RC2		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-5-kotlin-1.8.20-RC2	metadata	4359030a55909b76cdda562af7fe44960481e340
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-6		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-6	metadata	9f048bc3dc87605d8e1f98468f72e22b1300ff0f
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-7		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-7	metadata	f964c5d083185bc3af62323e055c79c748015b65
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-8		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-8	metadata	f986622fab8472581d6db621bd6f3efead81fb2e
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-9		N/A
com.rickclephas.kmp	kmp-nativecoroutines-annotations-tvossimulatorarm64	1.0.0-ALPHA-9	metadata	da8d4dc80fd8b2ac75d38b03b386be7853f5f9fa
com.sksamuel.avro4s	avro4s-json_2.12.0-M4	1.6.0		44f24cebb9e36ed6df0e2539c112f46743cd4452
com.sksamuel.avro4s	avro4s-json_2.12.0-M4	1.6.1		504a5598e2959f9751ecf9e4df19430e6a38481b
com.sksamuel.avro4s	avro4s-json_2.12.0-M4	1.6.2		ddf4b2d29a663bdc8516015318d23d2f3d55b0e3
com.smart-cloud-solutions	image-review	1.0.0		afe8d1dc17132ec76083f4ab8918976b51bd3376
com.streamxhub.streamx	streamx-flink-shims_flink-1.15_2.12	1.2.3		33888ee0d45ad7d01c64aac43e7a7f22c2affab0
com.tourapp.model	tourapp-model-reactor	0.8.0		N/A
com.tourapp.model	tourapp-model-reactor	0.8.1		N/A
com.tunjid.mutator	core-tvosarm64	0.0.2		N/A
com.tunjid.mutator	core-tvosarm64	0.0.3		N/A
com.tunjid.mutator	core-tvosarm64	0.0.4		N/A
com.tunjid.mutator	core-tvosarm64	0.0.4	metadata	9b189ccc2121f81abce4bef978131a5b24326f09
com.tunjid.mutator	core-tvosarm64	0.0.5		N/A
com.tunjid.mutator	core-tvosarm64	0.0.5	metadata	20d9ad5da1e62978aa4ae7aa2af395e30e9afa8b
com.tunjid.mutator	core-tvosarm64	0.0.6		N/A
com.tunjid.mutator	core-tvosarm64	0.0.6	metadata	1a1a25cb30bbce43caf6b2fa343aa0bded091621
com.tunjid.mutator	core-tvosarm64	0.0.7		N/A
com.tunjid.mutator	core-tvosarm64	0.0.7	metadata	6f7d700d380ada353495e587a2b5f2d7be11ef70
com.tunjid.mutator	core-tvosarm64	0.0.8		N/A
com.tunjid.mutator	core-tvosarm64	0.0.8	metadata	0ddca7bf7000ff8a77f5d1db437491b5ccdf1ef9
com.tunjid.mutator	core-tvosarm64	0.0.9		N/A
com.tunjid.mutator	core-tvosarm64	0.0.9	metadata	268cfed0959f7055d3527d69e69ca540a70b1a8e
com.tunjid.mutator	core-tvosarm64	1.0.0		N/A
com.tunjid.mutator	core-tvosarm64	1.0.0	metadata	e3146ba975d357e16c20d8bff9afec9adde4433e
com.tunjid.mutator	core-tvosarm64	1.1.0		N/A
com.tunjid.mutator	core-tvosarm64	1.1.0	metadata	2629315de45cd1b03285025aba0cdb8486295094
com.wxdfun	bones-spring-boot-loader	1.0.0		c2f93aa3d6897c1608bedf51cb469304228f5d51
de.adorsys.sts	sts-persistence-mongo	0.20.0		21cfbc8c92c9fec9bb1acc76ff98fe94aa642d9e
de.adorsys.sts	sts-persistence-mongo	0.21.0		46a3d7f73d1b20b66ff8e3ae16362aba599b69c6
de.adorsys.sts	sts-persistence-mongo	0.22.0		c589a283c1b51f00242db91b7cdca12b20fa3d2d
de.adorsys.sts	sts-persistence-mongo	0.23.0-0		49eb39334ded060abbbffa11becdd3b1707f376e
de.adorsys.sts	sts-persistence-mongo	0.23.1		4f5032e1eeac31c0f702f3b7c176e370582cbcee
de.adorsys.sts	sts-persistence-mongo	0.23.2		5aa0b3819e038a8de8c3cac2641619e89df98076
de.adorsys.sts	sts-persistence-mongo	0.24.0		0a32294d472d8e5c2a6e527ad6a31ef74c5242d4
de.adorsys.sts	sts-persistence-mongo	0.25.0		4c0a01185d6f340f3a0c410074372aab2c08e800
de.adorsys.sts	sts-persistence-mongo	0.25.1		58f94c23f7ec95225a854f58653ba243a5771478
de.adorsys.sts	sts-persistence-mongo	0.26.0		589d3526a45c3720003afcf2cc79e0bdb56e8685
de.adorsys.sts	sts-persistence-mongo	0.26.1		bf312209e368a908543c854a521f63631c737b50
de.adorsys.sts	sts-persistence-mongo	0.26.2		38edb43c69b484dcb6987947bea6d8bf57fd5c76
de.adorsys.sts	sts-persistence-mongo	0.26.3		f6e9eaa8e2e305d69acd97d273d7d610f65ffbe0
de.adorsys.sts	sts-persistence-mongo	0.26.4		b4a8db2c195c33a18d53f1553007931e30d45596
de.adorsys.sts	sts-persistence-mongo	0.27.0		5c9e5f60e13702a8804f4f89f14c139dbb5adc61
de.adorsys.sts	sts-persistence-mongo	0.27.1		0153e7fc14a3514ee863621416fbe6589266cb2e
de.adorsys.sts	sts-persistence-mongo	0.27.2		94861ca2cb773965aded5c95cc49617a7547e544
de.adorsys.sts	sts-persistence-mongo	0.27.3		fb2f6a9476f8a0abe1376f2dd5944fb3dfd8b35e
de.adorsys.sts	sts-persistence-mongo	0.28.0		cbdbada5d7a30c09ee131df7e031c738ac40b3cf
de.adorsys.sts	sts-persistence-mongo	0.28.1		e6503305a56eb43654e347bab5e809ae55983db8
de.adorsys.sts	sts-persistence-mongo	0.29.0		268344279ad29be71bb873b2d32be1c0484a1b2c
de.adorsys.sts	sts-persistence-mongo	0.29.1		e4518da38a4c608d9d4ce583bbcfe9912af89fac
de.adorsys.sts	sts-persistence-mongo	0.29.10		9a8486c668f9f34679729df1dce1e148c8d43f99
de.adorsys.sts	sts-persistence-mongo	0.29.2		cb01aa89e5b3a6965c984325099aac65c32dbfb5
de.adorsys.sts	sts-persistence-mongo	0.29.3		cc6a5875fd655a64041772f390a23ca97f14d1d3
de.adorsys.sts	sts-persistence-mongo	0.29.4		d333f1877b8a25a6ac17f83cfb551ba0e1f78786
de.adorsys.sts	sts-persistence-mongo	0.29.5		f5c0187b78047d321f481f139714aa431f554c5b
de.adorsys.sts	sts-persistence-mongo	0.29.5-1		c9558fe1c363357a779aeba469c979d8f2e5399b
de.adorsys.sts	sts-persistence-mongo	0.29.5-2		7cdad293710cdb2df1f175ae8d5046732e52d68c
de.adorsys.sts	sts-persistence-mongo	0.29.6		8dc03ebed45aa0267918c3d969af3b362904bdf2
de.adorsys.sts	sts-persistence-mongo	0.29.7		1dfedbc20521d459f74a67e707e79c8ff3fc5035
de.adorsys.sts	sts-persistence-mongo	0.29.8		846d0e65a0bcf77563b85c830e10f7c51e946d09
de.adorsys.sts	sts-persistence-mongo	0.29.9		be8e1e059df83dc264e7c2970be60ceaa8d9e7e9
de.adorsys.sts	sts-persistence-mongo	0.30.0		7dcf4e98fcc9f11fb752f94b9867fd275e005ba9
de.adorsys.sts	sts-persistence-mongo	0.30.1		fdf8c1d457912cd6878d27815e36c1be75069278
de.adorsys.sts	sts-persistence-mongo	1.0.0		c5109c788aca6097e4218e1d96831704a4842d0e
de.adorsys.sts	sts-persistence-mongo	1.0.1		b603a17dd324898694dc4641cac2af01397222b9
de.adorsys.sts	sts-persistence-mongo	1.0.2		96befcb33e225a0fd5d1f4e8ac3879650302593c
de.adorsys.sts	sts-persistence-mongo	1.0.4		ff70d3cb78a6b42899a27ed9c879caaa6344df8b
de.adorsys.sts	sts-persistence-mongo	1.0.5		00599d2f2848e2c11bebf19a65a2adcf300978bc
de.adorsys.sts	sts-persistence-mongo	1.1.1		b6259c803f2b98bde714d219e535e1d4b1232d1c
de.adorsys.sts	sts-persistence-mongo	1.1.12		e213801dc98fc41e6c87a5d20bd153d79f5b0006
de.adorsys.sts	sts-persistence-mongo	1.1.13		72c1e4f7b0e825509a2f3ad2b4fabad2378d9dcc
de.adorsys.sts	sts-persistence-mongo	1.1.14		c24afb1b590cbfbb6626fabc7c73aa14b095b08f
de.adorsys.sts	sts-persistence-mongo	1.1.15		c68f437b3d3e7ea51033cf9f17f13e7825f8071b
de.adorsys.sts	sts-persistence-mongo	1.1.16		fc52c04c2fdb7310be41fa5ea304f0acacc229bb
de.adorsys.sts	sts-persistence-mongo	1.1.17		797c1434b13bba9ebad9e27ecf8b03453f88abb1
de.adorsys.sts	sts-persistence-mongo	1.1.18		a4e73fb8aa06350e885b22da020fc396aecdc803
de.adorsys.sts	sts-persistence-mongo	1.1.19		79df01f55b5a077f7f64649f7c41227e32fbfe53
de.adorsys.sts	sts-persistence-mongo	1.1.2		c6b916c8511e92f74e678e3d6fd41253715fa5a8
