cn.spatiotemporal	spatiotemporal-commons-register	1.0.0-RELEASE		b745ebc771faf945484bcb6b32718a38dc4077ec
com.networknt	memory-assault	2.0.24		e81e77d70814a66390879e86fe98830189dffab0
com.networknt	memory-assault	2.0.25		9565dc7474fec70f994737d739aeff67ea549054
com.networknt	memory-assault	2.0.26		6503785f34b7a07c02710578ea72919860ddced7
com.networknt	memory-assault	2.0.27		3c221dc753d8a01bdc22173421b3296b2498fcac
com.networknt	memory-assault	2.0.28		46d1db033ad0b5e41e728ad74646db0189a676db
com.networknt	memory-assault	2.0.29		d2c9c216058eab570df81c792e91c78091eab8ee
com.networknt	memory-assault	2.0.30		37f3f9ea294b2104be9269c57080d8516d9ff95f
com.networknt	memory-assault	2.0.31		77403fb902dcbf367b5aa07ca4e3b7b77dfef731
com.networknt	memory-assault	2.0.32		17a72a29559d6ea4112e47f9d6b1e1fb9f796835
com.networknt	memory-assault	2.1.0		f1b89a0b52b91ce7272aa8278451f739f982feb0
com.networknt	memory-assault	2.1.1		d73b87634b09348932579ed5cf3f1f865d0b98cf
com.networknt	memory-assault	2.1.10		326c97c27301fae6862d4e0b688a16ac381c36f0
com.networknt	memory-assault	2.1.11		9da47bf5486132f584fee669967f42dd3beee2b9
com.networknt	memory-assault	2.1.12		bdd9992c8b8ccbd7cbb00099181e1ebf191e470b
com.networknt	memory-assault	2.1.15		44feffc392dbd9530269abafcdbb59812754e48c
com.networknt	memory-assault	2.1.16		9f3d7abf2d0d8481e3484e0bf46a8c9128756b9d
com.networknt	memory-assault	2.1.18		d0ff18e4f30c4d4e62d60c8acc5b973918516ac8
com.networknt	memory-assault	2.1.19		c0490b350c6490e920febad64d809d8e466d095d
com.networknt	memory-assault	2.1.2		b3470b15a8fbe3a3452872895b0b1f6dfdad02d9
com.networknt	memory-assault	2.1.20		cf033f6435cc775a88697e0925bbed8a40105447
com.networknt	memory-assault	2.1.22		a77036a63eb7aaeafd9b595ae0a08ad587330f78
com.networknt	memory-assault	2.1.23		6d5c158be4c2c06d9e3897eacc20e6c72fd1e67e
com.networknt	memory-assault	2.1.24		6c3d58ba01cd7718321903b61543d371e6d518b6
com.networknt	memory-assault	2.1.25		6c102d2fcfc1ef2216c832e03057cfa120331515
com.networknt	memory-assault	2.1.26		128623f7d45e9e97bc8974f93ad4f1813991ff4b
com.networknt	memory-assault	2.1.27		0fc11f9d32cf406afc715a89c59789d59c794faa
com.networknt	memory-assault	2.1.28		8417c1cb421980569db9c1069019c29d10f6ceda
com.networknt	memory-assault	2.1.29		7c4edfee996eb44329748a730f4cded65ede0d30
com.networknt	memory-assault	2.1.3		7812b8455ffc6369c8b868c79e033428eb431339
com.networknt	memory-assault	2.1.30		dd90c8f898474b174edc85fd185d64cac396631a
com.networknt	memory-assault	2.1.31		223137af5817371ae4827a65fa400a7963c57460
com.networknt	memory-assault	2.1.32		a23cf5e3d546c8a4288a19613f90dd0de804c0de
com.networknt	memory-assault	2.1.33		679ce903bce560823c9e08c121a09d3c936cfbfa
com.networknt	memory-assault	2.1.34		331ef053a1af1db6c73320c7e93c84f80468c984
com.networknt	memory-assault	2.1.35		465f920d7970b84686127791664baf8c318ad7a4
com.networknt	memory-assault	2.1.36		9487df044b7260a6cdc1351f16a3bd7f2c8828ae
com.networknt	memory-assault	2.1.37		f0854dacea361ffebcfd740736555c01ba083c14
com.networknt	memory-assault	2.1.38		9275c8ea2c439d4cb675688e152478b828efb92e
com.networknt	memory-assault	2.1.4		019561810cf7468970f813bc70d8a26916e8575f
com.networknt	memory-assault	2.1.5		366390c23eb04e0e36300bb3f0ccdcd083b5acb3
com.networknt	memory-assault	2.1.6		9595db75234477d090df8d8093ffaaba34042d6b
com.networknt	memory-assault	2.1.7		68e6efebe261cc3e76cf811076f90616f5d7135e
com.networknt	memory-assault	2.1.8		39ad7a6f6b07815a97139803964dea12e08ab550
com.networknt	memory-assault	2.1.9		f7fc2b6ca8f7dd1cf9892240d95c835bf0fefe0a
com.networknt	memory-assault	2.2.0		c11990ad4515296e3a21bf4c80d6014d24daf0c3
com.networknt	memory-assault	2.2.1		2a11f90a917a9b5f0371f720794587b9321cccf4
com.ovoenergy	vulcan-enumeratum_2.12	0.1.2		5094beb77f24d52757a7c7bd55455f3bf4214157
com.ovoenergy	vulcan-enumeratum_2.12	0.2.0		a51efa1ecf5faa87ac84c93567f6035704fd9f94
com.ovoenergy	vulcan-enumeratum_2.12	0.2.0-M1		e4aa1f7001c0b80757afcd28ac1929c38e0599c6
com.ovoenergy	vulcan-enumeratum_2.12	0.2.0-M2		95aa2a1fad03a0de53bb2d169f774b805e1aaac1
com.ovoenergy	vulcan-enumeratum_2.12	0.2.0-M3		17e6d2d4495b2fc006764140e164943f95ed8832
com.ovoenergy	vulcan-enumeratum_2.12	0.2.0-RC1		fa43d22274431b0877fd7cc8e81745a2b9304fb4
com.ovoenergy	vulcan-enumeratum_2.12	0.2.0-RC2		daf4bcb20f10f7c98e782975fdfae251d50efa59
com.ovoenergy	vulcan-enumeratum_2.12	0.2.1		963b101493cd9d5bf24f3a4995532cc97e04988e
com.ovoenergy	vulcan-enumeratum_2.12	0.2.2		b659920858b7cce08ad639f81e23576e9363d832
com.ovoenergy	vulcan-enumeratum_2.12	0.3.0		a0e6dc8d26c59a13cd023aa5c4f95b14846a7e02
com.ovoenergy	vulcan-enumeratum_2.12	0.3.1		4e14943395795a4130e89cbd515d5935d8b99100
com.pauldijou	jwt-spray-json_2.13.0-M5	2.1.0		864498945ae73e542ed514a574dc9987e734a12c
com.pauldijou	jwt-spray-json_2.13.0-M5	3.0.0		5432e1d4c5f1d56eb0543ce46a83849675bcc2a6
com.soywiz	korlibs-crypto	5.5.0-alpha1		faf5da16e3847af835d76be435d93653ca9428cd
com.soywiz	korlibs-crypto	5.5.0-alpha2		746aa2a07f305f84935ae76bd8c7ca1017bcc0e6
com.soywiz	korlibs-crypto	5.5.0-alpha3		746aa2a07f305f84935ae76bd8c7ca1017bcc0e6
com.soywiz	korlibs-crypto	6.0.0		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha1		746aa2a07f305f84935ae76bd8c7ca1017bcc0e6
com.soywiz	korlibs-crypto	6.0.0-alpha2		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha3		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha4		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha5		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha6		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha7		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha8		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.0-alpha9		d056cf137ed039d47a92e88045c91291989fa67d
com.soywiz	korlibs-crypto	6.0.1		d6c9134a3bd79b9a0d21c0db0c769bbb48217936
com.stevdza-san	browser-kmp-iosarm64	1.0.0		N/A
com.stevdza-san	browser-kmp-iosarm64	1.0.0	metadata	bb5f151b337dcbae5ea921233a435bde8cb0b9ba
com.stevdza-san	browser-kmp-iosarm64	1.0.1		N/A
com.stevdza-san	browser-kmp-iosarm64	1.0.1	metadata	bb5f151b337dcbae5ea921233a435bde8cb0b9ba
com.stevdza-san	browser-kmp-iosarm64	1.0.2		N/A
com.stevdza-san	browser-kmp-iosarm64	1.0.2	metadata	faef34839e2eef79f7849a58f3e7519de27cbde7
com.stevdza-san	browser-kmp-iosarm64	1.0.3		N/A
com.stevdza-san	browser-kmp-iosarm64	1.0.3	metadata	faef34839e2eef79f7849a58f3e7519de27cbde7
com.stevdza-san	browser-kmp-iosarm64	1.0.4		N/A
com.stevdza-san	browser-kmp-iosarm64	1.0.4	metadata	8b8650c5e03b8419d42e9cc0040e1cf9e6d23090
com.sun.grizzly	grizzly-http-aio	1.9.0		359ea888119762b1b0da801f81961b5543b8c8b0
com.sun.grizzly	grizzly-http-aio	1.9.16		fa2acb1786c7a447a9b5f5267a9a7f8cfec60f1d
com.sun.grizzly	grizzly-http-aio	1.9.5		f680ab493b90a110459affe01f62513ac01dc351
com.telenav.kivakit	kivakit-filesystems-java	1.1.1		794c54a05ff7c446ba4a5cb6035fda0bcf98494a
com.telenav.kivakit	kivakit-filesystems-java	1.1.2		4eff12ae01a4c453085772af299d63831a381f61
com.telenav.kivakit	kivakit-filesystems-java	1.10.0		8c3c31b4cde3f75e76c8f505c10a3b0ed2990ec0
com.telenav.kivakit	kivakit-filesystems-java	1.11.0		421f280a786be52b7c2caaa80d719e25c6c115e7
com.telenav.kivakit	kivakit-filesystems-java	1.12.0		4c974a3c7fcaed318ba221541091d37271d74e17
com.telenav.kivakit	kivakit-filesystems-java	1.13.0		c2787771164a214a4b702c5ca93bba0135ace850
com.telenav.kivakit	kivakit-filesystems-java	1.14.0		b305c980fa59c7048493b7d0433e40efe062f244
com.telenav.kivakit	kivakit-filesystems-java	1.15.0		d3bae156693e7eb5311ff127416dc7aaf05414f3
com.telenav.kivakit	kivakit-filesystems-java	1.16.0		4cf7fc181acd903f98ff0d64a6de6fb0884e569c
com.telenav.kivakit	kivakit-filesystems-java	1.17.0		dbb099587b01744e76271bc3d669c501f68dd97c
com.telenav.kivakit	kivakit-filesystems-java	1.17.1		102bf771ce7b7ccb83e15829b7dd1614c19929d1
com.telenav.kivakit	kivakit-filesystems-java	1.2.0		79bd96a1a9d149c04c2ce8c433fbedf30baea87c
com.telenav.kivakit	kivakit-filesystems-java	1.2.1		163607c98ecc857ced906877a6a8bd00fc22ee4b
com.telenav.kivakit	kivakit-filesystems-java	1.2.2		ea686f21f7523269eb8343adced2d265017d7072
com.telenav.kivakit	kivakit-filesystems-java	1.3.0		8de0aa521d7fbd4cfc1569a018aa86ff19934ad0
com.telenav.kivakit	kivakit-filesystems-java	1.4.0		d97c5b09f68f7b13d9e615c8bcfcecc933c8137f
com.telenav.kivakit	kivakit-filesystems-java	1.4.1		68034cda98e20341fa8908d50ace54aeaf9c39b6
com.telenav.kivakit	kivakit-filesystems-java	1.4.2		a4850b1557295133540ca5cb5ab5c15bec30eeae
com.telenav.kivakit	kivakit-filesystems-java	1.5.0		53e76398bab9d8e5aad5dc7308c1f6abd12e02d6
com.telenav.kivakit	kivakit-filesystems-java	1.6.0		5069e348774d3f0163cd16725cf5882e4a09c8ff
com.telenav.kivakit	kivakit-filesystems-java	1.6.1		5c98773bea78386c3c59b08ca2e1fbca2ed68728
com.telenav.kivakit	kivakit-filesystems-java	1.6.2		a5a4deca6fc678b21675349441621d0aebb075dc
com.telenav.kivakit	kivakit-filesystems-java	1.7.0		b0270e316b8b849e040094c50c87c9f1dd4ad9c5
com.telenav.kivakit	kivakit-filesystems-java	1.7.1		dfcd86b9ea7af0546851c2440980c47f89f599ad
com.telenav.kivakit	kivakit-filesystems-java	1.8.1		ceed13c3ac4a1e2d1ecf8cabe9c93618dd03fabe
com.telenav.kivakit	kivakit-filesystems-java	1.8.2		26fb3f1aa52d46ccacc2ffdbc9d1888c8b42b697
com.telenav.kivakit	kivakit-filesystems-java	1.8.3		f24f5cb1c93b75fe6384e7e273f2b716b71befd7
com.telenav.kivakit	kivakit-filesystems-java	1.8.4		7c70f796e42fc527b11465c9369516ff7c6985cc
com.telenav.kivakit	kivakit-filesystems-java	1.8.5		a25788a14c70f6ce2af21ce96eb995116c4b1fff
com.telenav.kivakit	kivakit-filesystems-java	1.8.6		d6c0c7bbe5405261df2cba19382cf00d5e55eeea
com.telenav.kivakit	kivakit-filesystems-java	1.8.7		9a86cdcd68c4f93f7ff191175b0de6fb35398977
com.telenav.kivakit	kivakit-filesystems-java	1.8.8		8ba7533b03669e46e39d69497bcdba3050522935
com.telenav.kivakit	kivakit-filesystems-java	1.8.9		146f7e041e2bdcefc6483085f42c174fe5019fcf
com.telenav.kivakit	kivakit-filesystems-java	1.9.0		68a8363a04f7d6df07330e3d3bdd4dccb0f6f49b
com.thehayro	infiniteviewpager-sample	0.2		30e4fe3bbf8d72916b542dd637fc8afa0506e8d0
com.thehayro	infiniteviewpager-sample	0.3		0b0ce7e8c1cb4746b27c9852ffa1d8c75b339d53
com.thehayro	infiniteviewpager-sample	0.4		d2e07573a071384c40967566452c78137abf4f31
com.theoryinpractise.frege	frege-maven-plugin	1.0.1		e4766a4ce0d895f101d4b91ca0d376464ebc5e13
com.theoryinpractise.frege	frege-maven-plugin	1.0.2		2a5bf0de9626a63d0644abf8a7b94e2e34b7d335
com.theoryinpractise.frege	frege-maven-plugin	1.0.3		e91b9150d1927dcfe8c51a2a919d37c32d28933d
com.theoryinpractise.frege	frege-maven-plugin	1.0.3	frege-404-0-ge5bafcf	92b7fdccd56a61915d36666341470807de76f703
com.theoryinpractise.frege	frege-maven-plugin	1.0.4		367c23074951eef849cbf6e77ff9ac243a65ca33
com.theoryinpractise.frege	frege-maven-plugin	1.0.4	frege-404-0-ge5bafcf	92b7fdccd56a61915d36666341470807de76f703
com.theoryinpractise.frege	frege-maven-plugin	1.0.5		c9cbaf53ca4c9ec32dee545bacc56609a29588db
com.theoryinpractise.frege	frege-maven-plugin	1.0.7		0a09f93e1ffc496022ec9120e5b57f139877f842
com.theoryinpractise.frege	frege-maven-plugin	1.0.8		5c74678ca0c82ec7165b101112554070e8322fa9
com.uyatu.sdk	uyatu-java-common	0.0.0.1		0bd266ebf19a6fe17898a62b136de574998bdd47
com.uyatu.sdk	uyatu-java-common	0.0.1		bbbbcae036a88ec0ef6cb6b5f888addf8d31ea4c
com.uyatu.sdk	uyatu-java-common	0.0.10		86839a7c62f2d3860bfb79455243b2df23ba6499
com.uyatu.sdk	uyatu-java-common	0.0.2		c5bf43f6926597e016b7004bc8ff9aff927218ec
com.uyatu.sdk	uyatu-java-common	0.0.3		6a9d28faf5780c2aac00d7661674336e6d49a556
com.uyatu.sdk	uyatu-java-common	0.0.4		2c50045c0f33805d0001f5087cad52c8ed39af4a
com.uyatu.sdk	uyatu-java-common	0.0.5		7a0de6ebd3d5c80fdfea740bf16b49ecfd4e94c1
com.uyatu.sdk	uyatu-java-common	0.0.6		364040c3622a9ca2296a9832f425e51469998f6a
com.uyatu.sdk	uyatu-java-common	0.0.7		d4bd30154fa188b6a5f15e6f4726411120f283ff
com.uyatu.sdk	uyatu-java-common	0.0.8		2c6914e24cb1a39151bfe910542d59dbabab4f78
com.uyatu.sdk	uyatu-java-common	0.0.9		f3ca1bc7523045c525bd063a5a338ddb72b9256c
com.uyatu.sdk	uyatu-java-common	0.1.0		74d63341937696e7561175006ee70a1b40330da3
com.uyatu.sdk	uyatu-java-common	0.1.1		518579fb36d5b13458f8e7571e7912cacc46eb8c
com.uyatu.sdk	uyatu-java-common	0.1.2		849d207f6a18908f794283cac181100d790e2a3f
com.uyatu.sdk	uyatu-java-common	0.1.3		6e3a8773b9a6e5b93504621af1abce41d06f2727
com.uyatu.sdk	uyatu-java-common	0.1.4		2966eac0a382911469d77bce905754e5141168c3
com.uyatu.sdk	uyatu-java-common	0.1.5		55c62b7fb417240931eb62525044fa1ce81b1944
com.uyatu.sdk	uyatu-java-common	0.1.6		6c114d68638cf4ea2efae81fa0baf950d09839c5
com.uyatu.sdk	uyatu-java-common	0.1.7		00be04cce680fa1c4177e5446df625058edc11ab
com.uyatu.sdk	uyatu-java-common	0.2		895276ebd375ed6db973c5285447ede24ba83e98
com.uyatu.sdk	uyatu-java-common	0.2.1		e3e6d84a078d15a97bdee4ace920a4bad4129a49
com.uyatu.sdk	uyatu-java-common	0.2.2		857119bdc3492dcd8b7a3c9d201eb4a161d9de6a
com.uyatu.sdk	uyatu-java-common	0.2.3		9edef71b8b0011d35f12555d32ce4cbb20c99f54
com.uyatu.sdk	uyatu-java-common	0.2.4		728eacf87b30853a36cfbac042f00f82ba8fbe1d
com.uyatu.sdk	uyatu-java-common	0.2.5		4d10cd4be9e5f1244ce65be30e9cc82fcf57f44b
com.uyatu.sdk	uyatu-java-common	0.2.6		5f36b1f3b63e6283e1e279e317aa5e0c1381da71
com.uyatu.sdk	uyatu-java-common	0.2.7		dbeee5654f0fe1af9b111bd624e0f43384376e01
com.uyatu.sdk	uyatu-java-common	0.2.8		de1fe767ff5f61a5cfce33ff92d58b4a7798e22a
com.uyatu.sdk	uyatu-java-common	0.2.9		049572e4f6a22db67d8982e0f9c39f12dd3dcd40
com.uyatu.sdk	uyatu-java-common	0.3.0		da3c09a61e43908c4210e8f33ce5a89edd659f3b
com.uyatu.sdk	uyatu-java-common	0.3.1		2ace897ed5ce37bec053e319d6d6b584b887aa02
com.uyatu.sdk	uyatu-java-common	0.3.2		9f4bcefef4e5290439f8f43cacbb77acd68c93f9
com.uyatu.sdk	uyatu-java-common	0.3.3		d1919959ba45883ae436d1ce4f76ab337c58598e
com.uyatu.sdk	uyatu-java-common	0.3.4		eb890562ea21695161f2d408ab617f1b88c0ca35
com.uyatu.sdk	uyatu-java-common	0.3.5		dc76404054a6b743e827081f0a65134910e2caac
com.uyatu.sdk	uyatu-java-common	0.3.6		b5926abfab4198bc0af2d0254b4ae7812d60366a
com.uyatu.sdk	uyatu-java-common	0.3.7		411361f4e5d21f990b2ac18d5a1d47bb46c210fa
com.uyatu.sdk	uyatu-java-common	0.3.8		bb13b81140265bc2dda3af2f1f7364556779ba41
com.uyatu.sdk	uyatu-java-common	0.3.9		a3ac1dcde8df847115dd7c1224add1e320c8ba45
com.uyatu.sdk	uyatu-java-common	0.4.0		2381f94f9f136d8d692f4b07d71df340823a64a8
com.uyatu.sdk	uyatu-java-common	0.4.1		ec26ad454ee5877e0c200132adb4b88cef600196
com.uyatu.sdk	uyatu-java-common	0.4.2		c78abd57d259c7901edc8de8376ba79266e368a8
com.uyatu.sdk	uyatu-java-common	0.4.3		da8ac7684665611a2802078982ce8f62e99573f9
com.uyatu.sdk	uyatu-java-common	0.4.4		c314a6f26acd9837276275b19f3928b03b96e56f
com.uyatu.sdk	uyatu-java-common	1.0.0		88a6544601f8462a3b05b799dffaabc11b3b9f3b
com.uyatu.sdk	uyatu-java-common	1.0.1		cde26e9175f13394ee6a6c2963054efe550dbed0
com.uyatu.sdk	uyatu-java-common	1.0.2		41e0c46ba6160c234fdf7d3544e70e92611a4a32
com.uyatu.sdk	uyatu-java-common	1.0.4		843a330b4c54e06c2b39d0e13f3d9b5f6052eeca
com.uyatu.sdk	uyatu-java-common	1.0.5		b458a1ad8fb7f7ad2ebef9021ea80bebabf87c2e
com.uyatu.sdk	uyatu-java-common	1.0.6		1adb93bb1518d884d08eecf24febb7f071ee31ab
com.uyatu.sdk	uyatu-java-common	1.1.0		0a9a17466e984b920038edd6d9cc5c5c69742171
com.uyatu.sdk	uyatu-java-common	1.1.1		7b51a81cd89ffffcbbf8a543b9220dca8d43c139
com.uyatu.sdk	uyatu-java-common	1.1.2		31d55bd6893a5f7b25208d9256fca0ef46bcd24c
com.uyatu.sdk	uyatu-java-common	1.1.3		2a852d7612ec442a34b6283473e8d61a21b061cf
com.uyatu.sdk	uyatu-java-common	1.1.4		9c4a80f94131c0dd5333bb60d984908face77a46
com.uyatu.sdk	uyatu-java-common	1.1.5		398fbdb3e650e182caca3c4111697589e37dd7f1
com.uyatu.sdk	uyatu-java-common	1.1.6		725905bcba97b682e2d696835aeb29f89d974876
com.uyatu.sdk	uyatu-java-common	1.1.7		5ad68479ed8bec1990b36ed957d0eef042e4345a
com.uyatu.sdk	uyatu-java-common	1.1.8		c3cdb4372682ecec96a12c826d45fdb16c23ebc4
com.uyatu.sdk	uyatu-java-common	1.1.9		c5eb903f08ee6b4213da92becbd46121be05e960
com.vaadin	appsec-kit-backend	1.0.0		39f86a2104e47944f6692b0ae1b23f7bb8b4349f
com.vaadin	appsec-kit-backend	1.0.1		db56944fd5db0146b8fd737ef97da9e2d9089323
com.vaadin	appsec-kit-backend	1.0.2		3b5ecce2a183eaad66c8f5a9cb4201e13802e137
com.vaadin	appsec-kit-backend	1.0.3		aadbca41ccb3e5a8e731b56fb49e6f9a3d704e91
com.vaadin	appsec-kit-backend	1.0.4		7d708a7a18964e925dd0e2a8c16954564aa84b18
com.vaadin	appsec-kit-backend	1.0.5		c79915d3b048d452f0ecfe83530ae0d347808d46
com.vaadin	appsec-kit-backend	1.0.6		b2afc1d196d8edbb6bf4cee8a8237685dd89fbaa
com.vaadin	appsec-kit-backend	1.0.7		e35239e1bf25a76e36cc6529a8fa9819de0e71ca
com.vaadin	appsec-kit-backend	2.0.0		47e499706537c377dcad3df81039c032a6250044
com.vaadin	appsec-kit-backend	2.0.1		4c05379538bb26be3cf594a6b70182dad28bb0b9
com.vaadin	appsec-kit-backend	2.0.2		4b5410e329d409a98d1266217436ce35b1c072b2
com.vaadin	appsec-kit-backend	3.0.0		168d7b337ee9a145945e21858990a6be6d44fe3b
com.vaadin	appsec-kit-backend	3.0.1		c30630c8a6172fc7620189479307d3c40e418642
com.vaadin	appsec-kit-backend	3.1.0		b99b962f9e573f68a17e273e8d8c1573d0ded10c
com.vaadin	appsec-kit-backend	3.1.1		ab8d6bc37259fb1344376a8a41bdb8c26696d5f7
com.vaadin	appsec-kit-backend	3.2.0		8165e0d3b2b4f50cc245d125826749d31ca16829
com.vaadin	appsec-kit-backend	3.2.1		4e405c855c422683f391fa55a4b856d121ff9c26
com.vaadin	appsec-kit-backend	3.2.2		95f9358024ebd698ef3ede40877eabcdf0b939d2
com.vaadin	appsec-kit-backend	3.2.3		912d03be3c328d6fe3f51b777155f5fd3eb557a3
com.vaadin	appsec-kit-backend	3.3.0		1ba863cbefc8af5ef32d60e4d68b7483de841a7f
com.volcengine	volcengine-java-sdk-vefaas	0.1.116		31363c15df0edd8616a3a74328e0977f7bf66f4b
com.volcengine	volcengine-java-sdk-vefaas	0.1.117		362e263808ef5cfbaaab680ce1e31129db6d73a1
com.volcengine	volcengine-java-sdk-vefaas	0.1.118		8c4c08707c2ab209378be040c61fcb0557893c49
com.volcengine	volcengine-java-sdk-vefaas	0.1.119		d661bbcd275d79eae2d797fc7d197ec1beed2d3b
com.volcengine	volcengine-java-sdk-vefaas	0.1.120		bf7b998459f52d3349694ebb7a6ccb257b73af7c
com.volcengine	volcengine-java-sdk-vefaas	0.1.121		d2b0db0369f86dca8ed67d0d0c7e212c0ff81d63
com.volcengine	volcengine-java-sdk-vefaas	0.1.122		286fcbdac24ccb9b7901dbc6e72866fa5ab246c2
com.volcengine	volcengine-java-sdk-vefaas	0.1.123		3309fefbdc61e23d332efe9d40c59980a5054aa1
com.volcengine	volcengine-java-sdk-vefaas	0.1.124		7d6260c80c32403a30932f6846507dbdf99ff0f2
com.volcengine	volcengine-java-sdk-vefaas	0.1.125		d9e75835a5bb728f4ddd97127266f831efd4c09d
com.volcengine	volcengine-java-sdk-vefaas	0.1.126		98aa0ff3d93c0876a95204b376f37cd6ee2a716e
com.volcengine	volcengine-java-sdk-vefaas	0.1.127		3bb5c53ab2bb67c8d2356383a7792e2d20efc6af
com.volcengine	volcengine-java-sdk-vefaas	0.1.128		61e1cba96f75d0b6a56eb82df936c388e0763592
com.volcengine	volcengine-java-sdk-vefaas	0.1.129		cc20051dc6b5c0642795c6413ed3031d69156d39
com.volcengine	volcengine-java-sdk-vefaas	0.1.130		30ab7a1963eb160b8f265c9f58e9a481b1cd4964
com.volcengine	volcengine-java-sdk-vefaas	0.1.131		24b9477219649c400f660ca6acbf80098d77c4c6
com.volcengine	volcengine-java-sdk-vefaas	0.1.132		23d4047aee3dbe31d6e8a8f6d98c8184f16afddd
com.volcengine	volcengine-java-sdk-vefaas	0.1.133		666e8ef64b44ffa4e7a95270971d045269da1df5
com.volcengine	volcengine-java-sdk-vefaas	0.1.134		fa09ff047228825f1b795ab1403e3b19d260e2f9
com.volcengine	volcengine-java-sdk-vefaas	0.1.135		cb3b362c1ac4af4d6ec4b2dd389118b38ee6e4a4
com.volcengine	volcengine-java-sdk-vefaas	0.1.136		953f621a92a0d3ebdfadbb0ae70166fd5b168da2
com.volcengine	volcengine-java-sdk-vefaas	0.1.137		8f9d22bc5e31c79c41a0fd44db6269e046df8143
com.volcengine	volcengine-java-sdk-vefaas	0.1.138		9150a9c29a22cc8904c0313956c223cd4d1a74b4
com.volcengine	volcengine-java-sdk-vefaas	0.1.139		dfdab0f85041ee97ae33d4ac3ebfcd0f865d6c22
com.volcengine	volcengine-java-sdk-vefaas	0.1.140		ded4ba6cf812c19b83cb13477663c7585632a0e4
com.volcengine	volcengine-java-sdk-vefaas	0.1.141		36ddb627342870416b40634494d6ec5b41684666
com.volcengine	volcengine-java-sdk-vefaas	0.1.142		4c10c68606e94ad861559d99101e997bcf5936c2
com.volcengine	volcengine-java-sdk-vefaas	0.1.143		762ddae11d0759c60e0b2fd685cff5587bd06f65
com.volcengine	volcengine-java-sdk-vefaas	0.1.144		95ec778515214f56c28cebbe7d24464abae2db99
com.volcengine	volcengine-java-sdk-vefaas	0.1.145		5248ad6c323e2b4268633e3845ebcc0d0cd28e87
com.volcengine	volcengine-java-sdk-vefaas	0.1.146		5acda863eaf31441d9be73ddeb5626f279617776
com.volcengine	volcengine-java-sdk-vefaas	0.1.147		e42b68224dbb5ae1f716953deec7f3355c08de46
com.volcengine	volcengine-java-sdk-vefaas	0.1.148		1f88af1a73a537bbcc082e428fb37c87de125036
com.volcengine	volcengine-java-sdk-vefaas	0.1.149		0db34b1f17b76243f07989fd6e3c7d6ba7890239
com.volcengine	volcengine-java-sdk-vefaas	0.1.150		aad27ed7b8f475681dcd6be188950102bc6fccd0
com.volcengine	volcengine-java-sdk-vefaas	0.1.151		f5d49d5ab88913bfb03ffcdebdf501a0309958d9
com.volcengine	volcengine-java-sdk-vefaas	0.1.152		7179c4ec4718efaf329bd683c27759a7c16d3555
com.volcengine	volcengine-java-sdk-vefaas	0.1.153		d11e558043d50e116f461dc8efdc4cf982c13f39
com.volcengine	volcengine-java-sdk-vefaas	0.1.154		9072036801cace9f84334193734dfb8c586b77b0
com.volcengine	volcengine-java-sdk-vefaas	0.1.155		0763a3717c9184785f1354dd8851fa2f8c40f3c0
com.volcengine	volcengine-java-sdk-vefaas	0.1.156		65ded98504c86524e43c88eb255b40d1a7afb5dc
com.volcengine	volcengine-java-sdk-vefaas	0.1.157		045b434b827e19d70556c2b6e7309a15b93bad87
com.volcengine	volcengine-java-sdk-vefaas	0.2.1		2c9c3011cf1f1c54da3ba932c03806a734d00282
com.volcengine	volcengine-java-sdk-vefaas	0.2.2		032e0c3d9a351155adb6cb3b6cac8ea08d22553a
com.volcengine	volcengine-java-sdk-vefaas	0.2.3		88aebe7a97cdc454df86b1683cf3bd5b93144c55
com.volcengine	volcengine-java-sdk-vefaas	0.2.4		aa96459861d05334184fb6f1ebc13c348edd9e50
com.volcengine	volcengine-java-sdk-vefaas	0.2.5		41bae8916a50acc8912bdecaeef61d9c47df58fe
com.volcengine	volcengine-java-sdk-vefaas	0.2.6		d67a310ddfdb299b08d1f1d3b7b9044e1a5bd403
com.webank.wedatasphere.linkis	wedatasphere-linkis	0.9.1		abc5c5622d250371c71f2ca91167220e6032c936
com.webank.wedatasphere.linkis	wedatasphere-linkis	0.9.2		N/A
com.wire	lithium	3.3.0		e32ce2f329ee41d0c577ea30b3d4d8ac7ffb141e
com.wire	lithium	3.3.1		93e2eb209f9f57e1e5b249caa75cfd9836bcf73f
com.wire	lithium	3.3.2		cad49f3414a081ada2a57a9bf45639db85449f8a
com.wire	lithium	3.3.3		c5342b91894132082faa16dd40b1c9073375e700
com.wire	lithium	3.3.4		64d822066bcf1a31d934c92fb2ca66956c98902d
