ai.latta	latta-spring-recorder	1.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.5.6	metadata	d5f105ca79d6c26b7125452fb6794d451077f65e
io.github.estivensh4	aws-common-iosarm64	0.6.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.6.0	metadata	53ec7607beda52ac96fb6268540fd45dda6e7a99
io.github.estivensh4	aws-common-iosarm64	0.7.0		N/A
io.github.estivensh4	aws-common-iosarm64	0.7.0	metadata	67c8c8838fb917c195409d43d317b06765cf74b5
io.github.estivensh4	aws-common-iosarm64	0.7.1		N/A
io.github.estivensh4	aws-common-iosarm64	0.7.1	metadata	eb4ec06165f84e992aeba4fd51092c99ac1b9ddb
io.github.generoso	sbt-plugin-shell_2.12_1.0	0.0.0		5a78fd893a0f322c4e89110d4f358d5f96ddbfd0
io.github.jmcardon	tsec-jwt-sig_2.11	0.0.1-M10		e64c65a480ebdb41718c96abb9dfd145654c46c6
io.github.jmcardon	tsec-jwt-sig_2.11	0.0.1-M11		42992424da44ffc3e7e82bd8e342bbf8f0892d3e
io.github.jmcardon	tsec-jwt-sig_2.11	0.0.1-RC1		7be4a4ac22442528f5513eea7270206023090e92
io.github.jmcardon	tsec-jwt-sig_2.11	0.1.0		a20af3715a22c8e291313b44364185b3969dcf6f
io.github.jmcardon	tsec-jwt-sig_2.11	0.1.0-M1		1de03fe5755ac9a97e24ea1fb6c6b5d99e0de0a5
io.github.jmcardon	tsec-jwt-sig_2.11	0.1.0-M2		0ffe4e4619ec0a80d3b63afade4e3aa51b28c7bf
io.github.jmcardon	tsec-jwt-sig_2.11	0.1.0-M3		ce33c6d4c25b6662326b53abd038ad1e27babbe1
io.github.jmcardon	tsec-jwt-sig_2.11	0.1.0-M4		5a745589075cd3b34b83aed11d27d695b6e97e5e
io.github.jmcardon	tsec-jwt-sig_2.11	0.2.0-M1		15bdd27aad0c29a21c5e9db461312997b82112fc
io.github.pablichjenkov	macao-sdk-koin-iossimulatorarm64	0.6.10		N/A
io.github.pablichjenkov	macao-sdk-koin-iossimulatorarm64	0.6.10	metadata	85d45fd6a88219c684ddbcde8270b688b0125b07
io.github.pablichjenkov	macao-sdk-koin-iossimulatorarm64	0.6.10-rc02		N/A
io.github.pablichjenkov	macao-sdk-koin-iossimulatorarm64	0.6.10-rc02	metadata	f4078b1890ae993258f2552a289e9b8b1dc74dc5
io.github.pablichjenkov	macao-sdk-koin-iossimulatorarm64	0.7.0		N/A
io.github.pablichjenkov	macao-sdk-koin-iossimulatorarm64	0.7.0	metadata	705a70d7202f5efd0364254dc093f9eb4712837f
io.github.riseclipse	riseclipse-validator-ocl	1.2.0		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.1		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.2		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.3		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.4		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.5		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.6		N/A
io.github.riseclipse	riseclipse-validator-ocl	1.2.7		N/A
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	1999.10		7994ff7c2f3c6b78d2a6ef8ffa401ae9508a1bfa
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2022.08		188fd2b52aa481879a078dfebfafe0883d301130
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2022.09		e92d939eed96fc034666f5e4919d0daba947a0ba
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2022.10		9f1d34fef63bf5da3d8be79c2a67456c96443b4b
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2022.11		1df51f394dc65e5c0ce7db8fbeac57f1b2961f1c
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2022.12		4cd0ba23d4a5c5b3013b07f127830135089e09f4
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.02		10731e28f471794476eb9b116de84ef1b4037139
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.03		d027647a0a4125b521bdb30e582b533f4f53131a
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.04		81617c3d4ca5a68e9d3b1092a219e765b9b9ba11
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.05		aeda32e99d49bdffc8f5ec52edac41a2fd847da0
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.07		856da8dfd7abee825174fb507512e34c95a261c0
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.08		8cf1238c6fa4878e8743a3d6fd4cb64822e75c68
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.09		ea1a3a64d248b085c90a69ad887a5c78de2f4aa3
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.10		534f5a41e2fac946ea483cfa14766d8039a6cd82
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.11		041bc3a44adb90147fd476f138de3c55d18d7aad
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.12		b6c9edf8fd0c11e96419975305221cdb20957ec0
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.2.01		f2006d01443554502cddbbda8bd55cde7653cc4f
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2023.3.01		9e6a3ab14ec58f078ec4b72178b24620d096c074
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.01		10a5440255e40ea3fa35882cbb9a2275bdda4d98
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.02		321f62d488c137b47384320bf182363bc8ecc4d4
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.03		1a5dc0dac4bba299d6fdd0cac96ff335e189dfd1
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.04		41cdbac82b5cfc55c296d0b28a50943220037f6e
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.05		f7c5f66d0f61ae3365beaff48fc252151c5ea1d4
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.06		e78346d025c4a7552de3d287ba71e0bb6c4eb4f8
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.07		61629740467c20ce6df4779d8f3e5acd0bdbddac
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.08		7f2008e07494a3d399703ae2e15e0e80292cf76c
io.github.shuigedeng	taotao-cloud-starter-websocket-netty	2024.09		266488a7604eb8608f0ffcbaa5b301ace6afe96e
io.github.softartdev	theme-material3-iosarm64	0.5.6		N/A
io.github.softartdev	theme-material3-iosarm64	0.5.6	metadata	606acb25fc2c478dfc38e8c9b62b868844fcc2fa
io.github.softartdev	theme-material3-iosarm64	0.5.7		N/A
io.github.softartdev	theme-material3-iosarm64	0.5.7	metadata	c11fa8d594a2eedfec1094a37fa4550e724f1d3f
io.github.softartdev	theme-material3-iosarm64	0.5.8		N/A
io.github.softartdev	theme-material3-iosarm64	0.5.8	metadata	0a41fcaf95d5009d5f249a1a9854358bfc725021
io.github.softartdev	theme-material3-iosarm64	0.5.9		N/A
io.github.softartdev	theme-material3-iosarm64	0.5.9	metadata	c577245650e281b0309b28cf2ec5cc12e59fb801
io.github.softartdev	theme-material3-iosarm64	0.6.0		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.0	metadata	1694da76e442c744accabf3e8048eab70ff3010d
io.github.softartdev	theme-material3-iosarm64	0.6.1		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.1	metadata	9857ff1ad007cbdbb194731fc1d4e22989d13e88
io.github.softartdev	theme-material3-iosarm64	0.6.2		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.2	metadata	fd2184d56861896b74ab23b6cac3ae4cc09c18d2
io.github.softartdev	theme-material3-iosarm64	0.6.3		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.3	metadata	c5a3fec6fa6347336a7e4ea025524d0456c1fa5b
io.github.softartdev	theme-material3-iosarm64	0.6.4		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.4	metadata	469fe399e957b023a001485c4569bcee0ef147bf
io.github.softartdev	theme-material3-iosarm64	0.6.5		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.5	metadata	73716860a54cae49615a118543fb58096b7ca02b
io.github.softartdev	theme-material3-iosarm64	0.6.6		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.6	metadata	c3ee7b3afb22c718fec9da272ad92453bf687ee8
io.github.softartdev	theme-material3-iosarm64	0.6.7		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.7	metadata	1fab58b64a76671fd30a0c2ed184cc017d5e7628
io.github.softartdev	theme-material3-iosarm64	0.6.8		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.8	metadata	dffe63625e66d24c7a39dca344d183cfd5ca09cd
io.github.softartdev	theme-material3-iosarm64	0.6.9		N/A
io.github.softartdev	theme-material3-iosarm64	0.6.9	metadata	36a1d260e84b7bfee50c9829ae35c2742fbf7f89
io.github.softartdev	theme-material3-iosarm64	0.7.0		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.0	metadata	f2ff613f792dcf1223efc61e5ee0183b461bd555
io.github.softartdev	theme-material3-iosarm64	0.7.1		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.1	metadata	581a4e86e85515ba998f9eb217d905e07511f234
io.github.softartdev	theme-material3-iosarm64	0.7.2		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.2	metadata	948e2f22f3058da658ed34fe5b8a86d2509c289f
io.github.softartdev	theme-material3-iosarm64	0.7.3		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.3	metadata	5069e6fb44f414650d551852e9bdaa0915f69e79
io.github.softartdev	theme-material3-iosarm64	0.7.4		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.4	metadata	dd9553c0d4c3266f2642807423cb473c53748843
io.github.softartdev	theme-material3-iosarm64	0.7.5		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.5	metadata	a3fcfd4e22144f93c4ced016f4e8f52ea631d55f
io.github.softartdev	theme-material3-iosarm64	0.7.6		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.6	metadata	f6c2a1d6cdb2d7cba1a69ab704fec822d6045c88
io.github.softartdev	theme-material3-iosarm64	0.7.8		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.8	metadata	59d9a9e787774e6eff56300bd53284bce287e789
io.github.softartdev	theme-material3-iosarm64	0.7.9		N/A
io.github.softartdev	theme-material3-iosarm64	0.7.9	metadata	f369c624b05304cf02f26fcab51af8c5be023db1
io.github.softartdev	theme-material3-iosarm64	0.8.0		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.0	metadata	e418f72cf228a46b805db3b3da0de86238a2ecb9
io.github.softartdev	theme-material3-iosarm64	0.8.1		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.1	metadata	3cd0ffee57050184bcdac6aa75d680bdca8e24f6
io.github.softartdev	theme-material3-iosarm64	0.8.2		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.2	metadata	49d883b54b0d730c02dfc82c9225e6c3ac6c6c7e
io.github.softartdev	theme-material3-iosarm64	0.8.3		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.3	metadata	1ee50d8c7d24597b88e4c5f4197db6d1d5bec255
io.github.softartdev	theme-material3-iosarm64	0.8.4		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.4	metadata	b00a50f233d38d9107eb6723829442aba2609ba7
io.github.softartdev	theme-material3-iosarm64	0.8.5		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.5	metadata	a181476005227492055b4431003deec9e6a34aed
io.github.softartdev	theme-material3-iosarm64	0.8.6		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.6	metadata	0882e4392ad25c16b087d00c7d7e387ac073a22a
io.github.softartdev	theme-material3-iosarm64	0.8.7		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.7	metadata	3aa86eac2dd40ecfec4e75a4fd59ba8b930338d4
io.github.softartdev	theme-material3-iosarm64	0.8.8		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.8	metadata	145e918e59eb597804cd6004a5a38dee75cd4954
io.github.softartdev	theme-material3-iosarm64	0.8.9		N/A
io.github.softartdev	theme-material3-iosarm64	0.8.9	metadata	864d5d06e1347f93f0e36fa548ecee51e2e6d34c
io.github.softartdev	theme-material3-iosarm64	0.9.0		N/A
io.github.softartdev	theme-material3-iosarm64	0.9.0	metadata	2bc00cce9e9a262875201d9389324c3d2dc43646
io.github.softartdev	theme-material3-iosarm64	0.9.1		N/A
io.github.softartdev	theme-material3-iosarm64	0.9.1	metadata	ad03b7d5707ba1f43faf648375c8a0718b172bd3
io.github.softartdev	theme-material3-iosarm64	0.9.2		N/A
io.github.softartdev	theme-material3-iosarm64	0.9.2	metadata	00f5a22727ba18532d34fbae0629a629551caaeb
io.github.softartdev	theme-material3-iosarm64	0.9.3		N/A
io.github.softartdev	theme-material3-iosarm64	0.9.3	metadata	15eb45fd27498c115c1aa3ff72e40f5bfc68e522
io.github.softartdev	theme-material3-iosarm64	0.9.4		N/A
io.github.softartdev	theme-material3-iosarm64	0.9.4	metadata	ba825c1c505df4dc53b040304167881683ee3194
io.github.softartdev	theme-material3-iosarm64	0.9.5		N/A
io.github.softartdev	theme-material3-iosarm64	0.9.5	metadata	b5284290b1132d49b9bb1bfe7552c6732b196911
io.ktor	ktor-server-cio-linuxarm64	2.3.10		114eeb355784df6864705665d5b302d524be66f8
io.ktor	ktor-server-cio-linuxarm64	2.3.11		33533819a181df4482d2638908d6aa61986daf7d
io.ktor	ktor-server-cio-linuxarm64	2.3.12		56e9bfec4131fd47ad414685ab30cbe839b27e31
io.ktor	ktor-server-cio-linuxarm64	2.3.13		9eb3646bb5891e55bc13eb99f0dca81915129eee
io.ktor	ktor-server-cio-linuxarm64	2.3.3		2e64a73493833471d96443bf660a8098a165a27e
io.ktor	ktor-server-cio-linuxarm64	2.3.4		c4822060f4298e37ab3e002fc2afc2aee39d602a
io.ktor	ktor-server-cio-linuxarm64	2.3.5		3faeed9a94c3e48c50fff6b44ee081dfb0b86a6d
io.ktor	ktor-server-cio-linuxarm64	2.3.6		58a8ece54e4654cb9aabf00d75ebdd746297a463
io.ktor	ktor-server-cio-linuxarm64	2.3.7		e3391aebf69c075219d19c9fd120c50d67af3b2e
io.ktor	ktor-server-cio-linuxarm64	2.3.8		6a1469bb0c0ff8d7ddd0a08a7fec861a7f75b390
io.ktor	ktor-server-cio-linuxarm64	2.3.9		a1b7fd3140832612fb402e181595da84d99a7c34
io.ktor	ktor-server-cio-linuxarm64	3.0.0		7ab3cf2ce807d4fe89b6b8375e2121d8b470cc4e
io.ktor	ktor-server-cio-linuxarm64	3.0.0-beta-1		d5e0212e6c1ac32a4cba2792c2cc2cd7115ad880
io.ktor	ktor-server-cio-linuxarm64	3.0.0-beta-2		6d5e365c746dba83fe0eb69283243e9be9311fa9
io.ktor	ktor-server-cio-linuxarm64	3.0.0-rc-1		c936b6a5b260a4482b809ea03aec303a69b59518
io.ktor	ktor-server-cio-linuxarm64	3.0.0-rc-2		64f019dc0004429baef0d6b7ece49463cf10cfff
io.ktor	ktor-server-cio-linuxarm64	3.0.1		a6ac76ee1c8fdcef02ee656e82b959a999ea2c89
io.ktor	ktor-server-cio-linuxarm64	3.0.2		820ba5f4aae229ad0cbe97f38c48a5d32027517c
io.ktor	ktor-server-cio-linuxarm64	3.0.3		e20db08d740f857f9ba60bf5854a794c82c409f4
io.ktor	ktor-server-cio-linuxarm64	3.1.0		09fcdd848f4992fb3e300fc99a86501049499b11
io.ktor	ktor-server-cio-linuxarm64	3.1.1		482ab5f3c87fe74b6fe2f74562430124b26ffa8b
io.ktor	ktor-server-cio-linuxarm64	3.1.2		b5141a6ca75d01942d9837f14fcbe505968d503f
io.openharmony.tpc.thirdlib	DraweeTextView	1.0.0		N/A
io.openharmony.tpc.thirdlib	DraweeTextView	1.0.1		N/A
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.1		9fadcb855f71cbd4fefef9caae48fdaac61264a9
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.2		2bb174daa004b0ff5490394c99e503cf5a002043
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.3		1d13d68cf6023de86fe876bbe11ed495535eb9f9
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.4		3c1eb703d3d9345644e075f818879f5fce2ababe
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.5		24c79854afbe5233bf6b02f911d11072b65d0865
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.6		bd5e78d27574e0d398b2221228fef68be8f4e5fa
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.7		7ffb433be61d7423b2e4fca5b631f8d671c87e01
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.0.8		cfe4ef651643df9bf65634e0010e34677973b3e3
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.1.0		b92831afc324c4b6b24a81be66027831150f9d76
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.1.1		e18e8c61ebb5a6d69f3165d7f31266f5891da16e
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.1.4		7a1eb367ec999fab573713f3bd39aca60da0249e
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.1.5		b17b38721f83064183134b58a7151514ca713413
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	1.1.6		459b45d5404fc56e454714a0868f557a2e85d1b6
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	2.0.0.Alpha		497f8a92f65f48836b90502005f1aae35496e230
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	2.0.1		f91f070216cc8e964bdce4fa0ddcb7487e0bf60d
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	2.0.2		595cf25b6f047a366900f2adba15027162bd3691
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	2.0.3		9cc1189bd4a5a8c9ab5f5ac9d84b17ae69b037a2
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	2.1.0		8a6688b0cf4b088fcea616b56dcca49ad8548265
io.quarkiverse.reactivemessaging.http	quarkus-reactive-messaging-http-docs	2.2.0		3a25f93362528c4472db89a28c2af3798ef69242
io.rsocket.kotlin	rsocket-ktor-client-iosarm32	0.15.4		N/A
io.rsocket.kotlin	rsocket-ktor-client-iosarm32	0.15.4	metadata	8c30d45c0cb97018a69c9c4d4c50b3f001017070
io.udpn	commons-shutdown-boot-starter	1.0.0-RELEASE		fddade0be2cbeeae5bb15a8d3eeadff853a8a0c9
io.wizzie	normalizer-model	0.6.1		859486610debf2ec4946db1c0f3c6d3680f73e9a
io.wizzie	normalizer-model	0.6.1.1		b60d05606b207a65dc9cc93c678744b65fa1fd0c
io.wizzie	normalizer-model	0.6.1.2		4a0d13a9ae864e4969fa9df260b7c736cdca70dc
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0	metadata	8f163c7b3977a04779ce4c001268c3e9248a1efb
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-RC1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-RC1	metadata	9e84ad075523b8fcff4ff9c8541d7d5457ef7a44
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-RC2		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-RC2	metadata	5c15ae86d4fc310ccc19e03839324517e593ff95
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-RC3		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-RC3	metadata	8c5bfe461d850c47c4d45b3101e14ef635d3ab47
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-beta1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-beta1	metadata	4aa688ee51a9d433db827366825769e2b89c5530
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-beta2		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-beta2	metadata	4290c732f148e382cd8c99125c8f8fbc3f5b888a
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-beta3		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-beta3	metadata	42b66d916438e1851a356a4862ee06c5283c36df
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev1	metadata	769dc097e93c07dbaee9693a5f6683505a1113a8
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev10		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev10	metadata	73090e8a905bb289b49c61576ca21ad32be6a23d
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev11		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev11	metadata	58b2a5bd101ed20004dc8b70644b6977b2c71f2c
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev12		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev12	metadata	a688ce0e048d3b4af7b5214092409089e9d3c498
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev13		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev13	metadata	ff7f23f1bc14ae8caed78169e597599177ccf3eb
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev14		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev14	metadata	2fc4b8142747c7169994633523a1ceb3fdb2f7bc
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev15		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev15	metadata	ef54c0850e48aad029764f4255a2e6d57ab40775
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev16		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev16	metadata	6aedd7ed8334b448610662b7bae924fb7ea5f80e
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev17		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev17	metadata	4aad840ac2d0a0187dcf9d44996bd7875f2f575a
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev18		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev18	metadata	1284adf876387be59bc2a3889b342f0ef79c33ed
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev2		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev2	metadata	4abd04695cdbe514b35c646ba7e224b37ff9dcc3
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev3		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev3	metadata	ba687109cc2c8ca8706dd77b1c94c7fec690a2c6
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev4		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev4	metadata	6999cb9e7dcced07be22d32b4c2ec5509bd0ce97
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev5		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev5	metadata	10ea0a4d01ba15c43e6e693c5dcaa8ffc241860a
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev6		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev6	metadata	798294203bfb6681f3b080b829baf723d31d5312
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev7		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev7	metadata	6e8054ef90d794853a2d8ffe509aa36059ba3591
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev9		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.0-dev9	metadata	87ab97824d73fae60b6b6cc812e904040ad622a9
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.0.1	metadata	a95ac50de4417f27dc64548ace4911ebf1001e06
love.forte.simbot	simbot-api-iossimulatorarm64	4.1.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.1.0	metadata	ef804122a4e56af5827c2dcb32dd3b3e1cc4b797
love.forte.simbot	simbot-api-iossimulatorarm64	4.10.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.10.0	metadata	c051ce3318aa69766491171727592713d5c8b2a4
love.forte.simbot	simbot-api-iossimulatorarm64	4.11.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.11.0	metadata	4dac54740f1076db52b975edc90b8f70f4752614
love.forte.simbot	simbot-api-iossimulatorarm64	4.11.1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.11.1	metadata	bbb839a3f0d774da1d18167633893b1955596e76
love.forte.simbot	simbot-api-iossimulatorarm64	4.12.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.12.0	metadata	df561146adf4d61cfd8ae78b111af59c81ef02b9
love.forte.simbot	simbot-api-iossimulatorarm64	4.2.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.2.0	metadata	56bf4473cb9dae2044a6929c9036fc1e02f37c64
love.forte.simbot	simbot-api-iossimulatorarm64	4.3.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.3.0	metadata	387595f3ed10862f7b3fd3ed41bc96837825be34
love.forte.simbot	simbot-api-iossimulatorarm64	4.3.1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.3.1	metadata	6e3d2961e79f62c03b79ea93cb79701eeb228ce9
love.forte.simbot	simbot-api-iossimulatorarm64	4.4.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.4.0	metadata	7b200b8837822531c0bd07e1afa9befb603b1055
love.forte.simbot	simbot-api-iossimulatorarm64	4.5.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.5.0	metadata	ceaef00eebdca09380a5eda52cc0c0654280b378
love.forte.simbot	simbot-api-iossimulatorarm64	4.6.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.6.0	metadata	551f58fb9718a8e35cc9395e94fa71bf2bb96e32
love.forte.simbot	simbot-api-iossimulatorarm64	4.6.1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.6.1	metadata	00249dcb6654faefe5c74117b9d1542e24b5b9a4
love.forte.simbot	simbot-api-iossimulatorarm64	4.7.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.7.0	metadata	8506df71286f3b2908de28a07797a7d2bb8cb8eb
love.forte.simbot	simbot-api-iossimulatorarm64	4.7.0-beta1		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.7.0-beta1	metadata	0b2d5e76c40b5737671bc3047207c686667b984e
love.forte.simbot	simbot-api-iossimulatorarm64	4.8.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.8.0	metadata	1d3678eabddc91921addf7a4e0f090b7512e2c77
love.forte.simbot	simbot-api-iossimulatorarm64	4.9.0		N/A
love.forte.simbot	simbot-api-iossimulatorarm64	4.9.0	metadata	647a3874fc187b797dcad21f9ba3e59cff7acd75
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs0.6_2.13	0.24.0-v2-473-0		36f50315a805472cdbb7d24b76733bb210f406fd
net.exoego	aws-sdk-scalajs-facade-elbv2_sjs0.6_2.13	0.24.1-v2-473-0		4fa932c8dda474a7d83e5c0eca51fdf11e7cce9d
