au.gov.nehta	cda-schema	2.1.1		9d3f9a1aa6ca8b825ac4951326a6ee2bb42e8fb9
com.codacy	foundation-config_2.12	11.0.0_play_2.6		5c4b121234a31c012d2c4643c759b8f74fb1f056
com.codacy	foundation-config_2.12	11.0.0_play_2.7		d020e8de01c3daec824d4acd6fe60bdf9d69eacc
com.codacy	foundation-config_2.12	11.0.1_play_2.6		c786049792e9908e31096c383f99465878235395
com.codacy	foundation-config_2.12	11.0.1_play_2.7		4cca62d639ad39f34b6a416a5bc8198cd3f888dc
com.codacy	foundation-config_2.12	11.1.0-scala213supporttest.2.bca0241_play_2.6		6d39d45e754f34c0059cf450035b4c84f1b29363
com.codacy	foundation-config_2.12	11.1.0-scala213supporttest.2.bca0241_play_2.7		d8fc6fbcd2b1e96c3ebb1574c3f5d331472f4bd6
com.codacy	foundation-config_2.12	12.0.0_play_2.6		b6e74fe5ebf56f82e33ef5c730f526955fb42689
com.codacy	foundation-config_2.12	12.0.0_play_2.7		bd2e40adb70e389e2e10c66eca88147bfc1408b5
com.codacy	foundation-config_2.12	13.0.0_play_2.6		660adf2291ee30c112910e36ebf7d572f84bc30d
com.codacy	foundation-config_2.12	13.0.0_play_2.7		e44599169fc10b66fc9532e2d2c4b0fabe19d9d1
com.codacy	foundation-config_2.12	13.1.0_play_2.6		ccce2ee6f904b362d50bf874c277362e7188fcc0
com.codacy	foundation-config_2.12	13.1.0_play_2.7		b93519ccf601a5766edf60f24a61a3357ce31f1d
com.codacy	foundation-config_2.12	14.0.0_play_2.6		3ca59c79e73fbdf04ab6c98caf04f7f77c2e0b62
com.codacy	foundation-config_2.12	14.0.0_play_2.7		3123847e3dd9486753b3bb5bfa418886cae922d7
com.codacy	foundation-config_2.12	14.0.0_play_2.8		3d66a614e033ba224d1478a03e33e6f3c62f26be
com.codacy	foundation-config_2.12	14.0.1_play_2.6		4605e876573c9fc84dd3cb719634c01f9e260363
com.codacy	foundation-config_2.12	14.0.1_play_2.7		c743f51184bb7662315d95cf39f4d148a2b9f351
com.codacy	foundation-config_2.12	14.0.1_play_2.8		a785578715209d4c9116859bf34324a29080d64a
com.codacy	foundation-config_2.12	14.0.2_play_2.6		db569252810ccf200bd2c0d856194ac104c3211a
com.codacy	foundation-config_2.12	14.0.2_play_2.7		2fa5d8fe34b6cd331ea927b5569d962e53d66a98
com.codacy	foundation-config_2.12	14.0.2_play_2.8		0ffaf809703ccef4b19ad8946d59e6d7e2e4cf8e
com.codacy	foundation-config_2.12	14.0.3_play_2.6		1bdba14b02a5105594b18b6b37c88bc963800217
com.codacy	foundation-config_2.12	14.0.3_play_2.7		3120b47e232e156b9b6b02209bb13b6df92c6fe1
com.codacy	foundation-config_2.12	14.0.3_play_2.8		c88561bfa8b2636953416cc072ef31b8bde144a2
com.codacy	foundation-config_2.12	14.0.4_play_2.6		fb85bd443435862f806b54cdc09be0d6c3b09fee
com.codacy	foundation-config_2.12	14.0.4_play_2.7		3cb2b918f202b593ed0d32ed5c1ce1efd41564f5
com.codacy	foundation-config_2.12	14.0.4_play_2.8		4a9701888f52796c81afc337430bba766a854a60
com.codacy	foundation-config_2.12	15.0.0_play_2.6		916ce6cd481fab54e319cffebf2b827a7530239d
com.codacy	foundation-config_2.12	15.0.0_play_2.7		c7f4c589c3232b500b6d4f844062448752a41a7c
com.codacy	foundation-config_2.12	15.0.0_play_2.8		926f32149e49842eb9718a4bcf3a49f7b292ebd1
com.codacy	foundation-config_2.12	15.1.0_play_2.6		bd9044770e912c18fa07bc854fcbd154b385f803
com.codacy	foundation-config_2.12	15.1.0_play_2.7		7344b1dd7228e048cc0d8e1bf85e8bed763c14e8
com.codacy	foundation-config_2.12	15.1.0_play_2.8		6fa2b85d491a91115c6cc447dd9a3b88462f181e
com.codacy	foundation-config_2.12	15.1.1_play_2.6		5001ec0c90f5d02d7254f9ed0ce9351316f1170f
com.codacy	foundation-config_2.12	15.1.1_play_2.7		a240bdd38692c8629f39c861d203d856b875245c
com.codacy	foundation-config_2.12	15.1.1_play_2.8		81e7090c8189dec0ea66bfa3d519ff7561f99b0a
com.codacy	foundation-config_2.12	15.1.2_play_2.6		9b6068821d2597ed54d9500edecaacc54ba353db
com.codacy	foundation-config_2.12	15.1.2_play_2.7		83ef2a966d934849aa1fe73396098e51f3b8b36d
com.codacy	foundation-config_2.12	15.1.2_play_2.8		d14ed6ea4422856a73dc0f466f49cd75c6a06707
com.codacy	foundation-config_2.12	15.1.3_play_2.6		741a8304e16add03052164c7e8f88c623d654fbc
com.codacy	foundation-config_2.12	15.1.3_play_2.7		b8c6b7d517507c40803f07da83321ea38399afdf
com.codacy	foundation-config_2.12	15.1.3_play_2.8		d306a53ccca22785b1de290cfa65b3bb2e3d796e
com.codacy	foundation-config_2.12	15.2.0_play_2.6		cac3a5076f404c14d0401e14080a4ddd0f36a995
com.codacy	foundation-config_2.12	15.2.0_play_2.7		d5e304dd99d7b7f1f8357f677c1f2e22d6d2499c
com.codacy	foundation-config_2.12	15.2.0_play_2.8		cc1d7b4a1910b1073cc0476c0e4066581c9c2c66
com.codacy	foundation-config_2.12	16.0.0_play_2.6		cee5bfc496e74cd6582ed2974d6f69ea415db97a
com.codacy	foundation-config_2.12	16.0.0_play_2.7		d42a76c148373a24fd3e0ba9386bbb7eef43aad9
com.codacy	foundation-config_2.12	16.0.0_play_2.8		4f548e88c758e05605eb5d0c2673722da1f21723
com.codacy	foundation-config_2.12	17.0.0_play_2.6		3844628e8c4d358a069951b8ad06f54fd644422d
com.codacy	foundation-config_2.12	17.0.0_play_2.7		c4faa89b2be220bdd8b870b424c6ca256e97408a
com.codacy	foundation-config_2.12	17.0.0_play_2.8		9d21312ee3c7adb87ee98159a62f946e6b326137
com.codacy	foundation-config_2.12	17.0.1_play_2.6		df4602f8086a1cbe466ed9227cbf4486fbfd2c80
com.codacy	foundation-config_2.12	17.0.1_play_2.7		232ba6f36e75fe8e42ed2daf948997aebbe4e8fc
com.codacy	foundation-config_2.12	17.0.1_play_2.8		5f84b40b7053a76a065641ff56429025d2f375ca
com.codacy	foundation-config_2.12	17.1.0_play_2.6		dec5036817c57ebf5e19daf73f67385dd16d0985
com.codacy	foundation-config_2.12	17.1.0_play_2.7		45c232c82f111ec4ec1994890bb1cf15e2c6da0e
com.codacy	foundation-config_2.12	17.1.0_play_2.8		254a4230022d7ac43e1b0169cfa64d3032e1ddf2
com.codacy	foundation-config_2.12	17.1.1_play_2.6		6c15ffff28683636dcc0755f608ab9cf64a7b490
com.codacy	foundation-config_2.12	17.1.1_play_2.7		ab53cc0346124e2343fa52e180bd2f5e103bbd89
com.codacy	foundation-config_2.12	17.1.1_play_2.8		b116516e2eeb6935ecf1a3def3549fe33d48356e
com.codacy	foundation-config_2.12	17.1.2_play_2.6		bdc06f4f9a522d9ae9df3a72c7edad46e8bdb624
com.codacy	foundation-config_2.12	17.1.2_play_2.7		d9047a44ed3fff07069abc53e97b4003dbc87178
com.codacy	foundation-config_2.12	17.1.2_play_2.8		b98d714a561115eb7b00fe9b8990dc926eae3586
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.14bf3b3		c8a1d50609aa0e8c0a5000fe434c54734eff855f
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.14bf3b3_play_2.5		5190de9371446f515bd666863edf19b297ad786a
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.14bf3b3_play_2.6		d0f54c4c955046af0766d0a9da8a1f314936cbf5
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.14bf3b3_play_2.7		8a24a45bffde4a5a9e1a394402626a9439e5c689
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.a27ebe6		d1ab868207ec7b74c3cf9986ac07147729111eca
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.a27ebe6_play_2.5		9c4ec88883feb28350e8d0c160268b07ddbcde36
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.a27ebe6_play_2.6		15242f992f329186cbbb4bf895e7eedf93bfab87
com.codacy	foundation-config_2.12	9.3.1-publishsonatype.a27ebe6_play_2.7		15ebec60a47b567b6fdc72cc65128d29dd0ecf9f
com.codacy	foundation-config_2.12	9.3.2		86b21c06680c9b48f17749dcafe27ed11c3b9d2a
com.codacy	foundation-config_2.12	9.3.2_play_2.5		0264df1c32ba5da6a058ce80010c32fc12e7b433
com.codacy	foundation-config_2.12	9.3.2_play_2.6		31ea9f832a5fabff61fd1dcf5625351321a9d2e2
com.codacy	foundation-config_2.12	9.3.2_play_2.7		0a7fc1b06a6af5101e68eb53c197e717b6e91a0a
com.codacy	foundation-config_2.12	9.4.0		c9378cf603425d22346f26b8e1e3588dcd6ddb9a
com.codacy	foundation-config_2.12	9.4.0-improvehttperror.e3eecfa		182146947625cb66cce7fd2124d01036999216ab
com.codacy	foundation-config_2.12	9.4.0-improvehttperror.e3eecfa_play_2.5		7588e7478a0b511433fe2b326d9adf31c23af463
com.codacy	foundation-config_2.12	9.4.0-improvehttperror.e3eecfa_play_2.6		af1e1bbc498ba98da6f40edb8c74bcd5e89390c6
com.codacy	foundation-config_2.12	9.4.0-improvehttperror.e3eecfa_play_2.7		5d202aa5262702903048a4a914abb82e68076c2e
com.codacy	foundation-config_2.12	9.4.0_play_2.5		81e6b534319049801d574f917a416fc69ab38de7
com.codacy	foundation-config_2.12	9.4.0_play_2.6		05186c97c5a5b0ca89141d9c3f8d1897e353f993
com.codacy	foundation-config_2.12	9.4.0_play_2.7		1eb75a65b64ef0b62c2846dfb2d5216a8236be1a
com.codacy	foundation-config_2.12	9.5.0		62c1a735c543842985132dd9117351c37efb2648
com.codacy	foundation-config_2.12	9.5.0_play_2.5		7253ec3199180fa2f558ca654b4eb639b86742ce
com.codacy	foundation-config_2.12	9.5.0_play_2.6		5e8d88eba52f28f7e9831b60dae5afc7ffbcc944
com.codacy	foundation-config_2.12	9.5.0_play_2.7		85291106f3ebad1772fceb3bdac0a87a1dcb6fae
com.codacy	foundation-config_2.12	9.6.0		6862bb855f92182178efea571ef7ce456a0c96e7
com.codacy	foundation-config_2.12	9.6.0_play_2.5		d007f500a200e2d0af3fae1c0abdfe2ee3d7dd41
com.codacy	foundation-config_2.12	9.6.0_play_2.6		c59cbe8f5fe4dee63eba60bf43338c784cdcc683
com.codacy	foundation-config_2.12	9.6.0_play_2.7		98ee051054a786ce27f3ad7a443987b5d335a02a
com.codacy	foundation-config_2.12	9.7.0		9a4d416cd52f6238d790bab1e67c155535583508
com.codacy	foundation-config_2.12	9.7.0_play_2.5		76b3a93eef972e21f46b02ea5e819ec40272ceb6
com.codacy	foundation-config_2.12	9.7.0_play_2.6		fcee90ce211c5a15f84ead7e908e1cff87a6f5a3
com.codacy	foundation-config_2.12	9.7.0_play_2.7		b403ee36a32a2b3e5c15918f66bf82f8e56a7c9c
com.codacy	foundation-config_2.12	9.7.1		5d2e27ffe188c321bd6b707e3780c61d24ccdebc
com.codacy	foundation-config_2.12	9.7.2		ba120290baebd0d1710d21d39a713c748025a51a
com.codacy	foundation-config_2.12	9.7.3		83ed1a078e7138cc678523df343e6969e8359fc1
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.16cec0e		9ea0f77aed1a06f57652221d3d1a332fd9f8d26d
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.16cec0e_play_2.5		f4fe97e8c10258d0c6514d342a9edddc32077014
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.16cec0e_play_2.6		66a307ed47d16a881157e104bab31ae5c6a7376c
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.16cec0e_play_2.7		c7fdfd23435bb6b856aac3324556ffbd7962d014
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.56da00c		19c58e020ca9bf10f4b86651c862370e7c98b2f1
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.56da00c_play_2.5		ddab6b847e282c6843e87dbeb6bad9a0fbc90e17
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.56da00c_play_2.6		565b791ed10dbdebf3d143d2f040068eab9c5523
com.codacy	foundation-config_2.12	9.7.3-bumpcodacysbt.2.56da00c_play_2.7		1de5b3623489efed1b6b123b1e14d2d69ead8556
com.codacy	foundation-config_2.12	9.7.3_play_2.5		8cc676e0b07e68fc4bcae7f0b747042e8db3b0be
com.codacy	foundation-config_2.12	9.7.3_play_2.6		9fad75b97710d3edcaac37a27e848d029fd6b702
com.codacy	foundation-config_2.12	9.7.3_play_2.7		2a1725963e000a18547c00205ae93dce744ea36c
com.codacy	foundation-config_2.12	9.7.4		7a32326ba656dd2cba59ab5865763a0cb4baddfb
com.codacy	foundation-config_2.12	9.7.4_play_2.5		baab86ed6146c21c472c9b420791b08125d9ba58
com.codacy	foundation-config_2.12	9.7.4_play_2.6		adb7f9d770e24dbecae8c1a0f722cefeb486bbe3
com.codacy	foundation-config_2.12	9.7.4_play_2.7		fbf62f67246c382b78a09ce015ed6c117d7013a2
com.composables.ui	menu-jvm	0.0.2		9dfaadf82739ebdbbe74fc9303027f33ab6e1194
com.composables.ui	menu-jvm	1.0.0		9dfaadf82739ebdbbe74fc9303027f33ab6e1194
com.composables.ui	menu-jvm	1.1.0		d714bd28e85ad663271d9d8914f29ece1e644940
com.composables.ui	menu-jvm	1.2.0		071cede1c87cc0edee0f15cf68cf255e7ad1e79b
com.composables.ui	menu-jvm	1.3.0		69225bee1a30bd064e2fb0cc54dc01972fcc3590
com.composables.ui	menu-jvm	1.4.0		0fb9199b191de4b9db0808e89fbaa79dad4d9de0
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0		92c63c0c5053385c8e65ccd9abbe5d5c0c5d2927
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M1		2c4ddde5db17aa796efb95808972239b1a18d67e
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M2		c05304f778decf19194babd842fc65e9e1317e38
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M3		ab178fe69aff469c127afd53890bc846cab875ae
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M4		f581ce640eb7b6a400602aa86943aa05169bdf28
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M5		30cfba871d3acbebbe645beed6b998e57daf795b
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M6		61311253e7e518503d9142b874d5499612d7942c
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.0-M7		10823451908170612fa5c80390e41d8fa29ffb95
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.1		b8cba90f355cf29b7c6d7655ffe927b52669ad08
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.10		0f855cb3f2c10aed3f3952352f5b56f9d8148726
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.11		5eb7b560f1b9107dc742934eae561fefbb9503ea
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.12		81de716f485fbd3a488b664245fe3ed8e9945f1d
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.13		f439e5ead8964d381447c0e3c8a6015a277fd029
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.14		ac0401539b0dba4a750d8e4a93db4342dbc791b0
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.15		cdd001e18a6e1676fc2ff611e9cbbf4a9c713016
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.2		96d4a716d9db141dba7f107625b3f3ec0f65ffbe
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.3		9d70e37c54f3bc9559fdf77e774df8b1d0b9e791
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.4		f3a35f006200c92f37339f6d24706e061067d310
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.5		166402b23d37b5776631aa8b65095408f0b4eed9
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.6		a0e2b7cb547ff9556e26a9d7ac47e42467f79c4f
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.7		326a58d3549c6b5ca06601bbbe01c9d8acda6ac0
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.8		e4424dd1004720b1d0fc0c2b05ded73ceb54d27b
com.disneystreaming	weaver-cats_sjs1_2.13	0.6.9		722a736434c3031a0e312fb27a8efc225995bae9
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0		cf47276826efd3aead8f5fb7ed3670e804f0cc84
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0-M2		32c2c03a82b80e8f0957998d7cfdc9870f518981
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0-M3		1fcc6a8bdf669058d880c4cd71ed50a9e7ef7c99
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0-M4		56c520abbe9729db5e19af32dea12b98e1a4ba19
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0-M5		953cc0c66fdc6de25186aab9dc385159165ed158
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0-M6		6ca2d951c7396dd73d3dc47bcfbc06c98a231615
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.0-M7		52a82d9999416182748b35f6a76ebb1253d2d66e
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.1		52fdc589e85d216f47c7bf459118b65ffa265ca0
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.10		2664512264a6912b3f13b057d08d8bcc8dea7c5f
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.11		296ca917a7b7acef86616057fe6c52eb43e63cac
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.12		733ffffc57142abb67a1ff409d08a192cc1a8b07
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.13		c31b26767ffc4cfc6d36a37f55a01da143aa3591
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.14		4dc8372a0457228d34cff5304e9b8b7fee5a6bb8
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.15		0f093711de16384d7dad1f30e89fce85a80bc358
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.2		27c7fec89a4ba396681bc4903f0de707f67adb7a
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.3		6aabf217e6a14b4ab4e8049d5f933db77ced8130
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.4		b1cfda52632240e934fce20f63c9e941bab6db95
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.5		c6984dce7317f2b6428b03cc7133f1fc00e0644f
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.6		be373e983fac0c2eccc926db607df152fc600b05
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.7		c1ff4b7f9a0f6360a3a31364da231fc693c04a63
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.8		984e503a9fddb4b061b483993fab46c0c8909cbe
com.disneystreaming	weaver-cats_sjs1_2.13	0.7.9		2db151538b1a0fc388968494e6f171546bd2f8ef
com.disneystreaming	weaver-cats_sjs1_2.13	0.8.0		6ed3dc6e43936c024941bf9c5c4b143bb780cffb
com.disneystreaming	weaver-cats_sjs1_2.13	0.8.1		4b828b181b120b1da76093185429e0154f4a8343
com.disneystreaming	weaver-cats_sjs1_2.13	0.8.2		d110f818898a95d53fe9629958417141ac6a00a9
com.disneystreaming	weaver-cats_sjs1_2.13	0.8.3		5e5f11fc03d1bee0f57c1bd0edc125197d7f45a6
com.disneystreaming	weaver-cats_sjs1_2.13	0.8.4		cb3633692c3371de98da6e7bcf195460dbd608a5
com.epam.drill.agent.runner.autotest	com.epam.drill.agent.runner.autotest.gradle.plugin	0.3.2		N/A
com.epam.drill.agent.runner.autotest	com.epam.drill.agent.runner.autotest.gradle.plugin	0.3.3		N/A
com.epam.drill.agent.runner.autotest	com.epam.drill.agent.runner.autotest.gradle.plugin	0.3.4		N/A
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.2.1		f51e2e66ae234d5cdf8279f99a5ab0bae3c8b016
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.2.2		f1af91dc0e426f3371c4c1d793fc5e53b4156470
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.2.3		97ae80d056eda0cd6e68076b186c8c95907f4234
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.2.4		e2b7992e842f37daf2dd2a9213319a4603f3cc01
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.1		6e61871499396246eb97fcafc88350657bc4b36b
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.10		992dab7827c0e193bf7db2d390dd2af46f490f8f
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.11		6d8ff51cba6904ca128db943c0a9ab134c4260ae
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.12		034aff6a34893c97eea78bcdc8ee4b61b10d7d52
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.13		c2516a6600709837386a8c721ca163340b274fcc
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.14		e10322f2a9c072b5d3e9462cf8f55324a7a01c73
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.15		1ff8051bd46946f7573a63122e865af4cea07f7a
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.16		65359b159393fdd953f06a757ed988a76e7f91d5
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.17		7d14825570c8c2b4127a13c3d34d26df02de7189
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.18		06fa068a5034e5533d9ef62df3cffea5d16f0dd8
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.19		1a1e12c3e4c0006c6758605cab2c991a5a5bc9ee
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.2		2630b26124b2a0c3d492d0151178c81aff7826c1
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.3		5c991b7b16a39e198b4aed162f65bd3a862e46c6
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.4		ce92c03372122bf3fc5089337ee0e0b4f8bad3f4
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.5		fe566c70f33e117da27c0c22bf7a8471b0accbff
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.6		92cc27130da43bfa42e6526a19b0314d85c9520e
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.7		980298c7ab217d2085d7df7859c31bacb32a98a3
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.8		3ec239b54523e846c195230c85babc571f52b4fe
com.eurodyn.qlack2.util	qlack2-util-validator-util	2.3.9		b94ba37f5bcd0833beef5ff1e42f9d42f489cf6f
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.0		5dd7a03a014b24643fb08a44fb38865134293d4e
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.1		5a5051b9aadb236826aa6ce23008a0bf05e73f24
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.2		cc211ee61bde81f09c3632ff8d33f902184b02f3
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.3		8b9d6f38b63abe231acfbd2be9aeb8c78dc7b3c3
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.4		c32e1b09a964a3ee828f80ccd0e6a29b0ea6a351
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.5		4e7995e7a2eb703c1977b883e1ec593f224ed6ae
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.10.6		d41b35f532e00bbc71852426041ba1f5c9fb48e6
com.expediagroup.streamplatform	stream-registry-graphql-client-reactor	0.11.0		5c9b9b51562cf496bd79a9da5726a2ce94c86e50
