activemq	xsdlib	20050407		bafe37188ccc6b64e8fd7be6ac362f9fa6a13315
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.573		d49286efc916f7bb80f4aae8941354f35f09bc86
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.575		c17e71055d714ad7480a3d7336174a18d572bf44
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.576		3b63d49a07f55f996b4581bdb2c69b6dcbbf1544
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.577		0ca68efe63a4c7ae08e75b0f494c9d2c75d33bbc
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.580		ef3af0d3a79d09d49107926ea51b41d0deeab9f7
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.581		ed231d035644a78cab1ce33ae0e111cf600d0269
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.582		9d7794aeeb640292f335cdaffb562c786f2e335a
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.583		a7323c331810e1ad1a6f08689fe732425ec19ce8
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.584		15111017d96b0cd990859cddf5360b7519809692
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.587		c06b54866f4a6fbe9b1fbd99b1fbe39e4fc06ef9
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.590		190b34828fbccba3049883ae793537b39ef6fb71
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.592		04d4c9a94c7f0d667ce73633478cca7d875deb12
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.594		cf3b2344c92a10ab7205fc59de855521cf7b482b
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.595		c62cc87a65b3c02425c0f3ada0d48b9a40cdabad
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.596		23573af83c5a11bf22c212db2eab8fb0bf21d29f
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.597		7cde767976d8605b293931020952d3cdeb95cac3
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.598		ec44f0243528822e853be43109b12a9df871442d
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.599		f96def2e4893c89d76f60a5ba5891002e42e3ea2
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.602		00ec1d19704a5241a1f54dea236b02a27465a950
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.604		99ad0deaad69b2412353ce0ef521c47317700a45
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.605		1f8e839e3be4b5813d089b5913aaa8223ff1439f
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.608		aa94320dfcee5f75697abfd189fd92e929eff220
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.609		ecc6e5a7649f1ac85ffe4792952353db4db91eda
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.611		9d672e4e3819d862eca6bb1b6f9c364e25ace651
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.613		21f4e7bee6ff403638d8b8d7a4fae6831de5a372
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.615		77cbca843ea335f36a9ea00cbe93a3463aa384a2
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.616		e20fca628e4d91022cf03342b5bf42a7a47826bd
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.617		a71b5e19bfb3670a502d155209f598cdb57d09c2
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.618		c55856bdbb51b8a2f7f900c3f9a047ca3337e2c8
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.623		0d4bf48a4a67fae4436c88296b4cbcd93bfabc60
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.625		e9ab33f454c975046c86c45be85444f09344a5b7
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.627		215f2dc4bdbe010069c58f0373763c5fa5f3704d
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.629		2c2974428fe13f547a03272e4e8281dee2556f92
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.631		dbe0ecebce7243a17e3422c33be1cba5ff88363c
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.632		48dc275311f8252c567f08e52fbfed952d3dbd12
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.633		9a0e8ab2bc25ef78bd0e4862cf29e321627dcf7e
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.634		5fb6f3a157c29c144bb3c12b08557874089ad05e
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.635		fee130fc7a24c2563b2dab8aa7612b4bafab06ae
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.636		9c7fc5f6d79e3a1533fec49f5fa89af38a9f8001
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.638		42e581b2288548d7c3e69c4fdfa6b086a54ea505
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.639		e2d02414ef85c91648b3a99da5454bc880736f87
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.641		fe2558a12520c4feea4ae5d32267a8d3d496105f
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.649		49e85eed2d1dc6638330da2e739a890f318f9959
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.650		8e7799b20f0f3346e435202d90c9b26f18f34da9
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.729		37c1ee287e7294a4d71693a653087d2573d0c3f9
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.730		da8c44d56f1787cfbd246eaba937fe5ad63d263a
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.731		6569c2186ae4b31428b43fb339be2147ec2071d1
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.735		0b67935ba72986d1c4f7ff8065f66e68805a1a27
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.736		2a60ae3d1ee64fee5602132e30d7da72a140767f
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.737		9e97095a1985612210a96eb97e25b303520a806c
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.739		f9b5c79b52e6bebec5d66cefb872db3f7533a988
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.741		03a870db28c77ab58d19a5ad8fa7600f04f180a7
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.742		cc4aac671f61d5b4610d7d865c4da5c353bd5446
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.743		1cc171aaec7f5d36b9ca0ca5a62950843bbea1b8
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.744		af883b3365de216305d165567f5287911d7f190d
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.745		19489016b6d0acebc8509f122fc1c20e8c8e681b
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.749		01845ba85ad90fb8353c0d68b7125a9525630ee1
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.751		c1f037f28a59649961472b2298602213f6df2540
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.753		677a7adcdf4cf823696e51daae904a39cb045e3f
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.755		95e6920209b4be526a06e02236ed4b65953ca4e6
io.github.j5ik2o	akka-persistence-dynamodb-state-base_3	1.16.756		bdd3be5684a43fff99f73ab305c81007dfa1227a
io.github.jocker-cn	java-impetus-web-common	1.0.5-Beta		af88f719d46b675a646c50f4661814d4fcecb1ba
io.github.jocker-cn	java-impetus-web-common	1.0.8-Beta		7b5a90c49a866694d1c8162e954a24019823a7d1
io.github.propensive	wisteria-core	0.1.0		02971e77e045762e578dae055961506593cb7699
io.github.propensive	wisteria-core	0.2.0		02971e77e045762e578dae055961506593cb7699
io.github.qsy7.java.modules.file.providers.local.providers	guice	0.1.0		8a33b9faa3a4d497f26569012f354ddba6bb083c
io.github.tangxiangan	compdfkit-java-sdk	0.0.18		cc13bbd66a531665693ef74b71cd31041101d546
io.github.tangxiangan	compdfkit-java-sdk	0.0.19		518bd02fdf1ec64fb6944ff560474b77189ec4c4
io.github.zeekrs	tencent-ai-sdk-aicamera	1.0		2ff3e119b350c0c3ed34551ac6f617443c94c92e
io.github.zeekrs	tencent-ai-sdk-aicamera	1.0.1		905446500f8a14717dcb199234d6236dca711d26
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.10		10f45440bdd741a5a6f5db68b8eacbfa26e2f743
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.11		63fdb9c8dc351241d3753a9a8edc7f591925c584
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.12		6a913998fc43391ac3e1e2ea613a59bf0a0cf926
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.13		96f786ca60661b36313fcd793cd9532ed1a5ccb5
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.14		356b08afae4176f7d2d14ba83aabf957b8a55325
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.15		e3862d71fde21a9239f15b6d0fd1631ee4cf8d9c
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.16		1aa994d469bf2635ff35c94ef50fc38099d8c446
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.17		bb83ab8dcc7b86020bbf21cafc7319e4416d4d3c
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.18		49e17511e806f6393dd94ab36e32f28b56010c2d
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.19		4abd8d69080d2e0ba4f87cea84817b25c12bb82a
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.2		4e756a39925512a557e9ecf9a2e4517d0393de0e
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.20		3a88f52ebbca73f2bc9e5d2ff8f252c974c3e3b9
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.21		fe9ee69bf650870901faea747948f81d8a425d89
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.22		d8abe3c6d39d4ca4aa71b04c7fff673c01e8568c
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.23		2d633b3ae9bab1005367c8b9e9994fe3eb7aca82
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.24		15467fbd1317e2821a24033c65ca0ce2a74496cc
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.25		bc5841708600487b75ff204b19aa7efd6470600f
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.29		2b005737e6d83a3aea5602ad8bc07bd097f1e3ee
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.3		9be23b898f76f04f620b93b174c6c8f13a0a14c0
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.30		a3427593d67f438db898be827fa123258b66623c
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.31		e8bd441230bfc8cbef556bbd633a9899b2191d4f
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.32		17f9b5f64a1a5151dbc173dfa647bd6cabeeea66
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.33		dbab148c9d50909ff66f1cf1dfae3326e42564a1
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.4		6f21308f09edcffd561f40e27c999e0d336a39a2
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.5		d305f83d2b9d0ff5ecccb34b7bfd0fecfae68f76
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.6		2d94b50359362d162ad1095c9d21fd4bb0798b85
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.7		0231ca67d32edb697af04b15c242e8d909ac7ad5
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.8		0e87cacc96d2db9c39de619f5226795cc32b4fd1
io.gitlab.mateuszjaje	gitlab4s-sttp-zio_2.13	2.7.9		99671ae31dff77ba46e1e44e1fa6990406a09220
io.knotx	knotx-extension-archetype	1.3.0		N/A
io.laserdisc	tamer_2.13	0.4.0		2af64e6277ec119e3f0df5f53764cc0743c6a006
io.laserdisc	tamer_2.13	0.4.1		ca4483ecffaba4328b8b048aa88bc3486a475853
io.openharmony.tpc.thirdlib	MultiType	1.0.0		N/A
io.openharmony.tpc.thirdlib	MultiType	1.0.1		N/A
io.openharmony.tpc.thirdlib	MultiType	1.0.2		N/A
io.openharmony.tpc.thirdlib	MultiType	1.0.3		N/A
io.openk9	io.openk9.plugins.web	0.0.1-SNAPSHOTS		3e35c3a8a3350606b1d60140fedb0c85e7def19d
io.openk9	io.openk9.plugins.web	0.0.1-alpha-1		4a2076c2e312e25fb7085da8c907209f42844137
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-1		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-10		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-11		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-12		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-13		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-14		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-15		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-16		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-17		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-18		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-19		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-2		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-3		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-4		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-5		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-6		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-7		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-8		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.0-ALPHA-9		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.1-ALPHA-1		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.1-ALPHA-2		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.1-ALPHA-3		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.1-ALPHA-4		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.1-ALPHA-5		N/A
it.tidalwave.steelblue	it-tidalwave-steelblue-modules	1.1-ALPHA-6		N/A
me.nikhilchaudhari	compose-usefetch	1.0.0-alpha1.2		N/A
me.nikhilchaudhari	compose-usefetch	1.0.0-alpha1.3		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.3.7-RC		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.3.7-RC	metadata	24d09433bd9d8b0081103de59723b320e6a44cbd
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.4.0		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.4.0	metadata	94d37f5fe713476cd6d8e1f33698b9b8aec6ff1e
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.4.1		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.4.1	metadata	15b98af82466d41bc54e588069ee1793df5d64c1
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.5.0		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.5.0	metadata	da6f627ea70a0cd38686de6994babb8c239b65f0
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.5.1		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.5.1	metadata	5ef1a970d33ee391277a10b440c1244c2411f6cb
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.6.0		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.6.0	metadata	2af8fcd629027f16d4e63e66922be7503b157504
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.6.1		N/A
me.tatarka.inject	kotlin-inject-runtime-iosarm32	0.6.1	metadata	92d2fe46a428d73a284d5d5c63d29c4639d06e81
net.cakesolutions	docker-compose-testkit_2.11	0.0.4		ef0f3f59d307d7f3133b0975eee024bb9419e88a
net.dungeon-hub	hypixel-wrapper	0.1.0		5b42d7de08575ac982c3d6c2962da208d68fa2ac
net.dungeon-hub	hypixel-wrapper	0.2.0		b1e2e1ff6e470f59c201229c58bb0ad01ead7329
net.dungeon-hub	hypixel-wrapper	0.2.1		4379d77f29eaccee7db3c644a450d51f9c5c222e
net.dungeon-hub	hypixel-wrapper	0.2.2		c076054db0f4fed306084c8c204a42319cd37bf5
net.dungeon-hub	hypixel-wrapper	0.2.3		6af6622591092711a70b90708250a97ab65e6ba3
net.dungeon-hub	hypixel-wrapper	0.3.0		d4467c5814b2f248d279725628c0e57a64c6f8b4
net.dungeon-hub	hypixel-wrapper	0.3.1		c1accc71ebca576b8125a9c36493da5033306671
net.dungeon-hub	hypixel-wrapper	0.3.2		ca2ff735102a0cdfe43cab1e3540b007e25baed1
net.dungeon-hub	hypixel-wrapper	0.3.3		b717ae5e87cda67419f595d390c5f92321dcf4f0
net.dungeon-hub	hypixel-wrapper	0.3.4		365aa3f82f5e5efa3d9151aba0d257f220a19f5f
net.dungeon-hub	hypixel-wrapper	0.3.5		c71bab1f34e59e763d059cd9b7df1957315ed7a4
net.dungeon-hub	hypixel-wrapper	0.3.6		4c5dad5ce65331b25fbba34353f51ed641d80129
net.dungeon-hub	hypixel-wrapper	0.4.0		d47d50db173e27f963ec54207fb3c81c4a12426a
net.dungeon-hub	hypixel-wrapper	0.4.1		f105d7b166f4d6494585de43731dc3f735940e6f
net.dungeon-hub	hypixel-wrapper	0.5.0		7bcfba5e2575a5088a187336d6d33672b9c1c6a6
net.dungeon-hub	hypixel-wrapper	0.5.1		2d454add4cc22a92cf8feae0946530fc85d6ca64
net.dungeon-hub	hypixel-wrapper	0.5.2		55a35a572b414707f2258f2bfa69f2d70eb6cb23
net.dungeon-hub	hypixel-wrapper	0.6.0		4f6a788e0b8132118b97c87e348db188d75799b6
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.4.0		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.4.1		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.4.2		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.5.0		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.5.1		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.5.2		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.5.3		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.6.0		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.6.1		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.6.2		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.6.3		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.7.0		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.7.1		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.7.2		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.7.3		N/A
net.enilink.komma	net.enilink.komma.edit.ui.feature	1.7.4		N/A
net.exoego	aws-sdk-scalajs-facade-acm_sjs1_2.13	0.29.0-v2.624.0		94c1d225e213e73a2d6e4618e33feb020b416ffd
net.exoego	aws-sdk-scalajs-facade-acm_sjs1_2.13	0.30.0-v2.715.0		c8f4e40b194714e1a8300bb340a1c4f475190c5e
net.exoego	aws-sdk-scalajs-facade-acm_sjs1_2.13	0.31.0-v2.731.0		34f5403d0bfed764065b272a9099524ec8e0864b
net.exoego	aws-sdk-scalajs-facade-acm_sjs1_2.13	0.32.0-v2.798.0		3beee443dbdad9613fe57b539e800467b874f386
net.exoego	aws-sdk-scalajs-facade-acm_sjs1_2.13	0.33.0-v2.892.0		dbbec970dce56d2a6143594c34ef3435d478a025
net.objectlab.kit	objectlab-utils-osgi	1.4.0		0c4ede3e1116d65d0ac515d5c398cf7271271146
net.objectlab.kit	objectlab-utils-osgi	1.4.1		fa0ce6f6a0e9804ef797e5422efc4d04111fe96d
net.sf.okapi.connectors	okapi-connector-apertium	0.35		ed22ca71af008f6b074e34c7c84b69bea8be76a0
net.sf.okapi.connectors	okapi-connector-apertium	0.36		817f0c0a9384703827e3ebc6704b7413b2be9141
net.sf.okapi.connectors	okapi-connector-apertium	0.37		c2bdda57c561b4de882b4663867eec9a28106f9e
net.sf.okapi.connectors	okapi-connector-apertium	0.38		721533905a44a4aa33d0d8685c0aed7902726ba8
net.sf.okapi.connectors	okapi-connector-apertium	1.39.0		1acd718bf53838248af4467eafcfbe92dd59355b
net.sf.okapi.connectors	okapi-connector-apertium	1.40.0		8859f37bf355efb349e7cf18f732f094687cf6d5
net.sf.okapi.connectors	okapi-connector-apertium	1.41.0		bbda3906a44251f57ed4e48104a791f97c4a35aa
net.sf.okapi.connectors	okapi-connector-apertium	1.42.0		4898fcee932f036da1620b4b931de492a85c61fc
net.sf.okapi.connectors	okapi-connector-apertium	1.43.0		80c0eefb7b53057bab39654c2784d5798cd26dd0
net.sf.okapi.connectors	okapi-connector-apertium	1.44.0		57f4523575eac3de734ae963725e2511e160ed29
net.sf.okapi.connectors	okapi-connector-apertium	1.45.0		4f9f3b3738ed711dce2989a69e0842762385f254
net.sf.okapi.connectors	okapi-connector-apertium	1.46.0		142e7ca067962ab403485674a073b07a44ec92a7
net.sf.okapi.connectors	okapi-connector-apertium	1.47.0		55a943afc334d397d7493555b951de91fef0d934
org.agmip.translators	translator-cropgrow-nau	1.0.0		81ba2c24aafc8494bd762c01de59748e5b4d5e60
org.apache.camel.springboot	camel-kotlin-api-starter	4.4.0		3fc7ac02f33ecc0d05c9e2a07ad03e39ae23f16d
org.apache.camel.springboot	camel-kotlin-api-starter	4.4.1		e77ffe8f38b8f6cf71fa0793d5c4d6f213223f67
org.apache.camel.springboot	camel-kotlin-api-starter	4.4.2		0454d55f239b63355b43f280204989be33e1fe7e
org.apache.camel.springboot	camel-kotlin-api-starter	4.4.3		4200955b3bb53e690edebdc5e64d1a40e84e2f23
org.apache.camel.springboot	camel-kotlin-api-starter	4.4.4		4e72a5fab9851f2119bc70c39f91c4750803e81d
org.apache.camel.springboot	camel-kotlin-api-starter	4.4.5		84e965e1650aff4019b721f851caa3355d0d3ed9
org.apache.camel.springboot	camel-kotlin-api-starter	4.5.0		2b1bbcd4c8693bce7fc66a8abf8d3d6ee115be3b
org.apache.camel.springboot	camel-kotlin-api-starter	4.6.0		f11758c863b5ffc681b60e679debfe810a4ad0b1
org.apache.camel.springboot	camel-kotlin-api-starter	4.7.0		1c93b4e3071370cc766f4d31c4d302baddb20408
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.0		5d95d5d9398059aa8315fa7fc655c52c50271f6d
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.1		64a4290ef974b2b608f4bca644ad5611b2d137d8
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.2		e13066efcba89cb42c7350099381148891d285f5
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.3		9ad0f5a36e1234acc7ee5760eedefba3b532d06e
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.4		5b72e44daa316475fd91b007261924dcaaebd890
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.5		348e7bd57cd6b57b4604afad29471441334ab143
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.6		9d93427e08dc159888e9c99a6461915776ddeb46
org.apache.camel.springboot	camel-kotlin-api-starter	4.8.7		ae603746145b4d197f6f6e3b04b7d4ed45a38fa3
org.apache.gobblin	gobblin-kafka-08	0.12.0		0b603b8561ec59f44c6ccee60754440138f902ec
org.apache.gobblin	gobblin-kafka-08	0.13.0		694470143c3ab69d72faebfa5e994480833b327d
org.apache.gobblin	gobblin-kafka-08	0.14.0		39f951cc7fddd021a00982b6563bbcb60ea0bf94
org.apache.gobblin	gobblin-kafka-08	0.15.0		fe1ea9edca3a75a433ccd901853982bc276d0722
org.apache.gobblin	gobblin-kafka-08	0.16.0		769557f71d4f6afbb9f7cc56b788e224a1495601
org.apache.gobblin	gobblin-kafka-08	0.17.0		632b3c1c507b8871b88c4ac77b8cdc831af2ffdb
org.apache.ranger	unixauthclient	0.6.0		7bc47e82d2f0dfce18a490221f5d7b10c4189070
org.apache.ranger	unixauthclient	0.6.1		4ec70097def100291d6baeb81b1d0ac486cb663c
org.apache.ranger	unixauthclient	0.6.2		9a21588e5841a4802f1e0885b35d6f0e81036832
org.apache.ranger	unixauthclient	0.6.3		f146cf83032030f32125582282bd7200614cacd5
org.apache.ranger	unixauthclient	0.7.0		dbe64e6dbad4153dfa2ba3fc5c8096ac2d361b9b
org.apache.ranger	unixauthclient	0.7.1		4ba9a6f8dc487fff6619b0b9359f67c05bde7601
org.apache.ranger	unixauthclient	1.0.0		ec44aaf25209fb4ba96b111111c21794f004fa60
org.apache.ranger	unixauthclient	1.1.0		08e08b5790bfe01ff8bffc3f98480d8774aca0e8
org.apache.ranger	unixauthclient	1.2.0		f508f8a99552767cee8e0efc6178b943703c1a8d
org.apache.ranger	unixauthclient	2.0.0		3723b02b91de809b574a69bebc16d879a1e2cd63
org.apache.ranger	unixauthclient	2.1.0		5cf3978608e99380e674bb69922b4385b687b189
org.apache.ranger	unixauthclient	2.2.0		19af998248764c806cd4d7386c5dde09daead349
org.apache.ranger	unixauthclient	2.3.0		4b734badc7c0a831b605eb5d445d28e1f1e7fa35
org.apache.ranger	unixauthclient	2.4.0		f4919dab3c1c1f71ce449c36e8a078178dd03d54
org.apache.ranger	unixauthclient	2.5.0		dcdc226958c8f5df768d11f8478b3d3aa52d67b9
org.apache.ranger	unixauthclient	2.6.0		a12a50f920d921715b9c078ab47b53ec7afcf2f8
org.apache.skywalking	hutool-plugins	8.12.0		N/A
org.apache.skywalking	hutool-plugins	8.13.0		N/A
org.apache.skywalking	hutool-plugins	8.14.0		N/A
org.apache.skywalking	hutool-plugins	8.15.0		N/A
org.apache.skywalking	hutool-plugins	8.16.0		N/A
org.apache.skywalking	hutool-plugins	9.0.0		N/A
org.apache.skywalking	hutool-plugins	9.1.0		N/A
org.apache.skywalking	hutool-plugins	9.2.0		N/A
org.apache.skywalking	hutool-plugins	9.3.0		N/A
org.apache.skywalking	hutool-plugins	9.4.0		N/A
org.apache.skywalking	library-buffer	6.0.0-GA		e65db77b62cf0e2c6b1abcab05f594778a72948f
org.apache.skywalking	library-buffer	6.0.0-alpha		6a68def7de66ab1d52e2706152c06519248c4a81
org.apache.skywalking	library-buffer	6.0.0-beta		03a7bd820c3028d8d56230ac24f55d8114fb8b4b
