ai.swim	swim-kernel	3.10.0		ebefad0d919f08e3462fa626dc88be0aebbd1738
org.finos.legend.engine	legend-engine-xt-text-protocol	3.22.4		3d1458a107a15b0a2e8ec0870b8817b7be59bef5
org.finos.legend.engine	legend-engine-xt-text-protocol	3.23.1		d417cc296dadb2a84a18bacbcd171481f379befb
org.finos.legend.engine	legend-engine-xt-text-protocol	3.23.2		283a26603bc53fe3e5d2016e28db39ef257ec3b2
org.finos.legend.engine	legend-engine-xt-text-protocol	3.24.0		2f30166d2fe8952169ce99f62aa36cc20899408e
org.finos.legend.engine	legend-engine-xt-text-protocol	3.25.0		2be9b62bfc534046ee484d96a8d8f5ba93bd3d9c
org.finos.legend.engine	legend-engine-xt-text-protocol	3.26.0		1a25633a884788a8533d4508a27d41a5b64f105c
org.finos.legend.engine	legend-engine-xt-text-protocol	3.27.0		87a6765afbbda4454370923ffe7df7f996fd9da1
org.finos.legend.engine	legend-engine-xt-text-protocol	3.28.0		3e6c7741fab568ac2ec7696b1d7bb8c9d7f5fe9d
org.finos.legend.engine	legend-engine-xt-text-protocol	3.29.0		bda18b09097ee2927d8aacb6da0e9a7bfebc0e64
org.finos.legend.engine	legend-engine-xt-text-protocol	3.29.1		efbbb573145e1d0140a9cb69f7377c35dade8765
org.finos.legend.engine	legend-engine-xt-text-protocol	3.30.1		eac7d95509c2b060e081a191b026e344fab5544c
org.finos.legend.engine	legend-engine-xt-text-protocol	3.31.0		21934642fad18fb713246a9e80553c9db12de32c
org.finos.legend.engine	legend-engine-xt-text-protocol	3.32.0		ce5df362cb0ccb97637bfe4d38623941be87b42a
org.finos.legend.engine	legend-engine-xt-text-protocol	3.33.0		b1b2d456b46a3cac14d6f319ec4031fff49fe424
org.finos.legend.engine	legend-engine-xt-text-protocol	3.34.0		e16628c471ccdfe7de8a60f5f142d1df9cb128c8
org.finos.legend.engine	legend-engine-xt-text-protocol	3.34.1		70017b50b250e77a36a78cdc10f898e6563a0f83
org.finos.legend.engine	legend-engine-xt-text-protocol	3.34.3		6047e2c36a0ac5556d11ce3c719e8a345a5bd088
org.finos.legend.engine	legend-engine-xt-text-protocol	3.34.4		2ac365ceb91cf6f217e42e1beabac8207c4e69df
org.finos.legend.engine	legend-engine-xt-text-protocol	3.35.0		59fc7eeb06ae899d68b06feb33f3d7e60149a2df
org.finos.legend.engine	legend-engine-xt-text-protocol	3.35.1		072f8132eba6a36a9bd4d1fcce4d05f610913ac6
org.finos.legend.engine	legend-engine-xt-text-protocol	3.7.0		1afbcf94f5265665f58f1c5f8044370aec47cb5d
org.finos.legend.engine	legend-engine-xt-text-protocol	3.8.0		b6ad26023d432f029947d759e0fd09577f9b7a37
org.finos.legend.engine	legend-engine-xt-text-protocol	3.8.1		a9d1facf88b2ab4ae9ff768a68ec020d3502e664
org.finos.legend.engine	legend-engine-xt-text-protocol	3.9.2		59c344ccdb0eb55be146c0668c4990d065202363
org.finos.legend.engine	legend-engine-xt-text-protocol	3.9.3		471c0f2e047aef3d870a84245f1b9cdd262485e7
org.finos.legend.engine	legend-engine-xt-text-protocol	4.0.0		0bed587b13aaa38c9ff41a725c0098a4dfd50379
org.finos.legend.engine	legend-engine-xt-text-protocol	4.1.0		ab8faf44e4a47fb1b7578950098a92f941794594
org.finos.legend.engine	legend-engine-xt-text-protocol	4.10.0		6d817572dfe8ec571ac01a9826f8206d9328b749
org.finos.legend.engine	legend-engine-xt-text-protocol	4.11.0		7373c7447efafaabba7e349129fafd78d6ac507b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.11.1		0016b29fd8930b2dc2fad66b60cb6c7f1f4299fa
org.finos.legend.engine	legend-engine-xt-text-protocol	4.12.1		c55b6e5fba76a769f5e10f0bb2d80dca1b7a4280
org.finos.legend.engine	legend-engine-xt-text-protocol	4.13.1		1276bd571e9310af1878d4d3a06b0dd358ea141e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.13.2		9550ca00bcaf2b6587ba949d3246c243f5533c64
org.finos.legend.engine	legend-engine-xt-text-protocol	4.13.3		80e068c26c4d49e0865f3c412a277436277337a5
org.finos.legend.engine	legend-engine-xt-text-protocol	4.14.1		0f2f21b74c1510dddb06e56fe25bbc7bf0507bfa
org.finos.legend.engine	legend-engine-xt-text-protocol	4.15.4		efd31352f89d4c36620147d1a9e69e8e160cafeb
org.finos.legend.engine	legend-engine-xt-text-protocol	4.15.6		691eaa43fece159344b093b7fcf98e9508447eab
org.finos.legend.engine	legend-engine-xt-text-protocol	4.15.7		cdca04c661f908102e4cc9a7cd198ac30f3d16d7
org.finos.legend.engine	legend-engine-xt-text-protocol	4.15.8		3ff5fa592a22cd0238eadf7b721f2860ec0ba0e2
org.finos.legend.engine	legend-engine-xt-text-protocol	4.15.9		78ea2f5327d1e2769776c80c2912b3c39987a85c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.16.0		3c025a9eb2abfd92e597f4f7644027a4eb6d723d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.16.1		86983defa80c4b176ed80ba0a6248933615b142a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.17.0		8fb4e135bff38c22989dda765c076263f9c1bf71
org.finos.legend.engine	legend-engine-xt-text-protocol	4.18.2		b0fbac7dab2532e5213c62aa59c29f9ceeb7a4a6
org.finos.legend.engine	legend-engine-xt-text-protocol	4.18.3		f60c3e3708e05bbb80f7cf27f4934c2054e3b033
org.finos.legend.engine	legend-engine-xt-text-protocol	4.18.4		14f996721e987404ec5b51198b3e47450432f586
org.finos.legend.engine	legend-engine-xt-text-protocol	4.18.5		edf726786c1d2f2acc69c98635830e0739c4892d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.19.0		de3ca195ae13eb5f9436ed431bd2aa9ddb6708e8
org.finos.legend.engine	legend-engine-xt-text-protocol	4.2.0		34b6aa3480ab1d4279d1acbd4c78d667f18a82ee
org.finos.legend.engine	legend-engine-xt-text-protocol	4.20.3		94df15613b97df4e9ef08dfa40fb1302ef86c796
org.finos.legend.engine	legend-engine-xt-text-protocol	4.21.0		e9ea784e0196d8bdc1ad9442fc44b32668ae5244
org.finos.legend.engine	legend-engine-xt-text-protocol	4.21.1		1a93aa2f15a5b5b28ccd7113154a127d92993417
org.finos.legend.engine	legend-engine-xt-text-protocol	4.22.0		062abb90a244634abda97717fe5d5ab2ef6344b4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.22.1		8e84ec2001ad08393aaa1522690f65fc36b571a0
org.finos.legend.engine	legend-engine-xt-text-protocol	4.23.0		b1ec5307d94fff1db68a936c77511f404f1ccfd6
org.finos.legend.engine	legend-engine-xt-text-protocol	4.24.0		141cceda184d75933a8688e3cc09ada7d25f3596
org.finos.legend.engine	legend-engine-xt-text-protocol	4.25.0		a4649f91fa998d91c79929e0bb408847dfbdfd5d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.25.1		54f7a0f0d34a1933a49c3d4f966be2d3f254fa30
org.finos.legend.engine	legend-engine-xt-text-protocol	4.25.2		39c2e11a1bd4ac4cfe4c2db352758069a71a2706
org.finos.legend.engine	legend-engine-xt-text-protocol	4.26.0		8469e08d1386d36238db87b27b5c0e3d8e88bbfa
org.finos.legend.engine	legend-engine-xt-text-protocol	4.26.3		33e48d4555e1fa991f276f31645f683b66f4b14f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.26.4		c5bc8a248d01c468b17f83fdac43c4c02e686feb
org.finos.legend.engine	legend-engine-xt-text-protocol	4.26.5		61375e48aa719c46501172acb2c06600290f8207
org.finos.legend.engine	legend-engine-xt-text-protocol	4.26.6		e1dee8c135cf73ff6adcb68721439b646e7b121b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.27.0		9fa82442495c2632122e9fe30eefb4870f0654f8
org.finos.legend.engine	legend-engine-xt-text-protocol	4.27.1		784f882b55e267fdc985ff9476714f1fb6d15a8b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.28.0		baa320a26433d5d0cbef9ab4fc7f361dd4e09482
org.finos.legend.engine	legend-engine-xt-text-protocol	4.28.1		bde32d70d2d88ecab7588f39d9f1061b898d25f4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.28.2		94e52d64b2e0786e6a1d5503572b44bf97153e7c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.29.0		aa7b4d792d79500e260f3ae32f3db2606812cb74
org.finos.legend.engine	legend-engine-xt-text-protocol	4.29.1		397a807e9469a0987600f0fe6cacb8a5708aa5ce
org.finos.legend.engine	legend-engine-xt-text-protocol	4.3.1		a408264ae382eb813eee216c2d059986afc90737
org.finos.legend.engine	legend-engine-xt-text-protocol	4.3.2		4dce013c6cec4cec6b13489a0de5a1a0fe583ca7
org.finos.legend.engine	legend-engine-xt-text-protocol	4.30.0		9a264ce7a848386c1dc7cda3fa67219f112553ee
org.finos.legend.engine	legend-engine-xt-text-protocol	4.30.1		6a5768791b7382b1df29cc6d3f49d67c6585b326
org.finos.legend.engine	legend-engine-xt-text-protocol	4.30.2		97d60e2d91a9bf279aca48ad5737310cf216e195
org.finos.legend.engine	legend-engine-xt-text-protocol	4.30.3		76b3b9c00fcf2a64c1eaee58ba3142e08313cf45
org.finos.legend.engine	legend-engine-xt-text-protocol	4.31.1		bdd29c9de2c28ee742a2bba43376c3fef3a737a7
org.finos.legend.engine	legend-engine-xt-text-protocol	4.31.2		9134e62af16dffa4628609c5b937caaf9ad1eead
org.finos.legend.engine	legend-engine-xt-text-protocol	4.31.3		c06f5d9756d4da19897c7428dd16c72badcee203
org.finos.legend.engine	legend-engine-xt-text-protocol	4.32.0		666665d9cb2ee5ad5dca61ca58c88e2d33ced46e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.32.1		d6d3e5875ead3554c35fdcd4dbf311b5336da640
org.finos.legend.engine	legend-engine-xt-text-protocol	4.32.2		6f2e841a8a3a948c3488da1f33eebd217814602e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.33.0		418086769f32b9768ddd9e08bb6eec6c8c36cc62
org.finos.legend.engine	legend-engine-xt-text-protocol	4.33.3		481a45d587707baefb592d3ec816a5cc13ed00f5
org.finos.legend.engine	legend-engine-xt-text-protocol	4.33.5		0af62a74be38b5a141c9aae752d73732a72d7ac9
org.finos.legend.engine	legend-engine-xt-text-protocol	4.33.6		725f1fccea051cbcb65ffc8d5e0c29772f59b4ce
org.finos.legend.engine	legend-engine-xt-text-protocol	4.34.0		53fc0111828adeda49ae2e3da59e7540c6d9670e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.35.0		395beffbd938a1dae988854013218639f63ef2dd
org.finos.legend.engine	legend-engine-xt-text-protocol	4.35.1		1cd2c98f97f3d10109d636bda1f080e44ea386d9
org.finos.legend.engine	legend-engine-xt-text-protocol	4.35.2		47cf2df921f3381307fb4e1d42640e0936d9ed4b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.35.3		fd1f77ede0bd62da6ff1c89aeb339e6da2f033aa
org.finos.legend.engine	legend-engine-xt-text-protocol	4.35.4		48d81b4283af081aca2f397a3824016637a5a32f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.35.5		74636a8bfd0c39ba94030e534659f1c4d24a0fb2
org.finos.legend.engine	legend-engine-xt-text-protocol	4.36.0		033911b9091fd795960e43c2fd93632b93d71f83
org.finos.legend.engine	legend-engine-xt-text-protocol	4.37.0		067ff3ac565b0ea27d82ce8ec4ac7a229677bf04
org.finos.legend.engine	legend-engine-xt-text-protocol	4.37.1		56bc947f35e609f053d282563a8e5095d6454150
org.finos.legend.engine	legend-engine-xt-text-protocol	4.37.2		ef7d446b1ea8be5ef97e638e3186988233071564
org.finos.legend.engine	legend-engine-xt-text-protocol	4.37.7		52619f848e1fa0f6b138a2ec0d7575ac716a6289
org.finos.legend.engine	legend-engine-xt-text-protocol	4.37.8		47f3911b524f43393bce6065d579b9819f0b9d5d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.38.0		dabaec4a8450eec616f6d2c6c6cf14da6c2a0450
org.finos.legend.engine	legend-engine-xt-text-protocol	4.38.1		241f8e636b0ee52cfe08de1f5e594305c40fbc02
org.finos.legend.engine	legend-engine-xt-text-protocol	4.38.2		bf0e754138a04de889300632561f298cf466a4aa
org.finos.legend.engine	legend-engine-xt-text-protocol	4.38.3		afd76b21ef25cf1707493a649d3b58040911ee4c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.38.4		44faa1b954325da80ee0631bfb6f059681e87837
org.finos.legend.engine	legend-engine-xt-text-protocol	4.39.0		a625ea90df23201c1960ce8f0bea19a16da30df0
org.finos.legend.engine	legend-engine-xt-text-protocol	4.39.1		c6f24bac58daf135bd5a5b8fc92f17082740ec76
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.0		3dfae5ebd73cc1d115b4fe46bba35e0a82269a8d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.1		0c846517eeefc8351912c24be17cb9ef159acf0a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.2		a6fd3a4e1715ae33c569bd207becab36213f2d4c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.4		d02cedb450941edd29b2f2363e7d73c24310248a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.5		133bc853ae381def567fa3956e07e6352a173346
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.6		d6ea3a92e8f0e42df94d326949751611561d2c5c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.7		042643908089c17b724ef3cb4314fc52ff508610
org.finos.legend.engine	legend-engine-xt-text-protocol	4.4.8		6cc6ad95ff209d81e0b5170c3c7adb90b34ab519
org.finos.legend.engine	legend-engine-xt-text-protocol	4.40.0		7b37f7391e6a37daf2bc7520316a532eff5d802e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.40.3		6893ca8db2fbfc0b41dceb316ec2488e8b641890
org.finos.legend.engine	legend-engine-xt-text-protocol	4.41.0		df1826be473c8f30c45b44d4e991363134b0e70d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.0		8c65fc2d412400e6fef0f75ad857f4e51ebf4b5a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.1		5e8ada6387d6fb0cdff565945fbdf51e4b339a04
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.2		f1e5ece934b77cba5cb4671c5d10947f61f31216
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.3		9a52003a68829d5a1011b61ddd3bec7390fb20e8
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.4		da217f0c26253867252ff093a6a8eb4541097ef3
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.5		d944bc47e7a79b26834c6f001e820220192e3173
org.finos.legend.engine	legend-engine-xt-text-protocol	4.42.6		3f97434ce19a67e1be2778a169295eaabf3033f0
org.finos.legend.engine	legend-engine-xt-text-protocol	4.43.0		949c278c5a7cd3dee2fcfd44ba1e183d48c88d65
org.finos.legend.engine	legend-engine-xt-text-protocol	4.43.1		97cc3ac9cff9916facfdfa516b8969478341b188
org.finos.legend.engine	legend-engine-xt-text-protocol	4.43.2		f5e21680163e6e02ba1bf95a8b451563657a49a2
org.finos.legend.engine	legend-engine-xt-text-protocol	4.43.3		a72d442632af63ae23b404a6ac76e157a67bb421
org.finos.legend.engine	legend-engine-xt-text-protocol	4.43.4		6dcfcdd0bb34a1cb0a4bd388f4112f0c83ef58bb
org.finos.legend.engine	legend-engine-xt-text-protocol	4.44.0		f12da4c4ead92f94b2ffb65b03d9118ed2887e8d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.44.1		5abcbe79152952105b70417312fb29326c86c42f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.44.2		a1fb56dc50626d3edd47334130ac824c04a5eecc
org.finos.legend.engine	legend-engine-xt-text-protocol	4.44.3		933061a8c498749af11d6ad92320ad910be67d2f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.45.0		0f3c763338b84e4ed7a2e3b004199fade21ce979
org.finos.legend.engine	legend-engine-xt-text-protocol	4.45.1		c3b0788cf8be91db9ae8c60e3fc22d234ff18c46
org.finos.legend.engine	legend-engine-xt-text-protocol	4.45.2		98ac1801a5a41228d92df09488a0544d173dda9c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.46.0		b9a2730dc7d304333d4f868bf9efefea721add61
org.finos.legend.engine	legend-engine-xt-text-protocol	4.46.1		81787962431aaf10ea641573cdfa4a97825ff9d4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.46.2		4356a570e07a79d381f9070ce51606470bc24c83
org.finos.legend.engine	legend-engine-xt-text-protocol	4.47.0		d78d0f49575eae60661fba7efaec93c118b04302
org.finos.legend.engine	legend-engine-xt-text-protocol	4.47.1		71fcc1b2871a21fb2989cb7e1151661b04c7c88f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.47.2		fdfe35b586a4ac06f505c32ff8c79116b17ead30
org.finos.legend.engine	legend-engine-xt-text-protocol	4.47.3		8458f072da369b9c026baac8a7912a733777de87
org.finos.legend.engine	legend-engine-xt-text-protocol	4.48.0		e91534fe319538722977de0b7bca5195a0897948
org.finos.legend.engine	legend-engine-xt-text-protocol	4.48.1		db426def63d61cf59304ef2392a0a25f3387e4e4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.48.2		beb5164c8f47aa7d9493362376e07d5ed54f23c8
org.finos.legend.engine	legend-engine-xt-text-protocol	4.49.0		0465aa9a21e80e724b9cf25826f4c721db935bf0
org.finos.legend.engine	legend-engine-xt-text-protocol	4.49.1		74596c9681a3ead5d2fdf60927c61eefb5413a75
org.finos.legend.engine	legend-engine-xt-text-protocol	4.5.0		7314b64024e3e522825177225994e1a098342650
org.finos.legend.engine	legend-engine-xt-text-protocol	4.50.0		568427539fe8dd275399650446f78b9b1fd75950
org.finos.legend.engine	legend-engine-xt-text-protocol	4.50.1		415141a819f2f8e1f9ba5c3e9d5b3cc284cdcc3a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.51.1		9900ae1c6599b9dadfd2ae157531bb940b32c567
org.finos.legend.engine	legend-engine-xt-text-protocol	4.52.0		e45c39d663d665e1f989b13578f675349c916b04
org.finos.legend.engine	legend-engine-xt-text-protocol	4.52.1		ec24d5f0ab3aeec5e48945797e8adb5657c5c968
org.finos.legend.engine	legend-engine-xt-text-protocol	4.53.0		a7b06992c39db5cf30b953d5d0e8a018b6424733
org.finos.legend.engine	legend-engine-xt-text-protocol	4.53.3		b9add936e6f0805ec92fd4978f227173e2f0caf9
org.finos.legend.engine	legend-engine-xt-text-protocol	4.53.5		67d30e8cd57eafc68afbccee84b4d9e9c39da873
org.finos.legend.engine	legend-engine-xt-text-protocol	4.53.8		34d728e6a62e7ae7cb75ba9e108591fbee5b7026
org.finos.legend.engine	legend-engine-xt-text-protocol	4.54.0		23075bd2f191621b51e88384b134810b3443f72b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.54.1		881c47fb446e2ae9fc4b86c688fab1c031ecfc4f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.55.0		56c30aba425f610e0ce9140b5d7a3bad4d165623
org.finos.legend.engine	legend-engine-xt-text-protocol	4.55.1		1203e395c1fdbdc0a6167a486ff64e0a5690d39d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.55.2		ae7759cbaa4e00ebf1e845a5d39cd160283587f6
org.finos.legend.engine	legend-engine-xt-text-protocol	4.55.3		7b685208ef1d1aa3ea6f0bd90712143c9a302ff6
org.finos.legend.engine	legend-engine-xt-text-protocol	4.55.4		9a53f69ddbd3e3399beb54c7e7638517ab136e91
org.finos.legend.engine	legend-engine-xt-text-protocol	4.56.0		5a17dd3f14b8424073aeda7994446a440360f056
org.finos.legend.engine	legend-engine-xt-text-protocol	4.57.0		4acf3b8ca72cf3ea58b1ac6642b699a1a1e87922
org.finos.legend.engine	legend-engine-xt-text-protocol	4.57.1		b14f7d6964a1d5c4bac6bb568ce89d640cbccdaa
org.finos.legend.engine	legend-engine-xt-text-protocol	4.58.0		d564b2f37b6eb025a25757bd4cc7b3c4bdcc0228
org.finos.legend.engine	legend-engine-xt-text-protocol	4.58.1		f2de9ab0976b9774b8040022d82d9e2247611d42
org.finos.legend.engine	legend-engine-xt-text-protocol	4.59.0		9d2563b8ba6a5b6e710e29b02cd4ff147e60158c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.6.0		81f35e245ce0741eabdb88e5489ef18c29ddeab0
org.finos.legend.engine	legend-engine-xt-text-protocol	4.6.1		fe14699f932593f2fae38a3515e8b8c5922ed5ad
org.finos.legend.engine	legend-engine-xt-text-protocol	4.6.2		409019fd4287779eb6418ffbeb25d15403986f0e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.60.0		454a6bc008a1c906f4d564700a440fd3af88c59e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.61.0		fe7690c820692ab403881a7e7a35328a89675105
org.finos.legend.engine	legend-engine-xt-text-protocol	4.62.0		329807e8ec3d72e8416b4eb6f90a6d422fc122a6
org.finos.legend.engine	legend-engine-xt-text-protocol	4.62.1		8ab3e497ad13c8e64d78b2deea7a173e97d6febe
org.finos.legend.engine	legend-engine-xt-text-protocol	4.63.0		9a6ffc00ebe7bb62e66e640e4c736252bb6b2caf
org.finos.legend.engine	legend-engine-xt-text-protocol	4.63.1		dca61eb9b97763ebcf48e55a00f902f1be4ab3e3
org.finos.legend.engine	legend-engine-xt-text-protocol	4.63.2		534a24a7fc41ce1071a42dc8cbf54c1144df018d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.64.0		b05abe0516e41597a02bfea38a5b6f12ab85d887
org.finos.legend.engine	legend-engine-xt-text-protocol	4.64.1		7581041f61a1d67d294f8c35d29e17814992d9c4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.65.0		e605693000c118401c1085fd81fcb0902c0cabe4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.65.2		0cd2913316012fb1469d2a3348e749358f468f87
org.finos.legend.engine	legend-engine-xt-text-protocol	4.65.3		1515e625ebd52a786d22ea00e6571f8cc61afa5d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.66.0		5345b0e00a8e3137a54d0a8c754623fd199e5755
org.finos.legend.engine	legend-engine-xt-text-protocol	4.66.1		61859971d491a8e576d8d105a734f2f0b84edf35
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.0		3be85e1c3992e10a66214d8981a79360bb9fba2d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.1		1bc1386cb59e88564c0deb483c7c7745d9144a2d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.10		010756fb5abc8056420f3f7642245487e551af8d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.11		70d2d59b0b28a8ff46bcdf606feb94b935a6c178
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.12		2c1f1d41839a4b01dd20706e69759a0e796d87ae
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.2		c0d88fd794b4f196d23a703854d0299c80ff6ca6
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.3		83613b0e112e54d314257836c0930e94147ea36a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.4		5be83f94b790eea65bb690d8b46f45b1e7b4ee4b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.5		c8f172aed92ab493191a2ae61fe81f66abb5ad31
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.7		54cd4a2e0f4b211f931cdf48da084894049ce7c4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.8		07f5e5115c6810455adbedd0913762e7f4c502f9
org.finos.legend.engine	legend-engine-xt-text-protocol	4.67.9		6888bce207dc4b3547720764a16bdab34811e3a4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.68.0		523a8d1a909e6c939460c5173a14f0885cf9952b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.69.0		fcc97409277bc86a4f5fe43ac49e1ceb038b3713
org.finos.legend.engine	legend-engine-xt-text-protocol	4.69.1		9cd69d210ddd5649dba404d6291360efdde6c080
org.finos.legend.engine	legend-engine-xt-text-protocol	4.69.2		4c2746c5c309761521432ba52197e5ff0d5acc94
org.finos.legend.engine	legend-engine-xt-text-protocol	4.69.3		3647f6e496c5073d0196163a05fa4460601efb7b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.69.4		1358f21acb984b40ff8d9ca942abd698e0321c74
org.finos.legend.engine	legend-engine-xt-text-protocol	4.7.0		5e11433500eddccce834a40db2e60c3f174ed114
org.finos.legend.engine	legend-engine-xt-text-protocol	4.7.1		1dccd3ea2674a262285fdddc79c7edc497213477
org.finos.legend.engine	legend-engine-xt-text-protocol	4.70.0		34f9a74be70ed81ef95ad0eb08fa1583720a64ba
org.finos.legend.engine	legend-engine-xt-text-protocol	4.70.1		a30cb0fe797e8686154e6a29c6c839f667b420da
org.finos.legend.engine	legend-engine-xt-text-protocol	4.71.1		2818ca01a81d720671d0ebb91f5c0143321a055b
org.finos.legend.engine	legend-engine-xt-text-protocol	4.72.0		477b46f14d081c0fb892a9a6b1637cad2632fec4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.73.0		bc8174a5cbbec614b0d255f370ed4a0d16c5a868
org.finos.legend.engine	legend-engine-xt-text-protocol	4.73.1		42289514b6bb0d92f824c67925b641a010ef9610
org.finos.legend.engine	legend-engine-xt-text-protocol	4.74.0		da2ea79420f0e1b5b7a22453df4b215993230b5c
org.finos.legend.engine	legend-engine-xt-text-protocol	4.75.0		d25f76178f347cc53047abda6a0249025772e6b8
org.finos.legend.engine	legend-engine-xt-text-protocol	4.75.1		de01acd7d59646612da150e7641368b16dbbb50a
org.finos.legend.engine	legend-engine-xt-text-protocol	4.75.3		6be64b8b3211315c177d0b74bb5a748f619b7ae3
org.finos.legend.engine	legend-engine-xt-text-protocol	4.76.0		4c83b397146d6a4a664e367fdededf2a3cbe466f
org.finos.legend.engine	legend-engine-xt-text-protocol	4.77.0		947c1d53f8fb3321be41eaac56063d01e83a2db3
org.finos.legend.engine	legend-engine-xt-text-protocol	4.77.1		29fc883b73e058b369a9b9f5d465f565d9371588
org.finos.legend.engine	legend-engine-xt-text-protocol	4.78.0		b1578d28302464a1da870364b610c38e66d14797
org.finos.legend.engine	legend-engine-xt-text-protocol	4.78.1		b35470e6fdce0e1b3304c0bd84b253534bf8ce84
org.finos.legend.engine	legend-engine-xt-text-protocol	4.78.2		cb2dd71f79fddb74d742559afce7a015c5885f14
org.finos.legend.engine	legend-engine-xt-text-protocol	4.78.3		153d04890fb06c39e39d165749071fe4c9cae3de
org.finos.legend.engine	legend-engine-xt-text-protocol	4.78.6		160b4bea017f490257c175e7ce4020ac9c909ac4
org.finos.legend.engine	legend-engine-xt-text-protocol	4.79.0		d79c677304b4abc6f49d50190f69dc8e800bd9e3
org.finos.legend.engine	legend-engine-xt-text-protocol	4.8.0		6503333cf98c21c975939810e532beac7781a092
org.finos.legend.engine	legend-engine-xt-text-protocol	4.80.0		b573ebba20f588f7f9d99783b15fcbfbed15d6f3
org.finos.legend.engine	legend-engine-xt-text-protocol	4.81.0		d9ea23548613e196b138d24e609c56f7aa41030d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.82.0		56e59c323580d2891a0367d413185fdb22b8a543
org.finos.legend.engine	legend-engine-xt-text-protocol	4.82.1		fe2ebbee13ada58c8528de70ac534f86ebfda21e
org.finos.legend.engine	legend-engine-xt-text-protocol	4.83.0		71255b4347575c4ebf1bbfb827816ede547e9844
org.finos.legend.engine	legend-engine-xt-text-protocol	4.83.1		e17080da771e6b63193db3b368f0eb7383af960d
org.finos.legend.engine	legend-engine-xt-text-protocol	4.83.2		2434e567cf03c55cf9551f23780402479ffdd77d
