au.com.dius	core	4.0.0-beta.0		22375fc9c9508bebc0be7119ce3996b3c8a859af
org.apache.commons	commons-jcs-core	2.2.1		3ffac1956b0d88fff8adefdf1e68d69cfe296191
org.apache.ignite	ignite-system-disaster-recovery-api	3.0.0		190cb1f81b64592ac301dba076585a998afb5e47
org.apache.servicemix.bundles	org.apache.servicemix.bundles.commons-validator	1.3.1_1		e101c813b4976ee175da5f6ea21923e87043dd0c
org.apache.servicemix.bundles	org.apache.servicemix.bundles.commons-validator	1.3.1_2		8a5f8d967100d68fa1b7a88584fce1c95b9e8d81
org.apache.shardingsphere	shardingsphere-scaling-bootstrap	5.0.0-alpha		f6b64c7761169c0394d52d3feec88cbe7f5b5dcd
org.apache.shardingsphere	shardingsphere-scaling-bootstrap	5.0.0-beta		28ba14a0d9e565df90fe5222415b645a6954f58c
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	4.0.0		7c134fc9881f23b50e30855942ac1251ed33b8e2
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	4.0.1		88fabe46a6f87b75283c87e4f66046795e472284
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	4.1.0		eb011cec285898fc75921061a72e56ca87dbc9c7
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	4.1.1		e42e830c8e3ae6c8672dd4ad753372568901e23d
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.0.0		37f1e61ff62d1522b1f7e8eb817b6f17c9148138
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.0.0-alpha		752ca3090a4975485b8f32fae0bbec64e70eabf5
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.0.0-beta		f79bcfeee3ef21536b1f67ad333e700d28d824e2
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.1.0		2429ee225c958ad268d3b3c486d638be4571b71b
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.1.1		937e671496e67fedd88fb256317b9f1ee5153ab5
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.1.2		57886b3674637ea0a7810550fb578080826f8981
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.2.0		ae0675ecdceac24e11e057ce2cecf5b9c7364a91
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.2.1		93b939970b36adb2f81a48955dae4ba695c97fca
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.3.0		6354af470df56e6d048b12a6c476f359d3a33e9a
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.3.1		9a6efe55116a7e09f7f451c193beaeee43e7cbbf
org.apache.shardingsphere	shardingsphere-sql-parser-sqlserver	5.3.2		bfa5fa0dc009e96b9ffcc754e76f9b1a10e61236
org.codelibs.robot	s2-robot-db-h2	0.8.0		72657d7b226fdb7507a661f410fb4e16efb77274
org.codelibs.robot	s2-robot-db-h2	0.8.1		008c485ecdf285880597e5b41911e496e47f98b8
org.codelibs.robot	s2-robot-db-h2	0.8.2		c098614974b61296f6af436122c46248e9810d4b
org.danbrough.ktor	ktor-network-tls-jvm	2.1.1		5c7ddb8f4ef791bdc3a2594916e5b466a1fa13f4
org.danbrough.ktor	ktor-network-tls-jvm	2.1.1a		d09dcae18b2bf440de413d305b4bd10366b1aeb9
org.danbrough.ktor	ktor-network-tls-jvm	2.2.3		9cd7614d67dad5c6972810e442ca4a98968fdbf0
org.danbrough.ktor	ktor-network-tls-jvm	2.2.4		df517a5d20568a8f9e35602d65ae2308cff30842
org.dromara.sms4j	sms4j-comm	2.0.0		f4cd1fd0a6751ee6ef187701ae5ba7f9ffdfd140
org.dromara.sms4j	sms4j-comm	2.0.1		3d1613bfd289af976d748b96889927cedaa8224f
org.dromara.sms4j	sms4j-comm	2.0.2		6af7913b9d7372bdd7f1aee7837e48da70a98437
org.dromara.sms4j	sms4j-comm	2.0.3		db2bee3a7732ab96960966110c83e50da4548b63
org.dromara.sms4j	sms4j-comm	2.1.0		cd5ab8c6c98b719409f2bde44a23bc24c45f0fca
org.dromara.sms4j	sms4j-comm	2.1.1		76c8ede542983146869d68153c67e281594287a5
org.dromara.sms4j	sms4j-comm	2.2.0		b9912913dd4ca71ce7f06493f045b3c8eae58001
org.dromara.sms4j	sms4j-comm	3.0.0		5c0e565d8126c3ebe9437caae9641c91c6a4cb6e
org.dromara.sms4j	sms4j-comm	3.0.1		1bece87aa2cd5bd94928a9e38b4ef23ab04a4824
org.dromara.sms4j	sms4j-comm	3.0.2		f51eabf82de8296918aede85d89a144037a6444d
org.dromara.sms4j	sms4j-comm	3.0.3		0898f2a170cf5be466421f90b6ea5512f2333fe6
org.dromara.sms4j	sms4j-comm	3.0.4		b1f020bf5fd9fda08fb5112770fcd4fb703626f1
org.dromara.sms4j	sms4j-comm	3.1.0		0a797b7093d7e490be48b65fa90b8a6dadb4a3a5
org.dromara.sms4j	sms4j-comm	3.1.1		a8fc3874afcbd2e78fa2b3271a1a906e81bde5a2
org.dromara.sms4j	sms4j-comm	3.2.0		60e44178367b744a2a9b737cbfae6d896b356eab
org.dromara.sms4j	sms4j-comm	3.2.1		377c4a8412fec4e5417c3c745185dc93d810d584
org.dromara.sms4j	sms4j-comm	3.3.0		bf8c65f635fbd3f44cc3fedcb78fc958f0936d63
org.dromara.sms4j	sms4j-comm	3.3.1		d36bc0d2f27bc06eef1a4002939f784b94a8aeba
org.dromara.sms4j	sms4j-comm	3.3.2		e6998807d68c08989dff04a243e951bed85fb08a
org.dromara.sms4j	sms4j-comm	3.3.3		01df1cf82448262fd54a3fec810a7343b5761c7e
org.dromara.sms4j	sms4j-comm	3.3.4		0ef306fca9cb60e808345bc4cf86f36c23c812f4
org.hamcrest	hamcrest-api	1.0		2a389f2493f3e1ea4461b6f2ebfe825b1043c246
org.jboss.pnc	dto	2.0.0		5dcf1d75ebaaed8b0c3b09648cd8c7a0b0057332
org.jboss.pnc	dto	2.0.0	patch-builders	83110837cbceaeba91645a1bc3ddec5d710f6ea5
org.jboss.pnc	dto	2.0.1		f4657878204d77ab73fd0b38936e578ac2863780
org.jboss.pnc	dto	2.0.1	patch-builders	788e8a8dd904a7eab58566512642da5c252f20f1
org.jboss.pnc	dto	2.0.2		2541b5aba52f9b1abe3c710f1a12306ccf260089
org.jboss.pnc	dto	2.0.2	patch-builders	b1b45e4b30d123bed23bf01ee7afe17c74bb50c2
org.jboss.pnc	dto	2.0.3		0bfadebbd88d72287d4f1f7ceae8ae46b8a7666f
org.jboss.pnc	dto	2.0.3	patch-builders	cff5d283777ac2a9e606c48f8957f9c8b8ede349
org.jboss.pnc	dto	2.1.0		1f3f2b8169bc5f482977228d3336eafbe9dcd148
org.jboss.pnc	dto	2.1.0	patch-builders	ea6515fd703c1577b270a5c4bd81d93c7a525e1c
org.jboss.pnc	dto	2.1.1		fe4f59dc1cac884b5b8b51ba81d6956bae607267
org.jboss.pnc	dto	2.1.1	patch-builders	4a016a28f183a5fed0dd7de99891ccef992ce37a
org.jboss.pnc	dto	2.1.2		38bbbf89248c485887d62f201031073b9f70af86
org.jboss.pnc	dto	2.1.2	patch-builders	001a5605e79794e7c49cd13fbef931535416d594
org.jboss.pnc	dto	2.2.1		13a991bfcdcd030dd386c1ed3caf29ca078f155c
org.jboss.pnc	dto	2.2.1	patch-builders	bfb9b37a4111a646687dbaea6f36217b7f400323
org.jboss.pnc	dto	2.2.2		93ed8ffac2d80f813491911d11e5cece83d48f83
org.jboss.pnc	dto	2.2.2	patch-builders	e1c494c50615c3ddd2a9f5000f748e91d6856cfe
org.jboss.pnc	dto	2.2.3		962fce2300f17687c4d113edff902b05cabef2e3
org.jboss.pnc	dto	2.2.3	patch-builders	9f6ec8394aa425fd75fb3ec45d20ad53bef35a0d
org.jboss.pnc	dto	2.2.4		6d9ee4b3bc1404c50c61bd7d7fb4a1c2cb7f2e4e
org.jboss.pnc	dto	2.2.4	patch-builders	ca7d5e7b0995fcba25d8ebd6f8b2c68bbbe77f1b
org.jboss.pnc	dto	2.3.0		e08715889ccc3ff549140f396ad6a2a89887f7a6
org.jboss.pnc	dto	2.3.0	patch-builders	610885f12b844c720d2fc9821231668aadf8f7ab
org.jboss.pnc	dto	2.3.1		333a0ad29ab714caaa99e5e65baf732a707f1e13
org.jboss.pnc	dto	2.3.1	patch-builders	d35f0d1efd19a73e2fea225229f9c6622e374307
org.jboss.pnc	dto	2.3.2		7de5e4f2133ec066150050982f1d080586005f52
org.jboss.pnc	dto	2.3.2	patch-builders	9a58e92302445067b2870ce3858a26a5688e37a5
org.jboss.pnc	dto	2.4.1		0692d6e652619d8eca2b9b590f7492481d351df9
org.jboss.pnc	dto	2.4.1	patch-builders	5a363d12c92dcffd04d31d8509154963a88e61bb
org.jboss.pnc	dto	2.4.2		fcbbcd5b8ff115e3fbadf4f4b06d25b924e182dd
org.jboss.pnc	dto	2.4.2	patch-builders	9c550389a447f5008d3d126a3ad6c9f3a8bcb8d5
org.jboss.pnc	dto	2.4.3		df3a4057e00194ee483b2bfddbaad0aeeeeee10d
org.jboss.pnc	dto	2.4.3	patch-builders	7dcdca16979a8da20b9f0eb9c253dc43ca153419
org.jboss.pnc	dto	2.5.0		f14c5f82402b7dadf9ba3690fa150bef53367165
org.jboss.pnc	dto	2.5.0	patch-builders	54867d97b0ac506e3abdc90db336dfdf675b4e8c
org.jboss.pnc	dto	2.5.1		10aa942c2f9f099ab989a2ba75e944590f49c25c
org.jboss.pnc	dto	2.5.1	patch-builders	d14acfe685f920eefe8ff0d83066fec11cf4cbd2
org.jboss.pnc	dto	2.6.10		a73024e2b49fd90f57ce75a77f1d849a86b17f13
org.jboss.pnc	dto	2.6.10	patch-builders	86fa6f959357a453c432522fb6a79afc3c20aa44
org.jboss.pnc	dto	2.7.3		389b8e51761cb85b67f9c0bbe33098f31af7ec0e
org.jboss.pnc	dto	2.7.3	patch-builders	15f9ec4ad305e501364d26279ef22bfa3a3671a0
org.jboss.pnc	dto	2.7.4		2823832acd68cff10a1cb4bb9a9f861952819ed9
org.jboss.pnc	dto	2.7.4	jakarta	7fa68f5bfdd9adefad8cc98258c24a13c4995a49
org.jboss.pnc	dto	2.7.4	patch-builders	85f63dd72ea91e0495d61c8d5be0ac6376ee00d7
org.jboss.pnc	dto	2.7.4	patch-builders-jakarta	f1f49f2f06ef3bb49f568f82f8209f7da2fb825d
org.jboss.pnc	dto	2.7.5		63e1308737e3ebf7f2255d430464b8911ba3bf82
org.jboss.pnc	dto	2.7.5	jakarta	8f7f3a7ebf47d9c920cc54b9ae95ec647f737e1f
org.jboss.pnc	dto	2.7.5	patch-builders	eda1e2dadf833e354c54c49c9ffc683df71b2599
org.jboss.pnc	dto	2.7.5	patch-builders-jakarta	8cb6b0667d7c11df26d46bfa8e2860caa889435e
org.jboss.pnc	dto	2.7.6		0d09be7c31ef1679a04482fa7e41358d617d59ba
org.jboss.pnc	dto	2.7.6	jakarta	b2a9050b408716893eee3428fd80e3a1bdb9268a
org.jboss.pnc	dto	2.7.6	patch-builders	0f1ff6e434878fe90fa25d02293e2f1bad8c11d7
org.jboss.pnc	dto	2.7.6	patch-builders-jakarta	b4e43da77942cc803774c88ea6ab3565ce50cf9f
org.jboss.pnc	dto	3.0.0		116a8980e9f527bbddbf43b3b3d04b517fe20721
org.jboss.pnc	dto	3.0.0	jakarta	d4d862d9eb3c7e902e5b46286f82b98ebd2947d7
org.jboss.pnc	dto	3.0.0	patch-builders	ed283acc084214cdb8117f468402b2bd8071d7d2
org.jboss.pnc	dto	3.0.0	patch-builders-jakarta	1cd21c66960fe9c86a41a532b014db0831442bee
org.jboss.pnc	dto	3.0.1		18fb43cdc2baeff909960e67881422113ffe9f07
org.jboss.pnc	dto	3.0.1	jakarta	a2d1c3eb7e2748e9967cd7b96ffbc0f797e01863
org.jboss.pnc	dto	3.0.1	patch-builders	335c1e80f35f4ea38e5a76e9f2b80d8dc40bc8e3
org.jboss.pnc	dto	3.0.1	patch-builders-jakarta	d3828135da7a4f9609acf2e6cf24eb649bf9650a
org.jboss.pnc	dto	3.0.2		501666725ca08fe2823e4cd6d563d9f6cdd36300
org.jboss.pnc	dto	3.0.2	jakarta	7c279eb961aa6fd034e3b3a8e14a92628ae1a8c2
org.jboss.pnc	dto	3.0.2	patch-builders	378c00e0f6d16fff2cde5703da5013a336535cdf
org.jboss.pnc	dto	3.0.2	patch-builders-jakarta	731c4ae4a5eb6d97569681f9f7b014d9be0de509
org.jboss.pnc	dto	3.0.3		b5304b1b8920de3facebdc62fe515401aa053a62
org.jboss.pnc	dto	3.0.3	jakarta	56bae01c1a17b0e647d62bcdc802e7b69cc649a9
org.jboss.pnc	dto	3.0.3	patch-builders	5db9a1a96293e16c7131d1086d493cb4d4c3a7be
org.jboss.pnc	dto	3.0.3	patch-builders-jakarta	76813a72ae1e6fb5f629abd22e3cd0ca0203cea4
org.jboss.pnc	dto	3.0.4		9d581f254f0c92e5fddd5363f647b3166cb5f8d2
org.jboss.pnc	dto	3.0.4	jakarta	7a5984bc9f0070810d931f4524d40bdab1c8f5d6
org.jboss.pnc	dto	3.0.4	patch-builders	9070c2531d2a4fb556cd6723b9b21f7a069ce8b7
org.jboss.pnc	dto	3.0.4	patch-builders-jakarta	555432ae12d69de601814fb124d9c35374c6af8f
org.jboss.pnc	dto	3.1.4		095c3848cec61b2a69fb8b10ca5090e06dc5cce0
org.jboss.pnc	dto	3.1.4	jakarta	3d3a5d2ece87b46da94cd721df1115434cabe35c
org.jboss.pnc	dto	3.1.4	patch-builders	5a28b9dff686327659a1c418108fa90f31495a38
org.jboss.pnc	dto	3.1.4	patch-builders-jakarta	bf169d0a30bf0810f5263cdd4a03715bb334a15b
org.jboss.pnc	dto	3.1.5		e334acceff096db533ad880bfce8929e9147d839
org.jboss.pnc	dto	3.1.5	jakarta	adb770e4d189e191b616ec7af01a674390a063b4
org.jboss.pnc	dto	3.1.5	patch-builders	6084f59c4775af5019314ff2f662dfa1bc60183a
org.jboss.pnc	dto	3.1.5	patch-builders-jakarta	1dd0c02f6e1120094323e922c9e9a3aa15151733
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Beta3		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Beta4		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Beta5		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Beta6		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Beta7		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Beta8		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.CR1		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.CR2		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.CR3		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.0.0.Final		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.1.0.Beta1		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.1.0.Beta2		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.1.0.Beta3		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.1.0.Final		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.2.0.Final		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.3.0.Final		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.4.1.Final		N/A
org.kie.workbench.stunner	kie-wb-common-stunner-basicset	7.5.0.Final		N/A
org.memgraph	bolt-java-driver-parent	0.4.7		N/A
org.noear	solonjt.event.message	1.0.3.1		3512080a74e50cc398096dc980ccce1e8ab04f60
org.noear	solonjt.event.message	1.0.3.2		5725236a8d4a25585b1f4579b464d623d371c716
org.noear	solonjt.event.message	1.0.3.4		b1ce74969912da55c8e712e1b416c8e9c80244d1
org.noear	solonjt.event.message	1.0.3.5		693bcded072a354c8ffb82f1b757027e930bcfe5
org.noear	solonjt.event.message	1.0.3.8		9252af651d1800f95e618176f5505727d768dcbf
org.noear	solonjt.event.message	1.0.3.9		284050c0821091a2facbc23072ba62c7a2227e2f
org.noear	solonjt.event.message	1.0.4.3		fde2a865c13f8513b7051b7a270fc47b2e2857eb
org.noear	solonjt.event.message	1.0.4.4		30f73240df9f2c38c4e6a62ac4c1159acb8fa4a8
org.noear	solonjt.event.message	1.0.4.5		4cce357261cb36c43ed05417a5f8f72efe1138f3
org.noear	solonjt.event.message	1.0.4.6		27706ef4f7daedbd2fbbbeeddaf7d1333ea0561a
org.noear	solonjt.event.message	1.0.4.7		7e2bd4c05af98ba6eb0a63d7fe9e93fd60126b24
org.noear	solonjt.event.message	1.0.5		35fddecc875476f640b204affff0a0bc08d9c285
org.noear	solonjt.event.message	1.0.6		6678d30646588710260fc502dd57becf490d9917
org.onosproject	onos-protocols-p4runtime-oar	1.14.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.0-rc3		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.0-rc4		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.0-rc5		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.0-rc6		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.14.1		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.15.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.15.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	1.15.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.0.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.0.0-b1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.0.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.0.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.1.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.1.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.1.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.1.0-rc3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.1.0-rc6		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.1.0-rc7		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.0-b1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.1-b2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.1-b3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.1-b4		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.1-b5		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.2-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.2-rc6		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.3-b1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.3-b2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.3-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.4		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.4-b3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.5		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.5-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.6		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.6-b1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.6-b2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.6-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.7		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.7-b2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.7-b3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.7-b4		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.8		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.8-b2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.2.8-b3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.3.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.3.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.3.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.3.0-rc3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.4.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.4.0-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.4.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.0-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.1-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.2-b1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.2-b2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.4		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.5		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.5-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.6		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.7-rc1		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.7-rc2		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.7-rc3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.5.9		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.6.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.6.0-rc3		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.6.0-rc4		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.6.0-rc5		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.7.0		N/A
org.onosproject	onos-protocols-p4runtime-oar	2.7.0-rc1		N/A
org.opendaylight.yangtools	binding-codegen	14.0.0		b97c9dee58e5feae701868929706f636cadb41bd
org.opendaylight.yangtools	binding-codegen	14.0.1		a50a7fd6ba499a6d94e2637ede6a277269ab5ab5
org.opendaylight.yangtools	binding-codegen	14.0.10		734998f68d40294cb83c5a135473d469ed1d814d
org.opendaylight.yangtools	binding-codegen	14.0.11		f35d67b70f5c7d16fbf64522b97cebe0d325f5d0
org.opendaylight.yangtools	binding-codegen	14.0.12		6938720bfa106e803364cb920e7882ff8be15ad4
org.opendaylight.yangtools	binding-codegen	14.0.13		b73d14c96e4eb16896247faddbf13282f792af94
org.opendaylight.yangtools	binding-codegen	14.0.2		6f74249fe05abb8cf83d16b74c4abd54a5099257
org.opendaylight.yangtools	binding-codegen	14.0.3		3f8bcb7e541125db3392fe71118d716930a0f2e8
org.opendaylight.yangtools	binding-codegen	14.0.4		5f3bc95d56494e78d173f1279b098127e9fd297d
org.opendaylight.yangtools	binding-codegen	14.0.5		d96e53bd5e7843e681e2ff16916027ae0566dcdf
org.opendaylight.yangtools	binding-codegen	14.0.6		910e18cafa2d949ea3fb16d888a4a8215a33defa
org.opendaylight.yangtools	binding-codegen	14.0.7		10b3d3b4e07dda525b2ba8ce2b73b461045805f1
org.opendaylight.yangtools	binding-codegen	14.0.8		b16c246d2b743451273f5b21b1efb4a38c454351
org.opendaylight.yangtools	binding-codegen	14.0.9		45bf8dcfc3616e8266654af6e7f867cb22df9c9d
org.openengsb.framework.edb	org.openengsb.framework.edb.jpa	3.0.0.M1		d9cd8628ad18172c7b84ccc5c7bf2add14654f2c
org.openengsb.framework.edb	org.openengsb.framework.edb.jpa	3.0.0.M2		0c84eea791cd2123ebb1023055b033ef9fdea227
org.openidentityplatform.openidm	openidm-system	6.0.0		de16c732d358e1f282b0c05de9ed129cd5793121
org.openidentityplatform.openidm	openidm-system	6.0.1		a20911bb377453499bd6e7e7b110526b7c295197
org.openidentityplatform.openidm	openidm-system	6.0.2		864723ef7420e522f1e7cd879cb46ea896093343
org.openidentityplatform.openidm	openidm-system	6.1.0		bed82786a30b123f6ed4a87280460b5b05ed4d9e
org.openidentityplatform.openidm	openidm-system	6.1.1		5912158f77a35da9ec911911c323b89a66805c5c
org.openidentityplatform.openidm	openidm-system	6.1.2		998c6bdf54a6eac1c01121402f7dc9693e409ffe
org.openidentityplatform.openidm	openidm-system	6.2.0		e550b54139721749f1421a5c815ff14ee8899658
org.openidentityplatform.openidm	openidm-system	6.2.1		347d18c3647d72eba98af2ba6e7a9616221ac210
org.openidentityplatform.openidm	openidm-system	6.2.2		df2704c8e522976b81b8b28bee37c8f672e4c1f4
org.openidentityplatform.openidm	openidm-system	6.2.3		d86ecda2477c23c3533523834457ef4ca6d54e8c
org.openidentityplatform.openidm	openidm-system	6.2.4		73187f91be18ef444c8bdda69d5ea9a74fae546e
org.openidentityplatform.openidm	openidm-system	6.2.5		2d989c7eb3059b42cf16cb14a9846f83faaebd09
org.opensearch	opensearch-remote-metadata-sdk-ddb-client	2.19.0.0		1ee50647049f0d40a7a7bf4b511d5610f23fbd56
org.opensearch	opensearch-remote-metadata-sdk-ddb-client	2.19.1.0		23629ec8d22ded78f01b01d459b36f6e206870ba
org.opensearch	opensearch-remote-metadata-sdk-ddb-client	2.19.2.0		17a9ab4258b607157e0263b6ad89738b7d7bc92e
org.opensearch	opensearch-remote-metadata-sdk-ddb-client	3.0.0.0-alpha1		8341dd486a4f41f655243e648e7c31385c25cc45
org.opensearch	opensearch-remote-metadata-sdk-ddb-client	3.0.0.0-beta1		45c2f67c77a61eba89519370ccc4f922aa6147ec
org.ow2.petals	petals-esb-distrib	4.0		N/A
org.projectnessie.nessie	nessie-bom	0.100.0		N/A
org.projectnessie.nessie	nessie-bom	0.100.1		N/A
org.projectnessie.nessie	nessie-bom	0.100.2		N/A
org.projectnessie.nessie	nessie-bom	0.100.3		N/A
org.projectnessie.nessie	nessie-bom	0.101.0		N/A
org.projectnessie.nessie	nessie-bom	0.101.1		N/A
org.projectnessie.nessie	nessie-bom	0.101.2		N/A
org.projectnessie.nessie	nessie-bom	0.101.3		N/A
org.projectnessie.nessie	nessie-bom	0.102.0		N/A
org.projectnessie.nessie	nessie-bom	0.102.1		N/A
org.projectnessie.nessie	nessie-bom	0.102.2		N/A
org.projectnessie.nessie	nessie-bom	0.102.3		N/A
org.projectnessie.nessie	nessie-bom	0.102.4		N/A
org.projectnessie.nessie	nessie-bom	0.102.5		N/A
org.projectnessie.nessie	nessie-bom	0.103.0		N/A
org.projectnessie.nessie	nessie-bom	0.103.1		N/A
org.projectnessie.nessie	nessie-bom	0.103.2		N/A
org.projectnessie.nessie	nessie-bom	0.103.3		N/A
org.projectnessie.nessie	nessie-bom	0.103.4		N/A
org.projectnessie.nessie	nessie-bom	0.103.5		N/A
org.projectnessie.nessie	nessie-bom	0.103.6		N/A
org.projectnessie.nessie	nessie-bom	0.51.1		N/A
org.projectnessie.nessie	nessie-bom	0.52.0		N/A
org.projectnessie.nessie	nessie-bom	0.52.1		N/A
org.projectnessie.nessie	nessie-bom	0.52.3		N/A
