cc.xbyter.cloud	xbyter-dependencies	0.0.1		N/A
it.netgrid	jwcrc	1.1.5		eb676af96bcf822aaf88758b1088423adfdd3bfb
it.netgrid	jwcrc	1.1.6		ca647907ea249f278cd81c18ef971c4accfbffce
it.netgrid	jwcrc	1.1.7		da65a4d94678a765a1bbf6a2ab2a6e0d8f7e1231
it.netgrid	jwcrc	1.1.8		cdca616941a726b45b4dfd9204854380b303e645
it.netgrid	jwcrc	1.2.0		1ec65f7fbe008175321ebcb177b132a277906950
it.netgrid	jwcrc	1.2.1		416341f81d71b5a846c29261ad8c7a9d202101d3
it.netgrid	jwcrc	1.2.2		fdec60d8c56baa577429bbae60867d469235920a
it.netgrid	jwcrc	1.2.4		5e4be3b63491a9771c11df84aba4ef3ec0b4ae2b
it.netgrid	jwcrc	1.2.5		c55ec5e0994f226001ccf99307617363ee9a3083
it.unibo.pulvreakt	mqtt-protocol-jvm	0.10.0		79da33160a1e6db3831ee79c28d61ee812804a2d
it.unibo.pulvreakt	mqtt-protocol-jvm	0.8.0		8695871a0455bfa7ca8e46a73c222a06a8222d13
it.unibo.pulvreakt	mqtt-protocol-jvm	0.8.1		8695871a0455bfa7ca8e46a73c222a06a8222d13
it.unibo.pulvreakt	mqtt-protocol-jvm	0.8.2		8695871a0455bfa7ca8e46a73c222a06a8222d13
it.unibo.pulvreakt	mqtt-protocol-jvm	0.8.3		8695871a0455bfa7ca8e46a73c222a06a8222d13
it.unibo.pulvreakt	mqtt-protocol-jvm	0.8.4		8695871a0455bfa7ca8e46a73c222a06a8222d13
it.unibo.pulvreakt	mqtt-protocol-jvm	0.9.0		a9ee90de0d5c4f1d27d201bbdd246e203bc017e0
it.unibo.pulvreakt	mqtt-protocol-jvm	0.9.1		a9ee90de0d5c4f1d27d201bbdd246e203bc017e0
it.unibo.pulvreakt	mqtt-protocol-jvm	0.9.2		0c920387a03e969af63162ba66cb920f100c49c1
net.sulea.cristian	jatoo	2.2		N/A
net.sulea.cristian	jatoo	2.3		N/A
net.sulea.cristian	jatoo	3.0		N/A
net.sulea.cristian	jatoo	4.0.1		N/A
org.apache.camel.springboot	camel-thymeleaf-starter	4.1.0		61a2fe1107085b9f06489ce363926eaa59754e00
org.apache.camel.springboot	camel-thymeleaf-starter	4.10.0		8c27fa301f95e90e4a759f4cd306b20109282231
org.apache.camel.springboot	camel-thymeleaf-starter	4.10.1		8c744b94649c3c3027933e958eaf65e52b779bf2
org.apache.camel.springboot	camel-thymeleaf-starter	4.10.2		296467df7624a92ff03c2280f26f9aa7b0472c18
org.apache.camel.springboot	camel-thymeleaf-starter	4.10.3		28ea9a33694de6f81b450632d1c6cd1741b8c5e7
org.apache.camel.springboot	camel-thymeleaf-starter	4.10.4		95b159bc030a056267e955476c20481a3bde920b
org.apache.camel.springboot	camel-thymeleaf-starter	4.11.0		04965f8a9493e0073ddb8499e85a93614e45b788
org.apache.camel.springboot	camel-thymeleaf-starter	4.2.0		e9250a9b760c9ac75eb884e1f77e2bc81c08ca82
org.apache.camel.springboot	camel-thymeleaf-starter	4.3.0		602fb63d9c5221e5fafce658032d610ec32c717d
org.apache.camel.springboot	camel-thymeleaf-starter	4.4.0		917eeaaf43c7c5c126388727844c36247cf126f7
org.apache.camel.springboot	camel-thymeleaf-starter	4.4.1		f24f7ec8c520e155eac44a410fedd5f1662dadd8
org.apache.camel.springboot	camel-thymeleaf-starter	4.4.2		693cdd198fe5c61b518c52791151a9218af0c05a
org.apache.camel.springboot	camel-thymeleaf-starter	4.4.3		c2ecef6a212d9d9f645e3f19fb19a392088dbe42
org.apache.camel.springboot	camel-thymeleaf-starter	4.4.4		19bf3c63e1f239f6b43e8502d97f253f05dcbcca
org.apache.camel.springboot	camel-thymeleaf-starter	4.4.5		757b61a46895a78d0c08328a267ec44becd20185
org.apache.camel.springboot	camel-thymeleaf-starter	4.5.0		314a0b64a43347ccc5e71f9dfa22830144bc2e82
org.apache.camel.springboot	camel-thymeleaf-starter	4.6.0		99841e9545fa557c1d796c02ec399f443356c4df
org.apache.camel.springboot	camel-thymeleaf-starter	4.7.0		3ee3d0c48ac9a5f09c2cddb06185970a48ab6f23
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.0		0bf38fa430209a48b7dc2ecaedefa2e8f2f0f2e1
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.1		2cc8a401d4361f587df32101321b83f6ece365b0
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.2		b059cd427b73ebd78ba0d4f8d8a85f230b292e95
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.3		d42cb5f9a4b2e961dc5afeec7c99e89b658d795b
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.4		7e5de4f03766294438908ee7af7b054c2ba51b96
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.5		0b7d63a98ed91a99c735328c65a1fb183c0eb653
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.6		b95b9fe1126d90f4a64191a17da809e95a6f509d
org.apache.camel.springboot	camel-thymeleaf-starter	4.8.7		fe5792347fe909d9b40a933381562a02458a3e13
org.apache.camel.springboot	camel-thymeleaf-starter	4.9.0		2dac99b7141e81990055d53f6ffd3e949ce61d5e
org.apache.directory	build	1.0		N/A
org.apache.directory	build	1.0.1		N/A
org.apache.directory	build	1.0.2		N/A
org.apache.directory	build	1.0.3		N/A
org.apache.directory	build	1.0.4		N/A
org.apache.directory	build	1.0.5		N/A
org.apache.directory	build	1.0.6		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.10.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.11.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.11.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.11.2		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.11.3		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.11.4		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.12.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.12.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.13.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.13.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.13.2		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.14.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.15.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.15.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.15.2		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.15.3		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.16.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.16.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.16.2		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.16.3		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.17.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.18.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.19.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.19.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.20.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.21.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.22.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.23.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.23.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.23.2		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.24.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.25.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.26.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.27.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.28.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.28.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.4.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.5.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.6.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.7.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.7.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.8.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.9.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.9.1		N/A
org.apache.nifi	nifi-confluent-platform-nar	1.9.2		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.0.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.0.0-M1		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.0.0-M2		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.0.0-M3		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.0.0-M4		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.1.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.2.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.3.0		N/A
org.apache.nifi	nifi-confluent-platform-nar	2.4.0		N/A
org.apache.tsfile	tsfile-parent	1.0.0		N/A
org.apache.tsfile	tsfile-parent	1.1.0		N/A
org.apache.tsfile	tsfile-parent	1.1.1		N/A
org.apache.tsfile	tsfile-parent	2.0.0		N/A
org.apache.tsfile	tsfile-parent	2.0.1		N/A
org.apache.tsfile	tsfile-parent	2.0.2		N/A
org.code-house.jackson	itests	2.6.5		4ed6b0d430230643ac85d6ad2266545fdb22cd6e
org.code-house.jackson	itests	2.6.7		f654b5ed15ce17d98c0e3d0482d2b9e7661b89fe
org.code-house.jackson	itests	2.7.0		f50a8e559f2314102f376c4d98666d138d300a56
org.code-house.jackson	itests	2.7.1		212b285886f205d45ea991879870e5f440db7d33
org.code-house.jackson	itests	2.7.2		19d16d3933aa9770cc4ba895a47ca8ae91a64808
org.code-house.jackson	itests	2.7.3		b265092e739e4cfcbcb966808dabd9e592c9710b
org.code-house.jackson	itests	2.7.4		19ad91fe4aefae63351a4ad03249deca88d8e9cb
org.code-house.jackson	itests	2.7.5		64e7232592731b82fc5622e2cb47862efeeabc13
org.code-house.jackson	itests	2.7.6		aca2d5df2d01791984e9d30f359276237d23e88f
org.code-house.jackson	itests	2.7.7		64274e0ee1d2e3c1eaffedb4834b8d27e7017214
org.code-house.jackson	itests	2.7.8		b7cc9333b1efc7501635e2ff0ffdce3dc14d3b4d
org.code-house.jackson	itests	2.8.0		a06160c753851bcbb5f4cf034b15ff091a8330d6
org.code-house.jackson	itests	2.8.1		ee59275ba2da83dcecd082e48289584da3521293
org.code-house.jackson	itests	2.8.10		755a14e823572492419be0a1dbb5a889959cc1dd
org.code-house.jackson	itests	2.8.11		6231b37f7afe7e460aeef7ec6b355322c8afbbd3
org.code-house.jackson	itests	2.8.2		8add9e18eff1e824e7750a0b8fe95a6d6228b84b
org.code-house.jackson	itests	2.8.3		9d38b9b4fc454614999846578a4a7bef50cdc5a9
org.code-house.jackson	itests	2.8.4		11c093a5ed76901614b9473665fbb1e0b8acada7
org.code-house.jackson	itests	2.8.5		3b71cdc351aa58eda4ef2313a1a5a44a37c7bfaf
org.code-house.jackson	itests	2.8.6		d87ef058cfea9bd997e5ffc80c5f72f8c98cdd7d
org.code-house.jackson	itests	2.8.7		50ff94a24437a925010235e5c43a407d5478c747
org.code-house.jackson	itests	2.8.8		89587f07cb056875039e6fd512a77cecf6afb9dd
org.code-house.jackson	itests	2.8.9		a15842cacd98be2e4d28ff659c38573d7ced7758
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.0		72748d09984af16873fa60eb05cfe82656d10954
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.10		5e6ae97f3cfe24331dfa5720ecbc0016aefe1f46
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.11		ad87bcc31627aacbe9d95df2b26a8500f72e8ecd
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.12		b20f4f7eede6cd33920219816acdd89d48f6eb0b
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.13		7cf7ffeeca6a5ae26cef44781fbd8c856a9ac91d
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.14		6776078660b136f3e2ccbdee02a7adc1d33fcf26
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.15		59d406946c803f69a444533ed146b190ed196511
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.16		5282f6f531197cdc80fdf2b4215e150ef1f78279
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.17		799484f10692bbf4c29c9a7e95c79b151066195c
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.18		8424a6cd9eab8cc88a174b0fd31d7d4ff83d927b
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.19		e3723698535eb4d13240a4f467ae0dfbd9be703d
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.2		e0cdbf6495d9e66e87f1d12f6ba50535db61c8b2
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.20		27ee79b97c95aaf792ef32b6a8c7447efeaec848
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.21		3c85085c75bd6d34cc60673c3436e6fe33c94f77
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.3		5eb808536c7d8cefd11c943d2fe0552c9115c7c4
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.4		f992f9561795a9fe59d10d24c1243c85141a84ab
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.5		e92c9cd5a1e96af8b5cabf7be38d97659b52cfc7
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.6		f76338cf4bd3f72eae1f7799bf1f8f6488d0e8ac
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.7		f0638cfdd7dd1a7b0a798f4aaaeaed2371ae1c92
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.8		97c0400892b6adf0332ef27d34d06b3d551c6d71
org.creativescala	doodle-explore_sjs0.6_2.12	0.9.9		73c77cfb19b8fb65e566c8bb045cca4518d9bdae
org.dbrain.tool	classtags	0.1		0b7c52fe32d9023943393c2c7297c28a65612948
org.dbrain.tool	classtags	1.0		df1b5e20b63934f339e8ef928586140bf41fc2e0
org.dbrain.tool	classtags	1.1		156d5465b9a8c2ed41cd55939f56d7da9268c899
org.diana-hep	root4j	0.1.0		596eda64946fe052b14ecf23d8733394b7f58190
org.diana-hep	root4j	0.1.1		704427a279b02c549d52e62ed189c8ebe70ab3c4
org.diana-hep	root4j	0.1.2		f22037b7493396bc64ea2d6842553258baaaa5d8
org.diana-hep	root4j	0.1.3		db29ac131580c2431732fefd92dbce62326dfa3b
org.diana-hep	root4j	0.1.4		b02d5b341f2c99453ab6c3782a5f108c0412861b
org.diana-hep	root4j	0.1.5		f12b4860c97b8ce45331a995fcb307862c87e899
org.diana-hep	root4j	0.1.6		192330bdbe38cad8b36ea2d037823e0e7e5facfb
org.dmfs	calendarcontent	1.1		N/A
org.dmfs	calendarcontent	1.2		N/A
org.dmfs	calendarcontent	1.3		N/A
org.dmfs	calendarcontent	1.4		N/A
org.dmfs	calendarcontent	1.5		N/A
org.dmfs	calendarcontent	1.6		N/A
org.dmfs	calendarcontent	1.7		N/A
org.dmfs	calendarcontent	1.8		N/A
org.dmfs	calendarcontent	1.9		N/A
org.dmfs	calendarcontent	2.0.0		N/A
org.dmfs	calendarcontent	2.0.1		N/A
org.dmfs	calendarcontent	2.0.2		N/A
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.0.1		0cc16be0a18da0211ab8c326661034ab5f499437
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.0.2		9b02e04f4fd789a0d5db3f22c7bf5b81a28ad6a8
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.0.3		57123ff6e9e6fd2e8d1a744cb6d125dce1199d7f
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.0.4		ad717a0bd3a8fc0d1c6f886c099cac82713ff32a
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.1.0		45e6979649a1669bd324425b2cbda6ec82bafbf0
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.2.1		57a992cee78b86363f45736b8b251fe53a6ec7a8
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	1.3.0		64cb3e72909aa9098a06d2f1a635dc72a3cfe112
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	2.0.0		8ceea99c9641b235c69c58f59b9852862d40eae0
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	2.0.1		f2ede05a87e311cd131d58f755932e6613aa5cbb
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	2.0.4		03e36258818ab8e34cc6c9bb08034c99d72c0bed
org.eclipse.ecf	org.eclipse.ecf.bndtools.grpc	2.0.5		d9e509e075a7d1866300ac6de5ad1891c9949241
org.jvnet.hudson.plugins	port-allocator	1.0		2acf75697ddab7d76dd65a50c6b64d245aaee32d
org.jvnet.hudson.plugins	port-allocator	1.1		69757569f94c7fd9cd6ff0058df395e114ac0db5
org.jvnet.hudson.plugins	port-allocator	1.2		4e33e67c47181c321c0f1e019362929f084db6c6
org.jvnet.hudson.plugins	port-allocator	1.3		2cbdfc0eb4bfd9f06d36a4b7a5fbd4c279b90f96
org.jvnet.hudson.plugins	port-allocator	1.4		4bbaffecf0ebe4a2fae24ea5618883a30706918b
org.jvnet.hudson.plugins	port-allocator	1.5		2bae421378311ab7ed91b87867ee85f693a64df8
org.mvnpm	onetime	1.1.0		18ad7920f1eebcd4901275a5a1ab2ce979aa9cb6
org.mvnpm	onetime	5.1.2		951d52c2dc1cd6f8013cd590bb22d7243f291392
org.mvnpm	onetime	7.0.0		a196b3081da4389af69093d5a226ce3e723f7ab6
org.nentangso	nts-saas-utils	1.0.1		2c2efce1b656257ec0137dd903fa51419966b279
org.nentangso	nts-saas-utils	1.0.2		3c0d67140e3a35b6e670d994b9fdfe5f0df70da9
org.nentangso	nts-saas-utils	1.0.3		9ede7d4461642d71cb1456ceadf0e3bac0968ba7
org.nentangso	nts-saas-utils	1.1.0		f33e4c34dce878f353374a472a2ea865bc3f71cd
org.nentangso	nts-saas-utils	1.1.1		d18e26b6c7bf8118a91e0c3f154f1ea1fba811b7
org.nentangso	nts-saas-utils	1.1.10		cece222c7c4b32973309a71fd9dcb05898d3410d
org.nentangso	nts-saas-utils	1.1.11		4c74df4ca32fa027d9dc203810b8c0fd9f817632
org.nentangso	nts-saas-utils	1.1.12		576d553ef92af03d4b1e3a5ae47c6d9ffc7cc21a
org.nentangso	nts-saas-utils	1.1.2		355526694b043cf9b4d77a459895bb030656c1e6
org.nentangso	nts-saas-utils	1.1.3		f1dadcb12661316a4ae3be61c2bb53e54d44c826
org.nentangso	nts-saas-utils	1.1.4		94060ba809bdff906795b806b32ad933f64914d3
org.nentangso	nts-saas-utils	1.1.5		edcace20734f064c4db135cb04c714b156b2b7ec
org.nentangso	nts-saas-utils	1.1.6		4495b72c199e8aaf6b170471aa2fc86c8f49eddd
org.nentangso	nts-saas-utils	1.1.7		cfb5dd7ba1efef0fe7560158e1419dea1bff0819
org.nentangso	nts-saas-utils	1.1.8		d17d5576a1f33f490405ef79728aab7e22a6ba2f
org.nentangso	nts-saas-utils	1.1.9		f9bc17235bfeaab109c1003729a2f84ab03223c9
org.netbeans.api	org-netbeans-modules-languages	RELEASE100		0a2edddbfe0292f5711d8e24b0cb71f59d263c82
org.netbeans.api	org-netbeans-modules-languages	RELEASE110		d87751d779ad1a958efe0f483851e8311b2af085
org.netbeans.api	org-netbeans-modules-languages	RELEASE111		2e1999c2d253824befaae4f01165c0e9da3b9a2a
org.netbeans.api	org-netbeans-modules-languages	RELEASE112		2f73889484abe879c7d9dec491f6ac448a3147af
org.netbeans.api	org-netbeans-modules-languages	RELEASE113		3f8a2fd188630cbc9e62a40da00c06f7922a47b2
org.netbeans.api	org-netbeans-modules-languages	RELEASE120		bfb420733c6871086e8d2898b8c685d09869974e
org.netbeans.api	org-netbeans-modules-languages	RELEASE120-1		649e6f6235cabca87a9c223ccc32845824caef4a
org.netbeans.api	org-netbeans-modules-languages	RELEASE120-u1		3745a3a794fa4743ebbc8a85cf13cb935271995d
org.netbeans.api	org-netbeans-modules-languages	RELEASE121		acfbdda08e2d98276f8120bd3dcc25a3a41acfc6
org.netbeans.api	org-netbeans-modules-languages	RELEASE122		86a632a00017b00b23d82189734fb5a92523ceaa
org.netbeans.api	org-netbeans-modules-languages	RELEASE123		f774bd12f9717aafbc0e6de3fd2b3a6cb1764458
org.netbeans.api	org-netbeans-modules-languages	RELEASE124		406b2c9ef4daa0c84335c122f3ef16e01dd0e341
org.netbeans.api	org-netbeans-modules-languages	RELEASE125		689462adf5ff984b89af712b29a3be4731c8812d
org.netbeans.api	org-netbeans-modules-languages	RELEASE126		a91aa543870766cfe07cae469a449a94d204644e
org.netbeans.api	org-netbeans-modules-languages	RELEASE130		3f38d57014bd1ce8cc12d9b50f4eef72f5b45e0d
org.netbeans.api	org-netbeans-modules-languages	RELEASE140		d0089b606dc0cdba147ab6691fe944afb2f1638b
org.netbeans.api	org-netbeans-modules-languages	RELEASE150		632de665272aabd60e53f81e2961f2f5f03d17c0
org.netbeans.api	org-netbeans-modules-languages	RELEASE160		d19c8fa8c50ee6ab0d97aae33d709814e455fcc7
org.netbeans.api	org-netbeans-modules-languages	RELEASE170		bdd857ca485e322f87fad3544c4f7c652ffe4b10
org.netbeans.api	org-netbeans-modules-languages	RELEASE180		e0ae8996f50d7cff39cd623f7dc2e3e4c7b616a9
org.netbeans.api	org-netbeans-modules-languages	RELEASE190		35efe2382e7bc0255eeefaa0f73bfbac47aa35e4
org.netbeans.api	org-netbeans-modules-languages	RELEASE200		d9ea0ecabf5caeb0e6348ba4a657504cfca2a6b5
org.netbeans.api	org-netbeans-modules-languages	RELEASE210		dd3d308b384650b8dd8fc22d16ad85855ad273f4
org.netbeans.api	org-netbeans-modules-languages	RELEASE220		76a695c35904cb18280f2592c74a10afdd74c57d
org.netbeans.api	org-netbeans-modules-languages	RELEASE230		ce5f729917e5e883dd4885f5fb8a5375e944549f
org.netbeans.api	org-netbeans-modules-languages	RELEASE240		8d7baefdb05449a9fd2dc47896e7ef4d1396c923
org.netbeans.api	org-netbeans-modules-languages	RELEASE250		fa4e230387e0ec473287807d6592db23c236c6c8
org.netbeans.api	org-netbeans-modules-languages	RELEASE90		82e2063f2ebca6a08488670be355335eb7d03d4d
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE100		602f01a4fe1709806e2b8e6b44363ec546600726
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE110		6455529c830aaac0916d1a854ef1c4dba091e0a3
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE111		578e4ca93f97f2b9baf9bdacb12aea86eb359cb6
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE112		ced98535fce2fae8fdcd69ae53ad221e4b5e9330
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE113		7adf3cb495665fa702ad811bc7eba1dd0de27607
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE120		a6113d6f19343e4c9865d0c3434c0179d5715c5d
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE120-1		dfa72ca3d82508cb048899c13e4d6eae769d0a2e
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE120-u1		1d751b925c4b026ad2803dfd07b09ce1a6629fcc
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE121		97a51f7c578956f4b34b4cc0b8ec14d3854a5ced
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE122		0634cd9cf987b7fa983c2bb303303db6f6f0d628
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE123		e654706339192895f9406242c0ba7bc4ada21228
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE124		80a7d38117558b474eaff9706ff7f51767fe6888
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE125		aa815354ba81427b80078cb8508062d17a962923
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE126		7e15a1ebe455aa89e80c7e5a79701de8f6d9fc4e
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE130		08b6ffecfb29372e0d3b26159d6522898f01cae9
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE140		4ba0affa2d5f57404f3911a95e1e2c34b0c52d84
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE150		fa94a3df58ac0f0157ab7d97827a21d1785041bb
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE160		b6ae0cfe72688a642bba00d6de87f4fbb87b17aa
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE170		fdde0fa1b9aa2982527c7e3e5cce7b83d56be2c0
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE180		e2da3d9a7efab1f54d992b254f52de76d3c24c05
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE190		14f417ed69f3a03d8756fbceaa3e1ab57171f538
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE200		9beae3cb8b500c582963c4bf11f0fcd402256475
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE210		53fdd143bd1de84db45c909a63d9c818373147f2
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE220		91f1fcd40fb1ab24b458f1aa719a84729cf52036
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE230		66ede2d8a9f64caff62ef68d54c134cdd4b4917d
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE240		75e6f9e0b95e55cae2c824e92839015ee74e3737
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE250		8930075ae165030a189f7da263a7326501256edf
org.netbeans.modules	org-netbeans-modules-profiler-utilities	RELEASE90		71e37178f13ac4a071ce6f6d7179402041775fad
org.noear	luffy-solon-plugin	1.10.0		5f439f279d4d5a21c3df746cf90fbe2756bfec9a
org.noear	luffy-solon-plugin	1.10.0-M1		e4d85e698a897192781ff015d33cf8fc4feefe06
org.noear	luffy-solon-plugin	1.10.0-M2		eaacdaf65abb64b43fa207d71afd61dd670f0c04
org.noear	luffy-solon-plugin	1.10.1		fef936fc15c9d5d8b2e23f9911344cd234bec1ab
org.noear	luffy-solon-plugin	1.10.1-M1		7ced39c1852c1e769708c1ab12756f62a06a7028
org.noear	luffy-solon-plugin	1.10.1-M2		a483c7e935fde619a945ef0c15de45688746897c
org.noear	luffy-solon-plugin	1.10.1-M3		b0545b2a7d3ccae51c786a6df8c1f7ad61d0f05e
org.noear	luffy-solon-plugin	1.10.1-M4		ebf7c111f77a79945124f0d39e6d93cdb324a1e4
org.noear	luffy-solon-plugin	1.10.10		da5ad93b6b7c5171dfe7f9fcad54de4252d6788b
org.noear	luffy-solon-plugin	1.10.10-M1		d74280948165c6a3a5260cbc891e6b22c28eee7b
org.noear	luffy-solon-plugin	1.10.10-M2		c558157b892820d9c3e9da9de4e3aae4bb4377fc
org.noear	luffy-solon-plugin	1.10.10-M3		20904dbf0b769c23c619fa244e0be70e236c1345
org.noear	luffy-solon-plugin	1.10.11		9acf4c0361308d1ed1f8be2b510cbd5738a745d4
org.noear	luffy-solon-plugin	1.10.11-M1		87eb4d9dbd3b0fe6dd61c1bcaaa1c439c7437493
org.noear	luffy-solon-plugin	1.10.11-M2		e33e9d0809e758c8a7f235dac296100b85996480
org.noear	luffy-solon-plugin	1.10.12		7f3b69fdb638122998437bef7e9cee166eef10f6
org.noear	luffy-solon-plugin	1.10.13		cb0bdef458a42688ee394bbf91faf9b076ddc377
org.noear	luffy-solon-plugin	1.10.13-M1		771c9f4119fe41fef9b54420e60fcbe5d1256546
