app.cash.redwood	redwood-treehouse-configuration-iosarm64	0.3.0	0.3.0-metadata	434a5e405a75c52c6c743907478aaae0264e4387
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.4	-	c369942faef29555eec020ed8f0991b5d61b1a13
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.40	-	f814803f2102bcf077481ec9838b68b9b7892d3a
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.41	-	aefbb8b24f6fb3dede9bdd8cfe1a9eb23405ddcf
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.42	-	2beacc7300e9749085d8feca77cfc1b2dda0a1ea
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.43	-	e0857bd53b7387593d31b1318040089aa20f58e6
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.44	-	a7f42614fa4b47bc1a8b5e1e8cb8f0e3bb817d69
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.45	-	a7aa444068dcd45db17237aa7521606f94e0d21c
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.46	-	fd088372e9f1599caff47ce1e994b39eb0fc444c
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.47	-	95752ee0f23eda2a7088c580f2ff2372184ce7a8
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.48	-	3417ff519130ccabcb758abd31c551809ad809b6
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.49	-	44c4859c5dfffc965a03c1cab80d858a3cbe1e43
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.5	-	07b49ae0a59a59cbe2713c620102e84262ba39ac
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.50	-	14fbc5d534169012425c86bbbfbed72649df3ef5
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.51	-	c4c11246a3ab26cd1d79b59c1bcc3ce67f5d834b
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.52	-	2d47f640ca7e80ac4d1de6371817ae6db6b9efba
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.53	-	e93ba897f69a3ed06bd4a1d8f21026c35db0e7fe
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.54	-	aa3b36870d3f318f6bc783947120120a6d3aa442
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.55	-	bf2e396d48499dec4e1459846cd2ef3345a334eb
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.56	-	eff0302d3550c5f21d6cd47c59cc4f00ac9ddce0
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.57	-	cce2364668085bd5b388a9821a44885c7616655f
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.58	-	4b5a93c19e7ce514ec9f5f1a244d1056b69efa6d
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.59	-	3ab41b2b8ac29977a2d4830fbab961dfe79e5f30
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.6	-	e5612721ba73d0846decf54f8999f75cf42fb62a
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.60	-	e0b6e3bcd95853041389fe2ba340fbb130944e6d
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.61	-	ef05cb71655d2595078bfc64ef85443b815f6a37
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.62	-	d9ec5d89cb90c5afd24e3beb45fffc5143d99ef8
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.63	-	f24af776602325107a4af5205ba489ea354964f3
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.64	-	cf12e47dad426b7df49f75ae95e67fdc84a50803
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.65	-	4c6459463890d9e389561f48f1936b888f37d8ad
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.66	-	a0affc261b8acbb8b2a28286bfff0bcd596dac14
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.67	-	3042e86301d21a80a32cbf002315857b3e33f022
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.68	-	409254371d22ddc724f5ec6e5ed93486704d4b49
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.69	-	902296c28004b95844d8806c5ba4c7492fc1618c
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.7	-	4db6ea8cc234532aca65d843ef58ec930cdf94d8
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.70	-	c46fde224ad1ef5c9c22ea118871a5e94d08a9f6
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.71	-	b8805b7f613e700f6a10a889fe64d280858cdb5b
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.72	-	123e94aa0e6eb107b05b43b7de3c802aed948e29
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.73	-	74e5c370873c5e24f498e2d8e0496f09660607a6
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.74	-	8e1623e2700a677b0b39cf74343bf5e87630aabf
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.75	-	4d11f9478f08c24e727b6987044b8ca0dbe33a08
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.76	-	0420a1cc50ce7c5f91a1deb93d056be48a6953e1
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.77	-	c65e294a73690440cd3f9dff76deb02e5f921f60
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.78	-	6b6f29f9a58144342909aa7f97800db901f3e7a1
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.79	-	ea2a5fc2acb86f7c08c6c94be7f0617cdb8eb749
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.8	-	4f28ac26a591c28e8bb0991fea732b88caa80ab5
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.80	-	72f8adbdcea0af44d2550ca0c9828ea151aa8bd5
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.81	-	64d9053129b072ac66a9ed592778d867fe176e36
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.82	-	dab59909a668c7735af9da147935c1812179cb19
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.83	-	d9c2afb12371baae2591118b3af8de212217876f
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.84	-	f52ec9dc3d6975f71a7e61319dcb9138bc5421ba
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.85	-	0fa8534dd5ae0cbf368a18e72e1e20bccbce299c
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.86	-	2f677dc0231c230df6cad432a62e46b387e23161
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.87	-	833f6398f0dea0b1f23446e7fc7e3b8b123b2e44
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.88	-	8330f950ff23cd3b81c5d8c60142d9e493be1f50
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.89	-	4f51b13aa66e141e778d9dcf4e8a4d28e52c82d2
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.9	-	a684c030916417587b503a800654a29a3fe8b665
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.90	-	ce699f88ff23e3bc3ca8a692a73e10178519ab7c
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.91	-	81d73b78c32574b890110405f029a2dfbe67efdf
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.92	-	5f48a6bf9796f5e58ae664a62ae0ce3bf8df35bb
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.93	-	4f2b84e99da114f817f4af34922c75b5f34ee747
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.94	-	2c0843e42f479e9c19e9311590581d7d01c8410d
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.95	-	69f48ee19339ddff81552c20948da91bd3d29ea8
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.96	-	58f17d9a3e70a598d7b433788d6b9d2431664664
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.97	-	c3089ed60584db4e881b43a8f641abd10bad8e89
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.98	-	21fd21212529f4bc26dd69ae87952ee63a8ecfbb
data.org.wso2.carbon.identity.framework	org.wso2.carbon.identity.entitlement.common	5.8.99	-	42415ea8a5cd6d9fc49745e9dd3774c9d1f88cec
data.software.amazon.awscdk	datapipeline	0.22.0	-	b59e1a20e70a6a312bdb904875226f00f25a1b9d
data.software.amazon.awscdk	datapipeline	0.23.0	-	c9d539191a7125283c30e2d228762634903ba5de
data.software.amazon.awscdk	datapipeline	0.24.0	-	611728be5f39313ab30c1d458b91b90be6fa81c7
data.software.amazon.awscdk	datapipeline	0.24.1	-	52b3ab4db9528b67b3f6fe0fb40a6315af2c10c5
data.software.amazon.awscdk	datapipeline	0.25.0	-	06fd2a5caefb30a3af1f89a7ef88f8ea54570015
data.software.amazon.awscdk	datapipeline	0.25.1	-	bbdd8c3a74011edd25b96509a7adba712aa6f058
data.software.amazon.awscdk	datapipeline	0.25.2	-	075d53b1db6817ed82fa3255011b793599049a56
data.software.amazon.awscdk	datapipeline	0.25.3	-	7405633848c229d1f3c6eb069dbc8e247b326c4a
data.software.amazon.awscdk	datapipeline	0.26.0	-	c1b90c874170d30843f6cd3a77f0b5a674343a97
data.software.amazon.awscdk	datapipeline	0.27.0	-	91f0d51903d2daffb6b62eb36eb0c2c87b001319
data.software.amazon.awscdk	datapipeline	0.28.0	-	beaa95cb1704be8738ced75775ceeec380fba4fe
data.software.amazon.awscdk	datapipeline	0.29.0	-	941f65026b666969f0b06ab2176ab69f29856260
data.software.amazon.awscdk	datapipeline	0.30.0	-	98818c5a59362431b7218a3688036c2d39f0d789
data.software.amazon.awscdk	datapipeline	0.31.0	-	cc05ea7664f5963bb8b06ba205e0b99be89f9214
data.software.amazon.awscdk	datapipeline	0.32.0	-	46776188af6d13e06d63d7f281193a6acd9fc231
data.software.amazon.awscdk	datapipeline	0.33.0	-	bddbf34d083dfd345eb3de1de8f81c6a9f2b18f9
data.software.amazon.awscdk	datapipeline	0.34.0	-	fd75e891454ad67064170270da530ed2444e79ea
data.software.amazon.awscdk	datapipeline	0.35.0	-	e0790057f7aa54a59f5c844a66709fbf87aacadb
data.software.amazon.awscdk	datapipeline	0.36.0	-	69387f2d7259ca204ddc38f3cde9e2d69fca942a
data.software.amazon.awscdk	datapipeline	0.36.1	-	4fd1630e87a1cc7463e3cac218cdabc2a75c35b9
data.software.amazon.awscdk	datapipeline	0.36.2.DEVPREVIEW	-	cf973410e5865463166a22c02d1e2972e2ae1db3
data.software.amazon.awscdk	datapipeline	0.37.0.DEVPREVIEW	-	3ff4602664657e07a67ecca3b5607d3e1b23bb0d
data.software.amazon.awscdk	datapipeline	0.38.0.DEVPREVIEW	-	0940a42bbc12d6e3209fb0af019d8bc57754bba7
data.software.amazon.awscdk	datapipeline	0.39.0.DEVPREVIEW	-	632882baf6d6e2c08e477e1e93f8adef0d707de0
data.software.amazon.awscdk	datapipeline	1.0.0.DEVPREVIEW	-	74dbc1ee3496c22b2efc47a0dbe3b5403048a04a
data.tools.dynamia.modules	tools.dynamia.modules.email.ui	2.1.0	-	98f7c4d254877179d3864581846d80e4192cfdee
de.alpharogroup	jaulp.net	3.10.0	-	d5d69af5a2784112dacc9df35967210ea59c1a56
de.alpharogroup	jaulp.net	3.11.0	-	5fa7492ae8f28e6b2b0301097961730d8b23666d
de.alpharogroup	jaulp.net	3.12.0	-	0e910d97e5077c432114f022fc6f0222be2163fd
de.alpharogroup	jaulp.net	3.9.0	-	ae096a9478b3b010fdc002ad85940c0803c791fe
de.alpharogroup	jaulp.net	4.0.0	-	c05e555c0aec01e6708545985fc937d6c7b6ad0b
de.alpharogroup	jaulp.net	4.1.0	-	e2f918aa6e045cfc4e90c967f640f373fcec7f93
de.alpharogroup	jaulp.net	4.2.0	-	61a0d26ddee652d43b7dfa7acfa363a8c430d634
de.alpharogroup	jaulp.net	4.3.0	-	09fe715d4ce9e2965b4ffca636beb45bf0f51c7e
de.chojo.sadu	sadu	1.3.1	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	1.4.0	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	1.4.1	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.0.0	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.1.0	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.0	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.1	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.2	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.3	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.4	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.5	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.2.6	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.3.0	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.chojo.sadu	sadu	2.3.1	-	2ad14aed781c4a73ed4dbb421966d408a0a06686
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.13.0	-	1abc34be29e9c3f5d4729dc367839e64b396f127
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.13.1	-	30ed46c79b76ea24540573b43ad1dff0ef0116df
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.13.2	-	ac91fdbb0f1654f46bac72754c2c6ff91190a5bf
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.13.3	-	665593ae15503980e38600438f0bbf45ccac470a
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.13.4	-	9d249eebf61baa1946da9740f83274d0b21c8627
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.14.0	-	3a75c91f4bab497b7f0f737af99fa76cf7da28c7
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.14.1	-	9b9dbb34e466de8861446306afa9009c33b83ca3
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.14.2	-	f4551737099a6ace0e21d37e2d8ecf777402ff14
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.14.3	-	7bea45b6c81e55a3ac464b3ed3fc0e9d99d9fe4e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.14.4	-	c54edc88959d27f5bba02a614ea23aa3f7fa255c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.14.5	-	f82d5db3a47c158844d65d4542c337e8cfe2ee90
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.15.0	-	37797233072c2180409df1f2afa6b419637b1f68
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.15.1	-	75cd301c8378f9f774cf8fdf069165226c4b6b61
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	1.15.2	-	310168575a089b027831fc530b54de061f7d6278
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.0	-	62252a9f93f0721e6e72af1ade58364e604f3850
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.1	-	6a738d1ad0256207439ac98877413e34a1938d60
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.10	-	14bf9f005c6098c9d16f116402449429121dfb12
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.11	-	7ef8308b74bdf098e4f4894b6ccc2d43bf7f1212
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.12	-	5807f4c434751863face626f72542c19b0f748de
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.13	-	8dc8e433c84ca7745a1da9926c4e27e652a21327
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.2	-	d3a7eb6369bef292f5680a771fd62f3ce7735178
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.3	-	c2636b994cc4cf6c9c3f32532e90b35d3debb467
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.4	-	9d612b064932c17c3eea570107e3e2bbd2cdd041
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.5	-	d3331406ad88cef40845fd42f5d8aa053082945d
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.6	-	3a30d18c21ca3c3cecf787f6dcf34dbb198051e9
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.7	-	0b195e779aaee659b942a7f048edaac17203513e
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.8	-	0f525a71ee75edc63134e8cdc46959a1897bc351
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.0.9	-	d3f517b0a0cd8f92f5b8857074862edb126df1de
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.1.0	-	f08cc0956053cc8927c46ad5ad6a28377ef0b441
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.1.1	-	c66f537b669bade0abd6d79152ceedd563534258
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.1.2	-	cc040e46f6d4ef25e0e1d00afa11c70c6968906f
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.1.3	-	c1482cba2d59d5c266730bf7814e45cc4aa9a300
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.1.4	-	e5b00fbfa795636283d978911baf61acce6240b7
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.1.5	-	04842dddcf95f9b9d297eb1b182129d457b74a07
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.2.0	-	fc40aa04c33432750fac2d09c69508c2febf069d
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.2.1	-	40f166e363af8e272b03e333534e9eef6ee890ea
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.2.2	-	1db49b69bab0dbfe61524c058ea1230f80afcbe6
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.2.3	-	38a52c552d46836f7302fcb23c23ae6e2e50aa76
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.2.4	-	f783c8f53dde5dc0e879e129a43180c45df3b75f
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.3.0	-	bf2a7ef3140a956a809d2ea3e9f73cdb5a047c56
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.3.1	-	15179e639bb508e7bcefaa913253ba61f7b0cae1
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.3.2	-	423cdb6036f922e0f327b1b2e6e4fa295084b077
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.3.3	-	bc5bbd8a10c3ff2397d88d6160c714394c079950
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.3.4	-	59b763d656c1d470f50eede76d4c9b4f0c75ae00
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.0	-	0d1446dfe4f548e392c189ee9d3db8fd8a009191
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.1	-	1168e0a2727d2dfe399ef48057ce8d57cfbb35c5
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.2	-	ac193e4e401c318265edaa6f1dadd0aa85cfd506
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.3	-	69a988cdbb103e1bfb8d1e63ac6eb5e23421d63c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.4	-	81a1836ece4fedf060c0916fb09b80e9c50083a7
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.5	-	76917c4d2253d7405d1ba392e14abb401797a3f0
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.6	-	3974817dd1f8b3b8dd1ef9139ed5104e3d2d60c1
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.7	-	52fbb300d64ef50de2a11ea9ecc61743088edda9
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.4.8	-	4f523c37e95f3752e2598fa3424cbc800d2ff811
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.0	-	558f8f3576ef625f8c81117db42b651414a757e8
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.1	-	0f914713b20fa1a580a66f41b3d6bb4fabf8d90c
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.2	-	8af673bd6d0c96913dc77879a70692442c901863
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.3	-	b59b7f58a0ea2e2375554dbdc85dd75b75cbb8bf
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.4	-	241086b09755683b8057398bef088586a4dc2992
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.5	-	2f838f5d150419ebed431684a2330a838a66e0e4
de.fraunhofer.iosb.ilt.FROST-Server	FROST-Server.SQLjooq	2.5.6	-	e5085552bd8756049f296f0d050e1f204123bebb
de.intarsys.opensource	jPodFonts	5.3	-	c9d05fd07dd7580bbaede2b244b5e884b0d27eba
de.intarsys.opensource	jPodFonts	5.5	-	82805b14499e769357bd63c635f6872a47239385
de.javakaffee	persistent-queue-tools	1.1	-	a744446f988a045e63acedbcd3c654cba28339a8
de.sciss	scalacolliderswing-plotting_3.0.0-RC2	2.6.2	-	bed878cf683367b11c908bbe8eff61aa7686aa0d
de.sciss	tm4e-core	0.1.0	-	9eff8d08187ec58e2935831a0dd71694ff664132
de.sven-torben.wildfly.swarm.fractions	responsetime	0.0.1	-	64c2392cbe44e6efb79b740e1b6dee58677b6ba6
de.thksystems	tkscommons-crypto	0.1	-	180d297c3f4f489162d2c3c0e61e0cf7b8d69dc2
de.thksystems	tkscommons-crypto	0.1.1	-	220a03a757f2d54ad82fcb422f4f305e11d4045e
de.thksystems	tkscommons-crypto	0.1.2	-	0c036926bd9695321c87139f37a9a9ae7f9e7fd9
de.thksystems	tkscommons-crypto	0.2	-	4e5cfbe3956f63dda6c1c5a8557370bb8601fe5a
de.thksystems	tkscommons-crypto	0.2.1	-	8c91cf1f2d1214ec9f46123d9404d066a4ff8d14
de.thksystems	tkscommons-crypto	0.3	-	9e52328df838fd4f837939f74c9e839de63f2d0a
de.uni-heidelberg.ziti.sus	VersionComparator	1.0	-	0c2235dc3ef371b12db22467393e74d991e7696e
de.uni-heidelberg.ziti.sus	VersionComparator	1.1	-	d5781ff0daee73219ff3eea0cba6ffc86caea379
de.viadee.xai.anchor	SparkAdapter	1.0.0	-	60be5406c4484dbe6134b95f411a332c46260d33
de.viadee.xai.anchor	SparkAdapter	1.0.1	-	7676789cacd172ee7adfd8c0452db0f53b09d6c6
de.viadee.xai.anchor	SparkAdapter	1.0.3	-	636db956e0999fdd383d6c18abb6414b92ebcb25
de.viadee.xai.anchor	SparkAdapter	1.0.4	-	90265b9201dbadee073f780e9a8f8051d3f8158a
de.voize	reakt-native-toolkit	0.1.0	-	b2e9f180c78e72694f31dbf8c82468b220cbffcf
de.voize	reakt-native-toolkit	0.1.1	-	b2e9f180c78e72694f31dbf8c82468b220cbffcf
de.voize	reakt-native-toolkit	0.1.2	-	b2e9f180c78e72694f31dbf8c82468b220cbffcf
de.voize	reakt-native-toolkit	0.1.3	-	b2e9f180c78e72694f31dbf8c82468b220cbffcf
de.voize	reakt-native-toolkit	0.1.4	-	b2e9f180c78e72694f31dbf8c82468b220cbffcf
de.voize	reakt-native-toolkit	0.10.0	-	f96fba5508abeb456dcf74ad02527dc0461b8ff4
de.voize	reakt-native-toolkit	0.10.1	-	f96fba5508abeb456dcf74ad02527dc0461b8ff4
de.voize	reakt-native-toolkit	0.10.2	-	9ff7d886e25ad59cf939950166bcdffcc92bfbfc
de.voize	reakt-native-toolkit	0.11.0	-	9ff7d886e25ad59cf939950166bcdffcc92bfbfc
de.voize	reakt-native-toolkit	0.12.2	-	afda65728bee16f59bbe9e9fc98930ed2bf68b48
de.voize	reakt-native-toolkit	0.13.1	-	afda65728bee16f59bbe9e9fc98930ed2bf68b48
de.voize	reakt-native-toolkit	0.14.0	-	98d924201b9163cd96e4b6ffcad0643b68139dcd
de.voize	reakt-native-toolkit	0.15.0	-	3f4cd6721e7622dee2e6c32b0f91a5a2336362a2
de.voize	reakt-native-toolkit	0.16.0	-	3f4cd6721e7622dee2e6c32b0f91a5a2336362a2
de.voize	reakt-native-toolkit	0.16.1	-	933b4265a48e61724ad2587123969fe2e12b4ca3
de.voize	reakt-native-toolkit	0.16.2	-	933b4265a48e61724ad2587123969fe2e12b4ca3
de.voize	reakt-native-toolkit	0.17.0	-	933b4265a48e61724ad2587123969fe2e12b4ca3
de.voize	reakt-native-toolkit	0.18.0	-	258c4e3ef49e8256f36e245e4afbb5e59038cbd0
de.voize	reakt-native-toolkit	0.18.0-legacy	-	258c4e3ef49e8256f36e245e4afbb5e59038cbd0
de.voize	reakt-native-toolkit	0.19.0	-	b837f2e4795cc7f6e43c55a7cd8f7a5fc10b0263
de.voize	reakt-native-toolkit	0.19.0-legacy	-	b837f2e4795cc7f6e43c55a7cd8f7a5fc10b0263
de.voize	reakt-native-toolkit	0.19.1	-	b837f2e4795cc7f6e43c55a7cd8f7a5fc10b0263
