ch.epfl.scala	case-app-util_sjs0.6_2.12	1.2.0-faster-compile-time		dd1fe2c5246b5bd3aae2e1f7607c3cf4e79c01e7
io.fabric8.devops.apps	letschat	2.2.327		a0c4be912d9aea4a7f80013101ebdc3eeda15bcd
io.fabric8.devops.apps	letschat	2.2.328		69363e66bbfff406c920a1dca5be3871193447da
io.fabric8.devops.apps	letschat	2.2.329		0971677e0fd302fb22891ffb0d73208c380079cf
io.fabric8.devops.apps	letschat	2.2.330		27e5ed59bb7ac6379591fa274228a5c86d5ce22f
io.fabric8.devops.apps	letschat	2.2.331		60e5e596ec67825f07072889f39b8e252f0299e9
io.fabric8.devops.apps	letschat	2.2.334		05e2209115d0f67233aa1d6e204874c2ae33919a
io.fabric8.devops.apps	letschat	2.2.335		a3b69affec84b1cd72d7eafb792cf49362e8939a
io.fabric8.devops.apps	letschat	2.2.34		3bf9a30c90fbfc8aad8062532d5bd46842b685af
io.fabric8.devops.apps	letschat	2.2.35		bd87f32570d9ce0563582e8583b4c3f542a7ac20
io.fabric8.devops.apps	letschat	2.2.36		59a7cdf8b2b9a4a98636a42f93b932065ff7eff6
io.fabric8.devops.apps	letschat	2.2.37		fbc9f676269b24ba5e8d5963c850284a68d19f42
io.fabric8.devops.apps	letschat	2.2.38		6320ea24a30b5848e051a7ec867e35f7a9e0a8eb
io.fabric8.devops.apps	letschat	2.2.39		137bd4aac8f25ed73d2e8e038dac40ae8ef76e99
io.fabric8.devops.apps	letschat	2.2.40		6a9dd7eb24f454a0e2abc474aed9088eb0be7c6d
io.fabric8.devops.apps	letschat	2.2.41		68610817934eb9a3e2475568366cd1cd6415ba3f
io.fabric8.devops.apps	letschat	2.2.42		6a8d60afa1d160375ba145193daa0ee4ad91f8eb
io.fabric8.devops.apps	letschat	2.2.43		d1ca74856a7f544dab1c61c31f31534886422ada
io.fabric8.devops.apps	letschat	2.2.44		64145dca772d0630806121f5d31087173be3ba11
io.fabric8.devops.apps	letschat	2.2.46		56ebe752acd3820e5e23f3eb4286acbace536dc7
io.fabric8.devops.apps	letschat	2.2.47		3bc253dc143d87d51c1b0d59d0d725bffb09cb85
io.fabric8.devops.apps	letschat	2.2.48		4130a08b48f2f29d9464bb47fa08dd2976e8465d
io.fabric8.devops.apps	letschat	2.2.49		05379702ed1b9cca4a98b886a3842f453830fe5f
io.fabric8.devops.apps	letschat	2.2.50		32711bf2c95cb6897480eed86975855452a463b4
io.fabric8.devops.apps	letschat	2.2.51		cf3bd622843faae0c63377e61df58cdb61b871f7
io.fabric8.devops.apps	letschat	2.2.52		1aaed109962030857b26ec3f16de6730fce28d33
io.fabric8.devops.apps	letschat	2.2.53		4ae020121db9be138ce0e4b713aba1f2bced4817
io.fabric8.devops.apps	letschat	2.2.54		db023fa907e262533952bf92fd416f9fb1adab07
io.fabric8.devops.apps	letschat	2.2.55		30c80252162e239aef63eef4506cfd6f12979d20
io.fabric8.devops.apps	letschat	2.2.56		f4834f39a932f1e557702f3de77cd6c3680e031e
io.fabric8.devops.apps	letschat	2.2.57		0a93f2751d82034e83f3fe0cf29fc8a945f3c822
io.fabric8.devops.apps	letschat	2.2.58		9f3f0321550c96df544355ede9badac6518dbfd3
io.fabric8.devops.apps	letschat	2.2.59		1c256b85e7940d768cadf671a0e8a52b75eba216
io.fabric8.devops.apps	letschat	2.2.60		a5a1999d2e5e501ceacfc44b856aa8d8f9477e0d
io.fabric8.devops.apps	letschat	2.2.61		8e44c899563dd2beead762d2de3079a541bcb1b5
io.fabric8.devops.apps	letschat	2.2.62		c01298038e3aa3e99ab1281eabfb822941aca053
io.fabric8.devops.apps	letschat	2.2.63		d6507c076c20844325a2a49464f7199a4d98e408
io.fabric8.devops.apps	letschat	2.2.64		da50499af45c8301c1a18a4390d22e0f1aa3bac5
io.fabric8.devops.apps	letschat	2.2.65		881234d41abf7359394aedb365ba717d2f08b1b4
io.fabric8.devops.apps	letschat	2.2.66		3169b3e890b41efc3ab2bae93645fb7aaf10cbf6
io.fabric8.devops.apps	letschat	2.2.67		68d6f5b30a87f83a2a0d39e8e9918e7e89fd1413
io.fabric8.devops.apps	letschat	2.2.68		92e27a96c29916098594ef4271246c2c3281e474
io.fabric8.devops.apps	letschat	2.2.69		d29fe2c0acf47c744a0ab407cbbc938371aca448
io.fabric8.devops.apps	letschat	2.2.70		a91883057e41baa2d69d53136fbc24d8085f5788
io.fabric8.devops.apps	letschat	2.2.71		06e6fc7ff15e8428ca8fc84244f164a6ea4b3220
io.fabric8.devops.apps	letschat	2.2.72		66256397adb61982abee8e61ac54fb7e6c47bf92
io.fabric8.devops.apps	letschat	2.2.73		9387151a750e7e1e5b18a2f42bfc22ba034e905c
io.fabric8.devops.apps	letschat	2.2.74		5a9081dac5e1be1980c0a983888cf39f2167fad9
io.fabric8.devops.apps	letschat	2.2.75		b352a919c4678939c9dd3d2273e89a947850ed00
io.fabric8.devops.apps	letschat	2.2.76		ed86122f6fc2a1d2c968aff18f29001cafc6ac17
io.fabric8.devops.apps	letschat	2.2.77		131510db75667ae5698fa40afcd0af57c5e230e1
io.fabric8.devops.apps	letschat	2.2.78		0debf9cb42865dfc95373a5ad0526b8556b7e715
io.fabric8.devops.apps	letschat	2.2.79		d95cbd96283454f31a331a7826968fd33ea54ccf
io.fabric8.devops.apps	letschat	2.2.80		43bae39ba88c3f94d8f86208c89b2b91ca0a6849
io.fabric8.devops.apps	letschat	2.2.81		1de0cde9093ebd24a0840d0de061777d20bd26ba
io.fabric8.devops.apps	letschat	2.2.82		58a9de4b13508f6625fb020d7a2d3670461de791
io.fabric8.devops.apps	letschat	2.2.83		9f2771f0a71c77737043164c66f4b8ad36dc8c45
io.fabric8.devops.apps	letschat	2.2.84		7c1d30a05f3d8e3c924ed5ba2b2a832d9dd3d866
io.fabric8.devops.apps	letschat	2.2.85		6ccc7aec5ea47e9ec1d763e43f5329b7c56f8307
io.fabric8.devops.apps	letschat	2.2.86		1592120a51b6211762043fd5a2bbe2313d59034b
io.fabric8.devops.apps	letschat	2.2.87		834129e985a39706dcef80f90627c2b4cbd509b9
io.fabric8.devops.apps	letschat	2.2.88		28f3672cb86a7bb9d8aba3b01f905ebd65576ed4
io.fabric8.devops.apps	letschat	2.2.89		2940be86c8c79d21ab6baa111fb0a63bb5ac2951
io.fabric8.devops.apps	letschat	2.2.90		d584cad77de8d06b19cbc0f3ae438571fc9821b8
io.fabric8.devops.apps	letschat	2.2.91		c03f039629823ff0d2f1e897d35516310a472c46
io.fabric8.devops.apps	letschat	2.2.92		8e1fd36f384569a984b54037a57a76dd9027c88c
io.fabric8.devops.apps	letschat	2.2.93		ed150a9dde357a421063a28b1bfa84ab0aa878e8
io.fabric8.devops.apps	letschat	2.2.94		56b217812c473da7e29b93221c1fb04b90e238ac
io.fabric8.devops.apps	letschat	2.2.95		d52c18838115765c4b4ed2b1476de4fc8763f9cf
io.fabric8.devops.apps	letschat	2.2.96		77983b53fab6165c206df0c6500b9e1670db5ba3
io.fabric8.devops.apps	letschat	2.2.97		d2519767ef1c18ee3e7135bc75f8d53861e95742
io.fabric8.devops.apps	letschat	2.2.98		af4011e3b7a44e7a6e0c93696808f74cda97c4f4
io.fabric8.devops.apps	letschat	2.2.99		931a5b4e59aba69a1601713963123f0f740f8e90
io.github.er1c	caliban-github-api-client_2.13	0.9.5		e0be2ffe1faa9873e5193f7fbc10777b4953378e
io.github.er1c	caliban-github-api-client_2.13	0.9.5-1		b8a732366abf19f91b0751eca84b596f61fa38ad
io.github.er1c	caliban-github-api-client_2.13	0.9.5-2		38c08381bd57355dd93ff2bcbb7687714a179477
io.github.howardjohn	scanamo-circe_2.12	0.1.0		65351d25ac666a24a7a4f20247392423c652a8b5
io.github.howardjohn	scanamo-circe_2.12	0.2.0		08aa4f1c1b7e06ede870b5d097768160ac1e16d8
io.github.howardjohn	scanamo-circe_2.12	0.2.1		8cf6533ff17d52cefacd38ebc4bbaf65a702bab0
io.github.jefshi	lib-log	1.0.0		N/A
io.github.yuntianhengzhi	spring-boot-starter-redis	0.0.1		d098c0b61c3e76a9e032c07ab1803ba946f02b54
io.micronaut	micronaut-security-session	1.0.0		b81f6ffdab459ef0458de1fe44da5cb85fc77d01
io.micronaut	micronaut-security-session	1.0.0.RC3		29b74d8406022b211512c542056541293aae5269
io.micronaut	micronaut-security-session	1.0.1		59501dd1adae88be54d12c32812e815a5d274fa0
io.micronaut	micronaut-security-session	1.0.2		ac503d14a2d67e83c779eb106c57b6b0db29911b
io.micronaut	micronaut-security-session	1.0.3		0e9315969dc914cd249eeb8e72c17b9e8738cc2e
io.micronaut	micronaut-security-session	1.0.4		c850841a291d77f1fb992c5d80fa6a1dd2ebe91c
io.micronaut	micronaut-security-session	1.0.5		721f9b307740e5f6b6ea2d785a352b1782004fd8
io.micronaut	micronaut-security-session	1.1.0		975b05e3fd0b44df2e6e031af60d61ca9c06a3d4
io.micronaut	micronaut-security-session	1.1.0.M1		bb74bdb355da2122afa34bfd917251c7101b0a39
io.micronaut	micronaut-security-session	1.1.0.M2		9526366dded2a9133162e00310c8b969ec122ca2
io.micronaut	micronaut-security-session	1.1.0.RC1		6d1373a10008a76bf95d6fab8818b1f954404b76
io.micronaut	micronaut-security-session	1.1.0.RC2		f264bac1ee3bfd57756aa48af0a694b19e6a474f
io.micronaut	micronaut-security-session	1.1.1		4c16420d1010c1266f6093965ee2494f8a4547a1
io.micronaut	micronaut-security-session	1.2.0		1cb87a27647ba62c916ff9309d60bb4104fca11a
io.micronaut	micronaut-security-session	1.2.0.RC1		a7d25fa7d527bda48e2602a99e045d90d801a2fe
io.micronaut	micronaut-security-session	1.2.1		07d620eaa2da9ee4cf7bbf52a002d8c498d155e0
io.micronaut	micronaut-security-session	1.2.2		bbd2e548030cc5d38b6ee62293a0c864be2d60e7
io.micronaut	micronaut-security-session	1.2.3		4a78db6051ab1edb51d256e5e210a69a89639b17
io.micronaut	micronaut-security-session	1.3.0		6a3f4840b493c3b6898925caee052fe5fd511e15
io.micronaut	micronaut-security-session	1.3.0.RC1		ffaf4242e1e2a9de7985709aa80d136f4b814262
io.micronaut	micronaut-security-session	1.3.1		688f8d058baceff506463f2bafe007d988aa41d2
io.micronaut	micronaut-security-session	1.3.2		dbe511a7935d3abe0d8f3c9f5c73a42e7f135499
io.micronaut	micronaut-security-session	1.4.0		3ef02930f43c293ae1e3ae03bb04cca21f689d0d
io.micronaut	micronaut-security-session	2.0.0.M1		545ff1e70ed9e0e73c102b29bee71aea43154936
io.micronaut	micronaut-security-session	2.0.0.M2		27d0a12ff18eb57f1ea42b4bdb2f27b0a06c430b
io.quarkiverse.satoken	quarkus-sa-token-oauth2	1.31.1		6f432e9dc4830c907e8085fdfcf2299a1ae7d2ec
io.rivulet	rivulet-maven-extension	1.0.0		1b0d4fcfb51c7649c23c8490a12170a584b8b979
io.segment.analytics.android	countly	1.3.0		74d7a27d3d8f73c43107704e7f3996bfe5ac67e6
io.segment.analytics.android	countly	1.3.1		N/A
io.springboot.ai	spring-ai-retry	1.0.0		e460d45af4a42c7ba40b3086686f27026a15dfbb
io.springboot.ai	spring-ai-retry	1.0.1		47316a0291cbbf35d053b1cb78be60fd9646adf8
io.springboot.ai	spring-ai-retry	1.0.2		0682b78a57f4df81e4ef7cea16a5f9270ddf1baa
io.springboot.ai	spring-ai-retry	1.0.3		d6c06fa7a437cfd87c166112b17ddadaa5b5a4a9
ir.dorantech.stepscounterservice	step_counter_service	1.0.9		N/A
me.mindwind	craft-atom-lock	2.0.1		8ce82a4bf257cf68b356e61a4617bbd82f1813e7
me.mindwind	craft-atom-lock	2.0.2		8d649884a678f73859af1b7d92f1e4f58039b703
me.mindwind	craft-atom-lock	2.0.3		ca6dce40f31ae9d38cce536d80785b3dd1c828ce
me.mindwind	craft-atom-lock	2.0.4		a610c8f1b41fce7ce51e7f1f00066e6e4427b3ff
me.mindwind	craft-atom-lock	2.1.0		ac82aefe80f627b2c7b299d135e77f280fceffd8
me.mindwind	craft-atom-lock	2.1.1		408ba8780a586be427534b96074d0dc587b4c178
org.apache.geode	geode-joptsimple	1.0.0-incubating.M2		ba259c9aa823f78c30da66cb47a01afe9eeee6f5
org.apache.nifi	nifi-hadoop-utils	0.6.0		736d9bc1a84f157e307c586c72cb89758116f82a
org.apache.nifi	nifi-hadoop-utils	0.6.1		c3b7267f27709e170f728e0b2c2f8facc8d933f8
org.apache.nifi	nifi-hadoop-utils	0.7.0		b7022916c2c9f218da312574862340304cdcfaa7
org.apache.nifi	nifi-hadoop-utils	0.7.1		6e6b190f909fbb3ba97097461e7f4eea82db9595
org.apache.nifi	nifi-hadoop-utils	0.7.2		56c65a8ef6820465f1e907f7e88cb86e13c8be50
org.apache.nifi	nifi-hadoop-utils	0.7.3		4875c4b7feea5f774836c8285ff5a0d5498f0f70
org.apache.nifi	nifi-hadoop-utils	0.7.4		e4e4d6e361dec0b2df99b6722fd79a8b0edb18e1
org.apache.nifi	nifi-hadoop-utils	1.0.0		4aa26a875c7a50946f31b8a2c8a4ac04a8eb5279
org.apache.nifi	nifi-hadoop-utils	1.0.0-BETA		13b97f68d4f8375bf61ecb123819b2e846499f9a
org.apache.nifi	nifi-hadoop-utils	1.0.1		f9638aaffe2764904ecdcc1b9a5a4b301f6629a9
org.apache.nifi	nifi-hadoop-utils	1.1.0		f8d5d7059214d95a58ed784747f92fe899f2e956
org.apache.nifi	nifi-hadoop-utils	1.1.1		adc8a903719fdd9fb71b280bc981dc933cd541a2
org.apache.nifi	nifi-hadoop-utils	1.1.2		c82f7530cb4cd428f0bb90ad99d6b0ced7761e2c
org.apache.nifi	nifi-hadoop-utils	1.10.0		4a3fb833f2388d6ae343cc52a21f76ee34761bfd
org.apache.nifi	nifi-hadoop-utils	1.11.0		ae8ee679a53733a5e712a7fc3b8c0abec96eead4
org.apache.nifi	nifi-hadoop-utils	1.11.1		93a596cf9196f923145ed5b7a6b2719c07d2851e
org.apache.nifi	nifi-hadoop-utils	1.11.2		7b0eaab9ed191b68ca61020a9fa5fd4af4d3a5a4
org.apache.nifi	nifi-hadoop-utils	1.11.3		a4e873eda9029f175e930fadc8aee56234d18594
org.apache.nifi	nifi-hadoop-utils	1.11.4		e3dceab032e63a77ead436725f97b3d03f4b875e
org.apache.nifi	nifi-hadoop-utils	1.12.0		cbd8ee972e8476138dcf4a2bd788d45a2a4532c2
org.apache.nifi	nifi-hadoop-utils	1.12.1		b7a5bbe89d08511eee1fe12eca06a3be9f0703f5
org.apache.nifi	nifi-hadoop-utils	1.13.0		4d7543487acb4b68556bf362c8b17f281ac7459c
org.apache.nifi	nifi-hadoop-utils	1.13.1		794c863712a7e650ca84850f0f932b8562e06cee
org.apache.nifi	nifi-hadoop-utils	1.13.2		e5f7eac306fa6c4c37ad725465bc756297dd5475
org.apache.nifi	nifi-hadoop-utils	1.14.0		f578688804da019b2a47412dc27c8994eec1bfd2
org.apache.nifi	nifi-hadoop-utils	1.15.0		1a0660654ef01575bdff13fd1aec0719dffbe266
org.apache.nifi	nifi-hadoop-utils	1.15.1		ab177410227e98cf4610a2d876407648efff88c2
org.apache.nifi	nifi-hadoop-utils	1.15.2		5210443f3fa43879fc737c03156a39721910df75
org.apache.nifi	nifi-hadoop-utils	1.15.3		5d15ef6241d67abfadcdef0e6266e66665bc2800
org.apache.nifi	nifi-hadoop-utils	1.16.0		3832b4ce7d78aec99cbbc9c5934ce95605425689
org.apache.nifi	nifi-hadoop-utils	1.16.1		9d3b45a1326611cea7c4099be62554dbad5b6015
org.apache.nifi	nifi-hadoop-utils	1.16.2		746040166cf57c41956e1791fcb1cc6b605bf9b4
org.apache.nifi	nifi-hadoop-utils	1.16.3		1708ecaa1abf36a753e111340f03b0bce9f83da1
org.apache.nifi	nifi-hadoop-utils	1.17.0		fd630f20d55977629fbd815ca083ab870f889dcb
org.apache.nifi	nifi-hadoop-utils	1.18.0		d01b8080f119dcd4ad5ca8e92c8fac5f3b5e0904
org.apache.nifi	nifi-hadoop-utils	1.19.0		62934d89ea6d01532faa1bed711cf1dad728068a
org.apache.nifi	nifi-hadoop-utils	1.19.1		cb85d79828db2d2e55853d3adbb55adf27773fab
org.apache.nifi	nifi-hadoop-utils	1.2.0		dcf3199c017c48f14f8fcaea1c66cd9888ff96ce
org.apache.nifi	nifi-hadoop-utils	1.20.0		a09c349a11cfa038dccde8784d9a9b7b1e60f494
org.apache.nifi	nifi-hadoop-utils	1.21.0		f848f5f62c7c515f67de2c136ae44c6f41f32c01
org.apache.nifi	nifi-hadoop-utils	1.22.0		01b2bb613a1d49092db87a3a23f245e3fb2d0797
org.apache.nifi	nifi-hadoop-utils	1.23.0		aa37e2314c19b7b77f152e0f7488f775d82c6f53
org.apache.nifi	nifi-hadoop-utils	1.23.1		9b97f82a8e848b35addb3e9e5c25157b4bb2697d
org.apache.nifi	nifi-hadoop-utils	1.23.2		eb239def4f6f7f730ddef75103ababb5f336fd9c
org.apache.nifi	nifi-hadoop-utils	1.24.0		a004b53027be0a54303a7853d69ab9f257891acf
org.apache.nifi	nifi-hadoop-utils	1.25.0		888fa57f906280951f9527213b867fa4cae7d514
org.apache.nifi	nifi-hadoop-utils	1.26.0		37f5eee1b7ba3c262f0b2ba88195d1531204af33
org.apache.nifi	nifi-hadoop-utils	1.27.0		eb7e332a963b9ed758373efe847deb1d1860c8cf
org.apache.nifi	nifi-hadoop-utils	1.28.0		330964721a5438df74e6a63dc19a10be27824d49
org.apache.nifi	nifi-hadoop-utils	1.28.1		72260da6c5f0238adaa9176a724d6ee26d2d85aa
org.apache.nifi	nifi-hadoop-utils	1.3.0		f008d0415c652120d2f01da5845e49ee135ba45b
org.apache.nifi	nifi-hadoop-utils	1.4.0		686655b8be40e7adf60ddf4ee6fca24ad7380c2c
org.apache.nifi	nifi-hadoop-utils	1.5.0		c0436014b1b46c58fdc5ae91d031ffed70a1320d
org.apache.nifi	nifi-hadoop-utils	1.6.0		c68c3d76c12856a17701aaeca1fee0cff21b95f2
org.apache.nifi	nifi-hadoop-utils	1.7.0		1df1e54f1c0283485b530985fae7d3ea3b54c9ed
org.apache.nifi	nifi-hadoop-utils	1.7.1		4be677a1cc63d849619237b50bc5380d7940ebb2
org.apache.nifi	nifi-hadoop-utils	1.8.0		749ae9cb723623569a6f1a87c42792e6dd2d6829
org.apache.nifi	nifi-hadoop-utils	1.9.0		7100db83d6e71c5fbce73d21559974b8fb1a8f53
org.apache.nifi	nifi-hadoop-utils	1.9.1		dea16fb9a53b38d29316ce20a7a55e563846e5ac
org.apache.nifi	nifi-hadoop-utils	1.9.2		9a7cf99790924f1b78a6bfd1dcaedf85a9eaf879
org.apache.nifi	nifi-hadoop-utils	2.0.0		999fb7a3ff099a2e69e3fd42b9dbbc7e3c47b17d
org.apache.nifi	nifi-hadoop-utils	2.0.0-M1		c6acecc697f8262a9c3436ab254ee288104380aa
org.apache.nifi	nifi-hadoop-utils	2.0.0-M2		7c2c81a61e9442d195cc40365d5d25dcc557c26b
org.apache.nifi	nifi-hadoop-utils	2.0.0-M3		7a821e90e3a9906720d0e5ac1d27b821ba869cbc
org.apache.nifi	nifi-hadoop-utils	2.0.0-M4		90b63300e7a380241afa0179337dc1bb483b9e38
org.apache.nifi	nifi-hadoop-utils	2.1.0		b2c9a15efd6111dc2f4e4850b60f641326f9aeb9
org.apache.nifi	nifi-hadoop-utils	2.2.0		923489e27bd996765cd740411f1bf291b8f059fe
org.apache.nifi	nifi-hadoop-utils	2.3.0		59e0e9e3be90ce7bbb22027470485bcc52a2e3d3
org.apache.nifi	nifi-hadoop-utils	2.4.0		1fa036e30492061f51f1a898fb2d5954538cc466
org.apache.shenyu	shenyu-plugin-cache-handler	2.4.3		3839bc3edfbcf8196295e0bce792ffa3d9fc7ae2
org.apache.shenyu	shenyu-plugin-cache-handler	2.5.0		d119c5d4e8b7beebc81c29a0a104068d551c1fb3
org.apache.shenyu	shenyu-plugin-cache-handler	2.5.1		3716df6573e202d42411a31164347992a54c1446
org.apache.shenyu	shenyu-plugin-cache-handler	2.6.0		503830ae8c807e52c6f9ed946502185cdfe0dc7c
org.apache.shenyu	shenyu-plugin-cache-handler	2.6.1		1d8605dde7b78faf248ce8b93ed18f16a5cc165d
org.apache.shenyu	shenyu-plugin-cache-handler	2.7.0		7bfe9457bbcb2f82c6ca887800475ba6515a0a79
org.apache.shenyu	shenyu-plugin-cache-handler	2.7.0.1		9f28b7c0b5c0e011158110f487be8b919c9ca802
org.apache.wayang	wayang-benchmark_2.12	0.6.0		27d18de4c88ebf3fcf94783bd5efce17bd261775
org.apache.wayang	wayang-benchmark_2.12	0.7.0		9a72c0cd21c594ed8cc43ed2f011b8e128a17181
org.apache.wayang	wayang-benchmark_2.12	0.7.1		e8dff1d71cfb89369e9ba2f362f6322fb7fc6da0
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.0		ecacf2c3d15086ff83bf31a952dcaf2acfacfbfb
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.0-M1		10237a309a7f2cbe0e67b22345b922ea0389dde3
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.0-M2		12a51f92a3a4e87b21637a891382b4e911b95721
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.0-M3		ab627d1ef9883889b30fc14c786f1ab3201be91b
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.0-RC1		9139e983e2734a9df8127d6767493c08a5331a5c
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.0-RC2		b8cf73be2a25d9422cb428680874dbad2776c681
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.1		0e720f29eeaeb61d0f7b09673f557ea8fee218a7
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.1-RC1		56111b63952cbae46392dedb3aac91c8f73ee392
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.1-RC2		828bbafdbcd3e37e730f45780ebcbb983410e61e
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.2		2abfa347f5569c4137ebb1ac2ed3f2d459c1994f
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.2-RC1		cdb16343e2b2764692890f707597525696ac81c4
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.2-RC2		6d6ee48677ca28f35b1a0a3d518d3e4be1058833
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.3		4918edab35690a152cef63eb4bf7b09db0f3e5cc
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.3-RC1		c2fb684583639dbe55a83fe534de31eec2442b88
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.4		9d943b9a9c634a04f962f46932eddfa9565eb2f8
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.5		4d9a1f11ef5313779d7e79b66fcb0236a70546a7
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.5-RC1		f9de268dd27b3a597805b6fda2159318ba32b448
org.codehaus.sonar-plugins.java	sonar-java-plugin	1.5-RC2		9cfa6b1a08ab6dbe429d41e7e56197d1f8d6efd8
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.0		5cdbeba994f7da67867dd525f668ec7214a76b2d
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.1		1e2061df740ec62e25b6b9fce89b4c9f840b1bc0
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.1-RC1		c6c53dfd5a6fdbf94b8831ac36c9cee744927a42
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.1-RC2		4d9e7fd0d312c0ec9244d46ef22f6841a3d345b8
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.1-RC3		53f3b8ed103b9104408feca7f51da6395b7cf665
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.1-RC4		9bf78a856ff4885f1f3fed546c37ec872cec8eb4
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.2		e53d3aa14df9c9428a33a45600dbe000090fe729
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.2-RC1		7d0aaf28b7ade2f4b3e5b1a3222017d383686d93
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.2.1		8b4539b4645667d034d35cf95f297a94754c7858
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.3		5b0d46c46133700810c89d772fc1f0bc44db5c04
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.4		788c1af12b52333dc8af7599cf3d7ef44fc31e6e
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.5		f48cc6b7a0bc6c58a3b59c9cda3da27f7db0478e
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.5.1		fd3a854cb9cc4e7bbd36b5c4f221d38ea324cf1e
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.6		66edf4d306b3e4cd9956addaedb5b5fdb69bac18
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.7		81e72f4b25e1f34ecb21516624b1027bd46f84f7
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.8		d7dc441ea6ebdd587b5e4b58e3dfb1174864614e
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.9		19aa047b48227a2172aea9427b9a5be9b1f7a0e4
org.codehaus.sonar-plugins.java	sonar-java-plugin	2.9.1		67e14c0687f9bed3fe269290c7203cb0f90731ae
org.codehaus.sonar-plugins.java	sonar-java-plugin	3.0		efe549a66e760f8539b5ca757249a5af5cb7a2da
org.codehaus.sonar-plugins.java	sonar-java-plugin	3.1		1a8534d1e5571b51d930bc52ef69aa831f333b12
org.codehaus.sonar-plugins.java	sonar-java-plugin	3.2		52dafcef92e67d718ec4e4849a75615f3fe1721a
org.creativescala	doodle-explore_2.12	0.9.0		c03c4f5ecb429fa59749b0905f434473b49e7636
org.creativescala	doodle-explore_2.12	0.9.10		eb1f31523de08896e308e3557630327e64a0a0f6
org.creativescala	doodle-explore_2.12	0.9.11		605b7937660c2d81a4722fde53443e70aed72688
org.creativescala	doodle-explore_2.12	0.9.12		7fda133100dca22f3fdc8d73aa7c7b524e560e82
org.creativescala	doodle-explore_2.12	0.9.13		a9f8a02aa5ba3da0600e7c792c24600c954066b4
org.creativescala	doodle-explore_2.12	0.9.14		9ae767f9188485a7def2a3ae3af3a1282e9ffb0d
org.creativescala	doodle-explore_2.12	0.9.15		607afaf0c4dc3134fcbbef1b81a64a0ea0cfd915
org.creativescala	doodle-explore_2.12	0.9.16		51ec4da13710c3c8819ca279b7622c62339cefc1
org.creativescala	doodle-explore_2.12	0.9.17		7e4244a99710abdaebcd1e7b3d1d366577f80245
org.creativescala	doodle-explore_2.12	0.9.18		135333d1eb2c3fcb919e6f1ed1c6a1893578c1e4
org.creativescala	doodle-explore_2.12	0.9.19		529df1843d57e710c5b35769630e0847401fb924
org.creativescala	doodle-explore_2.12	0.9.2		c742f4ee8f9e9d8dae04c35dc4f4d296adfe4465
org.creativescala	doodle-explore_2.12	0.9.20		f067cc4ef63e45d3e0c4f21522ea16ecd0cfb6e5
org.creativescala	doodle-explore_2.12	0.9.21		9b3ff9e06394cec81ec88e259d090e43abcdeeb8
org.creativescala	doodle-explore_2.12	0.9.3		871f53a85d46020283286e3b01e559446a5dc575
org.creativescala	doodle-explore_2.12	0.9.4		51d18028b808888873dcdd03424329f9f6b9607a
org.creativescala	doodle-explore_2.12	0.9.5		5467666ae4f70bd941ef3542e1fccb721d4cbfa3
org.creativescala	doodle-explore_2.12	0.9.6		a6382564ea11d126dcc2e22d76fb2b08a55bb9dc
org.creativescala	doodle-explore_2.12	0.9.7		d6b3d4b29d4650bda4f6d46ef5a1dd97367cbea6
org.creativescala	doodle-explore_2.12	0.9.8		1cff39764e28ba466d649929e66bd8250635fa5e
org.creativescala	doodle-explore_2.12	0.9.9		d057caaa1c091dc8acc603864fc0b3e12cbdf99c
org.danbrough	klog-linuxarm64	0.0.1		N/A
