at.released.wasm-sqlite-driver	sqlite-wasm-emscripten-aot-349-jvm	0.7		4247928b49288a749adfbd8753b409be2f6bcafe
io.openliberty.features	jdbc-4.2	24.0.0.9		N/A
io.openliberty.features	jdbc-4.2	25.0.0.1		N/A
io.openliberty.features	jdbc-4.2	25.0.0.2		N/A
io.openliberty.features	jdbc-4.2	25.0.0.3		N/A
io.openliberty.features	jdbc-4.2	25.0.0.4		N/A
io.oss84.geotools	gt-geojson	24.2		e1b8482cea73df2494652d10ab98cfbbccc98282
io.oss84.geotools	gt-geojson	24.2-oss84-1		7dd638e59560af39077f6dab7083d1de495acf4a
io.thorntail.testsuite	testsuite-jmx-remote-management	2.0.0.Final		358b2eb68c66d3e9bcbf6f613efa1f053026713f
io.thorntail.testsuite	testsuite-jmx-remote-management	2.1.0.Final		6c4d52aaa9a9e4226095ac7a16627e37fc636929
io.thorntail.testsuite	testsuite-jmx-remote-management	2.2.0.Final		6152e65e368f58ab5a0a3a79caa2edd318a1a9c5
io.thorntail.testsuite	testsuite-jmx-remote-management	2.2.1.Final		7a53fbc84b6805c540bc72114bebf3fab6bce429
me.laoyuyu.keepassa	KPAFrame	0.0.5		N/A
me.laoyuyu.keepassa	KPAFrame	0.1.5		N/A
me.laoyuyu.keepassa	KPAFrame	0.1.6		N/A
me.laoyuyu.keepassa	KPAFrame	0.1.7		N/A
me.laoyuyu.keepassa	KPAFrame	0.2.0		N/A
me.laoyuyu.keepassa	KPAFrame	0.2.1		N/A
me.laoyuyu.keepassa	KPAFrame	0.2.2		N/A
me.laoyuyu.keepassa	KPAFrame	0.2.5		1316a655c8ec24fd5fc40aacaa468a2e779fef37
me.laoyuyu.keepassa	KPAFrame	0.2.9		5db5ba4f65692c09e77e57f0237e54df868ac7f8
me.laoyuyu.keepassa	KPAFrame	0.3.0		N/A
me.laoyuyu.keepassa	KPAFrame	0.3.2		N/A
me.laoyuyu.keepassa	KPAFrame	0.3.3		N/A
me.laoyuyu.keepassa	KPAFrame	0.4.0		N/A
me.omico.gradm	gradm-runtime	1.0.0		43089cdeae1b45ba568861654fe31f5c372b6f65
me.omico.gradm	gradm-runtime	1.1.0		fd79a0b8a7f62f0b32f1430eb4ccd3a44d4fadcf
me.omico.gradm	gradm-runtime	1.2.0		495d8f81b9d9b3274a13e51798a26c2b9dd6a414
me.omico.gradm	gradm-runtime	1.3.0		bf7db07bda4111357355f538843d6c815da5be2e
me.omico.gradm	gradm-runtime	1.4.0		e591261452d4b1c2809757ea8927e1e6de530c5e
me.omico.gradm	gradm-runtime	1.5.0		bfdd45e5b041238e2f60b4235f2086e36ab5285e
me.omico.gradm	gradm-runtime	1.6.0		84b39cdaad0de47616735a2e4c131a910d621f78
me.omico.gradm	gradm-runtime	1.7.0		6cd4a95b05bf4026a127d597e6fbc29756a34685
me.omico.gradm	gradm-runtime	2.0.0		269112be9d216389c693f20327516536c1be9e4e
me.omico.gradm	gradm-runtime	2.1.0		c245a9dc5bcf42addd0215df0810d212de76c869
me.omico.gradm	gradm-runtime	2.2.0		ed12a41a3ef22fccff3adb25cef9d77f3d04ed06
me.omico.gradm	gradm-runtime	2.3.0		9bf2c68f482fef47d881b889da7b9adfb577652a
me.omico.gradm	gradm-runtime	2.4.0		fd0ca45482b4da0205af919428f080744d88c4f9
me.omico.gradm	gradm-runtime	2.5.0		a1e1d3fe6172fe2ec668f9111e6167d135474147
me.omico.gradm	gradm-runtime	2.6.0		8699418d4cba9cb89067c20a3c62163c97b6a6fd
me.omico.gradm	gradm-runtime	3.0.0		b470fbf4611248db962931cd1fecfd1e00bdaa0a
me.omico.gradm	gradm-runtime	3.1.0		84f7117c23bf01147f8fcd209529b56ffe3648da
me.omico.gradm	gradm-runtime	3.1.1		79c81bfe4252616969d128c7c9619b84d521097b
me.omico.gradm	gradm-runtime	3.1.2		2a4b88f39c6362b89da3e716ce396c5479f93787
me.omico.gradm	gradm-runtime	3.2.0		6e1ecfa967150331a88950666c4af0c1df950909
me.omico.gradm	gradm-runtime	3.2.1		2aea44e62e16dfa3e87827ee94283b7b89ecabf4
me.omico.gradm	gradm-runtime	3.3.0		3680fec8a96bac1a4f64094d61b235b39989a6dc
me.omico.gradm	gradm-runtime	3.3.1		3a7821903ea2eac4eeed6272ca24faf38d239fd3
me.omico.gradm	gradm-runtime	3.3.2		cdf9d0b70f3ae9f7154f2430d3b9e3022973205b
me.saket.extendedspans	extendedspans	1.0.0		N/A
me.saket.extendedspans	extendedspans	1.0.0	release-sources	fa48bd7b5c85ef63bf21083a1a5ae0216c780a01
me.saket.extendedspans	extendedspans	1.1.0		N/A
me.saket.extendedspans	extendedspans	1.1.0	release-sources	95845c073dee28d6c86847cf21cf9fd09ddc789a
me.saket.extendedspans	extendedspans	1.3.0		N/A
me.saket.extendedspans	extendedspans	1.4.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0-RC1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0-RC2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0-RC3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0-RC4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0-RC5		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.0.0-RC6		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.1.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.1.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.1.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.1.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.1.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.2.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.2.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.2.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.2.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.2.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.5		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.6		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.7		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	2.3.8		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.0.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.0.0-beta1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.0.0-beta2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.0.0-beta3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.1.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.10.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.10.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.10.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.10.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.10.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.2.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.3.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.3.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.4.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.4.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.5.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.5.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.6.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.6.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.6.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.7.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.7.0-beta1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.7.0-beta2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.7.0-beta3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.7.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.7.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.8.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	3.9.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.0.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.0.0-RC1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.0.0-RC2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.0.0-beta1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.0.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.1.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.1.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.10.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.11.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.11.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.11.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.12.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.12.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.12.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.12.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.13.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.13.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.13.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.13.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.13.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.13.5		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.14.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.14.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.14.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.14.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.14.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.15.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.15.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.5		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.6		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.2.7		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.10		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.11		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.12		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.4		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.5		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.6		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.7		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.8		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.3.9		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.4.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.5.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.5.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.6.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.6.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.6.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.7.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.7.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.7.2		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.7.3		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.8.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.8.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.9.0		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.9.1		N/A
net.folivo	trixnity-applicationserviceapi-server-linuxx64	4.9.2		N/A
net.intelie.live	liverig-witsml	2.23.0		cf72045545211356e037324f1e59a4e5d525871b
net.intelie.live	liverig-witsml	2.24.0		c1c3ccced4d6c7f2b34bcc4153bd3096b92df2e6
net.xdob.springframework.boot	spring-boot-starter-oauth2-resource-server	2.7.18		0704b671be52e5f67ad0d63e90cecbb662a6e518
net.xdob.springframework.boot	spring-boot-starter-oauth2-resource-server	2.7.19		fd62d33436b75d12aa65901e8f1768ef86e60231
net.xdob.springframework.boot	spring-boot-starter-oauth2-resource-server	2.7.20		a5f1abb1c4606b295e2b6679158ffb3dfa52ee33
net.xdob.springframework.boot	spring-boot-starter-oauth2-resource-server	2.7.21		b533ac6a526f26043cfd2c2336142bd68044621a
org.apache.aries.jmx	org.apache.aries.jmx.api	0.1-incubating		a6c9ca45cb34a9b498daefd190485208cc48d6f9
org.apache.aries.jmx	org.apache.aries.jmx.api	0.2-incubating		6661ad8baec24d5822f445aa59597bb1161aae40
org.apache.aries.jmx	org.apache.aries.jmx.api	0.3		d7fa34baab7c569c3184987bf6b4882da394a775
org.apache.aries.jmx	org.apache.aries.jmx.api	1.0.0		cf992613c30d98b162295ae7829ce28ef119e872
org.apache.aries.jmx	org.apache.aries.jmx.api	1.1.0		fdde443a7c653db5e596981caec82cec4d25e928
org.apache.aries.jmx	org.apache.aries.jmx.api	1.1.1		1a69943207420549a34c900090a23e43328cf44e
org.apache.aries.jmx	org.apache.aries.jmx.api	1.1.5		d75e9f12d1aa9dcdace9aad43d1204835a52416d
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.11.0		3321691b858a5aa2af7f902b5dbb9a7305187a3a
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.12.0		230d3d78eb7b05673934d52dd18e482b537da59b
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.13.0		363d15c4809c13f2a703f3e12c4869d0cdab74e1
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.13.1		655b33e3826175912428aa0a561d8e1e7c788919
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.13.2		5d7927b6b5d72dbd120cbe6e7d657e8aacb1678b
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.13.3		d3d0d72febcf877f866c7308facc9c43b7981c2d
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.14.0		5f7234a420785f8bc1ef77ac365851aa7d802055
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.15.0		6bbe52f8111da3fcb7fb4c6191c48d5df450189f
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	2.16.0		737980898e434fb2b1fe15a3f8f7ed1fd85b5bac
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.0.0-M1		0a7bb8199f69eaf0c0e18c3388e9586c40e43926
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.0.0-M2		57a933984bfadd17ce21cf71068ed915ca250fe0
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.0.0-RC1		eb48b05f568aaef18e4dd3b2c89b94456198f198
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.0.0-RC2		ecf6e47a1b3abfaf2674402668b7dc380dbdd271
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.10.0		3db69dcc94509c407937f6f6479e73d2dfba2981
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.11.0		3ef8d110f1b7d131797eb6922ab1f99e5731aba8
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.12.0		401d1941548033f895b14caf6a2ac0c47b82db22
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.13.0		9bd2d614dd38edaa36e9d67e7f9a7bd4db1a61d8
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.15.0		e72dc6326784122cd094edd955ed69cfc3819908
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.15.1		a119b8056395056c703e221011ba26dda6c266fc
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.15.2		0b25d5fb932a71b67be91d9bd85ad3b4e59c7b1d
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.15.3		ccfe4fe935c246fd6e6c5a0ebd68e260b8a32d86
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.16.0		e2fa11f7da50659369c85f119921e59f7d12c699
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.17.0		556807417f823c006e1689003a18f6497c66dddb
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.18.0		ba1697fc73b31a25e8013cf0532df080eb9929c3
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.19.0		8ced08c320a8c93084087d74c41a83bf08a5d841
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.2.0		86999453f52ccd0d20f97124442afd2456085b8d
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.2.1		27bd56e2fc5e8646295cfe18fe5aff59027309cd
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.2.2		9f22b6011e06207f5e2ac1ac1039ced4ba2931c9
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.2.3		626f14250963f5b79e03e265f272d5002b74a891
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.20.0		3e9b72bd8e11a011614a5e54d6c8ea7502888034
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.22.0		7a51563c8f356d8828fe50056e4bc8a6af72f4ee
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.4.0		7ba2fc81f7a38b6be10a971a4bc014b1af486b7b
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.5.0		f78145e6ebed65927effa0c0c6d66ba980b49a5b
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.6.0		92dba2df4b07c57013aef874c975c25160749b6b
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.7.0		e35cf5c9e97d065aab1c2a42311d2fa63a45dd4d
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.8.0		1152edba71573e931f9484a8fd21751717d0700d
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.8.1		c82fb77ade295253064c7c0ec082dda87069c00c
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.8.2		5c5f173cb1a8a4a8ea59758f2b1486578ebe0450
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.8.3		40f57d2e065fa5639bca594a856f2b9d8ae0c43f
org.apache.camel.quarkus	camel-quarkus-integration-test-hashicorp-vault	3.9.0		e9ef65aa581f3845511f3a869598b8c3b077a0d2
org.apache.cassandra.deps	avro	1.4.0-cassandra-1		eca76e00f897461f95bbb085f67936417ae03825
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.3.0		31145b3ec22c1cc687d947e633e8b82a4994a891
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.3.2		b505539e5aac25af1d1d3cfce4a82d205fb984e2
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.4.0		21ef1fe5e44b3b2be04fd8458248a716a53628dc
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.6.0		cb50ddd12fdcc72824a41a5ef0dbc7f54c48eeac
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.6.1		0abe6d1ade5133bb6af023ec94f06366a17abf51
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.6.2		5c8f3b56aa2db2e9857749d03c5bce85a8bd4d45
org.apache.cxf.xjcplugins	cxf-xjc-pl	2.7.0		af54c2c5c4f959e124e35dd471c175bf7ebcc673
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.0.0		c8b21341a01b6cc0c13b52a8dd4cdcc2543f831a
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.0.1		7a3a616c81fe8dc7bb2a05ce358a08063bbacf24
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.0.2		3ad47d2a4c7ae53ad0e618f63a2eb35670fcc7a5
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.0.3		00dbe0fa51a250f9a65a697d38766dd94ef7f7f9
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.0.4		c2beb71b787bd8265e88caed7ef454f5710b060a
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.0.5		5f78c9d76c4c515ee8b685ab335ab6f35cc60251
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.1.0		f8876ca7bb2513cfb8e065ee96754debf23d1d30
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.2.0		5ca90d366bd3aa192c0ad1efb2ae632d3f0417f9
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.2.1		a1206d875eb6c6d885f4a385f58da53a44946ab9
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.2.2		72b643819ece0f1ed9ac200dd7e24dc8ee0ba2f4
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.2.3		900cfc7cf9b9f582635806f0c19d15d98ced3769
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.3.0		a5af2e7f70d3dd08a59bd1e8ec5c9e3e0ce9a79b
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.3.1		da57be26d8246ed373273e67878b79a74561b003
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.3.2		3b155c927d362c76b0e6b3bfb7ce94d2bd13b508
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.3.3		4ba6c93fed19ff1e486ffd31c51036fdcaf6a4d6
org.apache.cxf.xjcplugins	cxf-xjc-pl	3.3.4		1e70fab5da6a5918814083a5855349258e08f499
org.apache.cxf.xjcplugins	cxf-xjc-pl	4.0.0		4de07e7896a246e07c4c94935e3f89cc65629678
org.apache.cxf.xjcplugins	cxf-xjc-pl	4.0.1		99de98cf59b8897a0f294215d0d80fcb130a8168
org.apache.cxf.xjcplugins	cxf-xjc-pl	4.0.2		7bb6cfe4afd9800e6dced783951305b1bc008405
org.apache.cxf.xjcplugins	cxf-xjc-pl	4.1.0		34e7423810ddf65ebab6d4f83933acf5a09c7783
org.apache.stratos	cep-features	4.1.0		N/A
org.apache.stratos	cep-features	4.1.1		N/A
org.apache.stratos	cep-features	4.1.2		N/A
org.apache.stratos	cep-features	4.1.3		N/A
org.apache.stratos	cep-features	4.1.4		N/A
org.apache.stratos	cep-features	4.1.5		N/A
org.apache.stratos	cep-features	4.1.6		N/A
org.apache.unomi	unomi-groovy-actions-services	1.5.0		a1b803a6154c2a9084374df944d9185c1eab8ce3
org.apache.unomi	unomi-groovy-actions-services	1.5.1		2f811d68346612fb419e304f24519e4ff846759e
org.apache.unomi	unomi-groovy-actions-services	1.5.2		645da29316e8829f1e790e27e471c20343e3f07d
org.apache.unomi	unomi-groovy-actions-services	1.5.3		e9cd7f0dd918b5deb604ebce3c58b7dd673190b6
org.apache.unomi	unomi-groovy-actions-services	1.5.4		25f24c80683eec9058c766779b22e311e804d2ba
org.apache.unomi	unomi-groovy-actions-services	1.5.5		7aa2d342c531bea273390626af99a807261d81c5
org.apache.unomi	unomi-groovy-actions-services	1.5.6		2e56328fa3d003b4f18baa897740a66d4a02b20e
org.apache.unomi	unomi-groovy-actions-services	1.5.7		209e211abbac0b46e9cfbe69acf07506e02f5746
org.apache.unomi	unomi-groovy-actions-services	1.6.0		e55c229a36952e4a25c87ac6c2bd06a6aff01658
org.apache.unomi	unomi-groovy-actions-services	1.6.1		5f83598f477b94073e0496e7276aae2578812bee
org.apache.unomi	unomi-groovy-actions-services	1.7.0		6578929193d15da39f6f82f3ebf2a3cc6bea6949
org.apache.unomi	unomi-groovy-actions-services	1.7.1		eb1253e4e82ffb4fa987fba8f8c2c695b6113fb8
org.apache.unomi	unomi-groovy-actions-services	1.8.0		4b19cd974806acf49b79a30cc696480b6a06665b
org.apache.unomi	unomi-groovy-actions-services	1.9.0		c33f8327b67827318b910d12057eacda3a6722f5
org.apache.unomi	unomi-groovy-actions-services	1.9.1		10dfacaec7943a1b6691f7eb9fa34e15652f84e5
org.apache.unomi	unomi-groovy-actions-services	2.0.0		42c2a177cded700980c3689a4fd6e5367c1bb4d0
org.apache.unomi	unomi-groovy-actions-services	2.1.0		1bdbeeb74f29345698fce192305bd1fb29783c15
org.apache.unomi	unomi-groovy-actions-services	2.2.0		27739b96bcb19bcb1254ea57f63b06899d479b68
org.apache.unomi	unomi-groovy-actions-services	2.3.0		49abfd4d60cef3543d367d13ff21645511577f79
org.apache.unomi	unomi-groovy-actions-services	2.4.0		a156f0f16a3463dfea71e02942da3f63c560ac82
org.apache.unomi	unomi-groovy-actions-services	2.5.0		d6e3b04af5e8fca63b8f01f77264c1b258b9bf2f
org.apache.unomi	unomi-groovy-actions-services	2.6.0		1634ed59598162237a58ac616b6f18dbd24164dd
org.apache.unomi	unomi-groovy-actions-services	2.6.1		5035d919f0bd88cce971cd318276fcdd2105c64e
org.codehaus.groovy.maven.archetypes	gmaven-archetype-basic	1.0		66e45994e60c35e4f2ed29e5474cf27e43d6665f
org.codehaus.groovy.maven.archetypes	gmaven-archetype-basic	1.0-rc-1		dae886f89b91c1d297c66d34a3b4c5e846035f60
org.codehaus.groovy.maven.archetypes	gmaven-archetype-basic	1.0-rc-2		adaf607f87710d721d00a26eaa11f2f635c81b6b
org.codehaus.groovy.maven.archetypes	gmaven-archetype-basic	1.0-rc-3		3ce649221447008f5b49a08dfbdb895ff401d22d
org.codehaus.groovy.maven.archetypes	gmaven-archetype-basic	1.0-rc-4		887722c7e8a9824a5b822e0cc6b1f4e2c8b697c7
