app.summation.android	android-client	1.0		dc884fb9892f5da325b9374ee24cae05f9ed1169
dev.gitlive	firebase-functions-iosx64	1.6.0		N/A
dev.gitlive	firebase-functions-iosx64	1.6.1		N/A
dev.gitlive	firebase-functions-iosx64	1.6.2		N/A
dev.gitlive	firebase-functions-iosx64	1.7.0		N/A
dev.gitlive	firebase-functions-iosx64	1.7.1		N/A
dev.gitlive	firebase-functions-iosx64	1.7.2		N/A
dev.gitlive	firebase-functions-iosx64	1.8.0		N/A
dev.gitlive	firebase-functions-iosx64	1.8.0	metadata	22648d586b400573b358ed1fcf4581945b7374e8
dev.gitlive	firebase-functions-iosx64	1.8.1		N/A
dev.gitlive	firebase-functions-iosx64	1.8.1	metadata	c9dcbee63307da5d5abdd2694859eafac66e2008
dev.gitlive	firebase-functions-iosx64	1.8.2		N/A
dev.gitlive	firebase-functions-iosx64	1.8.2	metadata	9d3b16e82eaca11da2765f96cff6faf4f84cf99c
dev.gitlive	firebase-functions-iosx64	1.9.0		N/A
dev.gitlive	firebase-functions-iosx64	1.9.0	metadata	93843b62ea40459d6576ea4a22122ee01bbfc0eb
dev.gitlive	firebase-functions-iosx64	2.0.0		N/A
dev.gitlive	firebase-functions-iosx64	2.0.0	metadata	e38b45eb974245216b5739719fa4e4f04ea0bef9
dev.gitlive	firebase-functions-iosx64	2.1.0		N/A
dev.gitlive	firebase-functions-iosx64	2.1.0	metadata	94c1ad084f488896d48e1d2e32d65f468b5d09c9
dev.mauch.spark.dfio	core-spark-2.4_2.12	0.0.10		1e9bfe553a511d60d1019765e299d3520bc04ce6
dev.mauch.spark.dfio	core-spark-2.4_2.12	0.0.6		091ab00bbf182d17ec7dbc07c2a93f1c30685a68
dev.mauch.spark.dfio	core-spark-2.4_2.12	0.0.7		42e978e6bf5b94215991dbdfc3367c418c08b45c
dev.mauch.spark.dfio	core-spark-2.4_2.12	0.0.8		42e978e6bf5b94215991dbdfc3367c418c08b45c
dev.zio	zio-aws-iotjobsdataplane_3	5.17.102.7		74941aef4ddb3d36ce7e3694ed22965dcdb47473
dev.zio	zio-aws-iotjobsdataplane_3	5.17.102.8		603e6f9211113ed0228879c5ff2e436139fdcf37
dev.zio	zio-aws-iotjobsdataplane_3	5.17.102.9		2d77c8c9b3ca4304e02e5cf1863e723f06accd3e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.103.1		417766493f487a5beb5706d1da804831a2476144
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.1		4ee85adcbf61775e94627519faab452f3c340003
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.10		674efe7d475009ba4944aff2f859cf30f9e8e918
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.11		295c7c5e2adac82817c3e07754ec530c6e44c2ed
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.12		b7b4e16c80b7d8a9d68c1d77486e77ce09845453
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.13		9480b648b25f7f887e7a7c3276f3cd6511362751
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.2		a9ccf2fc28edd9844072bece0d544e851704b498
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.3		8cc62b14e880a08a802c0d9ce4badc3e0b5de775
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.4		efe7682a2ec971ef8c7454b0ce3cfc8b416ddae4
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.5		5a77f9a7d36c9d3c08c6f07501ce8347950d14b8
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.7		4d0d270140abddde4db92353b39b9f1a6d9d174d
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.8		64f28c507dfa8e3896911613442bd24dc9f25ee7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.104.9		49e82090b6253e9aa7543ec3a5c84f9fc6d325f7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.112.1		a9f72a474ec393652c515798b5df0a5e9a6c1d08
dev.zio	zio-aws-iotjobsdataplane_3	5.17.113.1		8bef66e8a18a6c503dc44d557e3def7dc1736409
dev.zio	zio-aws-iotjobsdataplane_3	5.17.115.1		36dedc9fcd77fdb6047162d7511307c483aad34e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.116.1		4a5381dc4a9231df061f3754215a021b72bfa378
dev.zio	zio-aws-iotjobsdataplane_3	5.17.116.2		81b3b6aa1660700ae1d556636672af1f1cdca4de
dev.zio	zio-aws-iotjobsdataplane_3	5.17.121.2		0104a0a37b3186938bedb19fb5f195b264d1cf89
dev.zio	zio-aws-iotjobsdataplane_3	5.17.121.3		eb883a568e8235680f9a07b21ed4d8db07e36ba3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.122.1		9df05e59017fa2591739afad214739539a06306d
dev.zio	zio-aws-iotjobsdataplane_3	5.17.123.1		769c17b7fa1d5d4dc183653e8d5fd524f5d87988
dev.zio	zio-aws-iotjobsdataplane_3	5.17.123.2		d8506a356e9ae5aa60338c88be1c6ba5407cb08f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.124.1		80ee284a308ccffd2a1a73cce49a036383604537
dev.zio	zio-aws-iotjobsdataplane_3	5.17.124.2		8ef4601d15b73b623ec850651c141829aa283520
dev.zio	zio-aws-iotjobsdataplane_3	5.17.124.3		75a034d1a9f5c946ee943369e3cafb28ba4678e7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.125.1		6959726bc963ff8b234c0c1096c68c5e936c6c5b
dev.zio	zio-aws-iotjobsdataplane_3	5.17.126.1		8025a73bc505cbe210a9fb5705d8ca6e875da654
dev.zio	zio-aws-iotjobsdataplane_3	5.17.126.2		c81eb2b48972ed7298f0429e1b9a641c5d839806
dev.zio	zio-aws-iotjobsdataplane_3	5.17.127.1		febfcdbd3bac606a3efcc31db2637c5479814c0e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.127.2		8ca9e82d85940c60800286730b933cfe7fd05b24
dev.zio	zio-aws-iotjobsdataplane_3	5.17.128.1		f940ea48e9b66865cfb3aaf7c4e1588e58fec802
dev.zio	zio-aws-iotjobsdataplane_3	5.17.129.1		3ef8b6a2198d4a8cc32834f073eb539cf021d671
dev.zio	zio-aws-iotjobsdataplane_3	5.17.129.2		10596d19fa37ea983a4e8500fe6a0fea3ba94423
dev.zio	zio-aws-iotjobsdataplane_3	5.17.129.3		b2b66376e29a2ca4b5509b93f3df44b5450488f8
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.1		68324ce6e2edf489402a1bb256ae39c982a1ce72
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.2		e19d439d22e08b18066151f8dccec9a6cc92ac4f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.3		8ad3991a2891da7bf19092b413caa973443c9b8f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.5		5d18395ced3c6ce2d5f09ff2f675abf16028d82d
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.6		978507ca0c232fd2fbcd6ef7e7ae470ff0e7afa0
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.7		d6c338443b439aa59302772d1831edab1d06a3fa
dev.zio	zio-aws-iotjobsdataplane_3	5.17.130.8		e3c06456efb1a11736e67349e416d07cd4e62e2b
dev.zio	zio-aws-iotjobsdataplane_3	5.17.144.1		7660e3feb2890c668538dd6f77fc1237eed68b98
dev.zio	zio-aws-iotjobsdataplane_3	5.17.145.1		2e31f6297ce0d429db36bf9de5da4a2718445bed
dev.zio	zio-aws-iotjobsdataplane_3	5.17.146.1		c9ea40901a1d7b75183d49758614fcc4b041f41f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.146.2		73916f9ef8895f7b545803bb78921f31f4eb389f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.147.1		fd79c5d18e45d7b32a3ebf1c401a2e8ca4f6bd33
dev.zio	zio-aws-iotjobsdataplane_3	5.17.148.1		161405329267b0ff61dec76a1f9cc7a0e30653d7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.149.1		7ce1cfe512b77ab149588cbb9d3d36a6578610b1
dev.zio	zio-aws-iotjobsdataplane_3	5.17.150.1		ee7c9516bc64df7b189a5fc3160d2c99d5ec42dc
dev.zio	zio-aws-iotjobsdataplane_3	5.17.151.1		5b5534f74f854c9f38591829e0135f7e945bbc12
dev.zio	zio-aws-iotjobsdataplane_3	5.17.151.2		6564057b4e72f82085d9292a2bf55387c9a7381e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.152.1		39446c4daf812f4110f11fe1d531453d3583465c
dev.zio	zio-aws-iotjobsdataplane_3	5.17.153.1		b50ea6afc98f0585e78fdf30b499c9081b9cd6ce
dev.zio	zio-aws-iotjobsdataplane_3	5.17.153.2		c40392c93f3311504ab41f95bfaea7b7c78de80b
dev.zio	zio-aws-iotjobsdataplane_3	5.17.153.3		7d17264db330a354220ad950520a59a613789db3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.154.1		73d7132df094990ad7ec4b823c57e559650c393a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.155.1		afb033bbbc07090b8a6254d058d2e3773410b8d7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.155.2		266d96e22d840b19cd58ab63a7b0e47366741b45
dev.zio	zio-aws-iotjobsdataplane_3	5.17.157.1		10b118b2563f1e90e4c585b829aac6fb113d9c45
dev.zio	zio-aws-iotjobsdataplane_3	5.17.157.2		c84a283f0c1b0172a6fafc1380eadb584bdd54a1
dev.zio	zio-aws-iotjobsdataplane_3	5.17.158.1		3fa6452ae0d8922d2b9ece4fe8cedd94b91d7ef7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.158.2		79c24036ba8b639c81249160e6e77c8fa16361c9
dev.zio	zio-aws-iotjobsdataplane_3	5.17.158.3		085e0a0694ae10db519e23c6cb1a42b385738ec1
dev.zio	zio-aws-iotjobsdataplane_3	5.17.158.4		f95ec9435e39299ea7d1637dd5aed58db9bef8c3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.160.1		114b7a2b623fb3d0a344a8320e2361b92dbebea7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.161.1		ff19eec42df3c7d4423a976cee80684411777f2e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.161.2		fc16b24662b3d5a45a72a9f79d63e003c2ba387a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.162.1		8df9606ed0800bbe913c4038fbaa2da8ff99f636
dev.zio	zio-aws-iotjobsdataplane_3	5.17.162.2		bd15c014b2a0b4b87b240451f13c2de3cfefdb85
dev.zio	zio-aws-iotjobsdataplane_3	5.17.162.3		24803d4bb433daea6b1d3fe2bf5ac37ee89a6fa4
dev.zio	zio-aws-iotjobsdataplane_3	5.17.163.1		52fed42f86972ddcbec2f6f793f8094bb87eeeaa
dev.zio	zio-aws-iotjobsdataplane_3	5.17.164.1		fb068e75426349de0c8defcd8327d927e01cf5cb
dev.zio	zio-aws-iotjobsdataplane_3	5.17.166.1		f9ba12e132988f4ecc946ec7ebe9f512df75a398
dev.zio	zio-aws-iotjobsdataplane_3	5.17.166.2		70f0eec1b3b1382ad3cfade41989caac41947d2f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.166.3		418780759802174372e68b199b916e74fa4df788
dev.zio	zio-aws-iotjobsdataplane_3	5.17.167.1		35e17d6b4c254f17099f4a406ecf8fe699eaf43e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.168.1		aff5a13050721af97f1a7cccc4ee355f8a01ffb6
dev.zio	zio-aws-iotjobsdataplane_3	5.17.169.1		f99f8618cb0499d72ef0d6168e2867b8f38cc218
dev.zio	zio-aws-iotjobsdataplane_3	5.17.170.1		54d1aa6551245d954c0da5f3c21d3fb34e7a7b4b
dev.zio	zio-aws-iotjobsdataplane_3	5.17.171.1		a263de5f0ca03d450864514113e19c4b38405752
dev.zio	zio-aws-iotjobsdataplane_3	5.17.172.1		3419eb1ab828df0d44681c614803386144aee879
dev.zio	zio-aws-iotjobsdataplane_3	5.17.172.2		201ef2bfc7595f60dd0a418dc8de311d2541db8a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.174.1		0bb7d44756dda92ccc7abd78f17766c9c4fce0c6
dev.zio	zio-aws-iotjobsdataplane_3	5.17.175.1		d49d58335a534cebb93e66cb05b032757e9b328f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.176.1		9023e42555c5dd662049e26bc517960c9ac98552
dev.zio	zio-aws-iotjobsdataplane_3	5.17.176.2		c3b62576ba535ee684be57497fc149ae6663a33d
dev.zio	zio-aws-iotjobsdataplane_3	5.17.177.1		34bbfa5a6700f53496377bcbc5a5d2084e3ddaaf
dev.zio	zio-aws-iotjobsdataplane_3	5.17.178.1		b16483e152af11212f2ba6362d2f0b2f2863c909
dev.zio	zio-aws-iotjobsdataplane_3	5.17.181.1		78a438d21d384cdb25c3b1cf7a9f299f43656498
dev.zio	zio-aws-iotjobsdataplane_3	5.17.182.1		0a4409fef727ae60db00e25d6ba8935e54747bb1
dev.zio	zio-aws-iotjobsdataplane_3	5.17.183.1		5104948a22888b1c3bc62c0503b576a12ddff488
dev.zio	zio-aws-iotjobsdataplane_3	5.17.184.1		823c1c26bb489d2218893ec8085476d8fdf8a0f5
dev.zio	zio-aws-iotjobsdataplane_3	5.17.186.1		412e0e85bf7e7f7653c1ad0e0c8ec81d29348ff3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.187.1		df533cd7beaa53f805a4da3f9964dd7c5906c72e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.188.1		d5942df4e599683fa6a31f41159573d742266449
dev.zio	zio-aws-iotjobsdataplane_3	5.17.190.1		006f57b50edf3c4557ad8dcefb4103b4b7bf765e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.190.2		6656a208fed0d23f83780bda470039e35741785a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.191.2		39ea191dfde86c2f259adf72c59e7526aac5be75
dev.zio	zio-aws-iotjobsdataplane_3	5.17.193.1		6b69bb83d82a6e69d77ee3f12db11cc941b1fda1
dev.zio	zio-aws-iotjobsdataplane_3	5.17.193.2		4da306e2cf201c5b46cc883a87bb1fbad4e2d6b5
dev.zio	zio-aws-iotjobsdataplane_3	5.17.194.1		d19ad6b687f6a837bc020f2d473155228c3907a9
dev.zio	zio-aws-iotjobsdataplane_3	5.17.195.1		7d0d649c817ed57b7f15a89d06db301f5d9b2fdb
dev.zio	zio-aws-iotjobsdataplane_3	5.17.195.2		ec55b9891fea5078b955786f4650f5f36dabac5e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.195.3		0c9570909433a4a18cd70cb8fee1727092a06371
dev.zio	zio-aws-iotjobsdataplane_3	5.17.196.1		5d484fabe2b73e1fc932c5d433d8d597e898bf24
dev.zio	zio-aws-iotjobsdataplane_3	5.17.197.1		17715dca2321e1359ff9703a3dc842d369be0665
dev.zio	zio-aws-iotjobsdataplane_3	5.17.197.2		7f5390d268776bb451f82e9259d86b8a311f92fa
dev.zio	zio-aws-iotjobsdataplane_3	5.17.201.1		f30eb36e2e5ff9621a5ca57cc060d5874de07f7e
dev.zio	zio-aws-iotjobsdataplane_3	5.17.201.2		e4c3bea915f658ec576dc2a6fe06fe62fd4c5c02
dev.zio	zio-aws-iotjobsdataplane_3	5.17.202.1		9199497ff99f0bdec485f75454d81c4f65479ce0
dev.zio	zio-aws-iotjobsdataplane_3	5.17.203.1		0609aa5a00ca344a79d17894ec72c4d4a2f1ce91
dev.zio	zio-aws-iotjobsdataplane_3	5.17.203.2		72502e913210915b7f66162d5fe467f3cbfee5e3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.204.1		284012856cd0ac946bf3b84fe86c2e983eee60b6
dev.zio	zio-aws-iotjobsdataplane_3	5.17.205.1		4896abd2eb9fd8801603f68483c62e830c4182bd
dev.zio	zio-aws-iotjobsdataplane_3	5.17.206.1		7aaf36190a269ad4af222ea5f9b87b1f4143c522
dev.zio	zio-aws-iotjobsdataplane_3	5.17.207.1		89e2050aea2bd7416f48eba7a92b8097ee01d784
dev.zio	zio-aws-iotjobsdataplane_3	5.17.208.1		645f7af1e55a62f579cb947e53205f8007a9aa62
dev.zio	zio-aws-iotjobsdataplane_3	5.17.208.2		5ab49e973c7e4c8311cf3772f18940407c9189ea
dev.zio	zio-aws-iotjobsdataplane_3	5.17.209.1		0400176a0d1dba5faed2cea766f74938474c0840
dev.zio	zio-aws-iotjobsdataplane_3	5.17.211.1		025d4585be376a69ddfe4c30562c11d6c39a512c
dev.zio	zio-aws-iotjobsdataplane_3	5.17.212.1		82612473960364c863b7053bce2c6ba7264e8f64
dev.zio	zio-aws-iotjobsdataplane_3	5.17.214.1		6479b3854b8a3d2f1fda3133fc57bd1af65c716a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.217.1		2c74ce8573743b9a31484f37a921701c49a738b3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.218.1		e23a1859fbc87f58b08517723663bf615ef9d14a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.224.2		d71d5023b76a0d6891bcf61d986402a696cbf6db
dev.zio	zio-aws-iotjobsdataplane_3	5.17.224.3		143b126dc96af8906466d6d627c7cb7c672c9290
dev.zio	zio-aws-iotjobsdataplane_3	5.17.224.4		1d0fcdd3da0c1ce84640226f29a79e17c224c1e9
dev.zio	zio-aws-iotjobsdataplane_3	5.17.225.1		77a50db035e7edfd16be87867cbfe991bfde6cfd
dev.zio	zio-aws-iotjobsdataplane_3	5.17.225.2		fddff0bb37f96fda3b40ac1e0f43ea2b0c5fcdc8
dev.zio	zio-aws-iotjobsdataplane_3	5.17.233.1		14a53f949b28983e3c8d89f09ba81289daf34eaa
dev.zio	zio-aws-iotjobsdataplane_3	5.17.234.1		762474a8ce5512f912b11f62000d3d448b5f76b8
dev.zio	zio-aws-iotjobsdataplane_3	5.17.239.1		33cdbbbbc24c46d19fdd5f7f235cd2f5de2cc387
dev.zio	zio-aws-iotjobsdataplane_3	5.17.239.4		52af953e9feec987522d7e1d723ac390296bce07
dev.zio	zio-aws-iotjobsdataplane_3	5.17.252.1		7fc37b933d23bb43ea997dd1beb208ca2f659b64
dev.zio	zio-aws-iotjobsdataplane_3	5.17.257.1		bb1de19da1dcf558000c4cc885fc900c33793853
dev.zio	zio-aws-iotjobsdataplane_3	5.17.265.1		ae2c7c45c8d9f278e29a85e21f22498982272989
dev.zio	zio-aws-iotjobsdataplane_3	5.17.267.1		ef5c69d9ca070e22635c11ff6a114ac71395dcd7
dev.zio	zio-aws-iotjobsdataplane_3	5.17.267.4		8dc363bd6e95a18cafe763fc18103b58f0f75ab5
dev.zio	zio-aws-iotjobsdataplane_3	5.17.267.6		b0616a3934135725b7f94561642e8bbdada2a64a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.267.7		b7d23938116647e073158458cb993cda07fbfaa3
dev.zio	zio-aws-iotjobsdataplane_3	5.17.269.1		175df78c91ed237ff8c4feed75b6cdaeab5a65d5
dev.zio	zio-aws-iotjobsdataplane_3	5.17.271.1		1b3a4d262a319c7f8f5be5c8f8491746db143056
dev.zio	zio-aws-iotjobsdataplane_3	5.17.280.1		2c6b07f79f92cd157deada8eaa1c1dff3ada0088
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.1		895c6af53ec5effa1d0137fa4c1589fbc26bd56c
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.10		9ee46c8653cef75fc4228be1020510253b9b6bd2
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.11		2f332ceaa4b3dd8764a9dc3e81cb95787347130a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.12		19c0e6ea577537003c49273f12e7bd12b8e83084
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.13		79f07f06776dfb20e7aecdc3b35ed498cec279f8
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.14		439e59b870b9ca36bb8af6b0fefea14742f1ab3d
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.15		910004121a272f42685f9d3a53f81296fd3469eb
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.16		1d197a425f4c1bce9315fd417af0d5804f0db715
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.17		624fe04cf0df2358e772b54af39bd324ce4f085a
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.18		8f94edb72e4de28468bc0402b9913d816352c3c9
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.19		7b6c34fe991ad7cfdbd7de5b1c08b6959d19f8a5
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.2		be278db77aa361899bd4e16453f6b16a1600f8f2
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.20		1e0ffc6a5d1cb620518f9510947b91b29bd30979
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.22		2fbc9a6260532635b0c5ba55c9dd4c0ec01c2615
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.3		be432eec42e9e8b99719cdb3df062ef3959567d8
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.4		f34e7a73f67ae482b3320984aed16aad3f05ae9f
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.5		f03ce486fab0aa55355a830006be72a43cd64837
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.6		4535542f9629cb8685aa65fc8774a020ad9deac0
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.8		9225aa8f58585ee70ecaa372ea6f739adaef4393
dev.zio	zio-aws-iotjobsdataplane_3	5.17.295.9		e15c8e959ad4e5f53cae0ac07394549bd7d957a0
dev.zio	zio-aws-iotjobsdataplane_3	5.19.12.1		6ce5c5047287cd31c1115e92a0f11ffc38376f51
dev.zio	zio-aws-iotjobsdataplane_3	5.19.17.1		be6048dc78792bf99c4a2ddd66403903bae67012
dev.zio	zio-aws-iotjobsdataplane_3	5.19.17.2		e535a622756b8d378fb6fa99592524edd674d1d7
dev.zio	zio-aws-iotjobsdataplane_3	5.19.26.1		7afcc5e8e38b5f035c73aad399ae58528bc47ab2
dev.zio	zio-aws-iotjobsdataplane_3	5.19.31.1		de51f92cf04113f0d40f07cc397087904a752e85
dev.zio	zio-aws-iotjobsdataplane_3	5.19.31.2		f5a670bdab5a1b917dad09e28b26ab13ebbdeb68
dev.zio	zio-aws-iotjobsdataplane_3	5.19.31.3		3a8d12cb66b58675c37e02907b3b495c9a152e76
dev.zio	zio-aws-iotjobsdataplane_3	5.19.31.4		d758c01cd6234f6ff91c7e7e8d8b6409339c7124
dev.zio	zio-aws-iotjobsdataplane_3	5.19.31.5		90a59b78742770049600b8744b9f4e22fa074ba7
dev.zio	zio-aws-iotjobsdataplane_3	5.19.33.1		1a51103229f9f32fe486cef3ead4953e056f7c03
dev.zio	zio-aws-iotjobsdataplane_3	5.19.33.2		928bf222f73a6c9eb19a288d920a19170e8bdfd4
dev.zio	zio-aws-iotjobsdataplane_3	5.19.7.1		20ebd603def74852ff62e712638279548c9c8b6f
dev.zio	zio-aws-iotjobsdataplane_3	5.19.7.2		e336d7c505d5c44aaebc3af9ddbbe0f3c47f1dda
dev.zio	zio-aws-iotjobsdataplane_3	5.19.7.3		1b16c2c530a9c165325e512d796821e3f0570185
dev.zio	zio-aws-iotjobsdataplane_3	5.19.7.4		8a05e8f1c32bcad670626ba112167026be44f840
dev.zio	zio-aws-iotjobsdataplane_3	5.19.7.5		71d2dacc69583d54ff3202638255e20a75ec1e4f
dev.zio	zio-aws-iotjobsdataplane_3	5.19.7.6		f6b0514ca285f15d8254fb4d43488898d5564c4f
dev.zio	zio-aws-iotjobsdataplane_3	5.19.8.1		c64e8b5a3222da7d8bc23ce582de8ab1f44b856d
dev.zio	zio-aws-iotjobsdataplane_3	5.19.8.2		546a224f2c59dc2140c0131df95f9cff01004332
dev.zio	zio-aws-iotjobsdataplane_3	5.19.8.3		17a3bab97cbd8e0dc123387c603606feb26de09e
dev.zio	zio-aws-iotjobsdataplane_3	5.19.8.4		1892ad47685b258c699da783b6bd9e7b098c83d7
dev.zio	zio-aws-iotjobsdataplane_3	5.20.17.1		ae65ce2faedd9c4df8930885d0e3a63b86cab840
dev.zio	zio-aws-iotjobsdataplane_3	5.20.17.2		622399d800ca3fd69fdf7f1b0da1c1c73750bdd7
dev.zio	zio-aws-iotjobsdataplane_3	5.20.22.1		94da81b192cbd8858d222580aa6e8db08a426396
dev.zio	zio-aws-iotjobsdataplane_3	5.20.22.2		93e7a5ac4a9aedda64ddbf95e7734af8c06c4a94
dev.zio	zio-aws-iotjobsdataplane_3	5.20.22.3		e949c908b2a3c64e7765c176294c7971fdf51d72
dev.zio	zio-aws-iotjobsdataplane_3	5.20.32.1		659d765963226410b4014c305cf7c4e702c34448
dev.zio	zio-aws-iotjobsdataplane_3	5.20.32.2		f52b0b0e74e062f3db384d92894b4752b44711b8
dev.zio	zio-aws-iotjobsdataplane_3	5.20.37.1		604c1842bc33daf90cfa2e8d2ab9a0329c0049f7
dev.zio	zio-aws-iotjobsdataplane_3	5.20.42.1		fe990efb58677c589a318ed1d48496cce29ba140
dev.zio	zio-aws-iotjobsdataplane_3	5.20.7.1		c0072a97b2b85b4538120307ab147845c5e74bf8
dev.zio	zio-aws-iotjobsdataplane_3	5.20.7.2		5fb688dd2824000e16fd0745971c8652a1c9823c
dev.zio	zio-aws-iotjobsdataplane_3	5.20.7.3		926f5e5e6d9f3f7aae2160ce25bc58eba33d4218
dev.zio	zio-aws-iotjobsdataplane_3	6.20.103.1		05d5f756aa778a342aff57ddab9ba5e736b0f852
dev.zio	zio-aws-iotjobsdataplane_3	6.20.103.2		643096d20d877dc92b9fbb59d52aeeb5385d79e2
dev.zio	zio-aws-iotjobsdataplane_3	6.20.115.1		4850a5c903ae8caa8461078f69eccfe9582bc9ff
dev.zio	zio-aws-iotjobsdataplane_3	6.20.115.2		e47c7d2434d50df1e1870339bcc8da36752319c7
dev.zio	zio-aws-iotjobsdataplane_3	6.20.120.1		7d1285ace6b2194d9da177c9a613e8bdf72408e6
dev.zio	zio-aws-iotjobsdataplane_3	6.20.149.1		f17cac1abb6e6c92be368b49956690d5aeac5058
dev.zio	zio-aws-iotjobsdataplane_3	6.20.149.2		2742afbb6c5af162d783a8af15b9451007e0900c
dev.zio	zio-aws-iotjobsdataplane_3	6.20.162.1		39595c909b1a9a30d196494c09f7c7a2fcfd169c
dev.zio	zio-aws-iotjobsdataplane_3	6.20.162.2		244c8e8322fd3dd2a563be3ab719415af2608b8e
dev.zio	zio-aws-iotjobsdataplane_3	6.20.42.1		ec4229a6e94b20175c9fb972e228bedac3dc9b97
dev.zio	zio-aws-iotjobsdataplane_3	6.20.42.2		d834d7b6a22c654ef722638f4166d9d6044c7025
dev.zio	zio-aws-iotjobsdataplane_3	6.20.47.1		6c436f441b1cc25d760bd4af629f786293219636
dev.zio	zio-aws-iotjobsdataplane_3	6.20.56.2		3cbed81fa29d33e1f003010729eb6e199e238e40
dev.zio	zio-aws-iotjobsdataplane_3	6.20.58.1		bdb9f76ed309363c55c2f7e62e3f7640611c8f0c
dev.zio	zio-aws-iotjobsdataplane_3	6.20.58.2		06d8bf7f2b6b38a10233be44ff362c0f1a0a68d5
dev.zio	zio-aws-iotjobsdataplane_3	6.20.58.3		b1f9f04d0fa5d4e8e01e95714ffea7781f06ab88
dev.zio	zio-aws-iotjobsdataplane_3	6.20.61.1		2cc75a4e39234914a418caa8864618bb06775acb
dev.zio	zio-aws-iotjobsdataplane_3	6.20.69.1		499e822897fd35c6f982c42f8977e550fe873f6d
dev.zio	zio-aws-iotjobsdataplane_3	6.20.69.2		fefc57fcc33b26e3198c7207a646cbd7a88109f7
dev.zio	zio-aws-iotjobsdataplane_3	6.20.74.1		abb0fdcaac6abb46e91c899e5be461f251f6feae
