ch.epfl.scala	zinc-ivy-integration_2.11	1.0.3+30-660ed3cb		7874c8addabba00f7dcd17538d8afb9dbf816892
com.liferay	com.liferay.exportimport.changeset.web	4.0.23	jspc	0352c2023612d36ad5f7b670f8cab79c6323158f
com.liferay	com.liferay.exportimport.changeset.web	4.0.24		70d33c4b585b7fa24c30117b903c73977a593289
com.liferay	com.liferay.exportimport.changeset.web	4.0.24	jspc	3db9a4dc55dac7985a3b26e8bb9d9c060eae0cf7
com.liferay	com.liferay.exportimport.changeset.web	4.0.3		7b16fd0a74bc4d465e75998132b807ba7576f080
com.liferay	com.liferay.exportimport.changeset.web	4.0.3	jspc	c10d36beebab7f28c2f6e9820ee3a4af319b9db6
com.liferay	com.liferay.exportimport.changeset.web	4.0.4		a662ba4cf21a411d5b5cf5c6d90522d82631800c
com.liferay	com.liferay.exportimport.changeset.web	4.0.4	jspc	0a02e03bf2142ac8d1f563286091a8b2399f9d45
com.liferay	com.liferay.exportimport.changeset.web	4.0.5		f2a1d2747d90bcc466d4beca0d2aba53f259a629
com.liferay	com.liferay.exportimport.changeset.web	4.0.5	jspc	9b674f5a88266c649c55ed045ddb30b3a1f66a43
com.liferay	com.liferay.exportimport.changeset.web	4.0.6		68cf10757104a10baeb3f85959ac5c9d9a08e915
com.liferay	com.liferay.exportimport.changeset.web	4.0.6	jspc	e930246a86515268fe58717098c99fb34d134121
com.liferay	com.liferay.exportimport.changeset.web	4.0.7		09384f917225b53eb2d902b6778e8696d9cf551b
com.liferay	com.liferay.exportimport.changeset.web	4.0.7	jspc	51a28a9417d205da4eb16eb719b3faeb8858099e
com.liferay	com.liferay.exportimport.changeset.web	4.0.8		bf444823fc19aa2fd1830811af4a9c15b011d29d
com.liferay	com.liferay.exportimport.changeset.web	4.0.8	jspc	3254b13da9488395a0cf6c58b33a9678aa85aca6
com.liferay	com.liferay.exportimport.changeset.web	4.0.9		aa34cc0abbb659383e12146192790baebf04d332
com.liferay	com.liferay.exportimport.changeset.web	4.0.9	jspc	e5d19438b653e8893a2518cc8d7be63577f99e83
com.liferay	com.liferay.headless.batch.engine.impl	1.0.0		c69a1ca7aad33e7a385f037faca99dc0aacc8dd5
com.liferay	com.liferay.headless.batch.engine.impl	1.0.1		76ff3ce71067eb0b7643ebe78fb700611ce15911
com.liferay	com.liferay.headless.batch.engine.impl	1.0.10		b02454e22798bba7b0d6727b5f11f8972bdb3ab8
com.liferay	com.liferay.headless.batch.engine.impl	1.0.11		664aa4710c290d7ed392097f136274a749ea6d38
com.liferay	com.liferay.headless.batch.engine.impl	1.0.12		361c4337b8a59b4cc9e5b44a53a548b0bc810a11
com.liferay	com.liferay.headless.batch.engine.impl	1.0.13		500134e09acca3dfd43d04f46d12a3875f70a1a4
com.liferay	com.liferay.headless.batch.engine.impl	1.0.14		4b4cd70f377454493d8f9666405706eb54cf9352
com.liferay	com.liferay.headless.batch.engine.impl	1.0.15		1b99be27f31168afe1439498e9373c02366a85ae
com.liferay	com.liferay.headless.batch.engine.impl	1.0.16		e75f9d3ee70f73256c8758f7fd6e43146bf8d7ec
com.liferay	com.liferay.headless.batch.engine.impl	1.0.17		32615bb214617748bfc140c79c80e084e0c3e37e
com.liferay	com.liferay.headless.batch.engine.impl	1.0.18		20d5865a51db13c863199d37332f89eda22512d0
com.liferay	com.liferay.headless.batch.engine.impl	1.0.19		510e7aae91ff7324497849dfd8c1746f52617527
com.liferay	com.liferay.headless.batch.engine.impl	1.0.2		91dc736eaedf2cbfde1b2cdc5ed8225c56b64c74
com.liferay	com.liferay.headless.batch.engine.impl	1.0.20		59515f9bc89b734e46ae9248080624f93feb4db1
com.liferay	com.liferay.headless.batch.engine.impl	1.0.21		eaaebd26186ed32ba364b6632cf7787b58da1600
com.liferay	com.liferay.headless.batch.engine.impl	1.0.22		9cad6d972220808ef670a53a93bbb40ee01e1b6f
com.liferay	com.liferay.headless.batch.engine.impl	1.0.23		0757bb142518138dfc091d0a9b550e6dda054487
com.liferay	com.liferay.headless.batch.engine.impl	1.0.24		738671e4fc21a33b2b2edf55a7aa770687c4619c
com.liferay	com.liferay.headless.batch.engine.impl	1.0.25		d28cf12fabdfd2ac2605a2f34747ed62ddf7d62f
com.liferay	com.liferay.headless.batch.engine.impl	1.0.26		71968a0b371b0441edcf72858d560786239c04e2
com.liferay	com.liferay.headless.batch.engine.impl	1.0.27		7f8e524ca1f3665a4a43b21d0a1df94b15dd613f
com.liferay	com.liferay.headless.batch.engine.impl	1.0.28		ceb1786a9f0797ab951873b2656d105d4070ec16
com.liferay	com.liferay.headless.batch.engine.impl	1.0.29		9ca3516deb477e299def82e6f1c52f392070ff61
com.liferay	com.liferay.headless.batch.engine.impl	1.0.3		5a644047ea6a99c5126110f9772111f21d64403a
com.liferay	com.liferay.headless.batch.engine.impl	1.0.30		b501ac03257b6aea88b9ca645c773e687ab2e7f4
com.liferay	com.liferay.headless.batch.engine.impl	1.0.31		e91395d03f4ee79e345ca0bccba078517f69b872
com.liferay	com.liferay.headless.batch.engine.impl	1.0.32		dad90f07e735c10e53968ff7f2c4157badb64f36
com.liferay	com.liferay.headless.batch.engine.impl	1.0.33		91714f2ff3f457cb05ea41c39e5a6e4f47203c73
com.liferay	com.liferay.headless.batch.engine.impl	1.0.34		5c66ce9e1523bbcdf9dc524dc5f509877c44ca70
com.liferay	com.liferay.headless.batch.engine.impl	1.0.35		bc972fbfa4ecdd2c8cc4667ec701b0e194f2574e
com.liferay	com.liferay.headless.batch.engine.impl	1.0.36		997401ba8cde2ffd77dc585a35e132bdf01264af
com.liferay	com.liferay.headless.batch.engine.impl	1.0.37		8811766b5d27ef48a7999786e385ae4839bad3cb
com.liferay	com.liferay.headless.batch.engine.impl	1.0.4		500efb7ddbf3e002c0cb9db64ce2091b21160cbd
com.liferay	com.liferay.headless.batch.engine.impl	1.0.5		d8aed9b95b092d99d60311f9c6de396cffbb1fa1
com.liferay	com.liferay.headless.batch.engine.impl	1.0.6		0ca954acf3eae347ae1027789469732ea1fa530d
com.liferay	com.liferay.headless.batch.engine.impl	1.0.7		feb07b06d690e1774ea10fadc01800c772ce0b6c
com.liferay	com.liferay.headless.batch.engine.impl	1.0.8		11fe220a9c420ef66e295f5fa171481847202250
com.liferay	com.liferay.headless.batch.engine.impl	1.0.9		a60563eeeafecbff99910b8ba1179ab852613fb7
com.liferay	com.liferay.headless.batch.engine.impl	2.0.0		56c417f212684dce46c8a168e27142bdf22289a9
com.liferay	com.liferay.headless.batch.engine.impl	2.0.1		31ce3adf03bdbfc58bda9e708aefba994c5fe073
com.liferay	com.liferay.headless.batch.engine.impl	2.0.10		97981a7a2c41497537860df0570a84f4371540bc
com.liferay	com.liferay.headless.batch.engine.impl	2.0.11		7218e6302cfad18a807f0bdfb957367478a953ce
com.liferay	com.liferay.headless.batch.engine.impl	2.0.12		ae499b865a9375e67cffa6fd57f5ceeb27b71737
com.liferay	com.liferay.headless.batch.engine.impl	2.0.13		43a41bf3eebb6eed31b1b6b5dc00fafe3a7bef80
com.liferay	com.liferay.headless.batch.engine.impl	2.0.14		1354adfb74720a8093ed8bd6a12b5386440e8acf
com.liferay	com.liferay.headless.batch.engine.impl	2.0.15		8c93ffb53cc19293bac3a077c4ff86e96942946c
com.liferay	com.liferay.headless.batch.engine.impl	2.0.16		7db250b3e35ee69af28056f2c6ba19f1f4decd10
com.liferay	com.liferay.headless.batch.engine.impl	2.0.17		46776ae8163afa450b3b500ecd7c3f3e43c46c84
com.liferay	com.liferay.headless.batch.engine.impl	2.0.18		c01e2280097b7d56fb6d55fd8ff432b04f2194f6
com.liferay	com.liferay.headless.batch.engine.impl	2.0.19		aa08a438cbaa30f0aff1075fb9ab744ac3468da8
com.liferay	com.liferay.headless.batch.engine.impl	2.0.2		9ce0fa98358bb7325a71c844351816444dc3b59f
com.liferay	com.liferay.headless.batch.engine.impl	2.0.20		8d1bd5719ef4358d494d0bb6ff68e2da9f75448b
com.liferay	com.liferay.headless.batch.engine.impl	2.0.21		75ef4ab25e88765ffd7a36022067b4ae9554cb48
com.liferay	com.liferay.headless.batch.engine.impl	2.0.22		50ef8cdb6fe3a1168c28887190398eb3efd2e594
com.liferay	com.liferay.headless.batch.engine.impl	2.0.23		aa2a09ed924cf3623bcc163789a23bbbde901186
com.liferay	com.liferay.headless.batch.engine.impl	2.0.24		0887047e78a3a380ac8c4c68fc2b9bf0a1c0ec7e
com.liferay	com.liferay.headless.batch.engine.impl	2.0.25		439aca6e89c9e9d4d66154da2458cb3e955f0d3f
com.liferay	com.liferay.headless.batch.engine.impl	2.0.26		3a03b5da3847afe47f10101919631ee7c5f240f4
com.liferay	com.liferay.headless.batch.engine.impl	2.0.27		dc8700d97120015558f690ca08f3dbe15926621d
com.liferay	com.liferay.headless.batch.engine.impl	2.0.28		8378354d371459f338ad407f2a424694e3df959a
com.liferay	com.liferay.headless.batch.engine.impl	2.0.29		db0b0a293c4fb71d29e6824fd82f30c7949a2b5b
com.liferay	com.liferay.headless.batch.engine.impl	2.0.3		6e03afb3e424df6e7f0a78a395258e7d56366b1c
com.liferay	com.liferay.headless.batch.engine.impl	2.0.30		412e397bf11ac5cae0ac89b8b2237d88cbf21cc7
com.liferay	com.liferay.headless.batch.engine.impl	2.0.31		023d6949d2f3ec85c06096f63262085e55680ea8
com.liferay	com.liferay.headless.batch.engine.impl	2.0.32		6892bbc397bef66ec2a6c8f3ba56ba1a69d67a38
com.liferay	com.liferay.headless.batch.engine.impl	2.0.33		1880f2aff93f3c7996705128b6ef1746f9965bca
com.liferay	com.liferay.headless.batch.engine.impl	2.0.34		4ad9c3a0e922726bb38f3be443461bd91cb8b550
com.liferay	com.liferay.headless.batch.engine.impl	2.0.35		49b783fe6ab4d60733428f6bb0226579e005ec01
com.liferay	com.liferay.headless.batch.engine.impl	2.0.36		6086386325ebbf9be084b858ec41d1c4f0efc31a
com.liferay	com.liferay.headless.batch.engine.impl	2.0.37		27a58c5d811e025284464d43f3fd3928ea93b168
com.liferay	com.liferay.headless.batch.engine.impl	2.0.38		bc60cde53705cf1b3f64f4f569fb2c8bc8022470
com.liferay	com.liferay.headless.batch.engine.impl	2.0.39		78133f09a9c85de35f3000cbcad46563cacecc0a
com.liferay	com.liferay.headless.batch.engine.impl	2.0.4		15c05fb239b0107daf14e7a7c4c3242449b71e43
com.liferay	com.liferay.headless.batch.engine.impl	2.0.40		f96bd2211511a00372d26acc45f2d2bec1fa7751
com.liferay	com.liferay.headless.batch.engine.impl	2.0.5		427fce51d389e80984907979e91393a5d161f6c9
com.liferay	com.liferay.headless.batch.engine.impl	2.0.6		3ab783c69ff36153babbff622c2ed22022f56b73
com.liferay	com.liferay.headless.batch.engine.impl	2.0.7		7ff615a09e9ebfdffc0c2119012a72afd12cf1d8
com.liferay	com.liferay.headless.batch.engine.impl	2.0.8		aa7311d2c00d65da8d7279aad352ee3d53f277a0
com.liferay	com.liferay.headless.batch.engine.impl	2.0.9		bf21738cf3759f1e72f52398a80bbb972832bf65
com.liferay	com.liferay.headless.batch.engine.impl	3.0.0		403aba89193d765acbc8bb5c0447b9079b503818
com.liferay	com.liferay.headless.batch.engine.impl	3.0.1		bc84e92839b70a5034090dead36cac3f91f8824c
com.liferay	com.liferay.headless.batch.engine.impl	3.0.10		c8eb452fc7e1ba8483aa20e4a85a2b717ed0622c
com.liferay	com.liferay.headless.batch.engine.impl	3.0.11		a082dfeb0610000921d5e616e4e3adda4a7098c2
com.liferay	com.liferay.headless.batch.engine.impl	3.0.12		afec7604230ad2dd63b842a7da0d6455389e445f
com.liferay	com.liferay.headless.batch.engine.impl	3.0.13		b0e4e7b2a8d433632f260a37812bb58b762ad249
com.liferay	com.liferay.headless.batch.engine.impl	3.0.14		e26aad786c201dec75f5a896fe2f68c3277cd2af
com.liferay	com.liferay.headless.batch.engine.impl	3.0.15		b81b0afa376da52c857da37c1ef8629ad49825f6
com.liferay	com.liferay.headless.batch.engine.impl	3.0.16		d6838df5433a0a0438aceb0ac052513728a470a7
com.liferay	com.liferay.headless.batch.engine.impl	3.0.17		ecface1667806fcb50cc9331217c37ef2d27b9d8
com.liferay	com.liferay.headless.batch.engine.impl	3.0.18		ae1816a3040cb6188071fd1ce524ecd030d15e7e
com.liferay	com.liferay.headless.batch.engine.impl	3.0.19		080a8817563b847b943683bcfd5ba9528e3520aa
com.liferay	com.liferay.headless.batch.engine.impl	3.0.2		7c18eef4528f141b33e88656d6645c4222e34cd9
com.liferay	com.liferay.headless.batch.engine.impl	3.0.20		15018198bba85535b86c6845ff850479ed8f175f
com.liferay	com.liferay.headless.batch.engine.impl	3.0.21		27cfff16cf6fa3d00d03309e69d5684126361c86
com.liferay	com.liferay.headless.batch.engine.impl	3.0.22		11e2fa9bc34cc708b52c9a5483f001691f8fe3f7
com.liferay	com.liferay.headless.batch.engine.impl	3.0.23		8759a924d6c5b5e5e57220d3f2e00d784b0c716f
com.liferay	com.liferay.headless.batch.engine.impl	3.0.24		35df09e65ee227e450d4a42c2708ef6ff6fa177d
com.liferay	com.liferay.headless.batch.engine.impl	3.0.25		6b965c8336218bc9dc80e0e7b6ed59d899e91403
com.liferay	com.liferay.headless.batch.engine.impl	3.0.26		af7830bffd1007a45cb1123ee599c54625d4f289
com.liferay	com.liferay.headless.batch.engine.impl	3.0.27		121ef9773225c8dd8f2a1433188b99bb9fdd7bbf
com.liferay	com.liferay.headless.batch.engine.impl	3.0.28		455b09ee0d64e2799f523af739cc236492c89b5b
com.liferay	com.liferay.headless.batch.engine.impl	3.0.29		e63c80ba1fde70d0379893718fdf6f3c4e33e050
com.liferay	com.liferay.headless.batch.engine.impl	3.0.3		f28f5e22241433e1e6a8bd5d0dce941e711e8bb5
com.liferay	com.liferay.headless.batch.engine.impl	3.0.30		50e7262d06a48db51732c7f8b2667934cf6d2135
com.liferay	com.liferay.headless.batch.engine.impl	3.0.31		a1df858f28c71f03b34375d0f68abeddc0594d26
com.liferay	com.liferay.headless.batch.engine.impl	3.0.32		3c0e36a8154fc44f482e375a617847611b83a80a
com.liferay	com.liferay.headless.batch.engine.impl	3.0.33		b3020b8ed7324dbcd61d3cd7f39690bfe034dd43
com.liferay	com.liferay.headless.batch.engine.impl	3.0.34		816cb2e518aebf7b5e466491f015d1ff861f2d0a
com.liferay	com.liferay.headless.batch.engine.impl	3.0.35		ac0b2a6e813fa277df49f420e0d7dfe9d3d69671
com.liferay	com.liferay.headless.batch.engine.impl	3.0.36		6d16a6ac91fc60aae91e38032eb5c4202e2170cd
com.liferay	com.liferay.headless.batch.engine.impl	3.0.37		c41df9695fbee432850247637f448c1ffa942deb
com.liferay	com.liferay.headless.batch.engine.impl	3.0.38		0f3c77d1122e9dc9a543c1a2771b94a3228b556d
com.liferay	com.liferay.headless.batch.engine.impl	3.0.39		ce251bbe026a9470addeee1676c26ff47c4cddd0
com.liferay	com.liferay.headless.batch.engine.impl	3.0.4		5df302465eae888640807a653812fb6ddb501878
com.liferay	com.liferay.headless.batch.engine.impl	3.0.40		29ecf7d383d10a6adbf78f26cacf980386efa57a
com.liferay	com.liferay.headless.batch.engine.impl	3.0.41		98cacde8c011e84b602c473d93a5f0fac9df8099
com.liferay	com.liferay.headless.batch.engine.impl	3.0.42		ea9342ed7c4d7e84a9b28d89b5e3e051408500f5
com.liferay	com.liferay.headless.batch.engine.impl	3.0.43		a3befc12959255ff4ecba32a690ea0ea61e4b85e
com.liferay	com.liferay.headless.batch.engine.impl	3.0.44		e6a8e8d04d31fcf317d4cb29e070b5c453a26edc
com.liferay	com.liferay.headless.batch.engine.impl	3.0.45		b1d167ded1592e684f91d44031a7d49d14e1f9ed
com.liferay	com.liferay.headless.batch.engine.impl	3.0.5		74a22305a54a01deda36f88029b422acf526b267
com.liferay	com.liferay.headless.batch.engine.impl	3.0.6		af100191ff0ee76e5c2cc2476c6a1e25005b8770
com.liferay	com.liferay.headless.batch.engine.impl	3.0.7		4273748c1e4cdea2b90e497c0254f9bb6bb3484f
com.liferay	com.liferay.headless.batch.engine.impl	3.0.8		8f78774c6d3f25e09c6766d3621be1253519b26d
com.liferay	com.liferay.headless.batch.engine.impl	3.0.9		0cd62e4e8db01707a0badbcb6facfe93d772b92b
com.liferay	com.liferay.headless.batch.engine.impl	4.0.0		47b9a61c58f42a3c6ff781555fa208aae3c66efd
com.liferay	com.liferay.headless.batch.engine.impl	4.0.1		8e4837a1d14c38e728b30f3670bd6f261f173bd5
com.liferay	com.liferay.headless.batch.engine.impl	4.0.10		467ddbbbb9232d8d3e41a38b6fc9d0bdebf79508
com.liferay	com.liferay.headless.batch.engine.impl	4.0.11		54ba88fc2b40ce78d103a76277dbd85af6df6346
com.liferay	com.liferay.headless.batch.engine.impl	4.0.12		282c48ec863951bda58b21864dc705d70756b2d5
com.liferay	com.liferay.headless.batch.engine.impl	4.0.13		16e53173f0153b2e8a9d5d7e476e03e1338e4cec
com.liferay	com.liferay.headless.batch.engine.impl	4.0.14		3dff7fea75d250a13100f5756e5473c0bec30088
com.liferay	com.liferay.headless.batch.engine.impl	4.0.15		d7a3d0f7127ed2c72c8d1764050076bfcc7314d1
com.liferay	com.liferay.headless.batch.engine.impl	4.0.16		f4f7993203d3f4070169f24b98b0a79ea028ad00
com.liferay	com.liferay.headless.batch.engine.impl	4.0.17		53851b443c8ee0d4448a8ecebed82659bf0affad
com.liferay	com.liferay.headless.batch.engine.impl	4.0.18		acd31ebc62c9f4aee43ab0a769f5425760e5f25e
com.liferay	com.liferay.headless.batch.engine.impl	4.0.19		e939b672f1e748cb0808e08a938f970397436938
com.liferay	com.liferay.headless.batch.engine.impl	4.0.2		a6ac3b6f83dacd5e03ce8e43f4ea9377e48361bf
com.liferay	com.liferay.headless.batch.engine.impl	4.0.20		2c192b9810228b115d5e36ec2659408cd308e2e2
com.liferay	com.liferay.headless.batch.engine.impl	4.0.21		5fb0a4a1ba07045fc9cc042ffca758643326648d
com.liferay	com.liferay.headless.batch.engine.impl	4.0.22		d2bd112b4d313164b0f4c84c826a43373eb0cd5e
com.liferay	com.liferay.headless.batch.engine.impl	4.0.23		23849b43618b61b72483409517bfff44ef30a16a
com.liferay	com.liferay.headless.batch.engine.impl	4.0.24		25459b3f5d2eb58001476cf75f943a48cc12b9e1
com.liferay	com.liferay.headless.batch.engine.impl	4.0.25		0585aaef3f85bd7db3b8729a14c75c5295d0ffde
com.liferay	com.liferay.headless.batch.engine.impl	4.0.26		0dc1e4572007668728c932e1bbe371d093b9d279
com.liferay	com.liferay.headless.batch.engine.impl	4.0.27		b13cbefe8952e4b887f89cb8025150675095b217
com.liferay	com.liferay.headless.batch.engine.impl	4.0.28		3b573f3fb14b551036b63e51a10ddebe7e852114
com.liferay	com.liferay.headless.batch.engine.impl	4.0.29		1d437992265e065cf25c3c437b8f065f4b5ffcc0
com.liferay	com.liferay.headless.batch.engine.impl	4.0.3		6693aeb6c62dec4095c3ee2d3d3ad1a1a1bbb5e1
com.liferay	com.liferay.headless.batch.engine.impl	4.0.30		60b385a77fcdd92cc37d33785379a67b062f3a29
com.liferay	com.liferay.headless.batch.engine.impl	4.0.31		44b0214b8804f438ddb4138a5c0c5e5bf9e0e4c1
com.liferay	com.liferay.headless.batch.engine.impl	4.0.32		b59b369a20db3d52383a682fb6c822c20873a339
com.liferay	com.liferay.headless.batch.engine.impl	4.0.33		4e569127f74249334dcfd0769827bca481aec2d7
com.liferay	com.liferay.headless.batch.engine.impl	4.0.34		f781f222c49d4c849910bbb8a3a953f4ea065288
com.liferay	com.liferay.headless.batch.engine.impl	4.0.35		414c8283153d59b5954db497a9b90a2201be7f15
com.liferay	com.liferay.headless.batch.engine.impl	4.0.36		aba6d07972834d55c9a4cdd83e51d0918a8a8a61
com.liferay	com.liferay.headless.batch.engine.impl	4.0.37		ac11bcf0b8bb8be670c916f0018a4003d2fbc5a8
com.liferay	com.liferay.headless.batch.engine.impl	4.0.38		d49cfb4078c89949d9252b727acf936a2a9dc49a
com.liferay	com.liferay.headless.batch.engine.impl	4.0.39		332bac2bfb0d0c6e6212097b5840316fc748931f
com.liferay	com.liferay.headless.batch.engine.impl	4.0.4		146baf97714b5fdc6344090430812c92a9e31c1d
com.liferay	com.liferay.headless.batch.engine.impl	4.0.40		70048feb9c6433de4816a744440a06d370070eb8
com.liferay	com.liferay.headless.batch.engine.impl	4.0.41		96b51eab6c638c53776d76b977ef480c08c9fdde
com.liferay	com.liferay.headless.batch.engine.impl	4.0.42		919109bb5ab00f1307fb4b2365a443fdff3c2ff3
com.liferay	com.liferay.headless.batch.engine.impl	4.0.43		12019aa86d005b1d16497fdc17f9d2c3de8ce53a
com.liferay	com.liferay.headless.batch.engine.impl	4.0.44		9292bafbb1e82cb01280ca1727a09526d2f169bc
com.liferay	com.liferay.headless.batch.engine.impl	4.0.45		32bb52b131bcbec8cb4610ad5e83b6cd54c63e0c
com.liferay	com.liferay.headless.batch.engine.impl	4.0.46		2d27d24f43051ba0b2c47feaf77df71f507a3ace
com.liferay	com.liferay.headless.batch.engine.impl	4.0.47		2e2be420dfcc6e9bb1d91f56709f82d06c2a8ef1
com.liferay	com.liferay.headless.batch.engine.impl	4.0.48		a077dde5323918ea149cc7271b9a92715d60f763
com.liferay	com.liferay.headless.batch.engine.impl	4.0.49		79e93e18e12ac1ff38773d562e2780dc4f1149fd
com.liferay	com.liferay.headless.batch.engine.impl	4.0.5		9aea85c781862fac440cff12d5e123d997713233
com.liferay	com.liferay.headless.batch.engine.impl	4.0.50		678c8aa50ac23ca2ce8701eb954bca7780ac8b45
com.liferay	com.liferay.headless.batch.engine.impl	4.0.51		a0ff0d3b6c077848649c1dae9ddf8a21b01a2864
com.liferay	com.liferay.headless.batch.engine.impl	4.0.52		e62861ef042ce4201841303335b71e4b2bf96ebe
com.liferay	com.liferay.headless.batch.engine.impl	4.0.53		27381b5b14ca5c0d9a7470cf88b6a847a88cb7dd
com.liferay	com.liferay.headless.batch.engine.impl	4.0.54		2aa3771230995b608be7cda75936fb6fe80c4d16
com.liferay	com.liferay.headless.batch.engine.impl	4.0.55		93b9af62e51416eb7534c67fc379e2c21387b05b
com.liferay	com.liferay.headless.batch.engine.impl	4.0.56		6b8212501e79024175b04de9d523caba71b9f70c
com.liferay	com.liferay.headless.batch.engine.impl	4.0.57		1f5618c776e32d3711cdd8f67b99e3653724723c
com.liferay	com.liferay.headless.batch.engine.impl	4.0.58		01f34d13fd9fa822ddb9fa5ca787ff9ee48c1338
com.liferay	com.liferay.headless.batch.engine.impl	4.0.59		3cc139a622701ac99807ebee64f0d666cb20ef64
com.liferay	com.liferay.headless.batch.engine.impl	4.0.6		3dbf5449ca9bde7acf462de2766b8f647c28bc75
com.liferay	com.liferay.headless.batch.engine.impl	4.0.60		066f1b4c58332d64d0a95eb3078df6e16bc7b7e0
com.liferay	com.liferay.headless.batch.engine.impl	4.0.61		ee524047f6c24ebb7c44d14f9f5e5d2a9697ed2e
com.liferay	com.liferay.headless.batch.engine.impl	4.0.62		45e05c0d76eb59f12500f598eec6daeb84b9248c
com.liferay	com.liferay.headless.batch.engine.impl	4.0.63		a0bd2daee676aab507bb3affea5570ba6045fa81
com.liferay	com.liferay.headless.batch.engine.impl	4.0.64		be5f1b736fadd18a18092170c0c8432f3989dbd6
com.liferay	com.liferay.headless.batch.engine.impl	4.0.65		8eee72fa5e6a86005aff2f5034695fcea5e18bb4
com.liferay	com.liferay.headless.batch.engine.impl	4.0.7		9d5600530ac8580bc0c2161b232271085b8d2579
com.liferay	com.liferay.headless.batch.engine.impl	4.0.8		dfea7d55e6a881e128c0f333d8ef55f230c58980
com.liferay	com.liferay.headless.batch.engine.impl	4.0.9		41bc18730079b1821fda9f6b0de3ea0744c9d432
com.lihaoyi	scalatags_2.12.0-RC2	0.6.2		75a7078a3d43b7c774c4119a6b446fea93e712e0
com.niezhiliang	nacos-config-refresh-spring-boot-starter	0.1.0		9cb61d3e52d5012e3a350a98348db112160ec5bd
com.niezhiliang	nacos-config-refresh-spring-boot-starter	0.1.1		9b9323826dea7ad8046901612ecf4d9cec12bb7e
com.opswat	metadefender-core-client	4.0.0		26a873c137ab691a6611f9644e3cd3699bdfeeb0
com.opswat	metadefender-core-client	4.0.1		771a8ec0e1a20d902388e452dbbf1cdd13a4957d
com.opswat	metadefender-core-client	4.0.2		97698c00163ffba2ea732993a0e2700ec15f835d
com.opswat	metadefender-core-client	4.0.3		d55427423118b8271b1bf856d6b092143744e40b
com.opswat	metadefender-core-client	4.0.4		0ac4f3b354a46baac27012e6aa1482d322a0d595
com.powerspace.openrtb	bidswitch-json_2.13	1.3.1		a83fdf139c2e84ada8ba963aa41d019a924c35b0
com.powerspace.openrtb	bidswitch-json_2.13	1.4.0		c65cfa584f71e0ce2bdc13f7fb71eb164d5fa0f8
com.prolificinteractive	simcoe	0.1.0		N/A
com.sksamuel.scam	scam_2.11	0.5.2		f8a5487b778dcbf7db6f5c5ddb8c29502228ae7c
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.2+62-5f8196dd		8b50f3819bb6f68dafc324411793b8f256c078c8
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.2+63-071f6875		eb00f6198f67c977c887a3a32014ec342e76edb5
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.3		d2af7213c4e0a3c8c35c21f5c434465df7ec9b43
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.3+1-7336650a		0d134e4b611961291bf8412be51bd9fc51ceda80
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.3+2-d479cb5e		41117795bdb1508741306b79a40e93318def47ac
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.4		879096ece85979414f31a5d4e431ec5e757cd5dd
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.4+1-94b4d429		d5a7aeff8e56b01ae896ba7eaaa3efafe377fbe8
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.4+2-49323379		481132b4604759e8c92e3c806d1d175f7d7a4f08
com.thoughtworks.sde	comprehension-monad_sjs1_2.13	3.3.4+4-41334e76		35ec02bd16ff91601face3fb1b105455cd58ebe7
com.twitter	bijection-json_2.13	0.9.7		ccb64819bc76719c631c667ce079bddd20be1423
com.twitter	bijection-json_2.13	0.9.8		285f1f4d3f1561b5b8e16d3236c274182a2c82a0
com.twitter	distributedlog-service	0.3.51-RC1		6be3a9df66200819cca35de908fe33e6692aff4d
de.gematik.ti	test.utils	1.1.1		552a8187fb24b7cd9acc18c35bcb500d4159e301
de.gematik.ti	test.utils	1.1.1	adoc	ed02b6ba36551b63fc84a2aa19ef4722a454b229
eu.codlab	tcg-mapper-js	0.0.1		N/A
eu.codlab	tcg-mapper-js	0.0.2		N/A
eu.codlab	tcg-mapper-js	0.0.3		N/A
eu.codlab	tcg-mapper-js	0.0.4		N/A
eu.codlab	tcg-mapper-js	0.1.0		N/A
eu.codlab	tcg-mapper-js	0.2.0		N/A
eu.codlab	tcg-mapper-js	0.3.0		N/A
eu.stamp-project	evosuite	1.1.0		N/A
guru.nidi.languager	languager-demo	1.2.3		N/A
info.novatec.testit	webtester-support-spring5	2.10.0		d1ade9f731034a8882f23787509fb17d053b225d
info.novatec.testit	webtester-support-spring5	2.10.3		9e410933d1f0a26c9580268fef0005e620a12bcf
info.novatec.testit	webtester-support-spring5	2.7.0		1606036d4361698f4cfb4427ab80ecda1ad19308
info.novatec.testit	webtester-support-spring5	2.8.0		74bdcf50ed17c0587ab2c733b2b716345a8b06e6
info.novatec.testit	webtester-support-spring5	2.9.0		ee2810ce5d2893ac7c2b151ea849916898a9f8c1
io.github.copper-leaf	ballast-viewmodel-jvm	3.0.0		4e0086bb47c63f48bec5b10f43e53b79be1c080c
