ai.yda-framework	openai-assistant-generator	0.1.0		267dd6fa50cfd4d5bd4b9f92de38de62d5ad8fd3
io.github.jan-tennert.supabase	storage-kt	1.4.1-rc-1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.1-rc-2		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.2		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.2-dev-1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.3		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.4		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.5		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.6		b2d3e39d0c891353add0ac03ef371ffb1bde2c6d
io.github.jan-tennert.supabase	storage-kt	1.4.6-dev-1		98dac1ebf7ff83ec39a19704a6d8eaa486ed4614
io.github.jan-tennert.supabase	storage-kt	1.4.7		b2d3e39d0c891353add0ac03ef371ffb1bde2c6d
io.github.jan-tennert.supabase	storage-kt	1.4.7-dev-1		b2d3e39d0c891353add0ac03ef371ffb1bde2c6d
io.github.jan-tennert.supabase	storage-kt	1.5.0-alpha-1		a15cb3df96c703bc295e558f5bf0cab2220428c5
io.github.jan-tennert.supabase	storage-kt	1.5.0-dev-1		a15cb3df96c703bc295e558f5bf0cab2220428c5
io.github.jan-tennert.supabase	storage-kt	2.0.0		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.0-alpha-1		bbee0400d321cd19963871e506619ccf9c9238b6
io.github.jan-tennert.supabase	storage-kt	2.0.0-alpha-2		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.0-beta-1		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.0-beta-2		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.0-rc-1		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.1		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.2		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.2-dev		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.2-wasm0		f92a1a99562d40111d30945d84a25724cfa09b40
io.github.jan-tennert.supabase	storage-kt	2.0.3		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.3-dev		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.3-wasm0		f92a1a99562d40111d30945d84a25724cfa09b40
io.github.jan-tennert.supabase	storage-kt	2.0.4		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.0.4-wasm0		f92a1a99562d40111d30945d84a25724cfa09b40
io.github.jan-tennert.supabase	storage-kt	2.1.0		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.0-alpha-1		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.1.0-alpha-2		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.1.0-dev-1		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.1.0-rc-1		f93ad76b37f930649a344a6a5c121d7dce6e1a63
io.github.jan-tennert.supabase	storage-kt	2.1.1		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.1-wasm0		f92a1a99562d40111d30945d84a25724cfa09b40
io.github.jan-tennert.supabase	storage-kt	2.1.2		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.3		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.4		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.4-dev		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.5		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.6		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.1.6-dev		c8bb2ef519d8e45351f971be1323581b7485ef37
io.github.jan-tennert.supabase	storage-kt	2.2.0		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.0-alpha-1		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.0-alpha-2		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.0-coil3-dev1		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.0-rc-1		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.1		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.2		f41e6fe55f84aad25f9115aa2fade08cccf31379
io.github.jan-tennert.supabase	storage-kt	2.2.2-wasm0		a5687b13d02042961c287f0bd4b00644dc054f9b
io.github.jan-tennert.supabase	storage-kt	2.2.3		0a5c526e7b9276e1f468c82a8f5bbe85eae1ebc6
io.github.jan-tennert.supabase	storage-kt	2.2.3-wasm0		a5687b13d02042961c287f0bd4b00644dc054f9b
io.github.jan-tennert.supabase	storage-kt	2.3.0		d114319f11dc1b9aefff214cc75bec398dcd1a1e
io.github.jan-tennert.supabase	storage-kt	2.3.0-beta-1		0a5c526e7b9276e1f468c82a8f5bbe85eae1ebc6
io.github.jan-tennert.supabase	storage-kt	2.3.0-beta-2		0a5c526e7b9276e1f468c82a8f5bbe85eae1ebc6
io.github.jan-tennert.supabase	storage-kt	2.3.0-coil3d1		0a5c526e7b9276e1f468c82a8f5bbe85eae1ebc6
io.github.jan-tennert.supabase	storage-kt	2.3.0-rc-1		0a5c526e7b9276e1f468c82a8f5bbe85eae1ebc6
io.github.jan-tennert.supabase	storage-kt	2.3.0-wasm0		0a867ea2c2e4ff1f17906c83ae44faa9b6c5af9a
io.github.jan-tennert.supabase	storage-kt	2.3.1		db2f9f1772f9e584ffe91a7836a99ceadcc83a2a
io.github.jan-tennert.supabase	storage-kt	2.4.0		634b6103a0c9011581aca655e4d41ece61b3fb1f
io.github.jan-tennert.supabase	storage-kt	2.4.0-beta-1		8f80105e5101888878da045e1188f909fe51da81
io.github.jan-tennert.supabase	storage-kt	2.4.0-dev-1		634b6103a0c9011581aca655e4d41ece61b3fb1f
io.github.jan-tennert.supabase	storage-kt	2.4.0-rc-1		634b6103a0c9011581aca655e4d41ece61b3fb1f
io.github.jan-tennert.supabase	storage-kt	2.4.1		6356c5d26c7c524e97e87a2626cd4a3e33d8d427
io.github.jan-tennert.supabase	storage-kt	2.4.1-dev		6356c5d26c7c524e97e87a2626cd4a3e33d8d427
io.github.jan-tennert.supabase	storage-kt	2.4.1-wasm0		dd9dc204fafc5bde1651622cbddc96cec194cdbf
io.github.jan-tennert.supabase	storage-kt	2.4.2		6356c5d26c7c524e97e87a2626cd4a3e33d8d427
io.github.jan-tennert.supabase	storage-kt	2.4.3		6356c5d26c7c524e97e87a2626cd4a3e33d8d427
io.github.jan-tennert.supabase	storage-kt	2.5.0		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.0-beta-1		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.0-beta-2		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.0-beta-2-coil3		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.0-rc-1		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.1		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.2		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.3		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.3-coil3		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.3-wasm0		3509280d4d1f51339b4005486fb71b79077bc440
io.github.jan-tennert.supabase	storage-kt	2.5.4		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.5.4-wasm0		3509280d4d1f51339b4005486fb71b79077bc440
io.github.jan-tennert.supabase	storage-kt	2.6.0		0de4782a33db5d31cfb5210e76e0b6bf72c7ec29
io.github.jan-tennert.supabase	storage-kt	2.6.0-beta-1		b16b6521e3c830f358ddb92c67afedb1174ff9ed
io.github.jan-tennert.supabase	storage-kt	2.6.0-coil3		0de4782a33db5d31cfb5210e76e0b6bf72c7ec29
io.github.jan-tennert.supabase	storage-kt	2.6.0-rc-1		0de4782a33db5d31cfb5210e76e0b6bf72c7ec29
io.github.jan-tennert.supabase	storage-kt	2.6.0-wasm0		4ee9be824ddc069d46bd991798ca525bc5ce9ae7
io.github.jan-tennert.supabase	storage-kt	2.6.1		0de4782a33db5d31cfb5210e76e0b6bf72c7ec29
io.github.jan-tennert.supabase	storage-kt	2.6.1-dev		0de4782a33db5d31cfb5210e76e0b6bf72c7ec29
io.github.jan-tennert.supabase	storage-kt	2.7.0-beta-1		2fe27e291899a3b33bb316da9a11096ed4513901
io.github.jan-tennert.supabase	storage-kt	3.0.0		1e9370e87b802d8aa36266b43f868368e2ed79f8
io.github.jan-tennert.supabase	storage-kt	3.0.0-beta-1		12d0d9d810f7124d9250b0c47cd46d52dbc2c7c1
io.github.jan-tennert.supabase	storage-kt	3.0.0-dev-1		1e9370e87b802d8aa36266b43f868368e2ed79f8
io.github.jan-tennert.supabase	storage-kt	3.0.0-rc-1		12d0d9d810f7124d9250b0c47cd46d52dbc2c7c1
io.github.jan-tennert.supabase	storage-kt	3.0.0-rc-2		1e9370e87b802d8aa36266b43f868368e2ed79f8
io.github.jan-tennert.supabase	storage-kt	3.0.1		09b9270dda0654dbe24eddeae558fd62dea9c023
io.github.jan-tennert.supabase	storage-kt	3.0.2		09b9270dda0654dbe24eddeae558fd62dea9c023
io.github.jan-tennert.supabase	storage-kt	3.0.3		12b8844df2535d0d2b9ea32599fce545d8754f59
io.github.jan-tennert.supabase	storage-kt	3.1.0		dd542d061f78756bc27d9113903e58ed307a89dc
io.github.jan-tennert.supabase	storage-kt	3.1.0-beta-1		12b8844df2535d0d2b9ea32599fce545d8754f59
io.github.jan-tennert.supabase	storage-kt	3.1.0-beta-2		85d64830ccb744b2e9004ce0af31e8298136b27a
io.github.jan-tennert.supabase	storage-kt	3.1.1		dd542d061f78756bc27d9113903e58ed307a89dc
io.github.jan-tennert.supabase	storage-kt	3.1.2		dd542d061f78756bc27d9113903e58ed307a89dc
io.github.jan-tennert.supabase	storage-kt	3.1.3		dd542d061f78756bc27d9113903e58ed307a89dc
io.github.jan-tennert.supabase	storage-kt	3.1.4		aa5d85e20248983fbfe5d5951050514aa6309d88
io.github.jan-tennert.supabase	storage-kt	3.2.0-beta-1		2a4232c582f1a84002668b7581d39db9c959d1a9
io.github.jan-tennert.supabase	storage-kt	3.2.0-beta-2		2a4232c582f1a84002668b7581d39db9c959d1a9
io.github.raven-source	raven-mongodb-repository-performance	2.3.0		b6464a2a18a0c318456422d0bda5caa1cb5da58e
io.github.raven-source	raven-mongodb-repository-performance	2.3.1		69c156cf9f460534e6fe23963f7e54715ea20108
io.github.raven-source	raven-mongodb-repository-performance	2.3.2		c86f12d502a8444d0e9381f33dcd4a2f02721253
io.github.raven-source	raven-mongodb-repository-performance	2.3.3		f45a007f799d46f0e6939617ddd2e433e96be7e1
io.github.raven-source	raven-mongodb-repository-performance	2.3.4		e841bfe180cb234b727b081a880c4215864aa4e2
io.github.raven-source	raven-mongodb-repository-performance	3.0.0		1b32da9bc64d18e6817ff93b5120d30e5cfa381d
io.github.raven-source	raven-mongodb-repository-performance	3.0.1		6fcf62c0a71d2cb32ca11c348f4975ed33ddd493
io.github.raven-source	raven-mongodb-repository-performance	3.0.2		c9341234b462e6d6f7311eadd14cf82bfb610fee
io.github.raven-source	raven-mongodb-repository-performance	3.0.7		15098b68c1a0c09d118c728cc9261279202f8026
io.github.shadmanadman	adman-math-lib-native	1.0.0		N/A
io.github.shadmanadman	adman-math-lib-native	1.0.0	metadata	c40399b130480f8574e043fb27ce282b015b5bee
io.helidon.build-tools	utils	1.1.0		a6f27de29d33d770917efd773af02e5b1551c596
io.helidon.build-tools	utils	1.1.1		2a1b2093a4a3f8cf14c13dc57b1fcd65962e816d
io.helidon.build-tools	utils	2.0.0-M1		6c94253a54f755ac32ed505493cc3a1141259efd
io.lighty.core	lighty-app-parent	10.0.0		N/A
io.lighty.core	lighty-app-parent	10.0.1		N/A
io.lighty.core	lighty-app-parent	10.1.0		N/A
io.lighty.core	lighty-app-parent	10.1.1		N/A
io.lighty.core	lighty-app-parent	10.2.0		N/A
io.lighty.core	lighty-app-parent	10.2.1		N/A
io.lighty.core	lighty-app-parent	10.3.0		N/A
io.lighty.core	lighty-app-parent	10.3.1		N/A
io.lighty.core	lighty-app-parent	11.0.0		N/A
io.lighty.core	lighty-app-parent	11.0.1		N/A
io.lighty.core	lighty-app-parent	11.1.0		N/A
io.lighty.core	lighty-app-parent	11.1.1		N/A
io.lighty.core	lighty-app-parent	11.2.0		N/A
io.lighty.core	lighty-app-parent	11.2.1		N/A
io.lighty.core	lighty-app-parent	11.2.2		N/A
io.lighty.core	lighty-app-parent	11.3.0		N/A
io.lighty.core	lighty-app-parent	11.3.1		N/A
io.lighty.core	lighty-app-parent	11.3.2		N/A
io.lighty.core	lighty-app-parent	11.4.0		N/A
io.lighty.core	lighty-app-parent	11.4.1		N/A
io.lighty.core	lighty-app-parent	12.0.0		N/A
io.lighty.core	lighty-app-parent	12.0.1		N/A
io.lighty.core	lighty-app-parent	12.1.0		N/A
io.lighty.core	lighty-app-parent	12.1.1		N/A
io.lighty.core	lighty-app-parent	12.2.0		N/A
io.lighty.core	lighty-app-parent	12.2.1		N/A
io.lighty.core	lighty-app-parent	12.2.2		N/A
io.lighty.core	lighty-app-parent	12.3.0		N/A
io.lighty.core	lighty-app-parent	13.0.0		N/A
io.lighty.core	lighty-app-parent	13.0.1		N/A
io.lighty.core	lighty-app-parent	13.1.0		N/A
io.lighty.core	lighty-app-parent	13.2.0		N/A
io.lighty.core	lighty-app-parent	13.2.1		N/A
io.lighty.core	lighty-app-parent	13.3.0		N/A
io.lighty.core	lighty-app-parent	13.4.0		N/A
io.lighty.core	lighty-app-parent	14.0.0		N/A
io.lighty.core	lighty-app-parent	14.1.0		N/A
io.lighty.core	lighty-app-parent	14.2.0		N/A
io.lighty.core	lighty-app-parent	14.2.1		N/A
io.lighty.core	lighty-app-parent	14.3.0		N/A
io.lighty.core	lighty-app-parent	14.4.0		N/A
io.lighty.core	lighty-app-parent	15.0.0		N/A
io.lighty.core	lighty-app-parent	15.1.0		N/A
io.lighty.core	lighty-app-parent	15.2.0		N/A
io.lighty.core	lighty-app-parent	15.3.0		N/A
io.lighty.core	lighty-app-parent	15.4.0		N/A
io.lighty.core	lighty-app-parent	16.0.0		N/A
io.lighty.core	lighty-app-parent	16.1.0		N/A
io.lighty.core	lighty-app-parent	16.1.1		N/A
io.lighty.core	lighty-app-parent	16.2.0		N/A
io.lighty.core	lighty-app-parent	16.3.0		N/A
io.lighty.core	lighty-app-parent	16.4.0		N/A
io.lighty.core	lighty-app-parent	17.0.0		N/A
io.lighty.core	lighty-app-parent	17.1.0		N/A
io.lighty.core	lighty-app-parent	17.2.0		N/A
io.lighty.core	lighty-app-parent	17.3.0		N/A
io.lighty.core	lighty-app-parent	17.4.0		N/A
io.lighty.core	lighty-app-parent	18.0.0		N/A
io.lighty.core	lighty-app-parent	18.1.0		N/A
io.lighty.core	lighty-app-parent	18.2.0		N/A
io.lighty.core	lighty-app-parent	18.3.0		N/A
io.lighty.core	lighty-app-parent	18.4.0		N/A
io.lighty.core	lighty-app-parent	19.0.0		N/A
io.lighty.core	lighty-app-parent	19.1.0		N/A
io.lighty.core	lighty-app-parent	19.2.0		N/A
io.lighty.core	lighty-app-parent	19.3.0		N/A
io.lighty.core	lighty-app-parent	19.4.0		N/A
io.lighty.core	lighty-app-parent	20.0.0		N/A
io.lighty.core	lighty-app-parent	20.1.0		N/A
io.lighty.core	lighty-app-parent	20.2.0		N/A
io.lighty.core	lighty-app-parent	20.3.0		N/A
io.lighty.core	lighty-app-parent	21.0.0		N/A
io.lighty.core	lighty-app-parent	21.1.0		N/A
io.lighty.core	lighty-app-parent	21.2.0		N/A
io.lighty.core	lighty-app-parent	8.4.1		N/A
io.lighty.core	lighty-app-parent	8.4.2		N/A
io.lighty.core	lighty-app-parent	8.4.3		N/A
io.lighty.core	lighty-app-parent	9.1.2		N/A
io.lighty.core	lighty-app-parent	9.1.3		N/A
io.lighty.core	lighty-app-parent	9.2.0		N/A
io.lighty.core	lighty-app-parent	9.2.1		N/A
io.lighty.core	lighty-app-parent	9.2.2		N/A
io.lighty.core	lighty-app-parent	9.2.3		N/A
io.lighty.core	lighty-app-parent	9.3.0		N/A
io.lighty.core	lighty-app-parent	9.3.1		N/A
io.lighty.core	lighty-app-parent	9.3.2		N/A
io.lighty.core	lighty-app-parent	9.3.3		N/A
io.opentelemetry	opentelemetry-exporter-common	1.17.0		fd746f2031b1f183b2c0e33156b75a73fe361e47
io.opentelemetry	opentelemetry-exporter-common	1.18.0		aaf2a886a93a5fde783b918ccadfa8581d33d23b
io.opentelemetry	opentelemetry-exporter-common	1.19.0		868d4bbf56a7b7acc2a2f9bbd7de57872103d9d0
io.opentelemetry	opentelemetry-exporter-common	1.20.0		f9529abc9d700a53817f5fbfc3267bc4cb2ffa60
io.opentelemetry	opentelemetry-exporter-common	1.20.1		3d0a509ab1eecc1ee1701098f79a9ccf6c77aef0
io.opentelemetry	opentelemetry-exporter-common	1.21.0		d92b4897c6b07f5a452d7a9b6d0f7b010596c31f
io.opentelemetry	opentelemetry-exporter-common	1.22.0		0fc3983395953545a1ddd82b2ad349b71ef45423
io.opentelemetry	opentelemetry-exporter-common	1.23.0		a0749b967656c7447a84048ef6e5cc97564f416d
io.opentelemetry	opentelemetry-exporter-common	1.23.1		e1e68d1ce6b4661e3a10f36a4ae5f364b06b27ed
io.opentelemetry	opentelemetry-exporter-common	1.24.0		822637cd08ec8e58c2958a9bef0598168dddcebd
io.opentelemetry	opentelemetry-exporter-common	1.25.0		3a951b511669350207989e0b4d141d98a88e0fdf
io.opentelemetry	opentelemetry-exporter-common	1.26.0		f003bf36d89e59b6fa488f9a2428a2dbd48adca2
io.opentelemetry	opentelemetry-exporter-common	1.27.0		5e4f8ef30fd3b358e5a600d1790bdb9a7b277b37
io.opentelemetry	opentelemetry-exporter-common	1.28.0		4669c29e7f64bc865ba0a79aefe4fa76ae981b5c
io.opentelemetry	opentelemetry-exporter-common	1.29.0		7fa947205c2e85383c5b24139325f36a9e474067
io.opentelemetry	opentelemetry-exporter-common	1.30.0		5ac7a8fb4b56fb6c77330ac7bdc6c9db1a2824fe
io.opentelemetry	opentelemetry-exporter-common	1.30.1		f299d336dba1039478497f37b273dfa764c6faef
io.opentelemetry	opentelemetry-exporter-common	1.31.0		b7b4baf5f9af72d5eb8a231dfb114ae31c57150d
io.opentelemetry	opentelemetry-exporter-common	1.32.0		3643061da474061ffa7f2036a58a7a0d40212276
io.opentelemetry	opentelemetry-exporter-common	1.33.0		11544cf65d1ebc1d38ad236b6bbdcceb8c31b2ab
io.opentelemetry	opentelemetry-exporter-common	1.34.0		1f33b7fb29bb50d7c2e894beac89f362e2f10321
io.opentelemetry	opentelemetry-exporter-common	1.34.1		19c9a3f52851a1333b648ed83c82d16eb4c64afd
io.opentelemetry	opentelemetry-exporter-common	1.35.0		d0784bf59b74a2dc369551cc6d200e243ce8cca0
io.opentelemetry	opentelemetry-exporter-common	1.36.0		8d1cb823ab18fa871a1549e7c522bf28f2b3d8fe
io.opentelemetry	opentelemetry-exporter-common	1.37.0		6359022f97208fbec5f458749611e37fa3fc9404
io.opentelemetry	opentelemetry-exporter-common	1.38.0		464e7a8402f22ec52df3a368dba582266e54f0dc
io.opentelemetry	opentelemetry-exporter-common	1.39.0		570d71e39e36fe2caad142557bde0c11fcdb3b92
io.opentelemetry	opentelemetry-exporter-common	1.40.0		b883b179c242a1761df2d408fe01ec41b17327a3
io.opentelemetry	opentelemetry-exporter-common	1.41.0		cf92f4c1b60c2359c12f6f323f6a2a623c333910
io.opentelemetry	opentelemetry-exporter-common	1.42.0		37b8201484aeffd880c6df0938fb6dc2274699e3
io.opentelemetry	opentelemetry-exporter-common	1.42.1		6e9cf61c63fdb7a16e033c844e18c5b386b130c5
io.opentelemetry	opentelemetry-exporter-common	1.43.0		7ce251b8a5eae17b744faaaced857f4a3e79aeb6
io.opentelemetry	opentelemetry-exporter-common	1.44.0		e563f4152ddafe1acbc2db7432848638380f2e85
io.opentelemetry	opentelemetry-exporter-common	1.44.1		4ad73bd4210fc20965f000b18a291f32b0623609
io.opentelemetry	opentelemetry-exporter-common	1.45.0		2b72b77d5253ddc78eb85d2771030705c7e5d809
io.opentelemetry	opentelemetry-exporter-common	1.46.0		2e2d8f3b51b1a2b1184f11d9059e129c5e39147a
io.opentelemetry	opentelemetry-exporter-common	1.47.0		8e89d32eebd7dbe1ea6df17e1ecb34d376ef899e
io.opentelemetry	opentelemetry-exporter-common	1.48.0		d5622f3987ce37671d986f71a7b8605523c85ed9
io.opentelemetry	opentelemetry-exporter-common	1.49.0		e3a7e383ee7042380a6ce9280d49c6efd8a58555
io.opentelemetry	opentelemetry-exporter-common	1.50.0		73bc444d344995bfcd4705a0261662c27d58c9c9
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2		440ad55176b936ab8732eb57f829bdfd85e03f4d
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.1		fb41163ede18af535718c480b711153dcf343426
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.10		9bbf2d1c490e735b02209b2344aaf078bbcc1a26
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.11		07b44ab76bc03bd4061b5c56df944ab13f3cbb12
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.12		7a60b3f021520490f76a84b3955d0b34905d4d26
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.2		b6b47cceed88efbee5ed64cd81440540ebcf3e17
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.3		d384b3b31f68550ac17c68140385c9a25e43b87e
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.4		bedfdb1b95d303e4c0cec229105af47b373cb7a2
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.5		7d5e473348f5ce196f3c8aa0846d91264073b872
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.6		fab414cfcb691ce03cb31a215ae279a665a8e45f
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.7		c54b94a2cea0c4fdd7446bf161be6bdd66dbeb9b
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.8		b5ddbee857e38ed1b6e0040262c0bca1cb22726f
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.2.9		be15057472d9ab1c81cfbc85b065a96901166ae4
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.3.0		0b9897771e774c98fc2f5803feee79a9a490c077
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.3.1		0cd2d7a4854e8d477ce0113d19ec7e03b6a8b1c9
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.3.2		15e25df93ade81373e32d6334f310fe55d4eb569
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.3.3		5b5f96471ff78e0c35e0c9fc4e335d1fc0479a3a
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.3.4		09e116300d775cf4ede63453f6e7f32411b7b686
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.3.5		c8448f9647c7fbb67cc325f8e4cec5ae28a1ccf2
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.4.0		07a3ac49c66097500b15f83c7787d16c414ed9d4
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.4.1		1984851fdf99ba5ddc34e1155820390bc879c989
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.4.2		63498de1d2e12fcbb8cf3e6aeb99dd9c9f38a9f6
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.4.3		04e8683a8cb5252fe9e907ddd20e1d32eddf5b59
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.4.4		47b3d06bed832cc38b2fa62a6d5148a1f7d8eaf9
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.0		19a545869beb088a4964d5a9a6866a4d3aba17d5
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.1		f8ac80c63a66d49b7e2fdda34f0d2406b8ba1492
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.10		bac48a612b1b1b739cb7c4079679e08db356829f
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.2		bb5d3e66713d2fdd918d0ee06f9442042876c172
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.3		7e1cac04ed184338ad3b2cde846d89a4d2650425
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.4		05a1fa20f581163390be80810e95b53ae5fea435
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.5		b809547ee3dbbc941a378418b8fbab4603d13406
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.6		183f5ed6fdaa7663d0b59a59424bf06db0f7accc
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.7		e13b956ccb3d070fbc650523411fd674dcf2cd87
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.8		616620a0f9db14287d656f75d8595aed1bc16822
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.5.9		8f57f2f72212cbc048f4c8fd4fb0d715a3d6a20f
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.6.0		cd13d99a7bf7c2a8aa44b6193b6f067756d3310c
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.6.1		5f7f7bef187900edef1d496765633fb9afeaf281
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.6.2		cc9300aac7720c79bfd393b92cafdb962dc577c8
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.6.3		fb3ac673c1c19ea3ad6d3b04cf73e80bccfcfa93
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.7.0		3a3e241aafc428955191fd360bdc886714166b41
io.qtjambi	qtjambi-svgwidgets-native-linux-x64	6.7.1		2d8f04cbae7df619c26721ce37604d27ac1da25c
