code316	code316-core	0.8		ce22e4aeb2b0436eef06728c654974d189a2a823
com.disneystreaming.smithy	smithytranslate-transitive_2.13	0.5.2		1321b86f81759f627cc9de8d908dc8e5128ec0c6
com.disneystreaming.smithy	smithytranslate-transitive_2.13	0.5.3		ed0b2b5646510b09668cb0edaba55bbd773553d3
com.disneystreaming.smithy	smithytranslate-transitive_2.13	0.5.4		f943de2f95c97019cfa01a0ef30265eac808519f
com.disneystreaming.smithy	smithytranslate-transitive_2.13	0.5.5		554a5ce3b632035dec80bd1dcff1be29ee1dc4b8
com.disneystreaming.smithy	smithytranslate-transitive_2.13	0.5.6		e61244a4992bde1b735085d493326445424f8a5b
com.disneystreaming.smithy	smithytranslate-transitive_2.13	0.5.7		41c9af49104d2d118ed74e37deb600c6dd8dc5e5
com.emsoft	emsoft-data-net	1.0.0		f27842ef8e308a57fc49f1a480938a250a0a6854
com.emsoft	emsoft-data-net	1.1.0		3828d61670d6a11a5664e9929d124f3ac43f06ef
com.gcctgroup	rt-parent	1.0.0		N/A
com.gcctgroup	rt-parent	1.0.1		N/A
com.gcctgroup	rt-parent	1.0.2		N/A
com.gcctgroup	rt-parent	1.1.13		N/A
com.gcctgroup	rt-parent	1.1.15		N/A
com.gcctgroup	rt-parent	1.1.16		N/A
com.gcctgroup	rt-parent	1.1.17		N/A
com.github.arachnidium	arachnidium	0.9.6.0-BETA		N/A
com.github.arachnidium	arachnidium	0.9.7.0-BETA		N/A
com.github.arachnidium	arachnidium	0.9.7.1-BETA		N/A
com.github.arachnidium	arachnidium	0.9.7.2-BETA		N/A
com.github.arachnidium	arachnidium	0.9.8.0-BETA		N/A
com.github.arachnidium	arachnidium	0.9.8.1-BETA		N/A
com.github.arachnidium	arachnidium	0.9.8.2-BETA		N/A
com.github.arachnidium	arachnidium	0.9.8.3-BETA		N/A
com.github.arachnidium	arachnidium	0.9.8.9-BETA		N/A
com.github.arachnidium	arachnidium	0.9.9.0-BETA		N/A
com.github.arachnidium	arachnidium	0.9.9.8-BETA		N/A
com.github.arachnidium	arachnidium	0.9.9.9-BETA		N/A
com.github.dayan888	json-serializer	0.3		N/A
com.github.dayan888	json-serializer	0.4		0e81f984932afb09af4a2c3d129b9b3b284f81f8
com.github.dayan888	json-serializer	0.5		472642585dc193b6abb2d35d52f1952b1601c28b
com.github.houbb	useragent	1.0.0		19d537abde5a1e0818c6282fde2383790b551d31
com.github.lontime	extredisson-library	1.0.0		cfc1c5641c090206326404aa6a524922297814a9
com.github.lontime	extredisson-library	1.0.0-M10		7e09ffcc3ba67087deedd8fb275c768bc018f566
com.github.lontime	extredisson-library	1.0.0-M11		777af5a532f2661c71900b82d28990c25723d635
com.github.lontime	extredisson-library	1.0.0-M12		6715d7ec54694db62060bce76444f068821599f0
com.github.lontime	extredisson-library	1.0.0-M13		05627e7902d2b4e5fbad16c5271a9e74c7e79614
com.github.lontime	extredisson-library	1.0.0-M14		eaf4c80cfca99e660d4ee73e1e292dbd155e9f25
com.github.lontime	extredisson-library	1.0.0-M15		988e613c0784665f132fa03844c2e17cb8ee6587
com.github.lontime	extredisson-library	1.0.0-M16		9faf4bcd912b55d1315ac4fe4cfe25fc37f1c310
com.github.lontime	extredisson-library	1.0.0-M17		4688d1fab7cea732563cb8bcf63ad2d6f2990fd8
com.github.lontime	extredisson-library	1.0.0-M18		9d206255f86751bec31146ad04d41e81be0ae732
com.github.lontime	extredisson-library	1.0.0-M19		7d684449bfeb55a62579f3da59447c24952b3c69
com.github.lontime	extredisson-library	1.0.0-M20		2b4122e98323ed74c10a9ec4b6dfa40ca875aed9
com.github.lontime	extredisson-library	1.0.0-M21		9a88170d6f23d31d84c10581b81ad3a92663aa16
com.github.lontime	extredisson-library	1.0.0-M8		8fcb3da810f88a8d07624106bce3490bdb54cf07
com.github.lontime	extredisson-library	1.0.0-M9		93e23055e8e39a30007c0e6eccb0fbf61e686bed
com.github.lontime	extredisson-library	1.1.0		a62d34cb7be6b904564096c5975bc47029fcabc0
com.github.lontime	extredisson-library	1.1.1		d16f0ea93032d7774f0fa56aa1a3f166961f5e90
com.github.lontime	extredisson-library	1.1.2		e7cfd395d92ab6a4995e5945dd918ae704f83789
com.github.lontime	extredisson-library	1.1.3		ee9ba69741f862948427906aca8181cf417342f0
com.github.lontime	extredisson-library	1.1.4		2fae693e95e97f7adc86fcd5fe318d8189d28e59
com.github.lontime	extredisson-library	1.2.0		f008054418f107abdf18648070b91aa25f5f8489
com.github.lontime	extredisson-library	1.2.1		4cb5b4fb94042a085c3b0783f2d29ed94c94a366
com.github.lontime	extredisson-library	1.2.2		63646663ff86aab9040e14dc2aea2a2a0199b51a
com.github.lontime	extredisson-library	1.2.3		b4d39436b72c1d3b69c5c59aef465d48f8768a2c
com.github.lontime	extredisson-library	1.2.4		cc31c96f92ed2eb3c388e61d942347b1f5dc3044
com.github.lontime	extredisson-library	1.3.1		9be7d425a3e4ee25784dcd2b79871262183c10d3
com.github.lontime	extredisson-library	1.4.0		525fb41f1488b4a8830a887907ad5675d726a94b
com.github.pureconfig	pureconfig-http4s022_3	0.17.4		1bd592c6eaa298efb72afaa901e07ece634ed5ad
com.github.pureconfig	pureconfig-http4s022_3	0.17.5		5ef8a1bd4f3179817fb2b36b77b34a3eda5ee27b
com.github.pureconfig	pureconfig-http4s022_3	0.17.6		bb12b66f8a060867b3c69d3da312f194e9a71959
com.github.pureconfig	pureconfig-http4s022_3	0.17.7		4399ee33f11acdfbc6d4314bfc840219f2c1e973
com.github.pureconfig	pureconfig-http4s022_3	0.17.8		e39a53742704dd7a657301353b379d02d8b22b9b
com.github.pureconfig	pureconfig-http4s022_3	0.17.9		f6e3b5c6232b1f1cf0405535cd9f5f253bd6fb93
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.1		98cbeb8343d4b368bb8dd61179c0638d06e3dc5e
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.2		03588918eeaf9ee5983bb742f9470837c5198b7c
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.3		8417063525016c658a043e8036d6855b791f51b4
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.4		2ed9685159d3c448d56eb10b82d1f2000bd96416
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.5		0289a138e20737820752a0dab15e827600141d87
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.6		542226d3f424e7e9e104ca08caef0ecd26fa8347
com.github.romastyi	play-boilerplate-api-server-play26_2.12	0.2.7		641df14f4d9317ed3d2ebcd7194f1d5ddfe09623
com.github.thirdteeth	pcollections-examples	0.1.0		70034274d27b85a926c5de6d9a76c3d8c18308d9
com.github.thirdteeth	pcollections-examples	0.1.1		93f07a5b66321e80dd5eef02683caa6e021919d8
com.github.thirdteeth	pcollections-examples	0.1.2		93a51b71b1b85cbb4a88c3fa5de36fe41f95726b
com.github.thirdteeth	pcollections-examples	0.1.3		0c0de91b57a1902035fc7a18fbf6ec76694e3b47
com.github.thirdteeth	pcollections-examples	0.1.4		cb8212ef405d4516ce7a5a739cf45f9d10ac189d
com.github.zqq90.webit-script	webit-script-jfinal	1.4.1		ab13539a7ccca76e8a476f15310a5a267341b80b
com.github.zqq90.webit-script	webit-script-jfinal	1.5		fb7b3b4fc0622e291022ec3df7eeb1d7696433ee
com.github.zqq90.webit-script	webit-script-jfinal	1.5.1		8d520067cfa695673604d887b059611657939884
com.goncalossilva	murmurhash-iosx64	0.1.0		N/A
com.goncalossilva	murmurhash-iosx64	0.1.0	metadata	113713c7a2af08b363de1abc1c8843be2dc24fce
com.goncalossilva	murmurhash-iosx64	0.2.0		N/A
com.goncalossilva	murmurhash-iosx64	0.2.0	metadata	6b32c535b0c0906d0637fdb0c24b1846fb299c27
com.goncalossilva	murmurhash-iosx64	0.3.0		N/A
com.goncalossilva	murmurhash-iosx64	0.3.0	metadata	9135fc81feda1718ef7b9a3c3ada3d9db8f49c5d
com.goncalossilva	murmurhash-iosx64	0.4.0		N/A
com.goncalossilva	murmurhash-iosx64	0.4.0	metadata	4e039cad651aad1e2502ea2a1a1311a28003f1e4
com.inkapplications.shade	auth-linuxx64	2.0.0		N/A
com.inkapplications.shade	auth-linuxx64	2.0.0-alpha		N/A
com.inkapplications.shade	auth-linuxx64	2.0.0-beta.2		N/A
com.inkapplications.shade	auth-linuxx64	2.1.0		N/A
com.inkapplications.shade	auth-linuxx64	2.2.0		N/A
com.inkapplications.shade	auth-linuxx64	2.2.1		N/A
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.4.0		254c5118a30c73ec323260fbc18b63ac0591935b
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.5.0		7630ad5a17476d946600ad4391ef868fe6734af5
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.5.1		97630fc9ce499fe33287bf700c8535c6d2708cd9
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.6.0		7ee6cfc6b9afbf2249956416ac2159c3ca4f639f
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.6.1		a1c257dceb476910447f7222fc00af51a0a50561
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.7.0		4f942373484dd709adfb0686a0b02b0dfa96d71c
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	3.7.1		fa941300ab00a37baa3deb6978320771cdecae18
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	4.0.1		ea046726df6f0405d4ad530717b3432d380e4219
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	4.0.2		6b2f3c7a31dce43d3f028f22a33bf06b902c4bdf
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	4.0.3		8468fc900de0aaad730b63951fdb9d7a0a94e679
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.0		aa08f2045e3591dc241ff457d4d07f9baec23340
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.1		1c7d1c6cb4c43da14203fc974e9aaeaf7a39d11e
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.2		a700ebacfcf8a916605a6aa7721f8f5dafff0e55
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.3		ffd64a37b18285d8ade9ac47cf59ec865443fe39
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.4		6680524b27c85089594b20932865da329f312efa
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.5		aa8c02f852ef897ebcf4e23550af73edbeec89b3
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.6		849ce4fd2541d172e2d5f5e47b3cb2da8540db67
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	5.0.7		1d446c5f43f3426a116da57640a830ab8c3a7020
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	6.0.0		6fa0ffa6f9bc3448476c6d9f1d41ec61726a96fc
com.jgeppert.struts2.jquery	struts2-jquery-archetype-mobile	6.0.1		04d6f0a1a86c8d106ea8554050ebff9ae9a78202
com.liferay	com.liferay.monitoring.web	1.0.0		dbb1c6451aa14f96c004c81ff14cb4a485cdf9ef
com.liferay	com.liferay.monitoring.web	1.0.1		aa7dd8974075dd0a9a9d0aa184e9fd893e9941e1
com.liferay	com.liferay.monitoring.web	1.0.10		f085332e51ff7fa0c8812bde1de8e3a7daa9768e
com.liferay	com.liferay.monitoring.web	1.0.10	jspc	92d1e2eed43eb440b035a2f4afc3e67fd5da1df3
com.liferay	com.liferay.monitoring.web	1.0.11		f0ff7e1383c2dc1d4cd02ce4706c7888a1180fdb
com.liferay	com.liferay.monitoring.web	1.0.11	jspc	751d603e3376cca310d293f2a1a5f0192c339791
com.liferay	com.liferay.monitoring.web	1.0.12		7ac46cd4e0c025d9dec36eafd7a87b00531ebc58
com.liferay	com.liferay.monitoring.web	1.0.12	jspc	b3034c3a8e2b4a037f180eb36360e7492564add8
com.liferay	com.liferay.monitoring.web	1.0.13		7b0210ced186c51d9942d612f972b4a1c70ae351
com.liferay	com.liferay.monitoring.web	1.0.13	jspc	6e646da6d2c7ef37475bcde556fc5492090b521f
com.liferay	com.liferay.monitoring.web	1.0.14		a1e95987bda53c7be56d6a3fe50688d4d10494d8
com.liferay	com.liferay.monitoring.web	1.0.14	jspc	3d00de1bd57e35759bb62ce36b0ce6649d3b26f3
com.liferay	com.liferay.monitoring.web	1.0.15		40f0ac537d8c64886be85dda6960a6740031904b
com.liferay	com.liferay.monitoring.web	1.0.15	jspc	61e1c207941ab5d5ad7a60500ce39089941a5c17
com.liferay	com.liferay.monitoring.web	1.0.16		07ef2dc88b9c5a5f6cecfecbf16522a237989bfb
com.liferay	com.liferay.monitoring.web	1.0.16	jspc	7da8291e4d280422817ca3a5671c5576610d37b8
com.liferay	com.liferay.monitoring.web	1.0.17		7440ef13a7f0d7e91fe3d4a74621f12de135fcf7
com.liferay	com.liferay.monitoring.web	1.0.17	jspc	6b0c52e2ab457af9983ddadec228688de3320889
com.liferay	com.liferay.monitoring.web	1.0.18		eb2fdf5df7790c87aaf14581f97754160281da8b
com.liferay	com.liferay.monitoring.web	1.0.18	jspc	4768ac0bfa26af43b5b35d6ef4c41af469e1d11e
com.liferay	com.liferay.monitoring.web	1.0.19		04d1e8ca7dc78007e836e842972581233a2853b3
com.liferay	com.liferay.monitoring.web	1.0.19	jspc	b7eeba21343dedf80080963c8871380e97d7347f
com.liferay	com.liferay.monitoring.web	1.0.2		fce20d537d53f6386ae493bd62236aea466f595e
com.liferay	com.liferay.monitoring.web	1.0.20		e6f50f4d9109302a89f23c1bb7c556fdc1698fb6
com.liferay	com.liferay.monitoring.web	1.0.20	jspc	fff4b6cc2b4be7a2c057d3c3807bb0b8fa431b21
com.liferay	com.liferay.monitoring.web	1.0.21		01c86f4d700bb0185187b3dfd04c956f5f358add
com.liferay	com.liferay.monitoring.web	1.0.21	jspc	757fed9f63aad5c2a9575c7f9ab8315e832ca579
com.liferay	com.liferay.monitoring.web	1.0.22		1ea142f88b32392d7af2bb8704b954ba1d62f0fa
com.liferay	com.liferay.monitoring.web	1.0.22	jspc	d67dcfc3f4a5497f666c008da1a154c1b6253473
com.liferay	com.liferay.monitoring.web	1.0.23		07a1437edcf99bd53e3dd034850be258ca7aa973
com.liferay	com.liferay.monitoring.web	1.0.23	jspc	ca821738a3a9c4d3cae644d0ef159b3630e4bd34
com.liferay	com.liferay.monitoring.web	1.0.24		61acf9ef54801cfcd66078e10f89499d2a094a35
com.liferay	com.liferay.monitoring.web	1.0.24	jspc	2e5b4ebbb935aa59c53c819e6b6145a04dda17c5
com.liferay	com.liferay.monitoring.web	1.0.25		c222aca7425bb21142fccc1cacc30b5751813fbd
com.liferay	com.liferay.monitoring.web	1.0.25	jspc	75bd06e914647a72d2113eb0ae7717c8d1af717f
com.liferay	com.liferay.monitoring.web	1.0.26		d2491740e76eca9a22b650687b378c83ce23146d
com.liferay	com.liferay.monitoring.web	1.0.26	jspc	43299708cbd4252baf18c73800d3039ee98a13fd
com.liferay	com.liferay.monitoring.web	1.0.27		6cc83068901e145b3a5152e9334fa4241d3afa63
com.liferay	com.liferay.monitoring.web	1.0.27	jspc	bb5dc940856138a530a0dd3eca62461f5854e584
com.liferay	com.liferay.monitoring.web	1.0.28		7685404c9c65ccbf7ae27d5664283bb6fe00a148
com.liferay	com.liferay.monitoring.web	1.0.28	jspc	3c6242f5336eb8c8bffb70b34db7ee952121a942
com.liferay	com.liferay.monitoring.web	1.0.29		8f3bc36af6408c817e3f058875b8ecfe011e4a14
com.liferay	com.liferay.monitoring.web	1.0.29	jspc	734339f95ca8428e4ff5d9501931b610cccf3121
com.liferay	com.liferay.monitoring.web	1.0.3		7dfa8ec9836c89e562cb2b8b6673fce95bd7627b
com.liferay	com.liferay.monitoring.web	1.0.30		becebcaebb524a8f3cd35a94bbc5ac134f292db9
com.liferay	com.liferay.monitoring.web	1.0.30	jspc	c2e598c81ccdcfb2595f470b46db3b71ed87d923
com.liferay	com.liferay.monitoring.web	1.0.31		dd3faa7264e045d38a4138da219fb2a28691c1d1
com.liferay	com.liferay.monitoring.web	1.0.31	jspc	eae38f4f2f277a650fd596ef344c8ca32109a0ea
com.liferay	com.liferay.monitoring.web	1.0.32		c742d230528df24e0e3f18e47d3aa3d0c277c62d
com.liferay	com.liferay.monitoring.web	1.0.32	jspc	cea81ee5f09e655bfc214ea28d3d473cc7eafe61
com.liferay	com.liferay.monitoring.web	1.0.33		93d2c34b13f46fd05fa07d86a18ca0bd1be17331
com.liferay	com.liferay.monitoring.web	1.0.33	jspc	69c54b48cbe38d7f1ffb70d7e621f7076994320b
com.liferay	com.liferay.monitoring.web	1.0.34		0fca2d929630b77ae80879dee08106dcd139d537
com.liferay	com.liferay.monitoring.web	1.0.34	jspc	7c44a00cf92a6acd63c3104a3108a59dfaf97c14
com.liferay	com.liferay.monitoring.web	1.0.4		aba80a2d1e68ff1480bc7f109800fc204eaf7cb2
com.liferay	com.liferay.monitoring.web	1.0.5		415b65d9982796190c7de1a4dae00f1b5cb756cf
com.liferay	com.liferay.monitoring.web	1.0.6		214e60b5684d4420ca1725d72889330676cad372
com.liferay	com.liferay.monitoring.web	1.0.7		5b1576fc1a6b9b0f2d25d1cff130d56b54f5ee25
com.liferay	com.liferay.monitoring.web	1.0.8		fd3936ba0d50e8c3747cd59cad0c816dab583d23
com.liferay	com.liferay.monitoring.web	1.0.8	jspc	56bf584ab4f8f0fb999e0acb7bf233ec5f6ca7fe
com.liferay	com.liferay.monitoring.web	1.0.9		088857d3e34a947fa59bb81f495a5face7518b25
com.liferay	com.liferay.monitoring.web	1.0.9	jspc	ac57e9a013ce3cbf954051f0163aaefc6fc62037
com.liferay	com.liferay.monitoring.web	2.0.0		6337ab4469db09b756ad6479f7ccd5e94e79129e
com.liferay	com.liferay.monitoring.web	2.0.0	jspc	424f48828d75bce06bc5c3f18c5ff1dc04d673a3
com.liferay	com.liferay.monitoring.web	2.0.1		09e2d26f6c88b2f7d2eb7aed2756f5f43aebcf51
com.liferay	com.liferay.monitoring.web	2.0.1	jspc	4461f5fdd8e6a5423fdbfafa47946075b3e3417c
com.liferay	com.liferay.monitoring.web	2.0.10		2b0c29ec4a82c0b3b9d51f3c1f8c15c0896a4fb7
com.liferay	com.liferay.monitoring.web	2.0.10	jspc	27f3e4351f18dd1e093bb2582d1552154f07528a
com.liferay	com.liferay.monitoring.web	2.0.11		0296e345f0e86e54055112da982591b60891e3f9
com.liferay	com.liferay.monitoring.web	2.0.11	jspc	566baf15cd652fe44f2fa02190e5051c1ac95f27
com.liferay	com.liferay.monitoring.web	2.0.12		5f7b3b94a45ec0eccb31534951675dd82cf371d0
com.liferay	com.liferay.monitoring.web	2.0.12	jspc	0f464dad8b0cdf5ee5fc2da666748acac8d9bf20
com.liferay	com.liferay.monitoring.web	2.0.13		62e9e05ede5dfb458627f937e479bd1ae1a4676c
com.liferay	com.liferay.monitoring.web	2.0.13	jspc	a3b84e098ab18f889a3100b1130ccd58b4ba9eee
com.liferay	com.liferay.monitoring.web	2.0.14		b1ec5d05908bce317b885f9e9abadd097881bff5
com.liferay	com.liferay.monitoring.web	2.0.14	jspc	8c28fef385cd3b1ca37c7b71e21074654e1c8fa7
com.liferay	com.liferay.monitoring.web	2.0.15		0b915993682d6da29f2b794403e2fcaf0fdf6cc7
com.liferay	com.liferay.monitoring.web	2.0.15	jspc	54317076390ca901e7238323e4f377901a72fd32
com.liferay	com.liferay.monitoring.web	2.0.16		240c861c901a5548b75ad7570cce49d3a823e899
com.liferay	com.liferay.monitoring.web	2.0.16	jspc	4e4ee9c0e6f1c3784e256299c659c76f190f566b
com.liferay	com.liferay.monitoring.web	2.0.17		fa002b0caa46bba7ec7dc7f3b2f138a63feee219
com.liferay	com.liferay.monitoring.web	2.0.17	jspc	2c3a5bd3b4d613da1365c3e201985d0a078012fd
com.liferay	com.liferay.monitoring.web	2.0.18		40296bc35f8f7c036d8b371c1ffc851d8378f531
com.liferay	com.liferay.monitoring.web	2.0.18	jspc	6927d47daa23dbaa975bab166650223df6c99244
com.liferay	com.liferay.monitoring.web	2.0.19		a83293ad1c7c1f3af5cfdbfd46fa4b8b9bc4cdbe
com.liferay	com.liferay.monitoring.web	2.0.19	jspc	1ee0ef772c3e5d4cca486c4ea489056fbc88e53b
com.liferay	com.liferay.monitoring.web	2.0.2		0e3849a45515fe3dab253f88ee2ec88973cba372
com.liferay	com.liferay.monitoring.web	2.0.2	jspc	9b25ba8cc682d788cfcdd6691550d2a7a60c090e
com.liferay	com.liferay.monitoring.web	2.0.20		42427c9c0e0f40510ab4b72cd525fbaf586fdfea
com.liferay	com.liferay.monitoring.web	2.0.20	jspc	a58fd867f8f7efaf58365b595c0c310900918c08
com.liferay	com.liferay.monitoring.web	2.0.21		d1f6a23c0ea2255a2c7e161ded38400684122640
com.liferay	com.liferay.monitoring.web	2.0.21	jspc	af3622a43ed332fb0af522f1b91a69517bed7ac3
com.liferay	com.liferay.monitoring.web	2.0.3		9d4c6dbc6ad3a5aeda4e1c5ba7578cea61ddd991
com.liferay	com.liferay.monitoring.web	2.0.3	jspc	4bf43a543dce0d3c3b9a19522546b1e1a73f1c64
com.liferay	com.liferay.monitoring.web	2.0.4		a0d0aa2412d5014f13320ae529c04c6cf45a4f07
com.liferay	com.liferay.monitoring.web	2.0.4	jspc	c80b238272291a3b738d41c07daf2b45676e78fc
com.liferay	com.liferay.monitoring.web	2.0.5		3bdc6954d587a67aad2bd8e313b6ed37704e2d74
com.liferay	com.liferay.monitoring.web	2.0.5	jspc	4785b619f90ed81fc4859292fc41d2f0c0eba63b
com.liferay	com.liferay.monitoring.web	2.0.6		22c324a170b773029aa63d5dc00f6525f382b62e
com.liferay	com.liferay.monitoring.web	2.0.6	jspc	0e6d4d8a1a1a73b1a35e3b8180de76d0b9b263d6
com.liferay	com.liferay.monitoring.web	2.0.7		941f111e0b0989738ea63e17d785b55d8c9c155f
com.liferay	com.liferay.monitoring.web	2.0.7	jspc	881d0263c8be3370923dea7f39abe1d2a3e958de
com.liferay	com.liferay.monitoring.web	2.0.8		e1a14993fbcfb397e66706a7ec412fb59bf31201
com.liferay	com.liferay.monitoring.web	2.0.8	jspc	e2ac63812d0993ad7e6fda60fedfefa9b5b9d938
com.liferay	com.liferay.monitoring.web	2.0.9		37801ecacdb6a3d93bc7f4cc953ead6112e9ad40
com.liferay	com.liferay.monitoring.web	2.0.9	jspc	4418e02c0a58e84006922d2e8d91a1056eb5d21f
com.liferay	com.liferay.monitoring.web	3.0.0		3b78b3225a70a4ad88d0ba68b13af713660d0b67
com.liferay	com.liferay.monitoring.web	3.0.0	jspc	7f489378cf27d77aa896398c99c2a6ffd79fb6c0
