africa.shuwari	version-codecs-zio_native0.4_3	0.4.0		caad64da066acbaff5b8a31e890cbc49fd132c9d
dev.programadorthi.routing	compose-watchossimulatorarm64	0.0.20		N/A
dev.programadorthi.routing	compose-watchossimulatorarm64	0.0.20	metadata	4d87584ed7af4d1d9364c8f71bf3c623bfc96bbe
dev.programadorthi.routing	compose-watchossimulatorarm64	0.0.21		N/A
dev.programadorthi.routing	compose-watchossimulatorarm64	0.0.21	metadata	c8433b7b053e04de1f8f657a68ab32339d89eeb1
dev.programadorthi.routing	compose-watchossimulatorarm64	2.0.0-alpha01		N/A
dev.programadorthi.routing	compose-watchossimulatorarm64	2.0.0-alpha01	metadata	4b594f3c883a3a6006bc4ba49f1aeaa34e76d373
dev.programadorthi.routing	compose-watchossimulatorarm64	2.0.0-alpha02		N/A
dev.programadorthi.routing	compose-watchossimulatorarm64	2.0.0-alpha02	metadata	3d98d4393f6132e22e9df3aff40ca853633fb329
dev.programadorthi.routing	compose-watchossimulatorarm64	2.0.0-alpha03		N/A
dev.programadorthi.routing	compose-watchossimulatorarm64	2.0.0-alpha03	metadata	559e92dbecee1b0ce9c52a5ee8de9aa5fa6f3f41
hu.webarticum.miniconnect	server	0.1.0		25a355fea8de664e953ddccfbb3119a28f477e55
hu.webarticum.miniconnect	server	0.2.0		4cd9a91184290ac6be758c3b1ae3b9973a15068d
hu.webarticum.miniconnect	server	0.3.0		674750c26535ca5113390887fd937683ca9bafe0
hu.webarticum.miniconnect	server	0.4.0		4c13f07520046dd019f8b914488020e9485cf99d
hu.webarticum.miniconnect	server	0.5.0		42295e3f7efff6c1ce8b356f19cc133796b98048
hu.webarticum.miniconnect	server	0.6.0		49e84e55d8e9f206fa041c012b0181f71517c60b
io.gitee.laoshirenggo	swagger	1.0-RELEASEOT		fdfd74ea83738bbb8d40aecc6cd69d74a72fe9f9
io.github.agrica	ppa-spring-boot	1.0.0		N/A
io.github.agrica	ppa-spring-boot	1.0.0-alpha1		N/A
io.github.agrica	ppa-spring-boot	1.0.0-alpha2		N/A
io.github.agrica	ppa-spring-boot	1.0.0-alpha3		N/A
io.github.agrica	ppa-spring-boot	1.0.0-beta1		N/A
io.github.agrica	ppa-spring-boot	1.0.0-beta2		N/A
io.github.agrica	ppa-spring-boot	1.0.0-beta3		N/A
io.github.agrica	ppa-spring-boot	1.0.0-rc0		N/A
io.github.agrica	ppa-spring-boot	1.0.0-rc1		N/A
io.github.agrica	ppa-spring-boot	1.0.0-rc3		N/A
io.github.agrica	ppa-spring-boot	1.1.0		N/A
io.github.agrica	ppa-spring-boot	2.1.0		N/A
io.github.agrica	ppa-spring-boot	2.1.0-M1		N/A
io.github.agrica	ppa-spring-boot	2.1.0-M3		N/A
io.github.agrica	ppa-spring-boot	2.1.1		N/A
io.github.agrica	ppa-spring-boot	2.1.2		N/A
io.github.agrica	ppa-spring-boot	2.1.3		N/A
io.github.agrica	ppa-spring-boot	2.1.4		N/A
io.github.agrica	ppa-spring-boot	2.1.5		N/A
io.github.agrica	ppa-spring-boot	2.1.7		N/A
io.github.agrica	ppa-spring-boot	2.1.8		N/A
io.github.agrica	ppa-spring-boot	2.4.0		N/A
io.github.agrica	ppa-spring-boot	2.4.10		N/A
io.github.agrica	ppa-spring-boot	2.4.12		N/A
io.github.agrica	ppa-spring-boot	2.4.12	site	326fdc488ddc0b6548b19c2f18eacbf0b1572397
io.github.agrica	ppa-spring-boot	2.4.13		N/A
io.github.agrica	ppa-spring-boot	2.4.13	site	7f68d0dcbbfd89ce059e3d9e840d7a0a6383d52e
io.github.agrica	ppa-spring-boot	2.4.14		N/A
io.github.agrica	ppa-spring-boot	2.4.14	site	c9f2760bbc5a63fb8c80cbb81689789f07407fed
io.github.agrica	ppa-spring-boot	2.4.2		N/A
io.github.agrica	ppa-spring-boot	2.4.3		N/A
io.github.agrica	ppa-spring-boot	2.4.4		N/A
io.github.agrica	ppa-spring-boot	2.4.7		N/A
io.github.agrica	ppa-spring-boot	2.4.8		N/A
io.github.agrica	ppa-spring-boot	2.4.9		N/A
io.github.agrica	ppa-spring-boot	2.6.0		N/A
io.github.amricko0b	quarkus-json-rpc-jackson-deployment	0.0.1		45ad4fe7ade21dd6e23352ec006be37eb5ab594c
io.github.azhur	kafka-serde-avro4s_2.13	0.5.0		5054821d05a3c04238ba82059f4c30c8dfdfd2a0
io.github.azhur	kafka-serde-avro4s_2.13	0.6.0		41a0fee3addae65322d758505f11e36e53536a4a
io.github.azhur	kafka-serde-avro4s_2.13	0.6.1		0373b65da57646e0701076d73ac5afafcb531d23
io.github.azhur	kafka-serde-avro4s_2.13	0.6.2		5c28ce1403f8755ab80354666ff7f5d5391ab660
io.github.azhur	kafka-serde-avro4s_2.13	0.6.3		c212aff8282d9c501617adc93ae0e99d41ac25bc
io.github.azhur	kafka-serde-avro4s_2.13	0.6.5		a1ec03625bf9bfa03782fdc72c85e411f702bdf5
io.github.azhur	kafka-serde-avro4s_2.13	0.6.6		2ab987b406240bd850b9177cf045db0e314a1776
io.github.azhur	kafka-serde-avro4s_2.13	0.7.0		fd1f5d81568ba40ffce77190d9c3f1c8b96c75d0
io.github.azhur	kafka-serde-avro4s_2.13	0.7.1		a1cf3f5255fb4f983aabffdd848dbdb973b26efe
io.github.azhur	kafka-serde-avro4s_2.13	0.8.1		a9407757bcf36ea710fdfa8cff41dbfa788b4133
io.github.azhur	kafka-serde-avro4s_2.13	0.8.2		3a77f1d33e53f7328df7633503d393b58bc16b6f
io.github.azhur	kafka-serde-avro4s_2.13	0.9.0		e71b58380ed2b86846d055a9e18cce8f3f12dd01
io.github.darkokoa	pangu-watchosarm64	0.1.0		N/A
io.github.darkokoa	pangu-watchosarm64	0.1.0	metadata	f172f3aa802b4decc3f1458816dd62f1172f0714
io.github.darkokoa	pangu-watchosarm64	0.2.0		N/A
io.github.darkokoa	pangu-watchosarm64	0.2.0	metadata	cbbe205d40609bc34b2df5072ee02944c0006955
io.github.ethereal-rpc	EtherealS	1.0		N/A
io.github.ethereal-rpc	EtherealS	1.0.1		N/A
io.github.ethereal-rpc	EtherealS	1.0.2		N/A
io.github.ethereal-rpc	EtherealS	1.0.4		62d956dc0353d5d55198469344d640bb192dbbd3
io.github.ethereal-rpc	EtherealS	1.0.6		efec68832169bcf8c84fec9c68109917464215da
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.10		e5e0cb05f179d813952c3e6e394817656c086e9c
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.11		ef9759a7157435f7556d51ec8605070ee0ceb99c
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.13		ba788bdb5553f3890bf161745bf2e8fe944e5528
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.14		33e559fd15c3319e18e91e70a095810cdc7b250c
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.15		4615dd380f32af81570e07780b2c8fdf16c2b2a9
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.16		ebb159f924ae612967bb2800eec1ca55142e569d
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.17		b6861fa167649a860db5a55fff812a4ac07b8594
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.18		686fffddd69fb891eb2fd444820454d99d2cec56
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.19		ad84a0e1637ba16e01510f6531bbcbd216951b04
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.20		9ca08078e1cef6b3756ac20a6dba4476287c2bbc
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.21		e310fa7ddaf14649e1bac53a3f451e0789796adf
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.22		e27c54bf8d8cea0eb9716eb77381e64ed0432609
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.23		147283910485d8eff6e6bc90f31e5e66583a2e04
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.24		8b3cfc15232f40e938308a8fdb58ee45ab30a509
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.25		70ee6448b0729891b3be074c2c263fb094475d62
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.26		690dd78f195bb5b15c53fc8ffd117fd9ff469c87
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.27		fd1bb91727cd82fa2c0cb530f51751a8021ce98b
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.28		4312f7bb82e23f37a89f3d5c8e8f1ae1c466cfb9
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.29		3c13b19449d9f15f8a38cc36dc6c30aa43c75854
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.3		1c225038c4eba3485393e93a28e2e0603b45084d
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.30		bc1df0c2f8638dc999e6a65ef6c997e0b6e70101
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.32		bc5084922a70f5c5b11ecf416884e64f18ab1e5a
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.33		54d07f186c8d5d9685d20f88bd7fcc775b5a25ee
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.4		6b6839ea181631d076050bfc69c566acee58313a
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.5		4a5e57895041389112f8f6d8d9e0cdd4aa6a16fc
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.6		0d678c1e2667eae387b4f253119760d0af73b4b7
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.7		cddcc1a56781ee4654b9b64a892def9ef6b1d69b
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.8		4eb0802693a58390bb94a26f9365d242f6c6a147
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.0.9		bfe0115ce973d157b76478cec833a14b83712c97
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.1.0		0e7642a7ad01f4ea58c19e4634f764fb1dc22cb7
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.1.1		e6d26e4e6bbe11c96ef7e2de075a4db5830ed3a4
io.github.etspaceman	kinesis4cats-compat_sjs1_3	0.1.2		3309cba5a14d6a9d57d4626f819edbc884401430
io.github.haodongling	Launch_Dispatcher	1.0.0		N/A
io.github.hzhilong	ybgnb-base	0.0.1		585523884e860b361770937f54c3a0aeb0525caa
io.github.hzhilong	ybgnb-base	0.0.2		0f7604cf07dee6eea6576324d5708762d1e85972
io.github.iamthevoid.reactivebinding	local-recycler	1.0.0-beta08		N/A
io.github.iamthevoid.reactivebinding	local-recycler	1.0.0-beta09		N/A
io.github.iamthevoid.reactivebinding	local-recycler	1.0.0-beta10		N/A
io.github.iamthevoid.reactivebinding	local-recycler	1.0.0-beta11		N/A
io.github.iamthevoid.reactivebinding	local-recycler	1.0.0-beta12		N/A
io.github.jlguenego	jlg-prime	0.0.1		707b4463927a0dc4efce4c3c29a0f46e617b91af
io.github.jlguenego	jlg-prime	0.0.2		33caed3c3bb1c6315078fe2fc8923f247eed3c59
io.github.juicemx	abi	3.3.0		32f7363926969f5e94a7d2d73ecd140fbb1a123f
io.github.mddanishansari	html-to-pdf-convertor	1.1.0		N/A
io.github.microcks	microcks-java-client	0.0.1		0148379387f9c66625fe227af5d83f21e98f8882
io.github.microcks	microcks-java-client	0.0.2		d9ea19ccf7039ffdade3d7ff4252b7aaeb1fac0e
io.github.microcks	microcks-java-client	0.0.3		4c1f2abd1663cc40f72fd24cf4847e5457af2d76
io.github.microcks	microcks-java-client	0.0.4		b2e5a889f2bdea566739b0ce461d6fe618bf95df
io.github.microcks	microcks-java-client	0.0.5		a9c606b65dafa1c6bb84bce63ee6f8e8bcac92c4
io.github.microcks	microcks-java-client	0.0.6		a757d871dbcd7cd00d1a12b6dd2cf355ca42c165
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2022.07		1d5696c1fec8278f49990b7f6311338b3b991263
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2022.08		35a67d2ad7a011893a976771a29765c76c4dfc57
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2022.09		fd3e7f3b96699b077883608bc2e4bc943d37a222
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2022.10		e0850c8f9436fc8efb5b4dc31b57821f766e286b
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2022.11		5a9c53ffeea27dbc55d08a7f9f4ba825afb91ee8
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2022.12		aaf1aed61cd9f4f051f3571e0835c2687d1383c1
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.02		b4c0b04c0cacbe6f29e437669f1e8b4970f63cbc
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.03		2ed40011fb1088ba48946a2348171ca11546cc08
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.04		e5b44762a44a1ed5599f469bca8989a91ad3b412
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.05		4c742c16d7f5812242f8aa19e5bf6badd1356bb5
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.07		0d31a347bcfea3aa9d11f9048563796f06324ab5
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.08		5b13fe1861a990b3c7ea6ecb933503b45019950b
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.09		ea0a890f52eb8a575d78c28c2446c75084262412
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.10		0b3571e636cd649d3e3f9c993d05fff784e934ed
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.11		7523f8f7277f5845eff51311e62f8a6d0ceb4d5a
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.12		63da723fe7c26ec085e828ed052003308588feee
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.2.01		e01a543289de31e36d0004387b37eb3cb8e94f62
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2023.3.01		4cb22c45d9ead8abfad36cf884d7fa8773ff439a
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.01		cea1ccbb84e5539bdcf0a57cd9c2bd246d6d31dc
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.02		8d4a42126f03dd114802b7e5e857300c73578351
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.03		b5e06b004f1dd62c4b8ef35cefc6e6ba3cf8101a
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.04		022cad975f78e7c48f748bbf019d9496582c8df6
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.05		dc7f474d3882fed9a5f2a33da9b0b95a47371d94
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.06		d435fb52ac58eb700301d421274fc1be5744c8ea
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.07		83501409a187aaaf1150a579faa83ab81d79c7f3
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.08		91d4d7e4f3bade69c745533b88f35ec24119c14d
io.github.shuigedeng	taotao-cloud-starter-sms-upyun	2024.09		467c44b9eb0be61adb8db1200063c4acb06c6867
io.github.sparql-anything	sparql-anything-archive	0.9.0		efda7f2f52512496409a992fb5ea44af16c7b2ee
io.github.sparql-anything	sparql-anything-archive	0.9.0-RC-2		2b2c7f0b33cccb7cc0dfcc9a11986fc8d9dee1f1
io.github.sparql-anything	sparql-anything-archive	0.9.0-alpha-1		e010440932f685745ced56f5193895e563db53f1
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.1		93ce9fd9a2285972fefcf529dcc89e8296b6daf5
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.10		e3a8c7a1ab0f44079bcd1240ee521af9dd17f467
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.11		cd0a91a2de37196940bf33e65936384fa886ac48
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.12		0ebd639232a7222591453ce67eac7f1332da59de
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.13		a7149995f70b152699417e6db22ddc47c0d594c8
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.3		d67dea12c8bf52823eea3a417a747e5a05b5c8ca
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.4		b31dab1d9c507909d90ad03354b75ea3098306a0
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.6		ce8f1da2b0aeaef83a32aa0e90deb97469a7b945
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.7		c8c377ad075275f11c1ec124f741ed1295b8f417
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.8		ddf621023031ae1cd4156c99df542081cc5fb51c
io.github.sparql-anything	sparql-anything-archive	v1.0-DEV.9		e4449cb3b2a43f1addaba1eb347b3f336d3eda3a
io.gitlab.mateuszjaje	gitlab4s-tmp-core_2.12	0.2.5.4		ceff0c21ddf6cb4822828aa6409de7a583771f9a
io.gitlab.mateuszjaje	gitlab4s-tmp-core_2.12	0.2.5.5		3d5f2641b108d58fd0359aea8ba21415726d79ea
io.guthix.oldscape	oldscape-wiki	0.1.0		ff2f7519ad979ee035ab8616864a8546eb2333e8
io.joyrpc	joyrpc-registry	1.2.0-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.3.0-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.0-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.1-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.2-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.3-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.4-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.5-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.6-RELEASE		N/A
io.joyrpc	joyrpc-registry	1.4.7-RELEASE		N/A
io.nlopez.compose.rules	core-common	0.1.0		9d01e7604d307bbd4e3a667069e00b616f5f5b6c
io.nlopez.compose.rules	core-common	0.1.1		ad6b77d162909a6a60bd8e640e606c396e6e9301
io.nlopez.compose.rules	core-common	0.1.10		dd69985937becd21121522e616cbf8b631988e58
io.nlopez.compose.rules	core-common	0.1.11		9f7c5ea6fce9fe2a99c5ce3b4d3a5eb2e29f28a5
io.nlopez.compose.rules	core-common	0.1.12		e1d0b0c49ca91dbf72b5696d691375ee0281fb0e
io.nlopez.compose.rules	core-common	0.1.13		d33879ce6758863eeaa36690885b477677302141
io.nlopez.compose.rules	core-common	0.1.2		e7c647c1a18029179fd228e31171e5a9a9025dd1
io.nlopez.compose.rules	core-common	0.1.3		ccbad1514bce6b471291c76abc649d939b82c27b
io.nlopez.compose.rules	core-common	0.1.4		9b7b68e8239fff60e8e708f1300461e7a15f2574
io.nlopez.compose.rules	core-common	0.1.5		708f185fe76a50cea11b33e992342867bc6f1436
io.nlopez.compose.rules	core-common	0.1.6		4e98cdaa908576f10e1f6d0340c9d5e42216a5e0
io.nlopez.compose.rules	core-common	0.1.7		78dc1a4f6fab24de7121b622d12c1f368179b991
io.nlopez.compose.rules	core-common	0.1.8		f14c77904ff13de6922a1d094b72da94ec0f241f
io.nlopez.compose.rules	core-common	0.1.9		a5863331b2eae3e31e55cae712f2ab1188e0fd5b
io.nlopez.compose.rules	core-common	0.2.0		d5f7f2cedfdd8e81d4c7b4ed87c9e8e89e19abe2
io.nlopez.compose.rules	core-common	0.2.1		2f3a04f7b10aca994a4e6b11968af758c362edde
io.nlopez.compose.rules	core-common	0.2.2		169bffe086fbc9a8952db4992ded9e577464e862
io.nlopez.compose.rules	core-common	0.2.3		1454313d4636809e7a7c5f5e2accf8a335fb9e30
io.nlopez.compose.rules	core-common	0.3.0		735b5226799d8c709d50ae3cc7cf8b9d58abf3b5
io.nlopez.compose.rules	core-common	0.3.1		935a87cd77c5c9dc91cca708f3e2c48d284839a4
io.nlopez.compose.rules	core-common	0.3.10		b64edff1bf24c23a097b2910705a155df29b19c8
io.nlopez.compose.rules	core-common	0.3.11		86ed6a26770b7f7de19a8d0059fc5ab61d906a21
io.nlopez.compose.rules	core-common	0.3.12		1fb077c36d0d2617fd0bf12fa1045a7e902b0c44
io.nlopez.compose.rules	core-common	0.3.13		543e8a97b1e7633adcd8ab85c6da868b4ce7e7ce
io.nlopez.compose.rules	core-common	0.3.14		2dc413bcbd867e301ab9f4c95c66a4fd925f2488
io.nlopez.compose.rules	core-common	0.3.15		eb029aa4615b050944b92efa011e85b0d393d64c
io.nlopez.compose.rules	core-common	0.3.16		04c6d92724c247954902fd64c7c33a5b63ae69de
io.nlopez.compose.rules	core-common	0.3.17		922ee78b74a263b9e0ca3b240e124e52bf5d78a6
io.nlopez.compose.rules	core-common	0.3.18		9d3d0b214bf1c12da018ebbdebfb0e4978c507b1
io.nlopez.compose.rules	core-common	0.3.19		d8ddd73f6f8b38d75ad2fd315b30d8cc5a8d8c02
io.nlopez.compose.rules	core-common	0.3.2		56ee110958819bdc543774e73310a7324d33f43c
io.nlopez.compose.rules	core-common	0.3.20		6108f92b87c0c8d1b9d5a8a62f23655c812dfc20
io.nlopez.compose.rules	core-common	0.3.21		3839d0a2646888db9132de72af6436b180f72f6a
io.nlopez.compose.rules	core-common	0.3.3		008c3b633be624fc1ecd5dee94365eb524bbcc7c
io.nlopez.compose.rules	core-common	0.3.4		54eaaabce0027f4ae544493a0d5650e132332980
io.nlopez.compose.rules	core-common	0.3.5		8a30449181e1e9616b7a0af712634a124826b2d5
io.nlopez.compose.rules	core-common	0.3.6		aa2e1e7259740866dd791b09bd52caaf5a9e9ec4
io.nlopez.compose.rules	core-common	0.3.7		e53c4901183586d8fd23e6fa72cd2f6be2e87277
io.nlopez.compose.rules	core-common	0.3.8		0ca28c171a9cff35db4a116f53fe3779225bf47e
io.nlopez.compose.rules	core-common	0.3.9		b333a21172daf49d2b1453d4b96b71e0ee987ac2
io.openliberty.features	io.openliberty.spnego1.0.javaee	21.0.0.1		N/A
io.openliberty.features	io.openliberty.spnego1.0.javaee	21.0.0.2		N/A
io.openliberty.features	io.openliberty.spnego1.0.javaee	21.0.0.3		N/A
io.openliberty.features	io.openliberty.spnego1.0.javaee	21.0.0.4		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-server-watchossimulatorarm64	0.15.4		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-server-watchossimulatorarm64	0.15.4	metadata	614df36990565193feecdaedd354cd1cee36cdb8
io.rsocket.kotlin	rsocket-transport-ktor-websocket-server-watchossimulatorarm64	0.16.0		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-server-watchossimulatorarm64	0.16.0	metadata	e5a3bdc90b088d92c13fdd666c9baca5282faa57
io.rsocket.kotlin	rsocket-transport-ktor-websocket-server-watchossimulatorarm64	0.20.0		N/A
io.rsocket.kotlin	rsocket-transport-ktor-websocket-server-watchossimulatorarm64	0.20.0	metadata	ac7ea7f93698e2a46128b3b8804eb13390dae721
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.0-alpha.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.0-alpha.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.0-beta.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.0-beta.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.0-beta.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.0.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.1-beta.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.1-beta.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.4		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	2.1.5		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-alpha.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-alpha.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-beta.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-beta.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-beta.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-beta.4		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-rc.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-rc.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.0-rc.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.0.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.0-alpha.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.0-beta.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.0-beta.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.4		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.5		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.6		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.1.7		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.10.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.11.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.11.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.12.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.13.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.14.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.2.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.2.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.3.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.4.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.4.1		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.4.2		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.4.3		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.5.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.6.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.7.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.8.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	3.9.0		N/A
io.sentry.android.gradle	io.sentry.android.gradle.gradle.plugin	4.0.0		N/A
