au.net.causal.shoelaces	shoelaces-logconfig-integration-tests-common	2.0		N/A
io.smallrye.llm	smallrye-llm-langchain4j-config-mpconfig	0.0.3		5f4691f9d4a2821b706302da18fae24f1788f806
io.smallrye.llm	smallrye-llm-langchain4j-config-mpconfig	0.0.4		c8fb8447d35276d15ab7903597f435ab44723d15
io.vertx	vertx-config-git	3.4.0		0af6b1120979a0f5414a592554b38805158c289d
io.vertx	vertx-config-git	3.4.0.Beta1		fb1ca5e767187116af6beca41114b5d7509934fa
io.vertx	vertx-config-git	3.4.1		2ada2aa9b43cb19d2580a1c2a86707abe4caeeb1
io.vertx	vertx-config-git	3.4.2		cf55c4d54bcf7b8067aa17c0146a2b63bcfddaaf
io.vertx	vertx-config-git	3.5.0		cb9cc9c489147722b0b21064ec54ee2f072294a4
io.vertx	vertx-config-git	3.5.0.Beta1		9d7afb08d12b45a1ab4afae2ed45429c2d4fcd29
io.vertx	vertx-config-git	3.5.1		d09a012bd47b26292031fa25d07590ae6d841d5c
io.vertx	vertx-config-git	3.5.2		af1a740e9a2ae56bc3ff651b2f449cf47185bd33
io.vertx	vertx-config-git	3.5.2.CR1		431f5bf836738b27896a4ff73a0a85ed312a9c1d
io.vertx	vertx-config-git	3.5.2.CR2		a9c68a7c0c4a1e3436cbf43e5381dd3122995098
io.vertx	vertx-config-git	3.5.2.CR3		80a6d21da0f4dcb74645edd50aea94a38c04db27
io.vertx	vertx-config-git	3.5.3		73d6a5b5fccf1a371803c16be9e4300d4f3cce39
io.vertx	vertx-config-git	3.5.3.CR1		53a74380d211156ccf57fbbdb741adc164f52ca6
io.vertx	vertx-config-git	3.5.4		6e2ac5865f2d46fa6e3fd88121a5ab52ed2da97c
io.vertx	vertx-config-git	3.6.0		33bd05f0c86e3c3b98285be0ca294f9a9c52474e
io.vertx	vertx-config-git	3.6.0.CR1		500674693c1ee7722f6041be7a4831cf676c2788
io.vertx	vertx-config-git	3.6.0.CR2		41bcc24eaddaeb104d387b9a9be3f0e172f99651
io.vertx	vertx-config-git	3.6.1		1a888d5e7d98dc80043c3e85f04281d24fce2732
io.vertx	vertx-config-git	3.6.2		108971f7b9ff8feee0675c7511259d6a8e496683
io.vertx	vertx-config-git	3.6.3		3f92ea37ec6b41972b4b90d57c6bba0f444153ad
io.vertx	vertx-config-git	3.7.0		f6cf51794b9790dcb13fd9d6862da514e31b3b89
io.vertx	vertx-config-git	3.7.1		e190f3ea7491b14fcbd2970e5e5b2074bf81f7b0
io.vertx	vertx-config-git	3.8.0		e2cc47f12859e77759b3205363ae203e778d59d4
io.vertx	vertx-config-git	3.8.1		4289d55305b6feda16c251b7072597cd3df70c4a
io.vertx	vertx-config-git	3.8.2		ebed78d32aea6523aef435e751593ef12b6ffa10
io.vertx	vertx-config-git	3.8.3		f2d351926d62b865aa51eb18ca0d9f85ec8332b8
io.vertx	vertx-config-git	3.8.4		cac15e82d547f3cf66ac9065404ac04c07d10d0a
io.vertx	vertx-config-git	3.8.5		11151533b053aa9b6383b740fce811d7c4b8df36
io.vertx	vertx-config-git	3.9.0		419c403e188044749775b6486faf52e86f6793dd
io.vertx	vertx-config-git	3.9.1		9a33450630d73d15be5847b31487b6305c638509
io.vertx	vertx-config-git	3.9.10		bbd227805eecc2aef62370bb5c27ca2885c4cc85
io.vertx	vertx-config-git	3.9.11		3dd923779a6489d789e353a96fd43660221458f4
io.vertx	vertx-config-git	3.9.12		0d63dbf0ac5f0908eb335a880c9f3ed3b14010d5
io.vertx	vertx-config-git	3.9.13		0fb1e17ad26df0a57f0b66f112730affe4dc6406
io.vertx	vertx-config-git	3.9.14		2a06f05737341135ec4b21ed55bb07df85c869f5
io.vertx	vertx-config-git	3.9.15		89b1833024b180ea9398921c102c01f2cb3d93c9
io.vertx	vertx-config-git	3.9.16		ba11f103feeacf8c591c36ad4281c6ab090c6c81
io.vertx	vertx-config-git	3.9.2		292e44610b481895d37a34c99cffdad3ab3b0c1b
io.vertx	vertx-config-git	3.9.3		b9e4047ae2f1e16b77afedff56c73a7a494890c7
io.vertx	vertx-config-git	3.9.4		d4fcd5b18ac6d7f9d5178f2fc03dc45b6e40ef3f
io.vertx	vertx-config-git	3.9.5		30bb06ab514f87c9a276bd7894fd7e71c51ff02e
io.vertx	vertx-config-git	3.9.6		ce4da324388f97e46b52873b1d500e6577b8617d
io.vertx	vertx-config-git	3.9.7		edbec0b33e93225156d7cd7f5393ba67abf90754
io.vertx	vertx-config-git	3.9.8		db761f03bf5cbe8069df07ba4500f77e5aa327b6
io.vertx	vertx-config-git	3.9.9		a3e0cccb3e976e10f240caa5c1f0d6efcfa18e13
io.vertx	vertx-config-git	4.0.0		20fd70ebcc7bb02167f3c4ebeacbc0fad5204cef
io.vertx	vertx-config-git	4.0.0-milestone1		9583393a3722a82a3f42a3c9bfe42b5a76725124
io.vertx	vertx-config-git	4.0.0-milestone2		d9ed70a8b87a3955b42929b270c7c276fc3f123a
io.vertx	vertx-config-git	4.0.0-milestone3		fa36e588dc63be3a351d3589ab76429a8d014a55
io.vertx	vertx-config-git	4.0.0-milestone4		3df3fab620f9931f94b529741385d114756d7dbc
io.vertx	vertx-config-git	4.0.0-milestone5		4b280b83446ac4f95864822875d2151bfd052390
io.vertx	vertx-config-git	4.0.0.Beta1		3368010f67157367121a0b85ba247dfe1798d28c
io.vertx	vertx-config-git	4.0.0.Beta2		1445a02a1d5d3cd5ad49f7fd4273281ab3741a1d
io.vertx	vertx-config-git	4.0.0.Beta3		f98a0a2170bac97a27899c6a06747bdab84ea4eb
io.vertx	vertx-config-git	4.0.0.CR1		8bee2cc7dc5c42e6792133018a3071cd818083e4
io.vertx	vertx-config-git	4.0.0.CR2		f98c2c294fb5c5a6c94b93c111fde9565648729f
io.vertx	vertx-config-git	4.0.1		aaecaf703e80b59be9d678a63bd7317f8344c670
io.vertx	vertx-config-git	4.0.2		91b60bc536b5438a71156e50e418caefb151c063
io.vertx	vertx-config-git	4.0.3		ea5ad3a5b79f95809574c7bf6e39b775d0beb9ee
io.vertx	vertx-config-git	4.1.0		5c35c2f6be2a9797c8a336ed2e4523962a0e5382
io.vertx	vertx-config-git	4.1.0.Beta1		3131c818caa4b319b7eb7aee96201c72419e55a4
io.vertx	vertx-config-git	4.1.0.CR1		9fc72e6d0481d838c9a6db7f3a5254bf6c6035e5
io.vertx	vertx-config-git	4.1.0.CR2		adcea34d94af971a786059ad7b5d1e24b4b45a01
io.vertx	vertx-config-git	4.1.1		1a953c2ecfe252948c999c39221da405f6554622
io.vertx	vertx-config-git	4.1.2		632280fb0b8ac03de08d157931dc94119ae400c5
io.vertx	vertx-config-git	4.1.3		52f42d691425ac46d803b7da5a090830efbf9ef9
io.vertx	vertx-config-git	4.1.4		852e25e297cff5d42f414e8d998a86589f6dbdd6
io.vertx	vertx-config-git	4.1.5		3276cc91919ace1ff0639ae3eabf4c8fe893ec84
io.vertx	vertx-config-git	4.1.6		e878a06bae5e2d1a991ff180439e6f10c91c8087
io.vertx	vertx-config-git	4.1.7		2e581d55e098308c306b3af4350051df98280d04
io.vertx	vertx-config-git	4.1.8		1d941ee57304738cdb7f37734b2841a58e918818
io.vertx	vertx-config-git	4.2.0		0f0245035faf06056985f01499ee1137f2055dd2
io.vertx	vertx-config-git	4.2.0.Beta1		04024f8c972fe386dab786574121b15aa0f48ea9
io.vertx	vertx-config-git	4.2.0.CR1		23e41ed56fe3e61b92730fb4aefbaf5d25edf4fb
io.vertx	vertx-config-git	4.2.1		0904d4eb280ca48f874110bb3c9dd3a407eda0c7
io.vertx	vertx-config-git	4.2.2		4ffbe2ba365285c5cec8691fcb15a6645d86b44e
io.vertx	vertx-config-git	4.2.3		23e8a5cf28833dc8e398d8031f62afe1ece03cdc
io.vertx	vertx-config-git	4.2.4		d2ea07a4cdb940b06ad24e7db0b5907d316839ef
io.vertx	vertx-config-git	4.2.5		3fa39fa6676565a13cc67baf16990941a3af0700
io.vertx	vertx-config-git	4.2.6		2779ccfa7f3d693a35ceebcd48adaf0ead673c66
io.vertx	vertx-config-git	4.2.7		c850986789cdcc4e6ac23a6a43508de1767013b6
io.vertx	vertx-config-git	4.3.0		94b6f55c665735b551230f0f30bc46b02e8930ea
io.vertx	vertx-config-git	4.3.1		837b710226584aca1a53d12169d4235052cbfeb5
io.vertx	vertx-config-git	4.3.2		83827c7f3c1e1c303ba4a2487f061268201c5a8f
io.vertx	vertx-config-git	4.3.3		e6d72eac8026a5b689c68deea2b57263936c270a
io.vertx	vertx-config-git	4.3.4		d153b799fa6cfac12f0a9cc886ba634c5fce7ade
io.vertx	vertx-config-git	4.3.5		9ff62b8861023c4c30cad39f970fc439a7312ef3
io.vertx	vertx-config-git	4.3.6		99bc28eca2fcd3d58699b8f4faa5355c5aa66bbc
io.vertx	vertx-config-git	4.3.7		54d953de7a15b5c8c02620257217f5471500ea3e
io.vertx	vertx-config-git	4.3.8		051146458b100a4b6bba85a42f66bf494ed20b7b
io.vertx	vertx-config-git	4.4.0		73ae196eeb17ee7bdb6e8f9cba7fa09adc9d684b
io.vertx	vertx-config-git	4.4.1		52f421b4cb9449c4abbc21acdc37d980ab3d7c40
io.vertx	vertx-config-git	4.4.2		418098c42f83ad99242f16e3453ca7424d76fb91
io.vertx	vertx-config-git	4.4.3		012ceaaaee0b4e77085b6627a13db8924d0eebd9
io.vertx	vertx-config-git	4.4.4		7b68f1b651a8df38c87de6c052332f68b47f0926
io.vertx	vertx-config-git	4.4.5		1bd9561d64ae6ee4f78404033fa5de1f65c15beb
io.vertx	vertx-config-git	4.4.6		a50799a7b83ce2c80140bb6988330d6e8583e29d
io.vertx	vertx-config-git	4.4.7		eaa4db15b254728efb2ae6bc4c50dec8cb3ee793
io.vertx	vertx-config-git	4.4.8		77eff0d4781d301aa64ca06901319a5d7e9aefd3
io.vertx	vertx-config-git	4.4.9		0927a381f91d71eb9258b9655f4cf923e0e30109
io.vertx	vertx-config-git	4.5.0		4db0c3f665411f84c040429ef9c98b816e6e6187
io.vertx	vertx-config-git	4.5.1		a136a91cd7e20b26a43721ee650a658f02757af1
io.vertx	vertx-config-git	4.5.10		d14a76b8c6a7def26b929d774a623106f243a391
io.vertx	vertx-config-git	4.5.11		ce6d78aacfecf1ba3f08fd640c5c022c51522617
io.vertx	vertx-config-git	4.5.12		62535b87ae77f5bc3ede8c827f29ffb55a02fde9
io.vertx	vertx-config-git	4.5.13		ad828543de99651bcad9d3ff7ac51f51d363240f
io.vertx	vertx-config-git	4.5.14		45acc5d29c9a63c603f3a7f30c99b377118b3556
io.vertx	vertx-config-git	4.5.2		9fa436a96874b14c59447e5725270f9bcdf38e07
io.vertx	vertx-config-git	4.5.3		d55f1e5c82e9fc41eb9adbd134023209e365874c
io.vertx	vertx-config-git	4.5.4		59e6353e4e885e1ce05fa36c425026d9a10e0124
io.vertx	vertx-config-git	4.5.5		b45360e35294648c0f00f93976a329a5e38de60e
io.vertx	vertx-config-git	4.5.6		863f36ea3f0f2240de3f88ecea35ab1fd5e19f44
io.vertx	vertx-config-git	4.5.7		8264a705c6ecddb78cdf4decfde0351716e2b627
io.vertx	vertx-config-git	4.5.8		52090ea7780aa9c4653d7fba0ee9b2f6b574ceec
io.vertx	vertx-config-git	4.5.9		7b5eabc5f6829f149f0fe14cfed8f6376ca96f28
io.vertx	vertx-config-git	5.0.0.CR1		aad55b47967d7a10c2892a2b6f153fd351243e82
io.vertx	vertx-config-git	5.0.0.CR2		971bf76a31c76a74ca00c40a064feaacd6cf47d4
io.vertx	vertx-config-git	5.0.0.CR3		8c4a7536d1e77ca6d612ee98f190e514c1f06f7c
io.vertx	vertx-config-git	5.0.0.CR4		f9680f08c2022f84b2e245c3e95531a6bff73ca6
io.vertx	vertx-config-git	5.0.0.CR5		66d9c4f11bb36f3daf02beb1057ac8b9f4dd1e2a
io.vertx	vertx-config-git	5.0.0.CR6		0ecd2d8039ff90c6bdc89cb3cd36e735980ed823
io.vertx	vertx-config-git	5.0.0.CR7		60ccd5c283e29a14daa2541d643fbc50ed7377fd
io.xpipe	beacon	0.0.1		d0d13a2a242a60e15d0b2d6b4e6589673c4a3e84
io.xpipe	beacon	0.0.1.1		5426c0a1262579c8c034d5cd5c162a43d3c953f8
io.xpipe	beacon	0.0.1.2		6ff63e3bbb9592baee0c8a3d1d337913952ac339
io.xpipe	beacon	0.0.1.3		dac4da497432b8135e7152f3ce12044d54afd76b
io.zipkin.finagle	zipkin-finagle-http_2.12	0.4.0		ba2b62150bd6d6ac5b557ad61ef8adc0526ebc1d
io.zipkin.finagle	zipkin-finagle-http_2.12	1.0.0		f5db57a51b0d9f0a3309674bcf2a7656931d9112
io.zipkin.finagle	zipkin-finagle-http_2.12	1.0.1		502e83e6db77308022814c1e0e50e51fd8630fd4
io.zipkin.finagle	zipkin-finagle-http_2.12	1.1.0		896552c598955f9ec203d26b38c51e81f0ae9877
io.zipkin.finagle	zipkin-finagle-http_2.12	1.1.1		944a9af57bc82d047f72f7f4956076931b1ca808
io.zipkin.finagle	zipkin-finagle-http_2.12	1.1.2		f8420c95224bca62e9413bd36f2718a0b758bf29
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.0		279c66489345d6514456567bd2cea9352bd05f40
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.1		09b6e99e8c064cf08ac6c56f18f01fb0cf9cdb1d
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.2		fa0858318b9a5f3fa6e155bad564180d1e7a27a1
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.3		6545c77a576a774021c01e8b991059560163aea0
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.4		9d28fd6daa9ff42549d0517edd10cd74662dc50c
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.5		9d39d31330a34c079a221c13d33d92dab298b4c8
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.6		43dc31cdc5830f1d2a0aaa092e4bafe21c28f752
io.zipkin.finagle	zipkin-finagle-http_2.12	1.2.7		98346e7ff0214eb13415d7b5b3e035e7e9e918be
ir.msob.jima.core	core-ral-redis-test	1.1.15		b902f503681f45a20f996b12527da221d9bef573
ir.msob.jima.core	core-ral-redis-test	1.1.17		bfce8ef13c937ec0b90e6038cf4a36834aa0dfca
ir.msob.jima.core	core-ral-redis-test	1.1.18		a3d33bc9066d45e4ec22a5d2b8bdfbcfba580fee
ir.msob.jima.core	core-ral-redis-test	1.1.19		f4e204b858861ddce51360592fbc3477e8927946
ir.msob.jima.core	core-ral-redis-test	1.1.20		8ae2300a5c4a81e8b6f9703befe8c5eab66f1c00
ir.msob.jima.core	core-ral-redis-test	1.2.0		302f45fcf9986b79cd20c001a4baf208c7f46a1e
ir.msob.jima.core	core-ral-redis-test	1.3.0		02ff33901daee1072db27ec2a5ea949b06a6e4f5
me.lessis	gist_2.9.2	0.1.0		4ff51393be9ee5943a26f81019ab50b23e7ea81d
me.lessis	gist_2.9.2	0.1.1		de0b21324c891ab0aa775da36508e2b1d293754c
net.exoego	aws-sdk-scalajs-facade-connectcontactlens_sjs1_2.12	0.33.0-v2.892.0		dde962ce647f6a24a53c7fb95bf0e4bb32898ad9
network.oxalis.peppol	peppol-sbdh	1.0.0		c57746a62cf0bd04fd07f6f4d820949f2ac0cbd8
network.oxalis.peppol	peppol-sbdh	1.0.0-RC1		845969fbf39509b084045a4828cb21c4d488888d
network.oxalis.peppol	peppol-sbdh	1.1.0		c3d3d9dfd486879d447f1e66e1f892cfdcb38554
network.oxalis.peppol	peppol-sbdh	2.0.0		725ade04f52eedb44ac68f5191c3d9b4acbdb692
network.oxalis.peppol	peppol-sbdh	2.1.0		582e4f305afcdd801760f42b3fb46f41cdba34e5
network.oxalis.peppol	peppol-sbdh	2.2.0		9057e387c6bc12f4b3d291150e04d709f66543d6
network.oxalis.peppol	peppol-sbdh	2.3.0		d6bbe695186cb7b8f3627f674c57ab7898c5d954
network.oxalis.peppol	peppol-sbdh	2.4.0		146b77955df54831d82a557fe757ce511a42a1ca
org.anarres.mirrors.license3j	license3j	3.1.0.0		ef78ee59b73a7b8befc37d5d96a3d7fac49d9fc1
org.anarres.mirrors.license3j	license3j	3.1.0.1		3790ae52d5c1896eff60efa411a556eaa4b0763b
org.anarres.mirrors.license3j	license3j	3.1.0.2		7725e9d2888bbdbba1449dcb220a71b97287befd
org.apache.camel	camel-velocity-starter	2.18.0		9219e4cc29d198bd46e812a0662da5b5bc55097a
org.apache.camel	camel-velocity-starter	2.18.1		223996233af9035d741a71256a580af9db80939c
org.apache.camel	camel-velocity-starter	2.18.2		0100c36c9f4bccc77096a6face9fea01f8950f4a
org.apache.camel	camel-velocity-starter	2.18.3		cb6817ea0c57b3f11b48cb3d881b1c2d31255f4f
org.apache.camel	camel-velocity-starter	2.18.4		471381c6fcffc5cda8e413134f9238f17c629a2c
org.apache.camel	camel-velocity-starter	2.18.5		8076b5d1e6f05ae8ea19c85bbc319ca22bce3bdf
org.apache.camel	camel-velocity-starter	2.19.0		7826dc2bf77abac045848d8200870cc916f88665
org.apache.camel	camel-velocity-starter	2.19.1		656935e158ade84c51e1ce3d9d3a38e5c5a7ce30
org.apache.camel	camel-velocity-starter	2.19.2		7f067069cdd9953378700cce744f54b07d353b09
org.apache.camel	camel-velocity-starter	2.19.3		eca660ea4f38053c8eb9ca940fee65179b3b2a4f
org.apache.camel	camel-velocity-starter	2.19.4		e35879c2a43877d1cd8d6f7cfb9e5a96bfce908f
org.apache.camel	camel-velocity-starter	2.19.5		b7e4e4d1611f7776d727bcef96adee0f940c3d26
org.apache.camel	camel-velocity-starter	2.20.0		bfeb13aec4f86560cdd42e8daa79e851b3047cbe
org.apache.camel	camel-velocity-starter	2.20.1		363c779942e2975e3c7ccb28ef45aa4d83285a8d
org.apache.camel	camel-velocity-starter	2.20.2		b9881c9f66f1daff1b7b43a5ce42f7cd3c37c70c
org.apache.camel	camel-velocity-starter	2.20.3		daeaaff2b45c2e4ba906de72a55ba81f16927b38
org.apache.camel	camel-velocity-starter	2.20.4		7eab723e7903ec01ef5350bf33dac5c874c43434
org.apache.camel	camel-velocity-starter	2.21.0		2d77dc38bac968edb27cd58822a3419735718c76
org.apache.camel	camel-velocity-starter	2.21.1		92a4658672a525b2d9a274c25259ea70920f3996
org.apache.camel	camel-velocity-starter	2.21.2		ef753795e58e23bae99ee0af13051b65f70f4853
org.apache.camel	camel-velocity-starter	2.21.3		9763c118a36fd29731b518ab5e61dccda5bedb3d
org.apache.camel	camel-velocity-starter	2.21.4		ca409988a11b01827b30ccab41f231d69e271722
org.apache.camel	camel-velocity-starter	2.21.5		cde4f4ea2088b9e740a2ed5ed3048b13357dfcbb
org.apache.camel	camel-velocity-starter	2.22.0		5025cb0b829d243bed904eab9a7eea6c0e1249c8
org.apache.camel	camel-velocity-starter	2.22.1		c445b2649e75446a688bd1c81221d514b38e44cb
org.apache.camel	camel-velocity-starter	2.22.2		6701dff09c3cbef97b32eac030cce20d06ee6e3a
org.apache.camel	camel-velocity-starter	2.22.3		0916ce5757bc6c53fca1f3300d753e5f7e873d6b
org.apache.camel	camel-velocity-starter	2.22.4		4f9ba6935dc55d125479f5a2a761f3961c873d1c
org.apache.camel	camel-velocity-starter	2.22.5		756e424b8fa79a8d4d51eb81ea8efad6962ef628
org.apache.camel	camel-velocity-starter	2.23.0		cb00f4801489d52f615555f9cb634700bb2f915a
org.apache.camel	camel-velocity-starter	2.23.1		9c402c04bdec1e1de42ef77bd91c137c56b829d8
org.apache.camel	camel-velocity-starter	2.23.2		3924e81e39cb53a43efa88aa7d4d368303b04fe3
org.apache.camel	camel-velocity-starter	2.23.3		e8ce1bc1a13397f5a342d95136a0815d621a8180
org.apache.camel	camel-velocity-starter	2.23.4		b1562d182988fdb755d78a39e940fbd501f16ac0
org.apache.camel	camel-velocity-starter	2.24.0		78e7f0e501a050f398b9b22d2d6864eee335bc3c
org.apache.camel	camel-velocity-starter	2.24.1		aac2e56bb3e958a5342c05487b27715ad211a6d6
org.apache.camel	camel-velocity-starter	2.24.2		1e5ec121375bd13948fdfcc4a4e54e944c6ce21e
org.apache.camel	camel-velocity-starter	2.24.3		0811f00b849928059b4763dec1dd5abfb9cf7b71
org.apache.camel	camel-velocity-starter	2.25.0		7ce7abd7677b8dd96bd9d4add529079d63034957
org.apache.camel	camel-velocity-starter	2.25.1		0ab1a53eafa994edfdb2fac92a468ecfde40e1fd
org.apache.camel	camel-velocity-starter	2.25.2		cc52ac6d9bfbf679b39c71a602bc125650b6b519
org.apache.camel	camel-velocity-starter	2.25.3		33c36a9029d2fdf1651f540f8a7e5dec50fc6d93
org.apache.camel	camel-velocity-starter	2.25.4		a653e0f283c23eac052efb7c88c3280c89ed6e5e
org.apache.camel	camel-velocity-starter	3.0.0-M1		16e582276dc2ec7851922021e3108967834a6981
org.apache.camel	camel-velocity-starter	3.0.0-M2		149339bb2d9b3605c9e382db1e71ebe63b6004e2
org.apache.camel	camel-velocity-starter	3.0.0-M3		157bd9caf3ebc13abce5590000bd6fb1a3d679c7
org.apache.camel	camel-velocity-starter	3.0.0-M4		b7ea24f7955dce243d60c8de7c3e893efb67fd59
org.apache.camel	camel-velocity-starter	3.0.0-RC1		81d84954f46eeafa03ad33ea55aa22f1dc24ac27
org.apache.camel	camel-velocity-starter	3.0.0-RC2		563ba1f332e4c5e40c073150593c9767939cb73b
org.apache.camel	camel-velocity-starter	3.0.0-RC3		2fa20e6f500931e009831085e22938b3b12ea36d
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M1		b7c2cdfb00f0702cd73248c56d79bfd4778acceb
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M10		b4104cf74d1a46502b930cec574bf9c5abacc967
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M11		fea622161e9af4289d1e335c35be191df1a56aa9
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M12		9e41f55408a43fcb3ce5686dea1d24ce6ab40cc1
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M13		69fe14a59738c12ec5f8e471a6cd141ae78cdbb4
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M2		31cc34c987efba9bd409a29401cae4d281885e52
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M3		e458f1e3e4ba939e1d57caddb65901bbcf574cb4
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M4		9bf259a429a6aab8c8196e271ac0ca7af1dc9902
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M5		d6febd52c80a1180e98cc413f29b6d8bb88fff0c
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M6		f046ad0bb50896cda56aead37a18c2ed3546d607
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M7		edc664dc571b715a85366be1b971781346e74570
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M8		acef6e630240d4fef149f0065493c5646f33b6dd
org.apache.directory.shared	shared-ldap-schema-converter	1.0.0-M9		c5fad1e007d0abcf3e49d3f46a8a6b9b60ad5408
org.apache.nlpcraft	nlpcraft	0.5.0		c0f510420b3d855b2890c4a59c01668b36d695cf
org.apache.nlpcraft	nlpcraft	0.6.2		2eda03e8d87bd58cf64f3cf40de9fbbbdd90eb81
org.apache.nlpcraft	nlpcraft	0.7.0		2da22188796e124a1c1a5754e8a97955cf5a278f
org.apache.nlpcraft	nlpcraft	0.7.1		c69ca6e51fd8789c0a0bd0ae21658680438e0998
org.apache.nlpcraft	nlpcraft	0.7.2		fd3e87a05ec2a56559379d86f7bbc593c2a069d7
org.apache.nlpcraft	nlpcraft	0.7.3		53b29be70f8fcb6610c349d06095efd6c7198532
org.apache.nlpcraft	nlpcraft	0.7.4		b46b50b02376216b2394c45845936a0251d64fe3
org.apache.nlpcraft	nlpcraft	0.7.5		7cd992625d4289cbd9a957bd100a9f63d8171289
org.apache.nlpcraft	nlpcraft	0.8.0		e145824610522470ff9e932d90978c609aef444f
org.apache.nlpcraft	nlpcraft	0.9.0		fc428a0d4c0910e208da27053aa4007a6c92c8d2
org.apache.nlpcraft	nlpcraft	1.0.0		bf43f8d2b1fdced83d2b834fecf5bf1808d28223
org.apache.royale.framework	Jewel-Light-Flat-Secondary-Emerald-Theme	0.9.10		N/A
org.apache.royale.framework	Jewel-Light-Flat-Secondary-Emerald-Theme	0.9.12		N/A
org.apache.royale.framework	Jewel-Light-Flat-Secondary-Emerald-Theme	0.9.7		N/A
org.apache.royale.framework	Jewel-Light-Flat-Secondary-Emerald-Theme	0.9.8		N/A
org.apache.royale.framework	Jewel-Light-Flat-Secondary-Emerald-Theme	0.9.9		N/A
org.apache.sedona	sedona-spark-3.5_2.13	1.5.1		5d28245e0b164c29e30c1850cc129c72b6ad11ff
org.apache.sedona	sedona-spark-3.5_2.13	1.5.2		9c03767d75e896a578c734fc34416c503d5b3c70
org.apache.sedona	sedona-spark-3.5_2.13	1.5.3		47ae98d4885957acd6a130efe5ddb9ecd0bbabf0
org.apache.sedona	sedona-spark-3.5_2.13	1.6.0		6c2321a9a8bd55de9bd71f10a7c49bc62f6790ee
org.apache.sedona	sedona-spark-3.5_2.13	1.6.1		b266dd1a285d1ab1717228223465072cb7269864
org.apache.sedona	sedona-spark-3.5_2.13	1.7.0		18d0c2cb4241b87b58424f805656708d02bbadd9
org.apache.sedona	sedona-spark-3.5_2.13	1.7.1		970eda3335281606744f03d4665e4d752852da2f
org.bndly.common.rest	org.bndly.common.rest.api	1.0.0		e0ce7383e8689ebaa04c42035f985000cc14cc08
org.bndly.common.rest	org.bndly.common.rest.api	1.0.1		e3a817b4f49a1e4e02d963e5ade1aa5358dcb4a2
org.bndly.common.rest	org.bndly.common.rest.api	1.0.2		0b3cc3e7dee4969a883cf499144ee33bf53b68f5
org.bndly.common.rest	org.bndly.common.rest.api	1.0.3		ded3568e17ac9e09bec2ac0928c9b9b488e70053
org.bndly.common.rest	org.bndly.common.rest.api	1.0.4		851f4dd436008fa7b1985845602f94a95aa4bacd
org.bndly.common.rest	org.bndly.common.rest.api	1.0.5		a0aa5d8b330df1af54b7eab7a0d78b6918aac125
org.bndly.common.rest	org.bndly.common.rest.api	1.0.6		b8fe0205bb861f162b30992cca8d2354c3b55940
org.hammerlab	iterator-macros_2.11	1.0.0		f765e4f5f595b3e86432929f9f03004a41d12b4f
org.hammerlab	iterator-macros_2.11	1.1.0		71b93c57223b9a1052faf61a18a03734700f32ff
org.http4k	http4k-template-pug4j	5.13.0.0		6afec4a47ed37b9cdd7328b0c88f3da510d64a75
org.http4k	http4k-template-pug4j	5.13.0.1		11b5b5dcae28c1d61f927aca6a7bdb8fe2d201a7
org.http4k	http4k-template-pug4j	5.13.1.0		76cdda7d72e041622bf76bf27503cb42c1e56ae3
org.http4k	http4k-template-pug4j	5.13.2.0		8a9fb5b24331b224c1966166b031ff7f3bb41ebf
org.http4k	http4k-template-pug4j	5.13.4.0		4277fb8d68a4f96882a3e4a4709855f56ce482d1
org.http4k	http4k-template-pug4j	5.13.4.1		cd6ed18de1af69aabd8e399aa9f47ed410c52a9e
org.http4k	http4k-template-pug4j	5.13.5.0		2294cc3d3f8c9fd5fa3ae5448642934a4b3eff83
org.http4k	http4k-template-pug4j	5.13.6.0		a636ecdd63002eb19db1e70a5616e7e527e901c0
org.http4k	http4k-template-pug4j	5.13.6.1		bde2fbf3062237b073e780386a0a595fcc315be4
org.http4k	http4k-template-pug4j	5.13.7.0		e6bc9c557c6ad6a5a6f0cc35ae505361a6cdb19b
org.http4k	http4k-template-pug4j	5.13.8.0		ed45947b880ad81a3dff8506feaf8fa54d1ebf3b
org.http4k	http4k-template-pug4j	5.13.9.0		6a151142b75241901ae5b009cd8828d3c810c404
