br.com.thiagomoreira.liferay.plugins.setup-brazilian-regions-app	setup-brazilian-regions-hook	1.0.0		N/A
com.twitter	bijection-util_2.10	0.6.1		18b4f6c84fc0f000083e0a5d8631a0f3ae4be878
com.twitter	bijection-util_2.10	0.6.2		286c47d70aff603160d3e120f7cd2eb7ed4a7bc8
com.twitter	bijection-util_2.10	0.6.3		67e66e86ec94ea7eb95bc1d4d7af5928c5f2da12
com.twitter	bijection-util_2.10	0.7.0		ab9a852fb26e5da72e88f69102121dc7e9dccb55
com.twitter	bijection-util_2.10	0.7.1		483de863d3949cfb21b0bf04c1618c7c78f523a1
com.twitter	bijection-util_2.10	0.7.2		3c0387c8964556415dc98f8dd0e6f929f23f0ed7
com.twitter	bijection-util_2.10	0.8.0		e102252e55c5ec43fe16765743821b7737ae0ce5
com.twitter	bijection-util_2.10	0.8.1		a1e2ec5f5ed0a1ca0b01050d00b1a0f05e2dcc4a
com.twitter	bijection-util_2.10	0.9.0		a09a566524bed57afa2db0620a625e13a56d9185
com.twitter	bijection-util_2.10	0.9.1		5078f65df8b9c6117ba72d077d5dfa2d60e342a3
com.twitter	bijection-util_2.10	0.9.2		7560a002257ac65adb8639c84cefb5821913e0e4
com.twitter	bijection-util_2.10	0.9.3		ff31e2d22d330cae0f3c4d5ca9b6b8b8028ad200
com.twitter	bijection-util_2.10	0.9.4		49dd422c8392158b21a2dbb7446539afeb2be9bf
com.twitter	bijection-util_2.10	0.9.5		43f7cec4503f559fa6b17bda4ac33bb8084be5b9
com.twitter	bijection-util_2.10	0.9.6		f31648c8241ee975f58339ff2329431e852fdabd
com.twitter.common	zookeeper-testing	0.0.56		60806592df1ebdfca61ef714ffa5230bc5822df8
com.twitter.common	zookeeper-testing	0.0.57		b2d123f05a7a67ad5109b00bbc290cdc7a421dfd
com.urbanairship.android	urbanairship-location	13.1.0		N/A
com.urbanairship.android	urbanairship-location	13.1.1		N/A
com.urbanairship.android	urbanairship-location	13.1.2		N/A
com.urbanairship.android	urbanairship-location	13.2.0		N/A
com.urbanairship.android	urbanairship-location	13.2.1		N/A
com.urbanairship.android	urbanairship-location	13.2.2		N/A
com.urbanairship.android	urbanairship-location	13.3.0		N/A
com.urbanairship.android	urbanairship-location	13.3.1		N/A
com.urbanairship.android	urbanairship-location	13.3.2		N/A
com.urbanairship.android	urbanairship-location	13.3.3		N/A
com.urbanairship.android	urbanairship-location	13.3.4		N/A
com.urbanairship.android	urbanairship-location	13.3.5		N/A
com.urbanairship.android	urbanairship-location	14.0.2		N/A
com.urbanairship.android	urbanairship-location	14.0.3		N/A
com.urbanairship.android	urbanairship-location	14.1.1		N/A
com.urbanairship.android	urbanairship-location	14.1.3		N/A
com.urbanairship.android	urbanairship-location	14.2.0		N/A
com.urbanairship.android	urbanairship-location	14.3.0		N/A
com.urbanairship.android	urbanairship-location	14.4.0		N/A
com.urbanairship.android	urbanairship-location	14.4.1		N/A
com.urbanairship.android	urbanairship-location	14.4.2		N/A
com.urbanairship.android	urbanairship-location	14.4.3		N/A
com.urbanairship.android	urbanairship-location	14.4.4		N/A
com.urbanairship.android	urbanairship-location	14.5.0		N/A
com.urbanairship.android	urbanairship-location	14.5.1		N/A
com.urbanairship.android	urbanairship-location	14.6.0		N/A
com.urbanairship.android	urbanairship-location	15.0.0		N/A
com.urbanairship.android	urbanairship-location	15.1.0		N/A
com.urbanairship.android	urbanairship-location	16.0.0		N/A
com.urbanairship.android	urbanairship-location	16.1.0		N/A
com.urbanairship.android	urbanairship-location	16.1.1		N/A
com.urbanairship.android	urbanairship-location	16.10.0		N/A
com.urbanairship.android	urbanairship-location	16.11.0		N/A
com.urbanairship.android	urbanairship-location	16.11.1		N/A
com.urbanairship.android	urbanairship-location	16.11.2		N/A
com.urbanairship.android	urbanairship-location	16.2.0		N/A
com.urbanairship.android	urbanairship-location	16.3.0		N/A
com.urbanairship.android	urbanairship-location	16.3.1		N/A
com.urbanairship.android	urbanairship-location	16.3.2		N/A
com.urbanairship.android	urbanairship-location	16.3.3		N/A
com.urbanairship.android	urbanairship-location	16.4.0		N/A
com.urbanairship.android	urbanairship-location	16.5.0		N/A
com.urbanairship.android	urbanairship-location	16.5.1		N/A
com.urbanairship.android	urbanairship-location	16.6.0		N/A
com.urbanairship.android	urbanairship-location	16.6.1		N/A
com.urbanairship.android	urbanairship-location	16.7.0		N/A
com.urbanairship.android	urbanairship-location	16.7.1		N/A
com.urbanairship.android	urbanairship-location	16.7.2		N/A
com.urbanairship.android	urbanairship-location	16.7.3		N/A
com.urbanairship.android	urbanairship-location	16.7.4		N/A
com.urbanairship.android	urbanairship-location	16.7.5		N/A
com.urbanairship.android	urbanairship-location	16.8.0		N/A
com.urbanairship.android	urbanairship-location	16.8.1		N/A
com.urbanairship.android	urbanairship-location	16.9.0		N/A
com.urbanairship.android	urbanairship-location	16.9.1		N/A
com.urbanairship.android	urbanairship-location	16.9.2		N/A
com.urbanairship.android	urbanairship-location	16.9.3		N/A
com.wgtwo.api.grpc	events	0.0.1		30fa590e562f9ae695787f2ed7bfcc40a8486f82
com.wgtwo.api.grpc	events	1.0.0		fba91419a9c8ebebb1f9b6ad569c0b906cdafa48
com.wgtwo.api.grpc	events	1.0.1		247997bbc527c0efbd6109373ad16ad7de8192eb
com.wgtwo.api.grpc	events	1.0.2		5c53b0cc2b0eb4fc87f3462fa47b1c20bf8505d0
com.wgtwo.api.grpc	events	1.0.3		b89a3d7ebdeb7538715fa90fb3b3e58c338b1b9a
de.bmiag.tapir	tapir-datasource-api	3.0.0		0a6ba0d01a2d3d2ffebf5bec7ed4abc170affe91
de.bmiag.tapir	tapir-datasource-api	3.1.0		36f04fe6919d033e193a7e88dd0dce6c0b9044dd
de.bmiag.tapir	tapir-datasource-api	3.1.1		377c19e64fab552915d20deaca7fcb68c7a45e20
de.bmiag.tapir	tapir-datasource-api	3.2.0		40e057c8d6abc17a7324982459fed4df0c63e9c3
de.bmiag.tapir	tapir-datasource-api	3.2.1		c80c21f85c61cdc636242455b806b4816c111e94
de.bmiag.tapir	tapir-datasource-api	3.3.0		4a9d613d74d35c1a049167984168c5b6fe861b6d
de.bmiag.tapir	tapir-datasource-api	3.3.1		1d894fa87b9e1adacf3765c2f872ccb1a1c6030d
de.bmiag.tapir	tapir-datasource-api	3.4.2		d3c2f5e016d53b301152ee5ecfcf73bc54588d29
de.bmiag.tapir	tapir-datasource-api	3.5.0		54e34a03d462846f8ed761c88ee94bba60b546d8
de.bmiag.tapir	tapir-datasource-api	3.6.2		4f896f6a30e7fd118f080686deef724c7e07526a
de.bmiag.tapir	tapir-datasource-api	4.0.0		d30c678b5a578dd73fa3be4f71d5a569b5633377
de.vinado.boot	identifier-spring-boot-autoconfigure	1.0.0		cf88f3241638709900dc9c78e9669cd0a7e2bbaa
de.vinado.boot	identifier-spring-boot-autoconfigure	1.0.1		9898b4029d59dbf9da125a791f224a7b08fab2b7
de.vinado.boot	identifier-spring-boot-autoconfigure	2.0.0		eef8c08e7f6ed1edb0a9a6c13fef581afb687fc0
de.vinado.boot	identifier-spring-boot-autoconfigure	2.0.1		a6055ace4bc37ff2fa04d4ebf9bf9a17ead13016
dev.bluepitaya	laminar-dragging_sjs1_2.13	1.0		38f3e8f84e8d30f3f6ab58d18be7f8fa7ddee7b9
dev.bluepitaya	laminar-dragging_sjs1_2.13	1.1		a7f7d1b1435b00937ed36e608783b9fc666865df
io.circe	circe-scalajs_sjs0.6_2.13.0-M4	0.10.0		5e5db6b9c5e3fa8c67924c5c1d5710d466aa86fa
io.circe	circe-scalajs_sjs0.6_2.13.0-M4	0.10.0-M2		3a2844d4e683193c3c136e575bee135e1f0dd85b
io.circe	circe-scalajs_sjs0.6_2.13.0-M4	0.10.1		ed1c6c72daf77bbcf32bdbd7d523a8052bafe02a
io.github.adv4nt4ge	playwright-factory	1.0.0		63f4956085b99a9983ae201a3e93c12e85a11d7b
io.github.adv4nt4ge	playwright-factory	1.1.0		427b38cc0c537c904a98f62a4c36fb9440ce3509
io.github.adv4nt4ge	playwright-factory	1.2.0		a12e4eb2dbc7296b0b603e3caa7046e12a2fc47a
io.github.adv4nt4ge	playwright-factory	1.2.1		eafab77f939d626f8b0163fae0557c35ea51e7e5
io.github.chouaibmo	rowkalendar-iossimulatorarm64	0.0.1		N/A
io.github.chouaibmo	rowkalendar-iossimulatorarm64	0.0.1	metadata	b0240159bf93e0b0c0582eb29e24024009c4679c
io.github.chouaibmo	rowkalendar-iossimulatorarm64	0.0.2		N/A
io.github.chouaibmo	rowkalendar-iossimulatorarm64	0.0.2	metadata	d25b1d47382d89d89a6cfa6376049760d260c7ff
io.github.chouaibmo	rowkalendar-iossimulatorarm64	0.0.3		N/A
io.github.chouaibmo	rowkalendar-iossimulatorarm64	0.0.3	metadata	af5da9754b6bd6b664a18e2f2cf43088929bb965
io.github.cquiroz	scala-java-time-tzdb_2.10	2.0.0-M13_2018c		94f4aac726b33f33ee048c186503c83402265421
io.github.cquiroz	scala-java-time-tzdb_2.10	2.0.0-RC1_2018f		e81c552754a7e025476eea580eb70fb24f1991cc
io.github.cquiroz	scala-java-time-tzdb_2.10	2.0.0-RC2_2019a		7dcba2f20d57f201a20387ec233ed1a342e52497
io.github.cquiroz	scala-java-time-tzdb_2.10	2.0.0-RC3_2019a		424034c4051e7a09352289bb650205a8c41e1612
io.github.haruhism	aspect-plugin	1.0.0		604ffe50f1dc83f18e4d1d43f57bfd5c9e115824
io.github.maxwainer	framework-config-yaml	0.0.1		52dec2006cb8ff3b85a2ae609061cf253c1adb65
io.github.ncipollo.tix	core-linuxx64	0.0.1		N/A
io.github.ncipollo.tix	core-linuxx64	0.0.2		N/A
io.github.ncipollo.tix	core-linuxx64	0.0.3		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.0		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.1		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.3		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.4		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.5		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.6		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.7		N/A
io.github.ncipollo.tix	core-linuxx64	0.1.8		N/A
io.github.ncipollo.tix	core-linuxx64	0.2.0		N/A
io.github.ncipollo.tix	core-linuxx64	0.3.0		N/A
io.github.ncipollo.tix	core-linuxx64	0.3.1		N/A
io.github.ncipollo.tix	core-linuxx64	0.3.2		N/A
io.github.ncipollo.tix	core-linuxx64	0.4.0		N/A
io.github.open-accelerators	product-design-common	1.0.2		571fb8493f69a3cb93ee7bafc652da757f794a05
io.github.robertograham	fortnite-2	1.0.0		cbe1687ad69d2c527758adb29bd5e3b3af642ce0
io.github.robertograham	fortnite-2	1.0.1		7f2b963beab9506034371e2e0f3264c0910ec4ef
io.github.robertograham	fortnite-2	1.0.2		89230b35f9637b0ff67d1ffba07ab0c37e45e59e
io.github.robertograham	fortnite-2	1.1.0		56d2a8c8d1c17db34c0300de7e54248ae320be12
io.github.robertograham	fortnite-2	1.1.1		61a36831cdd2f4b4f733e19455c8ebbc61631e2e
io.github.robertograham	fortnite-2	1.1.2		ccc32cabffe5008daffd69105341b56e21fbf15e
io.github.robertograham	fortnite-2	1.2.0		0494691b7a8276f7fb294eda81353dff8140cef7
io.github.robertograham	fortnite-2	1.3.0		ca7f1524d9128c0b2321ddac275355139f507a79
io.github.robertograham	fortnite-2	1.3.1		ed5d700dc09483ebedaf688ba96616af3f3ab3ca
io.github.robertograham	fortnite-2	2.0.0		2e675384600f03d94f2ff1a38b3a4c94bc4102a0
io.github.robertograham	fortnite-2	2.0.1		35ff63a1d231720d7525992e5f3b3e5ea1c126bb
io.github.robertograham	fortnite-2	2.1.0		571a5a316bea3a252d194490b6cbd3449317f284
io.github.robertograham	fortnite-2	2.2.0		b2e304257a3c258321f2772308aa3f3b5bf403da
io.github.robertograham	fortnite-2	3.0.0		c534ce5dacf4af48d783c8f28b7e181f9b557ea4
io.github.robertograham	fortnite-2	3.1.0		77b096cd4c0ad3a558716947a86cf14d4b84b236
io.ktor	ktor-server-iosx64	2.0.0		db2a5828b7d514c5880c3f71f1bf9bd62a1ed763
io.ktor	ktor-server-iosx64	2.0.0	metadata	874d5ef024f97aa1c87d3c63ae5085b87fe94349
io.ktor	ktor-server-iosx64	2.0.0-rc-1		d5878bee9dce366f82fecfd49e8c0ab8f3308003
io.ktor	ktor-server-iosx64	2.0.0-rc-1	metadata	44706246e8fb25d20e6bb07590dbebfbdf2cfc2a
io.ktor	ktor-server-iosx64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-server-iosx64	2.0.1	metadata	a871b84603d65c4fa08f067be834a7473c23edd1
io.ktor	ktor-server-iosx64	2.0.2		14749454bfe47c1e11dc52b94581c41866e24fd6
io.ktor	ktor-server-iosx64	2.0.2	metadata	dd92b1239dfec636d35f0a57f84bac05bda8c289
io.ktor	ktor-server-iosx64	2.0.3		d64b7d70d4427dfe5f5c19cec3d7e18822095f94
io.ktor	ktor-server-iosx64	2.0.3	metadata	572ca81afb6983675da7819bc066333698a59068
io.ktor	ktor-server-iosx64	2.1.0		373e7a16e8a77edb5254d5580a86852f159bbff1
io.ktor	ktor-server-iosx64	2.1.0	metadata	25154cb153e2762004bf2928bb1a2bc21e9ca4c5
io.ktor	ktor-server-iosx64	2.1.1		198c1337633a2413d6044462639c3dd1f3a0bb4e
io.ktor	ktor-server-iosx64	2.1.1	metadata	36b6539f8034d674bba790ca23d630fae2d70334
io.ktor	ktor-server-iosx64	2.1.2		5a69257dd37f361e5f030333bc7e5ff6684dd3ed
io.ktor	ktor-server-iosx64	2.1.2	metadata	2314b53873d875d89ef86f3a7ccd8a40126dcb1b
io.ktor	ktor-server-iosx64	2.1.3		c491e8189431d555ba5b4bff594ffc682c3cb3a0
io.ktor	ktor-server-iosx64	2.1.3	metadata	6708f911088edf73d040e037573376fab581b7e9
io.ktor	ktor-server-iosx64	2.2.0		21c9b882ffe4d4015e46cc1abe7eeada7d59be19
io.ktor	ktor-server-iosx64	2.2.0	metadata	794110b592bfc44bd40b0809399bc2c61838ab14
io.ktor	ktor-server-iosx64	2.2.1		2c1dd10b296fe58a0a05bab8bbfeab4c2872ff87
io.ktor	ktor-server-iosx64	2.2.1	metadata	28ffdbb72588476178bdc40f594ae8af725a192c
io.ktor	ktor-server-iosx64	2.2.2		f4c010cf68593acc01097289d0e12f1def454af4
io.ktor	ktor-server-iosx64	2.2.2	metadata	36ccfdfb6ea88bf28de87f6d38985c6164ac4bcd
io.ktor	ktor-server-iosx64	2.2.3		cd96862c10b40fffeb52f8f5eb292883c892e507
io.ktor	ktor-server-iosx64	2.2.3	metadata	3c953c4f16cf1d070bf9a235de81b851d11c32cd
io.ktor	ktor-server-iosx64	2.2.4		b2b32f4ed963655a4da37589ef0a31f1bd0deb79
io.ktor	ktor-server-iosx64	2.2.4	metadata	b5cd02561ab3846c8e1322c3aa765e0bb45d9b43
io.ktor	ktor-server-iosx64	2.3.0		b4d5ecfb1051b8d54e5e476dd2d2d9b27df3eb27
io.ktor	ktor-server-iosx64	2.3.0	metadata	02b7cc0bebfa57c673834138451557a581c57345
io.ktor	ktor-server-iosx64	2.3.1		7d625313a0eaa289c1ce5fc4aea50fb615a2540e
io.ktor	ktor-server-iosx64	2.3.1	metadata	2e54e6356171aeacd5fa59a12b655f2c29c388d2
io.ktor	ktor-server-iosx64	2.3.10		4d7bb8f6a6a6e112a0b9fa9cc5557de43713173b
io.ktor	ktor-server-iosx64	2.3.10	metadata	7274b6499e664b91efaa74458e5ab740202be91e
io.ktor	ktor-server-iosx64	2.3.11		00cbcd32a0aba919dc5bb36abf00f3ae3bc4ea38
io.ktor	ktor-server-iosx64	2.3.11	metadata	b827c06e838e47325778799eed0c8e7759c5db0a
io.ktor	ktor-server-iosx64	2.3.12		56526c68aa7278945a88273e412b34acbf43ca6d
io.ktor	ktor-server-iosx64	2.3.12	metadata	1ec102c9bb02e871dd21040a873e3cf42fac6536
io.ktor	ktor-server-iosx64	2.3.13		c43f0a8807ca32a4f15d1f0114c27a458d26d162
io.ktor	ktor-server-iosx64	2.3.13	metadata	1f237346e986f541dd69982b60fb174be363343c
io.ktor	ktor-server-iosx64	2.3.2		26e07d52aaa8371c82b1ca41aed968d810fc2f6d
io.ktor	ktor-server-iosx64	2.3.2	metadata	9b7e0ee505abf927de41085a71cf7a803571156b
io.ktor	ktor-server-iosx64	2.3.3		2699ed43ed2b013e305c057b8fbf85ea8af417b5
io.ktor	ktor-server-iosx64	2.3.3	metadata	9faaa35313ab1ab5deb74cffe93532f1b8dc30f0
io.ktor	ktor-server-iosx64	2.3.4		2f6e6b62d85d9edd320fe1c445a047677e44010d
io.ktor	ktor-server-iosx64	2.3.4	metadata	fdc092390855778b1ffd7e5ac2dc7106af116fe5
io.ktor	ktor-server-iosx64	2.3.5		ce5a1f97cba9456c23bf1d037e9a32e72f04ba31
io.ktor	ktor-server-iosx64	2.3.5	metadata	4f9519a78530acdc8cbfe1883401b6d87ec727ec
io.ktor	ktor-server-iosx64	2.3.6		2b1a0170e533de1d8ece8a49182627674efa74a9
io.ktor	ktor-server-iosx64	2.3.6	metadata	8fdf8e4082abe42fc9d0ea3fe3577d420a554006
io.ktor	ktor-server-iosx64	2.3.7		835c069527cc32f7d80d438f98ad5e9499f49579
io.ktor	ktor-server-iosx64	2.3.7	metadata	4fad45c0ef57930ec507afb129550813ebe6b6e7
io.ktor	ktor-server-iosx64	2.3.8		9c20aecdb52b24f40713de341aa754fccd210243
io.ktor	ktor-server-iosx64	2.3.8	metadata	dfd5cdc250712c24cc992abf096af9616b445af3
io.ktor	ktor-server-iosx64	2.3.9		2959bf8ab862a85fafc96b8e0e7bf13b950bac4c
io.ktor	ktor-server-iosx64	2.3.9	metadata	78e2e3bcd102a6c652c331a5e87701722554075b
io.ktor	ktor-server-iosx64	3.0.0		0bbc921372ab0fb6683f31c63fe8214cf1303a96
io.ktor	ktor-server-iosx64	3.0.0	metadata	875c7cde6e9b6813db513c9a4c15c5654bbb83f7
io.ktor	ktor-server-iosx64	3.0.0-beta-1		70c02a80135e83efd6c444ef34fff6415564bd6d
io.ktor	ktor-server-iosx64	3.0.0-beta-1	metadata	5d7dbd23264956b135e7ab0ada6a6d6b55b2543f
io.ktor	ktor-server-iosx64	3.0.0-beta-2		429dfac95f792099e5d8eef17afb08b43faadcc7
io.ktor	ktor-server-iosx64	3.0.0-beta-2	metadata	989b7a649cd88a16253bd7039aa5195ccfdda282
io.ktor	ktor-server-iosx64	3.0.0-rc-1		342d7cee88452fac494822ddf0cfcd7d3d33bbe0
io.ktor	ktor-server-iosx64	3.0.0-rc-1	metadata	9d5b82b9d9fc739e4b79b0cd43bd7ea1ddeea3f1
io.ktor	ktor-server-iosx64	3.0.0-rc-2		314142c1cd866417cf4ed47571d98b9bfbad5949
io.ktor	ktor-server-iosx64	3.0.0-rc-2	metadata	70363e020f6e66f5c4fb0ee532350f424cb21706
io.ktor	ktor-server-iosx64	3.0.1		95abe8c64b0c2ee8b9335f96fde4a96a2796d104
io.ktor	ktor-server-iosx64	3.0.1	metadata	61bcf4d9176d71e78904d82b61ee315275c2519a
io.ktor	ktor-server-iosx64	3.0.2		c6965aadb6706850948b8f7fa492fbb4f21e2b5b
io.ktor	ktor-server-iosx64	3.0.2	metadata	94a4824e14329761a6543399c6cb48d03dc73805
io.ktor	ktor-server-iosx64	3.0.3		500b6afb2f392830d4e58fdc05e8c758a2432249
io.ktor	ktor-server-iosx64	3.0.3	metadata	07fa91f261547de7c9b23f9cb1f5d9ff1a268844
io.ktor	ktor-server-iosx64	3.1.0		855a29cac51b44956563ec27c3c4106b22b5b433
io.ktor	ktor-server-iosx64	3.1.0	metadata	e6bd7c9dabbfbd138fee06613025ebe0cbc17e38
io.ktor	ktor-server-iosx64	3.1.1		47e4f73f1bfdfcef63086186825edce15f2e1025
io.ktor	ktor-server-iosx64	3.1.1	metadata	1b4aa3af5b6371aba3a039ae4a1f77ecd0f81757
io.ktor	ktor-server-iosx64	3.1.2		fd0d2a07e019fa5dac636025e17414fcee5ef899
io.ktor	ktor-server-iosx64	3.1.2	metadata	937e4e5392d970dcc7889d5cfea9d3769ccc77a6
io.swagger.codegen.v3	swagger-codegen-project	3.0.0		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.1		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.10		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.11		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.12		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.13		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.14		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.15		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.16		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.17		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.18		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.19		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.2		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.20		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.21		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.22		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.23		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.24		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.25		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.26		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.27		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.28		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.29		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.3		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.30		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.31		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.32		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.33		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.34		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.35		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.36		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.37		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.38		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.39		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.4		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.40		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.41		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.42		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.43		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.44		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.45		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.46		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.47		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.48		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.49		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.5		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.50		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.51		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.52		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.53		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.54		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.55		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.56		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.57		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.58		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.59		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.6		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.60		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.61		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.62		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.63		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.64		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.65		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.66		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.67		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.68		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.7		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.8		N/A
io.swagger.codegen.v3	swagger-codegen-project	3.0.9		N/A
io.thorntail	keycloak-client-config-api	1.4.0		1e012bf41235ff2be7ff14494378811375a86421
io.thorntail	keycloak-client-config-api	1.5.0		06299192402ad42db2b9c1920685250a95374841
io.thorntail	keycloak-client-config-api	1.5.1		990256bfffb2ae6c2bad6148f29e94a3ebee3eaa
io.thorntail	keycloak-client-config-api	1.6.0		46157a53cdfabc249a5a19eda68cd5d348972c17
io.thorntail	keycloak-client-config-api	1.6.1		4ff8e1d9e4414eee9f8a0b4d6bb5c48c0a4d6a25
io.thorntail	keycloak-client-config-api	1.6.2		a9f2d0f2f5d22fe6878ee62e3e09c9035dd2fe9c
io.thorntail	keycloak-client-config-api	1.6.5		8b122e3654459643f92af7c38f6a2ba49a841ea8
io.thorntail	keycloak-client-config-api	1.7.0		11ceb89f6c7e7f758b8c352b0f18e9e3f48361de
io.thorntail	keycloak-client-config-api	1.8.0		c4d22a04655c65125be3488f2b85d7a4997d1edc
io.thorntail	keycloak-client-config-api	1.8.1		a3fbb5d2a660e8286c8496db258c9f9151c7db0a
io.thorntail	keycloak-client-config-api	1.9.0		53c424c730a15c1d826ec8f315c89ed1e5cfa5e4
io.thorntail	keycloak-client-config-api	1.9.1		694e29269b8edc996312e86bbc6cccc8c16c5917
io.thorntail	keycloak-client-config-api	2.7.0		5d30d71eea2dd0ff388178ff3348ec2b04c7eaa7
io.wcm	io.wcm.parent_toplevel	1.0.0		N/A
io.wcm	io.wcm.parent_toplevel	1.0.1		N/A
io.wcm	io.wcm.parent_toplevel	1.0.10		N/A
io.wcm	io.wcm.parent_toplevel	1.0.2		N/A
io.wcm	io.wcm.parent_toplevel	1.0.4		N/A
io.wcm	io.wcm.parent_toplevel	1.0.6		N/A
io.wcm	io.wcm.parent_toplevel	1.0.8		N/A
io.wcm	io.wcm.parent_toplevel	1.1.0		N/A
io.wcm	io.wcm.parent_toplevel	1.2.0		N/A
io.wcm	io.wcm.parent_toplevel	1.2.2		N/A
io.wcm	io.wcm.parent_toplevel	1.2.4		N/A
io.wcm	io.wcm.parent_toplevel	1.2.6		N/A
io.wcm	io.wcm.parent_toplevel	1.2.8		N/A
io.wcm	io.wcm.parent_toplevel	1.3.0		N/A
io.wcm	io.wcm.parent_toplevel	1.3.10		N/A
io.wcm	io.wcm.parent_toplevel	1.3.2		N/A
io.wcm	io.wcm.parent_toplevel	1.3.4		N/A
io.wcm	io.wcm.parent_toplevel	1.3.6		N/A
io.wcm	io.wcm.parent_toplevel	1.3.8		N/A
io.wcm	io.wcm.parent_toplevel	1.4.0		N/A
io.wcm	io.wcm.parent_toplevel	1.5.0		N/A
io.wcm	io.wcm.parent_toplevel	1.5.2		N/A
io.wcm	io.wcm.parent_toplevel	1.5.4		N/A
io.wcm	io.wcm.parent_toplevel	1.5.6		N/A
io.wcm	io.wcm.parent_toplevel	1.5.8		N/A
io.wcm	io.wcm.parent_toplevel	1.6.0		N/A
