app.softwork	kotlinx-serialization-flf-wasm-js	0.0.20		N/A
com.amazonaws	aws-java-sdk-translate	1.12.668		ee244596dc8c03658fe9526e5b527f926e8d5e74
com.amazonaws	aws-java-sdk-translate	1.12.669		32a7ae18a777b5a8914a7cb6e903707f4b053457
com.amazonaws	aws-java-sdk-translate	1.12.67		e993cbeba61c0c31fb4505699076a617395c4db2
com.amazonaws	aws-java-sdk-translate	1.12.670		93203c289defcce0bec642746e8e7c4029c89392
com.amazonaws	aws-java-sdk-translate	1.12.671		279613bc1b009563251789bb6ae0b4da46dacda7
com.amazonaws	aws-java-sdk-translate	1.12.672		ce741f38f511285ee1eec2c6b81f1dca9e39195e
com.amazonaws	aws-java-sdk-translate	1.12.673		2ea6edb72226cec1da5b2029810178885c9cfe49
com.amazonaws	aws-java-sdk-translate	1.12.674		e441f7727828afdbbbcd7f2f1727bb95d6b746f7
com.amazonaws	aws-java-sdk-translate	1.12.675		5f7b78fdca94f7092065e85c00ef8211a51bb6cd
com.amazonaws	aws-java-sdk-translate	1.12.676		e5aa236e6d5e1da8b4212cd2d70da68ceee813e0
com.amazonaws	aws-java-sdk-translate	1.12.677		798e050a6fabb297c0882eb01815e9997b79fba7
com.amazonaws	aws-java-sdk-translate	1.12.678		cacd5b20439829d32fb3181b82789ed64e90670e
com.amazonaws	aws-java-sdk-translate	1.12.679		a0ee9fae51972ebd59f3cdd971d93f818d51f1b6
com.amazonaws	aws-java-sdk-translate	1.12.68		1a24c42b0c8d422e838753f8e7032775f4eb758a
com.amazonaws	aws-java-sdk-translate	1.12.680		584beb81a8d658edcea9a0d0cc819180761c4180
com.amazonaws	aws-java-sdk-translate	1.12.681		e276d9e9e7bedf6baebcbcf74cdbcf1d4ad1c52f
com.amazonaws	aws-java-sdk-translate	1.12.682		4ba97dcfa03dc7784c6d43b83476bf39ff886de8
com.amazonaws	aws-java-sdk-translate	1.12.683		ec0eba50b918ba2f8ee9fd601f7f846e6b5f8e4a
com.amazonaws	aws-java-sdk-translate	1.12.684		0e0436d02806bb5d5009f18eb26b01c37d4dc249
com.amazonaws	aws-java-sdk-translate	1.12.685		4170a4118fa112566db779a22d6772aa890c06b0
com.amazonaws	aws-java-sdk-translate	1.12.686		7ba96b53a2694830e2114604ed2047f969f183c9
com.amazonaws	aws-java-sdk-translate	1.12.687		718783e803c3b0e189ebfd7c6d78c60a060ae2d6
com.amazonaws	aws-java-sdk-translate	1.12.688		46de0dbe2915a2d76a2190ecd18f4631fe08b5d4
com.amazonaws	aws-java-sdk-translate	1.12.689		ba316f4d1cbfb4d4ff68539d30189031a1c70c77
com.amazonaws	aws-java-sdk-translate	1.12.69		46775e5100c1c4ca7bff1503a461209ab1d6fdcd
com.amazonaws	aws-java-sdk-translate	1.12.690		d1fb92d0e024fc06ffa577627e222cbd53541c3f
com.amazonaws	aws-java-sdk-translate	1.12.691		89257cc457e932f77bd6d0179d81b98b7c973db5
com.amazonaws	aws-java-sdk-translate	1.12.692		fb593d1a9227d139b2962fa7e1cd6b77d289769b
com.amazonaws	aws-java-sdk-translate	1.12.693		26cb8a41fef1a9f6fdca852db26c8c22968e148b
com.amazonaws	aws-java-sdk-translate	1.12.694		73c6df087a3e518ccc7d201bd28e3060bf5b2592
com.amazonaws	aws-java-sdk-translate	1.12.695		d73fa4727d41c6963e138b21ba65b5d12a82a7ac
com.amazonaws	aws-java-sdk-translate	1.12.696		3e173cd55d25457696d06383bda6eb2f784ac3e4
com.amazonaws	aws-java-sdk-translate	1.12.697		f0f38567887b275ec9f255a1e898affd655abdeb
com.amazonaws	aws-java-sdk-translate	1.12.698		a8cc83e42be4a4e6c22843ff5f1d3bdd813b7de2
com.amazonaws	aws-java-sdk-translate	1.12.699		64441cf8c8350a82093888a775b82b061e7ff127
com.amazonaws	aws-java-sdk-translate	1.12.7		a89b8a32f53b17d4f0a6cfacc6ed2545334907c1
com.amazonaws	aws-java-sdk-translate	1.12.70		3db844045e266f5f5a94574f9a096a26fc6894a5
com.amazonaws	aws-java-sdk-translate	1.12.700		f37810a2f08e08bde2a1c1271c6531c657a053ff
com.amazonaws	aws-java-sdk-translate	1.12.701		0e9fec7647d685f556af8ede4413e464f81e9ced
com.amazonaws	aws-java-sdk-translate	1.12.702		6b40911cf9a3431ee937a477e2eaf640f4c2cc83
com.amazonaws	aws-java-sdk-translate	1.12.703		0e190bfc3a823c6124a2cb70f999c0d94dafdde2
com.amazonaws	aws-java-sdk-translate	1.12.704		2c52771d0e60d336c6a59910187fd77b6b46e9d3
com.amazonaws	aws-java-sdk-translate	1.12.705		44e9c777bd6b7993a03f694ef72a06cc3b9267d9
com.amazonaws	aws-java-sdk-translate	1.12.706		356512bfaa61a15c80c01875b5659d68fde6dbb0
com.amazonaws	aws-java-sdk-translate	1.12.707		7603764dde8eec4d6485363ffc834fcaeafdcd80
com.amazonaws	aws-java-sdk-translate	1.12.708		efaf683bbd9a1df9a5fb8c12c62716d13a174bce
com.amazonaws	aws-java-sdk-translate	1.12.709		b14ceccd209cda2dbad15c198fd2fd937723c7cd
com.amazonaws	aws-java-sdk-translate	1.12.71		27aeb7f7ca247d81244677fd53629c121505b14f
com.amazonaws	aws-java-sdk-translate	1.12.710		fc0ce582181ab83f92f1f00ed9560f11782bc034
com.amazonaws	aws-java-sdk-translate	1.12.711		fe42ab70b77a3630e04a12d708fb432f2e1e0a22
com.amazonaws	aws-java-sdk-translate	1.12.712		f750af8d74de44809e2f5a53e983640a7cd8a77d
com.amazonaws	aws-java-sdk-translate	1.12.713		6ade9f6b18333dcd9d72783bc0c931faba7e53af
com.amazonaws	aws-java-sdk-translate	1.12.714		7bfedbe0cefeb8e2d77d8e00126c554c942cb9a7
com.amazonaws	aws-java-sdk-translate	1.12.715		10d3c3dd182837a9e369391220a62b7ed897f6d6
com.amazonaws	aws-java-sdk-translate	1.12.716		f43c68fcb9c9d097d0dabf0623db97e8b0841461
com.amazonaws	aws-java-sdk-translate	1.12.717		9946044ac0df4a044b232588feab5a9e0bdfd895
com.amazonaws	aws-java-sdk-translate	1.12.718		a5daa43b79d1ce3c6be900ecc720fd628dd08baa
com.amazonaws	aws-java-sdk-translate	1.12.719		a8e2ef8ac4e0948736ad64f1769a57c5222545aa
com.amazonaws	aws-java-sdk-translate	1.12.72		5b8850d943f6424da7c728eac9dacf5f50db7f13
com.amazonaws	aws-java-sdk-translate	1.12.720		3abe0d37d86131f4e91e3a8ba827d9317e00014c
com.amazonaws	aws-java-sdk-translate	1.12.721		b483a1a7b18d2de9fc617e97223c971e3e3a80df
com.amazonaws	aws-java-sdk-translate	1.12.722		9af832ec89074af7784b46891bf256ac8a8294b3
com.amazonaws	aws-java-sdk-translate	1.12.723		fd6f97a4102c80ed169c8dc6fe20714ac78f56a6
com.amazonaws	aws-java-sdk-translate	1.12.724		3f6d1fe1c412e3205a1520519e635a4ad6ba93d7
com.amazonaws	aws-java-sdk-translate	1.12.725		0af36171de9e0e07d2283572d7da9904ac81aba0
com.amazonaws	aws-java-sdk-translate	1.12.726		e4d564e1f8295dac71785081e887d3dddc096cc4
com.amazonaws	aws-java-sdk-translate	1.12.727		86b66cb6e7ec8a897e6c092304212810fc4ae64f
com.amazonaws	aws-java-sdk-translate	1.12.728		0f3a432ee4d49d80cee3ac774f4aa76f1e353794
com.amazonaws	aws-java-sdk-translate	1.12.729		659a4db8e3ddb70611a6d8fcab62a98cbca8995b
com.amazonaws	aws-java-sdk-translate	1.12.73		38dfe9514680480e8fdff02862fb9cf140c7b54a
com.amazonaws	aws-java-sdk-translate	1.12.730		a3bcd87d36499b3ea0b97f87dd15d4205f224366
com.amazonaws	aws-java-sdk-translate	1.12.731		a0f8b1a22ff73f3908d25f4730e7296ca4d86cd0
com.amazonaws	aws-java-sdk-translate	1.12.732		8a97b4ca9df0a7797f8df9e6ecf299626f8472a9
com.amazonaws	aws-java-sdk-translate	1.12.733		bdac6254181d67458e373ed4d87d8b136811bc35
com.amazonaws	aws-java-sdk-translate	1.12.734		6ea85c7b63376c5fda715df5686a834dcf7f7a19
com.amazonaws	aws-java-sdk-translate	1.12.735		c92f3241c7477ef497adb3d3f548c27a083442ad
com.amazonaws	aws-java-sdk-translate	1.12.736		abfc07535d37fe8570dbe43224d2e40058605856
com.amazonaws	aws-java-sdk-translate	1.12.737		b1d2174dc3937f036f6bfc7585120e94bb214b75
com.amazonaws	aws-java-sdk-translate	1.12.738		3d28ce8fb9c2061adf233837dc86c1f0b032a735
com.amazonaws	aws-java-sdk-translate	1.12.739		63f48c589e3a6caa1893482194be57609d6e06b3
com.amazonaws	aws-java-sdk-translate	1.12.74		c5aa16304cc3fb97b475c6fa587edfd240d4ab50
com.amazonaws	aws-java-sdk-translate	1.12.740		b1f3f6c7cf3225f9b02c668d9512e1ba4132f6a0
com.amazonaws	aws-java-sdk-translate	1.12.741		a0de8d8145874ac37d990a8b37d53ef2aa963449
com.amazonaws	aws-java-sdk-translate	1.12.742		2d0f498a06dff6c84c7f0e2c4e2621b407fe6b69
com.amazonaws	aws-java-sdk-translate	1.12.743		cbcb44820ad753cfa6d2232ad89cbe925ea16d5f
com.amazonaws	aws-java-sdk-translate	1.12.744		943eaaf34d649ddffde475f63e90c79bd4aa6c3d
com.amazonaws	aws-java-sdk-translate	1.12.745		76b44dd1e608a4600e8adf5d74b757aafcbe55fe
com.amazonaws	aws-java-sdk-translate	1.12.746		7b47e7edeb9f9ea87aa10e04f25f93694cf3fe5f
com.amazonaws	aws-java-sdk-translate	1.12.747		c6cdfa87f44a0c26295ee754949e0ba94c8a19c0
com.amazonaws	aws-java-sdk-translate	1.12.748		0af95c9afbb0ccaf3ac7f093e27a51bfc443a0ab
com.amazonaws	aws-java-sdk-translate	1.12.749		2d0ee955ad5ea3b9bdd23e436b69215d6bca1183
com.amazonaws	aws-java-sdk-translate	1.12.75		91305fa593ffceb82e033b6262907300db3a99cb
com.amazonaws	aws-java-sdk-translate	1.12.750		516c474036f66da9c8c91b47eed649ff036d7df9
com.amazonaws	aws-java-sdk-translate	1.12.751		545d957f55a42ed121217a9f67fc04bd89a63bd2
com.amazonaws	aws-java-sdk-translate	1.12.752		a66c7571b674f48913d40e26c6c3e2002e17912f
com.amazonaws	aws-java-sdk-translate	1.12.753		a81f57c182102badac36159b2324ba07df718d8b
com.amazonaws	aws-java-sdk-translate	1.12.754		19815669df830357203c45fd07aa2d5e184c03d6
com.amazonaws	aws-java-sdk-translate	1.12.755		046cc292d6d786464029da7af95166219f2e6be8
com.amazonaws	aws-java-sdk-translate	1.12.756		ee5949a94030913c4ee55baa03c58bd3dbb99ab4
com.amazonaws	aws-java-sdk-translate	1.12.757		2dba2a004b8c8e68e2f97ce0af153d901e90e28f
com.amazonaws	aws-java-sdk-translate	1.12.758		3c73bf9a8839192475155f0bdf4891657cb56cdd
com.amazonaws	aws-java-sdk-translate	1.12.759		698bee54bae9ad41ecddaa65f558781bb84c41a3
com.amazonaws	aws-java-sdk-translate	1.12.76		1d5801bc49ce166da817b8acf6df66daadedf7b5
com.amazonaws	aws-java-sdk-translate	1.12.760		0d525d91c2636aac47acf697c09c00f04e84d773
com.amazonaws	aws-java-sdk-translate	1.12.761		b405fe2c1c70dc1bef124df8396062b1bbe25982
com.amazonaws	aws-java-sdk-translate	1.12.762		6e3581186d8c9741d2ad86b967dae36feb10efa3
com.amazonaws	aws-java-sdk-translate	1.12.763		b9219647fd271f867e1e3db7a5fa8a1f668b15ab
com.amazonaws	aws-java-sdk-translate	1.12.764		60eb502da468e009ca45c8df9a4077898d4938d0
com.amazonaws	aws-java-sdk-translate	1.12.765		26d26e488ffc5760a3c2e6052e7e14f05ffdb245
com.amazonaws	aws-java-sdk-translate	1.12.766		bed18415ea8c6eca9a29ad39345b19089de8105a
com.amazonaws	aws-java-sdk-translate	1.12.767		a95f28f77dfc8448a831a7a2cdf1ea6f0a1585b0
com.amazonaws	aws-java-sdk-translate	1.12.768		5f33d1811552c987e5ed4e98922effdd5063b00e
com.amazonaws	aws-java-sdk-translate	1.12.769		8f7767156237b92eb0c1bc322c6f19355228fbc9
com.amazonaws	aws-java-sdk-translate	1.12.77		7a10b5b4a0657625dab9ee2dbabfe78c889c4256
com.amazonaws	aws-java-sdk-translate	1.12.770		54105ca80e8ac54246534bffa32e223b0b561cac
com.amazonaws	aws-java-sdk-translate	1.12.771		e8ab7bfe444fc30515d875de3e7debe35759290e
com.amazonaws	aws-java-sdk-translate	1.12.772		b74b5f85d07f9eafb8213bca1774b9ba6d6accff
com.amazonaws	aws-java-sdk-translate	1.12.773		f5d0e1d88f4f3892a844a778798120bf000c997d
com.amazonaws	aws-java-sdk-translate	1.12.774		ffef6b7dd9f788b2f55834a7f3202b297d8d8ca8
com.amazonaws	aws-java-sdk-translate	1.12.775		e5c18356765bd27212f124e7e9108370d426ca93
com.amazonaws	aws-java-sdk-translate	1.12.776		f709c643c63f24e08332a3f22ac22a9edcb0bccb
com.amazonaws	aws-java-sdk-translate	1.12.777		6f546900291d3fc6d05b6d481925bed9c184841e
com.amazonaws	aws-java-sdk-translate	1.12.778		b4d5c16fe77af600337a6c10b5c671b4902b3e61
com.amazonaws	aws-java-sdk-translate	1.12.779		c85477af6d62a4c325865bf6fc3849a87c8dc415
com.amazonaws	aws-java-sdk-translate	1.12.78		fb21aa23d9a99d4e74172e70730f283f30598d6f
com.amazonaws	aws-java-sdk-translate	1.12.780		0fec557293404d2c873f2dc4e16f35cc1dc83a59
com.amazonaws	aws-java-sdk-translate	1.12.781		b1d57fa863ee03f6384f9f1653edcf9ec79f8ffa
com.amazonaws	aws-java-sdk-translate	1.12.782		fcb1c4305f5caccd87235e36812b3d8380ec359a
com.amazonaws	aws-java-sdk-translate	1.12.783		e153929ab8a5525682991559501e632ea88b87cc
com.amazonaws	aws-java-sdk-translate	1.12.79		5dd9d7ec40ea73d088f58d3ea3c6cc15d866ad1a
com.amazonaws	aws-java-sdk-translate	1.12.8		7019e608d1bbb08b1706bb407df1998c89932439
com.amazonaws	aws-java-sdk-translate	1.12.80		635fac44c1e094b82c0ebd93b93ac8f197c134c0
com.amazonaws	aws-java-sdk-translate	1.12.81		df5196df660c43e79f2c5827fc8e96bce7e6f115
com.amazonaws	aws-java-sdk-translate	1.12.82		447c06c591e84acba42d4859266853853d399a90
com.amazonaws	aws-java-sdk-translate	1.12.83		b9961c026c008f00240b754ca32163254db910f7
com.amazonaws	aws-java-sdk-translate	1.12.84		1741d49c2a1a7749c753a93c5968480f0ae100ec
com.amazonaws	aws-java-sdk-translate	1.12.85		5928d7463bcaf150662cc066d26c1f4e8578adfb
com.amazonaws	aws-java-sdk-translate	1.12.86		475cc429e7c15e0b87a3125f5df8fb5aecac91df
com.amazonaws	aws-java-sdk-translate	1.12.87		25755d23c37dd883b86a650541f20611cf7af387
com.amazonaws	aws-java-sdk-translate	1.12.88		389eb83182719e904a4dfb39c58c3d47f78c69ab
com.amazonaws	aws-java-sdk-translate	1.12.89		115f5fd60c43ee9454b5dd821f76529ee8daa13e
com.amazonaws	aws-java-sdk-translate	1.12.9		f5e16295aad7b85a88b148d537612d7d96aebfbf
com.amazonaws	aws-java-sdk-translate	1.12.90		1578b4346cfce155c4282dcc5e441b127b64cc66
com.amazonaws	aws-java-sdk-translate	1.12.91		a966cfddda307b7765d955df5b336ab4e4abb9a2
com.amazonaws	aws-java-sdk-translate	1.12.92		ef1288896e2126fe752fb2f36c618e469240ec39
com.amazonaws	aws-java-sdk-translate	1.12.93		bfa05a4c4b1429914e50818e34d0a0304a1558c3
com.amazonaws	aws-java-sdk-translate	1.12.94		7a0e8a0df6cc474803253855f4dc7ec51b24b310
com.amazonaws	aws-java-sdk-translate	1.12.95		cc5a1104597d5909fcac3bb9bb9fe096c2dca1d4
com.amazonaws	aws-java-sdk-translate	1.12.96		3e5031cf717c09867b853a1c0bafe5ab3bf27bbb
com.amazonaws	aws-java-sdk-translate	1.12.97		32029540f36ad52a76dc60152c3393fa177a433c
com.amazonaws	aws-java-sdk-translate	1.12.98		59672ca573617a6d2d90c9da809748aebaeb217d
com.amazonaws	aws-java-sdk-translate	1.12.99		7225c9112bdf57376ce64511318c3c77ae53e273
com.arkivanov.mvikotlin	mvikotlin-main-android	2.0.2		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	2.0.3		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	2.0.4		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.0-alpha01		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.0-alpha02		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.0-alpha03		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.0-beta01		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.0-beta02		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.1		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.0.2		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.1.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.2.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.2.1		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	3.3.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.0.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.0.0-alpha01		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.0.0-alpha02		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.0.0-beta01		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.1.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.2.0		N/A
com.arkivanov.mvikotlin	mvikotlin-main-android	4.3.0		N/A
com.bnd-lib	bnd-network_2.12	0.7.3		c21319161bc3b549d4f249efb62eeb8b746bf4ef
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	3.0.0		25e9a2709df4a6c76f24983c5912c898249330c1
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	4.0.0		f97c27340ada848ceb6cea079831e4037a923f3f
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	5.0.0		eb5022d1e841982d2294f4ef345202468c2bc77f
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	5.0.1		64f80e2479ca8f760dc1caa187b610f8b8ffd060
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	5.0.2		716e318d8d2769195a7e181168bc148ab3b2c888
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	6.0.0		3fd49805896819fad41b772e983b423acf2a728c
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	6.0.1		42c07b3527adbe58198e6afd6646c3418dbd3ba0
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	6.0.2		1ac2bd18edba3b0105b1822012567e7ba25769dc
com.cognifide.cq.actions	com.cognifide.cq.actions.msg.websocket	6.4.0		5789b6f7fa7c8f0686b0503dfbc4d46cd8389c5e
com.conexice	cube	1.0.0		N/A
com.conexice	cube	1.0.0-alpha.0		N/A
com.conexice	cube	1.1.0		N/A
com.conexice	cube	1.1.1		N/A
com.conexice	cube	1.2.0		N/A
com.conexice	cube	1.3.0		N/A
com.conexice	cube	1.4.0		N/A
com.fluxtion.csv-compiler	csv-compiler-server	0.1.10		46427cd4dcead7f0488bdbf6447b88f57bc99e7c
com.fluxtion.csv-compiler	csv-compiler-server	0.1.11		b10371850800a87394417a5fef91b062b2e28b1d
com.fluxtion.csv-compiler	csv-compiler-server	0.1.12		97b816459fc6a8f5838fae032bfa4e34015b66a2
com.fluxtion.csv-compiler	csv-compiler-server	0.1.6		029add266d0b52086715ca2854be61576337f52f
com.fluxtion.csv-compiler	csv-compiler-server	0.1.7		f374cdb56763ff7c00c32501d31def805f667e5c
com.fluxtion.csv-compiler	csv-compiler-server	0.1.7	jar-with-dependencies	4dbbe2ed56b2f289cb23f46b212cd3dc1f796459
com.fluxtion.csv-compiler	csv-compiler-server	0.1.8		b98cfc6d030de182099b587081ac60c42e9edd97
com.fluxtion.csv-compiler	csv-compiler-server	0.1.8	jar-with-dependencies	b4f79f9c037107af68aa6121c513581e2e4835f8
com.fluxtion.csv-compiler	csv-compiler-server	0.1.9		4a92b7c68adcb44fc89924fb1963a2370c141eba
com.github.francis-pang	expense-reconciliator	55		26e15838b07a5a3eb02c24515087878b9132ba9c
com.github.francis-pang	expense-reconciliator	56		9e98947ba8a5845a392249e41b89f5957d58352a
com.github.liaomengge	base-graceful-spring-boot-starter	2.0.5-RELEASE		e46ec9f8b4d274db3c469e121ab32cca62e1098a
com.github.liaomengge	base-graceful-spring-boot-starter	3.1.0.RELEASE		a29167e07e06dd8cb9a9b512394522dee25bfbe3
com.github.moaxcp.graphs	graphs-truth	0.10.0		d03d79b09d42d115cb2468960c78ebb7b51207e7
com.github.moaxcp.graphs	graphs-truth	0.11.0		0d7da50ba1a4dcb278475834cfc570d555d86fa9
com.github.moaxcp.graphs	graphs-truth	0.12.0		7f5189081055ec5a5e3699c2fa74b4affd300789
com.github.moaxcp.graphs	graphs-truth	0.13.0		d4fee9fd307bd435ecc2277c20843fb268336ed4
com.github.moaxcp.graphs	graphs-truth	0.14.0		04114e77cad112e4618201ac682dada30aa34d5d
com.github.moaxcp.graphs	graphs-truth	0.16.0		70e80a3022d8f0b336d6912efdf2cd4d849a0c11
com.github.moaxcp.graphs	graphs-truth	0.17.0		fa186e1821ce50461df7d53078db9c13c68213d9
com.github.moaxcp.graphs	graphs-truth	0.17.1		fb8c4db66f36c1a8f11587e0b66156f455370081
com.github.moaxcp.graphs	graphs-truth	0.4.0		728b97c9589a5218674bb3cc6129f721f34fb106
com.github.moaxcp.graphs	graphs-truth	0.5.0		045f317e56108eb433fd33013617ee3c286dbfd1
com.github.moaxcp.graphs	graphs-truth	0.6.0		f846f30e3814e6e3b900e1f79aaa8a70ee2d6d26
com.github.moaxcp.graphs	graphs-truth	0.7.0		9716393ba379f8d065a6d049778fe7c9feb9296f
com.github.moaxcp.graphs	graphs-truth	0.8.0		4d395a08a481b1b366c26577104faaf8d7677115
com.github.moaxcp.graphs	graphs-truth	0.9.0		a15809c6ce266709860da298ea35f0bbee4842db
com.github.vitaliihonta	ztemporal-testkit_2.13	0.1.0-RC1		4577cd414933e5bcd9b5e951cfcf1fc97194abd1
com.github.zj-dreamly	dreamly-starter-security-jwt	0.0.6		4a848ccce6a02f2b7f5429c8c1b429e87f6517b1
com.github.zj-dreamly	dreamly-starter-security-jwt	0.0.7		e552519333beb6557dfbcd498c3bc496d9737e24
com.github.zj-dreamly	dreamly-starter-security-jwt	0.0.8		7221b2e09f3ff3e50493d1d2ff5459da467618c4
com.github.zj-dreamly	dreamly-starter-security-jwt	0.0.9		5ae990cbecd1917187ae5dba058929b3dfdd6075
com.github.zj-dreamly	dreamly-starter-security-jwt	1.0.0-beta.1		54869a80addb65f4275147b84f33f904c21d11c0
com.github.zj-dreamly	dreamly-starter-security-jwt	1.0.0-beta.2		2dc964536c99d0d9470547ffe46a8dda57ae43cc
com.github.zj-dreamly	dreamly-starter-security-jwt	1.0.0-beta.3		c5023dec7c1e692b3d038fd10637a2cc8b3bd0d6
com.github.zj-dreamly	dreamly-starter-security-jwt	1.0.0-beta.5		6ac5d9b58c342fa6c530bb67212de8d5b4d46fc3
com.github.zj-dreamly	dreamly-starter-security-jwt	1.0.0-beta.6		69539bb460fecf7c62b0157ad84a2e8987724c98
com.google.census	census-core_native	0.1.0		9019232fca14f0af3840d38afc99be70b67840cc
com.google.census	census-core_native	0.2.0		fac702d8c866dd5a12be3cb5caf0bc17ed6b7aa5
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.0		f0c82c1a211c43c8a665498ccc4a3aa7fcb4c023
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.1		43d1ba66a1cb69d163d21a1f3b9a313e28a945ec
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.2		f9e55e483b369d3ca15bbdd79145f4d4350d2032
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.4		ff2d31c4dcdacfb9064fb187a0915e51d2a7a44e
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.5		f24aa5b33e74bb9491c1001ad5f5367a59b4522d
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.6		3d938dc9acaa1465d3e913d73c063ef1d67848cb
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.4.7		152169c6b69864e6bcf0cf409737748ec0524faf
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	3.5.0		4d449c446d1ddd1ef90385c7c876d7ec9fa21dc3
com.growingio.android.autotracker	com.growingio.android.autotracker.gradle.plugin	4.3.0		df8d4504a510a62308971d259c1a8c798c33eb72
com.microsoft.azure	azure-servicebus-jms	0.0.1		5ee41fc4f4f86d9c02fdc94345d2e2ad1a904ecb
com.microsoft.azure	azure-servicebus-jms	0.0.2		0af316bb0bc2f0d0154fba06a35c6eed66f505af
com.microsoft.azure	azure-servicebus-jms	0.0.3		597619c3c6fb2601706a2eedaa78664781d82ef8
com.microsoft.azure	azure-servicebus-jms	0.0.4		7f39ab52e2d29a87ea54edd5420ca72dfea99264
com.microsoft.azure	azure-servicebus-jms	0.0.5		504285ccdc5c3731fdeac59e0a0d61a77d81423b
com.microsoft.azure	azure-servicebus-jms	0.0.6		8154fee37934a217e192dc42ecd1fe4fc2247492
com.microsoft.azure	azure-servicebus-jms	0.0.7		ba17b27c62c67d568a58765e894e85da3a6704b3
com.microsoft.azure	azure-servicebus-jms	0.0.8		37be1f0bf31b5ecf7a245bdae2b833c4ad5585f3
com.microsoft.azure	azure-servicebus-jms	0.0.9		98e78ad8c5a8134534f9bf5ed4371ec5dda4fdd8
com.microsoft.azure	azure-servicebus-jms	1.0.0		ef6f7a694239840f3baaa2637fe30f7ab39943be
com.microsoft.azure	azure-servicebus-jms	1.0.1		30c45122fe6f40ea0dc77bd9ec723540820d6f6e
com.microsoft.azure	azure-servicebus-jms	1.0.2		c78c39414d9cd53cc8d369c8b2baa14275c2f5d5
com.netaporter	scala-uri_2.10	0.4.0		b836d17e132e7c83e296eaed1ace826a7e88c8b5
com.netaporter	scala-uri_2.10	0.4.1		75dee3d6f61d75e4c3e988e6a625ebd256915f63
com.netaporter	scala-uri_2.10	0.4.10		4ccc43ca3b67d10c297cb263d3a33c1f86017ff3
com.netaporter	scala-uri_2.10	0.4.11		cd60fb81d972c6e635f10e94c441d1a08864ea7b
com.netaporter	scala-uri_2.10	0.4.12		2372e000cc2db12551ae07bff9d21594046c5953
com.netaporter	scala-uri_2.10	0.4.13		d1fa4ce6cb3eb5cc2877fae0db7de0483b782f97
com.netaporter	scala-uri_2.10	0.4.14		9eebfcf99c36573ba8ca47e21b88d4ee184d6f86
com.netaporter	scala-uri_2.10	0.4.15		37a593d57c125553a324da13a77c3806f832806c
com.netaporter	scala-uri_2.10	0.4.16		51963ee4c265447ea765ec9d8e84c11bde774f2b
com.netaporter	scala-uri_2.10	0.4.2		8ef846b3194b4c25ec56b33b4b17812f3fc9fcca
com.netaporter	scala-uri_2.10	0.4.3		3545a36f5089ab63fb046c33992b2d0523f944f7
com.netaporter	scala-uri_2.10	0.4.4		ff324b01925bd114b12a26b6770edd8065c9f058
com.netaporter	scala-uri_2.10	0.4.5		4a261216ddc535530ab97fa5bb778793afa44a90
com.netaporter	scala-uri_2.10	0.4.6		b40d0524911b50e2e13664da2289d80fc6e3f726
