at.asitplus.wallet	ehic-jvm	1.0.0		11df66ec0f3c715d6d6ed952fe50105b68bc6a4e
io.github.springboot-addons	spring-boot-starter-httpclient-actuator	2.0.0		88e71f16473143a7c5fc40374399d01700e6712c
io.github.zubtsov.databricks	runtime-bom-aws-13.3-lts-ml-cpu	0.0.2		N/A
io.github.zubtsov.databricks	runtime-bom-aws-13.3-lts-ml-cpu	0.0.3		N/A
io.github.zubtsov.databricks	runtime-bom-aws-13.3-lts-ml-cpu	0.0.4		N/A
io.logspace	logspace-jvm-agent	0.3.0		3aa0e11e16c152e2e36763f7313f8af5577802fa
io.logspace	logspace-jvm-agent	0.3.1		b85d655209bb762b203f61b5d02fd6ad75d2bb84
io.logspace	logspace-jvm-agent	0.3.2		c2f11c4b246158fe22aad0f4bcf37e1e2e57eaaf
io.moia	itkit_2.13	2.0.0		5254095fc3f8c9a5b2a282a85a3d4485e3b4ef4a
io.moia	itkit_2.13	2.1.0		badb277a58de58017575bb59d15fda658837aff5
io.privy	kmp-di-component-android	0.0.1		N/A
io.privy	kmp-di-component-android	0.0.2		N/A
io.privy	kmp-di-component-android	0.0.3		N/A
io.privy	kmp-di-component-android	0.0.4		N/A
io.privy	kmp-di-component-android	0.0.5		N/A
io.privy	kmp-di-component-android	0.0.6		N/A
io.privy	kmp-di-component-android	0.0.7		N/A
io.privy	kmp-di-component-android	0.0.8		N/A
io.privy	kmp-di-component-android	0.0.9-beta1		N/A
io.privy	kmp-di-component-android	0.0.9-beta2		N/A
io.sunshower.zephyr	sunshower-xml-state	2.0.111.Final		N/A
io.sunshower.zephyr	sunshower-xml-state	2.0.112.Final		N/A
io.sunshower.zephyr	sunshower-xml-state	2.0.113.Final		N/A
io.sunshower.zephyr	sunshower-xml-state	2.0.115.Final		N/A
io.sunshower.zephyr	sunshower-xml-state	2.0.117.Final		db686a3677f20d21213a52263adfd8f60410e798
io.sunshower.zephyr	sunshower-xml-state	2.0.121.Final		e3957b74a7ae2afb45df4d8ec9b37230f7b55a8e
io.sunshower.zephyr	sunshower-xml-state	2.0.124.Final		a437f1edc2673aa05e1e67d76d4b50e79799eb40
io.sunshower.zephyr	sunshower-xml-state	2.0.126.Final		c4dcebc9f49157dbdcb131fa1e3868a3c522d07a
io.sunshower.zephyr	sunshower-xml-state	2.0.128.Final		efabf6d802d2f5317ca2c2ea9c276ce78303ec6b
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-11		68ffca61247fef2b7d907badadca3d117fc00792
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-12		2f5a25a7eb40b33c2116f4b40e17e2711fc98a01
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-13		ce2209b22d675da00acb6a8f561011dde4ec5c6d
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-14		69018ccdefab8bada3c2f42b3f4f79c1f05f5745
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-15		2772f46c12e6e09ace0e667dea4b4d3dfd0286cc
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-16		2b4087b1a92de71d71cce4504a07612225ff1bde
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-17		b19b973dd4b6b1e722b58ac6b776dd8c40ce64eb
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-18		f075afe294a252229e9a27dcc4714b924396557a
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-19		f23f067bf92701664865f78e04f1aeed395a1cbf
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-20		c4ff610c72a3f746d639de81753dc07f14458493
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-21		06ac2409feb1f49c802da5248f7ecd4b222d0de0
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-22		edd125dbc1ef208de6fd9cda7f8d62e62ffc3ac1
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-23		78294ee94c14aeb30a19da30d75dfccc457ff2cb
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-24		9475cad3554be95d5d048cf14e7454be2bf0279a
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-25		98f3f6ef0753e71d1fa2f2af75db7cf620ea12d7
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-26		6e9fcbc4bf72f992814c438d9e2d4c6bbb8e526b
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-27		8b5b29db0cebe1fc123826d3e8c9bd775b1ac253
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-28		996dc24d0cf86d08d9da32d86727f9c247f78b66
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-29		420e2822ba18f96d6415bae2d20b7f3742704f22
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-30		3f4dd087e0277d401b979446fef6d9eaede7d87f
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-31		98b147bdbcf1e5f0c9aff3a260f556a533629c48
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-32		981c49016c2a70acf9fc648708da3a34aefd313f
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-33		0b3320446ff180c16ee7e68c9ec6c4841b52cff2
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-34		8dc51e8fb9f1bc44da29b9fe708de496e81dbd86
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-35		a304b72c098ff33a7c828d085f171abcd2a5f554
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-36		f989995cd4505d8370ee33d60a3d0edfcb70db6f
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-37		714a951007c98b98c8f55ca6a21bb57d066e783d
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-38		48dd7b9e49fdbcfd81a71435de6e5922e3d7e004
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-39		e04871348a7cf3a9fc70862a957273abdb9c0cc8
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-40		61c0b70bd79d9bcc2d14fe96b4e2b5f4d61246f0
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-41		693b04b5b9582325ac14fe3094b193fac23d871b
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-42		955d87720d9b98ec6513ff0c437ceb576c5dce2e
io.ultreia.java4all.eugene	eugene-java-templates	3.0-alpha-43		2f48b16b47fa4dd0e4218455e6c4908ef5748bb7
io.ultreia.java4all.eugene	eugene-java-templates	3.0-beta-1		cf7a25bcaed5560f88acf13ecd4d909989781c88
io.ultreia.java4all.eugene	eugene-java-templates	3.0-beta-2		6fa37043d678e1ad920fd319e9a0dcaa5e4b00ea
io.ultreia.java4all.eugene	eugene-java-templates	3.0-beta-3		4ab982041ec254fc56c2b0075ce62061e5aadd6e
jackcess	jackcess	1.0		0964a257204e2a8ffcd4cbcf1c4106db62e148bc
jackcess	jackcess	1.1.10		N/A
jackcess	jackcess	1.1.5		fb0c3fdc89ba3f22ed1d11410856788ace1e39cf
jackcess	jackcess	1.1.6		19f4720209472d8a1ef7b61642690db1b03fa5a9
jackcess	jackcess	1.1.7		05d51aa21f134868a436aaa94efd9c73cb6a0611
jackcess	jackcess	1.1.8		bc985579bdaf5e3b7d458c653968f8795601e67a
jackcess	jackcess	1.1.9		2b8b383d950d472178c5f7d627fd47314750ce68
jp.co.yahoo.dataplatform.schema	schema-hive	1.0.0		fb0ff9f0ec5ed8b87a453c0ba2680fb2ddc20ae9
jp.co.yahoo.dataplatform.schema	schema-hive	1.0.1		1e632931a79edb08c9ff72d4dcb20adf5e5b5950
jp.co.yahoo.dataplatform.schema	schema-hive	1.1.0		02204f7851dbdeb9ad3c2e602f9845034200903b
jp.co.yahoo.dataplatform.schema	schema-hive	1.1.1		7eeb7fab75ade16be8b0b70ff0bb2c3ad715cc66
jp.co.yahoo.dataplatform.schema	schema-hive	1.1.2		6fa61e25f7b061dcd2c7d01bbde3c7df90564570
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.0		9a5cb841b6d5957ebc4b24ed3d3f9692a79a147c
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.0.1		7f8d9318420964227cf4eb6fb4e0afcea103cfa5
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.1		d6c2b938e9aa96e6938aa03eef7893ac99ce7c3c
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.1_hive-1.2.1000.2.6.4.0-91		b6abbb58aa764ba103ee658de470f17bf165abe9
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.2_hive-1.2.1000.2.6.4.0-91		32873a58c9482ff2810eb81fd3deac7834769d3d
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.3_hive-1.2.1000.2.6.4.0-91		a479fab98a8f0db8f8844be2cfe582dc52f37786
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.4_hive-1.2.1000.2.6.4.0-91		352df9fc9cbe2988ec9826397caf314a86b2cd25
jp.co.yahoo.dataplatform.schema	schema-hive	1.2.4_hive-1.2.1000.2.6.5.99-1		9b4cca68715dd7d81bd40311edd25f812f08c675
ky.korins	sha_sjs1_2.12	1.0.0		b5451d7906e86fad450e1ea0e2cda5a9481c4f13
ky.korins	sha_sjs1_2.12	1.1.0		85712e0e8d318c1dca3d885029cabd104b30c72a
ky.korins	sha_sjs1_2.12	1.1.1		73ebc14454a005a88bf62533e4f0bd11bd5b193f
ky.korins	sha_sjs1_2.12	1.2.0		99a433aee4743132315e3b150ad24c3057876835
ky.korins	sha_sjs1_2.12	1.2.1		7b362dfa74f8189d9e0530eb3bcb05017be8a471
me.hekr.iotos.softgateway	framework-network-http	3.2.4		6ae3e2444e2214fc69e45a9de0ae5c2591bd7b8a
me.hekr.iotos.softgateway	framework-network-http	3.3.0		8aacee683157457f4f4296e86637d2b791b4df9a
me.hekr.iotos.softgateway	framework-network-http	3.4.1		76ddaff6e98200382b4ae82bc65c615bc4b49222
me.hekr.iotos.softgateway	framework-network-http	3.4.2		e9b5dbc139cf01999df7389c6c4ece5b1750626b
me.hekr.iotos.softgateway	framework-network-http	3.4.5		3e85cfd3231ead133db0ea800e0249f527efd545
me.hekr.iotos.softgateway	framework-network-http	3.4.6		4e00767fcc3ebd205809aee9e35c16fea2e9cc2c
me.hekr.iotos.softgateway	framework-network-http	3.4.7		1a6337d0fff6143414e20fb3597dec5a172c7d33
me.hekr.iotos.softgateway	framework-network-http	3.5.0		64388d896d86604f0b429409a85b5d0db835542f
me.hekr.iotos.softgateway	framework-network-http	3.5.1		237ffa106b7eac1de97d35e500d44ddedf7cf994
me.hekr.iotos.softgateway	framework-network-http	3.5.10		af994f3073c46d332910c257c2411f57d656e99d
me.hekr.iotos.softgateway	framework-network-http	3.5.11		af434aa7da5df1ef060915c734b0259e8ba8eed3
me.hekr.iotos.softgateway	framework-network-http	3.5.12		f0fe3f30c8f3d9502ca7564519ae1d9baf760503
me.hekr.iotos.softgateway	framework-network-http	3.5.13		6008a9ef5a82d19707f9e0cadc593bc3c433cbbc
me.hekr.iotos.softgateway	framework-network-http	3.5.14		ada8eafc85fe3da044d9505ed35f7fd016da32ba
me.hekr.iotos.softgateway	framework-network-http	3.5.15		c2841821728fb8038f1e9528e37c923d41b1e935
me.hekr.iotos.softgateway	framework-network-http	3.5.16		631c901a18b99c51b7a8f613d8d647cfaaeb702d
me.hekr.iotos.softgateway	framework-network-http	3.5.17		6ddf48cb2542d853b5f2bf8fb0fe107b62c2eb75
me.hekr.iotos.softgateway	framework-network-http	3.5.18		28b2a8b0cc4ebeef7b4d44145bde1f5e024cb739
me.hekr.iotos.softgateway	framework-network-http	3.5.19		36f341550f518bd37c9f7ec86aa9602d35a64346
me.hekr.iotos.softgateway	framework-network-http	3.5.2		6aa129e22c2320c497507c792dc9b10c78b02237
me.hekr.iotos.softgateway	framework-network-http	3.5.20		c561a6c920e9095b3201b55096b1afe79419ed28
me.hekr.iotos.softgateway	framework-network-http	3.5.21		106acda99f9f96fd40d7f34c694375afcdaa65b0
me.hekr.iotos.softgateway	framework-network-http	3.5.22		0f5675a21bc7d5838e78e9c7a4687b8f4e46b6d5
me.hekr.iotos.softgateway	framework-network-http	3.5.23		b8e0d258d2671eca9b81ad1e6223568afa1733fd
me.hekr.iotos.softgateway	framework-network-http	3.5.24		a1703ffb665393db4a103ebad5546ddf61fa020b
me.hekr.iotos.softgateway	framework-network-http	3.5.25		2a20d786d03d4459283be9351a4dbab52cd317ea
me.hekr.iotos.softgateway	framework-network-http	3.5.26		bbe4298797ddf6e1cba3a8d5920e5e0de8965d39
me.hekr.iotos.softgateway	framework-network-http	3.5.27		9422510fbc1116300fdc7b3720fae5975be1354c
me.hekr.iotos.softgateway	framework-network-http	3.5.28		2e81af1b0b4619ae20b5ca67833b05cff2b46839
me.hekr.iotos.softgateway	framework-network-http	3.5.29		c5ad6aa897057e0ab99becb803f05569fadcb480
me.hekr.iotos.softgateway	framework-network-http	3.5.3		a6c159f9bbb704830c72de76d62b6366e5ec39e0
me.hekr.iotos.softgateway	framework-network-http	3.5.30		bbb09495017c9129dfe98055ce85fa6fc61988b2
me.hekr.iotos.softgateway	framework-network-http	3.5.4		ed9b228dd2c8baefed236051cf7e974ffe79640d
me.hekr.iotos.softgateway	framework-network-http	3.5.5		b87ba50dc3031d7342108975220e4b7404c4a9fe
me.hekr.iotos.softgateway	framework-network-http	3.5.6		964f870881fe7cd023cb102509719e12a6987912
me.hekr.iotos.softgateway	framework-network-http	3.5.7		73ac1c0ed72f74223d8aba75b7fd9bc17fe6feff
me.hekr.iotos.softgateway	framework-network-http	3.5.8		343497bd42aa9a1cab618c8b2b44f2710a7782a1
me.hekr.iotos.softgateway	framework-network-http	3.5.9		849dd5413ba1b7c03a58231282ad1e07caeaf762
me.sujanpoudel.mputils	platform-identifier-androidnativex64	0.1.0		N/A
me.sujanpoudel.mputils	platform-identifier-androidnativex64	0.1.1		N/A
net.digitalid.utility	utility-console	0.7.0		494d1986f818cdc49c2610ced876b16c03f0ee4f
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.24.0-v2-473-0		9f8519bae9a53206e551bf48af6b3e0afc3ac04a
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.24.1-v2-473-0		cff82c742721738d56fdfc8c4ec9f38e53143dd2
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.25.0-v2-518-0		cd66c92cbea7246701558a232164dcf1c438a484
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.26.0-v2.524.0		aaa3fbc1293fa213f61b54548fbde760431a8eb8
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.26.1-v2-524.0		896b810426adcd1cf9646fc54ad614cae46a57cb
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.26.1-v2.524.0		d062151ce77c1e8f178ea882feaa63b97c47545c
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.27.0-v2.571.0		ce66538ca6800737b815bcc677071ea4d51e22af
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.28.0-v2.596.0		fe5d022476d373ce35266a5a537c06fad794304a
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.29.0-v2.624.0		1ef80173a8147999d411447dc464b9226b340f0f
net.exoego	aws-sdk-scalajs-facade-lexruntime_sjs0.6_2.12	0.30.0-v2.715.0		2ce0061d184a7a3d7a482c44e6658d7395bac4d0
net.hasor	neta-core	1.0.0		90aac0ce737faec1f3c399a5c910eecc9aa1298d
net.hasor	neta-core	1.0.1		1fb5e3f0250815492c72f066bfc74b25f9db6b0d
net.hasor	neta-core	1.0.2		7a3f5673c78ccb1a4826e46ba5022b5acd379f26
net.hasor	neta-core	1.0.3		aa5026df187ff12d124de9ad1c8ee011c5dc2eb1
net.hasor	neta-core	1.0.4		e2a8bb8c129858c8da807fd3311b2b4943c8477f
net.xdob.springframework	spring-websocket	5.3.39		41e0f4c0bee6b1e81ba42bc691145252478c0e10
net.xdob.springframework	spring-websocket	5.3.41		bfaa771f490efd8bba303f6ae10518380e9de1b8
nl.inl.blacklab	blacklab-legacy-docindexers	2.2.0		0c30cb0f457b1cbef5e09a8a1a8d10ad730a5b31
nl.inl.blacklab	blacklab-legacy-docindexers	2.3.0		c0dd706b8e9f24b696866a5467a3770fff6a16a0
nl.inl.blacklab	blacklab-legacy-docindexers	2.3.1		8d02f07e2a4046420c554f7e7e9ff05fb882043b
nl.inl.blacklab	blacklab-legacy-docindexers	3.0.0		f574122365f926292a43eb18f22e2fdf7fec961f
nl.inl.blacklab	blacklab-legacy-docindexers	3.0.1		7ae70cf02ba3dadcecdee6a79200af5ec2f85d94
opensymphony	osuser	1.0-20060106		5638c03d43aa54c551c3647f6d3f96b6dcdeb4dd
opensymphony	osuser	1.0-dev-10Sep06		cad3b7965142c4f72218207777d450922b8b17e1
org.apache.bval	bval-jsr	1.1.0		b5c6c55d3ca8cb7562f04a794fbe433400b4df97
org.apache.bval	bval-jsr	1.1.1		2961d4ea80740fa1ecc820f96a2cf91bb1492fa4
org.apache.bval	bval-jsr	1.1.2		3efb356c3cf3c64a891ea465b2045b6c762859f9
org.apache.bval	bval-jsr	2.0.0		5a72a6ee79fd70715f496d59462c2acf2ace0116
org.apache.bval	bval-jsr	2.0.2		93484e57c82fc5a31afab264ee808de5a2e43e78
org.apache.bval	bval-jsr	2.0.3		52197e97f66b7d730c37c16a1f01fbfc64cfcd60
org.apache.bval	bval-jsr	2.0.4		0cc28623f86a02f9ae5dbdb1fd54915643d177c5
org.apache.bval	bval-jsr	2.0.4	jakarta	a1c062292a02589669c070a6ee8f91bd90627c4e
org.apache.bval	bval-jsr	2.0.5		778544410b22ac8b210b14559e59b9bf840c6d05
org.apache.bval	bval-jsr	2.0.5	jakarta	79b123aca68b9db6819eacd5747bf86fba93ab45
org.apache.bval	bval-jsr	2.0.6		1a9a21c957cb62857d21a8dd5860fd92b148602b
org.apache.bval	bval-jsr	2.0.6	jakarta	c6238a498561391ac7d0ef472115d97443dc64fd
org.apache.bval	bval-jsr	3.0.0		42c35fa52ded46f2b9c28b385a9b16a4b779164f
org.apache.bval	bval-jsr	3.0.1		03564a75b991d61f524b0e02b8658c15ea0dbd8a
org.apache.bval	bval-jsr	3.0.2		111d95c4f7c52f2a54dcb65bb0843e0026979ae6
org.apache.geronimo.plugins	openejb-console-jetty	2.2		N/A
org.apache.geronimo.plugins	openejb-console-jetty	2.2.1		N/A
org.apache.geronimo.plugins	openejb-console-jetty	3.0-beta-1		N/A
org.apache.geronimo.plugins	openejb-console-jetty	3.0.0		N/A
org.apache.geronimo.plugins	openejb-console-jetty	3.0.1		N/A
org.apache.gobblin	gobblin-metrics	0.12.0		7703ce121f8ed0e21a510e1033218d1ddc7d7fcf
org.apache.gobblin	gobblin-metrics	0.13.0		7d14f145868803de92f29a2c01ac195fe47a051d
org.apache.gobblin	gobblin-metrics	0.14.0		a55cb484902851d4ca18e86d8fd63f45642e9902
org.apache.gobblin	gobblin-metrics	0.15.0		102907b8ae61b6e24847bdaa7d9bc20597e71897
org.apache.gobblin	gobblin-metrics	0.16.0		e38d47d74d83019257d20c6b64a5a30d48b588c3
org.apache.gobblin	gobblin-metrics	0.17.0		81c8438961e9f81433281006a51f8b25176e48a7
org.apache.hama	hama-core	0.3.0-incubating		305c16e225083d740e5dc269f8f597088044beb1
org.apache.hama	hama-core	0.4.0-incubating		278f6b33850efe6cf87ba286b2cc9df4cc00e954
org.apache.hama	hama-core	0.5.0		88bb93918bfc56781d7775d480d54ec6e7985f45
org.apache.hama	hama-core	0.6.0		c84fea20ebc47ed6eca69b62d9b13793935e99f8
org.apache.hama	hama-core	0.6.1		fa9069c9c40b65bf9b2e7ae3d81063c496f0d24d
org.apache.hama	hama-core	0.6.2		6b04f056fbc9de9a728496f4f4a7f048177061f5
org.apache.hama	hama-core	0.6.3		216bff84492a14189c74f407e290f2573bd38e6a
org.apache.hama	hama-core	0.6.4		5ff0ff28dcbf428adc8a175abe2c184bd1bdd9f1
org.apache.hama	hama-core	0.7.0		70e7380f3e59823e880e07f7299cef6140764f9d
org.apache.hama	hama-core	0.7.1		b03b4fb5bc43516620d56a8e3cdab9cd35f19cc2
org.apache.hop	hop-transform-uniquerows	2.10.0		38acc326730c1e09491fe8612acef4cb50a9e9f6
org.apache.hop	hop-transform-uniquerows	2.11.0		91d0a49ab96c3c400bba0569018fb9a90374db9a
org.apache.hop	hop-transform-uniquerows	2.12.0		550ef0619101180bf6daba6b42ed7dd05d0e6e3e
org.apache.hop	hop-transform-uniquerows	2.13.0		c1d7fa7f3dc342f46b34305dc47584619548b8fc
org.apache.hop	hop-transform-uniquerows	2.2.0		ee4ab1c9c117c9662b7b06425a5a29cce273b616
org.apache.hop	hop-transform-uniquerows	2.3.0		7a6f9f17bcd539c1d573499216e42f19cff9e4c5
org.apache.hop	hop-transform-uniquerows	2.4.0		af9f9f36760754048f88e2ea4af832ab2403ff29
org.apache.hop	hop-transform-uniquerows	2.5.0		18e21552925cd9d80c016b0253504d47e2287ff1
org.apache.hop	hop-transform-uniquerows	2.6.0		a51d48d3d35d640b46ea3ed2b20d1113946a7eaa
org.apache.hop	hop-transform-uniquerows	2.7.0		c1006d6296842eaed59a1bb69c898503c69cca9a
org.apache.hop	hop-transform-uniquerows	2.8.0		224a2a50d3734bcca3a43186ad7c03a27df8a4ac
org.apache.hop	hop-transform-uniquerows	2.9.0		3b3498f71b665d60a170d75ad9408e323ceda049
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.1		d550700a42b93ff87edcbc324235807c77c0ece0
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.10		c301a348b42e38b74f5c5b419af6dd6157946183
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.11		3f85886371e70fff07ead52547e409688f104797
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.12		6b11115f81f35e6986cc62580aa1b513fd2c42f3
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.13		66b9dc3d94c400c84e575ba02ed1b129b84fcfd2
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.14		3c563e07282837dc06c6da35d42196d4fd94f372
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.15		f05aceaf7e59e03aa962566d4116ca8b3764f0e6
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.16		6bc6462f6009e784bc482dfe50908f95faffbbe3
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.2		7e7a24ed23a37fad282b2a94e5ce72ca65aa5a32
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.3		9a97d98465f7c52fea17cc3f6f3267cba1eeb7b0
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.4		fe868399455d0126e1a7423ca539058a0250dd78
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.5		4909ba859946bf0168d3ff02a16374711278fc32
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.6		1d05932e92b9cbf134791a3eab76d580090aad91
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.7		9a54ab874ad4e60fd7f7d9e4ee48ac72d48056cf
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.8		70bc3888bceae8b57a630e456e5572be24fb5207
org.apache.karaf.examples	karaf-blueprint-example-common	4.2.9		76caee1dc7040182a2017868b9a0fe33911b2eba
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.0		b28338807979b342167891478d991909958fa877
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.0.RC1		038208514ec1a45c6f0851ac6c71928ee3ed2ab5
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.1		f2c6ed3249e0d3d1d856358defb399432efdd93c
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.10		cee5f268207346abf18b549d12c721e63129f315
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.2		2cf36e9bbc1e39b8bc405255d33da56028405691
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.3		03a136eed6a4bdf41eadd8d84055aaa9db15cdd0
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.4		623c37cfee8fdbe61e18372063ed094a72209a4b
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.5		45877b098ad228728d6ce69ef03815580a40546e
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.6		89ed5e0e93fd536b77d45ee230b3e6af5a25ef61
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.7		0befdd72de3f71ebd485fdc1a7b25c65f2432b44
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.8		6761703153a4aeaef703286c7ae45a5fbf7f7581
org.apache.karaf.examples	karaf-blueprint-example-common	4.3.9		10976c6a0d92b0da3fc36bd2e05dd74b9a030d28
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.0		0728d4a8ad7a51140f92b3a902c35232679a8b54
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.1		4df19109ab3380d35b37d66dded3532416411817
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.2		d9e01bc39b282fcd77c3deaa7c80b242bd21853f
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.3		b3b2b6913744ac9f822813ae6037e9034bb5f76b
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.4		ed51a1a886da6e4cea1656c45764fb81601a3b12
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.5		d7fe30d3280da141d9f079aa29982453cb834045
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.6		c2e02a12d9dba97d78d1ed56bf82c8af1a341276
org.apache.karaf.examples	karaf-blueprint-example-common	4.4.7		b4d62045c5e989e3d83ad5d53a9122c9a6b3301c
org.apache.nemo	nemo-client	0.1		5a69423df14219749079f8e7ead8ebf754218dbb
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.0.0		7a924cae805d7f5572ee24d65534eb724e83d815
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.0.0-alpha		206555b5a7dc76a4328a98c73ddb2df2587f76d7
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.0.0-beta		b4ab25e659e8564275bf8c1f4c2d1464faadcce5
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.1.0		6dd54da2f8fb1c03e84f27c29aecd7411119cd3c
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.1.1		1631603284b345c40b595e6b8ad6035955023a5e
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.1.2		58b8d0ef8d3281ee8fb930934e09c5d890f38fcc
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.2.0		41f77cf044eae14b71126bcfd0db4ee99c526b18
org.apache.shardingsphere	shardingsphere-encrypt-spring-namespace	5.2.1		0f1bbd0bc2122eab7bf3b223f11de90c0de1afa2
org.apache.unomi	healthcheck	2.6.0		018ff7a9091026cdc670a10626b6d12f7debd9e8
org.apache.unomi	healthcheck	2.6.1		0b704248f8d099d03e0f0e2adef4a850213075c1
org.atmosphere	play-project	1.0.0		N/A
org.atmosphere	play-project	1.0.0.RC1		N/A
org.atmosphere	play-project	1.0.0.RC2		N/A
org.atmosphere	play-project	1.0.0.beta1		N/A
org.atmosphere	play-project	1.1.0.RC2		N/A
org.atmosphere	play-project	1.2.0		N/A
org.atmosphere	play-project	2.0.0		N/A
org.atmosphere	play-project	2.1.0		N/A
org.atmosphere	play-project	2.1.1		N/A
org.atmosphere	play-project	2.1.2		N/A
org.atmosphere	play-project	2.2.0		N/A
org.atmosphere	play-project	2.3.0		N/A
org.atmosphere	play-project	2.4.0		N/A
org.atmosphere	play-project	2.4.1		N/A
org.atmosphere	play-project	2.5.0		N/A
