at.asitplus.wallet	ehic-jvm	1.0.0		11df66ec0f3c715d6d6ed952fe50105b68bc6a4e
com.daugeldauge.kinzhal	kinzhal-annotations-watchosx64	0.0.6	metadata	c1a7baaf887356c49f0b2e63e6e9b459f5e8a4fb
com.decathlon.vitamin.compose	checkoxes	0.1.0-alpha03		N/A
com.decathlon.vitamin.compose	checkoxes	0.1.0-alpha04		N/A
com.decathlon.vitamin.compose	checkoxes	0.1.0-alpha05		N/A
com.dwolla	pgp-testkit-bcpg1.73_2.12	0.4.3		d1da0725c942f4e89326d82544af6b50417b6bac
com.dwolla	pgp-testkit-bcpg1.73_2.12	0.4.4		434563040ea8b312f1719aab1ee9966d8529ca08
com.dwolla	pgp-testkit-bcpg1.73_2.12	0.4.5		e56cf7b2e1ff4897e0e6051e60666f1cbde7c90a
com.dwolla	pgp-testkit-bcpg1.73_2.12	0.4.6		75b6b29767612f1ae95f4944edb8d4b9dc4d989b
com.embedly	embedly-api	0.1.0		b1dc8d10528d852b1f845179c181b000c70a07a8
com.embedly	embedly-api	0.1.1		e54ed7e5723d83820b3cf4e8753ee7d12532c4c5
com.embedly	embedly-api	0.1.2		696350eae158b564979d57a5af809b6b0fee1604
com.embedly	embedly-api	0.1.3		cff0826bc9715a340e5ff22c35ec81580630cb6e
com.embedly	embedly-api	0.1.5		ef120ebdae26cf51367e8c3d29109bae47f28f7c
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.2		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.2	metadata	1353090ae319c63b8495b3ecf1d292beb20351d0
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.3		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.3	metadata	575ebd3db645e3f668a91957c2fc537dde033649
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.4		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.4	metadata	ea5ea1287bcb44df4a98f8dbd23f69aee077ec30
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.5		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.5	metadata	150a26da295a2a8b43fc26bc0f7f57f6c4354c42
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.6		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.6	metadata	4cdf1a67c3a80a1a91c994c618f23965c205f012
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.7		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.7	metadata	6506aebd91464dc94bafee97cd7880cc0bba6c82
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.8		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.8	metadata	29343d1e5c9e215e52c7869c03b1e2efe24eb411
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.9		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.0.9	metadata	cdbe574ef25577673a5d8a9583ef31922f22036f
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.0		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.0	metadata	4d428f5f1f749538ff8232edd0036c0642a08e17
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.1		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.1	metadata	57c6d404592da004f9b50765ddf1ff71d4b6be30
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.2		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.2	metadata	752b75d914ac917e710accc79ae68a3d2940a1ef
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.3		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.3	metadata	c25e66fc226317d253661bd81eb674bb4cb6b9ea
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.4		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.4	metadata	d4df39e9c2cb928030072df7d5c2e37e0e9f91e1
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.5		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.5	metadata	0ff9795926ccde272ae04c02fdb6d39652654eb5
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.6		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.6	metadata	d03067b0092cb89cedd8c794d7a52674b00657d2
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.6-alpha1		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.6-alpha1	metadata	0ff63fb8121754627341263b290a79286ff6a332
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.7		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.7	metadata	c7c899fdeff96e71a0d92cadde7b870d3fd55607
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.8		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.8	metadata	4c2f8a9fe6084047263b0d2bf17247fca13a6ca0
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.9		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.1.9	metadata	c1d05c9726f4dc103e000e0690b8958673b64327
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.0		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.0	metadata	f8547eea615b700566a7f438c4d59cad25534672
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.1		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.1	metadata	071e22d82cfb125d2341d60c3eec69614ba231cb
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.2		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.2	metadata	06dd60a94a06c621c19e7f2d31d38c9cb85ed1d9
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.3		N/A
com.fleeksoft.ksoup	ksoup-iossimulatorarm64	0.2.3	metadata	bb67fb547dbac2a2fc13c1e1ca29090b482aa5c7
com.gitee.sherlockholmnes	goge-utils	0.1.3		b49f0c7a6f5e71c9d472b07ee2d1bde44e3731a8
com.gitee.sherlockholmnes	goge-utils	0.1.4		1f9bfc04ad896cbffa36af0ae2340ed6edec5bb5
com.gitee.sherlockholmnes	goge-utils	0.1.5		15557b4afa034142f64e9cfa7eca81af6971de00
com.github.andyglow	json-facade-ujson_2.12	0.1		aec4cb2d69421b303ffc6ce9f675042178c93102
com.github.andyglow	json-facade-ujson_2.12	0.1.1		be657fffd2b1b18ce9f3e6e781991e0622ed9352
com.github.carlkuesters	openapi-maven-plugin	0.0.3		ed47fd561a912e730a305972e59fd072d4648d19
com.github.eikek	binny-jdbc_2.13	0.1.0		bb576d7c45cb25cab6ae2cee04435412ba1dd9fc
com.github.eikek	binny-jdbc_2.13	0.10.0		798efd2d8f9bbddfc729f2ffd33547ce73eb1864
com.github.eikek	binny-jdbc_2.13	0.11.0		80d86b7fe3793458c38c853696ba58ca88051c03
com.github.eikek	binny-jdbc_2.13	0.2.0		e1816fca2f0094de2291ddbce6ab95897e4c521f
com.github.eikek	binny-jdbc_2.13	0.2.1		429239c841b6e048c7c88ed463bbd5e9f3d1d9c9
com.github.eikek	binny-jdbc_2.13	0.2.2		897f79ab551c16e96ad720507297c15863fa8214
com.github.eikek	binny-jdbc_2.13	0.3.0		866566e52da1b6ca7e501ecb2e0e9a1b4778d1a6
com.github.eikek	binny-jdbc_2.13	0.4.0		3c4c11cbcd7156a6f97d7eed0dd53d8d013c6a1b
com.github.eikek	binny-jdbc_2.13	0.5.0		c1b51ab561921b988ecdd5e79b973ceaba3c2c79
com.github.eikek	binny-jdbc_2.13	0.6.0		0df029a1ee3ef77c128a27de96d874cc24e9976a
com.github.eikek	binny-jdbc_2.13	0.7.0		b93154aa77ef2a4b53d38b2c298df70f89c0ef0c
com.github.eikek	binny-jdbc_2.13	0.8.0		ffbf7dd437c5ef6c824c8580b5508f571b85f13e
com.github.eikek	binny-jdbc_2.13	0.9.0		cf29475c6a0dcc38f74a72d38ee71d216f6c483f
com.github.eikek	binny-jdbc_2.13	0.9.1		c19d6a2536ace55c0da5006cac302b77eabef2d5
com.github.japgolly.fork.scalaz	scalaz-core_sjs0.6_2.11	7.1.0-4		b22905074cf8e170fadd7a01955889fec24c720b
com.github.japgolly.fork.scalaz	scalaz-core_sjs0.6_2.11	7.1.1		c433cd56ae0c30203e6356c8254ef097a2994062
com.github.japgolly.fork.scalaz	scalaz-core_sjs0.6_2.11	7.1.1-2		9bee56654f5848f5a1e37b8dd5dc08c05e3ebd2c
com.github.japgolly.fork.scalaz	scalaz-core_sjs0.6_2.11	7.1.2		a8f311202523af685025f6692147ae0f10e0ffe1
com.github.japgolly.fork.scalaz	scalaz-core_sjs0.6_2.11	7.1.3		5a6ede87588a7a76cbd1b09474e8ac96010bc9ee
com.github.japgolly.fork.scalaz	scalaz-core_sjs0.6_2.11	7.2.0		d5f334b558709fa7d83e95a6db65c7e92f00b077
com.github.jlgrock.snp	core	0.1		60e2e102b756ad9a7f1c7f8f51ec8b886eed3b81
com.github.jlgrock.snp	core	0.2		f790b9093a3e58298fe17deb6c16e0b497e17a02
com.github.quangaming2929	simpleevent	1.0		f282d70867a50a02c6bd18709a020ba4ea56d662
com.github.rvesse	airline-maven-plugin	2.5.0		84e475311ea994e1d15876b1a1deb1c489b6cb46
com.github.rvesse	airline-maven-plugin	2.6.0		bd4e100b5fda60af329eaf32256c2d61030a99f4
com.github.rvesse	airline-maven-plugin	2.7.0		7301500694bbed5657e7e1637a0c0b11e8cfe5c1
com.github.rvesse	airline-maven-plugin	2.7.1		e157990c91d341385e0e52a4a16179784c4a349e
com.github.rvesse	airline-maven-plugin	2.7.2		aaa1a317a1c00a0ae51bfba32de59b262d0a0ff3
com.github.rvesse	airline-maven-plugin	2.8.0		78813c75c7587c98edbd697b22e84a29f41fbdb7
com.github.rvesse	airline-maven-plugin	2.8.1		d79279691e3c83c43638a39353bd7b2daf7c13d9
com.github.rvesse	airline-maven-plugin	2.8.2		030cfa840bfa2c2b092414d59ad0e516080aace0
com.github.rvesse	airline-maven-plugin	2.8.3		d9bb78ee3338c44dcc592e2b5631e742362e7cdb
com.github.rvesse	airline-maven-plugin	2.8.4		1506dfd2d3745693edc8f6d68db7823403969ec1
com.github.rvesse	airline-maven-plugin	2.8.5		f162a006e67cac9389eaaf9bdc912b02468969ce
com.github.rvesse	airline-maven-plugin	2.9.0		fd02ebebb6a8325a90112270826e55db5e57e15b
com.github.rvesse	airline-maven-plugin	3.0.0		f7f5875ccbe5bfa07f02905a5ccc7c31814940f9
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.13.0		72f6b3cd258b69a52218cd8fed9503a8ab14eebb
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.13.0	shadowJar	72f6b3cd258b69a52218cd8fed9503a8ab14eebb
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.14.0		9dce1ec4063ac8dc80ec02ee5ac52ccfb499efff
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.14.0	shadowJar	9dce1ec4063ac8dc80ec02ee5ac52ccfb499efff
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.15.0		35f577e094d53a29ce50c0561ddf063f93d606aa
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.15.0	shadowJar	35f577e094d53a29ce50c0561ddf063f93d606aa
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.16.0		9afa3dd3a239422ef7aac0e54ae859d4f9f24b5c
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.16.0	shadowJar	9afa3dd3a239422ef7aac0e54ae859d4f9f24b5c
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.17.0		fbf2c4a34601167a935ce078a7612f0bcdf5bcc7
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.17.0	shadowJar	fbf2c4a34601167a935ce078a7612f0bcdf5bcc7
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.18.0		c3aee5cef7a22f83f1aacf54a66c6164768e65e8
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.18.0	shadowJar	c3aee5cef7a22f83f1aacf54a66c6164768e65e8
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.19.0		2d7e25982c9b6f26db9a9239b2752f579d3aa636
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.19.0	shadowJar	bd9a66da2ca4547d3ce15dfd35c44abfd4370347
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.20.0		4863c8bfd2c182810b23d13f0f3ea8831f97f521
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.20.0	shadowJar	beffabff5c5a30446309471a1fe51a7dd8afd78c
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.21.0		02a72e3a6d13cd60b61c2d7fe057ccda27d3d7ff
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.21.0	shadowJar	0aeb28ef092adf9f4b6fe17cc2846b9126fc92de
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.22.0		a2732452e21f775b9d8ec856bf7f0816dcefc1df
com.github.shynixn.mccoroutine	mccoroutine-folia-sample	2.22.0	shadowJar	c7a956a89486029c454be24ee15ede02a3a70b20
com.github.tomasmikula	nutcracker_2.13	0.1.8		27b137ba9cb07bf41e43162ee7dc2d4405a1d8b2
com.github.tomasmikula	nutcracker_2.13	0.1.9		33e638afd993c352c1efebc8472d1d52f34f7a29
com.github.yingzhuo	spring-turbo-module-redis	1.0.15		5de253e57a71202edf04bf86703841b7471ee8a6
com.github.yingzhuo	spring-turbo-module-redis	1.1.0		f8d11bca176103a70e420a217231b5b232e754dd
com.github.yingzhuo	spring-turbo-module-redis	1.1.1		685225c61eb7b610538f82fc7ebc0baca44fe8d0
com.github.yingzhuo	spring-turbo-module-redis	1.1.2		58a3c04aeb6199c55fd0791066c4652fe6669542
com.github.yingzhuo	spring-turbo-module-redis	1.1.3		45607f69a754884cbb4d1424f099d1e39a6604ce
com.github.yingzhuo	spring-turbo-module-redis	1.1.4		38a001954bc9ecaa566997c1107f1357b18872cf
com.github.yingzhuo	spring-turbo-module-redis	1.1.5		a33ed0db41f2cb3341708f1579798e118f063465
com.github.yingzhuo	spring-turbo-module-redis	1.2.0		68e303f844abf21574dacc821d1d27a35bec254a
com.github.yingzhuo	spring-turbo-module-redis	1.2.1		5d1db74fc6de37b433a8ff6bd9ae77211ce3e91d
com.github.yingzhuo	spring-turbo-module-redis	1.2.2		f5f91bc5b5a2ba3f357ab503e9807a14cfbe17f6
com.github.yingzhuo	spring-turbo-module-redis	1.2.3		b842f7d2d4783622828f010aaaef97b7b21f03ea
com.github.yingzhuo	spring-turbo-module-redis	3.4.0-1		f2d606f00c28cf861d46952d43550b5db5f07cdf
com.github.yingzhuo	spring-turbo-module-redis	3.4.0-2		142ab03b557a4a15e26bc82f90a0e1c0719b0163
com.github.yingzhuo	spring-turbo-module-redis	3.4.0-3		c0a17822766b4f1f1703717e3db62ce395bbd1b9
com.github.yingzhuo	spring-turbo-module-redis	3.4.1		747ebc7c2eb502ec0f9f2bbd708b4feabf9413dc
com.github.yingzhuo	spring-turbo-module-redis	3.4.1-1		5328b49639159c44bda29f6219ff32d677d44ff2
com.github.yingzhuo	spring-turbo-module-redis	3.4.1-2		6d7b4e0ab7ec28b3591b3419991d10061eb39f9e
com.github.yingzhuo	spring-turbo-module-redis	3.4.1-3		beed3f4d11738d6acff7ad76301fa2aee2028db6
com.github.yingzhuo	spring-turbo-module-redis	3.4.2		186203dc536f67345d3e6b7fec255f35b4b9913c
com.github.yingzhuo	spring-turbo-module-redis	3.4.2-1		bf570f6804dd65c52f479fa2ef29e022cb352abd
com.github.yingzhuo	spring-turbo-module-redis	3.4.2-2		ef277075daddd3a6ee8447ecc06bcf4aaf475d62
com.google.googlejavaformat	google-java-format-eclipse-plugin	1.3.0		6799ccf53a213da6d590808da2024f8a1dc7bacc
com.google.maps	google-maps-routing-parent	0.1.0		N/A
com.google.maps	google-maps-routing-parent	0.6.0		N/A
com.google.maps	google-maps-routing-parent	0.7.0		N/A
com.google.maps	google-maps-routing-parent	0.8.0		N/A
com.google.maps	google-maps-routing-parent	1.0.0		N/A
com.google.maps	google-maps-routing-parent	1.1.0		N/A
com.google.maps	google-maps-routing-parent	1.12.0		N/A
com.google.maps	google-maps-routing-parent	1.13.0		N/A
com.google.maps	google-maps-routing-parent	1.14.0		N/A
com.google.maps	google-maps-routing-parent	1.16.0		N/A
com.google.maps	google-maps-routing-parent	1.18.0		N/A
com.google.maps	google-maps-routing-parent	1.19.0		N/A
com.google.maps	google-maps-routing-parent	1.2.0		N/A
com.google.maps	google-maps-routing-parent	1.20.0		N/A
com.google.maps	google-maps-routing-parent	1.21.0		N/A
com.google.maps	google-maps-routing-parent	1.22.0		N/A
com.google.maps	google-maps-routing-parent	1.23.0		N/A
com.google.maps	google-maps-routing-parent	1.24.0		N/A
com.google.maps	google-maps-routing-parent	1.25.0		N/A
com.google.maps	google-maps-routing-parent	1.26.0		N/A
com.google.maps	google-maps-routing-parent	1.27.0		N/A
com.google.maps	google-maps-routing-parent	1.28.0		N/A
com.google.maps	google-maps-routing-parent	1.29.0		N/A
com.google.maps	google-maps-routing-parent	1.3.0		N/A
com.google.maps	google-maps-routing-parent	1.30.0		N/A
com.google.maps	google-maps-routing-parent	1.31.0		N/A
com.google.maps	google-maps-routing-parent	1.32.0		N/A
com.google.maps	google-maps-routing-parent	1.33.0		N/A
com.google.maps	google-maps-routing-parent	1.34.0		N/A
com.google.maps	google-maps-routing-parent	1.36.0		N/A
com.google.maps	google-maps-routing-parent	1.37.0		N/A
com.google.maps	google-maps-routing-parent	1.39.0		N/A
com.google.maps	google-maps-routing-parent	1.4.0		N/A
com.google.maps	google-maps-routing-parent	1.40.0		N/A
com.google.maps	google-maps-routing-parent	1.41.0		N/A
com.google.maps	google-maps-routing-parent	1.42.0		N/A
com.google.maps	google-maps-routing-parent	1.43.0		N/A
com.google.maps	google-maps-routing-parent	1.44.0		N/A
com.google.maps	google-maps-routing-parent	1.45.0		N/A
com.google.maps	google-maps-routing-parent	1.5.0		N/A
com.google.maps	google-maps-routing-parent	1.6.0		N/A
com.google.maps	google-maps-routing-parent	1.7.0		N/A
com.google.maps	google-maps-routing-parent	1.8.0		N/A
com.google.maps	google-maps-routing-parent	1.9.0		N/A
com.huanshankeji	compose-multiplatform-html-unified-common-iosarm64	0.5.0		N/A
com.huanshankeji	compose-multiplatform-html-unified-common-iosarm64	0.5.0	metadata	6ba639f01c1c400b715b7c9762a148233100c9cd
com.idfconnect.devtools	artifact-property-plugin	1.0		1eab4e4e65913f58d182cb3574a0dbafbee0964b
com.kmpalette	extensions-bytearray-android-debug	1.0.0		N/A
com.kmpalette	extensions-bytearray-android-debug	1.0.1		N/A
com.kmpalette	extensions-bytearray-android-debug	2.0.0		N/A
com.kmpalette	extensions-bytearray-android-debug	2.0.1		N/A
com.kmpalette	extensions-bytearray-android-debug	2.0.2		N/A
com.kmpalette	extensions-bytearray-android-debug	2.0.3		N/A
com.kmpalette	extensions-bytearray-android-debug	2.1.0		N/A
com.kmpalette	extensions-bytearray-android-debug	2.2.0		N/A
com.kmpalette	extensions-bytearray-android-debug	3.0.0		N/A
com.kmpalette	extensions-bytearray-android-debug	3.1.0		N/A
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.4.1		f5ec68a27bc40e6b82624173c089f4fbd43f6cb6
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.5.0		a89eb670eadb08ded32c2de5dc130ec83ceb19ee
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.6.0		ae46faa9a4b59afccca36fa18f85457676d97c36
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.7.0		423c20ae33f7867141916a1bf3091cbd9ff1d780
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.8.0		2a9c4a2cc2b8984c03cda23d82bdf4981a7d2ee3
com.lightbend.rp	reactive-lib-service-discovery-lagom14-java_2.11	0.8.1		a879aeaa959cb88b6bdfc993a010989833fcba35
