at.released.wasm-sqlite-driver	sqlite-binary-api-js	0.7		N/A
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.43		471320078bc94659d0d3c82811754aebadf1c784
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.44		a300cf3221a4b98f3fe0a7e7800ab75ca896dae6
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.45		ecbed28be33beadff51549333e6e4c201a2d4ecc
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.47		3397a806e20632cfe496681295111ee1e5fa423b
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.48		fa0b024bfb79cfb5958ed138f86fcf612de650b5
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.49		ce35921eceed23b3f27638bfca9098309bbdc084
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.50		65f7bda010c17e381386eb3f51c7f6556a918085
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.51		368029a5272f560ef89faab619fbeaea88340c62
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.52		6dfa6e6f984bf55a8b5e980df58e6803cf1410d6
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.53		90ecdbb457de27517ee269379345db51a31bae80
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.54		2a896a187e91090e8163683b1fd589b5bd739386
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.55		ac0d8ade95c3f3855af721c55ac592eca603ca9e
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.56		326851830401a78d1f22b2b856305f12ba5bc83a
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.57		f254d08e9b5b7fbf68e5c83a949e63110f818d8a
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.58		2f2f2d6044e7cab3cae95439dc556785850a1982
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.60		02c91c8c0175ca7c969de8775f1584c31bc38714
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.61		fb0e50a18608ca12d236de689a2134d576427ab9
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.62		859e1be9bf86bafafa81ac62d5222b0f52c73aa5
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.63		eb5b363f5b6461a4635a81e31621d2265a62c375
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.64		762d490dbd31453e2c62147515ada85b5fbbc54c
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.65		719aa1ae5ffb014b79ca21b5506eb3252a9404ce
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.66		d29395a2ca319d6077a9924e06ba236f254b32d1
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.67		8f0b3abef3e6d5db8f19d2bf112932a77501ba46
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.68		0ea2ea760e94b82cf17c9c81054d7f4847ac19ff
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.69		0f846f04141fdf81d6537a9d94f7644666508683
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.70		6d1262509e128db17f647ced44016b971a44478a
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.71		9bd4679800ab1f472cc047211e1f87e0e4ce12a3
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.72		b353f59d64090e648a8adba36f1170bca77f0654
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.73		dc366ae67ce57daa782f4c12217bdc071f3d1ed0
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.74		14806d4230ab203d1b043620e3d4beed2bd02d58
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.75		854fdbf2113bc3cd8d4680c9c049655267d438ef
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.76		e8e1ddec44a47d4cd7764f5bd5389689d5075029
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.77		f7cb8cfcc04cb837f05f8534c638aa3e843ecf57
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.78		e4d88fb94a151e58f6a4ba725bce40cf9151c3dd
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.79		bf0def517fe71fa65ec1d7ac76de983daf40aecc
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.80		b12f5c7a9921d00a170519e52d1ea973ee0bc0ae
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.81		61f2da0849a3e893293b0818e9c1514c567977ae
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.82		469af761b0a70f481937abd5b18d5c6de3b2eeec
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.83		06a0537a2e711fdb7dfa48e0b9f40b734210b7b9
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.84		ddd3fbebe311f88c9f6851cbe21364f46030c310
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.85		3f1b08faacee5d991c1b5365c0de1b0c4dcd5262
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.86		f23d3920598028a2fc906d69d6b1dd22b367c8e2
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.87		030b6537fb2ffc1f2956441e64eaf0de3735bab4
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.88		ba40fdf6af1fa2d7465b9c30a05940a11e318f79
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.89		3625c4d5f9b4a53374e3ac4bb6e3d32c5713f2f2
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.90		33997f487f413de57bc818ddad31665c95e524bf
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.91		045844637dc21d2276a0ca9a2bce79d4922c2600
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.92		1f276288b0cc37d48464d8392cbc82615f8e6c2f
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.93		b46aacd1e2a9038feb4757aac9600734c790463a
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.94		3f06f26cb6b39edfb6168ebb6f967cf8b8132675
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.95		8d488fd84bb2b33cdeebeb2e58b8f0d87e36ae46
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.96		682069879e4995db398a71df8e714a3b5f9b2fd6
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.97		5d4c3c0e1505e5602a1dffaa30bf149b02cfa9b8
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.98		a3927f52a6f22065bd9052c4a4e24679ac3a7303
io.shiftleft	fuzzyc2cpg-tests_2.13	1.3.99		8be376398a2c89e25d91b8b2ac601f36df4d62c9
io.spray	spray-caching_2.11	1.3.1		10fb766bc1ecec956fac8f8f33bb715ced0d9153
io.spray	spray-caching_2.11	1.3.2		85a8467ef7860e8164af7e97118107161c8bad02
io.spray	spray-caching_2.11	1.3.3		fa8dfe8d4535dbd216b2b37e4f57c2bc5c59e3e7
io.spray	spray-caching_2.11	1.3.4		ed30a861a774237e632169d31faa7b811f79b12e
io.tiklab	tiklab-todotask-spring-boot-starter	1.0.0		f1c40e907032a602e99148fb953ad81c6a104859
io.tiklab	tiklab-todotask-spring-boot-starter	1.0.0.2		11d71bbb08d6dd0dc4027333efd913a0a30acfdb
io.tiklab	tiklab-todotask-spring-boot-starter	1.0.0.3		59eb1aa0afd224dfb1cecd1ae32c1d315e634174
net.guerlab.cloud.wx	guerlab-cloud-wx	2022.0.0		N/A
net.guerlab.cloud.wx	guerlab-cloud-wx	2022.0.1		N/A
net.guerlab.cloud.wx	guerlab-cloud-wx	2022.1.0		N/A
net.guerlab.cloud.wx	guerlab-cloud-wx	21.11.0		N/A
net.guerlab.cloud.wx	guerlab-cloud-wx	21.7.2		N/A
net.je2sh	ssh	1.0.0		7f270f4a351eb571f86b21da2b65b30d95080946
net.je2sh	ssh	1.1.0		9a972cf8ac33e6e5b670ed648c750c73c0875844
net.je2sh	ssh	1.2.0		79c893ba7d5e7924175091e2fa12fd3fef8f2676
net.je2sh	ssh	1.3.0		890bf0b698eafb24ab95b17272672f99499f9a93
net.je2sh	ssh	1.3.1		3b5267b8359e8bde11107484ecaba314f5d1f7d6
net.je2sh	ssh	1.4.0		57ff814ee5a5539cdcbd7e64aeb197012cf52d36
net.postgis	postgis-jdbc-jts	2021.1.0		066d579091fb644fba2e77b0494cc114f59ec8b2
net.postgis	postgis-jdbc-jts	2023.1.0		00631b25eb7f6372f9519eeeb0e35b8a834635e3
net.postgis	postgis-jdbc-jts	2024.1.0		faf33732f6ef7258f6f56c681befca279708a903
net.sansa-stack.thirdparty.it.unibz.inf.ontop	ontop	4.3.0-1		N/A
net.sansa-stack.thirdparty.it.unibz.inf.ontop	ontop	4.3.0-2		N/A
net.stickycode.configured	sticky-configured-spring4	1.3		5fd80cec1fed62bb9a795743ca873bfcf27adee4
net.thimmwork	sonatype-oss-kotlin-parent	1.0		N/A
net.thimmwork	sonatype-oss-kotlin-parent	2.0		N/A
online.skyopen	walker-support-milvus	3.1.6		80cc30e4cb3c30df3d87afb3adf0aff1a5944061
online.skyopen	walker-support-milvus	3.2.0		04f5dd0618adb1b3e9b33227dc98ac9f203ecdc2
org.apache.ace	org.apache.ace.discovery.upnp	0.8.0-incubator		7988f740861211fa141f96fa356d0064d84315b4
org.apache.ace	org.apache.ace.discovery.upnp	0.8.1-incubator		4d95d61395981d1379fe0293601118507ea3d9ce
org.apache.camel.karaf	camel-infinispan	4.10.3		b0354493704e1f75d00b9e8e72172781bc5892f0
org.apache.camel.karaf	camel-infinispan	4.7.0		525187861def21b9aaf808ef4c70426bdb1ab81e
org.apache.camel.karaf	camel-infinispan	4.8.1		cc31263c7e292b9242a9231a78aedf18f2d6b19a
org.apache.camel.karaf	camel-infinispan	4.8.2		9d58f15e343db0bc7714cc0e82aa42b8a2c9f504
org.apache.camel.karaf	camel-infinispan	4.8.5		1d1f735ee4c878c15cfc1566a8a73ff730ca886b
org.apache.camel.karaf	camel-infinispan	4.8.6		0a2ef77cc39d67280b2f23338a66081059a1d26f
org.apache.camel.karaf	camel-infinispan	4.9.0		feafeaa087c42af283265a0ce343e75403d764d6
org.apache.camel.quarkus	camel-quarkus-infinispan	0.0.2		9d4f174e728efa5406c4cc60e17b03f0739c7489
org.apache.camel.quarkus	camel-quarkus-infinispan	0.1.0		171135a46ca199c668e1584dccbbe4e1d1eddc95
org.apache.camel.quarkus	camel-quarkus-infinispan	0.2.0		39c75efcde22e330b5f1fbe2c5d8e49500f26939
org.apache.camel.quarkus	camel-quarkus-infinispan	0.3.0		38d1498a985f46ae9007faf07bd2cfa3bf6a616b
org.apache.camel.quarkus	camel-quarkus-infinispan	0.3.1		77c6238f7f889a6086952d7a29fbfdc1053bab91
org.apache.camel.quarkus	camel-quarkus-infinispan	0.4.0		b0d0d953fafd8d19239283307bb6bed35e53c10b
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0		88b15f80a5aa14d3f58e702218ccf7538669c19d
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-CR2		3aa0397cd41ebe9686c34be2daf3e1c7acecb3f2
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-CR3		b18a3702c335445d0fd906435b014e8b7c9e3524
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M1		628ab0da0a7da995bed1d0a3ef281327e70139f3
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M2		9015085ab5e436c43b7cffe46e73f28ee621a1e5
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M3		d09121999cf01d1eb9e48c3562c3328cf1f3aed4
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M4		d5ae21dc9493eb0f3aeea87c837b623d1b282471
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M5		df3b546578d0fb4eaf2722c5bc5ba57d13f718b2
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M6		749a4f4a8d31115c85a1d771e3a40d248b99b231
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.0-M7		90216bd62a315255187a5b0d5283d48fd34c7f41
org.apache.camel.quarkus	camel-quarkus-infinispan	1.0.1		7335a4f67352d32b8161e3817b840583dd3f0d56
org.apache.camel.quarkus	camel-quarkus-infinispan	1.1.0		92291f137934938e45058505bdc9e66121bfd190
org.apache.camel.quarkus	camel-quarkus-infinispan	1.2.0		b7ad9945146f1a9f0f436bccddb4ddce9123faf6
org.apache.camel.quarkus	camel-quarkus-infinispan	1.3.0		075b8acb2ff2eb16f0f464a164efbc9848e93e55
org.apache.camel.quarkus	camel-quarkus-infinispan	1.4.0		44815826a3afdde5c4e2122f93daba5a8cad88f2
org.apache.camel.quarkus	camel-quarkus-infinispan	1.5.0		46e9465719063d77052821f7b52ee3a862f1e7d7
org.apache.camel.quarkus	camel-quarkus-infinispan	1.6.0		c5478b322c9be28c85c443d549121ba8f5272b09
org.apache.camel.quarkus	camel-quarkus-infinispan	1.7.0		0f481d7b33654eb5bbb0c0979d532a182fcea24c
org.apache.camel.quarkus	camel-quarkus-infinispan	1.8.0		474aa7ee1795fa5a6c745dae62c6611130d12c3a
org.apache.camel.quarkus	camel-quarkus-infinispan	1.8.1		b79cc7ffcfa8aa05c9450527266f1ac6372372d1
org.apache.camel.quarkus	camel-quarkus-infinispan	2.0.0		fba7d42b0ca05fbd2263e65fb71aa0c47571de85
org.apache.camel.quarkus	camel-quarkus-infinispan	2.0.0-M1		625389fe644d8c4c11a81ba2e36d239b13e6f4e0
org.apache.camel.quarkus	camel-quarkus-infinispan	2.0.0-M2		d275467753a465c3dad6384f7b2401c789827737
org.apache.camel.quarkus	camel-quarkus-infinispan	2.1.0		aaf81efb46e8b5ea4dcd8b17260955bab07fc07f
org.apache.camel.quarkus	camel-quarkus-infinispan	2.10.0		39e0dddca0819760ac47bc141309fecb6dd2f7b6
org.apache.camel.quarkus	camel-quarkus-infinispan	2.11.0		c9873a327493d33469075f6bef29a0ffc45bdcf0
org.apache.camel.quarkus	camel-quarkus-infinispan	2.12.0		ea267b36541e79cfd144bf3248631da67d41b859
org.apache.camel.quarkus	camel-quarkus-infinispan	2.13.0		6ff7234fb1cddc6203950f5e98b0a094f0b1d429
org.apache.camel.quarkus	camel-quarkus-infinispan	2.13.1		633c93b5b45f69ad7b6005aef69066f17b720058
org.apache.camel.quarkus	camel-quarkus-infinispan	2.13.2		f24cbeb27d0a1f103f348414992e4cb4b5c4930e
org.apache.camel.quarkus	camel-quarkus-infinispan	2.13.3		ffbbd88c37b6faef5c695ceebb5f04fd353cb1c2
org.apache.camel.quarkus	camel-quarkus-infinispan	2.14.0		14735bc4d6e9249e359dc5dbaa5c652c8a5ba494
org.apache.camel.quarkus	camel-quarkus-infinispan	2.15.0		dbdd4ee4dcb668b18a432c1ecd4f9ce7889e0a82
org.apache.camel.quarkus	camel-quarkus-infinispan	2.16.0		439499f499f287dfdae37827c343ffdce91e3a22
org.apache.camel.quarkus	camel-quarkus-infinispan	2.2.0		e02f623ca67400e3dace92f245a94f4db78faf73
org.apache.camel.quarkus	camel-quarkus-infinispan	2.2.1		dc1dc945014af1cda3ede7201b4691b39ceb53ff
org.apache.camel.quarkus	camel-quarkus-infinispan	2.3.0		daf024234579765ed1399302dd8f0e249785c6cc
org.apache.camel.quarkus	camel-quarkus-infinispan	2.4.0		b1feb749c009b21879ea070bff12c01130504b5c
org.apache.camel.quarkus	camel-quarkus-infinispan	2.5.0		929327a60c84268999c65da7ebeac77c5659e8c0
org.apache.camel.quarkus	camel-quarkus-infinispan	2.6.0		8d15c98bea1fa3f324ff3086bad119e967e1ad40
org.apache.camel.quarkus	camel-quarkus-infinispan	2.7.0		655f1f516a746a1f1db2f4d1ca8d870a456f9b26
org.apache.camel.quarkus	camel-quarkus-infinispan	2.7.1		4b30f0acee89f86c19c2a45df7a98ab3de5a3980
org.apache.camel.quarkus	camel-quarkus-infinispan	2.7.2		4858f306f6479cf6fbb26b5dd890b3bd096aee3b
org.apache.camel.quarkus	camel-quarkus-infinispan	2.8.0		dca5f47c5b193b2b1e879aeed0f5aa8252785e04
org.apache.camel.quarkus	camel-quarkus-infinispan	2.8.0-M1		2473ee7dcf982128cdf41f98e58efe5f1d59be7c
org.apache.camel.quarkus	camel-quarkus-infinispan	2.9.0		c1962d5f00d01d9fbf3582b4c862148189920d4d
org.apache.camel.quarkus	camel-quarkus-infinispan	3.0.0-M1		0e3ecd4d94d190160f22bf98f177080f36ab61bf
org.apache.camel.quarkus	camel-quarkus-infinispan	3.0.0-M2		ff6ddad63d15a5c4331097ca43bff516b47cfefd
org.apache.camel.quarkus	camel-quarkus-infinispan	3.0.0-RC1		76a1b0eb8d5d624ab5e6b87297181c32d504dd90
org.apache.camel.quarkus	camel-quarkus-infinispan	3.0.0-RC2		e56fbfc776a672b9fcf815b49aeebc6d1c87dc38
org.apache.camel.quarkus	camel-quarkus-infinispan	3.10.0		4c60d4b8b8f4e088859982ebd5ab8fefaca96062
org.apache.camel.quarkus	camel-quarkus-infinispan	3.11.0		9a52ae8c31a378bd31c13da289a205ad248b00cd
org.apache.camel.quarkus	camel-quarkus-infinispan	3.12.0		0002d837be21ea0a34100f18c7b480229ef49b2a
org.apache.camel.quarkus	camel-quarkus-infinispan	3.13.0		32fa28490a2034870130e49cb28af9759c16045b
org.apache.camel.quarkus	camel-quarkus-infinispan	3.14.0		549df941ad3af512c51b4e71a2cfc28cd15e24b2
org.apache.camel.quarkus	camel-quarkus-infinispan	3.15.0		89af0b30e9bb0d26db4dfa31d14a853138306cc4
org.apache.camel.quarkus	camel-quarkus-infinispan	3.15.1		49bf7ea62ba7af61c14222451a838ee4d7e885bf
org.apache.camel.quarkus	camel-quarkus-infinispan	3.15.2		10a534a1fa1347df48a3fa597987c316f9009dcc
org.apache.camel.quarkus	camel-quarkus-infinispan	3.15.3		9ceb02d792193ce4036d884ae1aa17ba2307004e
org.apache.camel.quarkus	camel-quarkus-infinispan	3.16.0		0531a2646e66b7057356ed152dcf628364ef6172
org.apache.camel.quarkus	camel-quarkus-infinispan	3.17.0		ab0a7d23733b3588b501a87caf5a5b4a260bec30
org.apache.camel.quarkus	camel-quarkus-infinispan	3.18.0		806c1ce5fcdc850a05ecadb1008985636322cea2
org.apache.camel.quarkus	camel-quarkus-infinispan	3.19.0		246dc72fb06293324c37c8a29eb48768b07d381b
org.apache.camel.quarkus	camel-quarkus-infinispan	3.2.0		6edb11442d3958f82f9d097ff3342422df538010
org.apache.camel.quarkus	camel-quarkus-infinispan	3.2.1		86f83f0ef894430605320d34c383aaee8a155d3f
org.apache.camel.quarkus	camel-quarkus-infinispan	3.2.2		46e62b1a8e63fb60c1f8066906f5a016b740549b
org.apache.camel.quarkus	camel-quarkus-infinispan	3.2.3		c0d6ef6036d4b7d511d615663cfe101f63f3822c
org.apache.camel.quarkus	camel-quarkus-infinispan	3.20.0		f64ab2525ffdca5ef766d9981ea32b2d40085190
org.apache.camel.quarkus	camel-quarkus-infinispan	3.22.0		b8ba2fca5813a55dd36c798d9b1fafe696254b3e
org.apache.camel.quarkus	camel-quarkus-infinispan	3.4.0		8cd1d39ed9144bd5d02d20404c85b51df24ee633
org.apache.camel.quarkus	camel-quarkus-infinispan	3.5.0		ce70c0955d673d0434cb4ffa9a185d9a0de22254
org.apache.camel.quarkus	camel-quarkus-infinispan	3.6.0		9e44cf501a0f4b7f78892948d33abb9041a11d65
org.apache.camel.quarkus	camel-quarkus-infinispan	3.7.0		34fbaadf59d4f98a7b9958e524ad777bf0d662bd
org.apache.camel.quarkus	camel-quarkus-infinispan	3.8.0		a4f055ca3789883e6079bb594ac678b983b43145
org.apache.camel.quarkus	camel-quarkus-infinispan	3.8.1		00010ba150941c36061da04b06d2943e266f3417
org.apache.camel.quarkus	camel-quarkus-infinispan	3.8.2		99d05f927e19c95fe1ceccca93f17c4a29d5f617
org.apache.camel.quarkus	camel-quarkus-infinispan	3.8.3		0d2edcae4da3ec6d7ad6fdbe9c5dc4eabd9720fe
org.apache.camel.quarkus	camel-quarkus-infinispan	3.8.4		6c1d94875170cae1abdc5358e5993bd97433e3f5
org.apache.camel.quarkus	camel-quarkus-infinispan	3.9.0		f6094b516103d476178be5164c8a564db5a4e6ca
org.apache.cocoon	cocoon-portal-auth-impl	2.3.0		3b98968c48f8ba0c911a6c48812c43e0c9cabf31
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	1.1.0		97f62f1ec67aaa22de1a6265b70af388dd69f9ca
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	1.2.0		fdb120fd3a19bbfd95eb07813c69d1fdda7d5616
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	1.3.0		e678b268876ef90d82d9af72f77531b53b06c12b
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	1.4.0		ea0b20af0a952ce692c47f2d879ff47fdf49f826
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.0.0		28b7ce2ac41145b369f29c6d3721235c14737698
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.1.0		771e32757c4dd32861edd63918b890fa2464aca4
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.10.0		c9673883526685d9a3650821869c931a23a875c1
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.11.0		e165386e00ee2ec4b25c042e63781ea73400254e
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.2.0		6b702586679d352742fb91789bfeff7756795734
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.3.0		5881003d6a70166749d9c1e9ab4a818f9c77e83a
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.4.0		73b8c79b4541e370af7a78ba6cc500443a9f9acd
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.5.0		7da377a66f837532a4aebdfc262863d8a23d3a1b
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.6.0		fa4218f1e50b3f9f404777814379d634776dbd8e
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.7.0		614fa1572fc1b19192e84d498fbbf24ba62c9b91
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.8.0		9e11aa43863c5a1443ed1a966befa0329f3ba028
org.apache.karaf.decanter.appender	org.apache.karaf.decanter.appender.redis	2.9.0		6d0f35dbe0c7d0ff418320f56d92501aa220b9da
org.bitbucket.openisoj	openisoj-tests	0.1.2		854ab6e1bd1cde84bc21aa492e7f497ec8156ccf
org.bitbucket.openisoj	openisoj-tests	1.0.0		27b11d2013d1b96a56160d2a0e3da2554bbdd292
org.bitbucket.openisoj	openisoj-tests	1.0.1		26cf01022f3607710daacbf10d594f4e2b157016
org.bitbucket.openisoj	openisoj-tests	1.0.2		34f2e4b4bcf09bed318e91167a6dc984c07d24d3
org.bitbucket.openisoj	openisoj-tests	1.1.0		d1dfaca0fe26539bd673a5c0d41209a4be8f930d
org.bitbucket.openisoj	openisoj-tests	1.1.1		882b2c0eb77b1612c7b504ddf693b79e80dd7600
org.bitbucket.openisoj	openisoj-tests	1.1.2		4bddb1601e87587a0537699992e7efbfdfb14fc9
org.bitbucket.openisoj	openisoj-tests	1.1.3		946c359fd14debf7197c542f4f0d6246f9b10a99
org.bitbucket.openisoj	openisoj-tests	1.1.4		87e9c8a9ba50137e7c36d6542f0c57459bd97c1c
org.ceylon-lang	com.redhat.ceylon.model	1.2.0		f9ac0fd9568af7b2afb039e93cc8dd8a89f8a71b
org.ceylon-lang	com.redhat.ceylon.model	1.2.2		64c85579a20eb9de4007870be174bbcf1cf5f75d
org.ceylon-lang	com.redhat.ceylon.model	1.3.0		f4781330b849fc510dff56e2819290005d15a32e
org.ceylon-lang	com.redhat.ceylon.model	1.3.1		47783a5ce74a0a9da8953c2071c9a9f2dc8bb5c6
org.ceylon-lang	com.redhat.ceylon.model	1.3.2		47d2a1661656380b0588b03bc7ac8e62aedd4a3b
org.ceylon-lang	com.redhat.ceylon.model	1.3.3		037cd788d9626b5433eb398fb206c7310d4b6a99
org.danbrough	stately-common-tvossimulatorarm64	1.2.2		N/A
org.danbrough	stately-common-tvossimulatorarm64	1.2.2	metadata	ecd3b65b4b2e5929cbbe7bc7b1c46f6e383bd098
org.hawkular.btm	hawkular-btm-fault-detector	0.0.2		cdf7684bfb7d2c1473e0ea1a9a80f716c62b2a44
org.hawkular.btm	hawkular-btm-fault-detector	0.1.0.Final		7d39031de893ef909cf902f9a2b68436ba167f64
org.hawkular.btm	hawkular-btm-fault-detector	0.2.0.Final		758c35d21ff389db2bc4c5e62c1c4486b4e3555f
org.hawkular.btm	hawkular-btm-fault-detector	0.3.0.Final		c6eb215ca9c0c5e8d40e94abc52d667c290f20d6
org.hawkular.btm	hawkular-btm-fault-detector	0.3.1.Final		df09ed157e59efa65545a32da357bec71d22b6dd
org.julienrf	endpoints-play-server-playjson_2.12	0.10.0		51af2146074331f99f66de4e0e0d24ea771709d4
org.julienrf	endpoints-play-server-playjson_2.12	0.10.1		67100765a1329572b6145b649def96e09fe2c837
org.julienrf	endpoints-play-server-playjson_2.12	0.11.0		c48f64893c523e8d0504b27206bd2618b75492b7
org.julienrf	endpoints-play-server-playjson_2.12	0.12.0		9bf2f7f59f2b4c4f92afd0ac17052169a07fe7de
org.julienrf	endpoints-play-server-playjson_2.12	0.7.0		9c0fef2f196660184c471aa2124dceba0a1647ab
org.julienrf	endpoints-play-server-playjson_2.12	0.8.0		5bd897534de9310ba89299be6275e2a844aba008
org.julienrf	endpoints-play-server-playjson_2.12	0.9.0		ce12380f2e1af6481e774c70c58a08dadd81c1dc
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.23		0be3860f6f143962a2e1a73449bd4057adc998f2
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.24		0f17be9d746c8b2d53725416d78d6d49c9e7847b
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.25		d203e4ba69c905db84a56a0273ab0b85f76384a8
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.26		90319b9aaec4f136a05103cb7348e191614c2ddf
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.27		1bbb627d0ffa6aee980f8627c58556aa3ac514a3
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.28		842608bbadf3ca2a588639890e28f3f1c987495d
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.29		f55f5b764a48e574e62a7080c1079b737bede6d5
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.30		300a275f4921c3c7d760cdbf61ebe3e0db4521ad
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.31		7bceaa69a890272834ab5db9f646c5e1d8097e9f
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.32		dbf275988f18c0602b3111fe079088a7f9c01485
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.33		71b3827b44c1f08b311d41ecec87ad051ad1b4ad
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.34		cee964b8c5a7df57031acaf5b32ec86b69893b85
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.35		a5d9625da655ff9626e8ff0dd2ec010f8f938932
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.36		4ad8409da50a3e5e64e50330edaf64fde3238a88
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.37		9d02116ab46b0b181b502482451f2f2562fd2a96
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.38		a21910034ed444b196112e2f1409f287f234441d
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.39		06909206b6fbca18ba06532b92c00c547f67f390
org.mobicents.resources	restcomm-slee-ra-isup-events	2.8.40		538de1c08bc98a15e1fc79e07affc5ee35e9de8c
