black.door	jose-2.13.0_2.13	0.3.0-M1		96d7ec582e952522f19c902d665f3ac2df87c26f
com.guicedee	guicedee-projects	1.0.19.9-jre13		N/A
com.guicedee	guicedee-projects	1.0.19.9-jre14		N/A
com.guicedee	guicedee-projects	1.0.19.9-jre15		N/A
com.guicedee	guicedee-projects	1.0.19.9-jre8		N/A
com.guicedee	guicedee-projects	1.0.2.0		N/A
com.guicedee	guicedee-projects	1.0.2.0-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.2.1		N/A
com.guicedee	guicedee-projects	1.0.2.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.10		N/A
com.guicedee	guicedee-projects	1.0.2.10-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.10-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.11		N/A
com.guicedee	guicedee-projects	1.0.2.11-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.12		N/A
com.guicedee	guicedee-projects	1.0.2.12-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.13		N/A
com.guicedee	guicedee-projects	1.0.2.13-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.14		N/A
com.guicedee	guicedee-projects	1.0.2.14-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.15		N/A
com.guicedee	guicedee-projects	1.0.2.15-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.16-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.17-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.18		N/A
com.guicedee	guicedee-projects	1.0.2.18-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.18-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.2		N/A
com.guicedee	guicedee-projects	1.0.2.2-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.2-jre8		N/A
com.guicedee	guicedee-projects	1.0.2.3		N/A
com.guicedee	guicedee-projects	1.0.2.3-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.3-jre8		N/A
com.guicedee	guicedee-projects	1.0.2.4		N/A
com.guicedee	guicedee-projects	1.0.2.4-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.6-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.7-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.7-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.8		N/A
com.guicedee	guicedee-projects	1.0.2.8-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.8-jre13		N/A
com.guicedee	guicedee-projects	1.0.2.9-jre12		N/A
com.guicedee	guicedee-projects	1.0.2.9-jre13		N/A
com.guicedee	guicedee-projects	1.0.20.0		N/A
com.guicedee	guicedee-projects	1.0.20.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.20.0-jre15		N/A
com.guicedee	guicedee-projects	1.0.20.0-jre8		N/A
com.guicedee	guicedee-projects	1.0.20.1		N/A
com.guicedee	guicedee-projects	1.0.20.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.20.1-jre15		N/A
com.guicedee	guicedee-projects	1.0.20.1-jre8		N/A
com.guicedee	guicedee-projects	1.0.20.2		N/A
com.guicedee	guicedee-projects	1.0.20.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.20.2-jre15		N/A
com.guicedee	guicedee-projects	1.0.20.2-jre8		N/A
com.guicedee	guicedee-projects	1.0.3.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.3.2		N/A
com.guicedee	guicedee-projects	1.0.3.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.3.3		N/A
com.guicedee	guicedee-projects	1.0.3.3-jre12		N/A
com.guicedee	guicedee-projects	1.0.3.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.4.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.4.2		N/A
com.guicedee	guicedee-projects	1.0.4.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.4.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.4.4		N/A
com.guicedee	guicedee-projects	1.0.4.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.0		N/A
com.guicedee	guicedee-projects	1.0.5.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.1		N/A
com.guicedee	guicedee-projects	1.0.5.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.5.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.2		N/A
com.guicedee	guicedee-projects	1.0.5.2-jre12		N/A
com.guicedee	guicedee-projects	1.0.5.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.3		N/A
com.guicedee	guicedee-projects	1.0.5.3-jre12		N/A
com.guicedee	guicedee-projects	1.0.5.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.5.5		N/A
com.guicedee	guicedee-projects	1.0.5.5-jre12		N/A
com.guicedee	guicedee-projects	1.0.5.5-jre13		N/A
com.guicedee	guicedee-projects	1.0.5.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.6.1		N/A
com.guicedee	guicedee-projects	1.0.6.1-jre12		N/A
com.guicedee	guicedee-projects	1.0.6.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.6.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.6.2		N/A
com.guicedee	guicedee-projects	1.0.6.2-jre12		N/A
com.guicedee	guicedee-projects	1.0.6.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.6.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.6.3		N/A
com.guicedee	guicedee-projects	1.0.6.3-jre12		N/A
com.guicedee	guicedee-projects	1.0.6.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.6.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.6.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.6.5		N/A
com.guicedee	guicedee-projects	1.0.6.5-jre12		N/A
com.guicedee	guicedee-projects	1.0.6.5-jre13		N/A
com.guicedee	guicedee-projects	1.0.6.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.6.7		N/A
com.guicedee	guicedee-projects	1.0.6.7-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.0		N/A
com.guicedee	guicedee-projects	1.0.7.0-jre12		N/A
com.guicedee	guicedee-projects	1.0.7.0-jre13		N/A
com.guicedee	guicedee-projects	1.0.7.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.1		N/A
com.guicedee	guicedee-projects	1.0.7.1-jre13		N/A
com.guicedee	guicedee-projects	1.0.7.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.10		N/A
com.guicedee	guicedee-projects	1.0.7.10-jre13		N/A
com.guicedee	guicedee-projects	1.0.7.10-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.11		N/A
com.guicedee	guicedee-projects	1.0.7.11-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.12		N/A
com.guicedee	guicedee-projects	1.0.7.12-jre12		N/A
com.guicedee	guicedee-projects	1.0.7.12-jre13		N/A
com.guicedee	guicedee-projects	1.0.7.12-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.3		N/A
com.guicedee	guicedee-projects	1.0.7.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.7.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.4		N/A
com.guicedee	guicedee-projects	1.0.7.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.5		N/A
com.guicedee	guicedee-projects	1.0.7.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.6		N/A
com.guicedee	guicedee-projects	1.0.7.6-jre14		N/A
com.guicedee	guicedee-projects	1.0.7.9		N/A
com.guicedee	guicedee-projects	1.0.7.9-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.1		N/A
com.guicedee	guicedee-projects	1.0.8.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.12		N/A
com.guicedee	guicedee-projects	1.0.8.12-jre12		N/A
com.guicedee	guicedee-projects	1.0.8.12-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.16		N/A
com.guicedee	guicedee-projects	1.0.8.16-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.18		N/A
com.guicedee	guicedee-projects	1.0.8.18-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.2		N/A
com.guicedee	guicedee-projects	1.0.8.2-jre13		N/A
com.guicedee	guicedee-projects	1.0.8.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.3		N/A
com.guicedee	guicedee-projects	1.0.8.3-jre13		N/A
com.guicedee	guicedee-projects	1.0.8.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.4		N/A
com.guicedee	guicedee-projects	1.0.8.4-jre12		N/A
com.guicedee	guicedee-projects	1.0.8.4-jre13		N/A
com.guicedee	guicedee-projects	1.0.8.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.5		N/A
com.guicedee	guicedee-projects	1.0.8.5-jre12		N/A
com.guicedee	guicedee-projects	1.0.8.5-jre13		N/A
com.guicedee	guicedee-projects	1.0.8.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.8.6-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.0		N/A
com.guicedee	guicedee-projects	1.0.9.0-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.1		N/A
com.guicedee	guicedee-projects	1.0.9.1-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.10		N/A
com.guicedee	guicedee-projects	1.0.9.10-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.11		N/A
com.guicedee	guicedee-projects	1.0.9.11-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.13		N/A
com.guicedee	guicedee-projects	1.0.9.13-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.14		N/A
com.guicedee	guicedee-projects	1.0.9.14-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.2		N/A
com.guicedee	guicedee-projects	1.0.9.2-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.3-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.4-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.5-jre14		N/A
com.guicedee	guicedee-projects	1.0.9.7-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.0-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.1		N/A
com.guicedee	guicedee-projects	1.1.0.1-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.1-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.2		N/A
com.guicedee	guicedee-projects	1.1.0.2-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.2-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.3		N/A
com.guicedee	guicedee-projects	1.1.0.3-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.3-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.3-jre8		N/A
com.guicedee	guicedee-projects	1.1.0.4-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.4-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.4-jre8		N/A
com.guicedee	guicedee-projects	1.1.0.5-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.5-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.6		N/A
com.guicedee	guicedee-projects	1.1.0.6-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.6-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.7		N/A
com.guicedee	guicedee-projects	1.1.0.7-jre14		N/A
com.guicedee	guicedee-projects	1.1.0.7-jre15		N/A
com.guicedee	guicedee-projects	1.1.0.7-jre8		N/A
com.guicedee	guicedee-projects	1.1.0.8-SNAPSHOT-jre14		N/A
com.guicedee	guicedee-projects	1.1.1.0		N/A
com.guicedee	guicedee-projects	1.1.1.0-SNAPSHOT-jre14		N/A
com.guicedee	guicedee-projects	1.1.1.0-SNAPSHOT-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.0-SNAPSHOT-jre8		N/A
com.guicedee	guicedee-projects	1.1.1.0-jre14		N/A
com.guicedee	guicedee-projects	1.1.1.0-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.0-jre8		N/A
com.guicedee	guicedee-projects	1.1.1.1-SP1		N/A
com.guicedee	guicedee-projects	1.1.1.1-jre14-SP1		N/A
com.guicedee	guicedee-projects	1.1.1.1-jre15-SP1		N/A
com.guicedee	guicedee-projects	1.1.1.2		N/A
com.guicedee	guicedee-projects	1.1.1.2-jre14		N/A
com.guicedee	guicedee-projects	1.1.1.2-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.3		N/A
com.guicedee	guicedee-projects	1.1.1.3-jre14		N/A
com.guicedee	guicedee-projects	1.1.1.3-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.3-jre16		N/A
com.guicedee	guicedee-projects	1.1.1.3-jre8		N/A
com.guicedee	guicedee-projects	1.1.1.4		N/A
com.guicedee	guicedee-projects	1.1.1.4-jre14		N/A
com.guicedee	guicedee-projects	1.1.1.4-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.4-jre16		N/A
com.guicedee	guicedee-projects	1.1.1.4-jre8		N/A
com.guicedee	guicedee-projects	1.1.1.5-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.7		N/A
com.guicedee	guicedee-projects	1.1.1.7-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.7-jre16		N/A
com.guicedee	guicedee-projects	1.1.1.7-jre8		N/A
com.guicedee	guicedee-projects	1.1.1.8-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.8-jre16		N/A
com.guicedee	guicedee-projects	1.1.1.9-jre15		N/A
com.guicedee	guicedee-projects	1.1.1.9-jre16		N/A
com.guicedee	guicedee-projects	1.2.0.0-jre16		N/A
com.guicedee	guicedee-projects	1.2.0.1-jre11		N/A
com.guicedee	guicedee-projects	1.2.0.1-jre15		N/A
com.guicedee	guicedee-projects	1.2.0.1-jre16		N/A
com.guicedee	guicedee-projects	1.2.0.2-jre16		N/A
com.guicedee	guicedee-projects	1.2.0.3-jre17-rc1		N/A
com.guicedee	guicedee-projects	1.2.1.1-jre17		N/A
com.guicedee	guicedee-projects	1.2.1.2-jre17		N/A
com.guicedee	guicedee-projects	1.2.2.1		N/A
com.guicedee	guicedee-projects	1.2.2.1-jre17		N/A
com.guicedee	guicedee-projects	62		N/A
com.jzbrooks	assertk-lint	1.0.0		905f92e128c56ca81e1817dbd3f812cc32f24f58
com.jzbrooks	assertk-lint	1.0.1		a78b845bca084382c1975234187f6b2d29e1557c
com.jzbrooks	assertk-lint	1.1.0		6960d5989a96238fd7ac8d2eb0621f3a40d2e4e7
com.jzbrooks	assertk-lint	1.1.1		7239a2292cde98d9f7868463ff8cb7e1fa152795
com.jzbrooks	assertk-lint	1.2.0		3b0ec7fb7fa3ed1d2f1404820e30254e189cbb4e
com.jzbrooks	assertk-lint	1.2.1		23216a4ccc9d7ea75b5b6a1a0823baed90d89f8f
com.jzbrooks	assertk-lint	1.3.0		9b395ef7cdc6fed771d7f03530e17ef99a6e5602
com.jzbrooks	assertk-lint	1.4.0		181438e92c3efdfc67a8d19508f0e0ef82d9ec09
com.jzbrooks	assertk-lint	1.5.0		2dd94fe2a21c79a8ac933b87e4d49178375e5527
com.liferay	com.liferay.gradle.plugins.baseline	1.0.0		b652867103b95f20c83359baa9a5677d925bbfb5
com.liferay	com.liferay.gradle.plugins.baseline	1.1.0		9673502f0c06fdb467280d285ee4ac2abff7fdf4
com.liferay	com.liferay.gradle.plugins.baseline	1.1.1		ad8458e05ad2bf00466f2ca0d5355b9b957a0967
com.liferay	com.liferay.gradle.plugins.baseline	1.1.2		77ab8b61b608abbfcf7a551e165a01caa75a5f14
com.liferay	com.liferay.gradle.plugins.baseline	1.1.3		fc02c99119b44284f336a252ccf88f721e22e21c
com.liferay	com.liferay.gradle.plugins.baseline	1.1.4		6776d4296675f9c4e9b8a83b06657687f10b6591
com.liferay	com.liferay.gradle.plugins.baseline	1.1.5		8f4576af6015b6d584d444411ef28cb6c27f4adb
com.liferay	com.liferay.gradle.plugins.baseline	1.1.6		4e9305eef51146f2e60c1751cabba505ed10705a
com.liferay	com.liferay.gradle.plugins.baseline	1.1.7		d2d745eaad2dac04084e292fafebba02da2e532a
com.liferay	com.liferay.gradle.plugins.baseline	1.1.8		44a46fa4f434aa5b457ba129cd34dde730ee89f2
com.liferay	com.liferay.gradle.plugins.baseline	1.1.9		370a22d84363feb40cc538fd13ccc66c2eae91d4
com.liferay	com.liferay.gradle.plugins.baseline	1.2.0		54e7be0d1260c8801fadec58a288d9c187e1a785
com.liferay	com.liferay.gradle.plugins.baseline	1.2.1		ccc901330697fa294405dc2ab16ce31b556f9db0
com.liferay	com.liferay.gradle.plugins.baseline	1.2.2		b7728b87bf0ac03b63b935228dad97a22212771d
com.liferay	com.liferay.gradle.plugins.baseline	1.3.0		e8edc9cab389874dd7e664d7ba9f7895ff72b160
com.liferay	com.liferay.gradle.plugins.baseline	1.3.1		d8080497fd0fbaf2c93183794ac62dcb9202293c
com.liferay	com.liferay.gradle.plugins.baseline	1.3.2		5aca15617e9942df9f7e7e5844289f229351a051
com.liferay	com.liferay.gradle.plugins.baseline	1.3.3		2cb6809b6d62c364b999586ee96e8d926b617d31
com.liferay	com.liferay.gradle.plugins.baseline	1.3.4		cc131d22d8db52f43539f8c02c866d99a9f4d3c2
com.liferay	com.liferay.gradle.plugins.baseline	1.3.5		65e09e02eff7c3ff9c0674e919da420abbdf0c71
com.liferay	com.liferay.gradle.plugins.baseline	1.3.6		3161e752626ef7ad0249d8ddd68ecde688f9ff50
com.liferay	com.liferay.gradle.plugins.baseline	1.3.7		1641e8810200da1e39005dc4597283633bf3baad
com.liferay	com.liferay.gradle.plugins.baseline	1.3.8		5a7fc36e93b011c3f27a06bf068ee0cc8aa3b622
com.liferay	com.liferay.gradle.plugins.baseline	1.3.9		08df3a00cd497650ad01d29d21a39167063329e6
com.liferay	com.liferay.gradle.plugins.baseline	2.0.0		d7f49c76267b790bed9436a8480ed2b0d38888f9
com.liferay	com.liferay.gradle.plugins.baseline	2.0.1		e7cf0917f795055ceec1037d825dc74b5614af4c
com.liferay	com.liferay.gradle.plugins.baseline	2.0.2		1bd5ae416cdefbb10e8c9b426c10c0d1e05fb207
com.liferay	com.liferay.gradle.plugins.baseline	2.0.3		5dbd2a057f5b2df21eca84e32350c3e3fb0f4923
com.liferay	com.liferay.gradle.plugins.baseline	2.0.4		39984e42ba01dd8c812fb36e916dd7cdd373813c
com.liferay	com.liferay.gradle.plugins.baseline	2.0.5		dbe82b5a1535f8c20a45e9b4ef533f95f6ca2fb7
com.liferay	com.liferay.gradle.plugins.baseline	2.0.6		14d7116ccd54d586369322be05ff97bbbdad4cfe
com.liferay	com.liferay.gradle.plugins.baseline	2.0.7		37d489420d82de4a0a220189ab7c6e89fcce4e3c
com.liferay	com.liferay.gradle.plugins.baseline	2.0.8		fbac5967787f25fb189bf594de42912b91f013cb
com.liferay	com.liferay.gradle.plugins.baseline	2.0.9		54f2fe0e5528ee2f43a24635707a24256a07ea46
com.liferay	com.liferay.gradle.plugins.baseline	2.1.0		56380ac47c0f6ea30c2df4d9a2ef4903829b080e
com.liferay	com.liferay.gradle.plugins.baseline	2.1.1		a8e112f1557979da2dc7e67aa1343dd5c6599366
com.liferay	com.liferay.gradle.plugins.baseline	2.1.2		3295f82b9dab924b50bf11d14b64fed92bfa93c9
com.liferay	com.liferay.gradle.plugins.baseline	2.1.3		25f82d3c158d62cd2d50e63e214ac692e3def6b5
com.liferay	com.liferay.gradle.plugins.baseline	2.1.4		81125e242a1cb2b4069aa314182f5ce2210fb850
com.liferay	com.liferay.gradle.plugins.baseline	2.1.5		3c63f1b9ba15dd67fa54067e762ec0ec114dfe08
com.liferay	com.liferay.gradle.plugins.baseline	2.1.6		63229dffb0d8b310ac5c41a343d3ca6249672066
com.liferay	com.liferay.gradle.plugins.baseline	2.1.7		f3b5a9c1d638df6ff16a761f4eebe3213551e084
com.liferay	com.liferay.gradle.plugins.baseline	2.2.0		399879b140d103a33871458027947f04d7a1eecc
com.liferay	com.liferay.gradle.plugins.baseline	2.2.1		dcae1580eff4ff9b43d559b48ff1c73bc58201f2
com.liferay	com.liferay.gradle.plugins.baseline	2.2.2		ebc94c7be2c4fa9b73f436384df325eb8def0b40
com.liferay	com.liferay.gradle.plugins.baseline	2.2.3		dd27696c2f817a829a88d091204abad4106b6d07
com.liferay	com.liferay.gradle.plugins.baseline	3.0.0		32a0ad31edf5d899f979eec954c3311d0507cc72
com.liferay	com.liferay.gradle.plugins.baseline	4.0.0		bc4cc354e3b1819fd111a21760d85b5cdadd7a2a
com.liferay	com.liferay.gradle.plugins.baseline	4.1.0		d5ea3507085618c51155f732fe19a014a0c145a7
com.liferay	com.liferay.gradle.plugins.baseline	4.1.1		7462cb4fa468a34e06a1d12aec864861ca7e27ba
com.liferay	com.liferay.gradle.plugins.baseline	5.0.0		4eb6d9987c14c9f5f58a0ea87ecb84855412362a
com.liferay	com.liferay.gradle.plugins.baseline	6.0.0		07163992f96f9b781d999cab234fe9c9366f7ce8
com.liferay	com.liferay.gradle.plugins.baseline	6.0.1		338a0571d48887d718177a7a14a000be64981c59
com.liferay	com.liferay.gradle.plugins.baseline	6.0.2		08572e96115f17cfd8a00af3eba1924408928489
com.liferay	com.liferay.gradle.plugins.baseline	6.0.3		aa4561fe5fa961e7ae9946b320aedd29dcc2f7c0
com.liferay	com.liferay.gradle.plugins.baseline	6.0.4		3cf2e82ddb06b12189eeb453b1dc517be1a8d3c0
com.liferay	com.liferay.gradle.plugins.baseline	6.0.5		6ad9f651852ed0a7cd853eb437822061b78386d0
com.liferay	com.liferay.gradle.plugins.baseline	6.0.6		3b3731bb68dc8f3fc7fcd2b26ab5f4dfcaba3b5d
com.liferay	com.liferay.gradle.plugins.baseline	6.0.7		d8b61beb9c50bd03e1084c45c62ae74246a74ea4
com.liferay	com.liferay.gradle.plugins.baseline	7.0.0		d8ff452e1f5b766d5157d57d35c7ea7bffc266a0
com.liferay	com.liferay.gradle.plugins.baseline	7.0.1		0e7f313dc8e9d1972f48164cdbd7cef9a2e9fba2
com.liferay	com.liferay.gradle.plugins.baseline	7.0.2		5023c487108a128337db79dcf4a524491a6a06cc
com.liferay	com.liferay.gradle.plugins.baseline	7.0.3		bacdf7bdfc664cfad6e352e452adf3021a792021
com.liferay	com.liferay.gradle.plugins.baseline	7.0.4		4a646c2d8ef0151bc7538934d8896410ea503e2b
com.liferay	com.liferay.gradle.plugins.baseline	7.0.5		19d5fa39ac8be18cebfb53570145218c78db537d
com.metlo	spring-reactive-parent	0.0.1		N/A
com.nablarch.framework	nablarch-testing-jetty9	1.0.0		4b40b6452e090e5ee4bdc573e17713cfb4905ecd
com.ovoenergy	natchez-extras-fs2_3	7.0.0		555c20bebfc5e23b6c7e9543b6664fda0aa57d8d
com.ovoenergy	natchez-extras-fs2_3	7.0.0-M1		3e99e7a15d6c40305458d79d6cb8e9ec10f78c46
com.ovoenergy	natchez-extras-fs2_3	7.0.0-M2		cb89e36d4dfa267b99a1d75cd51ade42fdea226c
com.ovoenergy	natchez-extras-fs2_3	7.0.0-M3		fa2f7878cc6e521e812eb0d2f3d74b5d3ae54317
com.ovoenergy	natchez-extras-fs2_3	7.0.0-M4		6ca9a3b1f1a20262a3baf497d1061cf22887bfd2
com.ovoenergy	natchez-extras-fs2_3	7.0.0-RC1		f5b20ea44bc52e45076acebdcc17df2fcc816f61
com.ovoenergy	natchez-extras-fs2_3	7.0.0-RC2		dfe8f5ea3944c4025f725ac3e55b31729eb631c1
com.ovoenergy	natchez-extras-fs2_3	7.0.1-RC1		a5b537e2c51591ea75cad72e4fc7daccaa3bca81
com.ovoenergy	natchez-extras-fs2_3	7.0.1-RC2		93e8e781d1aa7799ce91cc4b373aed9cea405c48
com.ovoenergy	natchez-extras-fs2_3	8.0.0		007661e4d4c93b334be08f27de2cae5a53197884
com.ovoenergy	natchez-extras-fs2_3	8.0.0-M1		b2992377dbcbf9a059812c714e80468fa20cf8bf
com.ovoenergy	natchez-extras-fs2_3	8.0.0-M2		f08d5cfde3dc7e590815f3286b3b406307e57a20
com.ovoenergy	natchez-extras-fs2_3	8.0.0-M3		a063bae3b64cf05c1794527dca188eeda5ed643e
com.ovoenergy	natchez-extras-fs2_3	8.0.0-M4		529caa3c4ee43fc0d7ec409e8c2627f4037aad4b
com.ovoenergy	natchez-extras-fs2_3	8.0.1		77584cd1ed1d663801bbd7b23916c203e3ff460b
com.ovoenergy	natchez-extras-fs2_3	8.1.0		07534fb4b4819f68727ca265b37f49d3c49864d4
com.ovoenergy	natchez-extras-fs2_3	8.1.1		daec74e0d80a3754047168b7d5d434bbaf5cabae
com.palantir.gradle.auto-parallelizable	auto-parallelizable-annotations	1.0.0		6ad9b61e224172183d03fe085c7d1c55a0082483
com.palantir.gradle.auto-parallelizable	auto-parallelizable-annotations	1.1.0		5e4b05b50c537644c775a00aa5deab76a7d0027b
com.palantir.gradle.auto-parallelizable	auto-parallelizable-annotations	1.2.0		45d8ea14cb2f3a8d11d8121e8e66ea5ce736fcd6
com.palantir.gradle.auto-parallelizable	auto-parallelizable-annotations	1.3.0		48ddaa72f923b84be1b1a2348525f3e4eb4c06c6
com.palantir.gradle.auto-parallelizable	auto-parallelizable-annotations	1.4.0		a42c81b84eedc6c7cb1fcdcd8fec3126d4bb662e
com.rainchi	md5-spring-boot-starter	1.0.0		82da5061b7297946a26a313d3cf232e569c7ab63
com.tencent.tdos-diagnose	logger-static	0.4.11		N/A
com.thoughtworks.tryt	covariant_2.10	2.0.0		b1c82e2979dedd337267d5fd8a7f96006b0e2332
com.thoughtworks.tryt	covariant_2.10	2.0.1		737f3d2519f81b1f2be02c9e46ef6305934d283d
com.thoughtworks.tryt	covariant_2.10	2.0.2		9fe8908f9ed6d280a9a0672676c24d70e9b8a43d
com.thoughtworks.tryt	covariant_2.10	2.0.3		8966fc32141511ef4452a40dbcfc1d2a7862affd
com.thoughtworks.tryt	covariant_2.10	2.0.4		6b6c389916908b4111cbdf59ccbb2dc685ea5019
com.thoughtworks.tryt	covariant_2.10	2.1.0		13a42e98cd6d44401569032bc76a2352811975b6
com.thoughtworks.tryt	covariant_2.10	2.1.0+59-4e214755		f9e97b33d25a7410916c72a9a1162864260321cd
com.thoughtworks.tryt	covariant_2.10	2.1.1		33d028317046f095a87744cfe26c531a9dc24c1b
com.thoughtworks.tryt	covariant_2.10	2.1.1+10-4b45ebd1		0e9d42b4a98e3083537ce94b1bc810b7c861af3c
com.thoughtworks.tryt	covariant_2.10	2.1.1+12-cd995241		a25569c7109fe4f87e36f3be154a943e26b5cc4a
com.thoughtworks.tryt	covariant_2.10	2.1.1+14-89ca8f28		233fe00ab8daf0e619c37614152559cc6cb83fe7
com.thoughtworks.tryt	covariant_2.10	2.1.1+2-da211c84		2ce13c071b9305844788e10d50e9598af3311f3b
com.thoughtworks.tryt	covariant_2.10	2.1.1+4-dd1a765d		bde2022346b2ccd134831ceb3c5786397264327b
com.thoughtworks.tryt	covariant_2.10	2.1.1+6-446c1825		a5008d4d1214d7ee72a570605a38f843b7205fa8
com.thoughtworks.tryt	covariant_2.10	2.1.1+8-a673dd6f		fde59b4b9b0787c1bce0c7f1e3b8a26bcc02d2a4
