cn.p00q.dblogin	client	1.0		967f73a69779c97fd50d818baa78fd210ad95388
org.corpus-tools	graphannis-api	0.19.2		228a2d63387aebe8470ad371e8567058fa52b509
org.corpus-tools	graphannis-api	0.19.4		3009125762af7cbc5cd76bc99011bd40e2839448
org.corpus-tools	graphannis-api	0.2.0		da86b08c52eaa82894b20548aaac5bbd85097b5f
org.corpus-tools	graphannis-api	0.20.0		52604ef9fd3a73db8ef5aa41db22f58c603304c5
org.corpus-tools	graphannis-api	0.21.0		3d904f0a1b49783067bc16cb94009ecf3cf42d24
org.corpus-tools	graphannis-api	0.22.0		77762a373de448ab80e06f404b759887f2497376
org.corpus-tools	graphannis-api	0.3.0		d8fd46e0b1b929f4b86e2c0c18aac29c2ffa6212
org.corpus-tools	graphannis-api	0.4.0		234d5e4a1a270474df173d088ff7b71a0715ac13
org.corpus-tools	graphannis-api	0.5.0		d8cbcdffe0b5ff27a2b0c1dbab9840ff09419d3b
org.corpus-tools	graphannis-api	0.6.0		6a42320d3d58cac9d5e99b7ceb72558f6f621a37
org.corpus-tools	graphannis-api	0.7.1		01212ffd7c11d6bc04dfd533e4f7fb49159d61d6
org.corpus-tools	graphannis-api	0.8.1		fcbb9fe4d737f3eb48cbd10dc488f5f6dcfd2c01
org.corpus-tools	graphannis-api	0.9.0		e397d3f7c404216d63146b9bceb33e16532a3274
org.exbin.auxiliary	paged_data	0.2.0		8dd58126d9430cf36e906b05944ab9b8e057b196
org.fabric3	fabric3-timer	2.5.0		8f0f82b97d4ba404eb421f17a9eee73765301759
org.fabric3	fabric3-timer	2.5.1		8ae68240b2c7313b7793c4e23c759ba32a1535c7
org.fabric3	fabric3-timer	2.5.2		0774d7c182acf62bbe260f45fff949f8bb3f4d63
org.fabric3	fabric3-timer	2.5.3		ae396eb9c05d708d45029424df356d9f196cd5b1
org.fabric3	fabric3-timer	3.0.0		c9072e11a1538385ea3044e97880c62392c526c6
org.febit.standard-maven-publish	org.febit.standard-maven-publish.gradle.plugin	1.1.0		N/A
org.febit.standard-maven-publish	org.febit.standard-maven-publish.gradle.plugin	1.2.0		N/A
org.febit.standard-maven-publish	org.febit.standard-maven-publish.gradle.plugin	1.3.0		N/A
org.febit.standard-maven-publish	org.febit.standard-maven-publish.gradle.plugin	1.4.0		N/A
org.febit.standard-maven-publish	org.febit.standard-maven-publish.gradle.plugin	1.4.1		N/A
org.febit.standard-maven-publish	org.febit.standard-maven-publish.gradle.plugin	1.4.2		N/A
org.jboss.as	jboss-as-parent	7.0.0.Alpha1		N/A
org.jboss.as	jboss-as-parent	7.0.0.Beta1		N/A
org.jboss.as	jboss-as-parent	7.0.0.Beta2		N/A
org.jboss.as	jboss-as-parent	7.0.0.Beta3		N/A
org.jboss.as	jboss-as-parent	7.0.0.CR1		N/A
org.jboss.as	jboss-as-parent	7.0.0.Final		N/A
org.jboss.as	jboss-as-parent	7.0.1.Final		N/A
org.jboss.as	jboss-as-parent	7.0.2.Final		N/A
org.jboss.as	jboss-as-parent	7.1.0.Beta1		N/A
org.jboss.as	jboss-as-parent	7.1.0.Beta1b		N/A
org.jboss.as	jboss-as-parent	7.1.0.CR1		N/A
org.jboss.as	jboss-as-parent	7.1.0.CR1b		N/A
org.jboss.as	jboss-as-parent	7.1.0.Final		N/A
org.jboss.as	jboss-as-parent	7.1.1.Final		N/A
org.jboss.as	jboss-as-parent	7.1.2.Final		N/A
org.jboss.as	jboss-as-parent	7.1.3.Final		N/A
org.jboss.as	jboss-as-parent	7.2.0.Final		N/A
org.jboss.weld.servlet	weld-servlet	1.0.0-CR1		625a40954baee50cd54f95a1dbf0601847a1fa7a
org.jboss.weld.servlet	weld-servlet	1.0.0-CR2		ac23310e8e03296b8d5cd05475ffd23cf2750b78
org.jboss.weld.servlet	weld-servlet	1.0.1-CR2		ac5c80946b6994b11670b9c81e82cdb76d7c8be1
org.jboss.weld.servlet	weld-servlet	1.0.1-Final		bece6361c3e0118dec8fdbddd9428ab6e5754e3c
org.jboss.weld.servlet	weld-servlet	1.1.0.Beta1		bfbd4360b087a09f06f466ad17bbefce17b1b341
org.jboss.weld.servlet	weld-servlet	1.1.0.Beta1	jboss5	b58cdf579f5b477c5eda8d2c7edf0efab8c90f6e
org.jboss.weld.servlet	weld-servlet	1.1.0.Beta1	jboss5-sources	eb32746534af79b29ea17d8e7d8eb06183a82629
org.jboss.weld.servlet	weld-servlet	1.1.0.Beta2		4082711b5bc773e05393889b8670da6a0ade42c8
org.jboss.weld.servlet	weld-servlet	1.1.0.Beta2	jboss5	0c081067e466ceacc10737fcf913355de1696fe9
org.jboss.weld.servlet	weld-servlet	1.1.0.Beta2	jboss5-sources	62b8d007fa9a1a4f77a00900cfdfa4470d005164
org.jboss.weld.servlet	weld-servlet	1.1.0.CR1		9e211f88081862e603d650e3a70de7ec495129e2
org.jboss.weld.servlet	weld-servlet	1.1.0.CR1	jboss5	4dfe00576f726b2b3db7e46fb9f7e0443a4b1781
org.jboss.weld.servlet	weld-servlet	1.1.0.CR1	jboss5-sources	d36411329fd0b2c44a2ace699c2c0de0016b9ff2
org.jboss.weld.servlet	weld-servlet	1.1.0.CR2		a976907666ea16c11ddade43fa1ef948a6f20159
org.jboss.weld.servlet	weld-servlet	1.1.0.CR2	jboss5	4ff9940a1077dea23fbb77de181982497e7fb01e
org.jboss.weld.servlet	weld-servlet	1.1.0.CR2	jboss5-sources	b8f5b777d005a114a15c223ec895e0e3f4c4be96
org.jboss.weld.servlet	weld-servlet	1.1.0.CR3		661a0a99b6ed6f5c982c62e9fa08e33718c9c83a
org.jboss.weld.servlet	weld-servlet	1.1.0.CR3	jboss5	ab8fc3134a5aa0877cb7ba8bca518f0dab8f5d4d
org.jboss.weld.servlet	weld-servlet	1.1.0.CR3	jboss5-sources	7e7afc308870ea0614a716107813d925710deb3c
org.jboss.weld.servlet	weld-servlet	1.1.0.CR4		6a52c8fee8f6049b5f162deb31cba6da82ca1882
org.jboss.weld.servlet	weld-servlet	1.1.0.CR4	jboss5	cb0e4c9b48a350a83bcb7e986b0d9b26c11fd79d
org.jboss.weld.servlet	weld-servlet	1.1.0.CR4	jboss5-sources	25fe719d6485fce76c397a443e1454dd020f512c
org.jboss.weld.servlet	weld-servlet	1.1.0.Final		600ebe384a9629d4583f70dc6b5056b4b2ebedaf
org.jboss.weld.servlet	weld-servlet	1.1.0.Final	jboss5	14432757b46c7d96597ecc1d58124061c2894755
org.jboss.weld.servlet	weld-servlet	1.1.0.Final	jboss5-sources	8915da8500e3a5920391e85bce989546fc0e7660
org.jboss.weld.servlet	weld-servlet	1.1.1.Final		f6a9ee7a31637b3b19c9cfc31bcbfc0bec9b8645
org.jboss.weld.servlet	weld-servlet	1.1.1.Final	jboss5	017d4c1d4f5ef197f4a895b2f60c7ae9c2e11909
org.jboss.weld.servlet	weld-servlet	1.1.1.Final	jboss5-sources	ab90314cd7b073c4344c9d9d285e88e0aedcf801
org.jboss.weld.servlet	weld-servlet	1.1.10.Final		41aeaa143f1dd1b352c081bc2e1462d350bdd404
org.jboss.weld.servlet	weld-servlet	1.1.10.Final	jboss5	0e0b5e132cae53d8bbe93d66cda83a8be1971a14
org.jboss.weld.servlet	weld-servlet	1.1.10.Final	jboss5-sources	a2efc23322a2ac05ca9cda1625ff4d5500848975
org.jboss.weld.servlet	weld-servlet	1.1.11.Final		7f97b1237ba1d0214fb9eedb19a3835cade362df
org.jboss.weld.servlet	weld-servlet	1.1.11.Final	jboss5	826cacf5cbd3aac333b83e6beab8cc23cf7ddf45
org.jboss.weld.servlet	weld-servlet	1.1.11.Final	jboss5-sources	f131f844c76b2a4a4e540c70d1552ef6bcdf092b
org.jboss.weld.servlet	weld-servlet	1.1.12.Final		30417e4676ece0930b1819f9e097b296c246a4f6
org.jboss.weld.servlet	weld-servlet	1.1.12.Final	jboss5	778c6b1b8092e317c60759a40bc3b1e88b99b47b
org.jboss.weld.servlet	weld-servlet	1.1.12.Final	jboss5-sources	7f41137d26f24e2fd6bd810d63d85e8676e2dc74
org.jboss.weld.servlet	weld-servlet	1.1.13.Final		3c95dce35820f2bc3c06e54e0cc3aeea2da982f1
org.jboss.weld.servlet	weld-servlet	1.1.13.Final	jboss5	0efaad98d918104eee211b8890e7f243f6851250
org.jboss.weld.servlet	weld-servlet	1.1.13.Final	jboss5-sources	4b22030dd05a50a96abde8af5ff865720b5736eb
org.jboss.weld.servlet	weld-servlet	1.1.14.Final		2064bef6d90a872f39d9548549f0b664f143e28f
org.jboss.weld.servlet	weld-servlet	1.1.14.Final	jboss5	9e59ce0e8ecc801f5f65a2a1e98403e676a4a662
org.jboss.weld.servlet	weld-servlet	1.1.14.Final	jboss5-sources	6b539a8fd50ed18d8c99018a12e6bc0dd3770728
org.jboss.weld.servlet	weld-servlet	1.1.15.Final		091b2b7b6f0d17e77f6a3f93d9a793e2bb961484
org.jboss.weld.servlet	weld-servlet	1.1.15.Final	jboss5	96db58470a9835b9540ec2d94eb2b1b2e51ec293
org.jboss.weld.servlet	weld-servlet	1.1.15.Final	jboss5-sources	273bdeeca1e0d620337bf24a789642e0e8937250
org.jboss.weld.servlet	weld-servlet	1.1.16.Final		dcd2fd6eaad70cb5bf71cc91870290a236c87530
org.jboss.weld.servlet	weld-servlet	1.1.16.Final	jboss5	220bc24d42247f37700de2f97c7ed59014b65f67
org.jboss.weld.servlet	weld-servlet	1.1.16.Final	jboss5-sources	2726bf88c2ee30827d8b48facf6a495d7509b7fa
org.jboss.weld.servlet	weld-servlet	1.1.17.Final		37987a4fe7be77fb6ca38a399796ddca04350a44
org.jboss.weld.servlet	weld-servlet	1.1.17.Final	jboss5	6e374f2a61dc375abba259b9e93b1936463a13f2
org.jboss.weld.servlet	weld-servlet	1.1.17.Final	jboss5-sources	374ddc20d4b3d84f71099cd9ceec63b06a751759
org.jboss.weld.servlet	weld-servlet	1.1.17.SP2		c279d632ab859318119036fcc0b61313d26d4ac2
org.jboss.weld.servlet	weld-servlet	1.1.17.SP2	jboss5	f5d1501092e1bd5057ed49eac6b1a9149a022c4f
org.jboss.weld.servlet	weld-servlet	1.1.17.SP2	jboss5-sources	21eadeb3bee1dfb962719cffba7c37161c10cab4
org.jboss.weld.servlet	weld-servlet	1.1.17.SP3		b040052ad07fad3af2a2316fb2ded8de97937804
org.jboss.weld.servlet	weld-servlet	1.1.17.SP3	jboss5	184cddf54286567877186f2122cd84e39453ffd8
org.jboss.weld.servlet	weld-servlet	1.1.17.SP3	jboss5-sources	813768ab986536a784f4be697f717831f1d268c3
org.jboss.weld.servlet	weld-servlet	1.1.18.Final		378b5c3230873980e4067bf0e20c1c8a51bf570b
org.jboss.weld.servlet	weld-servlet	1.1.18.Final	jboss5	f9fc19f36058dffbd43a2565b02366a3b1132b5c
org.jboss.weld.servlet	weld-servlet	1.1.18.Final	jboss5-sources	c7e3cf2226c8601a8901f87af7a526182ba2bea2
org.jboss.weld.servlet	weld-servlet	1.1.19.Final		3d2afe6e5ec48c2aa3bb2f0909a62446aee87a93
org.jboss.weld.servlet	weld-servlet	1.1.19.Final	jboss5	eddc6c879c92277e3b2fe627c9b400280c16b35e
org.jboss.weld.servlet	weld-servlet	1.1.19.Final	jboss5-sources	5295291de2fb7f1d67f626921b9dc03b70b344c1
org.jboss.weld.servlet	weld-servlet	1.1.2.AS7		9c9197e21b39ec7e28049fd23eda8bdde99bc574
org.jboss.weld.servlet	weld-servlet	1.1.2.AS7	jboss5	03c1a55b732e9c5ef7f81df9bea3ea5ba2b07719
org.jboss.weld.servlet	weld-servlet	1.1.2.AS7	jboss5-sources	ee4ebb2985628d63f2ab73538dc874ccd6d900de
org.jboss.weld.servlet	weld-servlet	1.1.2.Final		0085b47f82627524e7168b04228fdc4f68576a55
org.jboss.weld.servlet	weld-servlet	1.1.2.Final	jboss5	186fdd9e688b9c2b8e90cd83ef65316a2bc480a8
org.jboss.weld.servlet	weld-servlet	1.1.2.Final	jboss5-sources	5dc7b5275f64dc1f862ba5d425d926987b2c4048
org.jboss.weld.servlet	weld-servlet	1.1.20.Final		e56901b566a0631aaec53d5b6eb2d1fae683709a
org.jboss.weld.servlet	weld-servlet	1.1.20.Final	jboss5	ccdb8f4fb8cb223e483825d118b3b7d301490b93
org.jboss.weld.servlet	weld-servlet	1.1.20.Final	jboss5-sources	98e9c378bd32d466f373c7b08cd7c8f432507c9f
org.jboss.weld.servlet	weld-servlet	1.1.21.Final		202a0e8014070c5339927686ee991415897bfcde
org.jboss.weld.servlet	weld-servlet	1.1.21.Final	jboss5	28dbbccc5a77968dd1638cd883103853040327ec
org.jboss.weld.servlet	weld-servlet	1.1.21.Final	jboss5-sources	6e1f854b7ea2d906f7c69fbcfc7b21b9a867c408
org.jboss.weld.servlet	weld-servlet	1.1.22.Final		ec21841f442b03eddd524189beff941cb917fc2e
org.jboss.weld.servlet	weld-servlet	1.1.22.Final	jboss5	0fd1f290e2a1300f995952864aa71e2abcf6fd66
org.jboss.weld.servlet	weld-servlet	1.1.22.Final	jboss5-sources	20c1b2ad3950160bf727f14bfa907e6f328ba086
org.jboss.weld.servlet	weld-servlet	1.1.23.Final		b9b10e7deb3ce200f7dcebf1b9f384d7b96cae01
org.jboss.weld.servlet	weld-servlet	1.1.23.Final	jboss5	9526b3e428714998b67429af2673748216ec1407
org.jboss.weld.servlet	weld-servlet	1.1.23.Final	jboss5-sources	af88f3a08b5cad50ec63bfd10eb6e7e6c50845ec
org.jboss.weld.servlet	weld-servlet	1.1.24.Final		2042a7dd8b1663d4988be142c6aad18a50992c3c
org.jboss.weld.servlet	weld-servlet	1.1.24.Final	jboss5	a8711781a5d40485580488878dbbd7caa039f270
org.jboss.weld.servlet	weld-servlet	1.1.24.Final	jboss5-sources	bfed97fc3288e5d61c6fb0142e655be789a26e01
org.jboss.weld.servlet	weld-servlet	1.1.25.Final		854fb368d62d73a2b78cdb90849de7dc3804dad1
org.jboss.weld.servlet	weld-servlet	1.1.25.Final	jboss5	f243471cec49a8d22411d2338bca3b58254307b4
org.jboss.weld.servlet	weld-servlet	1.1.25.Final	jboss5-sources	8b547ee99497c46a4a8af5634882ac12446fd17a
org.jboss.weld.servlet	weld-servlet	1.1.26.Final		f18544117aabd5fc82a64543128240c5398d6746
org.jboss.weld.servlet	weld-servlet	1.1.26.Final	jboss5	6c2aad547dc96822ea05524bb335d5fbc0783798
org.jboss.weld.servlet	weld-servlet	1.1.26.Final	jboss5-sources	3a0cc8bb2267d75fcb18d778cc6d1d76d3525326
org.jboss.weld.servlet	weld-servlet	1.1.27.Final		2311db33787ef1158a8c5fcfa6bf2e4af0ec3eb1
org.jboss.weld.servlet	weld-servlet	1.1.27.Final	jboss5	4c24b9a15f9f9a2d0576315c2196fb223865952c
org.jboss.weld.servlet	weld-servlet	1.1.27.Final	jboss5-sources	4ea9d610fb55c0026ba088772de1e2d27188c195
org.jboss.weld.servlet	weld-servlet	1.1.28.Final		ee9c142e936b340189374f6af82cf53afad907cb
org.jboss.weld.servlet	weld-servlet	1.1.28.Final	jboss5	15744d6600a21e9d85e4d5f98cbd1bcf5618540f
org.jboss.weld.servlet	weld-servlet	1.1.28.Final	jboss5-sources	90d27d635d43ebdc43acaf63e8a3798367551e4a
org.jboss.weld.servlet	weld-servlet	1.1.29.Final		d8224d454f0fd89d119ea9cf9f3c3ed2fc5c87b6
org.jboss.weld.servlet	weld-servlet	1.1.29.Final	jboss5	2d258ad9e7386364e169aba964b1363977e7da9f
org.jboss.weld.servlet	weld-servlet	1.1.29.Final	jboss5-sources	f0f49009e36a60fa8e858f6276eaf30ad2fe93fe
org.jboss.weld.servlet	weld-servlet	1.1.3.Final		a6259f31f8d81cca1f951ac73ed96ae589ff4910
org.jboss.weld.servlet	weld-servlet	1.1.3.Final	jboss5	6ee41ff56a6f8e1ae19968ff8c0310960749ad56
org.jboss.weld.servlet	weld-servlet	1.1.3.Final	jboss5-sources	1727e54b21654c7bb45d1e73e12c7657901b2dd9
org.jboss.weld.servlet	weld-servlet	1.1.3.SP1		e30ae29c5aa06739fa8b2e6925a7ba0d1b9a6341
org.jboss.weld.servlet	weld-servlet	1.1.3.SP1	jboss5	5e5b8be5ec7da8737bda5c5d5c63fef13375518c
org.jboss.weld.servlet	weld-servlet	1.1.3.SP1	jboss5-sources	16dfb763acfbdbd53a89d23e72defedd73652dca
org.jboss.weld.servlet	weld-servlet	1.1.30.Final		84f70ddeeb93512bbcca89e65c21013c474aae2e
org.jboss.weld.servlet	weld-servlet	1.1.30.Final	jboss5	49cd28524e87a79fac12bf451bf84deaf5a2b640
org.jboss.weld.servlet	weld-servlet	1.1.30.Final	jboss5-sources	9c42c5ad1d1fcdc80a409c8a88df6e14e9c7aec8
org.jboss.weld.servlet	weld-servlet	1.1.31.Final		c5462d76def38eebe555e5457ac397badf671d70
org.jboss.weld.servlet	weld-servlet	1.1.31.Final	jboss5	bac712c269a5bcee3a469f4159ba68414ccbf37f
org.jboss.weld.servlet	weld-servlet	1.1.31.Final	jboss5-sources	82828f076cf8058ff8bf03d01dc61f6d66edcb95
org.jboss.weld.servlet	weld-servlet	1.1.32.Final		b5f5b35e938fd2d5ef9867fb51fe1d53a87b3a47
org.jboss.weld.servlet	weld-servlet	1.1.32.Final	jboss5	f5de0db13e4c239cc1a6b9fe312fea0addd39a5b
org.jboss.weld.servlet	weld-servlet	1.1.32.Final	jboss5-sources	88608375ef8a64aecbe11003782d5bbe1ed25e5a
org.jboss.weld.servlet	weld-servlet	1.1.33.Final		f0fa90cbaf7a5c13576b96ecd36837255896e7ba
org.jboss.weld.servlet	weld-servlet	1.1.33.Final	jboss5	c63b464e4e92e12f477e1d7abb137763680fd796
org.jboss.weld.servlet	weld-servlet	1.1.33.Final	jboss5-sources	2f8e001475e1d2831ff16f23929ea34e3031ca5e
org.jboss.weld.servlet	weld-servlet	1.1.34.Final		9e4774cce54af95abe33a2935958338db3502fd0
org.jboss.weld.servlet	weld-servlet	1.1.34.Final	jboss5	29b6eebb98f9de24a3f30edd4508edd45e9118cd
org.jboss.weld.servlet	weld-servlet	1.1.34.Final	jboss5-sources	7b1883c4824a334a443f2f77c0d8c608b6481f6d
org.jboss.weld.servlet	weld-servlet	1.1.4.Final		89b9657fa89f569a22b73da05e7ba3147021bfea
org.jboss.weld.servlet	weld-servlet	1.1.4.Final	jboss5	ea3b872a853d7b04e2572c29f9388bd857c9fc3f
org.jboss.weld.servlet	weld-servlet	1.1.4.Final	jboss5-sources	0cb2d62045b322e3fbfde710f1965a32d961bf31
org.jboss.weld.servlet	weld-servlet	1.1.5.AS71.Final		8e66b7e279aa7f054ef8b692b768642128ee01ac
org.jboss.weld.servlet	weld-servlet	1.1.5.AS71.Final	jboss5	042d310a32ba7c63badcefe780b235ca2be0c348
org.jboss.weld.servlet	weld-servlet	1.1.5.AS71.Final	jboss5-sources	e1ade7d450169be7d376243c78fe322db35e4585
org.jboss.weld.servlet	weld-servlet	1.1.5.Final		210a15fe77e4f89c485ebe85b35a6a13b740cd89
org.jboss.weld.servlet	weld-servlet	1.1.5.Final	jboss5	b15a804566e8adcabc6633880f72134fd2e29061
org.jboss.weld.servlet	weld-servlet	1.1.5.Final	jboss5-sources	3c9824ba0fdd18dce868439398847d9c5f23baf7
org.jboss.weld.servlet	weld-servlet	1.1.6.Final		8df405750afddc8cef9c4ce6ac93f89e77f2dfee
org.jboss.weld.servlet	weld-servlet	1.1.6.Final	jboss5	d768db142adeb0bbefffed7eceafe9377513c07c
org.jboss.weld.servlet	weld-servlet	1.1.6.Final	jboss5-sources	643d3e58fcb52695c6f7cb32e9e325d81c41c7cb
org.jboss.weld.servlet	weld-servlet	1.1.7.Final		2e0d6f26da93f2a5d13355033ed7590410974a9c
org.jboss.weld.servlet	weld-servlet	1.1.7.Final	jboss5	d9aa9aec9763f17bca6d5cd3071b5038b8e16cef
org.jboss.weld.servlet	weld-servlet	1.1.7.Final	jboss5-sources	9222c23eb8a96a6c323b767a4ba10eb81e50d014
org.jboss.weld.servlet	weld-servlet	1.1.8.Final		4fc40769e9e4fe32c4370ddb499d513a7af5ddd3
org.jboss.weld.servlet	weld-servlet	1.1.8.Final	jboss5	067c39eaba91549b5fc996af515cbcc27668f086
org.jboss.weld.servlet	weld-servlet	1.1.8.Final	jboss5-sources	3f2cd202dcce0c7b4435a1d39978d837401ec2c0
org.jboss.weld.servlet	weld-servlet	1.1.9.Final		e50d783458f31f31f786dd5cbe63341709df7bcc
org.jboss.weld.servlet	weld-servlet	1.1.9.Final	jboss5	c24a31755729dd639ece74751f2fb39192b54fec
org.jboss.weld.servlet	weld-servlet	1.1.9.Final	jboss5-sources	2048c0dbdefbb20170edc23e8cef650d611d4e5b
org.jboss.weld.servlet	weld-servlet	1.2.0.Beta1		7b04d501adbe945fbf5be537e98f66d10300e7fa
org.jboss.weld.servlet	weld-servlet	1.2.0.Beta1	jboss5	8411911028c68d55083ad099b0dff9142fd4eade
org.jboss.weld.servlet	weld-servlet	1.2.0.Beta1	jboss5-sources	b4655e68ee506c70fca73923e46b94bc8329e4cf
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha1		ae3a50cc7991b4bff779af270d2d4839a016b9e2
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha1	jboss5	79ddab2fcadcab144c4f0d665f9596e8eda7e1c6
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha1	jboss5-sources	b54018c4c45ba2f32cffeba1e4fbaa4d4cc54e92
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha2		068a87c754787211b666d627325275b6c0fd85c8
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha2	jboss5	1e67d696f62e29c25f7ef45b86a6b3ed345850e9
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha2	jboss5-sources	bdfe50491ed617c1c7e386e75e1db7eb453bcdc0
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha3		4143aef5dd625c812b4b30f10f96afacd85ed816
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha3	jboss5	65f2654197595177ad74f0b5c25ab6ae0f8c03d9
org.jboss.weld.servlet	weld-servlet	2.0.0.Alpha3	jboss5-sources	fafacbe537b83da785a9291250293ef803d950f7
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta1		ea030b259b618d28db0f298443a4016d22eb0377
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta1	jboss5	8836096dbc621028d9e9e4c1e24f8a08efcc6c63
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta1	jboss5-sources	c4330db0ebdbcb3722636a86b6fafd21cff9bde8
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta2		04cf7a3f04fb9d98e33a617c55a866ea7ace76c2
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta2	jboss5	a495729160f417edd06aedd3900723c30c0b6dab
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta2	jboss5-sources	b01efc60c4af81e889853f25322c2aaf06690e49
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta3		f304160266ab5b986a4ffb217922cde2241f3b21
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta3	jboss5	84528cb5113dede042ed1a53eaf59474d1795f20
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta3	jboss5-sources	faf1558b696379ccc8ae72de9151ee8abd857f4d
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta4		fe9535db9d432167c14d4956ff3f7d11cc29491d
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta4	jboss5	8c62871866d08166052843273e1009ed823f59f8
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta4	jboss5-sources	8ddb4fede44c05640e0189f74eba19b580fc3a18
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta5		a7ee9217ad897e456f6fd7e4cba69788800bb122
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta5	jboss5	61aef896bc71ff03e1fb1430f6e4fa09422b994c
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta5	jboss5-sources	4c92b45d862ffa8b74eee1db27818b98cc822699
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta6		336a65509c973c213f686413d9eee9ab9fa22291
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta6	jboss5	53dfad8df0880a404762be1d06bde12f0ed26438
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta6	jboss5-sources	cbb256c00f99fc0372c8e958dc3f25961b7f4ea6
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta7		11d594eb1683a0b0d2d66a1ef2b3ae039ff684ee
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta7	jboss5	31524b27797dd2f41761e935fcc88ed0d0eed759
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta7	jboss5-sources	eea73f1e1072036f7a21182690ce4a2ea8a3db18
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta8		a19e33c6e9a563e7c0dcde6acf577d1656456d7b
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta8	jboss5	4793bf030efb9760656135f14357586bd4694d9f
org.jboss.weld.servlet	weld-servlet	2.0.0.Beta8	jboss5-sources	bc759386926e6523f16eec2ba046a84733d46ac3
org.jboss.weld.servlet	weld-servlet	2.0.0.CR1		8a695f431d2b958b2243b5fe16ae5afa022ffe53
org.jboss.weld.servlet	weld-servlet	2.0.0.CR1	jboss5	246d81b7067d8dbde7f40facf45feaf277b07a77
org.jboss.weld.servlet	weld-servlet	2.0.0.CR1	jboss5-sources	67aa2689eddfc8ec03f4d574d61460693ccdd105
org.jboss.weld.servlet	weld-servlet	2.0.0.CR2		3a54e94ea1aca71af43d085606ff1a1b79566b43
org.jboss.weld.servlet	weld-servlet	2.0.0.CR2	jboss5	542553c8e41dfa31740579dae9ec577d874a0548
org.jboss.weld.servlet	weld-servlet	2.0.0.CR2	jboss5-sources	96b74f2f295b06b889329578388fc935cdc14f0b
org.jboss.weld.servlet	weld-servlet	2.0.0.CR3		45dbdd09187108df1720a7300cf23ca8b7e84cff
org.jboss.weld.servlet	weld-servlet	2.0.0.CR3	jboss5	9a2b43ad7c8a22ce1dd5c922c2721610f4f4a571
org.jboss.weld.servlet	weld-servlet	2.0.0.CR3	jboss5-sources	1ad960a676873a5848dfea0d2cc30305df4b52de
org.jboss.weld.servlet	weld-servlet	2.0.0.CR4		0f29f95ff20b6372e568e7e0f1860a6a2ff39d05
org.jboss.weld.servlet	weld-servlet	2.0.0.CR4	jboss5	c6a12b2f485f1363c9d75c9c7fc1fcd10b9c7c45
org.jboss.weld.servlet	weld-servlet	2.0.0.CR4	jboss5-sources	7433a7ecce3828c452a033686961237a294f3e15
org.jboss.weld.servlet	weld-servlet	2.0.0.Final		1dbfb696d0bdb70420e12dc7381931def91313b1
org.jboss.weld.servlet	weld-servlet	2.0.0.Final	jboss5	b35fb63fa9d3103df6d65d21597d63626a020955
org.jboss.weld.servlet	weld-servlet	2.0.0.Final	jboss5-sources	90975cc48b4e397910214f0c8a082e18288ab6f0
org.jboss.weld.servlet	weld-servlet	2.0.0.SP1		7407bde2acf668cc7531c25eadd1a7f4e2c6622c
org.jboss.weld.servlet	weld-servlet	2.0.0.SP1	jboss5	5844d4a22ace749cc13a642489c3524ba3c545f8
org.jboss.weld.servlet	weld-servlet	2.0.0.SP1	jboss5-sources	ef95c802807852ff324446026b780abba39d96b9
org.jboss.weld.servlet	weld-servlet	2.0.1.Final		bb2d55e6949a112fdeed8db77274de37ac3912d4
org.jboss.weld.servlet	weld-servlet	2.0.1.Final	jboss5	09220bfee7dabdef9b3f93c7be79828fb7f5af3a
org.jboss.weld.servlet	weld-servlet	2.0.1.Final	jboss5-sources	033e025fd4e5238282010328b9eb5b72a79aad61
