au.net.causal.shoelaces	shoelaces-jersey-client-integration-tests-common	2.0		N/A
com.twilio	kudu-sql-cli	1.0.60		efbb1690dcd59f2508a8faa3f5e64e9c76e3a399
com.twilio	kudu-sql-cli	1.0.61		ac06ffd075fea340da73517ec6c912be6abc12f0
com.twilio	kudu-sql-cli	1.0.62		4d3e65c5c5788c77fb234a7588cf1d8764e2d868
com.twilio	kudu-sql-cli	1.0.63		bd2bb142577808055a9199d0e0e87154b3c5886e
com.twilio	kudu-sql-cli	1.0.64		a8954e8af1d59e0d97a00ef7a29512b6c083dafc
com.twilio	kudu-sql-cli	1.0.65		e85af22d45e41c7ecec1a94c55a4b8a41d621ade
com.twilio	kudu-sql-cli	1.0.71		b5f238ee2706c1b3f41af9533890289f05e0a07a
com.twilio	kudu-sql-cli	1.0.72		a7b802f542ccf87ea423e594314f494dad2e7e13
com.twilio	kudu-sql-cli	1.0.73		f8b157a71328a426fe143a73da9f56f8ac7ae142
com.twilio	kudu-sql-cli	1.0.74		2902993b7ffed33f6e0e7bb237d971fc32c40390
com.twilio	kudu-sql-cli	1.0.75		e1e1c0ad6f3efe61e3726663e1e4ad016421cfc0
com.twilio	kudu-sql-cli	1.0.76		75f2f6b15ea5adbc57f6ca2e43f6954b1e5f85ad
com.twilio	kudu-sql-cli	1.0.77		9c537a081d8556e48e9050ac4c7e7285140c5d69
com.twilio	kudu-sql-cli	1.0.78		a28dbfa2f74777eb75311ad7661a37ad76163535
com.twilio	kudu-sql-cli	1.0.79		19b55bc0b4c5d4311e8bc9b5ca15cf3e02c982b9
com.twilio	kudu-sql-cli	1.0.80		eedb11d3118f9c5337cc2dc0b9a95381d06b4778
com.twilio	kudu-sql-cli	1.0.81		a9ba39f49423ec5df857488ca64447a267e7bd3c
com.twilio	kudu-sql-cli	1.0.82		63883d6677ab53c1e42f174b11731b5c49439f8f
com.twilio	kudu-sql-cli	1.0.83		12ed6da14bb7da9bd829c8e1eb902b5d8e66ed28
com.twilio	kudu-sql-cli	1.0.84		c6ee67b69e9ec64da2659fbabfff7642e82b6776
com.twilio	kudu-sql-cli	1.0.85		c466954454d5a45b96d2153159a9e398adbd682c
com.twilio	kudu-sql-cli	1.0.86		e71b457f7352e12b17d509ce7680718fa087b809
com.xnx3.rabbitmq	rabbitmq	1.0		9851390a55e014ce725c48596593a84710ce2154
com.xnx3.rabbitmq	rabbitmq	1.1		39d2dd7801c01b6cc589fdb52017dc939dd14581
de.adorsys.ledgers	ledgers-middleware-service-impl	0.2.1		7f2474ea0c5b2d87f2bb785928c15e48d8cc6909
de.adorsys.ledgers	ledgers-middleware-service-impl	0.2.3		04baf10c3263d8b15a5e028e835e21743c5bf256
de.adorsys.ledgers	ledgers-middleware-service-impl	0.2.4		f1b7b61c184620ce16cd989ca21bfe5a62dc294b
de.adorsys.ledgers	ledgers-middleware-service-impl	0.3		3fb45cf5984d8dcf2fea1b82ecf129acedbf6117
de.adorsys.ledgers	ledgers-middleware-service-impl	0.3.5		0dc0793eef17718876fa3fe38354d53ab59c02fc
de.adorsys.ledgers	ledgers-middleware-service-impl	0.3.6		93f7b8520a3818b517ac1160432fcabf3cf8d7a3
de.adorsys.ledgers	ledgers-middleware-service-impl	0.3.6.1		49ee1e304480d26ced520bc5b0001f3a47288086
de.adorsys.ledgers	ledgers-middleware-service-impl	0.3.7		b0211bce15b55c88d1c6ef8253cf8972b692d6f5
de.adorsys.ledgers	ledgers-middleware-service-impl	0.3.8		0f82b8000fbce1e8001c33d90e3749854be7f20c
de.adorsys.ledgers	ledgers-middleware-service-impl	0.4		62ec908021e59d963a4b62d7232a877ac9d520c7
de.adorsys.ledgers	ledgers-middleware-service-impl	0.5		f26d6d1ded55f0c3348981d9e1f7bb81b573c994
de.adorsys.ledgers	ledgers-middleware-service-impl	0.6		302d9a1f15cf5310fc7cf2d84e31d82faf75558a
de.adorsys.ledgers	ledgers-middleware-service-impl	0.7		f66b2d6695622b4dbead38ad269065147498c607
de.adorsys.ledgers	ledgers-middleware-service-impl	0.9		fa331a38f6925644a8ed33922596c8111db6196e
de.adorsys.ledgers	ledgers-middleware-service-impl	1.0		80d667753da4dcc305c59ee6ffc5ec9ec99613a0
de.adorsys.ledgers	ledgers-middleware-service-impl	1.1		1e8484429cdfa1f3d63b66e026410c40671ecd87
de.adorsys.ledgers	ledgers-middleware-service-impl	1.2		422c851e521b5b26e9b47a1dd24905fa7c3dc897
de.adorsys.ledgers	ledgers-middleware-service-impl	1.3		8c185dd2d8e844ad9cbb886c4843ae0d788aec12
de.adorsys.ledgers	ledgers-middleware-service-impl	1.4		d56052f1d1a35d05e71cf94c417ed288ec3bd690
de.adorsys.ledgers	ledgers-middleware-service-impl	1.5		662a5b0e21ed94b58013bd7b23dfd11bde4be92d
de.adorsys.ledgers	ledgers-middleware-service-impl	1.6		34495a2db5f9025942233461becebfdb0ec2bb4f
de.adorsys.ledgers	ledgers-middleware-service-impl	1.7		f8f49c2bbc71957f12d436d4a7b13114e1b284b3
de.adorsys.ledgers	ledgers-middleware-service-impl	1.8		fdbef0e7717de8bb6e69ccba25f0e9c63e0345fb
de.adorsys.ledgers	ledgers-middleware-service-impl	1.9		7460923d62d7b1cc794b00c99cac7ccac5aae1a6
de.adorsys.ledgers	ledgers-middleware-service-impl	2.0		4cd5cfe4b7d4882c19a275c007807dbabbc34722
de.adorsys.ledgers	ledgers-middleware-service-impl	2.1		d6d98fc812f58f8b9418ac9131e492de88d38590
de.adorsys.ledgers	ledgers-middleware-service-impl	2.2		7d0e31d6684a85612e99775e93d16ccb5baa1691
de.adorsys.ledgers	ledgers-middleware-service-impl	2.3		6b22a2920fb2816c5c904abf49971ac22d6d3d2e
de.adorsys.ledgers	ledgers-middleware-service-impl	2.4		a7a34311496737420c67665f91219ea688c42a97
de.adorsys.ledgers	ledgers-middleware-service-impl	2.5		9f5fc7ece9f90d513d512b914879ff75035c97e7
de.adorsys.ledgers	ledgers-middleware-service-impl	2.5.2		0983bc13745b465b2ce064387874526c74e40f54
de.adorsys.ledgers	ledgers-middleware-service-impl	2.6		68591c60067da5fb315972208ced00bb360620ea
de.adorsys.ledgers	ledgers-middleware-service-impl	2.6.1		ea5748b9b5ae30652a51c12faaa960bf99a5e3c2
de.adorsys.ledgers	ledgers-middleware-service-impl	2.7		28000040c1a62f6d095db64e408eb96ea729b998
de.adorsys.ledgers	ledgers-middleware-service-impl	2.7.1		5485a0e1eb12ba7c01a4b8556293cefe69f21885
de.adorsys.ledgers	ledgers-middleware-service-impl	2.7.2		96e598315a28039c3e0c6a547fd812b2c79d34d4
de.adorsys.ledgers	ledgers-middleware-service-impl	2.8		f8cf2d07f94715ce7dd916d11122153370de8036
de.adorsys.ledgers	ledgers-middleware-service-impl	2.9		8415827e0d59c152c114155657d8b30d35f98a41
de.adorsys.ledgers	ledgers-middleware-service-impl	3.0		a5255ca6a29855bed4c217b152a8c7f94c4d0c90
de.adorsys.ledgers	ledgers-middleware-service-impl	3.0.1		04b92314df34c844be726167073586efb4f5d1a3
de.adorsys.ledgers	ledgers-middleware-service-impl	3.0.2		7468e9ab00bc060600e2f665bb0c6732e2b61268
de.adorsys.ledgers	ledgers-middleware-service-impl	3.0.3		fd1de85415a9b2777ffa60b6f3495e138df3648d
de.adorsys.ledgers	ledgers-middleware-service-impl	3.1		a66f2750bc8733ccd34a8386019d375ff435230d
de.adorsys.ledgers	ledgers-middleware-service-impl	3.10		344f71723de64855601fa5322b8a964a2781b9bc
de.adorsys.ledgers	ledgers-middleware-service-impl	3.11		86582b00f6c0a6b9eb1305b2310738596d5f823b
de.adorsys.ledgers	ledgers-middleware-service-impl	3.12		63c00c632828a4346ac3eb4eb0906856771b6bdd
de.adorsys.ledgers	ledgers-middleware-service-impl	3.13		dc53be10b459644363da26083da3780aecb64c5a
de.adorsys.ledgers	ledgers-middleware-service-impl	3.14		48516e5742356f152035262b9f899366d206e555
de.adorsys.ledgers	ledgers-middleware-service-impl	3.15		d6b9ec2f47390e9472041f67731e8ce07bd3ffc3
de.adorsys.ledgers	ledgers-middleware-service-impl	3.2		3b175989c40b6f521a4d1f5055268211ae84d3a2
de.adorsys.ledgers	ledgers-middleware-service-impl	3.3		9c4a6fcaf5b90ab57f02d0cfd5b018a2525eae6d
de.adorsys.ledgers	ledgers-middleware-service-impl	3.4		dda3c5969dbd533563c80e082a81278c725b68a1
de.adorsys.ledgers	ledgers-middleware-service-impl	3.4-RC1		1d2732fbef0c48d7b42c368703bbdc38f6ad91bd
de.adorsys.ledgers	ledgers-middleware-service-impl	3.4-RC2		4acad40e6260700e9d8bac9c04b9b5f54f2ae221
de.adorsys.ledgers	ledgers-middleware-service-impl	3.5		d48816a6f31a099f5b219d755b507edf831d55be
de.adorsys.ledgers	ledgers-middleware-service-impl	3.5-RC1		ddb1e6ffb5dbb36c2444c7d8858c44964a162a20
de.adorsys.ledgers	ledgers-middleware-service-impl	3.6		2a4597f7c38b4b59622334aae8fe670ade6af1d5
de.adorsys.ledgers	ledgers-middleware-service-impl	3.7		abf1c50737f820cd140765bef8500ed2dc516909
de.adorsys.ledgers	ledgers-middleware-service-impl	3.7.1		cde00edc09edb8091def18c767d1b23fa29d9eb7
de.adorsys.ledgers	ledgers-middleware-service-impl	3.7.2		68ddfdcf0f326f13728e17387aa83c072bb744ce
de.adorsys.ledgers	ledgers-middleware-service-impl	3.8		1ed518a6372eb194d767f360216e47f58d266962
de.adorsys.ledgers	ledgers-middleware-service-impl	3.9		fbcf8c28343b65f1ee0ccbca83fae8f29a7296eb
de.adorsys.ledgers	ledgers-middleware-service-impl	4.0		2f7bf0c6f0a4c1b83a4d2cdc3360541c868ac38b
de.adorsys.ledgers	ledgers-middleware-service-impl	4.0.1		2624d22c376abde7d345d732c8615af5fa1409d6
de.adorsys.ledgers	ledgers-middleware-service-impl	4.1		2bd990eca6caa7304e2aff38da8578af08835232
de.adorsys.ledgers	ledgers-middleware-service-impl	4.10		7bbbfef6aaa0569406fe65ae9bc0b0f68a5a883b
de.adorsys.ledgers	ledgers-middleware-service-impl	4.11		ca283a68416e66cb7907a94ce84322b0bbb40f77
de.adorsys.ledgers	ledgers-middleware-service-impl	4.12		d580658f294b42af3ac3fbbbbc27da5f8a0022db
de.adorsys.ledgers	ledgers-middleware-service-impl	4.13		99743802d2b78ea0cf686ea8fb94ce0e6ff2634c
de.adorsys.ledgers	ledgers-middleware-service-impl	4.14		ba4ec31fc0b3baee0fe732b7dda14fdb8f019582
de.adorsys.ledgers	ledgers-middleware-service-impl	4.15		e136c5461c32cb7f0b737ca54547523295eb7aa4
de.adorsys.ledgers	ledgers-middleware-service-impl	4.16		90a29ef733666a63af63cd533008dd87da286542
de.adorsys.ledgers	ledgers-middleware-service-impl	4.17		e4e9909b1298e757dec46065689817ace0e24d02
de.adorsys.ledgers	ledgers-middleware-service-impl	4.2		0d1562f1245e55a00cc4b8a65d499cb8575c6434
de.adorsys.ledgers	ledgers-middleware-service-impl	4.3		64548c78a753982a013f48397b060eb39f62fd1b
de.adorsys.ledgers	ledgers-middleware-service-impl	4.4		305721b822b1bc096645e33ce71d96716fd6bdd6
de.adorsys.ledgers	ledgers-middleware-service-impl	4.5		61a92cebce1f772d1d71120db0ae1d990494dad3
de.adorsys.ledgers	ledgers-middleware-service-impl	4.6		4f5d60aaef533ba18bfe3c18d98cd39df9285fb8
de.adorsys.ledgers	ledgers-middleware-service-impl	4.7		879cb0f00ee427d1c28e5c7441a2cb3150a5e40f
de.adorsys.ledgers	ledgers-middleware-service-impl	4.7.1		118b53e58425fa238103eecc7e390f272e98b041
de.adorsys.ledgers	ledgers-middleware-service-impl	4.8		09c4ad13f3d3d01da0637e996ffa3c56663483ee
de.adorsys.ledgers	ledgers-middleware-service-impl	4.9		56a1b6f3efaf92ca9537aedde3f265e9357f6797
de.adorsys.ledgers	ledgers-middleware-service-impl	4.9.1		2a2aca38c0befb2ade36e8e5f30349476d882484
de.adorsys.ledgers	ledgers-middleware-service-impl	4.9.2		4a71e484d895a1f388a7dbb63aa7385de57bb65f
dev.dsf	dsf-common-db	1.5.0		8bb810d131abf7709a6a84413de9e1c107b84b81
dev.dsf	dsf-common-db	1.5.1		8a6bda3728c16002bccb8c01debd2d8120c252c1
dev.dsf	dsf-common-db	1.5.2		d015b86e2666ef7dca5baec3549f4f42fad771f2
dev.dsf	dsf-common-db	1.6.0		d722290d662535f3fd03462b63554ffe0d61f570
dev.dsf	dsf-common-db	1.7.0		d4536ef1250b9c65d34444a6c359c17524cccc9d
dev.dsf	dsf-common-db	1.7.1		b4dde1ea1271d12c44206da548e1371646034f9f
io.aergo	heraj-transport	1.4.2		31bc025bfde259e657522472d910e5ba485e2670
io.aiven	aiven-kafka-connect-gcs	0.6.1		d5bd9f12b3773fd13c9ce5b7c45ee84175103a7b
io.aiven	aiven-kafka-connect-gcs	0.7.0		2ea5188d51bf83d287d9bd053a249d6263710101
io.aiven	aiven-kafka-connect-gcs	0.9.0		7ae53fa12741786f3640625bcbaac81df559d016
io.bitbucket.supportomateinc.smpp	bootstrap-wildfly	7.2.0		4dab4ff063847521b4ceb29a9e4cbd8ead60068d
io.determann	shadow-api-11	0.1.0		23f4062dd0aebdee5c47c16f5be04091c42cca59
io.determann	shadow-api-11	0.1.1		b64c4f244c6fcbfb2ceead2a549ad9062f21742d
io.determann	shadow-api-11	0.1.2		69a309e8f6c13467ed70fe9951c7b7b99374ec82
io.determann	shadow-api-11	0.2.0		fb636f52b772e8fa11724a4fc651ff89811ec4a5
io.github.alpcanyuksel	core	1.0		415853f74a283cbfba3052c2303b3c772c3b8758
io.github.alpcanyuksel	core	1.0.1		ef4d5b236f9f02d0292909bb2e647b5cf88eb0a9
io.github.andreypfau	kotlinx-crypto-salsa20-watchosx64	0.0.3		N/A
io.github.andreypfau	kotlinx-crypto-salsa20-watchosx64	0.0.3	metadata	57fde63439b76a9617c94f33b9d0cdd8108997ee
io.github.andreypfau	kotlinx-crypto-salsa20-watchosx64	0.0.4		N/A
io.github.andreypfau	kotlinx-crypto-salsa20-watchosx64	0.0.4	metadata	61f578860c539239396df2742409d4a4fa378265
io.github.chronoscala	chronoscala_native0.4_2.13	2.0.10		779255f05f755094c3ff0374ff2b7f8ff3b0a322
io.github.chronoscala	chronoscala_native0.4_2.13	2.0.8		8b410244ebafba57e12f97267963c6cbc31cbb0f
io.github.chronoscala	chronoscala_native0.4_2.13	2.0.9		27301102e2895829886638a9eb320f352afb2e6a
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	1999.10		f5f5a25b8e5bbfcb08b185230a639cdb7249f511
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.03		eee8273b7af1aa00191789d3bc3de1811e385406
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.04		1563fa3ce2885f2fe93623e489ea6da99351b26d
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.05		b4d389d408c54e3fb71495cf1fc6846e41ea7d03
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.07		6bdf9f3177dae4e4dc91064b9d6ba1a52120fe8b
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.08		e66e5a2619c2e50afd58ffb93865adada3933240
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.09		9b623d81706b580a20acd4a0704b3c0eb769b612
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.10		29f76b92ebf2e7d6b114354f518ef89cfd710095
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.11		811e23535776d17389b29415667a0371dfbdf582
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2023.12		eee6c82a3b2b0982663331cba83b3632131a717f
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.01		250d483473c0ba90b0db58f7b98e805aa3bfee5c
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.02		c0984b6fe731546abcb2788889b3e0157603315c
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.03		5f5a885c32b7cc301738897502f6f77d117b8228
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.04		0eed70222ac53fef8057e921d52cf2c91ac30157
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.05		c1db8e040485fd200b885f6e4a32cb74097dcd41
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.06		560ee69d7acaf47b409b50062557bc966734abbc
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.07		5b71fe55b02bb86474ccc3b6a6969bf172020b99
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.08		969a864e7c1fad2868d38bf1d6a6e70c8866c11a
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.09		29707a13c90a8cea73ca294316ac25450cffe319
io.github.shuigedeng	taotao-cloud-starter-facility-huawei	2024.10		4dfbea9d9d38686c08a1c1afc4e9e74abbea776f
io.github.shuigedeng	taotao-cloud-starter-ttc-circuitbreaker	2024.10		f791c8b53dcc1d1b6b2a5607223793a70d29d8b3
io.github.spring-cattle	cattle-cloud-strategy-starter-gateway	1.0.0-M1		bb992801992e792cd6ea54e39b614f21f0548cda
io.github.spring-cattle	cattle-cloud-strategy-starter-gateway	1.0.0-M2		903719a9300349310417675a6c0d7bde86b42990
io.github.spring-cattle	cattle-cloud-strategy-starter-gateway	1.0.0-M3		1d6f632f410f3656c87dac0973a5c10f659e97a5
io.github.spring-cattle	cattle-cloud-strategy-starter-gateway	1.0.0-M4		1a22bca8cdb8fb811dbf5a237ddd6be6060b400f
io.github.wjf510	kermit-watchosarm64	2.0.0-RC4-1.6.21		N/A
io.github.wjf510	kermit-watchosarm64	2.0.0-RC4-1.6.21	metadata	0d9b8a1ad2fa1c2c04f1b1ee5819d056ec56c38f
io.github.wjf510	kermit-watchosarm64	2.0.0.1-RC4-1.6.21		N/A
io.github.wjf510	kermit-watchosarm64	2.0.0.1-RC4-1.6.21	metadata	798ec7d8c0e734b23bd296d2e94ac9a3e6dcff3e
io.h8.borscht	borscht-template-apache-commons-text_3.0.0-RC3	1.0.0-RC2		c98cd2ee1b29f0b24efb228b0d47ba20c7f34976
io.mraa.at.upm	upm_water	1.2.0		N/A
io.mraa.at.upm	upm_water	1.3.0		N/A
io.mraa.at.upm	upm_water	1.5.0		N/A
io.mraa.at.upm	upm_water	1.6.0		N/A
io.permazen	permazen-demo	4.0.0		0c5e1a1b4e3f8138d2956f874a935b19cf75f30b
io.permazen	permazen-demo	4.0.1		8a18a793b815ab26cc9faa2d51b6109809cf45d4
io.permazen	permazen-demo	4.0.2		4bf82c44f3ff9a80e418bf16bd85540bc9685d93
io.permazen	permazen-demo	4.0.3		e7269160ddd00c573cba0bc1e45a805720140aef
io.permazen	permazen-demo	4.1.0		67e780d3bb85c79248c15e944586ca56cfc79136
io.permazen	permazen-demo	4.1.0	cli	2ef7dc43a1d05a26d9f9d9843921ba7f9973c00d
io.permazen	permazen-demo	4.1.0	gui	f4fe6f779f5f45695faca9cea26097aeed290abe
io.permazen	permazen-demo	4.1.1		8d7ecce09883e76f67e2ff60279b1f286353b53c
io.permazen	permazen-demo	4.1.1	cli	2cf79ca7575a5f4ba3edab3498f51cefdfa7cb88
io.permazen	permazen-demo	4.1.1	gui	ebff8f2225e47063790b4227eaaa2f2b2c829502
io.permazen	permazen-demo	4.1.2		2dccd4deddf5cab8360302ee5b4fd22f6567b66f
io.permazen	permazen-demo	4.1.2	cli	0e97e45544002eef0ba59fc2e91943f97bb3ed30
io.permazen	permazen-demo	4.1.2	gui	16e01f362b41bfc98b02e2ee253073e82b602b91
io.permazen	permazen-demo	4.1.3		535ccf5501b7c33094d05c7a4d0ce24eddfeac5d
io.permazen	permazen-demo	4.1.3	cli	52dbc601b3cc0c236a85863eca93e98f41feffd7
io.permazen	permazen-demo	4.1.3	gui	c997641a6a3431bb61123c5837c39d16d14166f1
io.permazen	permazen-demo	4.1.4		f91a2a1559f9db976c8a98ca8dc937a864768073
io.permazen	permazen-demo	4.1.4	cli	43cbe68cb5ea47dda5eb3aa42c5171a7130cff6f
io.permazen	permazen-demo	4.1.4	gui	7da706480a9286d55368982c8bc4e66dbd83f602
io.permazen	permazen-demo	4.1.5		2f570a4bb43f7cd584726667611f5303ab035bab
io.permazen	permazen-demo	4.1.5	cli	d059a4d809aab3cecfe3043b154b869451e80df8
io.permazen	permazen-demo	4.1.5	gui	22f1a5136a510b15d96a58cf0ec25fd5c97f683a
io.permazen	permazen-demo	4.1.6		227428d920a3cc0b544a5df44d3ff9089eabbad0
io.permazen	permazen-demo	4.1.6	cli	7f6d448ea32295fce8299f38921df83fa5531a64
io.permazen	permazen-demo	4.1.6	gui	6c76c6cf7ed9abad54e53ff0fc1e3ad85510573b
io.permazen	permazen-demo	4.1.7		cafca8238785e0d56990e0bf4e8fed7a80b18810
io.permazen	permazen-demo	4.1.7	cli	82a62efdab0265f4de18a8f697859e74e5f51569
io.permazen	permazen-demo	4.1.7	gui	1748fbb804f3e9662fad7a2dd2332440faef51bd
io.permazen	permazen-demo	4.1.8		4ef90416553b13d621e40b4e85b36a41411b9d71
io.permazen	permazen-demo	4.1.8	cli	c7d2a1766dd8cf40ddb8a37f3f32d5e418c17d43
io.permazen	permazen-demo	4.1.8	gui	ebd21f1c28ed78b52b0b64b8f0811221040856f3
io.permazen	permazen-demo	4.1.9		148b405de121da629b4f2a8d345b5c04d78c84ea
io.permazen	permazen-demo	4.1.9	cli	1378cb6a4acb17815ae2f70b95c22c9b45ae9d15
io.permazen	permazen-demo	4.1.9	gui	cd5bb53aa87f367c1a5ba494fd8ab559deedfeaf
io.permazen	permazen-demo	4.2.0		4e1fd1163b1cda92f3f8ff5c477d368e606d0eb3
io.permazen	permazen-demo	4.2.0	cli	0a5b5289313543977e53dd014c21d7f0a466af60
io.permazen	permazen-demo	4.2.0	gui	5cf195a6dff45eed092056f63cab3ebb497be456
net.wetheinter	xapi-dev	0.4		3975e4a5992d844fc84f57527ffb134c3e8748b6
net.wetheinter	xapi-dev	0.5		457eb87a317a803193a62f8586b7f878b19e1930
no.systek.dataflow	dataflow	0.1		d8e9ae465fc91990176e5cf082c03afd6433640c
no.systek.dataflow	dataflow	0.2		f27649f461fde04f801676c64d272317f93fe9e1
org.aoju	bus-cron	3.0.0		9c2be66c2d05a4665c00bdf3248be82e93e4967b
org.aoju	bus-cron	3.0.5		75622dcd9d4cb5af49ba28b7f42383d2ad69f112
org.aoju	bus-cron	3.0.6		de16d9d99aeb0ea187e13952b44eb9b63c82d4e2
org.aoju	bus-cron	3.0.8		e36786a8cd93be369eb82aedbc9c74a786bb21ec
org.aoju	bus-cron	3.0.9		c152a3f8775a4523621f3d31ecfdc5f95e6d67a5
org.aoju	bus-cron	3.1.0		3e38ab937cca53336f6ae634294f4bf3fa837d9c
org.aoju	bus-cron	3.1.2		579e236cffc490038cb6d055561d42db1b73e3b9
org.aoju	bus-cron	3.1.5		f011a58db72d98cc3cf2da8361aba43de180a381
org.aoju	bus-cron	3.1.6		2871ae10ab86220a7093badb2152adf80b200834
org.aoju	bus-cron	3.1.8		0d984c4bd797ad9147e30ef6b0b745b6fecb2f39
org.aoju	bus-cron	3.1.9		3f1100fe2198f04e516907a4af820adbb9bb471d
org.aoju	bus-cron	3.2.0		837364a409b274b020f229ee33e28ae3bb19f055
org.aoju	bus-cron	3.2.1		c665c6a51dd50e70ba3eb80f47ecc6271e48f026
org.aoju	bus-cron	3.2.2		62c45f71e11aff315354d125a6ae8ac8f9f4e1f7
org.aoju	bus-cron	3.2.5		00deb4b1253eb69f5e4f1583f723fd6f156d6d92
org.aoju	bus-cron	3.2.6		69db0584fc7bec3c6de33d10f5c36c40422b0015
org.aoju	bus-cron	3.2.8		8b3401b74de5ba868fea1c0096d789d23385735f
org.aoju	bus-cron	3.5.0		5c697d908e2b73be12d53aeb0b6161c5b7cacf75
org.aoju	bus-cron	3.5.1		87e2c74024fcc8d66e7bc5e72808395d9721e526
org.aoju	bus-cron	3.5.2		b815466d731794c888c7286ffb3ea98b0bc55412
org.aoju	bus-cron	3.5.3		300f643395cccc36f3cef7a23db2cf2bcb563857
org.aoju	bus-cron	3.5.5		6077c567da6cbd783c33af7fb71f6d32d991b061
org.aoju	bus-cron	3.5.6		a8f1ae153bcd6108eeb4f568ecc029adb52c5bab
org.aoju	bus-cron	3.5.7		ae509e3cf7a363d7ceee0eed79c570ace8a305b0
org.aoju	bus-cron	3.5.8		5927f1198ea6134a0e6faf0c5e6747375bf7ed97
org.aoju	bus-cron	3.6.0		2f0064ad769ffd56dac66a4285c2e06116f3d845
org.aoju	bus-cron	3.6.1		91e761c503375500d4d2e539137e26c846b37265
org.aoju	bus-cron	3.6.2		9a5ad79aa3f3badded35f2679b3277c10e745c83
org.aoju	bus-cron	3.6.3		03cabb116fa7362cb01793a40d4db9aff79a8214
org.aoju	bus-cron	3.6.5		07933833539a9a1bbb472e1119c8fd76a2d8e7fa
org.aoju	bus-cron	3.6.6		f863a2c4c9d90a107f7c768cd9982a7df1876693
org.aoju	bus-cron	3.6.8		de3d67c47c83cc17d78d139ee7ca3e90eb505787
org.aoju	bus-cron	3.6.9		a56a4ae06fe8f1b5dd3b95f32b1749e259de8dfd
org.aoju	bus-cron	5.0.0		a17a14d10f25d861c5c229888c93665bd51b35f6
org.aoju	bus-cron	5.0.1		3a62f2c2c9465d578932d02ba6969c2564b3e26e
org.aoju	bus-cron	5.0.2		accce5d0c2aa305e8c49efbd2245aebbf9059fd7
org.aoju	bus-cron	5.0.3		6198b500e43c346146cd011cf283559d69905bac
org.aoju	bus-cron	5.0.5		d1d27576bbaabdeb565e6c0a3a06e7ce772b3a08
org.aoju	bus-cron	5.0.6		f66260f8ea4a116e089609630e67a231c7564496
org.aoju	bus-cron	5.0.8		1b2a5d0648b795315df2fa7a01086b0e2aa1ee8e
org.aoju	bus-cron	5.0.9		a21564efa6410efd4dbd63f862798d6aab90effe
org.aoju	bus-cron	5.1.0		872733ff839ca460b9b9597ae6eaa9ca1f83778c
org.aoju	bus-cron	5.2.0		32f2f3bbc8cf7ee9e889272ad527ea5685df3d21
org.aoju	bus-cron	5.2.1		568c023cb4c77d217a2edfcba73ac49c071be45e
org.aoju	bus-cron	5.2.2		15a59c34d09dff864c98ca34e67bf9cf2a1c2e67
org.aoju	bus-cron	5.2.3		7fbb978a2c651efa4460ff7034bbb99f5e10cb90
org.aoju	bus-cron	5.2.5		7fb68a30c60a31179afc79435e899a153b3d5b61
org.aoju	bus-cron	5.2.6		cd60361bc274b6bbe6b366a110b6155ea5bc1097
org.aoju	bus-cron	5.2.8		a04f7ea5319fbc6af655c99b55cf2d6ab7f1a93c
org.aoju	bus-cron	5.2.9		bcececfc4e2e4442b27403504bef7821b4541e2d
org.aoju	bus-cron	5.3.0		dfeb08195f627e6081ca4008e74cc0bee29ad585
org.aoju	bus-cron	5.3.1		5b4238ccefb994861ed9a487857f075889efe8c2
org.aoju	bus-cron	5.3.2		bc8f51efc6dad883a58c837ba0ad760f645b4b0e
org.aoju	bus-cron	5.3.3		4d259a2ef01132fc710e37e728ba540e5eff4d1c
org.aoju	bus-cron	5.3.5		bae9a8f32863e126e54a7fa1ff8de4f577186081
org.aoju	bus-cron	5.3.6		94cf5bfd51ebb7f2a1dd42043b52d96771bb0176
org.aoju	bus-cron	5.3.8		391f9ccd5dea0bd3e931b8bf6ab771b90c5429fd
org.aoju	bus-cron	5.3.9		5411462f6ea2e84cb25fa29c05db4da8e349a77f
org.aoju	bus-cron	5.5.0		925123f959b2c0727a9f89ca9e3d934c338c1b24
org.aoju	bus-cron	5.5.1		d731961b250043fdc5619fd17ec6af5c85b87843
org.aoju	bus-cron	5.5.2		31723e1176d95253b22632362b90f3124e482dd1
