be.vlaanderen.informatievlaanderen.ldes.ldi.nifi	sparql-interactions-processor	2.12.0		N/A
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.30.0+0.0.6		af72ec97d7dbbc25f9777760ffd0ccfaf8cd05c9
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.31.0+0.0.6		c1d2969d29a6df4275ff19858a7215a262dcdf94
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.32.0+0.0.6		390fc2da0262803ef552ce33f37839272c67bf6a
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.33.0+0.0.6		d1a85d00a6265bd96e90c7f57afb55494e28be6a
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.43.0+0.0.6		03fac14f075065ef209984d7c0b8cf46e1187b8c
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.44.0+0.0.6		69b6a80ab80e93e994d10ed846e79e0703000d5c
io.chrisdavenport	http4s-grpc-google-cloud-bigquerydatatransfer-v1_sjs1_3	2.45.0+0.0.6		3dbc7c2a26a2368ae14cf241bbd0ad66a49d344e
io.ep2p	encryption-core	1.0.0-RELEASE		4c9103644f14a0d2ac0558cb9aa14a87b73e3421
io.github.dawdler-series	dawdler-es-core	1.0.2-jdk1.8-RELEASES		9f3f2b7d32a2ae8c67baaba0acba4a0837981346
io.github.dawdler-series	dawdler-es-core	1.0.2-jdk17-RELEASES		12654c0b86c050dd3405e259717347b2219bb821
io.github.dawdler-series	dawdler-es-core	1.0.2-jdk21-RELEASES		ed208759eece877e95f4546e64dce4e2bc259896
io.github.dawdler-series	dawdler-es-core	1.0.4-jdk1.8-RELEASES		339bb3666ddc30d59c8bc4bc35929a039cbd10b2
io.github.dawdler-series	dawdler-es-core	1.0.6-jdk1.8-RELEASES		997c3df4eb8e04fbe42921328a8eeb6ed89a5d5f
io.github.dawdler-series	dawdler-es-core	1.0.6-jdk17-RELEASES		f9c0b852e94b7234c50dbb388f56e4df68eecbbc
io.github.dawdler-series	dawdler-es-core	1.0.6-jdk21-RELEASES		0f2e7766d6a95445fc11209d7001d6b686d9f109
io.github.dawdler-series	dawdler-es-core	1.0.7-jdk1.8-RELEASES		4898590292fbfe42ae9e5f490dd5130bfca68872
io.github.dawdler-series	dawdler-es-core	1.0.7-jdk17-RELEASES		da3b4e4d49710354f34948be1dc10e9ec3fb2970
io.github.dawdler-series	dawdler-es-core	1.0.7-jdk21-RELEASES		6073cb1ac0faea3e1bbf5633db779ba716cf8ff9
io.github.dawdler-series	dawdler-es-core	1.0.8-jdk1.8-RELEASES		c9c858203e313cd09809a1ddd94691414c8f1ab6
io.github.dawdler-series	dawdler-es-core	1.0.8-jdk17-RELEASES		fb69367cc2b1fc2c5ca33fd65cfeea260151fa45
io.github.dawdler-series	dawdler-es-core	1.0.8-jdk21-RELEASES		33f02fdaced9c08108f138c339cf522e86d921c8
io.github.dawdler-series	dawdler-es-core	1.8.2-jdk1.8-RELEASES		83593da8543986f4f3aa34aca576788e32db80e2
io.github.dawdler-series	dawdler-es-core	1.8.4-jdk1.8-RELEASES		73f7dfef17825a814d84f7a76dcf9d275f112c87
io.github.dawdler-series	dawdler-es-core	17.2-jdk17-RELEASES		44f527d27ab09249026ac4f89eba2165e213888a
io.github.dawdler-series	dawdler-es-core	17.4-jdk17-RELEASES		48fff279fba000a5abcb726b21192f0bf23733df
io.github.dawdler-series	dawdler-es-core	21.2-jdk21-RELEASES		0b255ad0b85cc5738d781c17a90bb652f5b40cea
io.github.dawdler-series	dawdler-es-core	21.4-jdk21-RELEASES		45cbb37ee5f7c562c62010ee3fc5b3603eede846
io.github.devallever	permission	0.0.1		N/A
io.github.harishb2k.easy	lock	0.0.35		08136d56dd3e89639aeb5a41201c3bd108a153ac
io.github.harishb2k.easy	lock	0.0.36		a57f42148801c50f54dcfbdb413a0faf62e9b237
io.github.harishb2k.easy	lock	0.0.37		b9d4997707595b88beab3fd4ee125c17f8b4e5ab
io.github.harishb2k.easy	lock	0.0.38		7ad74b8ebd3ec64e68afc37cc1e82499cc16bfe5
io.github.harishb2k.easy	lock	0.0.39		48d598c1b500e1966b27d6e66999f22637d9243b
io.github.harishb2k.easy	lock	0.0.40		7e7ec8bf23b1849534aa59edbe73f4ad7c1f95bf
io.github.harishb2k.easy	lock	0.0.41		7478eba9710100c2fb277f7b1da2ca3f9d2b4f19
io.github.harishb2k.easy	lock	0.0.42		6a939acc8c89cd451ca64701f1118639f7d4a307
io.github.harishb2k.easy	lock	0.0.43		1ec2bf2d7ab04418f8b1c280244ec920fddbbb42
io.github.harishb2k.easy	lock	0.0.44		770ed090aa87fb019f98fbbcba64dd8c29f8b15c
io.github.harishb2k.easy	lock	0.0.45		52faec71d6aeded016bb487af2740844d7ebd7e2
io.github.harishb2k.easy	lock	0.0.46		23ca520837b41eff7056541ff8a54ca33b7c30e0
io.github.harishb2k.easy	lock	0.0.47		b9a1479fd3236e445edd265dc12a004455307fba
io.github.harishb2k.easy	lock	0.0.48		2b3c76dab66b07fd2ac51940639e383b6f1a7cf7
io.github.light2dev	light-common	0.0.1		17d4434875ea073dd5a4d091cfe6df0a7d32033e
io.github.light2dev	light-common	0.0.2		a01d35e6ab84301d3d28de3ab9591c8312eecbfd
io.github.raedbh	spring-outbox-core	0.1.0		a542b3d98e081d8929e38b1c42d1513619cd51f1
io.github.raedbh	spring-outbox-core	0.2.0		0c37d20289d8232d7984b2a2d75703f583b1b963
io.github.raedbh	spring-outbox-core	0.3.0		f0e33982eb1d19e2dabcd2e55d8ae9fc64188416
io.github.raedbh	spring-outbox-core	0.4.0		183840c81040055d3a71b3aced1967295bcfe1b5
io.github.raedbh	spring-outbox-core	0.5.0		c2cd4e7c55f7d3705d174335d446dc97593bbabd
io.github.reporting-solutions	org.eclipse.birt.core.script.function	4.8.0		c0f9e33a8f307283cdd3030b51eb838001dcf0f3
io.github.sun-12138	comfyui-spring-boot-autoconfigure	1.0.0		4996a9200f3c5153fe6254d6002479830f539b61
io.github.sun-12138	comfyui-spring-boot-autoconfigure	1.0.1		3508fc5f7fce9968048c83c76394bf5d04a990a0
io.github.sun-12138	comfyui-spring-boot-autoconfigure	1.0.3		e69e6e66b850ba3a55aab1e6edc039150c7344b5
io.github.sun-12138	comfyui-spring-boot-autoconfigure	2.0.0		bf35fc2e4aaf7ca52daf20e9508e5823b5147fb1
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.4.2		N/A
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.4.2	metadata	2d7e5b581fc22acd1c3f9012468326f04b218f4c
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.4.3		N/A
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.4.3	metadata	0905af497451c4bdd6dc1131b87943ae7a873d4a
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.4.4		N/A
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.4.4	metadata	07423b7704f2934579f3d51beb7f055accbc954c
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.5.0		N/A
io.github.vooft	kotlin-kafka-client-lowlevel-iosarm64	0.5.0	metadata	e6206e6e3f4e2af673ea617ba64732d89d572173
io.github.wum1n9.gurusdk	shared-android	0.0.3		N/A
io.github.wum1n9.gurusdk	shared-android	0.0.4		N/A
io.github.wum1n9.gurusdk	shared-android	0.0.5		N/A
io.induct.bricks	bricks-ddd	0.1.0		da7e96ccf372049946ddfacf01457cb23a8128ca
io.ktor	ktor-server-auth-androidnativearm64	3.0.0		7ab3cf2ce807d4fe89b6b8375e2121d8b470cc4e
io.ktor	ktor-server-auth-androidnativearm64	3.0.1		5c1662c9c1582e6dde6210bb9d6efffe1ba4f861
io.ktor	ktor-server-auth-androidnativearm64	3.0.2		057370c1020f2d25214d09c107f7b04123ea41cf
io.ktor	ktor-server-auth-androidnativearm64	3.0.3		236087ee15f55d590c390e85d9d16ac87fedbeca
io.ktor	ktor-server-auth-androidnativearm64	3.1.0		9c7456da174d38dc8cfa227d13bfbbe79543366f
io.ktor	ktor-server-auth-androidnativearm64	3.1.1		fede44b0f1487dd925915b259a422d3750f6e495
io.ktor	ktor-server-auth-androidnativearm64	3.1.2		172e44830bfeb3f400ad7e966c8eaff6a24e4c3b
io.ktor	ktor-server-auth-androidnativearm64	3.1.3		06411b97e7eebc7e475a912a0b2c7849b4a58883
io.sniffy.influxdb	parser	0.0.1		ea5580dff33d102828fb88dc1378b32c393052a3
io.sniffy.influxdb	parser	0.0.2		a1665ab39c0dfdc1d74d7b4581974dd8629b01ac
io.sniffy.influxdb	parser	0.0.3		b280220810040cc7b4a279bbf1503845874edeee
ir.msob.jima.storage	storage-ral-minio-beans	1.1.1		b89f533fe22e0b01cb55d2ca1de49e7b45b3ec83
ir.msob.jima.storage	storage-ral-minio-beans	1.3.0		ed7386ecfb8b62233a7507b056dc7006bda04518
org.apache.apex	apex-app-archetype	3.2.0-incubating		afb8d78329408c41610472f1617344fc211fd193
org.apache.apex	apex-app-archetype	3.2.1-incubating		d0759e26fe3bfd90fdc276185041c39c3cc5dab3
org.apache.apex	apex-app-archetype	3.3.0-incubating		e69023b5c6390846e867409629842b70a27a71fb
org.apache.apex	apex-app-archetype	3.4.0		066f99593555cb6a5d1187a7bc5550fdd3179797
org.apache.apex	apex-app-archetype	3.5.0		25c06ffc011534e9588158c26be33a3d3f28ab4e
org.apache.apex	apex-app-archetype	3.6.0		6bb502526e85b529e6aae95cd430f8bd75afa9e7
org.apache.apex	apex-app-archetype	3.7.0		594c2b3cd15f8fef3c3b1560377f29625c408a1c
org.apache.archiva	archiva-scheduler	1.4-M1		N/A
org.apache.archiva	archiva-scheduler	1.4-M2		N/A
org.apache.archiva	archiva-scheduler	1.4-M3		N/A
org.apache.archiva	archiva-scheduler	1.4-M4		N/A
org.apache.archiva	archiva-scheduler	2.0.0		N/A
org.apache.archiva	archiva-scheduler	2.0.1		N/A
org.apache.archiva	archiva-scheduler	2.1.0		N/A
org.apache.archiva	archiva-scheduler	2.1.1		N/A
org.apache.archiva	archiva-scheduler	2.2.0		N/A
org.apache.archiva	archiva-scheduler	2.2.1		N/A
org.apache.archiva	archiva-scheduler	2.2.10		N/A
org.apache.archiva	archiva-scheduler	2.2.3		N/A
org.apache.archiva	archiva-scheduler	2.2.4		N/A
org.apache.archiva	archiva-scheduler	2.2.5		N/A
org.apache.archiva	archiva-scheduler	2.2.6		N/A
org.apache.archiva	archiva-scheduler	2.2.7		N/A
org.apache.archiva	archiva-scheduler	2.2.8		N/A
org.apache.archiva	archiva-scheduler	2.2.9		N/A
org.apache.cayenne.modeler	cayenne-modeler-win	4.0		dbbe79cc315eea3b8da7a1e913f4d66b840d81fd
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.1		c324aebc8e81a861205bf0ef8f7d922783d5621d
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.2		4843657bfa409c651cff64927088d7b707f0138d
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.3		46873e24ed773c113a3af82b79084ea55562f421
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.B1		936f65a077e46b6c3f11fb281044eccf0cd4e601
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.B2		ab9fa10d9474993f03791175e10d77be3ce4fb63
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.M2		ce577a6a1ddcbf18be703c9619f71bf9f903baaf
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.M3		0354ef0e7947cdb65bae01bf4c23770c666c9fcc
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.M4		aff59f8000648ad3762d3224910c6b4b098e4b1d
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.M5		88300c2c756af29149423e484b6c787337c9719e
org.apache.cayenne.modeler	cayenne-modeler-win	4.0.RC1		b370fd9999d701186001e3c41c7f4c6b396c1538
org.apache.cayenne.modeler	cayenne-modeler-win	4.1		1039e53267d51c74fedb55e47c4bb94045bde980
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.1		612a27112cebdee6dea2286a2d8001431e9ec665
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.B1		f90c36fe3a527a63442f1cca84fb03440ec3c454
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.B2		87e330e33d0d9dee3e2fcf9172d9c3478ed42a5d
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.M1		22291a243c33f604da0b2175012e05cc196dad5c
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.M2		7c3d474cacbaaf47edc74286edf01bd4ba8616c9
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.RC1		1e5528a9e511dc611cdccccbbda495738fb7501f
org.apache.cayenne.modeler	cayenne-modeler-win	4.1.RC2		845d8c4addd74fb663eb7e4690e87aeeb7725436
org.apache.cayenne.modeler	cayenne-modeler-win	4.2		b5fb31a8f837d123f9ab5865fac85549976a6197
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.1		4864972b82893feb28a80ab8a621e8163b306bce
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.2		1bade47637ed6c4844fb7ad626d798567d1420eb
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.B1		686bacb984b278454075e828bcc7f269c02f6061
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.M1		5ac1093489fb60dc3b78c88cad93b6ca742953e0
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.M2		8ffa25fa5b9dbbc6778ced4e04ffb50c98cdb631
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.M3		68d5f14745090883c53c00c5e27f92e57ca85649
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.RC1		1734d94b80541f13d1b4dd5064b796f87e93ba53
org.apache.cayenne.modeler	cayenne-modeler-win	4.2.RC2		b6c74ae7b4070e882fd95139bbf9d20f99e1c3da
org.apache.cayenne.modeler	cayenne-modeler-win	5.0-M1		44002e89d72c038205cec428e72ba34f6b731f62
org.apache.flink	flink-cdc-composer	3.1.0		808377f670aeb174cf174c2d853fb25e460ae0e4
org.apache.flink	flink-cdc-composer	3.1.1		1ad0d99006381687568da1a597718d1856c6516b
org.apache.flink	flink-cdc-composer	3.2.0		b936fc98c8a0ad3e22214eadea658c8949487607
org.apache.flink	flink-cdc-composer	3.2.1		1f41255e30521ecf5ae81ef3b11df46143c21e4a
org.apache.flink	flink-cdc-composer	3.3.0		f7392d3c190ff72fda4e18237fe1e4635cadabff
org.apache.flink	flink-cdc-composer	3.4.0		9b70639bf1ac757a7e37e8181715464f82ae03d4
org.apache.geronimo.framework.assemblies	assemblies	2.2		N/A
org.apache.geronimo.framework.assemblies	assemblies	2.2.1		N/A
org.apache.geronimo.framework.assemblies	assemblies	3.0-M1		N/A
org.apache.geronimo.framework.assemblies	assemblies	3.0-beta-1		N/A
org.apache.geronimo.framework.assemblies	assemblies	3.0.0		N/A
org.apache.geronimo.framework.assemblies	assemblies	3.0.1		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	1.0.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	1.1.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	1.2.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	1.3.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	1.4.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	1.5.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	2.0.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	2.1.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	2.2.0		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	2.2.1		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	2.2.2		N/A
org.camunda.bpm.extension.examples	camunda-bpm-identity-keycloak-examples	2.2.3		N/A
org.dashbuilder	dashbuilder-dsl	7.52.0.Final		8f7371c615d0acc978f9ce7825a63daf66aef25f
org.dashbuilder	dashbuilder-dsl	7.53.0.Final		eb73248debb7d767067113fa8fba9656c3a52e30
org.dashbuilder	dashbuilder-dsl	7.54.0.Final		312640dd9a4432c7e1737e191595a154ad94cf28
org.dashbuilder	dashbuilder-dsl	7.55.0.Final		3bbed66cae4d92e8d294789a092a1f4e7da84291
org.dashbuilder	dashbuilder-dsl	7.56.0.Final		a6c933b2c2933216bb2036f291216e61dcc9ea9c
org.dashbuilder	dashbuilder-dsl	7.57.0.Final		85bac623c3ed1971a2f625feb60075ac6c1b5a87
org.dashbuilder	dashbuilder-dsl	7.58.0.Final		5c2d7702e9119d1359955d1c0f614fbc7bb39ff7
org.dashbuilder	dashbuilder-dsl	7.59.0.Final		1e3f93b8c5402ad1fb2c1b7f0bd4b9457e704ad1
org.dashbuilder	dashbuilder-dsl	7.60.0.Final		ab42e5ec428e7b047c564162e790ebf96d2faf33
org.dashbuilder	dashbuilder-dsl	7.61.0.Final		a5f7fa730d1fff89c12e74d792ef1833331d7ad1
org.dashbuilder	dashbuilder-dsl	7.62.0.Final		44d42362f45263425b47a08cf5df765470499df2
org.dashbuilder	dashbuilder-dsl	7.63.0.Final		6ba0024fe95054d30a27789c5dd4b7c77c5cd1b7
org.dashbuilder	dashbuilder-dsl	7.64.0.Final		c75868069cf0b96496214341526fdc61a9271d22
org.dashbuilder	dashbuilder-dsl	7.65.0.Final		e130104a448b17723cab0e478b011f4c04320035
org.dashbuilder	dashbuilder-dsl	7.66.0.Final		ea20d7b7cd5021cce2f87cce05aad5dedc159c9e
org.dashbuilder	dashbuilder-dsl	7.67.0.Final		497ed29878657bdaa63a3b68e7b4a119a605b54b
org.dashbuilder	dashbuilder-dsl	7.68.0.Final		befe811405525e0a5d1e54298468bf4ab09a36dd
org.dashbuilder	dashbuilder-dsl	7.69.0.Final		cfc859b8c9324c7bf345df3511d7409c2d4a69bd
org.dashbuilder	dashbuilder-dsl	7.70.0.Final		cf7a6cbc8148e3cfd71b0f23d31e9b8b5d111686
org.dashbuilder	dashbuilder-dsl	7.71.0.Final		607fb9ed81b4ff3156a8331a8d9edacf994c0024
org.dashbuilder	dashbuilder-dsl	7.72.0.Final		a922515ca1398b8ae533b3a5523e163b661006b7
org.dashbuilder	dashbuilder-dsl	7.73.0.Final		c586a8cc25b15cfb01ddd405a78ab95210861c5b
org.dashbuilder	dashbuilder-dsl	7.74.0.Final		ee1da097bfbea038cce68a5b08c98a55f26e65ba
org.dashbuilder	dashbuilder-dsl	7.74.1.Final		20777cd3b25e590f5cdd492f9ca4e4ae9b9fc356
org.eclipse.che.plugin	che-plugin-yaml-shared	6.10.0		9ea943faba583fd4b0ad2e438fcae556cb006c8c
org.eclipse.che.plugin	che-plugin-yaml-shared	6.11.0		988321adc80d860e0b53c8296ad758fc4a3c58fb
org.eclipse.che.plugin	che-plugin-yaml-shared	6.11.1		ad12ec561914af6bc5a7bda552ebf0e8462344e2
org.eclipse.che.plugin	che-plugin-yaml-shared	6.12.0		7936887d620940c52d5850f42f409f8e8d07e0c3
org.eclipse.che.plugin	che-plugin-yaml-shared	6.12.1		4c172f743fe3abc45cd79177869de4041a12d7e6
org.eclipse.che.plugin	che-plugin-yaml-shared	6.12.2		fad6cdf5fd521e0d79958af339aaeb73a375c765
org.eclipse.che.plugin	che-plugin-yaml-shared	6.13.0		41cec75f0aa9dbaccee0e891ac0c6f36d1c78f15
org.eclipse.che.plugin	che-plugin-yaml-shared	6.13.1		e405022a34ee573a1eabed9fac7f7e06ada9b742
org.eclipse.che.plugin	che-plugin-yaml-shared	6.14.0		def202265b3da7ea5cd91784a6dd0d1d40358456
org.eclipse.che.plugin	che-plugin-yaml-shared	6.14.1		416f5385865a4cf5256c63121d0c607930bb132a
org.eclipse.che.plugin	che-plugin-yaml-shared	6.14.2		6f4881ebf9fe4e9166afa4d84c4acb16816e36e8
org.eclipse.che.plugin	che-plugin-yaml-shared	6.15.0		1351af7c3dc5ecfb4a58a7f25b5d0f5fe6b229b0
org.eclipse.che.plugin	che-plugin-yaml-shared	6.16.0		00ae3e372ce215d22b2f4fa63b5becfbf3c75371
org.eclipse.che.plugin	che-plugin-yaml-shared	6.17.0		29bcfb8dbaa557ea6b030ff811174ac685cd85bd
org.eclipse.che.plugin	che-plugin-yaml-shared	6.17.1		5613ab0fc2ed418bb71b1375d8b327c6a9c985de
org.eclipse.che.plugin	che-plugin-yaml-shared	6.18.0		6dcf15d6dc0e74266573b57a1c4bdce1196f3578
org.eclipse.che.plugin	che-plugin-yaml-shared	6.18.1		37a9c78072febe80d01c73ad01e199b7a2857567
org.eclipse.che.plugin	che-plugin-yaml-shared	6.18.2		1ec6b10ee5d3b9618ec420af8e1b8b8a1a8b0bbf
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.0		a3e665fd7d13a43a64bb4f1fa6138ec3e9fa5f21
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.1		6e39456c12d6a0d35ccb66b01a38e0d4fc439380
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.2		c9c3ac729ad1383893355265b74f4649fc63a027
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.3		481709e61679d4ee3312799bd5d92b8e1a3e96e0
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.4		02eb32379ece0bfa11dbe9336399d02c0e84ef3b
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.5		db5d1f75a1901cc717b1f444f71cccb1ca3d5802
org.eclipse.che.plugin	che-plugin-yaml-shared	6.19.6		d7bec85d6624edc997d8e4fcb7a2bf728dd0dfa9
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-RC-1.0		9bfa8ab8ae2f7f95ebf6aff7b24c5103670252c5
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-RC-1.1		18a0010d4cefc75bc831cca65739de98c59a62a2
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-RC-2.0		8d89622ec57153f69eb6809b81078888fc8cf760
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-beta-1.0		f44f756fbef4ac1cad9de12e0c812c3901338d21
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-beta-2.0		765ca777c8f703fa6a8d57e2fc1e2a19bcdafffe
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-beta-3.0		ad60ad8deda6856d537028b85a8702527b1321f4
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-beta-4.0		bdf5d0581f0714c675d00806f56de7df23f22486
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-beta-5.0		50483bb5e5cc08b2b4f2f776290ed529a2892a09
org.eclipse.che.plugin	che-plugin-yaml-shared	7.0.0-rc-3.0		114ad431782e22e07e2670032fe769ced4e6e963
org.jboss.arquillian.extension	arquillian-container-spring	1.0.0.Alpha2		344d6c1a16746983407d0da59f8370e723989d37
org.jboss.narayana.blacktie	blacktie-common	5.0.0.CR1		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.CR2		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.M2		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.M3		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.M5		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.M6		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.0.M8		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.2.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.0.4.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.1.0.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.1.1.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.2.0.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.2.1.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.2.2.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.2.4.Final		N/A
org.jboss.narayana.blacktie	blacktie-common	5.2.5.Final		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.Beta1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.Beta2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.Beta3		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.Beta4		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.CR1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.CR2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.1.0.Final		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.Beta1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.Beta2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.Beta3		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.CR1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.CR2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.CR3		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.CR4		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.2.0.Final		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.3.0.CR1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.3.0.CR2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.3.0.Final		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.4.0.Beta1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.4.0.Beta2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.4.0.CR1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.4.0.CR2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.4.0.Final		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.5.0.Beta1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.5.0.CR1		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.5.0.CR2		N/A
org.kie.modules	org-yaml-snakeyaml-main	6.5.0.Final		N/A
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.0		c74867f10353dce335a2b140840894464ad6488f
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.1		f5fb6826908f9435780a8d4b720424fd5b08b930
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.10		a3a2987861ac0f96f82c235ca9a9de04996b0922
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.11		ef950ca095fa5879cc39daa66f5e026f74f6a766
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.12		db5847fbcdf72d5821dd95337c4f107eb492bad5
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.13		2035d882dc201897059d85ddd37a92d48569056e
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.14		5a9f2525333c3868d428cce64bc6a9e6c6c0f62e
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.15		41d06ef2868cec7fa67d06fb0a30ce412a18a825
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.2		3e7ea410bee8109e54c0c24fe0f38f7230302d01
org.kill-bill.billing	killbill-platform-osgi-bundles-influxdb	0.41.3		358f5602fedf9467355da154f9f7de6a13ca4192
