br.com.objectos	metainf-annotations	0.4.0		ff706e50d3e2f8c52c63cedf96b67b124e1ceee3
io.streamnative	pulsar-client-admin-api	3.0.2.6		b40b33ff1bc3587a45b44c4d905badb27b82a08d
io.streamnative	pulsar-client-admin-api	3.0.2.8		a51e6bc10a6c791919e8ba169087a223b74df2d6
io.streamnative	pulsar-client-admin-api	3.0.2.9		b1868cc9311c7dc17b4a0b488472b38ae042d40a
io.streamnative	pulsar-client-admin-api	3.0.3.1		128e93ff42dc63ee730f36989d99ceecdb1d60bb
io.streamnative	pulsar-client-admin-api	3.0.3.2		59ee4128b2e2746ca73a469b2759cd5f3cf52686
io.streamnative	pulsar-client-admin-api	3.0.3.3		f6208185c3ecf651ddbb8a938b5aeb4a561d9aa6
io.streamnative	pulsar-client-admin-api	3.0.3.4		481035c8b0cded6d08d43419f4ce154de7d7901f
io.streamnative	pulsar-client-admin-api	3.0.3.5		298e9e33fed0a2c2380c80ee8049d38ebeb7a7e2
io.streamnative	pulsar-client-admin-api	3.0.4.1		b6361ea4bb8e5715af9fe7d294a9a147704194ed
io.streamnative	pulsar-client-admin-api	3.0.4.2		3915bbec1fd373b0990278ae685928eee2e37850
io.streamnative	pulsar-client-admin-api	3.0.4.3		15e93656b8350ba7ea823391cfce30962c941a96
io.streamnative	pulsar-client-admin-api	3.0.4.4		3a1d59a335b306d530c243bb177b4f87839bc07c
io.streamnative	pulsar-client-admin-api	3.0.4.5		49ad67e6029f25dc90fa68ddcdb98209162bdcc8
io.streamnative	pulsar-client-admin-api	3.0.4.6		f784bd9fdcd2be6b6677a2fbaa7116b304c07b5b
io.streamnative	pulsar-client-admin-api	3.0.5.1		bb1bab066ecc29b1a096dc6efa3ec1a134b16ce8
io.streamnative	pulsar-client-admin-api	3.0.5.2		4e79fdeacd9bcd270e2b381e31a427f8c5ff9293
io.streamnative	pulsar-client-admin-api	3.0.5.3		75eba1a24ffa616db7a3af5b52b8012735d8f325
io.streamnative	pulsar-client-admin-api	3.0.5.4		cfeff645e80472211d79003214f731436505e307
io.streamnative	pulsar-client-admin-api	3.0.5.5		c938f94ec291822425e30a7391ea685d22309265
io.streamnative	pulsar-client-admin-api	3.0.5.6		459e4376ec667e8d1b62e93c4512e37a646f0def
io.streamnative	pulsar-client-admin-api	3.0.5.7		a8c4acbecb8323814e9e0557fea7e3cdbf682f8a
io.streamnative	pulsar-client-admin-api	3.0.5.8		4244bd1479dbc127b8ce923997205d385ede1116
io.streamnative	pulsar-client-admin-api	3.0.6.1		55ce6ae02cd8b85f304beaf7252537aa32194401
io.streamnative	pulsar-client-admin-api	3.0.6.2		d4d777880a70e9694546ebc3497356accf5c479e
io.streamnative	pulsar-client-admin-api	3.0.6.3		1531972b1c12a79aaab9d3f5cbbd8570a9e19473
io.streamnative	pulsar-client-admin-api	3.0.6.4		301f392c6be41bdaf2b79df73b2f886c76b3fd21
io.streamnative	pulsar-client-admin-api	3.0.6.5		0a423676b089eff107f397e8038b3e3ecb0a23d3
io.streamnative	pulsar-client-admin-api	3.0.6.6		f413feb8d2f42f565b6459564d1a05b27c3ea40b
io.streamnative	pulsar-client-admin-api	3.0.6.7		2d9ca3c5d65730a40bb4704b2c73b1b5ebac3b5e
io.streamnative	pulsar-client-admin-api	3.0.6.8		ba9391ab9cf431e3568d798ca94bebc16567f2f1
io.streamnative	pulsar-client-admin-api	3.0.7.1		68980b19247a26198c3c86b54db34bee9de248cd
io.streamnative	pulsar-client-admin-api	3.0.7.2		8b135345b667349c9d875bbd11b8154797d56c4e
io.streamnative	pulsar-client-admin-api	3.0.7.3		0432283ed8da7c4b99138b1aacb738b9a4abc6e6
io.streamnative	pulsar-client-admin-api	3.0.7.3-22cb86		49b3890e5af1be7ec3b713911fd02e5516de6316
io.streamnative	pulsar-client-admin-api	3.0.7.4		da98b4d68a0b60141a6bb24fb81d62de6821e019
io.streamnative	pulsar-client-admin-api	3.0.7.5		8de9777c2464b5192a7e84aeb8993d3fba9db5f7
io.streamnative	pulsar-client-admin-api	3.0.8.1		0e0c96c2a707ed607900c0b9c6e771bb7c0dbb9e
io.streamnative	pulsar-client-admin-api	3.0.8.2		72a023192d1a1590a7d57aa16e484c9250d82212
io.streamnative	pulsar-client-admin-api	3.0.8.2-62444a		5f5d6321f586a1b451402a2ad0da03cbaece80ca
io.streamnative	pulsar-client-admin-api	3.0.8.2-shaded		4f61b8927ce1b75f48765e150ae3864787827c80
io.streamnative	pulsar-client-admin-api	3.0.8.3		8a9762352fd634e7e38e56ad970557326593e5f2
io.streamnative	pulsar-client-admin-api	3.0.8.4		7713e83c9c57c96afd442807a9a7f7010ecd92ab
io.streamnative	pulsar-client-admin-api	3.1.0.1		e460f8e21d6f97f766b8d54eb7b847fabc08786d
io.streamnative	pulsar-client-admin-api	3.1.0.2		9bfe60f48a4e1c873a1b51dbc373330d86990cc2
io.streamnative	pulsar-client-admin-api	3.1.0.3		4fedceab6f4a6d4a27a671d4e05ed1fce710d668
io.streamnative	pulsar-client-admin-api	3.1.0.4		396cf00d0da22fee27a4474a4b7588b534ece7e6
io.streamnative	pulsar-client-admin-api	3.1.0.5		87256cc055a8ece395753dd8152da6194250112d
io.streamnative	pulsar-client-admin-api	3.1.0.6		e8e8f626fd19651787f69c5589f6fdbe2c7d5a6b
io.streamnative	pulsar-client-admin-api	3.1.0.7		7c197c7cd2cb66a2cbf5fbbf36e322f6c8057e46
io.streamnative	pulsar-client-admin-api	3.1.1.1		3d3b1256818befcac1ed8d6ceb70bdfbaaa36b9c
io.streamnative	pulsar-client-admin-api	3.1.1.2		f149fe6a1d6a0eae90e3e4a8459ded4d98709c49
io.streamnative	pulsar-client-admin-api	3.1.2.1		28cec586254232067164548db0364a7ed13e58b1
io.streamnative	pulsar-client-admin-api	3.1.2.2		10afaa909cbb73ea4eb409a4041895399292db78
io.streamnative	pulsar-client-admin-api	3.1.2.3		39c7d863d71bb4ff740c23cc7d4d8f08562da606
io.streamnative	pulsar-client-admin-api	3.2.0.2		9ec93121309ee3d7bbc0a7d7dfc363e9d480b2cf
io.streamnative	pulsar-client-admin-api	3.2.1.1		d566dd20b098f857bd09cc788479ce75967cb088
io.streamnative	pulsar-client-admin-api	3.2.1.2		eac7f232cbd04893074335b9c6c491e4b1ed33ed
io.streamnative	pulsar-client-admin-api	3.2.1.3		2a29f8f6a03b0e8980122f21a1451382da2f16eb
io.streamnative	pulsar-client-admin-api	3.2.1.4		ba0ade35178c254ca409355659beb987ef6374c9
io.streamnative	pulsar-client-admin-api	3.2.2.1		2866b0b090245aac666d361fa470908223aeb27f
io.streamnative	pulsar-client-admin-api	3.2.2.2		6e035b061184d789ea49b54395ec0c90b388aae2
io.streamnative	pulsar-client-admin-api	3.2.2.3		97ce8f4ed35edd7bcd06e8416a1dcfda4e207f15
io.streamnative	pulsar-client-admin-api	3.2.2.4		2c653b62872f95e40b7f8ea06207c7ef240381ff
io.streamnative	pulsar-client-admin-api	3.2.2.5		77323dc4f0af5e6b76661885f8868f312c89c75e
io.streamnative	pulsar-client-admin-api	3.2.2.6		6b57f8ce4b18d63a1d1d75441930ede53ddaae5f
io.streamnative	pulsar-client-admin-api	3.2.2.7		de204963499aff1b982060ebddf4984d55084104
io.streamnative	pulsar-client-admin-api	3.2.3.1		ff1fc2512e7ed5f9b4084938acaa16b97bb47554
io.streamnative	pulsar-client-admin-api	3.2.3.2		6a49f7752de9855f13e3d243b1d12e98005dfc16
io.streamnative	pulsar-client-admin-api	3.2.3.3		a23b97e3cf6b3cc60fa21519ae9fcb8a30fa39ea
io.streamnative	pulsar-client-admin-api	3.3.0.1		00709a3bad940bd4804259be67adcdd95e1b9bae
io.streamnative	pulsar-client-admin-api	3.3.0.2		25948ebbbaf4bd8c4230b421d0b96602d7e2f402
io.streamnative	pulsar-client-admin-api	3.3.0.3		f8b1a86e86731e9ea698b8813d7faeb311b47a54
io.streamnative	pulsar-client-admin-api	3.3.0.4		fa31b234d87a136939b92f029d62f40491eb0504
io.streamnative	pulsar-client-admin-api	3.3.0.5		f9263b62b30b05519491e797b6207af6c88e468c
io.streamnative	pulsar-client-admin-api	3.3.0.6		d3c9e4fce945d582e6a35130a39f81a97e0f8bcc
io.streamnative	pulsar-client-admin-api	3.3.0.7		ce357b7b2d3c9ca88b12f0c30e7a2100c1f04149
io.streamnative	pulsar-client-admin-api	3.3.0.9		700ba7322f713f1243b844c8c27a6dd4ffaee3e5
io.streamnative	pulsar-client-admin-api	3.3.1.1		9e3c6e9e2e8f63d4a6b85647e2b8401cb13a59bc
io.streamnative	pulsar-client-admin-api	3.3.1.2		8c688a92847aa649cb38718b7c35545884ba0a1e
io.streamnative	pulsar-client-admin-api	3.3.1.3		7309f266559eb7522ded088b2def76da22e76f11
io.streamnative	pulsar-client-admin-api	3.3.1.4		85391502bc525c1dab80c6612740b08b30a94c68
io.streamnative	pulsar-client-admin-api	3.3.1.5		d4ae96f4008adf7598447303d4ac1dc9c0a320e1
io.streamnative	pulsar-client-admin-api	3.3.1.6		ad47fc84ad21e917e435f7f97fec4a3ffce18110
io.streamnative	pulsar-client-admin-api	3.3.1.7		0c1f5bd0faa4700785a4472b9cd2c869d0d8b700
io.streamnative	pulsar-client-admin-api	3.3.1.8		44fb1c0ecd8195f9e54788c9d287de0f3f364188
io.streamnative	pulsar-client-admin-api	3.3.1.9		ad11dc0ad8effd86c3b82b2560066a63c4472594
io.streamnative	pulsar-client-admin-api	3.3.2.1		3a3b3fa9af721575cd2e3f246d7d16c0bea8d7c3
io.streamnative	pulsar-client-admin-api	3.3.2.2		612969e053167ea115593b70421562407f414025
io.streamnative	pulsar-client-admin-api	3.3.2.3		d498bf28a3c09d3ea98a562efbf8aa2dd497de4e
io.streamnative	pulsar-client-admin-api	3.3.2.4		b6fb98ca4153aeac69f62e8c1f3a4c6546189b13
io.streamnative	pulsar-client-admin-api	3.3.2.5		2446cc3f49acd660abc6c5b0609ce802448b5e3b
io.streamnative	pulsar-client-admin-api	3.3.2.6		d69564aaa372f1b2606604f1a10744f134022096
io.streamnative	pulsar-client-admin-api	3.3.2.7		228c7ccc0182dfbf37467fa538581a088ebd2882
io.streamnative	pulsar-client-admin-api	3.3.3.1		62a29845ad4819287ac739b47c72951715b46e6f
io.streamnative	pulsar-client-admin-api	3.3.3.2		ddbcc8ea5f3bf8bbe6541034ac913ef89e65e354
io.streamnative	pulsar-client-admin-api	3.3.3.3		36e0a04d7ce82bb387a72678903b9c388132b0be
io.streamnative	pulsar-client-admin-api	3.3.3.4		08437702081d8fdccf954809a93a7a9ca5a1aa19
io.streamnative	pulsar-client-admin-api	3.3.5.1		893b5b4acad03db77ecf1abe46bf67e4e1b3daab
io.streamnative	pulsar-client-admin-api	3.3.5.2		f27bf95285a8c2f7bb6f32e92dd82622c1b97cd1
io.streamnative	pulsar-client-admin-api	3.4.0-SNAPSHOT.ursa0815		201064ac58c43b68b5e8528eaf818cdc3a6cbb30
io.streamnative	pulsar-client-admin-api	4.0.0-SNAPSHOT.ursa		1de043b5a4ffef4b3c8fc7a1709d1ecdf1bfe137
io.streamnative	pulsar-client-admin-api	4.0.0.0		6d228f5d314962e8b37b5c2e62cfca6283c69f77
io.streamnative	pulsar-client-admin-api	4.0.0.1		b1695ac5c119957b1f784acf722a2840c9cb022c
io.streamnative	pulsar-client-admin-api	4.0.0.10		990bf86f2678a1325ab51d3f204a2874fbcd4869
io.streamnative	pulsar-client-admin-api	4.0.0.2		f319887efb80c01edc7d31cf1cfb29c1f6517cf7
io.streamnative	pulsar-client-admin-api	4.0.0.3		60f9c2241f60570651179ad71a1fd2f2dcbd4077
io.streamnative	pulsar-client-admin-api	4.0.0.4		0fe9630e45c094828d8855bf3f73a1e04ebb0646
io.streamnative	pulsar-client-admin-api	4.0.0.5		900289d7d2122b7f19baa9ffee3131f5b3ae09da
io.streamnative	pulsar-client-admin-api	4.0.0.6		013b51c8dbd5ca8b5b98a0a63beaa65feea11a76
io.streamnative	pulsar-client-admin-api	4.0.0.7		31973178df29bdb85e87894c45ac8b38a0582251
io.streamnative	pulsar-client-admin-api	4.0.0.8		4e42d24ff1bfcf4e378708add681889aa14d0f9a
io.streamnative	pulsar-client-admin-api	4.0.0.9		a27cae6ddb64e2be2135727946b08da3c4737752
io.streamnative	pulsar-client-admin-api	4.0.1.1		9b219da173441770285d460379f06876a5f76d41
io.streamnative	pulsar-client-admin-api	4.0.1.2		9507a2069eb1dcd6fa30de3ccb1f5d289b0599b0
io.streamnative	pulsar-client-admin-api	4.0.1.3		41020e50570055831add9f138118e9e80ed0d5a6
io.streamnative	pulsar-client-admin-api	4.0.1.4		ad8dfc9fbed3c8354d4a1ccc906dffb72d23eac3
io.streamnative	pulsar-client-admin-api	4.0.3.1		162a31f5a806ec6992221aada40d1c309837e83c
io.streamnative	pulsar-client-admin-api	4.0.4.2		3602d889b22e85ce86adfa258ac8f8682eed599e
io.streamnative	pulsar-client-admin-api	master-rc-daily		2b65f59002b41286c89db634e7716ca43e6425b0
io.streamnative	pulsar-client-admin-api	v2.8.0-rc-202106091140		e600600a6aa82f82ad1f7ab5d49d55398de4cd48
io.streamnative	pulsar-client-admin-api	v2.8.0-rc-202106121853		98952ddf966d5b711b64582cf36310d8610d56d5
io.thorntail	opentracing	2.0.0.Final		ab5eb3b9242f392e94e300ceb15cb0bbf069003e
io.thorntail	opentracing	2.1.0.Final		3d136feb4bc0e4198a18db20383aaef70b611c65
io.thorntail	opentracing	2.2.0.Final		fb9a446f5cd8952198c074efda656441d8f0b25d
io.thorntail	opentracing	2.2.1.Final		2cb8c59e399284573806140ff12a2b0dc47f1f85
io.thorntail	opentracing	2.3.0.Final		9c77be55e2f3ea4c1084036d095d6efb9d76ae36
io.thorntail	opentracing	2.4.0.Final		72f5fc0cdd372b911c228e912a80d7b349ebdac1
io.thorntail	opentracing	2.5.0.Final		595ce0ff872275bfc114815c59ae515e400ce592
io.thorntail	opentracing	2.6.0.Final		5daa8bbb2bb386a32916e93ccb36e07c9ca1f935
io.thorntail	opentracing	2.7.0.Final		08fc0bcd1396ab7f62d4fe7aa3d0119fd1c5725d
io.ultreia.java4all.config	config-io-ini	1.0.0		40b313cfd17b7ccf6db2985a38b8f32f80c76214
io.ultreia.java4all.config	config-io-ini	1.0.1		488ba24e791d7caf494f06dba994d10d51e718dc
io.ultreia.java4all.config	config-io-ini	1.0.10		f7cde80da88d8008135dc863aa6b2196497c29f7
io.ultreia.java4all.config	config-io-ini	1.0.11		32b4fd4175a944e75121edd9c7ce7d47b17e3767
io.ultreia.java4all.config	config-io-ini	1.0.12		2b0bcabb3a759fec25018cbba3828fac7b74a07d
io.ultreia.java4all.config	config-io-ini	1.0.13		b60106865d68d115e650dfae56b593ed4e374e2c
io.ultreia.java4all.config	config-io-ini	1.0.14		8677879ef862de45cbfca1b9e8b075571f4bc2d4
io.ultreia.java4all.config	config-io-ini	1.0.15		e6550a2e0a4e4c95fa78541f7f314ec7ebeb6cf3
io.ultreia.java4all.config	config-io-ini	1.0.16		fe95872d45cf0f7f05d69b644b615cd9945782ed
io.ultreia.java4all.config	config-io-ini	1.0.17		8e41acd0c48ddffd1c315744e282ba7e2d783354
io.ultreia.java4all.config	config-io-ini	1.0.2		40b21146826b7ce8a50a7385ee738504659dccc6
io.ultreia.java4all.config	config-io-ini	1.0.3		114a9fd7252d186766852e6b5aa1ab144abe6389
io.ultreia.java4all.config	config-io-ini	1.0.4		13d52266f2de76ac56cab904a969ecb2aacc4f29
io.ultreia.java4all.config	config-io-ini	1.0.5		672eae8fbcfc772ce0e257ac8fb3ccbc6a97ca71
io.ultreia.java4all.config	config-io-ini	1.0.6		efa150eda515c911d891cf71b55210e18b96d1db
io.ultreia.java4all.config	config-io-ini	1.0.7		ab4a0f5263ee29b57203dbb4b211bbf3a128c350
io.ultreia.java4all.config	config-io-ini	1.0.8		95fccbcd6c5af5211afc59306afd3577287a7e56
io.ultreia.java4all.config	config-io-ini	1.0.9		3e42f5ca7f5a919661d3137a1329db359a9288d9
io.vertx	mod-mysql-postgresql_2.10	0.3.0		38443bc0a006b23fae3b75e12d43a7713e16fb7e
io.vertx	mod-mysql-postgresql_2.10	0.3.1		f4f407f06887d84b30880eb779c26c24f9279a6b
is.codion	codion-framework-db-http	0.17.17		a9a0e193fef3ba9666c88571af130a3ba628f9a5
is.codion	codion-framework-db-http	0.17.18		ef4e95507d3606b53c2831ce3a89da7bc7f559a2
is.codion	codion-framework-db-http	0.17.19		23a096d23210c812fdb1e0b0c3ecbf0f76e1cc86
is.codion	codion-framework-db-http	0.17.20		12756c691dca94c48d4515b263c1001197ad94da
is.codion	codion-framework-db-http	0.17.21		9c01ae006eb13b69c8970850f7adfe029236f5e8
is.codion	codion-framework-db-http	0.17.22		b32a6a8ee73a850d3a0a09ed11dea95215b6da04
is.codion	codion-framework-db-http	0.17.23		bfa0bba89bf512d7391b332b433be935c55af84a
is.codion	codion-framework-db-http	0.17.24		755c7825daf051a16b5e28ae60a3d14d867ae553
is.codion	codion-framework-db-http	0.17.25		d5d539931b59a7bc35527f0438465fe64ebdaa14
is.codion	codion-framework-db-http	0.17.26		02dd3938650791118365f67cda8bd6c7c4cd8ffc
is.codion	codion-framework-db-http	0.17.27		840e9f556245837b397c5349e428628c52d492b3
is.codion	codion-framework-db-http	0.17.28		6ba008b56ae8f26138e6719aa4e5623d62e07a6b
is.codion	codion-framework-db-http	0.17.29		d898eb7904a3d2782395ec46e5f62a0f77e0b42a
is.codion	codion-framework-db-http	0.17.30		54ae9e8579fd1613beeac9df313384e1af6f9622
is.codion	codion-framework-db-http	0.17.31		2c9cb3d8701837d56a7aabd5b1d73110acc41310
is.codion	codion-framework-db-http	0.17.32		f01876d669735eaa965d1de23ee2e619f76b29e2
is.codion	codion-framework-db-http	0.17.33		0ff95a8cef6706557a7931f2d9a03ffd8f539a30
is.codion	codion-framework-db-http	0.17.34		9cbf9a6caf57da6ef9ee6a7d13b46f43cb7f4c37
is.codion	codion-framework-db-http	0.17.35		982889b6b223e09ff0cc655afd1b6985390838ba
is.codion	codion-framework-db-http	0.17.36		d49403024eb5559380592186256911cfdeb4325f
is.codion	codion-framework-db-http	0.17.37		aa11edadcf1ffe3d867b2b7aa3d34d663d96c406
is.codion	codion-framework-db-http	0.17.38		98060307489cf613d130c73f8c22a335becf9fa3
is.codion	codion-framework-db-http	0.17.39		69c6a154aa8e14092055b51a81deb7184fe05348
is.codion	codion-framework-db-http	0.17.40		cbc30b2a70da2b80761dc4827e2cde20274ce1f9
is.codion	codion-framework-db-http	0.17.41		59d4deb3e10b393598c0ad0e03c3bd3c49d31780
is.codion	codion-framework-db-http	0.17.42		74927a05420b2784b19f7541023be55a9c90fa80
is.codion	codion-framework-db-http	0.17.43		2b620b82e7c2831061ec25f4df7e620d8ff67fd4
is.codion	codion-framework-db-http	0.18.0		83eb1eaa96c8ac2fcc343653f7d5219ad6c778db
is.codion	codion-framework-db-http	0.18.1		271a7e852e0bdffb36ec53998ddf273cf77ee0e2
is.codion	codion-framework-db-http	0.18.10		5865528a2fa06fa0fa7002a8314bb2712be2d6fe
is.codion	codion-framework-db-http	0.18.11		aa0a7c5f5d757f1b432a05a702607539d1c01757
is.codion	codion-framework-db-http	0.18.12		ffd683607190bd912c62596c674f895eadf5d40d
is.codion	codion-framework-db-http	0.18.13		8502a58ffca9d5b657479c738d8e43cc22948df6
is.codion	codion-framework-db-http	0.18.14		cb7db8f18a8ed3509cb2e2e1d994e100b1077f37
is.codion	codion-framework-db-http	0.18.15		42897d4c4034a5d3dc6f3b9cf6702c5e844c1f75
is.codion	codion-framework-db-http	0.18.16		70d00f22b6bee49355ff58f28f267c0a792d58f8
is.codion	codion-framework-db-http	0.18.17		4a602a24fe1b202b2808895cbb31893431083c49
is.codion	codion-framework-db-http	0.18.18		515af39f0c2de9bdca4bedc5228302063de1dc7f
is.codion	codion-framework-db-http	0.18.19		3889540c04a0bd6bf4816a7cedbecea5ff93aa25
is.codion	codion-framework-db-http	0.18.2		2387fdd77f22f66c7a62ca213488b80b41fb775b
is.codion	codion-framework-db-http	0.18.20		7dc6f76c217a07318fdc4a3eae5a566a415a644c
is.codion	codion-framework-db-http	0.18.21		7cd60d41c6c78959cac5663471bf88d1863b4541
is.codion	codion-framework-db-http	0.18.22		20266771773d33d02e64226d2d2095025bcfe1bb
is.codion	codion-framework-db-http	0.18.23		577fdb5f5b42fa94267e58ff85f6d09fea75aa11
is.codion	codion-framework-db-http	0.18.24		2b54807b9b153ca676f5e4482348589373980f33
is.codion	codion-framework-db-http	0.18.25		7db30e18d637fdecb2d895f6871d1b099f12a523
is.codion	codion-framework-db-http	0.18.26		9dfb302636f494e1a201d17e9ac09216ef309c5b
is.codion	codion-framework-db-http	0.18.27		d2053ddc50ae14a3781f69cf0c74805b498f5883
is.codion	codion-framework-db-http	0.18.28		f1b80e629b4a35902b0e88a030fdb605229c5030
is.codion	codion-framework-db-http	0.18.29		4fb9df5582a1de55ac51ba378436c250e0efc5f9
is.codion	codion-framework-db-http	0.18.3		b5ecf9493e19b618d086772b96ca11157d6e855c
is.codion	codion-framework-db-http	0.18.30		e29736b5dd6a91681d07ee43eea74a54f2d1d703
is.codion	codion-framework-db-http	0.18.31		ffc5164b10f1774c216273f4180d507ab28b186b
is.codion	codion-framework-db-http	0.18.32		a9f55546771db506c1a65b34838fd672612c1bbd
is.codion	codion-framework-db-http	0.18.33		440d4702cac36e034b41bdf55a6ee5eb12e570cd
is.codion	codion-framework-db-http	0.18.34		e19f94004f4794f9b5c6b2be4fbc8292235c2425
is.codion	codion-framework-db-http	0.18.4		d684c3b82defd81991e2f9739ea5733b0e7be618
is.codion	codion-framework-db-http	0.18.5		fbf91a0f977269893f0a3b4894203ee2b77478bc
is.codion	codion-framework-db-http	0.18.6		c88979bcea7774c6c90815f63db6d76b58641ca1
is.codion	codion-framework-db-http	0.18.7		7fdcc3d8ba4cacd1536f7c23d2476b0d036cfee2
is.codion	codion-framework-db-http	0.18.8		bb082b8d177f9ef4d104f0229e373a575e110a41
is.codion	codion-framework-db-http	0.18.9		149a357fbbc0da6bebd6291c660a055814a21aaa
it.greyfox	rxnetwork	0.0.5		N/A
it.uniroma2.art.lime	lime-model	0.1		d2bfe24cab46ba807c29b8d2924bbcf818d2eb6b
it.uniroma2.art.lime	lime-model	0.2		6ff1b2949ffceb954147b131cfcd7508919f2bb2
it.uniroma2.art.lime	lime-model	0.3		fc7a49b214acc4137238133c69d92660b1e47cbb
it.uniroma2.art.lime	lime-model	0.3.1		1e9fcc7af1db83d325a9f7c3dda2bf8bb49ed93c
it.uniroma2.art.lime	lime-model	0.3.2		aeb758e320fc00edd345eb9bb499d08bac277f0c
it.uniroma2.art.lime	lime-model	0.3.3		50c685ad17f4ce1f1510225bf0ca392b8a23ed40
it.uniroma2.art.lime	lime-model	0.4		665ddc886b763502cd0c13fa98189e277b9d8fd7
it.uniroma2.art.lime	lime-model	0.4.1		7e7251fcf2e7a92c6870fdc4ff4f57a37d9bb2c8
it.uniroma2.art.lime	lime-model	0.4.2		89e820636c43152cc08f14c79f326d0fff4715d0
it.uniroma2.art.lime	lime-model	0.4.3		5aee0ea50fa8af03a6b721cac1838d85bad485e8
it.uniroma2.art.lime	lime-model	0.4.4		a966f06080b9051ba6b55d38f717add97aa6739d
it.uniroma2.art.lime	lime-model	0.4.5		bb72da049aa894281d4889c87cb26c0e5d43128a
it.uniroma2.art.lime	lime-model	0.4.6		00fe5a2bcb002625776d259e3d54558699fc95a5
it.uniroma2.art.lime	lime-model	0.4.7		fa5613a319952bc8a2fb31e914aa7b4be80db7c2
it.uniroma2.art.lime	lime-model	0.4.8		f7a7b2f810feaffc534faca1d9a40d8800a669c2
net.liftmodules	messagebus_2.6_2.10	1.0		1eb5a095fb69db126a773d35039d469a29723561
net.microfalx.resource	resource-archive	0.8.0		4bc6632fb042f5040214410bb672e4c1276138a5
net.microfalx.resource	resource-archive	0.8.1		ef8f7b8697345b893228e782e9171c0af4a0a2dd
net.microfalx.resource	resource-archive	0.8.2		876e065c4f4f1d4aed005567f375dc6669ba95c6
net.microfalx.resource	resource-archive	1.0.0		9abaf2628fa859388a758dff6403ae3467c1f315
net.pearx.kpastebin	kpastebin-macosx64	1.0.0		N/A
org.apache.manifoldcf	mcf-googledrive-connector	2.26		6fb7036eef8e42214c1cd0d3e7effe9e238d3bbe
org.apache.manifoldcf	mcf-googledrive-connector	2.27		7c5ffc38ad6ebd28e704a8bdb56bc0ebb5effbe8
org.apache.manifoldcf	mcf-googledrive-connector	2.28		5abc73ad85890ec87773e7f185051dba4e69da9e
org.apache.servicemix.bundles	org.apache.servicemix.bundles.urlrewritefilter	4.0.4_1		2ae5b8ec3c12f98bc5251b0e0381209f4c9ab51f
org.cleartk	jcasgen-maven-plugin	0.9.0		a254b98bf489f1aacbe6dea8f995f9463d055129
org.cleartk	jcasgen-maven-plugin	0.9.1		fe9efa724895c8383701bd926efc1364845c2487
org.cleartk	jcasgen-maven-plugin	0.9.2		f286ed6a2aeed138922d7e03224eafcf815fc4b0
org.cleartk	jcasgen-maven-plugin	0.9.3		2662acf46bddc45d15d42aba17ea80e80328c591
org.codehaus.fabric3.api	javax-jms	1.1.0		6fc1d0b96aad4da3e68612b22e6e36fb73390354
org.codehaus.fabric3.api	javax-jms	1.1.1		29256170a45718033f1a787e129890068a7058ed
org.cruxframework	crux-module-app-container-archetype	5.0.4		64cd32c5eac820f1c49f4b884fa580e52f09de84
org.eclipse.birt.features	org.eclipse.birt.nl	4.9.0		2d6bc3056d2729a89126aa792d3d4f6bc5996df5
org.fusesource	fuse-project	1.1		N/A
org.fusesource	fuse-project	7.0.0.fuse-061		N/A
org.fusesource	fuse-project	7.0.1.fuse-084		N/A
org.fusesource	fuse-project	7.0.2.fuse-097		N/A
org.fusesource	fuse-project	7.1.0.fuse-014		N/A
org.fusesource	fuse-project	7.1.0.fuse-047		N/A
org.fusesource	fuse-project	7.2.0.redhat-024		N/A
org.fusesource	fuse-project	7.2.0.redhat-060		N/A
org.jboss.ws	jbossws-jboss600M4	3.4.0.Beta2		c43be8c6780c6aca9e9e0ffd929b8ebeeac51df4
org.kuali.rice	rice-krad-sampleapp	2.3.0		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.1		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.10		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.11		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.12		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.13		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.14		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.2		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.3		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.4		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.5		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.6		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.7		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.8		N/A
org.kuali.rice	rice-krad-sampleapp	2.3.9		N/A
org.kuali.rice	rice-krad-sampleapp	2.4.0		N/A
org.kuali.rice	rice-krad-sampleapp	2.4.0-M5		N/A
org.kuali.rice	rice-krad-sampleapp	2.4.1		N/A
org.kuali.rice	rice-krad-sampleapp	2.4.2		N/A
org.kuali.rice	rice-krad-sampleapp	2.5.0		N/A
org.kuali.rice	rice-krad-sampleapp	2.5.1		N/A
org.kuali.rice	rice-krad-sampleapp	2.5.10		N/A
org.kuali.rice	rice-krad-sampleapp	2.5.11		N/A
org.kuali.rice	rice-krad-sampleapp	2.5.12		N/A
org.kuali.rice	rice-krad-sampleapp	2.5.14		N/A
