at.released.tempfolder	tempfolder-sync-androidnativex64	0.1		N/A
com.wuyushuo	spring-social-boxes	1.0.1		1c1f8ebe72ac4d31cdb17a9802393dab2741a8b5
com.wuyushuo	spring-social-boxes	1.0.2		a7f9cb48d828d8c1c3e2d3968495968b429bfb5d
com.wuyushuo	spring-social-boxes	1.0.3		1777550d6e6e09fdd1ce9a2dbf0ab0b9f259ee99
com.wuyushuo	spring-social-boxes	1.0.4		4a1d06d22e0b1567d0a4fb1a4638feb24c0a0dc6
com.wuyushuo	spring-social-boxes	1.0.5		2db942e3c9d218532ef82ec3f173b1cc3c402ed7
com.wuyushuo	spring-social-boxes	1.0.6		1d5b3126b83c76e6d0da8cba36850248b4406bf7
com.wuyushuo	spring-social-boxes	1.0.7		92be47a457c6fc1379250891496fcc9a8a769bd2
com.wuyushuo	spring-social-boxes	1.0.8		d0226e5fab2ed3f81b454499cf491846a0492d3b
com.wuyushuo	spring-social-boxes	1.0.9		32d76f6dd6e33e8349c110ed661d81af926f6404
com.wuyushuo	spring-social-boxes	1.1.0		862cf55dc60687770611e159808880e8d811d0d8
com.wuyushuo	spring-social-boxes	1.1.1		b83166ed873a39d41f3e8c468d9657a0fa6bacde
com.wuyushuo	spring-social-boxes	1.1.2		3776de4ad8d97ef51cf0e517e4c0b7963435db40
com.wuyushuo	spring-social-boxes	1.1.3		74e167bc85c4e27a9442714ae16755f08a2e845f
com.wuyushuo	spring-social-boxes	1.1.4		1987f645c20a4770cae542909c06787ddb457385
com.wuyushuo	spring-social-boxes	1.1.5		8b34182f5c36151d0f464a6272c68106c583c8bf
com.ymock	ymock-tk	1.0		904fe8165524cd470c2c1d3ae9f8cdf5f7f946a0
com.ymock	ymock-tk	1.0.1		e5b0db21520ec6f336d3335b6a5b2302a8cf2070
com.ymock	ymock-tk	1.0.2		41b70fca00d6746e1df374193d08e866ab0efdd0
com.ymock	ymock-tk	1.0.3		0846cef49543a62d6621a974a2a8694f81010a8d
com.ymock	ymock-tk	1.0.4		877c9fb4885ae9a17f49d9321c2e26ae850a0bb5
com.ymock	ymock-tk	1.0.5		ee9913d4415080ccf9d4d73d99f13f73cdacb08b
de.chojo.sadu	sadu-testing	1.4.0		482f1e309bcdeb7caeb0b2a26a231f4e56e96dfd
de.chojo.sadu	sadu-testing	1.4.1		482f1e309bcdeb7caeb0b2a26a231f4e56e96dfd
de.chojo.sadu	sadu-testing	2.0.0		78acc40db6c064de2a99787b9105af8a885807d0
de.chojo.sadu	sadu-testing	2.1.0		6f29e5ff7e596c2bca16e3b67948f68a5ad1e855
de.chojo.sadu	sadu-testing	2.2.0		9c7696d0dda0b814207dfe16935db9fcbb56df52
de.chojo.sadu	sadu-testing	2.2.1		e28c97661c06e5864b5b03cf01d918d57b0cf6c8
de.chojo.sadu	sadu-testing	2.2.2		87179e6071912349f8e22fd3196687dcec653739
de.chojo.sadu	sadu-testing	2.2.3		f1b986710236afe2d7f081fb6e293f8dc047f05c
de.chojo.sadu	sadu-testing	2.2.4		5706a01525e3461dec6d76ba046fc8d262d1366d
de.chojo.sadu	sadu-testing	2.2.5		e0792143cbdbe372dcf064e058111c5741121fb3
de.chojo.sadu	sadu-testing	2.2.6		aef38c99150680902344896d2ac176395cf8bf9c
de.chojo.sadu	sadu-testing	2.3.0		221d671b9f9767261e12d03abec0a7bb3abcaf81
de.chojo.sadu	sadu-testing	2.3.1		b512d9614bb461d1bdafe0a06aa8733bc897f024
de.chojo.sadu	sadu-testing	2.3.2		4db29f07219e0feb602b1f97bfd98cf2e8f51fc6
dev.petuska	klip-core-androidnativex64	0.4.0		N/A
dev.petuska	klip-core-androidnativex64	0.4.1		N/A
dev.vinyard.bp	blueprinter-spring-boot-starter	v1.12.0		0942eaabed81021a9459390abfb0ba22a9887101
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.16.0		efb76e572aecd9b8bd55677d0af4d5129a53d59e
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.16.1		de63a1f57c0ad71460c565386c5e7e5573161f0b
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.16.2		626a7c4acbd64c753495c6b23e072184a2a0bae5
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.16.3		11b77965bd73eda7b76d66408544f2ff105d8250
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.17.0		fd06bb783053c56d8460a491eec070765d327e8d
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.17.1		63ad4089dd71710f29544922abce6be917c957dc
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.17.2		8c5a79df4e000c2ab8b14c8cf74a8a2db3d06ad8
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.0		7ef51b902546dd79f3ad7a461ef22a5354b0ad95
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.1		8287d90feba710399a98017679b713749d0a0a88
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.2		4885c4a6ea454494886aabdc75d82bcc64fc6ab9
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.3		dbed9d51ee72ee0e45e70c8d547b2d7ee1d7615c
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.5		7d1df3c75841da9e7e6f6036a1d9f2b5c0d760dd
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.6		1fd47214f7de172c8f52de0fbab0779ebbb36dc9
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.7		acda2a5e41fade82b3e34b0dd5c7391a4388219b
es.prodevelop	es.prodevelop.pui9.dashboards.dto	1.18.8		397488dc888f52c135adaa5f1a412facd01237a9
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.0		51a3da14be28d9a9e5f22cb52eceff2fb987c144
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.1		044d4e2093357f27f3de41f9085baa691917edd1
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.2		a269a765a839b4ced1ae0a53ed1e8598fe43da14
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.4		09f06a39d1165dd89c862fd351af1904719bf5e7
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.5		d36f31d9e4e3958f01983e6ea97445e648ad1f0a
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.6		0839fc7a3869dcddfe9a13466d03bdfc098c2861
es.prodevelop	es.prodevelop.pui9.dashboards.dto	2.0.7		18ccbcdbc563cb19e94406337af56a490253e7c9
im.dart.boot	dart-boot-mongo-spring-boot-starter	1.0.0		6f7884f5e9cfe967701a3c35648ae9c1ce6eda76
im.dart.boot	dart-boot-mongo-spring-boot-starter	1.0.2		801307fa7ca015bfe296aead5837e41181e10ebf
im.dart.boot	dart-boot-mongo-spring-boot-starter	1.0.3		5448d6109079fd04a78eb5cfa681f49621106f7a
im.dart.boot	dart-boot-mongo-spring-boot-starter	1.0.4		27ae4174ec35188a42e895c091c92b7bbfd821b2
io.apisense.sdk	stings-motion	1.10.0		N/A
io.apisense.sdk	stings-motion	1.10.1		N/A
io.apisense.sdk	stings-motion	1.10.2		N/A
io.apisense.sdk	stings-motion	1.11.0		N/A
io.apisense.sdk	stings-motion	1.11.1		N/A
io.apisense.sdk	stings-motion	1.11.2		N/A
io.apisense.sdk	stings-motion	1.11.3		N/A
io.apisense.sdk	stings-motion	1.11.4		N/A
io.apisense.sdk	stings-motion	1.11.6		N/A
io.apisense.sdk	stings-motion	1.11.7		N/A
io.apisense.sdk	stings-motion	1.12.0.beta1		N/A
io.apisense.sdk	stings-motion	1.12.0.beta2		N/A
io.burkard	aws-cdk-scala-codebuild_2.13	0.1.2		2b3fbd2120eff8e101482410722b2f45ca34bbe2
io.burkard	aws-cdk-scala-codebuild_2.13	0.1.3		cd4f8f1f6cacb6f34598afd167ed9bc83c5bca30
io.burkard	aws-cdk-scala-codebuild_2.13	0.1.4		3b0ead7e0fbd01d58859b4924e28c71f26f06468
io.burkard	aws-cdk-scala-codebuild_2.13	0.1.5		ea85c69920c809f4ea926dde567afd29b70011b6
io.burkard	aws-cdk-scala-codebuild_2.13	0.1.6		60dbd1328455f4ec5237d936177be82357b599f9
io.burkard	aws-cdk-scala-codebuild_2.13	0.1.7		3448886dbc6f34bc6ea95edb13531584ed959e39
io.burkard	aws-cdk-scala-codebuild_2.13	0.2.0		11846f882b8c8c52626edadc4a7a457d3d0b1e69
io.burkard	aws-cdk-scala-codebuild_2.13	0.3.0		9cb72d7d1cc2727e1578018dc058db64b8dd5678
io.burkard	aws-cdk-scala-codebuild_2.13	0.4.0		4258a92ffe74855610b5d36b2e3b27c7693349c9
io.burkard	aws-cdk-scala-codebuild_2.13	0.4.1		97e4b12ea277f9217ebc7ab27e14e1e45380327f
io.burkard	aws-cdk-scala-codebuild_2.13	0.5.0		6db6d8549c2fe70db720032fd8909a655c14471c
io.gitee.osarms	imageloader-glide	1.0.0		N/A
io.github.aecsocket	cpu-features-jni-natives-macos-arm64	1.0.1		b679eaeccf7591a693fe7c7b8c1455e6e249c265
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.0		89176a8bb73823a388387699368534651b81c189
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.1		6e53f6c580c4839aade46c4cfb2355755ff782a3
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.10		359f7bce94511480d0744364f20e505cecb8c55b
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.11		01ea9473fa2cf4dddf66bc649cd074e3432f166f
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.12		8b704df75d69f484e310993d8f5dc34fc14089d2
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.13		fa1ea784855e61b54d297ec95d0a676e3b3c51d5
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.14		799fa2db76887c9969d335ced7f9e0b7c6111afe
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.2		e8dc7c8fef5c573bb3b6f0b19b95aa98807492e4
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.3		47311971649594366c9ae0c3afc6003033c0b21d
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.4		9a7a6e23fcae4b867cb952858550b9c9ba4b6576
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.5		819ada5a90a85c256e3455e90aaa48172d8cecec
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.6		1adaf74686864a9ac20b04cb3df2da5b1ca8d90c
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.7		8b7ed4be5c3123c834c14002b4761d8d13f16fbe
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.8		49e6c31c1fac6217ba485fb3e39a16121551f142
io.github.alexarchambault.scala-cli.signing	shared_2.13	0.1.9		866b198272f6003bafd792e173d729571685dd8a
io.github.bernd32	romaji-henkan	0.0.1		905d29a3ff4dbe477831150f9488199bc993900a
io.github.bernd32	romaji-henkan	1.0.1		b2e30573291810e0a5f24f3680007b2e10b90433
io.github.guoshiqiufeng	file-ftp-spring-boot-starter	1.0.0		edd0480823c799fabecb1dd2ceb42af0597fb2e5
io.github.panpf.tools4j	tools4j-test-ktx	1.0.0		cd4f601f5c74e778ee1fe0f3c588672e037f37fb
io.github.panpf.tools4j	tools4j-test-ktx	1.0.0-rc02		84b0b29dd452ad5ee118176b1e18ad632bf06414
io.github.zhangzih4n	crypto-macosx64	0.1.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.1.0	metadata	cae72d34ddd44210bfe25c6de3da8f0d2516465a
io.github.zhangzih4n	crypto-macosx64	0.1.1		N/A
io.github.zhangzih4n	crypto-macosx64	0.1.1	metadata	4243d169edc1b073c1d15e40f0ea88c7390f0fd7
io.github.zhangzih4n	crypto-macosx64	0.10.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.10.0	metadata	57ac9bbbf5dfaddd608fb48810aa56b9716c18c4
io.github.zhangzih4n	crypto-macosx64	0.3.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.3.0	metadata	23175ebd1d177b4416f8eff6104bb9448511a725
io.github.zhangzih4n	crypto-macosx64	0.4.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.4.0	metadata	74b7eb8cb0a5e70a4263cecdace17fdf6fee40fa
io.github.zhangzih4n	crypto-macosx64	0.5.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.5.0	metadata	0e971f5490eff96f8037b0a72424fb4afd9aef55
io.github.zhangzih4n	crypto-macosx64	0.6.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.6.0	metadata	5298cae8c3f9d5bf7034c8777053a1e162a0fc9d
io.github.zhangzih4n	crypto-macosx64	0.7.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.7.0	metadata	d0c615e233bc538ecd7f4fed28016e9ad3387c7b
io.github.zhangzih4n	crypto-macosx64	0.7.1		N/A
io.github.zhangzih4n	crypto-macosx64	0.7.1	metadata	7fcdf7acb945ed09bb33feea0a9f8dc462a60a26
io.github.zhangzih4n	crypto-macosx64	0.7.2		N/A
io.github.zhangzih4n	crypto-macosx64	0.7.2	metadata	964ee8f97db3b0eebf7b411fe35f72f753ff2361
io.github.zhangzih4n	crypto-macosx64	0.7.3		N/A
io.github.zhangzih4n	crypto-macosx64	0.7.3	metadata	6506db0c040fd12335fd4dfeaa22657fbdb3f1af
io.github.zhangzih4n	crypto-macosx64	0.8.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.8.0	metadata	807713ba8f593e22443c69bc7b84e5448bbfc9f0
io.github.zhangzih4n	crypto-macosx64	0.9.0		N/A
io.github.zhangzih4n	crypto-macosx64	0.9.0	metadata	71bb6a387772e3afb058cebd38f579f64353ef42
io.passworks	lighthouse	1.0		N/A
io.passworks	lighthouse	2.0		N/A
io.passworks	lighthouse	2.0.1		N/A
io.passworks	lighthouse	2.0.3		N/A
io.passworks	lighthouse	2.0.4		N/A
jackson	jackson-asl	0.9.3		f5f7ec18fe48d58da5f685c6d3a6eb469eaeb2ea
net.codesup.util	jaxb-plugin-lib	1.0.0		60583a61f737808105397fb5f830ad43b807fffd
net.codesup.util	jaxb-plugin-lib	1.1.0		d1a85e62910c6516e4f59869ffeaa543b2fbbb88
net.codesup.util	jaxb-plugin-lib	1.2.0		6e86dbb3089db51937d91ac4903462cb4d599730
net.codesup.util	jaxb-plugin-lib	1.3.0		e305a5343951122796c757d3a3a9132da4f973d3
net.codesup.util	jaxb-plugin-lib	1.4.0		0f058f886f0a1a97421d085a1e3ea397d9b11656
net.codesup.util	jaxb-plugin-lib	1.6.0		d20e0359c9f7067f8363f8697fb68b4ec42f1470
net.codesup.util	jaxb-plugin-lib	1.7.0		986dc87aaf3f3b136114a8086cbf072792b89f23
net.codesup.util	jaxb-plugin-lib	2.0.0		140e4c6fbeb09e7ec31af9b2c4fe4a53ae5d5e35
net.codesup.util	jaxb-plugin-lib	2.0.3.0		d83acb24414a20b202f54a6eceac724fd036b2f0
net.folivo	trixnity-crypto-core-jvm	3.10.0		b6f6cd7e21764326f77dee37d4a0f478610d0665
net.folivo	trixnity-crypto-core-jvm	3.10.1		b6f6cd7e21764326f77dee37d4a0f478610d0665
net.folivo	trixnity-crypto-core-jvm	3.10.2		b6f6cd7e21764326f77dee37d4a0f478610d0665
net.folivo	trixnity-crypto-core-jvm	3.10.3		b6f6cd7e21764326f77dee37d4a0f478610d0665
net.folivo	trixnity-crypto-core-jvm	3.10.4		b6f6cd7e21764326f77dee37d4a0f478610d0665
net.folivo	trixnity-crypto-core-jvm	3.7.0		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.7.0-beta1		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.7.0-beta2		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.7.0-beta3		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.7.1		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.7.2		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.8.0		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	3.9.0		0b73aee8a048e2309ea6680d12d03fe8605c4d4f
net.folivo	trixnity-crypto-core-jvm	4.0.0		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.0.0-RC1		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.0.0-RC2		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.0.0-beta1		b6f6cd7e21764326f77dee37d4a0f478610d0665
net.folivo	trixnity-crypto-core-jvm	4.0.1		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.1.0		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.1.1		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.10.0		d36a0cda6f9662513efd9e9e4bccdcc9bc3fb11d
net.folivo	trixnity-crypto-core-jvm	4.11.0		d36a0cda6f9662513efd9e9e4bccdcc9bc3fb11d
net.folivo	trixnity-crypto-core-jvm	4.11.1		d36a0cda6f9662513efd9e9e4bccdcc9bc3fb11d
net.folivo	trixnity-crypto-core-jvm	4.11.2		d36a0cda6f9662513efd9e9e4bccdcc9bc3fb11d
net.folivo	trixnity-crypto-core-jvm	4.12.0		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.12.1		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.12.2		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.12.3		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.13.0		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.13.1		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.13.2		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.13.3		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.13.4		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.13.5		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.14.0		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.14.1		4a9cc894307a69d8dcf9eb2ac8e61b50969596e8
net.folivo	trixnity-crypto-core-jvm	4.14.2		cd64519ea535f67f09dd29fad7394a827ad183ea
net.folivo	trixnity-crypto-core-jvm	4.14.3		cd64519ea535f67f09dd29fad7394a827ad183ea
net.folivo	trixnity-crypto-core-jvm	4.14.4		cd64519ea535f67f09dd29fad7394a827ad183ea
net.folivo	trixnity-crypto-core-jvm	4.15.0		cd64519ea535f67f09dd29fad7394a827ad183ea
net.folivo	trixnity-crypto-core-jvm	4.15.1		cd64519ea535f67f09dd29fad7394a827ad183ea
net.folivo	trixnity-crypto-core-jvm	4.2.0		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.1		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.2		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.3		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.4		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.5		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.6		02f52c39df89b825ead67cd7f91cb78340194fdb
net.folivo	trixnity-crypto-core-jvm	4.2.7		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.0		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.1		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.10		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.11		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.12		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.2		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.3		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.4		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.5		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.6		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.7		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.8		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.3.9		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.4.0		abb078ce5ac0804eaebc2de7d2bb8a58e33d2bfc
net.folivo	trixnity-crypto-core-jvm	4.5.0		dc0a184461b72c5f41b784ed0584d9cb69ae4b1d
net.folivo	trixnity-crypto-core-jvm	4.5.1		dc0a184461b72c5f41b784ed0584d9cb69ae4b1d
net.folivo	trixnity-crypto-core-jvm	4.6.0		dc0a184461b72c5f41b784ed0584d9cb69ae4b1d
net.folivo	trixnity-crypto-core-jvm	4.6.1		dc0a184461b72c5f41b784ed0584d9cb69ae4b1d
net.folivo	trixnity-crypto-core-jvm	4.6.2		dc0a184461b72c5f41b784ed0584d9cb69ae4b1d
net.folivo	trixnity-crypto-core-jvm	4.7.0		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.7.1		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.7.2		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.7.3		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.8.0		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.8.1		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.9.0		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.9.1		835dc13bf3913d773604019fc2156141fa128612
net.folivo	trixnity-crypto-core-jvm	4.9.2		835dc13bf3913d773604019fc2156141fa128612
net.maffoo	jsonquote-core_2.12	0.6.1		32c6270c9ba18cdb5b84caf8fc31a9d62241e59c
org.apache.geronimo.bundles	aspectjrt	1.6.2_1		08cd1d578a84cad2886d0c4413529386051c0b36
org.apache.geronimo.bundles	aspectjrt	1.6.8_1		b2561bd055d090b25b12c04cfd5534397c8cafce
org.apache.geronimo.bundles	aspectjrt	1.6.8_2		4ce8ecb258dc2e8133e8adbc590e328b2c3ed676
org.apache.photark	photark-security	M3-incubating		1e92ffab0dea1968f499aded9c6a16db5d56456a
org.apache.streams.plugins	streams-plugin-cassandra	0.4-incubating		995bfbcf972cabd30a57430afff6fb41c9dc2479
org.apache.streams.plugins	streams-plugin-cassandra	0.4.1-incubating		1e1d0ec0ada2c165e5f4743287f35f66170b455c
org.apache.streams.plugins	streams-plugin-cassandra	0.5-incubating		c5f5ef51326c2fc0cd158a78c3910cb6c4055e99
org.apache.streams.plugins	streams-plugin-cassandra	0.5.1		093d5c7f97bd0a24e462dcc3790a756dea7a1a32
org.apache.streams.plugins	streams-plugin-cassandra	0.6.0		2ba25ba6c0f4fae97b57566c5b27e78dca0d7043
org.apache.streams.plugins	streams-plugin-cassandra	0.6.1		12bf8ce52acf4281cb5c37f8675a083b4815ddac
org.apache.streams.plugins	streams-plugin-cassandra	0.7.0		9d00624b61b79634f77b8d3857bf76dba8a76b5b
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.10		e030b1128764797d82a5ed902e2bd89554032b1d
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.11		9bfe26ef1a708b1eeff3b4c684f28e200a4e40c3
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.12		568ebe43ad3311ca4c00f44c0efe035893b9486d
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.13		9ed11067fccd5cded751a58ae4be020b46cdbf50
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.14		8fce897029674cba4d291b1583ff983bb2640e88
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.15		cfaef419eaa42794ba3e245af221b920c0918f90
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.16		4fe7dc8f1a0a76d09992b3c3cfeff6e5c8f09531
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.17		266daafc4523d78f3b244fbca4ff87614af0c3e7
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.18		b495e813b11765b5e75daf89a8264e023c132c10
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.19		6d8b9df9952674006c388a1ddd4070aa1762d117
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.20		3b00dd3621dcbc2e146beab66a2b4019c4a60933
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.21		1073b3cb70f78425b56f0a89e79f72c87ed76046
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.22		b05e9fa21a33e29f74e718ed1380cdb13349b35c
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.23		dc60bc28d81a58c161e0f54c84a6b6d33daece8f
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.24		89bda7307bb006adf69641ec19933c4753be4c44
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.25		08299a86c27a640fba1ac8d4267e517937436a5b
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.26		68245ff7f67b52426e7da1d11c96a93711064434
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.27		050b5546a25da2676ae69112dfdc6b6dc376f52d
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.28		290f6180118fa9fa300a027685ff642a8869c8f4
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.29		e758056e9222aec38e961c35a97ab9c4fa259779
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.6		f173e6bae66101ed5882bc755b4ccf433e3abdf2
org.beangle.webmvc	beangle-webmvc-html2pdf-plugin_2.12	0.3.7		b3ee81f5fc63c934db79a6a02619c83c0c0dde69
