ai.nextbillion	nb-gestures-android	0.0.1		N/A
com.jd.live	joylive-transmission-rocketmq4	1.6.0		ed502a2d1ca0f445775398d7374b0893a4054f39
com.jeevansurendran	work-iosx64	0.0.1		N/A
com.jeevansurendran	work-iosx64	0.0.1	metadata	339a68ac7634ce0909ce5bdb2aa16e342817e673
com.jeevansurendran	work-iosx64	0.0.2		N/A
com.jeevansurendran	work-iosx64	0.0.2	metadata	6cec415567d56d62c84afa37de82c8753d2a0dcc
com.jeevansurendran	work-iosx64	0.0.3		N/A
com.jeevansurendran	work-iosx64	0.0.3	metadata	bf6a2a3311b63d2e61ebdcd85b3d1544a10018d4
com.jeevansurendran	work-iosx64	0.0.8		N/A
com.jeevansurendran	work-iosx64	0.0.8	metadata	cbddbcf9212fcfe65aa1810d5018d6294b2235a9
com.liferay.commerce	com.liferay.commerce.data.integration.apio.impl	1.0.0		42de7bcecb4ff8e8b18640916ccca85c4d6c3007
com.liferay.commerce	com.liferay.commerce.data.integration.apio.impl	1.0.1		2b01692a076d51538d7ea3f883b9ccda529fb5a4
com.liferay.commerce	com.liferay.commerce.data.integration.apio.impl	1.0.2		02d7e532975ab591cd811cfa3ab4877a5721bbbe
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-68-50d39ec4		79f872b832886c6d8557bbab831eab7b1f825f2b
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-69-8d1e4600		3e6070e7c00ce1b3b955b8ad7a6b4e6932b6d4d0
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-70-45c2ae79		62f5b4ab293aabb083c41e6e53ab79f50ac37be9
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-71-1e75159e		069a01ec7ed6166130e079c9946cb2ca763c182f
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-72-21dc3ed9		481201f1eddfe6b4462def339e6c958833de5c8b
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-73-3e75635d		e825f5bd33df35a5f5a6150eb9407a8ecba78c41
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-74-c58df82f		9f1b1c6e4c8a0c1eb0d46d991a47842ca713e9bc
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-75-95b58dcd		4469b64becee7ff59f8bff2fb6a6c08dad88d801
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-78-a38fbac7		fb48c221772da274d79d57f44604c1e8383ac4aa
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-79-25cb55d6		dd25eaeda6981e11df3f56ff3bc587a25ee808ad
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-80-0c6cb10c		9fdce8cc65099dc5b92b505fb7b61a460a491b48
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-81-8d9ea548		5e0ec311f94a419afd1801bbf8a95a8b3bc0ef0b
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-82-3e0b9472		d53f0e2f1e4e14e96a4c359242c8eb7a7fb6127a
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-83-c70bfdfb		e537967f5773c7f829c3cc1bbb3fb63ff0b87312
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-84-0b53d8cc		fbfc8eb3ce8a111791f5002531251fe71bc7e131
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-87-0ba1ece4		a51e8ae2c3be08e970c7108e7f395d22a09b5d6c
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M0-92-0b2ae1a1		3c11f294dd8aa0bbcdcb8d942ef4c0f71faed8bd
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1		d2a1b9bfe6ab0be17ad575d844660168cf9885f9
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-10-105f9e32		af023b642b31e0cd6de264bd80e6671ca8fe47cb
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-11-950a5d3d		9722c2b697dbaa498cdf3252d9f8f73662253e85
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-12-983d136c		04e7f0b892122dd093977ef7574d6ba9dd3d72c0
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-13-139e5beb		0ba0b677c2b36069b59c277898c14559e1571fbd
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-14-dcee60fa		6b6a4a7871534f79cfd9a335e9d79ac2d5d732d0
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-15-240bc71d		a4e9465f69e4bb0c9d91a65cd4ddef2146921222
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-16-4d83c0b7		c419fb5e54d1099a3bc0423ff7d5003b033fc1a8
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-17-2ee6a197		0d50755eddc204d3320672cc1718e34bb6fd846a
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-18-99efad1f		4904c80542c1a7df09d0758da24a51d85ec54b2a
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-19-a7973e17		e0f90d92e73c5c3bf7c5b67909725199d56fb528
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-2-7b5c3954		02fbb115baa45534c29a210e3f6b842ad519f032
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-20-497c01aa		fbddcbd6c62ff2884ead072f6c3807d36b8ef23f
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-21-3845491e		b9d92b61cc1948e87ed0c095485f5af87a12e456
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-22-d78a6cf1		142e24afe86b7c60c15d95a2442a4bcb2fd53345
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-23-e3c82421		f5add3bdeb9ac01423a1ddf434ddc2b55268b6fa
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-24-26133e66		7224de3422fa6eb5e50ccafb751c3cf4532cda9e
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-25-48eb976e		a5fef0d1ce8658ec23e41bb9d054cab7a08b2fca
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-26-cd78484b		0369f1e88b826778d3eddde86a92780bd70d520e
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-27-a6d11ef7		bfc7c2f6432005108a7f76c3a51fd3407699ca6f
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-28-910aa659		a805200ad7dac2168eda3d664038d168721686d5
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-3-47512ee8		b8f864a234ad6e2697bab3f3c5b9d8dc97db12b0
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-4-9b5bf77a		3ba2b5ae5561dfa03787e3bcd36166b7634fa2f3
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-7-43812d49		776e1adb1fcb3f51be483217a8ab26641ac285a9
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-8-35694880		d8b8a4f8195f4fee26636cc83c41adb119ca2d86
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M1-9-08f04d97		0872b257e85f5507098903452f84d57e3ee5951c
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2		3962ad652f8ab013c5e19014ad0bfe6c7e500669
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-1-3763a1d4		9a9c4c336e4802c9cc30ffc6b52b2dfcd4f1cdbb
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-10-f6e2c001		f48b4f94df09ac2d55ec017494d333f49bf12d68
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-11-713b6963		687b6d783bb3cd651675491b793df29707b6b55c
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-12-951bbc1e		7a0a4a663a56f930f77becf0bd06e40273834560
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-13-23a8ef64		06a39393f8b0ec7f3fa939274b485ae907a95f94
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-14-23a07fdf		4760b3abf43f334b18ca0ad8b120017358e800c1
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-15-9bed9700		e1db009933fd997bd2768ba63bd7f27083cd05b0
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-2-741e5dbb		37599c6c1921cff6357073547df6cb18804d597b
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-3-b5eb4787		d192c0d0a2fe22a2b0665725f2ad0f028b2c60a6
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-30-486378af		da0493f7e1f69c1d7282f717613d02ace452da1f
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-4-c3312916		ec4be19f076043495983b7c04ac36ef0de424115
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-5-1c823fef		7c5d2534612da4b347c2eccf4674f56bf3c72f48
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-6-38698450		2fee735eb0ccd056c0a8944b20e8e2b670cffd6a
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-7-8f1180d4		abed92015a71d3d5cd885af206ccff3ff119a345
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-8-ba4429a2		2e1a5082ff71c6809b3b1f9189fb0ffc1d439ff1
com.lihaoyi	ammonite-runtime_3.3.3	3.0.0-M2-9-88291dd8		334f06689d676010bbf64476309e675f1d628479
com.navercorp.fixturemonkey.snasphot	fixture-monkey-kotest	1.0.14-spring		714266302fb6374c5387010eb8270cb39afe4dde
com.navercorp.fixturemonkey.snasphot	fixture-monkey-kotest	1.0.14-spring-1		d09651374cc77ecc5b265e312ecc44deedbe06c3
com.revolut.utils	cardio	1.0.1		N/A
com.samlic	reconciliation	1.0.0		ac9bea1bbf902dc2a05a34ef347269fa8d1a3bd8
com.samlic	reconciliation	1.0.1		be60aeb7c4f14fd0c6cc07e3af23c6af50399c59
com.samlic	reconciliation	1.1.0		a894c4b42f9bde33fd5dc1fce22d192e9477b264
com.snap.camerakit	support-snap-focus	1.12.0		N/A
com.snap.camerakit	support-snap-focus	1.13.0		N/A
com.snap.camerakit	support-snap-focus	1.14.0		N/A
com.snap.camerakit	support-snap-focus	1.14.1		N/A
com.snap.camerakit	support-snap-focus	1.15.0		N/A
com.snap.camerakit	support-snap-focus	1.15.1		N/A
com.snap.camerakit	support-snap-focus	1.16.0		N/A
com.snap.camerakit	support-snap-focus	1.17.0		N/A
com.snap.camerakit	support-snap-focus	1.17.1		N/A
com.snap.camerakit	support-snap-focus	1.18.0		N/A
com.snap.camerakit	support-snap-focus	1.18.1		N/A
com.snap.camerakit	support-snap-focus	1.19.0		N/A
com.snap.camerakit	support-snap-focus	1.19.1		N/A
com.snap.camerakit	support-snap-focus	1.19.2		N/A
com.snap.camerakit	support-snap-focus	1.20.0		N/A
com.snap.camerakit	support-snap-focus	1.21.0		N/A
com.snap.camerakit	support-snap-focus	1.21.1		N/A
com.snap.camerakit	support-snap-focus	1.22.0		N/A
com.snap.camerakit	support-snap-focus	1.23.0		N/A
com.snap.camerakit	support-snap-focus	1.24.0		N/A
com.snap.camerakit	support-snap-focus	1.25.0		N/A
com.snap.camerakit	support-snap-focus	1.26.0		N/A
com.snap.camerakit	support-snap-focus	1.26.1		N/A
com.snap.camerakit	support-snap-focus	1.26.2		N/A
com.snap.camerakit	support-snap-focus	1.27.0		N/A
com.snap.camerakit	support-snap-focus	1.28.0		N/A
com.snap.camerakit	support-snap-focus	1.29.0		N/A
com.snap.camerakit	support-snap-focus	1.30.0		N/A
com.snap.camerakit	support-snap-focus	1.30.1		N/A
com.snap.camerakit	support-snap-focus	1.31.0		N/A
com.snap.camerakit	support-snap-focus	1.32.0		N/A
com.snap.camerakit	support-snap-focus	1.33.0		N/A
com.snap.camerakit	support-snap-focus	1.34.0		N/A
com.snap.camerakit	support-snap-focus	1.35.0		N/A
com.snap.camerakit	support-snap-focus	1.36.0		N/A
com.snap.camerakit	support-snap-focus	1.36.1		N/A
com.snap.camerakit	support-snap-focus	1.37.0		N/A
com.snap.camerakit	support-snap-focus	1.38.0		N/A
com.snap.camerakit	support-snap-focus	1.39.0		N/A
com.snap.camerakit	support-snap-focus	1.40.0		N/A
com.softwaremill.odelay	odelay-netty_3	0.3.3		693839d62b5fdc8ce6a42d2a33da678e96798668
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M1		74e671251a671369cac6ef0298505402b7f58b6c
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M10		6be8df7b24d2dec984e97dfce53ec505d54be87f
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M11		941d2f06be14fb37ade60ad98ce1b18bd6e24330
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M2		800fe0fcb3492e4120e4098be143a15166ce6560
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M3		ca776d88155a38c5fa19b6ed695a6ade1f1469e1
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M4		56779cac186bf716f1c447c35b27904dd2a81aae
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M5		3d62cbab4f05efe9ff1c2a0d10d4c4ef4a3e1b0a
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M6		72163d1b7fa86d77f44b80bcdf5d8dd9c8231855
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M7		e6fc14c30a3490bc83d6abf4a9001e7f59eb59e4
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M8		c4ae7052a601f37ea3c6fbdb63e02152b6948244
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-M9		71d853488391fa614f6fa93db5e8e3db2fcb227f
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-RC1		b1bb58555f49233e875390a1e175ad165a93d019
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-RC2		dd0e35ca8a0ae9a3648f693157b701c3ac0a4274
com.softwaremill.sttp.client	http4s-backend_2.11	2.0.0-RC3		c4aaa158dcba10cc08132ab03d78cb4969f61804
com.soywiz	korlibs-compression-zip-android	6.0.0-alpha2		N/A
com.stripe	ml-core-cardscan	20.21.0		N/A
com.stripe	ml-core-cardscan	20.21.1		N/A
com.stripe	ml-core-cardscan	20.22.0		N/A
com.stripe	ml-core-cardscan	20.23.0		N/A
com.stripe	ml-core-cardscan	20.23.1		N/A
com.stripe	ml-core-cardscan	20.24.0		N/A
com.stripe	ml-core-cardscan	20.24.1		N/A
com.stripe	ml-core-cardscan	20.24.2		N/A
com.stripe	ml-core-cardscan	20.25.0		N/A
com.stripe	ml-core-cardscan	20.25.1		N/A
com.stripe	ml-core-cardscan	20.25.2		N/A
com.stripe	ml-core-cardscan	20.25.3		N/A
com.stripe	ml-core-cardscan	20.25.4		N/A
com.stripe	ml-core-cardscan	20.25.5		N/A
com.stripe	ml-core-cardscan	20.25.6		N/A
com.stripe	ml-core-cardscan	20.25.7		N/A
com.stripe	ml-core-cardscan	20.25.8		N/A
com.stripe	ml-core-cardscan	20.26.0		N/A
com.stripe	ml-core-cardscan	20.27.0		N/A
com.stripe	ml-core-cardscan	20.27.1		N/A
com.stripe	ml-core-cardscan	20.27.2		N/A
com.stripe	ml-core-cardscan	20.27.3		N/A
com.stripe	ml-core-cardscan	20.28.0		N/A
com.stripe	ml-core-cardscan	20.28.1		N/A
com.stripe	ml-core-cardscan	20.28.2		N/A
com.stripe	ml-core-cardscan	20.28.3		N/A
com.stripe	ml-core-cardscan	20.29.0		N/A
com.stripe	ml-core-cardscan	20.29.1		N/A
com.stripe	ml-core-cardscan	20.29.2		N/A
com.stripe	ml-core-cardscan	20.30.0		N/A
com.stripe	ml-core-cardscan	20.30.1		N/A
com.stripe	ml-core-cardscan	20.30.2		N/A
com.stripe	ml-core-cardscan	20.31.0		N/A
com.stripe	ml-core-cardscan	20.32.0		N/A
com.stripe	ml-core-cardscan	20.32.1		N/A
com.stripe	ml-core-cardscan	20.33.0		N/A
com.stripe	ml-core-cardscan	20.34.0		N/A
com.stripe	ml-core-cardscan	20.34.1		N/A
com.stripe	ml-core-cardscan	20.34.2		N/A
com.stripe	ml-core-cardscan	20.34.3		N/A
com.stripe	ml-core-cardscan	20.34.4		N/A
com.stripe	ml-core-cardscan	20.35.0		N/A
com.stripe	ml-core-cardscan	20.35.1		N/A
com.stripe	ml-core-cardscan	20.35.2		N/A
com.stripe	ml-core-cardscan	20.36.0		N/A
com.stripe	ml-core-cardscan	20.36.1		N/A
com.stripe	ml-core-cardscan	20.37.0		N/A
com.stripe	ml-core-cardscan	20.37.1		N/A
com.stripe	ml-core-cardscan	20.37.2		N/A
com.stripe	ml-core-cardscan	20.37.3		N/A
com.stripe	ml-core-cardscan	20.37.4		N/A
com.stripe	ml-core-cardscan	20.38.0		N/A
com.stripe	ml-core-cardscan	20.39.0		N/A
com.stripe	ml-core-cardscan	20.40.0		N/A
com.stripe	ml-core-cardscan	20.40.1		N/A
com.stripe	ml-core-cardscan	20.40.2		N/A
com.stripe	ml-core-cardscan	20.40.3		N/A
com.stripe	ml-core-cardscan	20.40.4		N/A
com.stripe	ml-core-cardscan	20.41.0		N/A
com.stripe	ml-core-cardscan	20.41.1		N/A
com.stripe	ml-core-cardscan	20.42.0		N/A
com.stripe	ml-core-cardscan	20.43.0		N/A
com.stripe	ml-core-cardscan	20.44.0		N/A
com.stripe	ml-core-cardscan	20.44.1		N/A
com.stripe	ml-core-cardscan	20.44.2		N/A
com.stripe	ml-core-cardscan	20.45.0		N/A
com.stripe	ml-core-cardscan	20.46.0		N/A
com.stripe	ml-core-cardscan	20.47.0		N/A
com.stripe	ml-core-cardscan	20.47.3		N/A
com.stripe	ml-core-cardscan	20.47.4		N/A
com.stripe	ml-core-cardscan	20.48.0		N/A
com.stripe	ml-core-cardscan	20.48.1		N/A
com.stripe	ml-core-cardscan	20.48.2		N/A
com.stripe	ml-core-cardscan	20.48.3		N/A
com.stripe	ml-core-cardscan	20.48.4		N/A
com.stripe	ml-core-cardscan	20.48.5		N/A
com.stripe	ml-core-cardscan	20.48.6		N/A
com.stripe	ml-core-cardscan	20.49.0		N/A
com.stripe	ml-core-cardscan	20.50.0		N/A
com.stripe	ml-core-cardscan	20.50.1		N/A
com.stripe	ml-core-cardscan	20.51.0		N/A
com.stripe	ml-core-cardscan	20.51.1		N/A
com.stripe	ml-core-cardscan	20.52.0		N/A
com.stripe	ml-core-cardscan	20.52.1		N/A
com.stripe	ml-core-cardscan	20.52.2		N/A
com.stripe	ml-core-cardscan	20.52.3		N/A
com.stripe	ml-core-cardscan	20.53.0		N/A
com.stripe	ml-core-cardscan	21.0.0		N/A
com.stripe	ml-core-cardscan	21.0.1		N/A
com.stripe	ml-core-cardscan	21.1.0		N/A
com.stripe	ml-core-cardscan	21.10.0		N/A
com.stripe	ml-core-cardscan	21.11.0		N/A
com.stripe	ml-core-cardscan	21.11.1		N/A
com.stripe	ml-core-cardscan	21.12.0		N/A
com.stripe	ml-core-cardscan	21.2.0		N/A
com.stripe	ml-core-cardscan	21.2.1		N/A
com.stripe	ml-core-cardscan	21.3.0		N/A
com.stripe	ml-core-cardscan	21.3.1		N/A
com.stripe	ml-core-cardscan	21.3.2		N/A
com.stripe	ml-core-cardscan	21.4.0		N/A
com.stripe	ml-core-cardscan	21.4.1		N/A
com.stripe	ml-core-cardscan	21.4.2		N/A
com.stripe	ml-core-cardscan	21.5.0		N/A
com.stripe	ml-core-cardscan	21.5.1		N/A
com.stripe	ml-core-cardscan	21.6.0		N/A
com.stripe	ml-core-cardscan	21.7.0		N/A
com.stripe	ml-core-cardscan	21.7.1		N/A
com.stripe	ml-core-cardscan	21.8.0		N/A
com.stripe	ml-core-cardscan	21.9.0		N/A
com.tuyenmonkey	auto-fill-edit-text	1.0.0		N/A
com.walterjwhite.java.modules.serialization	modules	0.0.17		N/A
de.code-sourcery.versiontracker	versiontracker-client	1.0.15		0dbee31b015a7a397196ac3e97336e9d7b50c202
de.code-sourcery.versiontracker	versiontracker-client	1.0.16		b082fd0ed350b8dc44e220380f9bce09e2fbe0d7
de.code-sourcery.versiontracker	versiontracker-client	1.0.17		0130f6eec81afc3e01b5e38841d15189af2de579
de.code-sourcery.versiontracker	versiontracker-client	1.0.18		c407a0a72022f058a4b73a1ffd0086f0447bad2c
de.code-sourcery.versiontracker	versiontracker-client	1.0.19		b41f190b04ed7b8f3b5da8e933af28b56089b7f1
de.code-sourcery.versiontracker	versiontracker-client	1.0.20		405f5f23dd230058132f16d95c059c264285008f
de.code-sourcery.versiontracker	versiontracker-client	1.0.21		316edf15386b2f705cc369176b0eb5a982f8bdf8
de.code-sourcery.versiontracker	versiontracker-client	1.0.22		d3027d22d26be38bdcc122c44d5ce928e75d79ab
de.code-sourcery.versiontracker	versiontracker-client	1.0.23		a0d95d2d3d8581a0cb106c1afb3f88e93017546c
de.code-sourcery.versiontracker	versiontracker-client	1.0.24		c8bb5f82da387396ffc8feac46261dada6abae2c
de.code-sourcery.versiontracker	versiontracker-client	1.0.25		5ade5c83abe0a05c64967992bcfbf474b8124c36
de.code-sourcery.versiontracker	versiontracker-client	1.0.27		5ba86e57ffb5503d1d7bdeaa69b3e9cfc87d430a
de.code-sourcery.versiontracker	versiontracker-client	1.0.28		ac9a4bd786ab34ba937424402dd760e49a9fc5a8
de.code-sourcery.versiontracker	versiontracker-client	1.0.29		ea79281a4a4005632a7232ec0e7b939d25251ee8
de.code-sourcery.versiontracker	versiontracker-client	1.0.30		ea62b164e22baf3b80c9f0d03ae6b9a015b169dc
de.code-sourcery.versiontracker	versiontracker-client	1.0.31		c9e12d487bacd7fbf688e075cfacaba9c895f1f3
dev.valentiay	phobos-fs2_2.12	0.21.0		7c62b25adff8df1eb43e951cb47826bedde3f3c0
dev.valentiay	phobos-fs2_2.12	0.22.0		2dbfcf9de52d7c528c9b6a191ae08f76282db7b2
dev.valentiay	phobos-fs2_2.12	0.23.0		34367ecb6d5fc18ce5849b35e14269143a6145f3
dev.valentiay	phobos-fs2_2.12	0.24.0		a6c14cef6c64703b817c7e0882801538a9e39adc
dev.valentiay	phobos-fs2_2.12	0.25.0		b3d47b6b5f0f24e270d844e352c030791b0b606b
dev.valentiay	phobos-fs2_2.12	0.26.0		926780f8c4842676776e90d31eb7b8cd8a105109
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-10		382c1014d4c5a3ac0461c70be0b2fe44382f3958
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-11		ca62a2d080b3251518dadf056b2777262ff451bb
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-12		52d080f0e63d3a4160f4dc6a6019231a5f596818
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-4		306375604dc827895dd53ebfa0bdeaedd401fa23
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-5		020053c954f3dfb74f266b80bf30ca479f140633
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-6		eac62eb6fa66846d651786b2f4a2cf40654aa084
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-7		9bdb530e43a1207d93a9e0fe39b6099740e445d6
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-8		62228931b00747f8aa6a88de2cca9bbacceea4a5
dev.zio	zio-interop-cats_2.12	1.0.0-RC8-9		0e7467aa5d9962dd96ec916457d05f42621f2f1c
dev.zio	zio-interop-cats_2.12	1.3.1.0-RC2		614f259773529991596062aaa82543951348d6ff
dev.zio	zio-interop-cats_2.12	1.3.1.0-RC3		4db8337963c156b55bc07eaf9d0121157503febe
dev.zio	zio-interop-cats_2.12	12.0.0.0		8e0e0e9d00af4679d744abbfd40188acaef43b18
dev.zio	zio-interop-cats_2.12	13.0.0.0		316e602cef1724eebb8509a3b6565deda5315b6d
dev.zio	zio-interop-cats_2.12	13.0.0.1		c760775dafa7607f098bd1da45942404904baaa8
dev.zio	zio-interop-cats_2.12	13.0.0.2		dda64f3cd30b5337681bac50c56759b1ca96c9f6
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC1		61136558fb01d07191169d1f25a18100cd193505
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC10		c2941a402dc9d5e85421d8e8cc83408cbea81e45
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC11		ae8747b9a80029321d06334ca6bc37e8c3c2f824
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC12		da2274a9988821f9a0d3da5b705fb970310debcf
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC13		cbebcce25343fdbe2b9882779429f72ce23c096e
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC14		7c9939b55a063b2b1c793209d16fe06e29b7cfd0
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC2		104959056043551c00f929c77a38a39c612e6dcc
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC3		42b811e4ef9d86e6f3f8ac516602608f420b9132
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC4		750e69ffd6fe604246dd4e91082b543c1d4867a1
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC5		3055634076a5e59ce30cd498395512e6432bb646
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC6		ebc76797508044d721026abe82052f771d4c95ed
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC7		e270fe3f2972ae44c1f6e528aefe3cf30e43ebed
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC8		6d32b4a8dd8d7ba9b358f4759bcb527fe234a0c8
dev.zio	zio-interop-cats_2.12	2.0.0.0-RC9		850682fcbf786c739e769582b189320e69c7d281
dev.zio	zio-interop-cats_2.12	2.1.3.0-RC15		357dc752aa41daf53dae553c941b3bedcb6defc3
dev.zio	zio-interop-cats_2.12	2.1.3.0-RC16		77f3cd9d9c23591cee05785510386de400bade72
dev.zio	zio-interop-cats_2.12	2.1.4.0		4723f8e1d9347a2c9eb87abb4db26d7ec24df89d
dev.zio	zio-interop-cats_2.12	2.1.4.0-RC17		ab07164edd2be27a5ed6f0230f8d6c8168bead29
dev.zio	zio-interop-cats_2.12	2.1.4.1		06f5016eb7130c0786e98598fdf10b1ee17b8afc
dev.zio	zio-interop-cats_2.12	2.2.0.0		c7b51235a47432ebee6413c5f342410c8964a65a
dev.zio	zio-interop-cats_2.12	2.2.0.1		99b4b16f5ffda5bc0ba37188ca7506bce354e06a
dev.zio	zio-interop-cats_2.12	2.3.1.0		364c25bbfc265193912a2c61d460e1bc46a09b67
dev.zio	zio-interop-cats_2.12	2.4.0.0		f7d9f73ff2027d6a86e8b67aefe4d037fbb58bc5
dev.zio	zio-interop-cats_2.12	2.4.1.0		e9547184bf62637a496efa75f991d63b7be55cbf
dev.zio	zio-interop-cats_2.12	2.5.1.0		1c28d5f7dd4fa9cf4e6f0f2da0c450e662c18449
dev.zio	zio-interop-cats_2.12	2.5.1.1		948be599c1a1fd79e5cab6fe5c817256c84e263b
dev.zio	zio-interop-cats_2.12	22.0.0.0		48b6c9f8b1d205615155d654c45d13ab1271cd22
dev.zio	zio-interop-cats_2.12	23.0.0.0		4b587bed03f3d1a418bd51625824505ffac12c81
dev.zio	zio-interop-cats_2.12	23.0.0.1		d2332496d554e94698eda887721b2a43c8129e17
dev.zio	zio-interop-cats_2.12	23.0.0.2		2a2c88c4620b03d112fff9be145e9e38ec2f219d
dev.zio	zio-interop-cats_2.12	23.0.0.3		72d6c6cd50437916e16ebe481551780c4c1e29c4
dev.zio	zio-interop-cats_2.12	23.0.0.4		1b9926955dbc17d94473490f0d9606bb9010a138
dev.zio	zio-interop-cats_2.12	23.0.0.5		abcab6e555aaa92a811d82eff1c4d42f2b712559
