ai.djl.android	pytorch-native	0.30.0		N/A
hu.bme.mit.theta	theta-cfa	5.1.1		d2efd7573d26ed8ef90e65df5d6da6ad679d7dd9
hu.bme.mit.theta	theta-cfa	5.2.0		8f38a6e33b252d17a2a092ddc35a66a7a15be7e7
hu.bme.mit.theta	theta-cfa	5.2.1		c5cd0d4886a5256a7e44eb2acf6aff728985d697
hu.bme.mit.theta	theta-cfa	5.3.0		68fbb9fa82a1b75e9bff5dc1eedcfd74dd35a448
hu.bme.mit.theta	theta-cfa	5.4.0		80749756e641cbb6e9682fbf7310cd8af19f9892
hu.bme.mit.theta	theta-cfa	6.0.0		75c6ccf2f707aeaee301203da6a03f4d32de71b2
hu.bme.mit.theta	theta-cfa	6.1.0		3cd840e8e6a16b01cd7fddc596b0dc013734d5fe
hu.bme.mit.theta	theta-cfa	6.11.10		6e551eaeab84010a31e5cdf9aecd1806230a6201
hu.bme.mit.theta	theta-cfa	6.11.2		dc6ea9ac5710c601fb277c8955b4f61a9856191b
hu.bme.mit.theta	theta-cfa	6.11.3		2ec4d35175566d5780dc398273616b607544e2bc
hu.bme.mit.theta	theta-cfa	6.11.4		6c1461fde771d7304cc004d81972e37361d18966
hu.bme.mit.theta	theta-cfa	6.11.5		59ed2e207feeef101ffc62af8436e4cfeaef2d2c
hu.bme.mit.theta	theta-cfa	6.11.6		cb5ecfdc38f40502fc0a6d829143ca8b418e72c5
hu.bme.mit.theta	theta-cfa	6.11.8		8f54672842fe4e6da00c66ae4db42537f4b75bab
hu.bme.mit.theta	theta-cfa	6.11.9		387dc810f172a3a88fecf735316edb0d3cb4dcc7
hu.bme.mit.theta	theta-cfa	6.12.0		976e96b6698cbae63673842795f2ca8dfb7df53f
hu.bme.mit.theta	theta-cfa	6.12.1		e78eb3902db35f3aa7fb1faec6dc18863af2d2a6
hu.bme.mit.theta	theta-cfa	6.12.2		07ff0e58fe43f4a8cb8fa8e015e479c2592c6204
hu.bme.mit.theta	theta-cfa	6.12.3		9de205d5ffd8646e6fcf61c560a81fc643061e5e
hu.bme.mit.theta	theta-cfa	6.13.0		768f8c6c30eebc4f4786db040cc3179eb843203c
hu.bme.mit.theta	theta-cfa	6.13.1		945779be6121b22cbe0470a4b65c778ec2b3fbd3
hu.bme.mit.theta	theta-cfa	6.2.0		3c7fc817b9377557a0aefb6742e1b9d9698634c9
hu.bme.mit.theta	theta-cfa	6.3.3		57a38642fb81f7ce8e9a4ad135db62864521a327
hu.bme.mit.theta	theta-cfa	6.3.4		a3efb80be1248137f1c53945d0fa53175e60c62c
hu.bme.mit.theta	theta-cfa	6.4.0		4420500587aa624c501e0d11563812c95cae5831
hu.bme.mit.theta	theta-cfa	6.5.0		8682e7612eb736fa24fae74b0ab4f607d06cc967
hu.bme.mit.theta	theta-cfa	6.5.1		12d9b04cc181bbcccf1207e1642405889aa265e0
hu.bme.mit.theta	theta-cfa	6.5.2		5ef94e244239035135ffc4d48aa26d46a3846a10
hu.bme.mit.theta	theta-cfa	6.6.0		5c645b7de05ef64c420078c8555a87959edd2d04
hu.bme.mit.theta	theta-cfa	6.6.1		d9cb9669dd0ce9d7aa65a9d6ff6635f00084a8e0
hu.bme.mit.theta	theta-cfa	6.6.2		46ab6f254104e6660f4037cf2ad583255f2aa405
hu.bme.mit.theta	theta-cfa	6.6.4		f01e19d77a33f37534c9822a000f605bcaccd583
hu.bme.mit.theta	theta-cfa	6.6.5		e02d2a067797f75e93be5452fb1bf276a89152ce
hu.bme.mit.theta	theta-cfa	6.6.6		a05c31dd46599f8cd20609674c71934d91528932
hu.bme.mit.theta	theta-cfa	6.7.0		8dcd4f83f98d169197737e067a978c76c1579bd6
hu.bme.mit.theta	theta-cfa	6.7.2		fb0bbce62a37b3e30b076652acaa8c1c09aae6f0
hu.bme.mit.theta	theta-cfa	6.8.1		62fbb9a3acff4d601ce4763f480b7f31566e388a
hu.bme.mit.theta	theta-cfa	6.8.2		3f114893a584f03ec8e6609180c74ca56022c90a
hu.bme.mit.theta	theta-cfa	6.8.4		5768bae7d364c34a2ebb4456768843b284caad97
hu.bme.mit.theta	theta-cfa	6.8.5		67c944680d1e7bedf02ca30d735c072bda11db46
io.circe	circe-yaml-scalayaml_3	0.15.3		8c1c63e3aa58541520dd39793449857c20b6ab26
io.circe	circe-yaml-scalayaml_3	0.16.0		412673bd9e86205217d044cf6ce25d5bc029b10c
io.gitee.litong	es-spring-boot-starter	1.0.4		b74815a095b27ba39688bbdd11c141052258bb2e
io.gitee.litong	es-spring-boot-starter	1.0.5		adc81f6a6e817d45ed9923d08171b4ec9eac3cd1
io.gitee.litong	es-spring-boot-starter	1.0.6		bf1c28b64a73763539c7bb0e0f9c9177ac7cf6d5
io.gitee.litong	es-spring-boot-starter	1.0.7		5099c94d035638e17bde5572b774af37b04f7940
io.github.0xzhangke	krouter-collecting-compiler	0.9.8		44a46de74264f4d5d1567d4b0e730a25b9568c90
io.github.0xzhangke	krouter-collecting-compiler	0.9.9		e632fed966bcff2a8e2c26e6bf34092012219bfe
io.github.0xzhangke	krouter-collecting-compiler	0.9.91		7a3daba265436bfaec916a68b128451d2fd47632
io.github.0xzhangke	krouter-collecting-compiler	0.9.92		7a3daba265436bfaec916a68b128451d2fd47632
io.github.0xzhangke	krouter-collecting-compiler	0.9.95		1059c41d9eb0bcd55cceb7ed0558a9066507449a
io.github.0xzhangke	krouter-collecting-compiler	0.9.96		1059c41d9eb0bcd55cceb7ed0558a9066507449a
io.github.0xzhangke	krouter-collecting-compiler	1.0.0		1059c41d9eb0bcd55cceb7ed0558a9066507449a
io.github.0xzhangke	krouter-collecting-compiler	1.0.1		a519e8042a02d7ccbab3c461c644421def74d5d0
io.github.0xzhangke	krouter-collecting-compiler	1.0.2		a519e8042a02d7ccbab3c461c644421def74d5d0
io.github.0xzhangke	krouter-collecting-compiler	1.1.0		64846d89e8e1636e1a235018265a1fe79952e47a
io.github.0xzhangke	krouter-collecting-compiler	1.2.0		30ea959d3ec75822080a5e272af7fe01275242d3
io.github.0xzhangke	krouter-collecting-compiler	1.2.1		30ea959d3ec75822080a5e272af7fe01275242d3
io.github.boswelja.datatypes	capacity-tvosarm64	1.0.0		N/A
io.github.boswelja.datatypes	capacity-tvosarm64	1.0.0	metadata	633121164b4d7919f0a89f18d0c02e5cccc9c1a7
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.11		5a202b162aa8bd60a5789afe87a6e0c3d4efdf49
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.12		874f9eb6f4a82e31a324f7b5250627ecc3ac3c86
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.13		4c5f18f24f524ff6767e606cfaa07a061576c2be
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.14		f5172bb11151dc6f8a20bf3f1b157ea9603828e2
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.15		c296549063f5b14018b0413dd3eae1ce75286716
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.16		2dd1398aa12a99538872a2f90c09c19f4155d860
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.17		b1101d9a1cda97a277d23fa31889dc91cf6a56c6
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.18		1b6829850e4e1526f14941d39f65cab9a9c2c6b2
io.github.jbwheatley	pact4s-weaver-java8_2.13	0.0.19		7a7e9a51330cb594cbe7401630b3a90dac49f7b6
io.github.kashif-mehmood-km	ocr_plugin-android-debug	0.0.1		N/A
io.github.kashif-mehmood-km	ocr_plugin-android-debug	0.0.2		N/A
io.github.lsd-consulting	lsd-junit5	0.1.1		dcc2fb5163b6982ac7da90689a8f56446bf168a9
io.github.lsd-consulting	lsd-junit5	0.1.2		725ef369c6ac7cb03dd92c00662724c40295ebb7
io.github.lsd-consulting	lsd-junit5	0.1.3		8d48b9b263a2bdf9a05c1ab5726ba568b8e73209
io.github.lsd-consulting	lsd-junit5	1.0.0		1aeb643886ce8a13f54be54e8712a1432bae350b
io.github.lsd-consulting	lsd-junit5	1.0.1		2b19662ca6a2f43490d2b5cb11e5d2ca585b1adf
io.github.lsd-consulting	lsd-junit5	1.0.2		030533f9fe6d2071a7f9544a6f0624eb58027474
io.github.lsd-consulting	lsd-junit5	1.0.3		ce2f8384ed56c4ff66e0e0e010c40f2589c52a7b
io.github.lsd-consulting	lsd-junit5	1.1.2		72ed4fa33dcb3f15dbeaaf65928be03006a1174e
io.github.lsd-consulting	lsd-junit5	1.1.3		597568c2004dbd2226fc8bccdf3bde9dac48073c
io.github.lsd-consulting	lsd-junit5	1.1.4		011c42b24b9441d6f3e6f0689833211a00c791fc
io.github.lsd-consulting	lsd-junit5	1.1.5		160e654e009a6b045cc6287d81d34c67aa482fd4
io.github.lsd-consulting	lsd-junit5	1.1.6		89964b1bb411b8fa002f386bd56e7e6b57694023
io.github.lsd-consulting	lsd-junit5	2.0.0		84e4b2196ba2e234d5a405d5cf8ff6fcb6a5d8b5
io.github.lsd-consulting	lsd-junit5	3.0.0		27636fe7ba0ec1a8fba31f2f5a39f0bba297e75c
io.github.lsd-consulting	lsd-junit5	3.0.1		d774d54a93fc4048f46500b96216babf1a7eb215
io.github.lsd-consulting	lsd-junit5	3.0.2		4505db2608cd667b6894440bb15ed4cbc4f29dd2
io.github.lsd-consulting	lsd-junit5	3.0.3		ca1089a90d647e81ccbef9482a361dce7f5de42c
io.github.lsd-consulting	lsd-junit5	3.0.4		f9279647f4b18dad426a89c49ecb45d54d063abb
io.github.lsd-consulting	lsd-junit5	3.1.0		cb9a3bb6af9042c860157327feae614a25eebcdc
io.github.lsd-consulting	lsd-junit5	4.0.0		521bf63c1a172abe691af5d6dab59582d086a150
io.github.lsd-consulting	lsd-junit5	5.0.0		87f91668fb945f20cc504d0399b35c844572f891
io.github.lsd-consulting	lsd-junit5	5.0.1		72f21fd67fc94a283c3e5f5152f86eb99d02c8da
io.github.lsd-consulting	lsd-junit5	5.1.0		c8620630df0e7278b2daeefd1b7df6305c42bf20
io.github.lsd-consulting	lsd-junit5	5.2.0		3f117032ced509bb99560a4b1aac74a7fc8ca33a
io.github.lsd-consulting	lsd-junit5	6.0.0		3c0b152abb700500953fadb25651b6985756c298
io.github.lsd-consulting	lsd-junit5	6.0.1		3ac7d8dd76d68fa9302761081d554687ff875e86
io.github.lsd-consulting	lsd-junit5	6.0.10		065a449d18d5b2a5873764a604c56664b2670e41
io.github.lsd-consulting	lsd-junit5	6.0.11		a53ada694545126256737db827944f9336102f92
io.github.lsd-consulting	lsd-junit5	6.0.12		8306ec5876973cfd1d2bf8eb8180d6a9f0cf18b0
io.github.lsd-consulting	lsd-junit5	6.0.2		08a6913e4d4afa076d0c9409954d14b6c5f18d9b
io.github.lsd-consulting	lsd-junit5	6.0.3		db857c2e76c9fdbeb5b318e2fe7975f314ad1186
io.github.lsd-consulting	lsd-junit5	6.0.4		1f5a98645aa9f17c635240850bed49c5658be45c
io.github.lsd-consulting	lsd-junit5	6.0.5		72bf4ffe513964e1fb00d0d0e0a8f9e958dc747a
io.github.lsd-consulting	lsd-junit5	6.0.6		d1c81033dd42df018ab1f74ea20da29b3cd5c4c6
io.github.lsd-consulting	lsd-junit5	6.0.7		4b23746d04c7fbb60729e28b0f0b4260b5eea496
io.github.lsd-consulting	lsd-junit5	6.0.8		935be7dc882a960c75a29d524061c3d257e4d02a
io.github.lsd-consulting	lsd-junit5	6.0.9		c333c1b9b783557c29c83c2ab04cdfe62861b0e7
io.github.lsd-consulting	lsd-junit5	7.0.0		18ab32c7fcbc12a6aef0e5bf9d993930171eed1b
io.github.lsd-consulting	lsd-junit5	7.0.1		c907200abb0933c19d5dcd50c2522c7a5bb5d0bb
io.github.lsd-consulting	lsd-junit5	7.0.10		09f95a978a0a6466f7a9ab65c6543e12c10195b7
io.github.lsd-consulting	lsd-junit5	7.0.100		97fd503c8663833c51e1fd78d5027075525818bd
io.github.lsd-consulting	lsd-junit5	7.0.101		b7857af213b18b93e7a32c889868666b55d13feb
io.github.lsd-consulting	lsd-junit5	7.0.102		2a858fb8ba3ebf3e93ead617e1081cdd6626624a
io.github.lsd-consulting	lsd-junit5	7.0.103		145eaf0d993990edf36cf3205ffaec8cb497cd30
io.github.lsd-consulting	lsd-junit5	7.0.104		b1bba68a4c0f881670b3a673d2e880c5ab3bd691
io.github.lsd-consulting	lsd-junit5	7.0.105		524b871a237e68deabf57934a6fea0d722d56a7a
io.github.lsd-consulting	lsd-junit5	7.0.106		2d71788f589cef85753c36d917ccdf86ed1dff14
io.github.lsd-consulting	lsd-junit5	7.0.107		46be04145eb433286f3370a0f60d473b622b74af
io.github.lsd-consulting	lsd-junit5	7.0.108		7ad40d1ca1c9465a3434bcb6531e264720c71d70
io.github.lsd-consulting	lsd-junit5	7.0.109		a03db2b17c6c948c98477d833c12845db32088ed
io.github.lsd-consulting	lsd-junit5	7.0.11		c06ad90833ac978657d969f5ff2827c0970ca0b2
io.github.lsd-consulting	lsd-junit5	7.0.110		612e9d3a09618c359888e1707b9237b6e9de2dcf
io.github.lsd-consulting	lsd-junit5	7.0.111		76859f402782359643e1d16ceec5b52bdb2d6355
io.github.lsd-consulting	lsd-junit5	7.0.112		8e1339c02fa0d349b3661a9e0892c427b0e97220
io.github.lsd-consulting	lsd-junit5	7.0.113		fd8655bffb97a4508c1e7b97662b78bed83cb137
io.github.lsd-consulting	lsd-junit5	7.0.114		eb3decc8fd7ca51f1e4feafb07f8f4875687f9de
io.github.lsd-consulting	lsd-junit5	7.0.115		b52328d859f0c367ad561f07913980deacb80451
io.github.lsd-consulting	lsd-junit5	7.0.116		6c14a067f995a38b0a5f37eeac80789a3fa03833
io.github.lsd-consulting	lsd-junit5	7.0.117		aa8d9c4de21dc175bd0d0d2f84627c464b7c954c
io.github.lsd-consulting	lsd-junit5	7.0.118		f05236a6fa0cdc98789f5366d7db003c10af9a57
io.github.lsd-consulting	lsd-junit5	7.0.119		6a7c9be58a2f12f6459b026407adfcd44b467737
io.github.lsd-consulting	lsd-junit5	7.0.12		4bff05a7fa6e10a3dc6a8d88505995a0a1ce17b2
io.github.lsd-consulting	lsd-junit5	7.0.120		862731e756e16761b5529be882a36adfda55ef9b
io.github.lsd-consulting	lsd-junit5	7.0.121		98178212a7e68322e3159cbaaed6ca5a1104b2e9
io.github.lsd-consulting	lsd-junit5	7.0.122		dc1e93f6b929390f818622c90ca345aa3937d47a
io.github.lsd-consulting	lsd-junit5	7.0.123		bd6bebdafb430f1428f98489cc2961ef4fce80a3
io.github.lsd-consulting	lsd-junit5	7.0.124		6b446621f6be755ef83aca1aab6af37f8549ea8c
io.github.lsd-consulting	lsd-junit5	7.0.125		4cc6e6c6aba84a556875f1928475af6caf2e0603
io.github.lsd-consulting	lsd-junit5	7.0.126		3ac0ed295bbd7df451b48bfee9de13364b9b846f
io.github.lsd-consulting	lsd-junit5	7.0.127		bab19d183362a04161ddd43dd87d2f10697cfa0e
io.github.lsd-consulting	lsd-junit5	7.0.128		04a6223706a79d307fd203f6b73688453a3f05d5
io.github.lsd-consulting	lsd-junit5	7.0.129		6b5b72792c15e7a1931dc1f17e5429c6c016f7f4
io.github.lsd-consulting	lsd-junit5	7.0.13		4c9c3f3f913b20a090e58f921882d32e32eda9ab
io.github.lsd-consulting	lsd-junit5	7.0.130		3d6785f8f49d9a76156713dbc63192f40555adc6
io.github.lsd-consulting	lsd-junit5	7.0.14		009c0438f407c28ef062a67227241b69306c1bda
io.github.lsd-consulting	lsd-junit5	7.0.15		bc3e2c71b6c929360ef0a38879811056cd3081c3
io.github.lsd-consulting	lsd-junit5	7.0.18		5fa1d698a2261361267f3ffe253361670cf26b3f
io.github.lsd-consulting	lsd-junit5	7.0.19		f2096cf93b4affa6dc6716ae34b44cf8cbb74c30
io.github.lsd-consulting	lsd-junit5	7.0.2		705e6bcb56f93d6742722a7b4e35fe9b0e028fe5
io.github.lsd-consulting	lsd-junit5	7.0.20		5f0bf1b2e207ea23b53cb35215d92e7da1263a63
io.github.lsd-consulting	lsd-junit5	7.0.21		fdb5224b6dffc34ef0002b4e2f22589e6029d328
io.github.lsd-consulting	lsd-junit5	7.0.22		cdd2c29d4fb7d8e9ed904fa87bf87b716159d254
io.github.lsd-consulting	lsd-junit5	7.0.23		ca049e2a10642e94d47e85e9f7dfc7140574c5cf
io.github.lsd-consulting	lsd-junit5	7.0.24		3db9c9b80a84cd54c12f039bb154e7cc60663037
io.github.lsd-consulting	lsd-junit5	7.0.25		dfce5724e1eb25722fbd08182eab79c8f276166a
io.github.lsd-consulting	lsd-junit5	7.0.26		dbea3caea13d88aec7f5158285786fbb9c9dc35e
io.github.lsd-consulting	lsd-junit5	7.0.27		a26b045fd09fb13bfdcfcb4f011b2c9b83ddbd4e
io.github.lsd-consulting	lsd-junit5	7.0.28		96697950e25f8affff7114e4b44e37b1fe2ee23a
io.github.lsd-consulting	lsd-junit5	7.0.29		f37e45add90d6ebe21e9584cfb0a1ef06ac8ca06
io.github.lsd-consulting	lsd-junit5	7.0.3		42afc730d8b17f659e6d3772495d0beb14ef976f
io.github.lsd-consulting	lsd-junit5	7.0.30		cb88373cab5c2d31d3c77862b13302bee7f7ab25
io.github.lsd-consulting	lsd-junit5	7.0.31		ca23e717dc84ca3ef0dc3e8e4e86513777156e50
io.github.lsd-consulting	lsd-junit5	7.0.32		f9f417dad4f13a60103d0dcad80e6ec675401d7a
io.github.lsd-consulting	lsd-junit5	7.0.33		cb175372d1756280f13222c1fd98152826db3a97
io.github.lsd-consulting	lsd-junit5	7.0.34		620571be2cd1f135370fd6fd53a449e07e7fbd1e
io.github.lsd-consulting	lsd-junit5	7.0.35		046d7fc695155047846b116d8be5dcee7bea20b3
io.github.lsd-consulting	lsd-junit5	7.0.36		adba36849102781b6621b5b1070c3df36e547fdf
io.github.lsd-consulting	lsd-junit5	7.0.37		be7109e1d248c9bdf9112a008f0b932fe5f7e355
io.github.lsd-consulting	lsd-junit5	7.0.38		0446ce8a908cc0618850ac46a8bd6f63070bac59
io.github.lsd-consulting	lsd-junit5	7.0.39		915197dd096b932a153e21ea399b331d86850812
io.github.lsd-consulting	lsd-junit5	7.0.4		23f670183b4e30e98e5efd1869029848e809e834
io.github.lsd-consulting	lsd-junit5	7.0.40		6bfb5d7cdbb973974ba688f646434e8502055d53
io.github.lsd-consulting	lsd-junit5	7.0.41		da6ed12e964b60507201789f941d2ff3a64d3712
io.github.lsd-consulting	lsd-junit5	7.0.42		e6bac32c92cc5efd95e7fea26cd58d7227d17dc4
io.github.lsd-consulting	lsd-junit5	7.0.43		4443b2b2ee506d763b4441d1b2de66a2e5d776bf
io.github.lsd-consulting	lsd-junit5	7.0.44		1e8ec07115a93acf363a3c84a1b72087098c28f3
io.github.lsd-consulting	lsd-junit5	7.0.45		6f10c6ef724dbfb81fafb8b416dc1005f6e515ae
io.github.lsd-consulting	lsd-junit5	7.0.46		5da55494ecfcf79fa2b214989537dde78b61e602
io.github.lsd-consulting	lsd-junit5	7.0.47		9024e6c92711d36219996ecc59cff1ed9fd8950d
io.github.lsd-consulting	lsd-junit5	7.0.48		da2d7e3a5b1508a2f43aaa9b505e037e984758f9
io.github.lsd-consulting	lsd-junit5	7.0.49		ea0746ca5b0dfd06524929a69314ca48a9d178bd
io.github.lsd-consulting	lsd-junit5	7.0.5		31383c007c459f26a607f596b05cd2ab6436fd13
io.github.lsd-consulting	lsd-junit5	7.0.50		ecbcc855c2e0223e0754539d63df7c2b37cef049
io.github.lsd-consulting	lsd-junit5	7.0.6		cc6f2b5d3ddfa65f553428bcd0be82d53cc105e3
io.github.lsd-consulting	lsd-junit5	7.0.60		6dac1be401df926639508b14dce09bffff725ff8
io.github.lsd-consulting	lsd-junit5	7.0.61		3225ca930205cfeba2a15b788fa96381827db19d
io.github.lsd-consulting	lsd-junit5	7.0.62		96f4a994d1a06b0763171de2af7271c8f8df1f4d
io.github.lsd-consulting	lsd-junit5	7.0.63		83e09189527ed64443c582c5325522a235a5ba48
io.github.lsd-consulting	lsd-junit5	7.0.64		2f2d67d527478168e144e798f748f64444b7fa97
io.github.lsd-consulting	lsd-junit5	7.0.65		5095ed3e80b064b1127e549e8c18fa97bc213ab6
io.github.lsd-consulting	lsd-junit5	7.0.66		aa8acbc37b77c3df496a85871381c2e4da484c90
io.github.lsd-consulting	lsd-junit5	7.0.67		f7a4ec2daf1b61cb977b0277b6aef6b373975c7f
io.github.lsd-consulting	lsd-junit5	7.0.68		4bb5fa43675a45ca3587190efc987d930e229208
io.github.lsd-consulting	lsd-junit5	7.0.69		d642688a78d3a0cc26f687be89925ab80df15dbf
io.github.lsd-consulting	lsd-junit5	7.0.7		988441bc00b331c7bea9889f2e3b1d1ee23cf540
io.github.lsd-consulting	lsd-junit5	7.0.70		4b434adb173bd4f0956415dde8ae90871df92b6b
io.github.lsd-consulting	lsd-junit5	7.0.71		a813db45a6ba7fc5bd68a6fdc616f5cddb248ae9
io.github.lsd-consulting	lsd-junit5	7.0.72		6b4730671f622bba18c95696a81fa53c1ef14a3d
io.github.lsd-consulting	lsd-junit5	7.0.73		9394c96af0a19aa3a9816e2279338c3afe966bdd
io.github.lsd-consulting	lsd-junit5	7.0.74		bfe3d5c34b333a4cbe2fea2a80415a926138b1b0
io.github.lsd-consulting	lsd-junit5	7.0.75		9c7471441d929d28db7e50510863118382bc77ea
io.github.lsd-consulting	lsd-junit5	7.0.76		806a955426483b897de7a4ee2de0d24900bf4ce5
io.github.lsd-consulting	lsd-junit5	7.0.77		d613f131ba5ff89a4102d0e5942fd2a452c3aaa5
io.github.lsd-consulting	lsd-junit5	7.0.78		0e98567c63a43e75241c39a5129b7dc98c0002e9
io.github.lsd-consulting	lsd-junit5	7.0.79		0f38a294346bee64594d3ce1fa0b908e1927e339
io.github.lsd-consulting	lsd-junit5	7.0.8		a283e0673078604815180b0e93ffaa5b365e372b
io.github.lsd-consulting	lsd-junit5	7.0.80		4356177470c312779ff25a80aff984fcf07012ec
io.github.lsd-consulting	lsd-junit5	7.0.81		db20890857073de533c12523d393cb4d6f49c747
io.github.lsd-consulting	lsd-junit5	7.0.82		efba9db77e1c690327e9c04904626bab8bb8edbe
io.github.lsd-consulting	lsd-junit5	7.0.83		5fde6eb14ee86368d009ad0850ae5ed5bb0ad73d
io.github.lsd-consulting	lsd-junit5	7.0.85		288e8bfa66fb25540b34987555a99aa7ea4a6cdf
io.github.lsd-consulting	lsd-junit5	7.0.86		3f768c53aa7953a2dfb33fa67b9afedb0eaee845
io.github.lsd-consulting	lsd-junit5	7.0.87		2e5ecae5c2177789d2310ffd5f5bb58790bdc406
io.github.lsd-consulting	lsd-junit5	7.0.88		e0b3db57c6729958ccb33df4a23f8a9cb61c3aa8
io.github.lsd-consulting	lsd-junit5	7.0.89		c3d1b7bca2115221a8925025ddacdb0106f16d8a
io.github.lsd-consulting	lsd-junit5	7.0.9		247b88e2e1f2dbe2be2b21f3fae5fbc28005948a
io.github.lsd-consulting	lsd-junit5	7.0.90		f949de243d5c712a57db2bed12c7325cea0f355b
io.github.lsd-consulting	lsd-junit5	7.0.91		5408bffbe43cef177293d21890bc05e87e517607
io.github.lsd-consulting	lsd-junit5	7.0.92		b9e2957b3c61c7904eb33d039240408bdab85051
io.github.lsd-consulting	lsd-junit5	7.0.93		337d7a225d367f656ea23af8cfdc9cf075589746
io.github.lsd-consulting	lsd-junit5	7.0.94		eaa4c31d7a3c228446d8f68685d2a3bde5c48b1f
io.github.lsd-consulting	lsd-junit5	7.0.95		6caf6d7f5c654aa23703e2988777de85f22ad485
io.github.lsd-consulting	lsd-junit5	7.0.96		7263f9d240fe0280714184a5b0ddb97aefe951d4
io.github.lsd-consulting	lsd-junit5	7.0.97		05234db7e37f38dc4b812dac47db025357c999c0
io.github.lsd-consulting	lsd-junit5	7.0.98		7d2149184939f0c710c9281c6ce3f26278c30741
io.github.lsd-consulting	lsd-junit5	7.0.99		c9c05f1f4da21f54a8d5de2864f636b3e6c4d3ba
io.github.lsd-consulting	lsd-junit5	v1.0.3-1-gb02cb0d.dirty		ab903a29991a4a89a8018e92fcc3f9cd140013bc
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.100.1		a66fedddc235eeceed7c1e5f5e50d5939f7e8fb9
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.100.3		1d5a1881f839a355e18320b928bbf1754eeb35f2
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.101.1		f7380c5c0e3ea6746a4c658cd581f9295a1847ea
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.102.4		82153e0f01d7a20ab39b28f98489c513815199b2
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.102.5		e679850898273a27ae536075253e7e7dbd90d0da
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.102.6		06863e0a3558b277fe1f7d4018f5bd737cffdf7e
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.103.1		b36ad6bc2a8f83d60155671d7daed228f2a11679
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.104.1		9e0fe1e8cca162e36d264620e4cd1acbc05fef80
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.104.2		6e1cda0ff8649d818c913ad7cdb126abf058d41a
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.104.3		c40047d4cb1a8be26ed3966e4df72fbe5e7ee18c
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.104.4		29ad84c2134a2ec9838cf77b9b9f09477fa72db7
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.104.5		20ae7cb24835f4a757d29dbcda7166da82efeb7c
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.104.7		892c9035e14628e67340363aee95c06e93388d17
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.42.8		9809a6a4d5b792d7d0b4eff59f142a75e0347f6c
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.42.9		8745eeab71a7dace4693149ce9e180f7b458a753
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.56.1		e6c4889e08319d5d16cd7cdd7820966f31b69c27
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.57.1		b6798832af8171613a175e34dd2dbcd720810607
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.57.2		65f80d7903a1653299a6b734c6b8561a48e200cb
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.58.1		74ebf970d1dc7774a5cf676fbaf28af3f62eab75
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.59.1		6b43506999621056cad4597a348206e0213272e9
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.61.1		a4eeb5ec858db6f1bc6f11fe140bf94d6ade9ea7
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.61.2		e9ec2f71dfc1ba053221f41762a43e8fc4f6ab7d
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.62.1		61d18916267eb163796aa5a78c464204633a841e
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.63.1		27e2bab5a28ba38b7c73923cd232fa943d274575
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.63.2		f8e532c0d71614653d7ad5bf3032c366c2881f29
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.64.1		646ff0053df2389c76fc7c5b8a2f24780e8da0e5
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.65.1		cd06ac340f6ce642f61f531fef109a9ab12b9601
io.github.vigoo	zio-aws-snowdevicemanagement_2.12	3.17.68.1		5dbf4517d12937e0f19abe6fe57851b7e2c2cb5c
