biz.netcentric.cq.tools.aemmjml	aemmjml-components-package	0.1.0		N/A
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.5.3		a64e0af9549f1da2d0036e0b0b7615fa93fb2c15
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.5.4		eb6d003b1a6a0fbe5d0d07fe03a3ca55c80095a6
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.6.0		3842e5823910b3a242fb782a662378af0deae8d8
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.6.1		44441d1d03292b5906b2646d73625ff96d11846f
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.7.0		ac0b7ace3a5a2ff462d01fcb407afafdc3dbb15d
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.7.1		1f247e46b2346870f4485ccc61c9ed6b42d768ff
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.7.2		d394a0693ca475538a1274ba240d8c8aef61e064
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.8.0		800ff91a5e53f47b51b830c21735f854643dbd6e
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.8.1		d064f8c262f3ccff5279001d6839b8f676114dbc
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.8.2		6fba5492b4d4c1d01f431acf68a0aed748b8e699
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.0		5b9d801963914dfb35130f402364e37e7532d238
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.1		a4f200aa6c4ac4a6dbdedc96d36055b4c355c610
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.2		2518f50c86e59e11f73db6fec846737e83758f34
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.3		20434bd623c29632b55bee9aa844819e15ea4160
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.4		6fd087890e9bb5cd02a7ae14230bb0997e54d577
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.5		184d307f6de0f8c3cad6c909b56017744c392296
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.6		7f516faa8d53703bf586549a5c0054a1ab2d39ce
org.apache.deltaspike.modules	deltaspike-servlet-module-impl	1.9.6	jakarta	41d91afe5914a326dc4f5b7bb0ad746ffb100036
org.apache.logging.log4j	log4j-jakarta-smtp	2.18.0		f9899b8e358e4d01453dd104bece75075f72222a
org.apache.logging.log4j	log4j-jakarta-smtp	2.19.0		9dc6b444657f341090e73c961a9dc18e16b1eb60
org.apache.logging.log4j	log4j-jakarta-smtp	2.20.0		ff3d877025d9e7a7a70efce1977abf61bc508544
org.apache.logging.log4j	log4j-jakarta-smtp	2.21.0		b979c2d35da2a7c317b9126e7a001a0927ba57d3
org.apache.logging.log4j	log4j-jakarta-smtp	2.21.1		af90e6149f77207e71ce32d63420591b13faa941
org.apache.logging.log4j	log4j-jakarta-smtp	2.22.0		13e1738438371cc5c0311077a361f66c499e6289
org.apache.logging.log4j	log4j-jakarta-smtp	2.22.1		eb6d712d343d1e26a3852d382587ded4b881681d
org.apache.logging.log4j	log4j-jakarta-smtp	2.23.0		1df2a8c2b4f81809d4006aa976d340b11009d67d
org.apache.logging.log4j	log4j-jakarta-smtp	2.23.1		7730482fe83572a0397b7a04f246b9c24ef40e63
org.apache.logging.log4j	log4j-jakarta-smtp	2.24.0		d82fa64ae852e6ee6f058850040c02131fc383c1
org.apache.logging.log4j	log4j-jakarta-smtp	2.24.1		1f7f7dcd8335455b392139434da55a16b5f7fee8
org.apache.logging.log4j	log4j-jakarta-smtp	2.24.2		912fb63f6b07fde85d5a05013949d302dce559f1
org.apache.logging.log4j	log4j-jakarta-smtp	2.24.3		6fc0607fc7e6cfdfa478117eb3eb11fc276e584c
org.apache.logging.log4j	log4j-jakarta-smtp	3.0.0-alpha1		ad418a2a262a064f6260f0777e89649f91627b0c
org.apache.shenyu	shenyu-register-client-zookeeper	2.4.0		196cfae28770df57321dd311ed9460d218d818a1
org.apache.shenyu	shenyu-register-client-zookeeper	2.4.1		b0f8a09832e3b1cdd0deb1ee15748e8b7ee773c5
org.apache.shenyu	shenyu-register-client-zookeeper	2.4.2		a59ba07186e0ccce49e27b4fc0daa49c6da11b3c
org.apache.shenyu	shenyu-register-client-zookeeper	2.4.3		44c966342bbae7459ee1a1543ca9b0d3ec79c679
org.apache.shenyu	shenyu-register-client-zookeeper	2.5.0		130ae4ea1780b5526be5d5d507023ceaf1208c00
org.apache.shenyu	shenyu-register-client-zookeeper	2.5.1		ce635c0d7727fdebc5099874372adc0c9a0ee993
org.apache.shenyu	shenyu-register-client-zookeeper	2.6.0		ea9cba19131184f0ecba83069e7734baa58fe35e
org.apereo.cas	cas-server-support-pac4j-saml	7.1.0		d157b1468d28709cc848367449fcbc1dd8f381bb
org.apereo.cas	cas-server-support-pac4j-saml	7.1.0	resources	6dc2a5ca07ee15eebcaea1106cbd74a45cba75a7
org.apereo.cas	cas-server-support-pac4j-saml	7.1.0-RC5		94b7980d0fcd0639d0d0f69aa8d5eb01a62e0993
org.apereo.cas	cas-server-support-pac4j-saml	7.1.0-RC5	resources	3a4a4f31d76852a736d2efca0b45ea669016cfd4
org.apereo.cas	cas-server-support-pac4j-saml	7.1.0-RC6		b58a7d502f5b31f643f3a9b32f61caca7863bdcd
org.apereo.cas	cas-server-support-pac4j-saml	7.1.0-RC6	resources	f070a81b8806dc237a1c226bb702a0388895cfa3
org.apereo.cas	cas-server-support-pac4j-saml	7.1.1		a164acd532257b029db1239a1b0c7b6a00bd2ca4
org.apereo.cas	cas-server-support-pac4j-saml	7.1.1	resources	a81f64dc3487235b12d7f9fe9f24f78a8152ff2b
org.apereo.cas	cas-server-support-pac4j-saml	7.1.2		2b2f4ee9df7f450663c1122414da8034526c7339
org.apereo.cas	cas-server-support-pac4j-saml	7.1.2	resources	967c8620f4398f3084c527f0472a033a6049143b
org.apereo.cas	cas-server-support-pac4j-saml	7.1.3		336e448d19e11df20f4d1fcc834a25bd7f53761a
org.apereo.cas	cas-server-support-pac4j-saml	7.1.3	resources	bce48bec5275ab832b446960c1a0100f7143d64a
org.apereo.cas	cas-server-support-pac4j-saml	7.1.4		fc75e7617f66251b561927347cf226d6a327d077
org.apereo.cas	cas-server-support-pac4j-saml	7.1.4	resources	2e389d06ead0a65738fc5cd2a7b4f6e61a064aa9
org.apereo.cas	cas-server-support-pac4j-saml	7.1.5		82d7d867b9ca660a5c00bd75d820effee2ebb31f
org.apereo.cas	cas-server-support-pac4j-saml	7.1.5	resources	2a992ab7f2bf4cec9114b968f8d9cbb0e7ddb00a
org.apereo.cas	cas-server-support-pac4j-saml	7.1.6		16081e6aba8dc14b23ce4f38fdb2ce8aedd7fac8
org.apereo.cas	cas-server-support-pac4j-saml	7.1.6	resources	6e9b45f311d8fa1dc18240730d23cfd439085444
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0		b4154b8dbcc08a77982f66fca8b7f61ca075ac7b
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0	resources	32c33b91381ffe9733e4baab10572fd9588dd159
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC1		51f5bc9645c87886824dacd5823eb1637d72d565
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC1	resources	cc28133bf291ddc515f9c1c148dffefd1a7d3524
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC2		528354146f69ec375fefc55cdee817804cd6d555
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC2	resources	c9a668971afa4b6cae6a54c3e729d56249b8a833
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC3		bd73c07a74421186b62945222ae1e0526aeaa1b0
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC3	resources	857edb1d3f513dc4d2c4945e4508460856b0b07a
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC4		e408779222f10a1ac3e0ab4a25c6b0cfdd7293aa
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC4	resources	3c753e7eb624566cee7ade0fe08914a0b80d16c0
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC5		62ff0e23428932f16af1b0787667a560a4d24b07
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC5	resources	50963703fa7c61df3578eaea7a37743bdfdfb268
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC6		8ad92e7da9163094cbbf24889cf358393e1572be
org.apereo.cas	cas-server-support-pac4j-saml	7.2.0-RC6	resources	d32e45201c125b7b347ec29d8aaae23455b79458
org.apereo.cas	cas-server-support-pac4j-saml	7.2.1		6b0e6b4066dd97a8711fe0df3fb312f10a1fb5b1
org.apereo.cas	cas-server-support-pac4j-saml	7.2.1	resources	c1724b3f2ef8accbea2fc0284682a8fa7c4ce6d0
org.apereo.cas	cas-server-support-pac4j-saml	7.2.2		ed0444b8502925f3d5aeaac8c9c72439014f9e43
org.apereo.cas	cas-server-support-pac4j-saml	7.3.0-RC1		1197b933b7a4392670fafbe420323f98f85b5235
org.apereo.cas	cas-server-support-pac4j-saml	7.3.0-RC1	resources	944263ab5d8e3cde54f49f646696599cb65df342
org.eclipse.edc	iam-mock	0.0.1-20230220.patch1		d271d80be51b97a026c16cb569cecaa60a646b79
org.eclipse.edc	iam-mock	0.0.1-milestone-7		22cb3743283c87f1a0e1cb0c4a81b84511ac1392
org.eclipse.edc	iam-mock	0.0.1-milestone-8		f749759c6670f330bafe529606cd94420569265d
org.eclipse.edc	iam-mock	0.0.1-milestone-9		19fa93f5a3726b122ec5c8eeb59181e56e015234
org.eclipse.edc	iam-mock	0.1.0		bd220cb9547a05ec5a12614c711e9bf561f983a5
org.eclipse.edc	iam-mock	0.1.1		b3184bcd5d782a003ea1063cc49833c81e5a057f
org.eclipse.edc	iam-mock	0.1.2		b0c9edab418d5b8964028549bf73cd621516499e
org.eclipse.edc	iam-mock	0.1.3		650f06b38e012373513ec060d9e5886a448cf490
org.eclipse.edc	iam-mock	0.10.0		a3c26f5326403a8dab1aa0cbf82ba6cd3d92c48f
org.eclipse.edc	iam-mock	0.10.1		abc8252ac6e004c2b5004b4fff8c5035e1560d05
org.eclipse.edc	iam-mock	0.11.0		b79a3233e743060ae6167b921b03fe2a975e915d
org.eclipse.edc	iam-mock	0.11.1		a595b471a610c6da15594f0692046b55d565999c
org.eclipse.edc	iam-mock	0.12.0		1c722cc3d915248b48eb0a2ef7c729ef59adfd3d
org.eclipse.edc	iam-mock	0.2.0		a54edfc1e878d1191dcfdeb3b703d0a7b299e218
org.eclipse.edc	iam-mock	0.2.1		7e6fe0dd5ed62346722cc330ff48d82c4c09d94f
org.eclipse.edc	iam-mock	0.3.0		14c0ccec456bfa7c52496aa669597d98f086f3be
org.eclipse.edc	iam-mock	0.3.1		d31c499e276b04482ae63a3d7543f7b3d0dc6a70
org.eclipse.edc	iam-mock	0.4.0		38dfb33ff5bac8874548616ed19a09964a5660c2
org.eclipse.edc	iam-mock	0.4.1		8e0fd8e8a0f6aa847a73f8b5e356ffc628fb6a73
org.eclipse.edc	iam-mock	0.5.0		f127ee7c81e116a7a4bff345f9215f946e977510
org.eclipse.edc	iam-mock	0.5.1		b2d8f1f05ec653a9606446b2c37a24fe77a769a8
org.eclipse.edc	iam-mock	0.6.0		35a13fc6c598b0fedd1a60cab599329b58c9840c
org.eclipse.edc	iam-mock	0.6.1		a925b98e15b58deacacf6dcb51ca977e8c15fdc1
org.eclipse.edc	iam-mock	0.6.2		ee02d513ef5dce27a23bec6a2bef3f2ae92a9d8a
org.eclipse.edc	iam-mock	0.6.3		e18d2a7bbe005f9749312b1d74ae2d9c399be55d
org.eclipse.edc	iam-mock	0.6.4		b985219df9cad1988021c080475d68680b00272f
org.eclipse.edc	iam-mock	0.7.0		4c8b4ff1db9d809c2034babd1c46edcbb86b1c5d
org.eclipse.edc	iam-mock	0.7.1		9c4ffe400248d6e278f37c7e51738ac52f8cc9b9
org.eclipse.edc	iam-mock	0.7.2		dd30b0079fd1ca89d565553f2818d5e949fdb806
org.eclipse.edc	iam-mock	0.8.0		0dbff46c4454acdf6c9d9ecb6cec5bfd1ab21037
org.eclipse.edc	iam-mock	0.8.1		f8e3ae2bbf367b1be3d01d06f0a51111b3620c67
org.eclipse.edc	iam-mock	0.9.0		38f2b7f88220fc5c655abac7bc9f068bbb837f50
org.eclipse.edc	iam-mock	0.9.1		3e94a23cfb4137f85a6a0260b8761621a7b07429
org.http4k	http4k-testing-approval	3.127.0		36c9b5d6af149db3fc22dfb055f05ca22099d9f5
org.http4k	http4k-testing-approval	3.128.0		f9a8af14408a2e3b179cdb3c1490cabc82c1a8fa
org.http4k	http4k-testing-approval	3.129.0		e70554882ab43c8f1b1052d6146fbd0dcabe2763
org.http4k	http4k-testing-approval	3.130.0		0fbe691fc6868a867b6814b06e085648c56ca5a3
org.http4k	http4k-testing-approval	3.131.0		2a6e2dfda111bd808e5df8a37f7710f93ee08c1c
org.http4k	http4k-testing-approval	3.132.0		b9dd01efc326a5ad154712451df6434ed7dedff1
org.http4k	http4k-testing-approval	3.133.0		814463f47ea9d90e39ea284514716f6f56902e34
org.http4k	http4k-testing-approval	3.134.0		f8a49e9f9f146d286ecb65bee78042f1e3baa860
org.http4k	http4k-testing-approval	3.135.0		03caaab9466fdb2e1355bb720a59a0627db25b84
org.http4k	http4k-testing-approval	3.137.0		4c008381308c5fb23fa777bc2c89bc5cfbbd3a92
org.http4k	http4k-testing-approval	3.137.1		db25a679ed9b486b9a5f333ed07664f6828259ea
org.http4k	http4k-testing-approval	3.138.0		ad2ebf76527a3bb76a66bf6ea25c6d08021254c9
org.http4k	http4k-testing-approval	3.138.1		872e0e1e467d31f162fb2ba36d1c5856eecd71b7
org.http4k	http4k-testing-approval	3.139.0		bbf2ecf378e2d2f07d3bd3306934f43b131be159
org.http4k	http4k-testing-approval	3.140.0		61f639c21338ecd910524c5edd64203e42cdad33
org.http4k	http4k-testing-approval	3.141.0		aed9986ed810b2abf69cf20f09aa7e4467018c75
org.http4k	http4k-testing-approval	3.142.0		003a2ff71137bcc168264c3678c93c0df52d4d96
org.http4k	http4k-testing-approval	3.143.0		55dad1087c6f5bb7a8130d289a716875b93c81f9
org.http4k	http4k-testing-approval	3.143.1		c50461bede5a59721410bd86bfff68f03acd50e8
org.http4k	http4k-testing-approval	3.144.0		103425c60d8730b86dac211106a4c5a782b76ee2
org.http4k	http4k-testing-approval	3.145.0		f96b4c5216a23fc2a6a90e4fe8b34e3233b71432
org.http4k	http4k-testing-approval	3.146.0		aef42d93b5c963e2b63477af65eb031533100bc4
org.http4k	http4k-testing-approval	3.147.0		6f98fcbf75d5d83029f6f1d054a97404ed560be5
org.http4k	http4k-testing-approval	3.148.0		4fd471d47081a7b3ea4c88e396cd1f63eefdc224
org.http4k	http4k-testing-approval	3.149.0		c6f13292473f22a0b77ee32ecc4c16e098af0f5e
org.http4k	http4k-testing-approval	3.150.0		b81036704d7f6168da6ba832080c72547d7caab6
org.http4k	http4k-testing-approval	3.151.0		6dfcd1ad9bcbac41c773df6b734e488a5610a2d8
org.http4k	http4k-testing-approval	3.152.0		dd257c67f8d4d0dfcd2011c4d9578c8e980ad743
org.http4k	http4k-testing-approval	3.153.0		b54623e9b2f0c059a34912576ba136ec7672cf64
org.http4k	http4k-testing-approval	3.154.0		001d5043ec8312067df71998ec8695fd9d2032a3
org.http4k	http4k-testing-approval	3.154.1		97cbab9a603e1c91178019a488e4e97ad9d50bdc
org.http4k	http4k-testing-approval	3.155.0		ba63d3c27386a59b0047bce76384998d1f83eac3
org.http4k	http4k-testing-approval	3.156.0		f5a8e0f16802e1298cec03788cd8eff6f33f0da8
org.http4k	http4k-testing-approval	3.157.0		ee5502cd711b9612aa1556485d3d02e6680754c7
org.http4k	http4k-testing-approval	3.157.1		3a5fd2e79a169d13bd06f0b49854f951736ef949
org.http4k	http4k-testing-approval	3.158.0		30873c5426263b95c72fdf78ab8cb0b18059f299
org.http4k	http4k-testing-approval	3.158.1		39d34def55d211d5c511d8f7579c1c3eae9cd12f
org.http4k	http4k-testing-approval	3.159.0		ce992883240a5933e5db3937a4ac7effae0f5301
org.http4k	http4k-testing-approval	3.160.0		544f35b7e8129cc5ffd39cb1d85dc5488327c3c0
org.http4k	http4k-testing-approval	3.160.1		7433d4e3dd2193b72c57f04f39a5c9141b77a58b
org.http4k	http4k-testing-approval	3.161.0		24ffa17bf39aef3d4780ac61310046dcdeeb7e71
org.http4k	http4k-testing-approval	3.162.0		023d9407dcf6ef8c22b15add39fb420e827f7844
org.http4k	http4k-testing-approval	3.164.0		fd41f2292cf1669be1b3ace631e507f0688e7e83
org.http4k	http4k-testing-approval	3.165.0		566d0728aa61005f1d0750dcd7ddf771459d8608
org.http4k	http4k-testing-approval	3.166.0		56210ed9feacd4ef66082f62f3944daf45c24653
org.http4k	http4k-testing-approval	3.166.1		9a1ee9ba636647022fa396a9fb01f6122bbc1e89
org.http4k	http4k-testing-approval	3.167.0		18e777994fc06842be752d359ae55e5a257b9276
org.http4k	http4k-testing-approval	3.168.0		03931325f799315928d0bf7b0a7003eb43518e32
org.http4k	http4k-testing-approval	3.171.0		bc09a4e4adbba5b22f9d634efe40492f2192e865
org.http4k	http4k-testing-approval	3.172.0		6dc6e300abe4f6f1d5cb291b23ff118f13e97f76
org.http4k	http4k-testing-approval	3.174.0		5b6d9076b7c11f4bfa94ebb917e223d27bea94f7
org.http4k	http4k-testing-approval	3.175.0		19919cc43a96f978243bdc4a9fa1cda2b3d6b532
org.http4k	http4k-testing-approval	3.177.0		11f16d168dd9f86779784d546a179f7115b89c15
org.http4k	http4k-testing-approval	3.179.0		ef1651a4cfe882368c75bf99e3264030e76909bb
org.http4k	http4k-testing-approval	3.179.1		a6a5177ae9ec4a19b3b9a81150f5e39e01681b7e
org.http4k	http4k-testing-approval	3.180.0		a4fd003acafe6d205174f6b7a106faddeaa154b9
org.http4k	http4k-testing-approval	3.183.0		b95843a46be5619ab585baf37127f4080cdd7d95
org.http4k	http4k-testing-approval	3.185.0		8349269368385480f9c5db7a5868e645a859b007
org.http4k	http4k-testing-approval	3.186.0		92f6bab854d0f10347aeaa55c910a0467da1ff07
org.http4k	http4k-testing-approval	3.187.0		6f3f8280f165cd74b3f77964f0986d045ab713e8
org.http4k	http4k-testing-approval	3.188.0		55716c50e67e83c6b050abf471721b5a97fd5910
org.http4k	http4k-testing-approval	3.189.0		596a2363add8d95405666882f172e21b57661d09
org.http4k	http4k-testing-approval	3.190.0		8ace33830d3516d454f1d03e343f4255a191e72c
org.http4k	http4k-testing-approval	3.191.0		82682b4b53f3c10e79982f87afe30304638bb0fc
org.http4k	http4k-testing-approval	3.192.0		45a8db9179f0ec5aa67d0566d2e261771b41ac51
org.http4k	http4k-testing-approval	3.193.0		740fd4407beb617a629e8d78aadf5b6624176b6e
org.http4k	http4k-testing-approval	3.193.1		5e7b12c1da5c327eca0a60d92f1782e8c88150e5
org.http4k	http4k-testing-approval	3.194.0		6703c19689d37a9437a3926b6e2393bf0ca43a00
org.http4k	http4k-testing-approval	3.195.0		357f0d7b6e8a22a0eb35dd8e7b669c25e7bb877a
org.http4k	http4k-testing-approval	3.195.1		f9489d695a2a425a5aacc17c0c8de80317c88e19
org.http4k	http4k-testing-approval	3.196.0		c99388f53347145b3e060faccfb987027fdd1c35
org.http4k	http4k-testing-approval	3.197.0		a9e3cc50cd6ba7c52d51aef7d84dcf70c52b7b34
org.http4k	http4k-testing-approval	3.198.0		30c77fa533921a0142b6596e7fb7083cb653033e
org.http4k	http4k-testing-approval	3.199.0		4206c7c4a0e81eee6630caa5de5046767b56d732
org.http4k	http4k-testing-approval	3.199.1		9ea674ec24d94995f368ad0998e2d814cb1edcf8
org.http4k	http4k-testing-approval	3.200.0		057b530a62c8f8fdd0998f8ead89d9b316f058f7
org.http4k	http4k-testing-approval	3.201.0		90fa05b9bebf9454c54fd981917a05b895cbc6b9
org.http4k	http4k-testing-approval	3.202.0		50c530b41deb01335ebcd1d42ee9402d9eeb8208
org.http4k	http4k-testing-approval	3.203.0		1c8c99bcdcef6df09b2286d384b799db912edd8c
org.http4k	http4k-testing-approval	3.204.0		108d065607b8522e897ffc47bb7557a94931268c
org.http4k	http4k-testing-approval	3.205.0		dfe11d9570b8e651c22dfe7bb8aea26b4a121033
org.http4k	http4k-testing-approval	3.206.0		5fe8f8476120da6d77122a34b07ece133c4847de
org.http4k	http4k-testing-approval	3.207.0		2948869cd3736afbbc620e131aeb72446d54dfb3
org.http4k	http4k-testing-approval	3.209.0		e8aca1c4d93686261048ccf2bba23d5849f2ddda
org.http4k	http4k-testing-approval	3.210.0		a4b401ced0f94d8975bcfd0882490ebf8febc48e
org.http4k	http4k-testing-approval	3.211.0		805a681d8c4431b68c16c613fcef2b01f532d0c2
org.http4k	http4k-testing-approval	3.212.0		a5572cbbceb83f557896b28f5a7f944afec1ae09
org.http4k	http4k-testing-approval	3.213.0		941237a7046f9ac6f215f28cb5bc4639995e0426
org.http4k	http4k-testing-approval	3.214.0		20050ffe1b645780a7476b3a93f5f3af442fe5a2
org.http4k	http4k-testing-approval	3.215.0		9b032497dc724c6e8aa9062ca81a65d7c33a6b75
org.http4k	http4k-testing-approval	3.216.0		8f993621a22f0da15b23e1dd21551defef042c4a
org.http4k	http4k-testing-approval	3.218.0		82803bc4a318fed0286f416346e4067e4245103f
org.http4k	http4k-testing-approval	3.219.0		f19953d6c90e4f8439d7d9bc49caa79736316eff
org.http4k	http4k-testing-approval	3.220.0		ed154a572a669eab8e3238f9c0a81e0c18925e60
org.http4k	http4k-testing-approval	3.221.0		e5c87277c76e8a1ec5cdf2001773f927de3cb019
org.http4k	http4k-testing-approval	3.222.0		822f2e0840f2ce771ede303f0d99a435c1afa965
org.http4k	http4k-testing-approval	3.223.0		cb14397a580dd9f4991159e55dfead9da1d64d2f
org.http4k	http4k-testing-approval	3.224.0		fbcfae0624090197f407d3f3564672bfdd8ae812
org.http4k	http4k-testing-approval	3.225.0		17c6646affaf650b3aa3aba6413e4cf9b6ad8e75
org.http4k	http4k-testing-approval	3.226.0		11980d5d98871db58c673d681e5a89168deb65e0
org.http4k	http4k-testing-approval	3.227.0		ea01c130b21e5b6b7f783cd4eb6918caff6fa28a
org.http4k	http4k-testing-approval	3.230.0		ed357dd6f964d00710adbbfc87e0a5b2e83b5124
org.http4k	http4k-testing-approval	3.232.0		41cc18833263c60d0ff48f93afe20f08a389be14
org.http4k	http4k-testing-approval	3.233.0		92d8176093ad42c69c58f1545ef95b72a0396377
org.http4k	http4k-testing-approval	3.234.0		3b90da9bc0c86f9db0e598f85fc3a892637328c7
org.http4k	http4k-testing-approval	3.235.0		633077529eebb34134f7d8a8868db7dfb49cb698
org.http4k	http4k-testing-approval	3.237.0		4b9cc2945366be5c2f16f55b71a638af859458e3
org.http4k	http4k-testing-approval	3.238.0		86a55b5557ffefb1d49694479831c1074742eb41
org.http4k	http4k-testing-approval	3.239.0		fc7256b00419920ef633051fb9e8469e4a88968e
org.http4k	http4k-testing-approval	3.240.0		1866709b7d9af3faeca40b8232cf4cc45a509f66
org.http4k	http4k-testing-approval	3.241.0		72c85db82d8efef6e6c4b97e2af822b264ea71fb
org.http4k	http4k-testing-approval	3.242.0		c799d5bf2234bb8a518e632d0840c05c18cbab26
org.http4k	http4k-testing-approval	3.243.0		ebc502b18b7391240387c160ff6bba6a474d869d
org.http4k	http4k-testing-approval	3.245.0		4bf13791fec9a83ddfbdaa6434f50dee47c800e5
org.http4k	http4k-testing-approval	3.245.1		a175e17f50d82e0a72a994fb61b94da93d14963f
org.http4k	http4k-testing-approval	3.246.0		2df0f4bea64998a63222ec01758453fdf9997698
org.http4k	http4k-testing-approval	3.247.0		6c48dea53ae4726f7247b9c3ada05f200e9383f8
org.http4k	http4k-testing-approval	3.248.0		c5d9933456275ab0ff272322706974a60dba6231
org.http4k	http4k-testing-approval	3.251.0		f451854a92c06e42bd5fd421237bd0e167155368
org.http4k	http4k-testing-approval	3.252.0		281fb61630b7bfe6499a0feef1823781fa8ccf22
org.http4k	http4k-testing-approval	3.253.0		37b8b9ce505c3f8ef16b4e0f6bbc11921d3f22a1
org.http4k	http4k-testing-approval	3.254.0		9c2bf8355cb08adcdf1face37dd512ce9d7be7bf
org.http4k	http4k-testing-approval	3.255.0		e578bc3fe91e9e23121801bf3bad663091a5e38c
org.http4k	http4k-testing-approval	3.256.0		f67873a4ef95cd6c5c41300dac07e43bcb1ac9a0
org.http4k	http4k-testing-approval	3.257.0		dc64233f2a6270e260513f5b01fa86d1f825691c
org.http4k	http4k-testing-approval	3.258.0		3a3d30f5afcaf1c7c5d137ad638b477181b2c930
org.http4k	http4k-testing-approval	3.259.0		f4c5591a113cbb9274d5151bc71fc812d00b8cf5
org.http4k	http4k-testing-approval	3.260.0		eb68ff1028bacef88b081b872dbd5bc95498e27f
org.http4k	http4k-testing-approval	3.261.0		55e8ab570e1f528dc79547249e63d15eb6b6fe7c
org.http4k	http4k-testing-approval	3.262.0		f4ebd1cbb10cfc438f93623bf5338123d96d7069
org.http4k	http4k-testing-approval	3.263.0		4e780bff0a19d155f9804c8ee8233cfbbe7d44d7
org.http4k	http4k-testing-approval	3.264.0		b18882c5917fce5d0ca04f0037d577e5d0a8eeb8
org.http4k	http4k-testing-approval	3.265.0		40be80453d43d4c8bb4a5e2801f9515f1ad004b0
org.http4k	http4k-testing-approval	3.266.0		4af27f118db5fa9690f55460bf68a11f414ac6c8
org.http4k	http4k-testing-approval	3.268.0		4a324154b15167c69fd2e7bfad61365dc3670abe
org.http4k	http4k-testing-approval	3.269.0		d8336dd298e12ac0ebcdd6c8d60e90fc0ff4ec2a
org.http4k	http4k-testing-approval	3.270.0		5df7fb5f440a19128997f7c55f3735e2945fd6f9
org.http4k	http4k-testing-approval	3.271.0		476068a5414318965480a22be0b3ac90430c7b79
org.http4k	http4k-testing-approval	3.272.0		8531bb0c6b2f21d1e6c23ae051c6ef61cb8bed44
org.http4k	http4k-testing-approval	3.273.0		bb0bc09f582ce8b8d619823865b0a1b44e1a4957
org.http4k	http4k-testing-approval	3.274.0		f4f037c0810abd112b616bc0c236339edfed2310
org.http4k	http4k-testing-approval	3.275.0		436938edb65f5db3b60d62abe368815b3e6034d7
org.http4k	http4k-testing-approval	3.276.0		1a5b5120ba27f0a1ad16fbe41056448528ccb831
org.http4k	http4k-testing-approval	3.277.0		867487fed4b3886e68155383a2d4b99520d486dc
org.http4k	http4k-testing-approval	3.278.0		e5055693e3ec297c4b24e1a2b47e294b7a67bb13
org.http4k	http4k-testing-approval	3.279.0		4aa124d6d900ea02d6b7489ccf565919d01838ee
org.http4k	http4k-testing-approval	3.281.0		e9d1e8a3cabd7413fe8a7e31f272ff3174e30cbe
org.http4k	http4k-testing-approval	3.283.0		cf8e8760de5acfffabf4c300cdf75caa12d6c476
org.http4k	http4k-testing-approval	3.283.1		e71351c7005708c1649a10c8ee5f9a5856e2ee18
org.http4k	http4k-testing-approval	3.284.0		aaf679849a7d3c3ddf5300497420b264eb9a0e91
org.http4k	http4k-testing-approval	3.285.0		db09adad50a9f2c2a3711787ac2c24e79243dc99
org.http4k	http4k-testing-approval	3.285.1		e71fc13cddc50ac77f4ad4e0d42490a8f0f4a543
org.http4k	http4k-testing-approval	3.285.2		4cfe3d4ebbb306c995140da2cc9c9007c9630ded
org.http4k	http4k-testing-approval	4.0.0.0		d191221fdae3a536194198e3927d1e2fad95b03d
org.http4k	http4k-testing-approval	4.1.0.0		cb2ec8689e36f95c63e37fbdad97c12095e32a88
org.http4k	http4k-testing-approval	4.1.1.0		158d1c1a5821f8af8dff9178f5e0caa33a307484
