avalon	avalon-meta	1.0		0cd7b83c773a18073d56ec9a91af2ac682f7a479
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.0-RC3		39117c07a8dee6cabeadd730a19ab391f03a4dd9
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.0-RC3	resources	ce0a02305f438846725ee6d0ff4eb65c271545f8
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.0-RC4		480d3dd30de3b7f220198aae874e869b6b472459
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.0-RC4	resources	38ec48c0cec680cfe4cac3ad0bfee786fe3e8d89
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.0-RC5		74d3354c71577f9f70fa907fb1c5bd7140793c45
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.0-RC5	resources	3b26587b599d3afc86ae264f86610ca4f2b9d651
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.1		7002f1f667a6293aea0941b3abefa100c60681fb
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.1	resources	a4034144610d9c581f13715727bfe20093d3278a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.2		9a690637a291f224708d9ee92bf8a22fbea2b7be
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.2	resources	b80bd9b1dcdaab16c2bf01733add124623703a6b
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.3		b43395fe647b5f69a5bf1e5309050375cbfbed8e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.3	resources	b3e3135c87edccd7689b0d7e0a5291c704a7fe2c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.4		4732b2da2d23582f5caf6d432de9c11914b0fff5
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.4	resources	48d390549bb3c88b14e91aaeda29298702d282e3
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.5		c135b0a86369b741e11eaa2168422de70683842b
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.5	resources	c2d817e1f86a9de83999c2ae94bdd4411d245b2b
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.6		6eb86c4a0ece4208b8913b40b534717550ab58aa
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.6	resources	5950172479d6a55d19cb433317b3555b4450dde6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.7		cc8727be54825444677fac9a21573ee5e2e60166
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.7	resources	1617b12c7d87484d3f88b47d49e75e2b10768baf
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.8		207faa2fa43d95204209190a320bd1037d3327a4
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.8	resources	7d7da7fd0497b1e7d528de4739c40a5d8fb919c7
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9		0483df95c255a8fa4694adb28640b47a9c7182e9
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9	resources	857d1d4857874cbc226d2c172e9196bda66e6fff
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.1		a9521d36e8235e79d562355990aa7d19ec6211b0
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.1	resources	921f66f85a42f9f16a5a53046d2a704e1154359c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.2		3f1d5be612ec0c6c7e4703a3435134e33c6ac3b4
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.2	resources	58f0adfa79c66a9073414cf5ca94a8b7581a08cb
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.3		3585fe42f9fe9d8e0ce485b2f9619ea194619878
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.3	resources	8b8451e9be78ed1cb78ee508d366a3cb97e93770
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.4		00c018e8e06f1164a3176a9f1133cd9313b45d63
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.5.9.4	resources	7e5478ea4616af88a28737151c7d387c0a499def
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0		7ed310c7b36287510ab5c1e3fdaa2b00cc650642
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0	resources	e00c7d681ac2942f915642907a1226baf5838c52
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC1		fbb2d274130811fc66130696f58208a69b1c41b6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC1	resources	9d715c6f6e3e98afe3332eacf4d1f26c4af91538
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC2		5fe3abbbec24a8f6142a23ef48d98ec512928d76
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC2	resources	4e2dbab49d50bc9fe1e6c107c2eb09c567110422
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC3		8070fe43e98e694cfeacdf2bff06733cdb532ab1
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC3	resources	dca9dd74e203257bec08c25dcfe490e8477f632a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC4		2776b4e1d4c3ff9cd7e92a339fd7085f3991ff16
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC4	resources	909610cca0a471c8cea89c488f500c80ffa7ee09
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC5		12d9b5e1d0f712d2e829ca114ecdd691828520bd
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.0-RC5	resources	162cb773da664aac89fd522bf2570b52853d76b6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.1		3330f281a5765e8e083dc5139f0dbf57d213c83a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.1	resources	199e288399e4aa53081920bc7fdd24ad881b6650
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.10		e549e054e59d3c7b586515116f891501d2abb53c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.10	resources	3c2bc76bb9dee3c275dacc9fab759155954a5034
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.11		593eb3c9fbca8d43d105fbb83c71a52e753427bc
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.11	resources	d9620651081d4a651fc22942017c955104e5faab
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.12		2910da170c597361a95fd7aa8acf22cb2abb225e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.12	resources	0f26c50f21f0b680582bc5801d2e59e3e5aedb61
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.13		223d00e7d009f66a3c56f669e16845735c33ae0d
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.13	resources	fbc5ce62aa89edfb57acbdd14717dda0a502f5ab
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.14		f225544b8dfeb0a616c57b0066e6b8260b4c1adf
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.14	resources	f67493ecfff08787eb924f0ecf9a3884f32ee603
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.15		86e87c80ba4ab4e94ea952ede4693f99eebdf233
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.15	resources	f97261450a4c5bdda3a9dd49bbd4b2f9433e9915
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.15.1		555c02d2b4e6926ff38c313d9667bc00867cde14
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.15.1	resources	0bc101991665c93ac818cbe0f33312aeec51d3e4
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.15.2		08f879b35b865a03afe27d4676b2fb8aed144045
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.15.2	resources	69218d892dcb3ecc134a5dcd38702d9ef6f053cb
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.2		b22104bf5b0a7f8fd34d35915079d6435910b9f5
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.2	resources	bb49d262b088866326b814244a32224294ba70f6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.3		98ccae4bc92f83ea9e23d1849f00b6e088edd6fe
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.3	resources	9cfbc1f93b43881e640dcee2dce582757d3c0be5
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.4		6ea19e5c569f82d39bc921e59409f15aede15380
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.4	resources	c87f3fb9768e776d77d6126e3182c74719a3bcfe
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.5		c249a38227cb09c66eeb826a6b276c750ac20afc
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.5	resources	0e4b6936cd12a22df2db1084f4ea3e14ff3a6f82
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.6		773e3025931f8afa4ac9c1f4bb037288c7c967fe
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.6	resources	c12c5246e05e29d0c196bb60edba6e2c350c83e3
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.7		b0751c39cca8bc19b6de4a6411351dbac63a37b2
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.7	resources	2fc90a92fd300264e1d7ea3cf03d04fd2883fd0c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.8		a4dae40541503b815eca2ccd6cc768445b0d088a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.8	resources	936ff1a4f9844adb445d80b13f0ba2a81ad4b93c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.9		c6afa76a3776a49f8a4e529f418f228dd1fe86bf
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	6.6.9	resources	d1aa322c92e2023d22f34554d091c1bd3b160277
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0		cfae3fdd9c9b9f693e7a9231f81d031bf0b500b2
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0	resources	0b4769ae35236be6d1b057282a7660df5d141abd
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC1		b7fa319662d53fbd2793532144b0ee52feb7465c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC1	resources	b9e6f1a103da0751474f870187d02ea7561bbca9
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC2		c8a8bb862fdd3748baf8efb94a267974814c87be
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC2	resources	792d9cd9bbe92514221e7c8da3c85ac4a5448fab
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC3		559b37ea44ba5e4a9556c05b297853f12399676b
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC3	resources	1fa3aab25a0d6b350da70859f643af16b0c7a5cf
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC4		f4e35124080327688fd3681336115af9bd33c362
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC4	resources	8168fffc038f44614edcb0e110f333b24386e032
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC5		13cf0f620310a470145a460c284b41bd2e930de2
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC5	resources	e0fea29a8e756bb0d1b2434afc22fd12085e8090
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC6		2d7527fa2b7a5999f87092b260a4ed882c9556d4
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC6	resources	a4949d0c7ba11a8b970969f12a476e3c43f5cbdf
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC7		260435c46d8751ab6d91ac6e0f24481cb419379f
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC7	resources	19151ef6e779cf9f6c8abf32e0603f7aadf0665d
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC8		766cffb1cc072ce46dcedbac3481de8cfbcde170
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC8	resources	3863bb169abcf981a60088b3aa20dccb5b1f1ba8
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC9		b6dea96d758d275710fa8ab698e2da9bef7c8be6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.0-RC9	resources	539702271746b49190fca66fe05a80821015fdb6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.1		93351d31db28fca30e96e8df02427e36d324af6d
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.1	resources	674b4e05293716eed2af1b6daf0dd4f638a4801f
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.10		f05245c55ad30277653094d6a1d227a503918e43
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.10	resources	1fa97a4717a51e3dfba612c81105f98a953fae17
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.10.1		0b4f2926a574523a0d929026c0ef50f7d3dc16a0
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.10.1	resources	5aaca96ef08276e58e45609b5e331e1a72fde4fc
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.2		3d9947b160cbb8623f4501a54e8c2b7be550c7d1
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.2	resources	e92f1b6f7c4708ce582921abd6cb7a96aa777599
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.3		f7e28d6dd9f10fa60d95f8546c764c1e656d6f48
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.3	resources	1677af9b6cbaa09f490dfb5075cf5fc1d1859695
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.4		d296848871983a96f450579b8bdab2a40e790611
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.4	resources	a2832267bbd3747a788f96bb42b34b2057a92318
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.4.1		38822be65a4228b5fbb00a3b21f3f42b31ff9364
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.4.1	resources	c5a590b7b719d6ffceb5ec76d43f2d5cc37871ec
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.5		ee48971d0a56e1c05dfc813bf259e91636e3d315
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.5	resources	1d395dab4a9e9f66fa69a064882053e82ac6852a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.5.1		9b39ffc4f592304dc3f4156375f63178d2bef328
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.5.1	resources	c88515901b7c5c91ec4f11a73a63cf05a41f9d15
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.6		52b2530075bec9279c83b97441aecf5c2970ad71
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.6	resources	76318ff510e5e6d40f1fdcb12642f251941d19ad
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.7		80f69098f0204811cf9e0bae1c6a0a4525a01a2d
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.7	resources	11feaf0d490c21d8e83ddfd2154c8c50225135d7
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.8		41a8e3058f9b726bb4f99a44c33c73bc8b842a96
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.8	resources	c1803dca9468553fc50e8484cf97400250273abd
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.9		698a2d7a4b730887eb6cf1a215f4f3c6cf1403b8
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.0.9	resources	8e67d7a63b797788c0f8db1ff04f861621df5f16
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0		0a1ee27d2469b03e55fc134ddaaccacafd809c34
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0	resources	0b58f2d99147f9296098aa1f08fc06b5dfd37622
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC1		604aa644b254e09dc7b0b4c7c2612a2cec0ee9c4
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC1	resources	f7a6b65bd2e2bcde9e60922fc1fbc1d2bc5e138e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC2		70e55cf65fcc7036d229691c0db6dd881957c1f9
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC2	resources	2a6090b3d3d63e39121ebfaa0f4917ac9e03698e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC3		a6d6feab1863c4b61ccec87bd21aff70086fa74a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC3	resources	313762daa10de606fc4d8767074c8b9198d79e89
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC4		8a825a23f9a730a78d6d68c8955c0056ba12efcf
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC4	resources	fbcf7c4047880a0f8efc220d13204d28f5d415fb
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC5		ff55ffa66fa8b1d6e2d0bcc0e85fc0791502d357
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC5	resources	038d654539f406af4ad9fbaf63dc77f8e9c76ac8
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC6		42e6d446e1581675ecee480492047111cefb197a
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.0-RC6	resources	538467654f4bd9c6123fd927129131afa63889e0
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.1		1c1479b9683d4ff008d0972bf724b5cb00eb663b
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.1	resources	40a2daecd92b25ac06d6ee6c53d2cabe19422b64
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.2		7c04b09a76286a5da74062266553bc6cce722af6
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.2	resources	ed001e2b5467e66b20262ac05ec3c82480038e8f
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.3		14753e8be89f117618af99d7df106d1d3b86bcc5
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.3	resources	96808d962acad02a7dd1851bb0380205131f77df
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.4		9b9a1b7f8c6cad030c840a7e371ce29af2937e96
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.4	resources	279c30e6b6c2c635012a8a7734681117b825e6e1
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.5		b3a401205e266ef97e9c7b3d5cc6b11c6c3a6016
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.5	resources	07aa853d3d6835b0fa0f4d605abebde10a487440
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.6		8446ca4c4663fb79f20b4e688e2ac7dc7727bb7f
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.1.6	resources	89f7dfb8f377d9c2ce00a8d08fc2a7888c65724e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0		fce35ef88e45f28e20304e3e2e39a6899e3123e2
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0	resources	652e5d714544812163549091d5df99b959fdcafa
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC1		54b7a3dc797b85c679ec487d5003841c01696027
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC1	resources	93cba5166e77eaef4dd007d880960e755aa6000c
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC2		4cd2c74b7af439403439a6be5455ed5772ef6002
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC2	resources	8ee6b07a4ace797409df987709eb3297676c3921
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC3		ac1dfc66ae469cab8fe363cf696ce7ecdf99dbee
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC3	resources	85a1d88ae9a7fe4ad64219651c2109e3ca27c087
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC4		a486f8cf0c73b749489c5db17a76a6437bb9706e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC4	resources	7bbd600afca1b496c8274066c0f5c7cf7558fe7e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC5		10eb98c6d2ab2b882298908ba0b3afe8e2316d98
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC5	resources	115c2af878a51625d43baf186d0b8083ded160d4
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC6		bc6b7b7855017a40e5f2e32ce7feb3aa7a06c59f
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.0-RC6	resources	30b51bd3b9da7666cb5a8eb506a18562b1a22846
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.1		2be47b9b9b1349e20b1fc78cabceb23231dd6f45
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.1	resources	4bf804a6b77d7ab538fb1b27392a412e185a2592
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.2.2		a40a88eecece7d03aaf3ccb8465d6c7805174392
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.3.0-RC1		c243a63814a644e43d53a2590423b29376c1000e
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	7.3.0-RC1	resources	fc15b1e8ff8eea254fc4e7bdf481d71dfc98f328
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	v6.4.0-RC5		c03f1ed153a90857697b08872f78a340e25d607d
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	v6.4.0-RC5	resources	d1514d55e2d6a55149670a3fe40915b1fb52aac8
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	v6.4.0-RC6		b85021522ef03cfb2128da28c2aefa70f4b4b805
org.apereo.cas	cas-server-support-hazelcast-discovery-kubernetes	v6.4.0-RC6	resources	3fed29de14fb3aa65a46bfd60f20e6de4bddab17
org.arquillian.cube	arquillian-cube-openshift-starter	1.14.0		2f0a4cc92c7cfef5f5fb4985d1f496874056134c
org.arquillian.cube	arquillian-cube-openshift-starter	1.15.0		3d986c550a17fba7b95b8cc3ea586097000da74a
org.arquillian.cube	arquillian-cube-openshift-starter	1.15.1		460ea125b22ac51675e2b3428ffab8813e0bcd54
org.arquillian.cube	arquillian-cube-openshift-starter	1.15.2		84266faf8e1b7cbd02b8b73e074bb4a6ddba6b43
org.arquillian.cube	arquillian-cube-openshift-starter	1.15.3		ac0496eb5b6cb37cc4f5ca1977a6eae022c259c7
org.arquillian.cube	arquillian-cube-openshift-starter	1.16.0		87f22aca4d48c6a7edcf6fa952ac363c46a2eea7
org.arquillian.cube	arquillian-cube-openshift-starter	1.17.0		ebf33f8c59cf08151729c0885b727af8238b2cb1
org.arquillian.cube	arquillian-cube-openshift-starter	1.17.1		359e0d55c09cc6ebe057b1af4911221580446629
org.arquillian.cube	arquillian-cube-openshift-starter	1.18.0		4a0b353a89e1e89c0d60a149218ad305ac2eed3b
org.arquillian.cube	arquillian-cube-openshift-starter	1.18.1		6ef067ef4eccdd1ba0b29637fd3cfa217d82a53e
org.arquillian.cube	arquillian-cube-openshift-starter	1.18.2		72ffd35e1d68d5bc6a50ec6b771952373335e22d
org.arquillian.cube	arquillian-cube-openshift-starter	2.0.0.Alpha1		326d7db6b08b41d86cd5f313ede6f1a99ef19cb4
org.arquillian.cube	arquillian-cube-openshift-starter	2.0.0.Final		99be66ef61839af6d12319fc3a9482a99908749c
org.bonitasoft.web	ui-designer-backend	1.12.35		N/A
org.bonitasoft.web	ui-designer-backend	1.12.36		N/A
org.bonitasoft.web	ui-designer-backend	1.12.37		N/A
org.bonitasoft.web	ui-designer-backend	1.12.38		N/A
org.bonitasoft.web	ui-designer-backend	1.12.39		N/A
org.bonitasoft.web	ui-designer-backend	1.12.40		N/A
org.bonitasoft.web	ui-designer-backend	1.12.41		N/A
org.bonitasoft.web	ui-designer-backend	1.13.0		N/A
org.bonitasoft.web	ui-designer-backend	1.13.1		N/A
org.danbrough.ktor	ktor-server-http-redirect	2.1.1		d68b20a1c5d2bdf0a8be32eabd7a0d453ecd1de3
org.danbrough.ktor	ktor-server-http-redirect	2.1.1	all	88da6cbb92bbecb874f54deed9d3933969ebb00e
org.danbrough.ktor	ktor-server-http-redirect	2.1.1a		57909898572485b5d30dcab67b5d642ccd6b463e
org.danbrough.ktor	ktor-server-http-redirect	2.1.1a	all	f5b0c3b3545eb89b81f393d9ea462c1106856c38
org.danbrough.ktor	ktor-server-http-redirect	2.2.3		e15f7687f810b3b5496b5c897aca0af4a87769f1
org.danbrough.ktor	ktor-server-http-redirect	2.2.3	all	4ecf7d9f147a5268d35f6236023a66a274577345
org.danbrough.ktor	ktor-server-http-redirect	2.2.4		fb9ada1f7808c14cf0a3110106c62b82e00d565f
org.danbrough.ktor	ktor-server-http-redirect	2.2.4	all	4ecf7d9f147a5268d35f6236023a66a274577345
org.eclipse.persistence	org.eclipse.persistence.sdo	2.3.4-M4		41b774ca86e7a522f3dff367254f2f10242670ab
org.eclipse.persistence	org.eclipse.persistence.sdo	2.3.4-M5		c85c452adea21ff06347cc3727350187eea23f84
org.eclipse.persistence	org.eclipse.persistence.sdo	2.3.4-M6		4918b63347a7d9a78357b8611cb0fec79b2d764c
org.eclipse.persistence	org.eclipse.persistence.sdo	2.4.2		14466980de33400e1e35af122a73512169188fca
org.eclipse.persistence	org.eclipse.persistence.sdo	2.5.0		8b2b49ebdf4d3fea5cc4d3a682427dce798d1291
org.eclipse.persistence	org.eclipse.persistence.sdo	2.5.0-RC1		e912b87712ca005507055064760fe3f71119d540
org.eclipse.persistence	org.eclipse.persistence.sdo	2.5.0-RC2		8b2b49ebdf4d3fea5cc4d3a682427dce798d1291
org.eclipse.persistence	org.eclipse.persistence.sdo	2.5.1		c7284c9f730cb9860d1ff8829f3d5c3aab2b049a
org.eclipse.persistence	org.eclipse.persistence.sdo	2.5.1-RC1		487e6990b8acf7318e4de7ba2e948fa1d76172f7
org.eclipse.persistence	org.eclipse.persistence.sdo	2.5.1-RC2		5ed4e63f9a4836ea26554c4bfbb459f4fb26708a
