ch.rhj	rhj-utils	20200505		d412c6898c79359754067370aa29f08ef1e9323f
com.andrewjamesjohnson	junit-parameterized-test-case	1.0.0		0caec411a8fb28fd28715bd15cde208f2a7a1d12
com.andrewjamesjohnson	junit-parameterized-test-case	1.0.1		df4b24a39dcec0723ea214f5573a2b8281d803d5
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0		fdfa88cf5e83f1760f5b82cee9e0bac74eaa39a1
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.1		925e2e70ac7bdcf3c75ab8bb00531cefeedbc008
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.2		bdae93e1d919c849d7f2f2ff7a0eeb4fbcf3a831
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.3		134a26fe10695007e80c4817fa4e378c5d45a1f3
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.4		d498855689c6d4664b631c7c5838a9896cde197c
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.5		cf03431d450f7154b0cd12a78db86b7ab39a92d1
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.6		1584d2358d614ed5c5a91e58808949e4f9569f8e
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.7		2a12097a8401b20ad2905841895601c1242d6ebd
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.8		245f977970d3ea14305deb3d514dfe362368bdec
com.azure.resourcemanager	azure-resourcemanager-signalr	1.0.0-beta.9		86ec12ed6b1b031ee36da5e06ce2850e2de8017d
com.bertramlabs.plugins	karman-aws-groovy	0.6.0		79728912a2a7aaba1d43ba10961096ced7d8d652
com.bertramlabs.plugins	karman-aws-groovy	0.6.1		5a5a9d1f269ef14ae5563a9d4c3585ee5a531575
com.bertramlabs.plugins	karman-aws-groovy	0.6.2		ad0cadb8600d3ec1ab965ae6c6fd1365fc9c007c
com.bertramlabs.plugins	karman-aws-groovy	0.6.3		10888b33f0eefb53adfabba003ea504fa10f092c
com.bertramlabs.plugins	karman-aws-groovy	0.6.4		1c8ac4d6a5d27966739a46a2630d03e65726d26b
com.bertramlabs.plugins	karman-aws-groovy	0.6.5		5ed7bf4a10849e504e7420e40be55455b9b96550
com.bertramlabs.plugins	karman-aws-groovy	0.8.0		703d936408a083a7f7f5be9c89694afe4e4c2155
com.bertramlabs.plugins	karman-aws-groovy	0.8.1		43207c09b3599b9c8a2551263ad808ba0133af3c
com.bertramlabs.plugins	karman-aws-groovy	0.8.3		0478d476209e8e56a8b222f744d5b497e157638e
com.bertramlabs.plugins	karman-aws-groovy	0.8.4		9cb288c157133cf6a4e7e8616d876b5a67a9162d
com.bertramlabs.plugins	karman-aws-groovy	0.8.5		54a5f7fb311f1a40404e45a7f4c5405cc75395d4
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0		ebc00cd459e0c3528e4f3c6930557910032f0974
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0	module	449b6602bd26e12d9e4d1ceff42a583ac3082b55
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-Alpha1		a9e6220234ba61290f759bbe244bee56ee06777d
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-Alpha2		3b78924cf6cd1f4b7a9445bf6217c9a9ef0e034d
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-Alpha3		e826c2852dad9d2eb04add848ac6c007e45c8803
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-Alpha4		0321fd2d7b1ed12c61f0931bf62bce14db287027
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-Alpha5		deb95725b93cb24d0756638df8ba7a7d5c3a5a24
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-Alpha6		4b2193daee0b9b14631e33294ca9967e907a2337
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-RC1		40bfde5dd4defcbf328d41f8bc9638cd3241e729
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.0-RC1	module	50f871942bc14771d4d13cc843fb538f6f8cf072
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.1		eda06b6c62b05b0019ba43b1b51fc6ac63e32230
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.2.1	module	53a29ee73e57974631dd32cd476572bc59c94abc
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0		ee91be60d7932f86f4b32704df716e6f14514976
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0	module	c8fb45b931c2635e83f856cf16bea2c90cf744a6
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0-Alpha1		305cf2b186e6b26bea8e82f2c036e8248f31018e
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0-Alpha1	module	c59567c3c489576eedb55847d32574b771cb4313
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0-Alpha2		49e5563c209c53250e6c378deddd378fd1b6d532
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0-Alpha2	module	50154573d36f567367f666c59c1627d4c4989a66
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0-Alpha3		319537ab4870b7cc51e4fda387a4ddeb4dbd8bec
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.0-Alpha3	module	80b20e4b9a248d5e4e6f222bab084de687861f62
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.1		c5879c3ee59ae6291c1c47f9be7844aff373b1fe
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.1	module	dd9b33fa3e2ed3c4c1f2c8159b8ddbcabf2af210
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.2		ecfddfb6d15c5ae8013f9a43c3a33d4cd7042777
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.3.2	module	c84b12d0f89e794f4a7e6c9d07754a748aba1e5f
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.0		83c58090ca971273395b779089ec4c05ef1da8ab
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.0-Alpha1		1667375d47d19d851cb57607f6869faa5a66f015
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.0-Alpha1	module	c294631b9e2d45de0609c85caa0d6eb7c492783b
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.0-Alpha2		5854b1005bfe92b8d21731092895f7354dc6645d
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.0-Alpha3		02d21f49d2b9d032ef8753687efecdf937bc6b14
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.0-Alpha4		8e924dabc5d850cb7fad1876dce1d7e70a6cf981
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.4.1		1966f9e8f0710dce953f35398ed6c9d60716859e
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.0		39d0ac84f5b3dc859a736d7405f6e04ae3310293
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.0-Alpha1		575cf475a337b07db2162a51e4636e25ede12450
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.0-Alpha2		12c332e034f5324111d59289728e5251162543c4
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.0-Alpha3		e0c8702fbe78efe22e38d73994188e483c2e0163
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.0-Alpha4		eea6f644ff69578f78e739030b7f2b366704729a
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.0-Alpha5		24057635632a13a94982a54410b792c19595b5b5
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.5.1		d42a3c8e8d8d28e13d31fcbfe3749ceaf80e6196
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.0		566e830a8a82dc5408550ff68d3b529779220b9f
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.0-Alpha1		b0fea4a87dd520ae6954a38c3f456bf25fab5aba
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.0-Alpha2		e09c95aa9de0a655dfd3e012862a58ecf66e9979
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.1		dac30967246c84d825a49b47cd7d88420ab29364
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.10		94993186c67d4da2e91661ceee3e860c2f4289e6
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.11		8e9524c0088f16fb3d2922f97940b12fbd9714de
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.12		9c537a2b3920c0bf5d6af02e384d57a80dbc4451
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.13		5d1cb2c62f5b8e30172c6eef660bf9a244c4ffb4
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.14		eb7c2686bbb6a257d2152fc37fa8782823b2f724
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.15		00db2ba008fe4727c98d3b8fbad70785bd21ebb6
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.2		d41100f4b8be4e47befd01520f567b041173b63a
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.3		6de49b5dc18a11d02d1e256cdb5facaec10e0756
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.4		e09c04d5c4d61bcd88936cdbafcda3ace53f6ead
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.5		9e620039eef809d859977515c97dead8d2de84a0
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.6		88a1d85ca733c9528158596873993156d1d9692f
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.7		05cb721bf454ddc7df439947f038ad541593444c
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.8		7888bc98a57574e5dba9c09a822430aa616d699d
com.blazebit	blaze-persistence-integration-hibernate-4.2	1.6.9		c1107d83993adb122d22905f96351185e3febc1d
com.braintreepayments.api	braintree-api	1.0.0		N/A
com.braintreepayments.api	braintree-api	1.0.1		N/A
com.braintreepayments.api	braintree-api	1.0.2		cf57f4cbbaf790a8b27f3c0f565aa8e7f4cff9c6
com.braintreepayments.api	braintree-api	1.0.3		dba06679820f9688e1bf79b880b1dd2f5ba02448
com.braintreepayments.api	braintree-api	1.0.4		a591a29d0af25daf6a5080577101107253a73926
com.braintreepayments.api	braintree-api	1.0.4	full	5e47e45984251d2722a1f922c94350063bad7b14
com.braintreepayments.api	braintree-api	1.0.5		a3bca1fc5edd9ec91973b98cdc68b23b630da6db
com.braintreepayments.api	braintree-api	1.0.5	full	172efb3db60653b54c5407d543fe4af915eec631
com.braintreepayments.api	braintree-api	1.0.6		49ed3df5489ac792e0b4b2b4c1c293f93e89ac80
com.braintreepayments.api	braintree-api	1.0.6	full	dfad1e2f5a6b3ceaef95a0d7f4095d3cfcb16492
com.braintreepayments.api	braintree-api	1.0.7		ad6587b3a2b97b6ec70e4e7785e2bffc96373fb2
com.braintreepayments.api	braintree-api	1.0.7	full	bc258c33f2b6ff4569599e8b2e398c32073bd2e7
com.braintreepayments.api	braintree-api	1.0.8		198ac0dd735cf5a2b790c23499b7c327ffc7760d
com.braintreepayments.api	braintree-api	1.0.8	full	0ba61e6ab26d7f913b0c098dc600b0807fc3b704
com.braintreepayments.api	braintree-api	1.1.0		bdc90c62791590e4d44bd9077b9325e6d72650e1
com.braintreepayments.api	braintree-api	1.1.0	full	81c80c1a8fafca2576fe246104494f56d8803a3e
com.braintreepayments.api	braintree-api	1.2.0		efa21eeba9179afe96cc1e2c8b4fc03049952167
com.braintreepayments.api	braintree-api	1.2.0	full	f5a83927b222fb91d2b81ae6a74c71e5a72069d8
com.braintreepayments.api	braintree-api	1.2.1		a35429ac8338b0715f59d6a43a70954db789771f
com.braintreepayments.api	braintree-api	1.2.1	full	390afb4d295ebc068285d9fff6f6fbceeeaa341d
com.braintreepayments.api	braintree-api	1.2.2		375a1ea5dc75ec18231ded20b28ea5f392934b25
com.braintreepayments.api	braintree-api	1.2.2	full	d56407275c846510129b8b2a05899ee9e4982517
com.braintreepayments.api	braintree-api	1.2.3		0e2c6f2ca36ece89f758309472c79a5ddd0d4237
com.braintreepayments.api	braintree-api	1.2.3	full	453d4b043777216a57d6d5a3afb932fa0ccd5dbf
com.braintreepayments.api	braintree-api	1.2.4		cc348f7835a887f2d98b1fd0a2c6cad471a38c99
com.braintreepayments.api	braintree-api	1.2.4	full	d5ed9f6ea05ba565fb40b62bd0f3f3fc35c0dd36
com.braintreepayments.api	braintree-api	1.2.5		88591d3cde04510664debca38894f364d5844b69
com.braintreepayments.api	braintree-api	1.2.5	full	597e583254e1fb60fa4a88f454c3810eb5a80fc1
com.braintreepayments.api	braintree-api	1.2.6		4a5504a404a283e48035ed4e86f86af2bbfdac6e
com.braintreepayments.api	braintree-api	1.2.6	full	58fc4914a159acf704a475835dbdc03466e7604f
com.braintreepayments.api	braintree-api	1.2.7		00874942388aebdb040236855303cf8df66ffffc
com.braintreepayments.api	braintree-api	1.2.7	full	1d16a996ba8b9caa7a1e81916e7fba580dc2124f
com.braintreepayments.api	braintree-api	1.3.0		6da076afcc9ca4f256813b7bda902c82cfc30bae
com.braintreepayments.api	braintree-api	1.3.0	full	de424209ab7431accf08ed9b811ffa14096e8480
com.braintreepayments.api	braintree-api	1.4.0		c78ac60d14c0cb2e018e3346a28217591bf1fe52
com.braintreepayments.api	braintree-api	1.4.0	full	3b44d334e41d475a0041b85f8597e89bdd67e268
com.braintreepayments.api	braintree-api	1.5.0		c490c14f2c80244733d042a1d03626d9c8cdf2cc
com.braintreepayments.api	braintree-api	1.5.0	full	eb863943aae760724414fef3741d11ed35479843
com.braintreepayments.api	braintree-api	1.5.1		919ab48bb9f97e993b27f85b7fe3756ecb3822ee
com.braintreepayments.api	braintree-api	1.5.1	full	e7844e3094daadfb49a2ebb50ff653a2ca433a94
com.braintreepayments.api	braintree-api	1.6.0		322b79c1d5ddf1febdcbead0c56b4f6cb2842493
com.braintreepayments.api	braintree-api	1.6.0	full	afbb59d5b04a908d8c8d30e52a9384af914f6b53
com.braintreepayments.api	braintree-api	1.6.1		78a23edae811554f5144ef35a3a3c8cce30fb5bb
com.braintreepayments.api	braintree-api	1.6.1	full	1b9dbb2895fa5ca479547144a4b6a96246157519
com.braintreepayments.api	braintree-api	1.6.2		b427a70c40f57ee2cf2feb566498ebae02c06e25
com.braintreepayments.api	braintree-api	1.6.2	full	5dcf24dd0d200432f3f82318d394012c9657ef30
com.braintreepayments.api	braintree-api	1.6.3		fcd3b155510ffd8277f10f41da5d7eddf039c68e
com.braintreepayments.api	braintree-api	1.6.3	full	a111fdaeeefe3d264dd716fc5bb66bce5eb40d53
com.braintreepayments.api	braintree-api	1.6.4		7d339fb187aaa5f0ffac206ab30a56d9b8220857
com.braintreepayments.api	braintree-api	1.6.4	full	a06922702392ca1c408f54332eb5d96ba1a7037a
com.braintreepayments.api	braintree-api	1.6.5		9d93c6ae586d4067d5978fd151d6e0504fe3b0c8
com.braintreepayments.api	braintree-api	1.6.5	full	2c9d36c42297c89a21807e39b4d6219b16dc88c7
com.braintreepayments.api	braintree-api	1.7.0		8332f5a43bd95fe3501482d071a2b6ea1ba99a5a
com.braintreepayments.api	braintree-api	1.7.0	full	4dfe3cea66454e1738c763c39d6785d79403492f
com.braintreepayments.api	braintree-api	1.7.1		888fb3f1817d0fd1a45d1bce61cc574cab2339fd
