ai.realengine	realengine	1.0.0	-	5cd1eb44be6f9451608d51a5ab74f75cc99fa70d
com.yahoo.vespa	model-integration	7.378.53	-	fc1949aadcb209ee709f9e984e9551cb9572ae16
com.yahoo.vespa	model-integration	7.379.1	-	d6559e0608e006ad83156b39148a4ae0bda38066
com.yahoo.vespa	model-integration	7.38.38	-	6008433336b2f03349d27b7e423643fecf48347f
com.yahoo.vespa	model-integration	7.380.25	-	b06bd824acb3ce18a5a071862b87eff9c273cd09
com.yahoo.vespa	model-integration	7.381.20	-	77cf66606bc7ec18f0dbc480a8d96933eb2d7f7e
com.yahoo.vespa	model-integration	7.382.45	-	9f1096f3c7939a8a5fa969290027a7f451c76e2f
com.yahoo.vespa	model-integration	7.383.13	-	dcbfce01152bd128aea1b5d0b02aa274454b0db5
com.yahoo.vespa	model-integration	7.384.43	-	099f25dba829b205fd7e825357b3c87c283fbc2b
com.yahoo.vespa	model-integration	7.385.3	-	d8bcadf75d7edd78c37d9613e9674ea0b79dc83e
com.yahoo.vespa	model-integration	7.386.28	-	604f0ae6d79fd2bd029bbaed306df6b795061ce7
com.yahoo.vespa	model-integration	7.387.80	-	7f1a3227b6def7c1a0ea99bd1a7f48f9f225309f
com.yahoo.vespa	model-integration	7.388.28	-	2431845d4e72fb7d401cd7688631828125d2e41a
com.yahoo.vespa	model-integration	7.389.1	-	e6aa0ab6e735f68325c3720b8ef22cb8cdbeb4b2
com.yahoo.vespa	model-integration	7.39.5	-	df953fdc9b313824b1e0c35d190189165b5a6920
com.yahoo.vespa	model-integration	7.390.64	-	e6c017ed377d2e726ae9e31a73308f52789300ba
com.yahoo.vespa	model-integration	7.391.28	-	5b1be458571005a64d55a0d2a29be1faef817438
com.yahoo.vespa	model-integration	7.393.56	-	f6390ac2a30805f6110ac4bda59e7b48e49ee8b2
com.yahoo.vespa	model-integration	7.394.21	-	be78afdc0e026885906c2e1802d53f2c9baad1b3
com.yahoo.vespa	model-integration	7.396.22	-	8fe1bedc79fc90d55fc70c754c41e340d31747cd
com.yahoo.vespa	model-integration	7.397.65	-	48372e3060bccae70a5502f224dcd1b685013e46
com.yahoo.vespa	model-integration	7.398.17	-	a0070d58676249b2017d4c3ef4f875aab20af582
com.yahoo.vespa	model-integration	7.40.41	-	937a055de29e864a53df12f7eab46f8aee2db03b
com.yahoo.vespa	model-integration	7.401.18	-	943904f3481afa2c7e6d8ad63d9d86029fb13ccd
com.yahoo.vespa	model-integration	7.403.18	-	2b05173dbd525d40dd02c68b6c5e23d473b67299
com.yahoo.vespa	model-integration	7.404.59	-	41587177382c649fd81b1830d59889b974c44364
com.yahoo.vespa	model-integration	7.405.22	-	bcef3587766b292fc575878148cd73892b7e514f
com.yahoo.vespa	model-integration	7.406.26	-	ab221146dbb808834534945e50cc6c402d791c8d
com.yahoo.vespa	model-integration	7.407.45	-	2f38de16d15974e608e9772e974652201c4f96b2
com.yahoo.vespa	model-integration	7.41.15	-	0799ef40360984b8f6e14005c183a0339fc4567f
com.yahoo.vespa	model-integration	7.411.24	-	750959f7fba36378d8faf48d9050860599f7f244
com.yahoo.vespa	model-integration	7.413.25	-	664c8a0c00b864c61aae2770ac5bedccf5730cfc
com.yahoo.vespa	model-integration	7.414.19	-	d787b309ec2392a0fc2164925abdcec71748c7c5
com.yahoo.vespa	model-integration	7.416.18	-	f6bcc9dc73e54589c79c28f3d948757d41bd2105
com.yahoo.vespa	model-integration	7.417.20	-	aa9026ad249e272b0f9ac1446aa7a64209ceb7b6
com.yahoo.vespa	model-integration	7.418.23	-	4d6ea8a9cb37053cb70d0268b4a99f9012036540
com.yahoo.vespa	model-integration	7.419.22	-	a3ed229ddcb62ae62658c414a38d51f01ba5a31e
com.yahoo.vespa	model-integration	7.420.21	-	554ebc8d2e1c6c98466d61b8d63d28a2fe9175e0
com.yahoo.vespa	model-integration	7.421.25	-	2885262afa77406823d632db0356161fc04f2b9a
com.yahoo.vespa	model-integration	7.422.63	-	92e940c22bb0f573afed6e4bd69571a5a92a211e
com.yahoo.vespa	model-integration	7.423.37	-	981fd1ca57e28718bb4fb24deb0839c093eff1f4
com.yahoo.vespa	model-integration	7.424.27	-	5ca733441016d89d016deb583a78fd4f23fe1eaa
com.yahoo.vespa	model-integration	7.425.42	-	970970008c57bf10a5606b3d45e777742d2c57e1
com.yahoo.vespa	model-integration	7.426.23	-	8c87ac0c741f368440104ca593431e470d4f5794
com.yahoo.vespa	model-integration	7.433.11	-	8234943c19620aa5416f3bc7bf51bfce4e399d58
com.yahoo.vespa	model-integration	7.434.10	-	3e2f8475885cdbd49da80cc0e569c7d48d907644
com.yahoo.vespa	model-integration	7.435.15	-	1009d559719e35b508ac3b6f6d74a9cbecbee5e8
com.yahoo.vespa	model-integration	7.436.31	-	3ab2f7546048199b3f930355ffcaed89e82a0b64
com.yahoo.vespa	model-integration	7.437.7	-	45f7d3350dd3730c9067067f3aa43a45c9603c10
com.yahoo.vespa	model-integration	7.438.16	-	f1d18266ef3d6222645801d4735537df65ede304
com.yahoo.vespa	model-integration	7.439.3	-	830bfa70c35b743966ef6f8a7054f8d769826972
com.yahoo.vespa	model-integration	7.44.19	-	9bfe8b4c223bb8bde3a30fa92c53cb1cdc67e79b
com.yahoo.vespa	model-integration	7.440.12	-	fc963a6a4ed365a97901e04a2256ca2c798d4490
com.yahoo.vespa	model-integration	7.441.3	-	591a28ae8bc9e0ec7e8a230ff4ea8a976b21f27b
com.yahoo.vespa	model-integration	7.442.7	-	61e700a5567c2f7b2e9107ee2a7233938e771033
com.yahoo.vespa	model-integration	7.444.18	-	c48597d860a7de78c2699168769d07095d89c049
com.yahoo.vespa	model-integration	7.446.9	-	4dee0d0dba40296be3db419a924f325d16a97db1
com.yahoo.vespa	model-integration	7.447.10	-	ed83dc642146af9a4eecbb23f14461d155ffca1a
com.yahoo.vespa	model-integration	7.448.16	-	57258e1524d326d3f4e00c6a2fc007d273d6edfa
com.yahoo.vespa	model-integration	7.449.21	-	0a9fcfd8f19f91ed4af1e52ae79f3ea5e04967f6
com.yahoo.vespa	model-integration	7.45.22	-	1b60c0d275fda296e1205a4a140745c53ce7adbe
com.yahoo.vespa	model-integration	7.450.12	-	2662c11e40da975836bb6cd653cad16c257a22a9
com.yahoo.vespa	model-integration	7.451.27	-	8ebacbbd06a4f81151f9544c867822ddce491cd0
com.yahoo.vespa	model-integration	7.452.11	-	6e8ba47ccafb9e1178bb74b5d86a86ea814f5149
com.yahoo.vespa	model-integration	7.455.43	-	d40168bd1e0d73df08fe5316188a4275a81a21c2
com.yahoo.vespa	model-integration	7.456.11	-	f7ccf864dd206708e8769121276b229b4fab6faa
com.yahoo.vespa	model-integration	7.457.52	-	d50fdc04500567eb646d76bc9375052d6dcc7868
com.yahoo.vespa	model-integration	7.458.20	-	38bfaca91b03f0a93184dd2c87527a3d7553ac86
com.yahoo.vespa	model-integration	7.460.23	-	5f29f6cdb0309f9b69512644bfc17257cbd6641d
com.yahoo.vespa	model-integration	7.462.20	-	2bd5cb578577c715fa3fc0772f3655d8c8ca2bab
com.yahoo.vespa	model-integration	7.463.15	-	79a7612ce6c367611cb2b45f36cc44365548a6a2
com.yahoo.vespa	model-integration	7.464.41	-	338855cea479e2e4f1c28b44c4133ebeef3abdfc
com.yahoo.vespa	model-integration	7.465.17	-	b36682f40708bf61ace26af3eb0082a4243e8aeb
com.yahoo.vespa	model-integration	7.466.3	-	3a8c9346c370aa1917b1f4a4bf474fe5a263fe11
com.yahoo.vespa	model-integration	7.469.18	-	cad06b0189eea0fd7444923106f328380307d97b
com.yahoo.vespa	model-integration	7.470.24	-	c344c08458728d3380a5d9bea76e948e0b58401f
com.yahoo.vespa	model-integration	7.472.1	-	9e60728666d3f6126fd6d71e18b06567d0783dc6
com.yahoo.vespa	model-integration	7.473.17	-	3ced64c22308c6a057d3d4a56ad7dde7ed07e3db
com.yahoo.vespa	model-integration	7.475.17	-	9a4fa76c6a3ab1438aaf87bd4b636934262c3744
com.yahoo.vespa	model-integration	7.476.1	-	63836f84edd6eb2c253082a1b44b3d1d4126b62d
com.yahoo.vespa	model-integration	7.477.12	-	11b4fe6254f2cca494634a41906ecf836ef543c4
com.yahoo.vespa	model-integration	7.479.3	-	bd4de6ef85e116944a7359c4f6b5df298a8815d9
com.yahoo.vespa	model-integration	7.480.66	-	25b6520271439a63293bfe37c34cb357b52422b2
com.yahoo.vespa	model-integration	7.481.18	-	22a6b9913cf9f44cb55ced33f344c2f6ad58002b
com.yahoo.vespa	model-integration	7.482.13	-	7497fdbb2ce8ac86af24742d1a72744d4c816f6c
com.yahoo.vespa	model-integration	7.483.19	-	ed0518d1b6d878c5348c57c25ca0eb5a09922698
com.yahoo.vespa	model-integration	7.484.47	-	a319a5646da1aa15a01a60c0a9add4cd8bfbd711
com.yahoo.vespa	model-integration	7.485.19	-	91f0f1c47e546f7d7c46a7848819cd565551dc29
com.yahoo.vespa	model-integration	7.487.27	-	51ef75952f16b44d002b220afa7889f3bae6d81d
com.yahoo.vespa	model-integration	7.488.67	-	90ddb945a14a30f902548c00595ef2e57853ec71
com.yahoo.vespa	model-integration	7.489.25	-	53fdc35f21f0beec61206a34ead3fb03860caea1
com.yahoo.vespa	model-integration	7.490.17	-	8a949f1b4c99045120723db91a75bc512a75d8bd
com.yahoo.vespa	model-integration	7.492.78	-	3980cd5a91c333a7dec0dd4b6618be0d19112d1a
com.yahoo.vespa	model-integration	7.493.25	-	4d4c0eb1073c0206deadfb7b0eb555d590fc8404
com.yahoo.vespa	model-integration	7.495.22	-	2f7f775759aa0cda9c3f35d81379ef7d094df4f8
com.yahoo.vespa	model-integration	7.496.44	-	52f479d6598d5c7a7ba044fa0507b7b9880942e6
com.yahoo.vespa	model-integration	7.499.15	-	137ba8839948b04e8543c242ca6e32f64e9c48cf
com.yahoo.vespa	model-integration	7.5.19	-	4c75fe56d2dd47f6553d40c2abf63a8f33b63805
com.yahoo.vespa	model-integration	7.50.19	-	ee877d9457eaea054eafbbe32819a72e672feb14
com.yahoo.vespa	model-integration	7.500.40	-	f639937c45d948c1c191ce7f73b72b08c4331554
com.yahoo.vespa	model-integration	7.501.17	-	573ba8cb6e59ea49dd212c697fcf1df14d92db76
com.yahoo.vespa	model-integration	7.502.22	-	2d2edf36309cd882c482382c90771601cb44f03c
com.yahoo.vespa	model-integration	7.503.19	-	9b9624968cc63170aa9329cdb5924b4e555e3a12
com.yahoo.vespa	model-integration	7.505.17	-	10e4bdf623485d7fa6e94abbeb9252cd6cbd7cab
com.yahoo.vespa	model-integration	7.507.96	-	7c6495c6d685bb293c53392b913e59779fb2776d
com.yahoo.vespa	model-integration	7.508.20	-	3560bb1360e1a88296b9145b1fd4db4e933702b8
com.yahoo.vespa	model-integration	7.509.14	-	9721760da4c92f6bbd64f9358156a786844854b7
com.yahoo.vespa	model-integration	7.51.13	-	83c2ecfe42e1ad7d511d2660f718570bca266850
com.yahoo.vespa	model-integration	7.510.36	-	dcc8e4bc3f74f33d3b61ff13a182ebb7b7d9f80e
com.yahoo.vespa	model-integration	7.511.3	-	81f9c39cab17e1d90ea54df648caa6ab1242637b
com.yahoo.vespa	model-integration	7.512.7	-	604ee85739340c7fa8c66d4afb73d0f52be61538
com.yahoo.vespa	model-integration	7.513.4	-	fb325cd3258a9fef2aab640fce2159ade0a09411
com.yahoo.vespa	model-integration	7.514.59	-	b9b57c5c16c57087f9e02b72b2e83f7ad40b8002
com.yahoo.vespa	model-integration	7.515.19	-	54d49bb1349d5690cb41b93074399518086c8c9f
com.yahoo.vespa	model-integration	7.517.18	-	a85424bd1a513de4c5120ab0717591eb7e5139fa
com.yahoo.vespa	model-integration	7.518.53	-	f5499ed3041e2a213d3b28f345100f0ce75aa48e
com.yahoo.vespa	model-integration	7.519.16	-	81780d29f5b53a882e04773973e405757ff92fff
com.yahoo.vespa	model-integration	7.520.3	-	7d6277ee1148b12c103b2162e0425cda4b6c9f21
com.yahoo.vespa	model-integration	7.522.16	-	b4fabc5775b82352188394cd5253772497bc18ea
com.yahoo.vespa	model-integration	7.523.17	-	cedaa42969ec682da3a026ae81a03460b0ad5245
com.yahoo.vespa	model-integration	7.524.43	-	5e8ae515f86a98c53f9af876b545ddbfed874df9
com.yahoo.vespa	model-integration	7.525.28	-	6de4a9e39dc7304600ff0a88a649780432aa9238
com.yahoo.vespa	model-integration	7.526.8	-	41f91e0d59e252469fa17f3982b95f272a866e14
com.yahoo.vespa	model-integration	7.527.20	-	7db1aa8ec1af947d8782faccf9fb1ee1803ab7cf
com.yahoo.vespa	model-integration	7.528.38	-	f6293f8c81b7d99be655d351c7ec548fd437c619
com.yahoo.vespa	model-integration	7.529.2	-	1936120d3ef0dc7d1e8b9f9a55708db24f2856b5
com.yahoo.vespa	model-integration	7.531.17	-	611489143e5ad8b0a28bc951cee72f9c6be3fc92
com.yahoo.vespa	model-integration	7.532.27	-	cc2577cc127b87ae987daa1d3bf6a6f460510706
com.yahoo.vespa	model-integration	7.533.16	-	2d9b69f0a3bcc83153d20660ec94f2df8c4d9bcc
com.yahoo.vespa	model-integration	7.534.29	-	631af003b14ff886970e0d6bc45e45612f92f49f
com.yahoo.vespa	model-integration	7.536.19	-	95ee5b26975f39a4ffc1e11d563385edd35f21cd
com.yahoo.vespa	model-integration	7.537.15	-	9185f4c062d9a2c3dcb179b8f49a0430c52eee5f
com.yahoo.vespa	model-integration	7.538.1	-	d6903b09585594e94495febfad6b363e3e007dd4
com.yahoo.vespa	model-integration	7.539.51	-	c12a570c02ceeca9cbf3e7cada266caa1ced1dd9
com.yahoo.vespa	model-integration	7.540.35	-	88928858f8ee07fdb41f2f5f34b15a92289883fd
com.yahoo.vespa	model-integration	7.541.24	-	7b88c89709831a2577c9b812b21918130aca0cb7
com.yahoo.vespa	model-integration	7.542.42	-	64432779c20cf875ede8b7d3a607514111172ebf
com.yahoo.vespa	model-integration	7.543.30	-	c2061876df2e5e660d796dfebefbc611d13baaf0
com.yahoo.vespa	model-integration	7.544.23	-	034f06e39ea66eda951d13ff581a15c337ec766b
com.yahoo.vespa	model-integration	7.545.20	-	b1eecf3ab845f7be49f0984c9393a1c234d25e77
com.yahoo.vespa	model-integration	7.546.44	-	d4a7cea3d876ccf47a02d5b278c9b65327671854
com.yahoo.vespa	model-integration	7.547.18	-	c326f8352b7e2f58c16ee3b489427851045aa1c3
com.yahoo.vespa	model-integration	7.550.61	-	1bd1fd99a58146f6eb927e932ec1725b408b6a92
com.yahoo.vespa	model-integration	7.551.16	-	6fe04f9a441beaed9cbfb489e6713d57edc1c2f4
com.yahoo.vespa	model-integration	7.552.18	-	aa3569075eb8e509c8bcd00532540d4f7a5de5d0
com.yahoo.vespa	model-integration	7.553.2	-	2beafe60d2617218f6405a1281095905402dbbcc
com.yahoo.vespa	model-integration	7.555.50	-	9c33d2e9b3199635bb30aab56c3920045b9be333
com.yahoo.vespa	model-integration	7.556.26	-	d8002edcdfbe710654ce687c890c2302def24867
com.yahoo.vespa	model-integration	7.557.46	-	0bf1006714903ba08e5a6924011f0c993e7bd18e
com.yahoo.vespa	model-integration	7.559.12	-	af986798faea7da666b9cb8fe6e6ab6dd653b336
com.yahoo.vespa	model-integration	7.56.12	-	b75274f476aac523b890f4739220ccadcfbfb15e
com.yahoo.vespa	model-integration	7.561.60	-	72c3db31c1ad49c3caff6d920b78693aaa372be5
com.yahoo.vespa	model-integration	7.563.7	-	fdca0cdc4b89ad84e500c020cac45de10b4690c0
com.yahoo.vespa	model-integration	7.564.19	-	99fcc30eac7b24308d27adab7977668fdcd21042
com.yahoo.vespa	model-integration	7.566.21	-	1f49e2f2f79c027df49fa9c6ed4bdc344bd79d2b
com.yahoo.vespa	model-integration	7.567.26	-	409e51d20c41269bc4956919ef3405921e1dd717
com.yahoo.vespa	model-integration	7.569.71	-	1da5d11b1d091743f822eea5228e3d25cff36606
com.yahoo.vespa	model-integration	7.57.40	-	660ccaeabbcbafda774218042dc6d605889b8faf
com.yahoo.vespa	model-integration	7.571.25	-	81cf720db43c3a34cf79411dcee8b5f2d5522a1a
com.yahoo.vespa	model-integration	7.574.71	-	76dd4e2b0cef11db3d190802b995f0ae9c22313a
com.yahoo.vespa	model-integration	7.575.35	-	f11b39a4906fe89ad7af1a6feb4ce00ed23c8f01
com.yahoo.vespa	model-integration	7.577.27	-	6a64ccfad5350655b4b95a4bc8c5cc66e8fe868b
com.yahoo.vespa	model-integration	7.578.64	-	3cf05af420001ae66fd43ea6733678f63ce1491f
com.yahoo.vespa	model-integration	7.579.27	-	ce4f9d9a8ae15af7ac8c3a2bb75f5010b13f58bc
com.yahoo.vespa	model-integration	7.580.54	-	6153e4f71c7a85ffd5301be75d7b2d6e910a6905
com.yahoo.vespa	model-integration	7.581.33	-	7f4481d26d7675949203cd61cb648d7db70ead16
com.yahoo.vespa	model-integration	7.585.20	-	c552c903cf08efa03ab39de8cadb8e95d5cb47a6
com.yahoo.vespa	model-integration	7.586.113	-	b9c1a5b27e9c63a1875e8fd0a225597e3b72881d
com.yahoo.vespa	model-integration	7.588.57	-	9e7e9209b29cab4f93b585b1047d924d46bfed73
com.yahoo.vespa	model-integration	7.589.25	-	67234f26dba156254d5a514856a1dc98ea5414f2
com.yahoo.vespa	model-integration	7.593.6	-	044f3a6c4aee2ebc2d122c87a3dbe46d24600bec
com.yahoo.vespa	model-integration	7.594.36	-	955294d02058e58d4a92f7c9dc3b07e3e6211692
com.yahoo.vespa	model-integration	7.6.98	-	bfbfb993b4474685da7cc58d0cfe959c99ec39fe
com.yahoo.vespa	model-integration	7.60.51	-	73c77c23195e74c3d83fcb532320d441f2d64dce
com.yahoo.vespa	model-integration	7.61.10	-	12d11b506c393c8bb920dbf2715b16933d7a10b4
com.yahoo.vespa	model-integration	7.62.30	-	3a92a588615bdeaa6fde5dea999e8823f39c343b
com.yahoo.vespa	model-integration	7.64.1	-	c32ccde94546514545e85d39f12e5a20005c48f7
com.yahoo.vespa	model-integration	7.65.36	-	1d71f53930ada618b7f286b423313a79884c2e16
com.yahoo.vespa	model-integration	7.66.10	-	2855d614c85ce49f1ee3f1fe1d0b943e945689a9
com.yahoo.vespa	model-integration	7.67.9	-	9d50a69190ccbe97b53bc91843ab35ebbd1e0d13
com.yahoo.vespa	model-integration	7.68.36	-	82a59213e1e69ccd6b4685c0aee1223c87ddd9fb
com.yahoo.vespa	model-integration	7.69.10	-	e57c7d835f2c0cff8cdecc6941251b55f582bf4f
com.yahoo.vespa	model-integration	7.7.18	-	48c025750605a4dc27377feddc534eebb719718a
com.yahoo.vespa	model-integration	7.70.9	-	ded92f8fcb7c6bba5bc41c65b74179744b73f19d
com.yahoo.vespa	model-integration	7.71.11	-	1e735323d72dc26c4b771fd7fa8a1962323826cf
com.yahoo.vespa	model-integration	7.72.36	-	5e43b4217e21715bf8e72d14882cc6ad365aad2a
com.yahoo.vespa	model-integration	7.73.13	-	ec6e42863f906ffae74358fec5e5599d38c6f2ef
com.yahoo.vespa	model-integration	7.74.17	-	993f46b6078c247b12d598ced99a5363224ed064
com.yahoo.vespa	model-integration	7.75.15	-	d23a22adc338d93b7be005e5b21dfebec0b2f973
com.yahoo.vespa	model-integration	7.79.5	-	5a9c84fcf1368a3f951dd004944f0466f4b51b4f
com.yahoo.vespa	model-integration	7.80.70	-	2ddae87322dc8d6fafdf94247ebb30125e9a71e0
com.yahoo.vespa	model-integration	7.81.16	-	6c6711bebcdc4f0d352b71f1868ffd1f99ed6b5e
com.yahoo.vespa	model-integration	7.82.31	-	878100bd203935fecac885dbe8cb92efcbb3ec0c
com.yahoo.vespa	model-integration	7.83.27	-	d029aa3e122f88b08e5f75e438713048567cfa94
com.yahoo.vespa	model-integration	7.85.11	-	53dd18566c36c148d853d692e150301a4afc0ef3
com.yahoo.vespa	model-integration	7.86.9	-	86150f2582450c46d6b04dc5bdb78c9b972632d9
com.yahoo.vespa	model-integration	7.87.44	-	2caac80e6cc82ad0c3150a283da1125efb412b5a
com.yahoo.vespa	model-integration	7.88.15	-	a33febd115d7998a1ffeae16b5183996f72ebbfb
com.yahoo.vespa	model-integration	7.89.24	-	14f1517b075c8e67a9b88425ba675680b3d635e6
com.yahoo.vespa	model-integration	7.9.16	-	be154061b825e8ca2918d4c35336d933645e94b1
com.yahoo.vespa	model-integration	7.90.1	-	f23236a0db3ec002d68f41518ded4f38507f65b1
com.yahoo.vespa	model-integration	7.91.14	-	9c8517fbe457a567437406979a867c07c0fbb34f
com.yahoo.vespa	model-integration	7.92.7	-	686f51af2f07dc6eb66c7d2cd66480b95dfa9e3e
com.yahoo.vespa	model-integration	7.99.22	-	54de27ddf2503a425a5dcc7f54277903d0b510e9
com.yahoo.vespa	model-integration	8.100.20	-	754251a090532a4ad185a17ab8a7b17da88b5ba0
com.yahoo.vespa	model-integration	8.101.28	-	3167acb67bd77bf4879b4a427fa01a4901d56fdb
com.yahoo.vespa	model-integration	8.102.12	-	13d0edcd1cd81bef6cfa684ba97c0095a1ddbdf8
com.yahoo.vespa	model-integration	8.103.41	-	c4698340efa9669398ade12c7547fade246499c5
com.yahoo.vespa	model-integration	8.104.21	-	4d67e7848b5e56b0c687a6bd9163c1b5dd44105f
com.yahoo.vespa	model-integration	8.105.16	-	ef02b2bf9ff1794ff021dddf1a6cf2301a4245a7
com.yahoo.vespa	model-integration	8.106.1	-	382eefd5ac81666781e8e373acd8380fbe6f073c
com.yahoo.vespa	model-integration	8.108.22	-	555371956290db3ac053926477996570b74610a8
com.yahoo.vespa	model-integration	8.109.47	-	139368ec8a54a756c94f22986f14b2002ea174bd
com.yahoo.vespa	model-integration	8.11.15	-	8a93ca0b45f000ed9d9c60e6439344331b03ab75
com.yahoo.vespa	model-integration	8.111.27	-	4ab7873cf4b824f2922933e4ce217fa1332f1291
com.yahoo.vespa	model-integration	8.113.20	-	1c63b1c998acb3beb2b52a228fa064a9052abab5
com.yahoo.vespa	model-integration	8.115.24	-	97fff3ed09fc7acc548b286259bdc059e433911f
com.yahoo.vespa	model-integration	8.116.26	-	de5b1038d6c4d78aec65aab08c253449bd2594e6
com.yahoo.vespa	model-integration	8.117.54	-	0f0d4d24751f1e703669c759312b322dba0097f9
com.yahoo.vespa	model-integration	8.118.21	-	af8413f5217e3f43daab2eaceec5044f326a5c65
com.yahoo.vespa	model-integration	8.119.40	-	303931a6cde029983d883f2582ef6bab7dbefcf6
com.yahoo.vespa	model-integration	8.12.48	-	b245ef26a0bf570502004877d4a6c02ff235ca47
com.yahoo.vespa	model-integration	8.120.11	-	4fb3b070591f6382c587834346fbc9471f37a079
com.yahoo.vespa	model-integration	8.121.38	-	b14195fcefd8cfcca93672d586e6c952b17abafe
com.yahoo.vespa	model-integration	8.122.27	-	ec23d21cb9a9ade274b11f5e6f974e55bc5fb721
com.yahoo.vespa	model-integration	8.125.29	-	0ed543afe4b80a8d5a298412a1236ba4d594c4a9
com.yahoo.vespa	model-integration	8.126.20	-	5cf605f45f62686ad236bf5cc3dba07224b3bbb2
com.yahoo.vespa	model-integration	8.127.1	-	f8e39b0172e2608e975593db0ecf67463a9a0ac1
com.yahoo.vespa	model-integration	8.128.22	-	ae0496a355e05e68dcb2b31e2c563a2c067f64d1
com.yahoo.vespa	model-integration	8.129.8	-	af4840ef4eb73862ef3c87fcb78c7fc2729c3e4c
com.yahoo.vespa	model-integration	8.13.21	-	be466d13f383b17fb3d7545f11531372eb885657
com.yahoo.vespa	model-integration	8.130.48	-	7a4a959b537d4dec4cbdb834f5c5d8d82110a86d
com.yahoo.vespa	model-integration	8.131.17	-	bf4488872a0de3c90bff510a43a5504591ba9880
com.yahoo.vespa	model-integration	8.132.43	-	3b0d6fc50f0a59356b070035dff5e557670a6719
com.yahoo.vespa	model-integration	8.133.49	-	5710fcce1a18fcf37a1eb22195055fc158175212
com.yahoo.vespa	model-integration	8.134.42	-	3e6ce8a74e39fd78dbfb3ce826bc2bc8ac0f036a
com.yahoo.vespa	model-integration	8.136.37	-	247054051119539bcee0140eec6837b95c618790
com.yahoo.vespa	model-integration	8.137.25	-	c3de57531ced6b0487c6ac02c1ee8c7435c33d11
com.yahoo.vespa	model-integration	8.140.13	-	76f7a7523e9575990dfa2af5584c78b4e664ea33
com.yahoo.vespa	model-integration	8.141.29	-	6d19f1882d7fa8e9eaa510d06e3e66e6bf8642d1
com.yahoo.vespa	model-integration	8.142.22	-	91bb1c6da1e161e102646c10bf74bae9f0958474
com.yahoo.vespa	model-integration	8.143.4	-	ae56ca9b5f60a6a4dfcf214873d88f97fdfb4789
com.yahoo.vespa	model-integration	8.144.19	-	f4c2480f5b109ca846e5c191847d6dbc5fea7dd0
com.yahoo.vespa	model-integration	8.145.27	-	cf2d769a781b029adbf1619117526e79f64291f9
com.yahoo.vespa	model-integration	8.146.12	-	0221a9b3e017d6609c884c9e6b15feac47c4c90f
com.yahoo.vespa	model-integration	8.147.1	-	181695f5d770f15ef1138a36dd873f83dd2d820a
com.yahoo.vespa	model-integration	8.148.14	-	94262d359e5a0995216bb93807e9c8142adeb8f2
com.yahoo.vespa	model-integration	8.149.36	-	5ef1c22720a75590f8a3334ebd6eb8f23f8b816b
com.yahoo.vespa	model-integration	8.15.63	-	c4acfeea83b1aa049391f88b8788f756e908053e
com.yahoo.vespa	model-integration	8.151.21	-	91e1fcaa1d6d5cca66a61d6dde6fe74104f7d4da
com.yahoo.vespa	model-integration	8.153.19	-	232f46991feddcab411081ac9ee5f2ac0de7997c
com.yahoo.vespa	model-integration	8.154.35	-	7de8015dad9cd721333f877a3d9da96b1ffaa650
com.yahoo.vespa	model-integration	8.155.19	-	11657096da419e5dbc35c87134d2698530e33fa2
com.yahoo.vespa	model-integration	8.156.36	-	db11fa33d150e7c9bb3162175a66883754f64f14
com.yahoo.vespa	model-integration	8.157.14	-	2fb4341a190de1ee2e3089917fd3b04a6becb1a6
com.yahoo.vespa	model-integration	8.158.10	-	91e2557262fd077bebc9afd3d38b047dc4a5e289
com.yahoo.vespa	model-integration	8.159.53	-	70177581436343ee3b34174fe3cefe24c76fd394
com.yahoo.vespa	model-integration	8.16.20	-	482fdb42c087306c5045bd4abaf28ac79905c52e
com.yahoo.vespa	model-integration	8.161.74	-	e90febd0a4293afbed3c60e830e2345390e6e8bc
com.yahoo.vespa	model-integration	8.162.29	-	6baf8e02fb50d68a13c187bc079cd5bbe840bfea
com.yahoo.vespa	model-integration	8.164.52	-	e434a280c8770aec6ffda0059c7e87740b68cf85
com.yahoo.vespa	model-integration	8.165.119	-	f9b3366dad83cb1f53ac700fff1ab76a8cbe4663
com.yahoo.vespa	model-integration	8.167.17	-	ceea0e847f8c69408e889aa7b69261752c2d65a1
com.yahoo.vespa	model-integration	8.168.43	-	5658149e5b723d20484e385200996e2dbab6a169
com.yahoo.vespa	model-integration	8.17.19	-	281a8ac8bbb51dd7b65eca6473c49d49cdf11243
com.yahoo.vespa	model-integration	8.170.18	-	1f3b4b3fcbbcfbd3a30277d1e7db9d6f3876a82e
com.yahoo.vespa	model-integration	8.171.43	-	e930af1df4ca7d0b0069d40f09af1a981aae181a
com.yahoo.vespa	model-integration	8.172.18	-	baaa658a1b17f545577a05ae822c7e1f80fa719a
com.yahoo.vespa	model-integration	8.173.24	-	a120a4ec0024b51e650ccbb08af591fab9c58762
com.yahoo.vespa	model-integration	8.174.17	-	7540a15499d62bf1c492f24b40816cd93770a306
com.yahoo.vespa	model-integration	8.175.37	-	1116fa9ebd7d2aa64cc8aef13c8bfcef248dfb8e
com.yahoo.vespa	model-integration	8.176.13	-	5c122d8636998e1fbcf03308a3c780f0271f2dea
com.yahoo.vespa	model-integration	8.177.24	-	be809358c4bc5de24a25750de2a5c68c13b80d2f
