apache-jaxme	jaxme-rt-incubation	0.2		97b9eaee0b2d9484e7fd6514f3ecf73b4ab92947
aws.sdk.kotlin	support-jvm	1.3.37		eabad0badef41cf8f932c8f7416eb8a9c5cbfe1c
aws.sdk.kotlin	support-jvm	1.3.38		71c97b973d62b9a1100dd39d2df6b946edcfbc5c
aws.sdk.kotlin	support-jvm	1.3.39		01e4d64ed84545cf20958661bdd1f922c508fbce
aws.sdk.kotlin	support-jvm	1.3.4		d93e580e4859dc5e861865c439cef1677ac4c6a5
aws.sdk.kotlin	support-jvm	1.3.40		7acfc279436a6fb1529aa3e53c8fc1664712a043
aws.sdk.kotlin	support-jvm	1.3.41		4893958b0b32f53fe97834f414043842cd37dd19
aws.sdk.kotlin	support-jvm	1.3.42		878256808a6fba676d314d25fe9a547697ae9130
aws.sdk.kotlin	support-jvm	1.3.43		f43a5e739e084a0c75e3047197795ea186350b89
aws.sdk.kotlin	support-jvm	1.3.44		e2f880465b942b3461322b5be6b00cfb7308b8db
aws.sdk.kotlin	support-jvm	1.3.45		fe0494c8ccf1c7d1d113c93448166df00cd8d557
aws.sdk.kotlin	support-jvm	1.3.46		fe654e42389468133f31bc367a5991805a2f23da
aws.sdk.kotlin	support-jvm	1.3.47		eee9fdc0082963664da86b2c63098edd29417aaa
aws.sdk.kotlin	support-jvm	1.3.48		089e0b26781942582aec0faab158f4c45b5613f1
aws.sdk.kotlin	support-jvm	1.3.49		0b0fbe9ffec0214a97775dbfea8bdee9f24200a3
aws.sdk.kotlin	support-jvm	1.3.5		6af90159caadf3a392a4462a900eb9d188549e82
aws.sdk.kotlin	support-jvm	1.3.50		3ac516bed0eb398f945202cf400ea4b57c665554
aws.sdk.kotlin	support-jvm	1.3.51		931967443dbd4b0e173f801559122fae42ae0b83
aws.sdk.kotlin	support-jvm	1.3.52		9aeb25b71052fb3df25f599c9a7dcfa74116a991
aws.sdk.kotlin	support-jvm	1.3.53		4c8b727480e37c26abc0a1cb16cfc951b21396f4
aws.sdk.kotlin	support-jvm	1.3.54		4f772a9e77f91dd50bd1273d8e19bb9e4cb68fd7
aws.sdk.kotlin	support-jvm	1.3.55		21e1a9a806f8fba8eac3bc526facbfc62fdcfd2c
aws.sdk.kotlin	support-jvm	1.3.56		a6bd0845398a7e676c053c212c9bb1413da32ac8
aws.sdk.kotlin	support-jvm	1.3.57		80184d54dcbc8ea69736eae4b7f17725b08523cb
aws.sdk.kotlin	support-jvm	1.3.58		ea29208b9f7d474730815b82612367845f8e5760
aws.sdk.kotlin	support-jvm	1.3.59		f948a34eb2e271019a4de193c58a959ed90b7e2c
aws.sdk.kotlin	support-jvm	1.3.6		5dc473c4424d198b4a95bfa9ac39d3a1d0e54594
aws.sdk.kotlin	support-jvm	1.3.60		0fb7a6fb43d51e2b9e99f2e6d31cf4bfe1c91ec6
aws.sdk.kotlin	support-jvm	1.3.61		74d156739ff8a502d558b6d6734a09e0c19f6c5a
aws.sdk.kotlin	support-jvm	1.3.62		76cd088f3ede00e6a98edf85b64a518be1a7718f
aws.sdk.kotlin	support-jvm	1.3.63		aea5acb0895256629a8176a1ef1adea0730ba7b2
aws.sdk.kotlin	support-jvm	1.3.64		0296052b5746913d90365a58737a3807d47d0a73
aws.sdk.kotlin	support-jvm	1.3.65		023da0ceb2733ed3c555fe5f7777f5b96ca83be6
aws.sdk.kotlin	support-jvm	1.3.66		09b4b80d9fc43ba97e9da566191b262913be9a93
aws.sdk.kotlin	support-jvm	1.3.67		6dc9ce7811a6558d8c361025a01f776cea375f0b
aws.sdk.kotlin	support-jvm	1.3.68		b109b4f6e82f4af5d99a93d329148be0f9a05f65
aws.sdk.kotlin	support-jvm	1.3.69		fbad8ccb80518f11d2293b4886f4fb16d6c36dcc
aws.sdk.kotlin	support-jvm	1.3.7		74ec32f44864e72c32544e588887041d39df777f
aws.sdk.kotlin	support-jvm	1.3.70		5bd0fa96785dc4ec47beab8d1a98c35b9b46dea5
aws.sdk.kotlin	support-jvm	1.3.71		674fb3167631c98d7c79c13033db58961e30b354
aws.sdk.kotlin	support-jvm	1.3.72		f9907386bc3bac8a171e34be0f1d166e50f0e88f
aws.sdk.kotlin	support-jvm	1.3.73		fcf544681078b5bea866431428500548b1ea869b
aws.sdk.kotlin	support-jvm	1.3.74		f1fa974bd2cac1396bae3fe6bf7b30410756fc96
aws.sdk.kotlin	support-jvm	1.3.75		26fb50b65cdf529eae0414a8ed648b7b2c51df2b
aws.sdk.kotlin	support-jvm	1.3.76		7987f405832cc4e5105714aa559d4ba5b57b60f5
aws.sdk.kotlin	support-jvm	1.3.77		d2ab473eba97f917ba1aefe95725a098e02b7299
aws.sdk.kotlin	support-jvm	1.3.78		9cbd9b149e1141492b533a211227b780d923a000
aws.sdk.kotlin	support-jvm	1.3.79		acb4f0a78026124f2e2fb3f3ae488a3930aa9add
aws.sdk.kotlin	support-jvm	1.3.8		5a73328f4684b1f09cb5edb1e733395ed6720f70
aws.sdk.kotlin	support-jvm	1.3.80		350b79103deab96e8c90b78fd579343d151fb87c
aws.sdk.kotlin	support-jvm	1.3.81		6425456bf13f3d8fd4d01d3f5d6e00e2763037b5
aws.sdk.kotlin	support-jvm	1.3.82		197a3ff14eb360412fb91d79551e4e8a2ff009cd
aws.sdk.kotlin	support-jvm	1.3.83		0fff5b572bf8b9f840a7333db5960bcf88c1bab0
aws.sdk.kotlin	support-jvm	1.3.84		8f8c3d01cbb801b3a6c95e3197557539aafe8b7c
aws.sdk.kotlin	support-jvm	1.3.85		dbb7c595777c3533d6cfbee75f146d06334eb3a5
aws.sdk.kotlin	support-jvm	1.3.86		3885b5893aef2a19e18f3bc5068b678fe1d80133
aws.sdk.kotlin	support-jvm	1.3.87		f56df40fe12bbbced4552d66a85392df5ffe9c50
aws.sdk.kotlin	support-jvm	1.3.88		0f09b7a1dc0ae7f09fceecdaa8becca189d7c404
aws.sdk.kotlin	support-jvm	1.3.89		02e6e34b9f90844487e6889edeb02fbaa09b5096
aws.sdk.kotlin	support-jvm	1.3.9		c00cc4990c4602bf6cd201b5cac136d6c4807ec2
aws.sdk.kotlin	support-jvm	1.3.90		59fe897c0ed27714f8b149cefd3b254ff00e7596
aws.sdk.kotlin	support-jvm	1.3.91		7c62886ac057c9f8e6f2c46bf34cb19a0fe88c9e
aws.sdk.kotlin	support-jvm	1.3.92		0b7c72bdb3585705f62913161caeee52c715e014
aws.sdk.kotlin	support-jvm	1.3.93		563ec2070b2802980a9f285479e91febe2cb0f8c
aws.sdk.kotlin	support-jvm	1.3.94		adfa0743031d04de29fa64430323928ed2a58a9f
aws.sdk.kotlin	support-jvm	1.3.95		fc6542fad67ee7667628825797bdddb48c83a50c
aws.sdk.kotlin	support-jvm	1.3.96		fb1acc5251a9aa5cc44f4e02b9c28c76f2795f26
aws.sdk.kotlin	support-jvm	1.3.97		64be93560a89e49df68d1d78c070afcea1438c82
aws.sdk.kotlin	support-jvm	1.3.98		40292193719deddb64c3fe77b56bba806f47f602
aws.sdk.kotlin	support-jvm	1.3.99		b533bdb83e50cd3651d4fcd8930ead78c5fdf070
aws.sdk.kotlin	support-jvm	1.4.0		0637900ab98d04bbba2cd3447501f3d7d02ed793
aws.sdk.kotlin	support-jvm	1.4.1		bb896f9299de8d1513cf75f93e65aeda2a566966
aws.sdk.kotlin	support-jvm	1.4.10		a997f6cf7bed274d9b7021727bae444f99fde05a
aws.sdk.kotlin	support-jvm	1.4.11		7714780cec5fcaf3329b7e8750dcdbeb77be8389
aws.sdk.kotlin	support-jvm	1.4.12		75b78b2b12b1d4d2ae1d65e740c1f22d777706a0
aws.sdk.kotlin	support-jvm	1.4.13		b4e32b82bec518faf917880264fd200331144a85
aws.sdk.kotlin	support-jvm	1.4.14		6684d301ad7c7e21813f322c8860aa938c3d93ca
aws.sdk.kotlin	support-jvm	1.4.15		1d2221893a1928613361ad7c28775d76019eca38
aws.sdk.kotlin	support-jvm	1.4.16		b104a39d239905357ea953ce27a270d6f2650790
aws.sdk.kotlin	support-jvm	1.4.17		ca95af711f59339d10ab0d82320ade97ac0dee5f
aws.sdk.kotlin	support-jvm	1.4.18		c8359bba55f1604904a016b6b7046440d6c51ab2
aws.sdk.kotlin	support-jvm	1.4.19		8770208576c4950d6fe8bc65bb3c9c244769fb03
aws.sdk.kotlin	support-jvm	1.4.2		f40b04f054c0509db9e4ae74ac1d2d1e70b48e51
aws.sdk.kotlin	support-jvm	1.4.20		c565105a642d5578728f78d53c1c1ff4677c0f23
aws.sdk.kotlin	support-jvm	1.4.21		06005af82aa48bd8c014c3e87ba3d80d5862b00d
aws.sdk.kotlin	support-jvm	1.4.22		e9a1fbbd04b67f6a47fc8ba9c08916d765c59a6c
aws.sdk.kotlin	support-jvm	1.4.23		b1a6d538f4c789183826fefbc360173a15427347
aws.sdk.kotlin	support-jvm	1.4.24		76e63b10a000a06521e68a4fd9325bef736178e8
aws.sdk.kotlin	support-jvm	1.4.25		e2c1884d7c05fea08af467b6201039e9cffe3e4a
aws.sdk.kotlin	support-jvm	1.4.26		6b5abc18ae499a22f48dc2eb640645729a44bf28
aws.sdk.kotlin	support-jvm	1.4.27		419f1b6c9ccb89e6398f9b12ff2f82f4085fc797
aws.sdk.kotlin	support-jvm	1.4.28		4c70b50288383f676f680b70e198f0f5464fb417
aws.sdk.kotlin	support-jvm	1.4.29		e6cd3f3379f72eefbd9b5c33546bf670cce24084
aws.sdk.kotlin	support-jvm	1.4.3		74cc5f0d2984878f1675cbe055cdd81a2e434eac
aws.sdk.kotlin	support-jvm	1.4.30		d944e1616ffdd25066d8f94837a1fc2bb2d7c5d7
aws.sdk.kotlin	support-jvm	1.4.31		d8b5ca0ce0a45a4aed7808216229dadd3448db80
aws.sdk.kotlin	support-jvm	1.4.32		5c50b6a75eb62aafd6a809cbb3bf8fd4813250f5
aws.sdk.kotlin	support-jvm	1.4.33		c02e1a01f53009d6ccdabcd2fd57874619856b12
aws.sdk.kotlin	support-jvm	1.4.34		ea246b9a72470eb4aa5b8eea3a122994f86fc194
aws.sdk.kotlin	support-jvm	1.4.35		def9f7a5fddfa00c9a67b3feb27b17daa0ed093f
aws.sdk.kotlin	support-jvm	1.4.36		835c073de4114334d7e128c6cb3a7381bd0c172a
aws.sdk.kotlin	support-jvm	1.4.37		afd1ccd5af8049faddec44d937b026416860f947
aws.sdk.kotlin	support-jvm	1.4.38		0da77e52af83b84a0e609297d7a51f8357ae8da7
aws.sdk.kotlin	support-jvm	1.4.39		6d61195547f4106ca210003b1ee627bc57f031c9
aws.sdk.kotlin	support-jvm	1.4.4		cfa1ef9f4904b7bec410c177befea7ae793164b3
aws.sdk.kotlin	support-jvm	1.4.40		062d0fb54e5966cad095871bf1489c0d3593f404
aws.sdk.kotlin	support-jvm	1.4.41		0b7e7e7cb80f0c10b294d5906fe003cf14e3ebba
aws.sdk.kotlin	support-jvm	1.4.42		41d45adf3bc1c2bac892f8ee6f7e4c3f09e8e223
aws.sdk.kotlin	support-jvm	1.4.43		53e3cd23772b8f856a0492a88d2f908362d909eb
aws.sdk.kotlin	support-jvm	1.4.44		ff151ecf85014bb87138cf326de76d90a826b964
aws.sdk.kotlin	support-jvm	1.4.45		2fb7c36569637308feff02961081728ec2b42a4e
aws.sdk.kotlin	support-jvm	1.4.46		4b064de95660cf8a1e8e77a51cb2e65ed2a14e73
aws.sdk.kotlin	support-jvm	1.4.47		7660f9b4a7f3a85a01c878e3b394486db75ca099
aws.sdk.kotlin	support-jvm	1.4.48		ca129ea918663edd6f70fdecf528ff2c08f57a1e
aws.sdk.kotlin	support-jvm	1.4.49		5115545242b7d1d22414d1423b54b32cc66f0d6c
aws.sdk.kotlin	support-jvm	1.4.5		96fd6a543872c5c5d9e8e43670920b88425dfbad
aws.sdk.kotlin	support-jvm	1.4.50		f6accb57bb60fd664b97fd7aae949766278fc9f3
aws.sdk.kotlin	support-jvm	1.4.51		f56349e267562f00337c4e1b12aed6a3c7dc66d1
aws.sdk.kotlin	support-jvm	1.4.52		c83ef06d0092f6f10bfa7cfdbfe846bad34a2e5a
aws.sdk.kotlin	support-jvm	1.4.53		04e73b5068236666ab55b578ac1a70f063cb60af
aws.sdk.kotlin	support-jvm	1.4.54		51c3a7cf78ec4d01ade280cc959709d33b1b061e
aws.sdk.kotlin	support-jvm	1.4.55		eb30fe3e199a603573ac129afbc52f38db459df3
aws.sdk.kotlin	support-jvm	1.4.56		9ade9b2b945d9ee699fac9490a76c9c2c488486b
aws.sdk.kotlin	support-jvm	1.4.57		312d9aed1dce7c25e5e76b2b28a95f9417e53db2
aws.sdk.kotlin	support-jvm	1.4.58		6615763c3f17b452ab57a9085392b7fd7019adfd
aws.sdk.kotlin	support-jvm	1.4.59		92aa3a2e687bcb9c3cc4b8a2381f26067f60ff11
aws.sdk.kotlin	support-jvm	1.4.6		5de158f860b344c736f2d97c26a1e06de52e6e11
aws.sdk.kotlin	support-jvm	1.4.60		7b3da7d55e85b3749c7992eb47f7fbd9f9aab3ff
aws.sdk.kotlin	support-jvm	1.4.61		6e8980989d36f049de65fef10674d8c273fd9b71
aws.sdk.kotlin	support-jvm	1.4.62		1a122f43a0383bec5503f7287d27bd5eb526b29b
aws.sdk.kotlin	support-jvm	1.4.63		3ba63d445b8155a30a7d8d31e0ed0d15aba5b015
aws.sdk.kotlin	support-jvm	1.4.64		769575e5f77c109379338e490e184359337187f4
aws.sdk.kotlin	support-jvm	1.4.65		5dcba7ad5278cd55a85a2810d28b776f3fd66fa2
aws.sdk.kotlin	support-jvm	1.4.66		86d39af03d131a59b77a6000768de54ec69cea63
aws.sdk.kotlin	support-jvm	1.4.67		73bf337d4f5563907255cb401da609f02691d719
aws.sdk.kotlin	support-jvm	1.4.68		77824ac0dcd415bfc140df88653d4cc9c8d10c69
aws.sdk.kotlin	support-jvm	1.4.69		a76bc3d3471da58b619cb0cfb21bfbbdc4deeb80
aws.sdk.kotlin	support-jvm	1.4.7		0a800d7e0104943b6b1b35c301afb5d890c25c7c
aws.sdk.kotlin	support-jvm	1.4.70		b6774f42ab9786dba1401cdc57c2695bb7aa981b
aws.sdk.kotlin	support-jvm	1.4.71		71f8d325cfefadbbfc7fad4879f02b58bc197fb8
aws.sdk.kotlin	support-jvm	1.4.72		fb7efda732cfea100859a6c21318437b14c7f847
aws.sdk.kotlin	support-jvm	1.4.73		c64709a520023baa1498c7a7f04956fd19b3ee7c
aws.sdk.kotlin	support-jvm	1.4.74		1de90cc1b9bac90e2218d78451cdc7569f220129
aws.sdk.kotlin	support-jvm	1.4.75		55cdbbcb1c616bf9a646b96f107217ec06cc5029
aws.sdk.kotlin	support-jvm	1.4.76		b220ef5cae8581217e4ddfa5cd2ab5061f5b46c6
aws.sdk.kotlin	support-jvm	1.4.8		18abb5f12e8d2ecf9396b7cc14c5110136618fd7
aws.sdk.kotlin	support-jvm	1.4.9		7a0e8a429f618ed863f557c63001f9d3ff1bf4be
com.apollographql.apollo3	apollo-compose-paging-support-incubating	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-compose-paging-support-incubating	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-compose-paging-support-incubating	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-compose-paging-support-incubating	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-compose-paging-support-incubating	4.0.0-beta.7		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.5.0		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.5.0	metadata	1c4179b6d0385d1d120277a30b3a955d880016af
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.6.0		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.6.0	metadata	99454f829e21e215b380743c59694d2f5bfee775
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.6.1		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.6.1	metadata	aaacfb2175c66c5364d24b258b67474d73909dd6
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.6.2		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.6.2	metadata	5b57b3fc03d8b7bb9bbd0c81f22d2b3a3a632fd9
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.0		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.0	metadata	00bf63ebad3cb2b6e09c290827adc0054109ccba
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.1		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.1	metadata	74c8fb98c9273027a4fa2b1f51546c254c3c7331
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.2		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.2	metadata	724bc63cc06feb85c3399a5a441d008e8c4bec2c
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.3		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.3	metadata	c53d3a96e10aadd3e79b655174d9fa3bfa268421
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.4		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.4	metadata	19f73ea874eb3706313b43a3345156cccca6ebbc
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.5		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.7.5	metadata	1d6cfbb2227e01693110f2bad992af43b609e498
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.0		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.0	metadata	48abf97077545ee6ee15546551099010136fe1d6
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.1		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.1	metadata	a4a6dcb1344d003c17de4e36706df415c8424b53
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.2		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.2	metadata	8345fa1fbb713df514d74ce3d7cf66793a4f309c
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.3		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.3	metadata	eed6526b382b35a50588a3401d7ef0eef940cecf
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.4		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.4	metadata	c2b0c29a90dbe996e3b3b0e06ad020acbfa3735b
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.5		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	3.8.5	metadata	2f007f180c94d1745df905749d8873001dfb97c2
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-alpha.1		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-alpha.1	metadata	dd1690830f6d1ba1c72858b767f307535e882875
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-alpha.2		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-alpha.2	metadata	13e49c45474bc65711e3daa2d494e0ca394b0eff
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-alpha.3		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-alpha.3	metadata	30e3f760aa58071de7595b0e032f3cc225071436
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.1		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.1	metadata	fb97e8fa97221db7bfe2190561480d5a3886fd14
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.2		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.2	metadata	40c04d411c3dd6db7f663b12d05f48ab633ef6af
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.3		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.3	metadata	ef39187549dacedb1fc4d829121a862319467901
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.4		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.4	metadata	1323c248cbedbd2d12e3cb552a8713af13e6f3eb
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.5		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.5	metadata	493faccdf0135f9864a93f178ad88b9689947c28
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.6		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.6	metadata	4369433514c6b6995537565a463c1df8c5b84ae9
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.7		N/A
com.apollographql.apollo3	apollo-mpp-utils-watchosarm32	4.0.0-beta.7	metadata	6ec11f968c9122a43fb4c3062a0b91ba4c87d66a
com.beachape	enumeratum-cats_native0.4_3	1.7.2		4bda74de0d4eb879664a0cd5be51f02cb93a607a
com.beachape	enumeratum-cats_native0.4_3	1.7.3		e66c84e51b73cff0c701389584e2746a9a91aa80
com.beachape	enumeratum-cats_native0.4_3	1.7.4		722e98926e90a02c34229616ccc6919deaa6425c
com.bluecatcode.mockito	mockito-1.10.19-extended	1.0.2		bf44360a152fdcb391f69e1e913e8ee01c8fe295
com.bluecatcode.mockito	mockito-1.10.19-extended	1.0.3		0c932319b9a91e21fb4f4f7f4c56d5e815c0a1f5
com.bluecatcode.mockito	mockito-1.10.19-extended	1.0.4		9c61f675f14afe4b07fe2f94bd743e40495844e7
com.bluecatcode.mockito	mockito-1.10.19-extended	1.1.0		19b5a09e86d617ddbd47ebcaf43d3e5d87728014
com.disneystreaming.smithy	aws-bedrock-agent-spec	2025.03.31		db22ca6984d578d45b42b5a458ee7bb76ba58b53
com.disneystreaming.smithy	aws-bedrock-agent-spec	2025.04.08		173b90dc1306bbf158a1aed5b8af630aa98bc661
com.dncomponents.tea.core	template_annotation_processor	3.0.0-alpha-1		2492b30a66e251d6a310d04de77d0cd51667500c
com.dncomponents.tea.core	template_annotation_processor	3.0.0-alpha-2		c036a0f3c681221be39d11444fe3632144c5002d
com.dncomponents.tea.core	template_annotation_processor	3.0.0-alpha-3		a3fe64dcf7cc46aba6e51ad4e36be0cecba2a348
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.0		facb15677482ad73dc753140d4b63d6f6c6a72b0
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.0.pr1		50a68a2495ff7da3d4d94bea94ee1cdbb95206b9
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.0.pr2		2b8d2dcbd52d580d8e4cd75eef229e1b6b36c6bf
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.0.pr3		dcb96bc8f73e4ee90d174c7e7e6a456318752e86
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.1		2c82d7484e76e0094c1d1dac145f9d651a6e9729
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.2		7ae3f0d6041c211a123c97de2c970aae6670e301
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.3		85b8d4fd9786d016d36f1c7b4108490117732745
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.4		170553fa3e4297c505d6d9e281efdc49122b8567
com.fasterxml.jackson.jr	jackson-jr-objects	2.10.5		82cfea3a799dfb02e1d22da0d35fb6447ad454bc
com.fasterxml.jackson.jr	jackson-jr-objects	2.11.0		55599d6444f2a90361e63eb60ebdc36244aa9678
com.fasterxml.jackson.jr	jackson-jr-objects	2.11.0.rc1		9ca736e5598d14e713ae83fa20bf4ee0c9a428b6
com.fasterxml.jackson.jr	jackson-jr-objects	2.11.1		ad55aaee22ca86504cf75af45c5a63c38cbb4ae1
com.fasterxml.jackson.jr	jackson-jr-objects	2.11.2		f91125b2854085acaf5459e1e0ad0dd8ba4f6274
com.fasterxml.jackson.jr	jackson-jr-objects	2.11.3		f2e39ec67d2bed312cbd2773865d42478d4333e1
com.fasterxml.jackson.jr	jackson-jr-objects	2.11.4		d9d927064509ee359dce5b55bda8c17a00a096e3
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.0		db1136285ed8f55c50f3179c09531acc586125cd
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.0-rc1		0b36ac58cd69e7bbb130e26a6a76e74d31cc3111
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.0-rc2		dbdf68f70e13a9ffc8ab48468dd77c4bac9fc8fc
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.1		0fcf3676090d32faa81652cb14c278b5f2b7c145
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.2		b61ef9c38cd28dd5f430b4e74bcabb12c82ec759
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.3		16bd7e64e08752bf5d65d0d8e2ee93f937a4b70f
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.4		aecb072c66b64c0f6513df26fed387911ccc5e49
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.5		58fb1cba9fa810e09d4bd06528934041ef330405
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.6		a8a9908bc130d9852617eb7cdc82424f537ca9eb
com.fasterxml.jackson.jr	jackson-jr-objects	2.12.7		8c7eb2a1249a1328f02499e1add873973e86376f
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.0		e801cac086d9b2eae75af85605f6ba4be66c0740
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.0-rc1		873f5ada7e9e31efa64ac8f4b65108dcb2121d23
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.0-rc2		7ba235e93fe1b3a4b4a5762f8b7b4e470718ac87
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.1		e92fcfa32544f6e8f44567c89ab32acdf85d8fb4
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.2		8ec6f4a7aea99e5e5b7f3c24de2765b9b64420b4
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.3		dfb32e95743a9e8474b0a2864d639b91b610cc36
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.4		450c59c2eaf0fdfa6174a069754d5698e94dc20b
com.fasterxml.jackson.jr	jackson-jr-objects	2.13.5		acc082b5f47de1d749c744e6adbab1cc42193319
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.0		9816491384bfd3354ef06d9b589d6089afa2fdba
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.0-rc1		9cc18a1f66cee50788b9fb876af21717bcafb43a
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.0-rc2		b9249ab7f70f7343ce431f923d49332538431b9e
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.0-rc3		94c24746e295fb08cd6f1c6441d99bfb5d9236ec
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.1		3a4b25b01a6b284dfd23d26fe283c1623218df6d
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.2		0f0752d966ad39efe25e47e6820c95d57b1fa594
com.fasterxml.jackson.jr	jackson-jr-objects	2.14.3		cb2089014d0d6bdf06b95525dbabd95297f78db6
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.0		129f830f669cb4eebd551b7a378eb9756f2696be
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.0-rc1		bcd9d9d253839aa3e3f54b256810d63edf4a3db4
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.0-rc2		4f70a3d6b2e4456eeb2b12a403f105d2e9eb9608
com.fasterxml.jackson.jr	jackson-jr-objects	2.15.0-rc3		0314c60df30a985305572526a1be1439b58ed37c
