cc.fanlei	optima	0.0.1		N/A
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.4.6		96f32692a40676d441b74acd91182fd5a4749dda
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.0		e330c9cd5bb42166ae6c6d27bc0a14424b874c13
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.1		98d8bb6126fadae2f74685f530161dffda285d09
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.10		b8500924c1198952552fd0ab4cd0f5eb272bf533
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.11		8966697821db02a8360eaa690e46544fe13d4ac9
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.12		f891857483fb4cf919348a107893246662ef0212
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.2		3c984d6911204001e558237fcdc35c3894083010
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.3		ea387ef61e7e2767dba81f23a0ca81e4f6576818
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.4		9cce0a750d7d2ea549e3d54cc2f7a2bae9fcf786
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.5		533633848278cb4086dffc1d56cd3e47082fad98
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.6		892b983fa77dfdf37950ce324886f9595a08a4d8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.7		f34e5a36e6b6680591cdbfb2c30488dcb31bc238
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.8		98633c52406ebd8a4cf0aa7c05b74f1d08317530
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.5.9		3e40c27890677031bb894727015cfbce60cc0f83
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.6.0		88f0e199985c5017e15e2d4fd92dbad4e280b61e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.6.1		759a89c5ce44a618154777954936688eb38cbbe7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.6.2		30a64d68197ed4566a22662a51a2ed344a39fe4d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.6.3		961dfa9a79c8c3d11ea9ee74c96c47a299fe844a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.6.4		be643ed94e62ac7752a940f29f94f85dded46ab1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.7.0		984b85b9659d47a2ce6d8b9cbad6959facf7cc39
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.7.1		ac59d73f260dba7a472ebfa1f63f43d7095ffba2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.7.2		5d48bcb76fb955299524a5a77cee9eb87f68650d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.7.3		ef50369a5faf0709560aa8584a6d945d3db31187
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.0		703b94f28701f33eb56c3a41417557452984533b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.1		1d5675f3042205727113c15fda84f8bcdb70b401
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.2		78084808a030645a16698be4ca47a111ff3de335
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.3		2de0fabc899b96ac10dc59c1651ccab38d8b989f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.4		1d4455e159e5412e8358c98f676830991fb006d4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.5		f2b2d9fd732b1156e9093f9a9e2d3b114a209366
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.6		ca60a31ab69cbec449674d529fcedfee50d41136
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.8.7		1af98493dbd31fb6057c918f988fb46ac2bc23a2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.9.0		92ed2dad4aaa7c400d69bc8e05e58dc5d3a6784c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.9.1		2c5a2079bcd0406e76b10470a4f0ef549eaf2f6e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.9.2		f47e31fecdbeea41b3fd7150edcec7b8d690b4c9
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	3.9.3		7c48610832aba6db4cc3681c9a7fdda6cabbe906
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.0		1a6393e86b354e6a3e0ade3c2cbdb519e630b1c2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.0-alpha.1		09bc9f806192c7da0dcacdaf95516b85956cf93f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.10		ea89b177c8aa90e3a4a45d94e2f336d75896fb5d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.11		c4e96f77084398bfc029787fd871bfa920e6b586
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.12		89386c70983427b3f4040f0aa2059f8e7645a4b7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.13		8acf24ba9b5618d8e94128d0377603dab86c7624
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.14		e0cf79e564e7dcc0bcd20c56a81a625a745d26a6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.15		ec7a8c9cdb04dda0b260a51e6f2e53d323c90292
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.16		67576476cd4d8528f6afc5db9403f09d1b8f9717
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.17		2227df4ec8b4dc158a4f8fadee0e9210f9cdda94
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.18		c5131d32f56eff5472c72bc095f6a4d2ea3b48c2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.19		75726813e1413342a964aaf8985f036b66af6262
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.2		541495a11e2d0b2528561a721f6bbd66d6f5bf91
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.20		bd5c614fdd854b07b8366a0dd78506dc1092ddf4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.21		313e5800e3ca0227cb3f840ecf7db4b665545637
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.22		83fc5a339afdb1bd4e9555e72605f849e3c608d3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.23		9bc9ac410754b2ec2ba77710e655a624bed398ae
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.24		653cca80df459803543f4239d6ad7efd944dac85
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.3		6ef3bcfb3f9939118755006c7cb272f2af736df2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.4		e561ee3dfcd19ab5849a7cf0323ba571315035d3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.5		f1b1cd01e036cce993e9c4f2d2d73d235afc3aea
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.6		64252f1a90d5d46c745912f63f477c0131e68222
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.7		ab45f895d1758e08cd64ddd3d8435adc4bfe953e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.0.9		27453db1a8b929d71a3082de7b07007da6060fbc
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.0		6d6bc12238cfa9969369a33d4d564a740ed4a15b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.0-alpha.2		21c35b1b138a9f3f0ff7ed0ed84cb96f19937c4e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.1		73121373ee2c6b8f62000f8e4f97679ca722013b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.10		7d9096ed8f88020cdec1c4073df998f7e8622739
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.11		a4519e9d9d540aad60e089cf8566f97cd812516c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.12		27d4867c5a0a742e5814bae045a3252505143ba0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.13		afa891d3b699de84180385c8ccab65c0d813e919
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.14		87c7ac7443be41fca704b00a57d6cba3cca7c60a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.15		af0ea752cfe668b87ebfdde02e673427e1be8c84
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.16		a447ebc2e9333b5270e88574bca5663d598f7b7e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.17		f3ebf69d7d4e0d9d109670c9852176b755259a06
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.18		4f69f2a84eeac1a0c1543920248835584f719838
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.19		c55c9268ac8e508c6a46dca86d4ab8db27521f95
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.2		6d7bf1e386e5743f4e339b3f67a4be52a56f3c01
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.20		cde1533806150796a2e16de79c1b700f51a131ba
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.20-hotfix.1		33db196232afd3403da0f77dc6fbe6a479db1890
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.21		114f95bbf2de92edb18cb3cd14c0de2783f5ca78
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.22		6c20727cd962ed63fd9b5627bd679d582a71b105
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.23		a7c69e5545ffe7f1eb1b6b6b9b311ba2420093ba
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.24		fde42a1aaaf0376e3ba3c2733373e0b3a59c10c5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.25		25c370112bc1b2b2892666c8aaec81726d35d93b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.26		8b130a70a234576cd70de6f17b269c80954bba14
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.27		47986f6efbc4e07d2cc4766b5bd92efbb8b78a77
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.28		60e5dd4d192abd61da10ed50e94919468b29545e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.29		b8cb0de1827ce2308d80ce66aacb7786afb77d3f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.3		426c785176a47a607a44515e26f92a56def6af02
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.30		61da3ce6444636db55e66350e59ede61559a3ddf
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.31		d8fa1c1ff74dbc863917e51308e98c1d0e7b7c3c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.32		67ddfa9f8068f45227afb8267defb23d7f09bdc7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.33		1a781d34f1e9b362d2cd7af50fc7b0738605b9f7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.34		ba2f1d8bb0f04e96df279b32d4a5afab71709860
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.35		1e8bd0bc6d5a0da7afdfed8de50ed580ae2f151e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.36		d43fa7ccc47e7dc67e74a6f4466b6000df5136a6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.37		c7398035e51dbc5a10d7b8938f722445db5d3822
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.38		ade1d777c04ec0566701c8a0f4a8524b9c76d8fe
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.39		3464f7052d06e01d7a57f2dc033e20d41c822bc0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.4		069e8691d077e77c5ac951188fa066d2a6f5756f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.40		45e4118e0105fdcabfa9d17c66be6cf96ca85834
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.5		4a5a54cc4ac072cc742e49b6e66439ec6b25ca14
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.6		d592abdba02071d54d6512c680613856409977f5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.7		c483e92c60963615d9e1b6137590dd19e14619a6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.8		852152aaad69a5b1baef33ac3c606386dcd2d7fb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.1.9		f6f50d00e0b218f2b2d3105b9c3ba1dcc9ee6135
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.0		2cc32a317eb3a1946f964b4be695620fe0306b83
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.0-alpha.1		0f79927aa52c2a65e6c60f90ddfef668c3473fef
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.1		c280091bcb11940533614caed070857e113781bc
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.10		18b39cc09624a48f2cf701b28145fdfbbc216190
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.11		df6850cb3a224aedfec50a69b2835404424bc680
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.12		ebc596613d223ece074c31aa89c564a0e4e5a0ff
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.13		2dadcee01fa65e77841a321ffa6a4b5eb13680c8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.14		d81a9c04c7d0f7eff0397da6dae9456cc580c903
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.15		621bc42f3fb25140519b04ebcac5e06499d5d73a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.16		cead2d86efedc5d2c08c5f5fda2cbf61da3dc786
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.17		c0c6c0dcdbf3853b047738118e428ec63a9a1f40
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.18		d4694e345fc57fd95b8a77addac7ec4de1a937b4
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.19		1d3f721560dfaeab66ab597f318275f636ebeded
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.2		9fe832590639065629db179a938afb11bc52a549
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.20		ac7b0b41b5668888e8e81aea378b3e341ef30bdb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.21		1c8a3de744747232033a17088746ed70a124554b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.22		05943b3cd227b0b506551e9144785e936fa6b8a7
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.23		226599164a5cc1bc7be4dbbc8085ba6f29554518
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.24		47ea57366baa6a1155eafdbc8a69f06d35c657bd
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.25		a0129d23b75007144b97e8de3b315977d5b502ab
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.26		7a84a4dca3e9d5661aea88af136408c4370918d5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.27		2b91b648ba548e0ebf8d5fc53a3e6a734f3be678
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.28		fd8354689010b0e20c70160a2540d3e31e8ecbb3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.29		1463b44ae0023f2ccd65a9a6d7c3111675a3e127
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.3		bf5e4b52a14680d160e83b098c5c7bd824dd66fe
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.4		0479172d6c927e8e5c6add2d6250cdd3eb8d06a2
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.5		bd70d3f285cb5e60cfa3420c393e12addd455e21
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.6		8063bf78a5dccdb6fdc2fc87467a285f0450fa10
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.7		e7d9b0c48ed200c02b2fbb6d0b3a452b7f86d18f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.8		37ec9bd1fc7e274235ad4dc907e449f76f355e13
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.2.9		c13148ce99860254bc635947855313ecfc689193
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.0		50fa7c9dab7329acdd11dc97aaa391570700b03a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.1		275025ddfda32f7d14f80cac538857e19eb3c0ac
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.10		a2b55426a4b7c02179d0acd98ee8d7a55dfd6cbb
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.11		e85fef014329f5a87bd029f931d9e761f2148253
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.12		1f79fa5efeea9876e6eca1c7867af02e67f6a88a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.13		ab67792c1215a3e8343ebc05c3cd7fcae8d351d3
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.14		b849c223dba370c42db9b18048522bc04d415128
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.15		4186756419de2411f320ae3ccf52bc491e99116d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.17		d9d8535ef95363eb7ae3ed8af866d737017be231
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.18		fe409a7eb77ec5c81a781add3b7af4b703a9be7d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.19		34e0c4a946ef893d10812e96b8a79496c63b779c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.2		7585427500973adda91eb7ad41511741d9fc003c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.20		b78364e3586fa5d0ec057ffeb9b393566a01ebcf
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.21		3f5a765e9d835030f77526645794064efc257703
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.22		e60f3eb7ab7b2160be9121a9b0d2258828fda499
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.23		467a862668ea123e7c49c596a4c01ab746cef21c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.24		4cdddcd0b3990fa1ee8c68e82ea910b6ccd41039
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.25		901bf5d07412ea18e483ea7f12c17f26389e3e60
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.26		9aa08e2ed9b48a69ee4a0dae9f2381cd4c7bafbd
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.27		ec7d40908aa5adf703500bdf83f0578cfeff10da
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.3		3ae3293509042386580b956d4aa60a0c72c638a8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.4		105075f6ecb37e2aa78853826c3ef58e405141ef
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.5		a302992ca349faa2d8b37a9eb8761792412f750a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.6		f08894ebd4f0c228fa3a612ac25a100c76ec554a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.7		72e843fad8549bc578f955dd83b2295338257e84
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.8		98e693dd60d270583b01a037f90354bf264e9591
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.3.9		3f7d98f9076cb5557b1fc6577f68e6dd75c74e01
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.0		123bda486617845db380de314aa138540d42751b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.0-alpha.1		ca1b2fcf80ae2bc5dbc7a15cbf07b6bec6c1f11c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.1		5e7e568aa823ff5fd5372d83356b19c3cc0d8cfc
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.10		c98c3655fe2bfed1a833235bd91f26e4b9e9b23b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.11		4789bdf50959280625885da578c1fe5d6174bf2f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.12		1b0c13e099fd7dd99a41b687e338459b33090124
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.13		b546f36199daa3ccae06069226cd8dbcafb7b65b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.14		3f393e0e736d9abc6008838778832c0bbe4febdd
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.15		fe167f15c471e695d2bee62b46a53f15d913fa79
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.16		ff294c8abdf9facf6b3631085130d91f4a109253
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.17		2f2c1cbf0d387dc83cf69617e9e01665291dd243
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.18		23f56a508ea3559e3641b67a04cde8b010941740
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.19		118059b90da524123eb11f5898b0492585fc8470
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.2		3e8c13aefa6951e133bc446a013ef88cd169fd39
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.20		10ef306a0416b70427f897af74d05193a8eed7aa
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.21		17ef6a7b81959b672d0bcfbd48c5f315b4c3b808
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.22		5cd02ee6f648c5abd7afda96016540645644b97a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.23		992afebe131f84c173552f5b193c9d21bb5b371b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.24		150a540958f1fd39a05eb58824dd7c945d7f28a5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.3		9973570606b8ffdfb4e6cd9a27e193c69331d48c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.4		fd8e84c3b191828419e0ee336f281cd65091312a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.5		d780e5d5ecdefeda04d5925b51cf8939f2395d49
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.6		aa4eaa38565e61e5c2de1f4fd3f034b0233f234c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.7		4675a2f84d71b094424b51bf5cad250c9ed797a1
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.8		e508b8ed680f89181f094489752c0c99ce5b7712
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.4.9		0e131f4b0cda76a336085aed29ed75f522e3618f
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.0		921ef8899ce5b16c0034c473a289d7e2c4455aca
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.0-alpha.1		8e8ba6ec5341a9ee294f0096a3513b26e726dd20
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.0-alpha.2		8d2ca49d7844e16f793e7aefdf13c2fb78e813de
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.0-alpha.3		a48086aa0aa0efdb3bb62c1ec2495d3e212cb7ad
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.0-alpha.4		e6a064e841af24eef8e1f6e4a146e048537a5e3e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.1		9a88e872395adb0928e1ada777015dd829f37906
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.10		0a63c28217a1953ee9a3ad2c59b91a94dca369d8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.11		717a9395b9bc55a1098789518ef52feb3c683644
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.12		a150d659a17f4c5ffcf2fecddea7d09eaf565c2d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.13		3a797048d1bed871870024face5b78d6c5e753ba
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.14		3f4bcaeb22e482c3b4232e31aa97778dc86e6fef
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.2		b25ce2b0a0d18890523aa0a1d8792104b7cf1239
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.3		a81436b6854475de78c1a38b3bdf7e76b28c9c18
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.4		b5c751fcd3bbe8d9e3fda6e9e094444a65eb37ce
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.5		51222f1034a6b97f409d3964539627924a900e1a
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.6		fe86d596a1a5ac2f244a8b747dd920e5ee3c6c7e
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.7		4d8c8fb90e1d318ca26ef353154edaa75265da43
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.8		bc0cf415df49b56a21b7f650b0bfe946c0e11ef8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.5.9		3cf05fc29f0cf00ff276cc0991a9e8018c3963fe
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.0		6163c33120e8f0fbec4c75d245d957fbb426580c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.0-alpha.1		8109d55d8fb2cfe942b27ba02dfc486225db0c69
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.0-alpha.2		fb8bfe9857a16389fad0490c87d272b8e02f5db8
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.0-alpha.3		8ed6346ae90d24d54625dd5332b7d13ffdcb2c4d
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.1		d594947d81c9667a426c569e0f98fef0b7a48745
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.2		08d2dbe00cea325bf98e8b0f9f22ca7921e5033b
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.3		100d9e61d5400cd005ea6c2d9fba395f6f0accba
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.4		a6ad4383ffe5a3dbb2ab5cde90c5d19ec4c35833
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.5		3bf6b2a8150e464bd286243d55f508a1d5a9d0b6
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.6		b43bc910c3b23969e8092fb17a434f46ee6aeef0
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.7		7b39c4fc24e4e97b486f51ce672abeae5f978607
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.6.8		b2b99ecd6afdf0da905056c3970e9b0c2b0ece9c
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.7.0		8fcf126cba959a8745a7594603c21b8dde9b46b5
io.gravitee.am.identityprovider	gravitee-am-identityprovider-api	4.7.0-alpha.1		88bb7ff9b8dc6dfcac46d49e2f3b6e09bdf9499d
