ai.latta	spring	1.0		57dfd0f63f7a4544d647e7cbf06a74f1344f7a78
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.10		b621a9e4cd107a827318ce966699486e872afbb8
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.2		732777cb7885da370efd6b25a4737e5925a32b5e
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.3		bb72abb01131ee1a884538a5426e9124ea1cd657
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.4		e41397aeb54b7348b7a41c2d5a469a8f6930039d
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.5		389afb268ff09e2af37bb0d9fd4c1dfe18392ebf
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.6		1221e20386f35e72ca862d80697960a771261730
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.7		58ed410400758eaf88363336caf4c4a42e625b8d
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.8		e13102eb15865dc4b551e71078a44b6cdd82bebe
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.2.9		8e96e036b464247daede33349da8f51dfe1b789b
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	2.3.0		a31a6f295eae03d72807ec4e6556fe20dd8e6cc0
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	3.0.0-RC1		ff2d9554017643df1b91e4b22294bd062dd91dc8
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	3.0.0-RC2		5849f592d26a59ff44e94bfded9b898205af1c4b
com.softwaremill.sttp.client	httpclient-backend-monix_2.13	3.0.0-RC3		8ae61577e6de0ab3847c945bd4e2c2c04931355c
com.twitter	twitter-server-slf4j-jdk14_2.13	20.10.0		d4b0003c73db6f9faf1c69e1647d82be28b7b5ba
com.twitter	twitter-server-slf4j-jdk14_2.13	20.12.0		d3a85d7507f3eb74445a8f74bd19f1300198277a
com.twitter	twitter-server-slf4j-jdk14_2.13	20.3.0		da47c9652bf7fb93e062a803f85268f521c82ff8
com.twitter	twitter-server-slf4j-jdk14_2.13	20.4.0		2cde69dd53329c5e85539ea250e472166940a488
com.twitter	twitter-server-slf4j-jdk14_2.13	20.4.1		6a0db2d5a28a1871b17d06dd97195e15f41965ec
com.twitter	twitter-server-slf4j-jdk14_2.13	20.5.0		dc1b49e9b7f82912efa127a3dec94b93801cc8e5
com.twitter	twitter-server-slf4j-jdk14_2.13	20.6.0		e69c2c8d418524314bd1340b150466e7d775faf2
com.twitter	twitter-server-slf4j-jdk14_2.13	20.7.0		f32097a64d5e300c995129482c351d26fc1b5205
com.twitter	twitter-server-slf4j-jdk14_2.13	20.8.0		c3bd027655457955b278a677983d05cadadb8c9c
com.twitter	twitter-server-slf4j-jdk14_2.13	20.8.1		1d7a4a20687d2402d205e91f92134dfb1fa70cfe
com.twitter	twitter-server-slf4j-jdk14_2.13	20.9.0		c557fab0667c88fb97f13645630355e4d43c5003
com.twitter	twitter-server-slf4j-jdk14_2.13	21.1.0		79e3b7a89decc4ea1bda6e6dcf41e6ababe57896
com.twitter	twitter-server-slf4j-jdk14_2.13	21.10.0		aab9a62a25774cc5122fec82cf265ebaf83df13f
com.twitter	twitter-server-slf4j-jdk14_2.13	21.11.0		c3f0719767de8ad1cbe54e6cfc2d4712705c5451
com.twitter	twitter-server-slf4j-jdk14_2.13	21.12.0		cbd401766a1de04b4fedebc2a6727d35bc47d78a
com.twitter	twitter-server-slf4j-jdk14_2.13	21.2.0		47fc2146c0f4fffcfdb7464fcb1c0a9d43160d1e
com.twitter	twitter-server-slf4j-jdk14_2.13	21.3.0		d333146ffe0a0cbdbba28cb83baa13d28f4ce1b8
com.twitter	twitter-server-slf4j-jdk14_2.13	21.4.0		2899666f6c93cdce2961a4da5095b59ced3ffb6c
com.twitter	twitter-server-slf4j-jdk14_2.13	21.5.0		f23a2ef61e0066ca8015341aca9c83d05a32c598
com.twitter	twitter-server-slf4j-jdk14_2.13	21.6.0		0f8f575d510e225bc3d45d1d199a9edd27032f89
com.twitter	twitter-server-slf4j-jdk14_2.13	21.8.0		7288f980969f1bc230bc233d59a3b58cc48fafe6
com.twitter	twitter-server-slf4j-jdk14_2.13	21.9.0		d5f012ced50cde7dd88f44be7ec6f6359c1638cc
com.twitter	twitter-server-slf4j-jdk14_2.13	22.1.0		8e414620c2a99318d6aac961ccec032566bf3e8d
com.twitter	twitter-server-slf4j-jdk14_2.13	22.12.0		ea6a6a9355e86894f723460d86c58de3ad3b7ed4
com.twitter	twitter-server-slf4j-jdk14_2.13	22.2.0		c3dda790442e88c9895d23f16ac7dfb640aefbf5
com.twitter	twitter-server-slf4j-jdk14_2.13	22.3.0		4522491914601e927dac8c34258799bcfe9fce92
com.twitter	twitter-server-slf4j-jdk14_2.13	22.4.0		30460ea517007962e5b14621bcd939693a5b18db
com.twitter	twitter-server-slf4j-jdk14_2.13	22.7.0		ed7c7965baec747b2669c452b2c2cb8039c51d33
com.twitter	twitter-server-slf4j-jdk14_2.13	23.11.0		f1b983ba09e3d795f1afa67c9c2583450ffe9393
com.twitter	twitter-server-slf4j-jdk14_2.13	24.2.0		1bc5df9c6c5d1a2678fbadb51cbeb6f8fe016e7b
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.10.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.10.0	metadata	9f84d2f8e7423f09d29bf2be19fe9cd825220a53
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.10.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.10.1	metadata	f266fc96da96263d02d24bbe310bcd46cfbc8034
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.10.2		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.10.2	metadata	5a11c91089a23faff25363aed4d5c27b1ff6f7fc
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.11.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.11.0	metadata	68d48362d8acababeb6204e468846523618442c6
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.11.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.11.1	metadata	78a44e76efed1db5c9a0cae2be844e7b04f968ed
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.12.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.12.0	metadata	f9648663734f298d0e41ef24dccb25b4bed20a6f
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.13.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.13.0	metadata	68fc4de4b5d9f9579833d2713f446c1e9574dee0
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.14.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.14.0	metadata	35c27a148cc92c0e7a9ec014d7fe7fcec8cbb7b0
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.7.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.7.0	metadata	dd13308bc3ef5782b091c9aa5ef8c388a852d480
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.8.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.8.0	metadata	3df64afff2cabc7f491aec2e73d96e3d37df29ba
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.8.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.8.1	metadata	9d2528e2336316d44ebfd57554780ef91dafd7a6
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.9.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.9.0	metadata	3d3c43358a9603a27914cbcff507793981509c20
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.9.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	1.9.1	metadata	5fe488a399cb470c47c9d2c18efb0450d7178505
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.0	metadata	90c7becc0a30d34db8ff7e0c012ae9e979e6cb8d
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.0-beta1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.0-beta1	metadata	c673f381b34d92d33d4e632509dde7c2d17743d7
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.0-rc01		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.0-rc01	metadata	9f513492d9315f9d3b996346a39abbba53e97ea4
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.0.1	metadata	c5194ccecbd4975f29924548cfa7144284ab090c
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.1.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.1.0	metadata	9163cc9624d100871d699de9ed3276cd260639d4
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.2.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.2.0	metadata	bb5d4061d1842c60f2cbcddb032149d36386a923
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.3.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.3.0	metadata	27ac5dc08119c0d7a2007dd5ea93acdaee8242b6
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.4.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.4.0	metadata	d706a7d78e7aa7d813ec4e5700754e9365819711
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.4.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.4.1	metadata	39d2293cf97c86cccf7d7a7738c4113c3d8aacca
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.5.0		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.5.0	metadata	3d33e0ee520ee26e998508930a480acd9c0810b5
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.5.1		N/A
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.5.1	metadata	21d4af0ab8c04f9a5f38443a7fd6e39654bb55dc
de.jensklingenberg.ktorfit	ktorfit-converters-call-tvosarm64	2.5.2	metadata	87bf51037e1d04e036a795e7a3f9641b1657d8be
de.sandkastenliga	modelprojector	1.0.0		cf8d1dcfe6cb185759c45cbb256f96c5946625a2
de.softwareforge.airship	dropwizard-packaging	1		b8c8a91e2018b6a6dc1b94df1a692dfc2415a82a
dev.kaytea	compxclib	1.0.1		144b723a582605de68c91b853108984e2efc102e
dev.kaytea	compxclib	1.1		6afe6caa31fd528ffe47d7144e87258e1e69598d
dev.kaytea	compxclib	1.2		e855d01a1ae46c386e7d0ec5aec5d8258eb9c954
eu.getintheloop	root_2.9.1	0.0.3		672222203eaa4bb2a5aa1df0e603baa12353750e
io.bugbattle	bugbattle-android-sdk	0.0.1		N/A
io.bugbattle	bugbattle-android-sdk	0.0.2		N/A
io.bugbattle	bugbattle-android-sdk	3.3.4		N/A
io.bugbattle	bugbattle-android-sdk	3.3.5		N/A
io.bugbattle	bugbattle-android-sdk	3.3.6		N/A
io.bugbattle	bugbattle-android-sdk	3.3.7		N/A
io.bugbattle	bugbattle-android-sdk	3.3.8		N/A
io.bugbattle	bugbattle-android-sdk	3.3.9		N/A
io.bugbattle	bugbattle-android-sdk	3.3.91		N/A
io.bugbattle	bugbattle-android-sdk	3.3.92		N/A
io.bugbattle	bugbattle-android-sdk	3.3.93		N/A
io.bugbattle	bugbattle-android-sdk	3.3.94		N/A
io.bugbattle	bugbattle-android-sdk	4.0.0		N/A
io.bugbattle	bugbattle-android-sdk	4.0.1		N/A
io.bugbattle	bugbattle-android-sdk	4.0.10		N/A
io.bugbattle	bugbattle-android-sdk	4.0.11		N/A
io.bugbattle	bugbattle-android-sdk	4.0.12		N/A
io.bugbattle	bugbattle-android-sdk	4.0.13		N/A
io.bugbattle	bugbattle-android-sdk	4.0.2		N/A
io.bugbattle	bugbattle-android-sdk	4.0.3		N/A
io.bugbattle	bugbattle-android-sdk	4.0.4		N/A
io.bugbattle	bugbattle-android-sdk	4.0.5		N/A
io.bugbattle	bugbattle-android-sdk	4.0.6		N/A
io.bugbattle	bugbattle-android-sdk	4.0.7		N/A
io.bugbattle	bugbattle-android-sdk	4.0.8		N/A
io.bugbattle	bugbattle-android-sdk	4.0.9		N/A
io.bugbattle	bugbattle-android-sdk	4.1.0		N/A
io.bugbattle	bugbattle-android-sdk	4.1.1		N/A
io.bugbattle	bugbattle-android-sdk	4.1.2		N/A
io.bugbattle	bugbattle-android-sdk	4.1.3		N/A
io.bugbattle	bugbattle-android-sdk	5.0.0		N/A
io.bugbattle	bugbattle-android-sdk	5.0.1		N/A
io.bugbattle	bugbattle-android-sdk	5.0.2		N/A
io.bugbattle	bugbattle-android-sdk	5.0.3		N/A
io.bugbattle	bugbattle-android-sdk	5.0.4		N/A
io.bugbattle	bugbattle-android-sdk	5.0.5		N/A
io.getstream	stream-android-push-firebase-iosarm64	1.2.0		N/A
io.getstream	stream-android-push-firebase-iosarm64	1.2.0	metadata	c87ec8db7c14d0b2aad62f65c3ae4866d7403bc4
io.getstream	stream-android-push-firebase-iosarm64	1.2.1		N/A
io.getstream	stream-android-push-firebase-iosarm64	1.2.1	metadata	d59cb145b7292d7cfba920ccb1dbb819b09f2353
io.getstream	stream-android-push-firebase-iosarm64	1.2.2		N/A
io.getstream	stream-android-push-firebase-iosarm64	1.2.2	metadata	6136301b12758750e8fbbbb02c89c8a65f216a19
io.github.goooler.retrofit2	adapter-rxjava2	2.10.0		2cb709dff268fff8cd9ac66acba0b9bcaa216135
io.github.qsy7.java.modules.workflow.examples	guice-user-provisioning	0.1.0		98364ce0b43eb2b7da42308a3d819c447dedaa8d
io.github.qsy7.java.modules.workflow.examples	guice-user-provisioning	0.1.1		40f42cc7ae8c59cb6d52d2bd893ac8ecc69a402b
io.github.qsy7.java.modules.workflow.examples	guice-user-provisioning	0.1.2		139170ff5b4271eb4be2feb927917bd5892d614d
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.0		54a030a96611ab6b4bf8d9a48a942219da51fc1b
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.1		f87a95e5328ff8f551b7ebd80b6092cefbfd68c0
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.2		a0415e3eae459db3f3d05919191e801eb9de0a86
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.3		7977d173dce271cab7d248c3e09a5fd343e9a203
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.4		39079253eaee6293e05ca2fe0c918d6ae63855d2
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.5		78e97553c223666253e7544d569d35b5e00ebfeb
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.51		aa97f306a17b078dd58e9174268cc1c31c9e10c3
io.github.zhaohaoh	mail-spring-boot-autoconfigure	1.0.52		5e9d455884fd4bea18744e3a7cbddbfd971ac8f9
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.0		8dc913ad3520636606fc6addd21d2715684bb74d
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.1		e6dcdd3599c3f2cd1570eacb237024b40b5759ce
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.10		44e6ee5a4bae9aa9ba85dd48cd7991a3390f4568
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.11		6db75b8eae27e3410df5ca2fccb123574da2d0e3
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.12		9793b5e1f95c829364ac76bfea5874225e6b8a2b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.13		3679437dd03e25f33147a2189d538c670f2dd115
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.14		254b7cc3b16f1f2685410fc667661f7496540eb1
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.15		68f11c44b4701f5d8a6ddd1b5feacfbdaf55d57b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.16		1f4e5854fbce17f18a6834efb9056dec0355e049
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.17		bda522096696fe78435aa38c1921ed9a71827818
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.18		084822dfd3aec9998f8515af518ddbcf2d353561
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.19		acdcc58bedf032bed2226a899d304478489230d5
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.2		35c6aeab08438da9f12ce06a10029a1dcb1d3ce4
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.20		0ef6982000c6f8318f2080f712c30d9a540b29ab
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.21		b10dafbf9f05af38a48ac87ae930de44ad419c39
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.22		919dea6773a6832b53c393b8f43f4c74d6ab261f
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.23		763c2c3ad94f7e1992b4aa7751eb2d9204abddac
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.24		8f3192032f7cb2e57c4ab8f1b0627d84e664e3f5
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.25		1056f4338dffafca4e5134b1c4ae911df184627f
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.26		12a2500879956805a0d7b0d4634ea7236a3aaa4f
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.27		5552165027a163c2b8e080392126cc99a602507a
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.28		4563c853571000a7882cfc92d3ce6bbce3cc1982
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.29		e0958d3bbcf1b02882139d2c6ce84c2bf222c047
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.3		36d9a3bc14930102a57fb1d22cb63e9612a18441
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.4		588ffd1f2fd829e30e5d7a719e24efcc7ddfacf7
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.5		11845cb8829993b8de42f2f226913970210fdf05
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.7		0afe4687df5b1952f0577208151d14d53264c498
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.8		2be7493d9b517c6f0c8d689a27f5dd31a7dcfb1f
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.18.9		658bc31af9c4e5cdd1db480cb8edc69dc663ba8d
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.0		ebab01cf08b2378ee6d7c6c05e21a45fa96eaf76
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.1		09b6454d50675985bd0fab76540bb70b7f4a1aea
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.10		c9ce028af74c12d023360700ebf3dab6e7103cb8
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.11		d2907c996114b64ef6ae8b66a4d8a832cf7d5d9b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.12		26e9e67c86b4b49516115862911293109b694f14
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.13		374bf844c6aeb3ef98dcb457d1d1c2801f6b6e42
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.14		91d7deb313355cac58b85ec94f3a59ca7ddaee87
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.15		77b67eb0d7a9a18cc368939cda85539397daa9e3
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.16		18a33bf155cce3f92f0277ed9e6bdf27bb4eb703
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.17		03857a0dd7c0dc7c9c8aa4021570cbf4fe401496
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.18		f552f2c915399f85174eeae6a8bce1750192c126
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.19		e16dc914b416446220bffb67bee601da9631ed7b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.2		3e0d7a92ca660d7756a6b4fa75f8fdf27eb117a6
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.20		4cb77a8855b791e4c109403f8ec21f6a16452de3
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.21		0c4ad42238321472c4634b7a7058903e120818e2
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.22		69337f780a7740d5f89a19e99dc683f85b147bbc
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.23		14d44d7a745c856decc75348b63caac37b1e4675
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.24		beef01a9f72345d5038eabf6196ee731a9a9fe32
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.25		a906634b87d6c88c69de0a2bfc0ec1ca3cc8881d
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.3		32d51ff4977930a23b787ba69e14079c791bea4b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.4		9821de39b0b478e6e204efd724ebf5f691ee5512
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.5		10f5dc55356a2e06e777d27c5fffe28a7002d1b7
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.6		9088948e4ef51f93730c07e8fcb226653beeead7
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.7		bda782d7b1e420acba7c6098d22fea5231bf18b5
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.8		b4f82a032968177af9aa62113c724719453710e0
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.19.9		1629e59b848e06a205bdde862217150e5bb3c9a2
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.0		deaf2936ce38d1b16191a2be132026c69c754b2d
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.1		acea66f2931321f88e38db1c0df34e45cc2a1a54
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.10		fb83e1e2f8a12614ab326dc0d3e3854678d8e359
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.11		35c90f945e12bfc4f1a6d1af80a01e98fe3879bc
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.12		a2e70fddc2606119f77af1ef007c7ac5747b3077
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.13		ce7072355923eccc4281734f09be0aaef2e44d7e
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.14		c446b9e5c68028062890c54a507fe8cf527bfc89
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.15		0988bbf4c4324a359dc3c8d32fa90d098f7745e4
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.16		170c00766d4d85088f7fe6f444881810f272c32a
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.17		16504e3ee560a0455911e2e3ad9f0d23830fcecd
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.18		386eff66b609d9c19e88b3f9a92426c7f97b656e
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.19		b2f3345f49f48efa812cd2362bd62f7d68a2aef3
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.2		f775c7bbec31e598b1fd4c8736c8e449985109b7
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.20		23b4d34dfe8e9c1e9891baf3b62f5ef56c779aa5
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.21		8990b86888c215c723eb44d78017a788047c78c9
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.22		97c791d3232972073b2e4c87096413e62ff1485e
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.23		8c57c72720172d07edb824ecefdd4fad252cc4fe
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.24		25ba6a14f663f530093ce01382a25f1a7e11720f
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.25		91fc86065fe5e2c10174f8a7759916ea8aa3cdf2
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.26		99d172cc2253112693b42357418524f2508dc1f1
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.27		68e7884db483e14f74b47a1c8df3c32db70892e3
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.28		a8b9496afc81780273d754115ca89e3997ebb075
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.29		f69a54df6c3f24661161fceef30fc5bf75257575
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.3		9ccdcdf9a2f086a3a4a779f7e6b87e6d56a7052e
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.30		47fa6934b0e4ab666a25ee332732015be447e443
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.31		7b5ccf3cb2547c65d94e03ecbdf475ff9ce815df
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.32		db6c2c536f8604a05200a4690822cca767044e17
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.4		af110e3df4c679134f2b348507199d40b9d6b0b3
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.5		67250265a1e3ec34eab89916758e164c4947639b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.6		a3a1f12e35c9b99b9290095de4daae60dcb99017
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.7		17da74e6d09ff3a77c4a2655880eca61d6ecaf86
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.8		14756cdb0ef48a127d9b958adf6d08f30dfde3bd
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	3.20.9		a360214fc7f116d3e9b49684cfb8b54eb0095bb7
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	4.0.0		c6ed447a266aceaa6bed2836bd462ec47af36b0b
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	4.0.0-alpha.2		374ed0ec8457923016d4fdb6ef180e191a6fe185
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	4.0.0-alpha.3		2fdc9d1ed9772344926d4e4478a5e94f7f2abb21
io.gravitee.apim.gateway	gravitee-apim-gateway-tests-sdk	4.0.0-alpha.4		47c5ea276e2cc911e173d10f45fc683492de9f41
