activation	activation	1.0.2		N/A
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.134		df7d3db24b06718b469f392f94e7be8808f9fea3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.135		814a3f34b1ad94332b4c1593a4bee811a9e9104b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.136		f151c7afb7c396ab46874e3fc9a47b998e4cf745
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.137		ed7bc5d5a1d86423383eefaaee7df030b878f640
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.138		923159ca1fae8fba048e309ceabbda84bbc3b8b7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.139		8a9d51f6ae537e39519d3c1b3e4fd606fd34dda5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.14		a409958d57d9bc554e3ab174bb0f53a89ab3ee43
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.140		4b39f0f9102cb143b5f408bf6f1cec1d0d35970d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.141		2d655455f6433ac790968e6bd68e706b535767c1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.142		834f6a47f6566517a47e072dae663174428d7e2d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.143		a37348006662883fcac01a43e6848b4d7dea97b5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.144		a3af1b97cb96ba4143f0f855a1803d73664d1323
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.145		5d2f4c39117eb306d6a73dbd27aedb05d0b40999
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.146		a3152e3220175538418861b53df5015f8e80728a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.147		aea793ead295854a35e8089eb9cf70888414c282
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.148		f31fd7129309588a61e76779f165a59191325b80
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.149		c4a42e15fdd6e4efb42ec1a2542f8acf8d9ef769
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.15		4acb2cbd459c35eabb2d5f980b34735c687a6320
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.150		3f9e9f910d7b2c35af55d9e115ffad89254d859c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.151		0610716c95ec34924e4da8c8792590c5beda8824
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.152		8f4ab56cd0dfb2601d2e41ab2d763ab120c694ef
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.153		cd5439113625f50197e75f251a515fe250516972
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.154		00a984f38457008d4d6069ae80770246693e499c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.155		8b915b5c12318bec9e54b7de8e1caf233fbcf4c7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.156		49a4978dd22dddc83aaee4dbaa4a0a92871f0853
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.157		bdf88e9a7d67e9a075dee7d5df3c502664edd75f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.158		8c17cf0597397ec4d16c1f2192edf3f72069b1e7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.159		b1f85c55a6d7a599cabe92d9b195580b28403ba4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.16		35f6b06c9fb8eed7e0cb1019e3b78bb8757b0c01
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.160		66af90e7c55c715cfd87ae3de0ac4ffbf49ef377
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.161		5c61a2e9aa1a91b98f2c20d64483003990cf735c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.162		334bf139ad2389c7ab6e9074bf2a29d150ed2b3f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.163		a1265b593d5634c5b29fe606f27a1cfb976cd070
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.164		d85d733707dc0993a9dab441ff6a6217ad9871d9
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.165		c788744da786d0ec2185e963b18c1d72dbec8343
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.166		5d877adfbb8c807e1dd70df3d07085d7644472ed
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.167		d912d561cf2a7adeb5d4ad9ef3c0baff204cf105
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.168		a689c596e4c5d2337ae362d8d89243ca4a3b9cad
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.169		adf2cfe39478b1a719dde5e93ca491822020b4f7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.17		2e20b34d6a5840e832e491861350d88de97d757b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.170		e12bddb2702b165d7542e9a9dee504ecd8a9227d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.171		e21a0910289133a10cb3b1640c5656d5840ea6e1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.172		da16ef631a9469f92df2f44917c931d0e9eb66cd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.173		2606d5e31f2fb76f0966f858cdc765215e6e4848
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.174		635e4917781d1a75edb213c835be5a2f1f3df7fb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.175		1c5fc9426bd580bc11e23fea4eb1d27685519fee
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.176		df8beb030b71092c1563e607f083f4bdf31ff408
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.177		919a845ad0875c820345cd273383c88b8ddee9a1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.178		4c1325c5f53a5a8b03343b59ce71b1d2d71c71d5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.179		b4012446ab76a1eac82726280c43138c705c4fc3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.18		a1f7bfe0a146592080c0db4f6c2a60536f36f6b0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.180		4aef300ad0be7d0238ecabe5d5c230982fe20850
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.181		c1065d2b4b417053ecfb77d83e9df3e2b0113c77
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.182		7c2e7d77888268763a01cecb7d5fd47459ca0476
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.183		e5df70ecc299ec0327f4440fe1e33656543a845b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.184		42b148a3aeab789cc08b956a3a76e0dbf4a44238
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.185		28c48a34e9bf3e393c07ce1798e85b3e5e0c9a83
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.186		1514035291922b028c9b65b0ae1f2014ff5bed34
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.187		fbde5c9f4a43ad6dfd32c331d539646302e207e9
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.188		eba67dde7ef6868ce681663055fa490941c9e340
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.189		300866109485a18635a33b22dae9df71bdc0d2c7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.19		51e55e59c3181287a0d749d2b4c905a5b2de3e8e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.190		4e5efa82f85bd5ab4741d6f45b43b714bcb21f1c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.191		96f1d8eccb6aba38a7b5af75aa0082215cf2fd2d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.192		ef0c1ab44b5c2b7e96d69c904b24e9ff20079133
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.193		ea78d6e3f728370138ea71d73719687b84c36bfd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.194		e904b9da0a54dbb24a141feadd7ddf654e66f098
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.195		6a3f84d58aada24bf81f5449fa4eb7121d16b69a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.196		44c9a2db1da173156c8813d2e37c8acb36a85655
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.197		55e1534dc71f3957231341f63ebae2841544d0fc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.198		54635ed10e5d61bd8b1be15e84ff2b57f1ae77d0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.199		93205f9866ad4acf8ba9da37c3fe2686bb5f135a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.2		6a5208dcc2e52af560227e72ee620acc8586ca03
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.20		bbf8818d2dd4c182bb5aaac680bb2c8b519232e6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.200		62d7f3049473563854623d1539ab36c04f490dab
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.201		c5b0de5b3357ff33173d31735d8d02c5d8b8886d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.202		1be1e8669518706d45bbc2a99eee8221047111c6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.203		da525e04aa1651c04d2e28a2a47c2f699de6e76f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.204		fc4e65ce61ab8c71d99dd8ae34c8e03040a41ea6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.205		21f2208bf17a2e127e2626e6b56b818b8c68396e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.206		4fd989f175e23d3d6849113978d697bfa2d0f91e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.207		f10a80c35c1f8868e13ca03d84eb55cacef713a5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.208		654245f6699d026a3413fed8ed233dc82364040a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.209		dc7e007a333792c8b40be19c5a47d66a7fd0fa4e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.21		fd645f5d99e859edcd10abd33e836425bf9dfb4a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.210		85f402c89b6d8dd219a298706dc49301531e81af
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.211		486969548246267aeb09760d826e7c65967d7fdd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.212		7c6d4eec11afc60f317edba8ae6e34813fb675ad
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.213		fb917cd338bc8c66380f516b73c940528a7480b3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.214		4aae2535496774b23142c0249df2d1d522712ca4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.215		333d29778f7dadd9a280a4edb18c35e7a9142b8b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.216		e9ed071b889a32b9f71cc51cc120906116f25989
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.217		73f7f62e906bd6278d07701203f7c1e5739edbab
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.218		9395164d6a582e0fb0e8f3320749a0f42d9a4710
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.219		0b55f76007f5f966fc5139f6a36e755393486741
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.22		5d292651d50dfa136979838d9d9ae09217014ba4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.220		01c313c560c1a56130a85ff958351168d19d14c8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.221		8be02617eb756ed40b913f1f17fed369c40dd185
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.222		f209fc7968eb3d4c915f32aef052b49b3e6112b1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.223		e21b098eda6980d3209ae9f5ac5e7521fc717c78
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.224		fb9be28817c815d3113a9ef47ed363252a78abe8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.225		28bc042ad9338d05f77d320b74f8fae5d3ff653c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.226		8063e99fa9bbdcd955c14ce0d616c52889b7acac
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.227		6ae2d9b0972c1bf1b90694a0c99122b6291238df
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.228		9feb2eb472259ff664d4454eda261d2b0c2f3729
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.229		ead703903fe8f645db1926a48fc37e33f4dbc58d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.23		66ebfd1e14c04dbe7673ae2fb2318f8b9f7eda41
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.230		24afae72a86e865e00be30404551605cd9cda0ee
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.231		36debc804b598399e4c9b43e6bb0aab1b6d88b1c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.232		32b8e540fb1a58bd6344b9d6e855681de23bd8e6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.233		0d02d68c5362c06ffdeb45d6d980b26e228886f0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.234		808e3208389c23f52e6074f4bb4eb73efe025da7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.235		769b8d106849b47cf3d16b53719ef1832fbd8b9b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.236		ac9c4e40a79d59d97739ab217dd094c45eabe93a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.237		e49da48dfcff101d41bfaa3e5491ed382ff3ab56
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.238		ac2a5423e42bd23f59556556e9c29df763b3de44
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.239		693fe5ebc38a7cfca937b243e94a9816f447c142
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.24		0e9f00a4da32eff070a0b01702474d30ca3d8fd3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.240		31cdc3f05efc8e1f784359ae21718cf773a316b6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.241		c7cf7b8fee7e4517240bc805c7f2e17bc93d642c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.242		b1ccf924db8fd6db5f8eab0cbb61de7ce4607b58
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.243		675e868e3f5fbded2c0eb2a5f8370525a896476a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.244		2ce032ca1ccb986642f52f392676b029a19f842e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.245		ccc53f9e3c6b8efe9041edcb10dbd305b352eeba
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.246		3056985504e0d392b8255cca5021ef3ad52d0319
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.247		d42b2b2a4716778e557e18faef505a450fea2d1d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.248		f7e5eb25d0025b267c8f8fc950f3a9c44b3797b1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.249		6aab7dd840cfdee15c4ca400e9aee5408536979c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.25		63b9b406a7798c8de64d46445ba98a9cb2efa81b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.250		924fe28aa552cbfb549c4c2731150eb88dce3135
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.251		2c5dafc628b2817f9eb5d72985862662314c9c22
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.252		15dac3d51d26bedfde3a0ffc917a7509f50f1ffd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.253		18ff58cd317f8e980fd33e58ce46f9bdef252b7c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.254		5b5c5c84252c52ac4f826d7bff3a23dafe752a4d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.255		56f7f2ae059bb141f0b2876d9b3b6afa9f71fbe3
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.256		d500e7d13e8203198ee81b9074e5b517e88291ab
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.257		e43a4ba26c7f562af131991fada11f6d5aa99e41
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.258		4a44ca941da129c745451a2c06f9f85c32956c7f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.259		97cd99fe4ae4aa9e76028cef8570ab4469dad3d2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.26		6acb3f9fe7dff7e7654da041d356e793b9e3cc9c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.260		80905d1c83244a92a6b85b448b6b356001b7dd32
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.261		9c26497209e3fb909d9b645446bdd7d79a146d6b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.262		88761dd9dab7ee17131adbebc16bae443400971b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.263		147829bd1b0760b51b4b2aab12ff50606f0670d7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.264		3e86eeff406b0d1507708633b2d3d8b258a68464
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.265		7f3b8492dc16a8cba40cf54f44a9b949be297f59
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.266		e70eb731c3d4a602c787fb50135829f5a84fbb39
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.267		223ad5ec3af688c1340a6893addacf2f9f7808fc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.268		7fb562aec0652b54098a2cd749bfeb48d55e419d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.269		4eff3dd3011dd8d4d151dd1b2058b63fa883bbb8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.27		e42bd3f90ccbe2d182206cd2cc8b6dc208253bac
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.270		8f6d06250914c0adefddd63584ceb524b24e2c33
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.271		359f3eadbb7618f90abf8eb6d54972184e88c82f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.272		1aa1d4dc104b6103c66d6ac53a1791300adb991a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.273		f1851fc879310c40562c1d74879b982e2ee6505e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.274		4c0e683ae7a1e799cfd46c6601303db1957c0136
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.275		6ef3c8edeb9dd5579376f08dfafab30eabdaafa6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.276		00b96380b12e8031732912353768dadfd65fe583
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.277		88a31b12e8601319c1142b0c9a3c78efda990f27
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.278		6d4d7f14aac09afb6b37980fca306e397ceed658
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.279		bc2efb960cc6e3f5efacc9afb9efc1648a5b3021
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.28		892753a9d45b578abd019c1400cae318eb18654c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.280		49ec638063ef1de0811253d61d53452045b76d9d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.281		31aa544fecd7ee52f33ffa196221a94ed4132922
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.282		e5d0dc3658ae9567d50408e653de4163e8bfcfed
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.283		11043a6fa2b716d9e2c4cbf6cd61af6a698178a6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.284		2103f535bbf502ae33b063f3cd1110b32ac20fa6
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.285		41b1cdb629acea97617370f1ac95110b40a69c8c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.286		5aec82c9cd8a68c217e333ff85cfdded06b8899b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.287		64dfc284cebc7b9b3c2e6aecc244a6ef136d45ec
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.288		beabba656d4fc5f9e070fea7167ac0084c07bad0
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.289		4f15ae28b5f010e05fe068d20dea8fc200ca69bb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.29		099949c392a43cfdc99f2953d6d2f5be94f4ac3d
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.290		e8d836c9c0a8940e8f10cc2f29b302b32695ab93
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.291		e956d81d87b5b158494c6d8e7731365b3cf5630b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.292		da1a5a81806d237109922f8183a675053c2ad35c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.293		e7c0fc0ab189fc248929b9178278e770b8460467
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.294		d1b7c17482f964900edba2118088a9b34b2271d7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.295		10c20b92d4c33cda4a4563e64a2404196ec25cb8
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.296		752b387e2b62447df406985f72bb22a117403e09
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.297		d4535269295ab3a4aed7d07813ed710c3c880917
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.298		3ab7c0c6e48951c29830c074e90258f0a2afac8a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.299		084ac9c4147a681e3dee75717ae1b1505d8d539e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.3		0c4390a1859b9c8914a04bf2552718f23196dc12
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.30		4153713275742bad5cc433c4652f42539c39bba7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.300		c559244d5e173d0012501b4a36c955548b139a6b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.301		662ecee55516d803a8635fa28409dc7a86797baa
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.302		c47e3eeb388ef621858b9419b9b57f8fb88d8f01
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.303		f585c3397b94cdcfec79d4db2a7a272ff0274f56
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.304		56ccc88d0b41980fe86ce16cf1128eb15919d326
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.305		c9db0e874769bc80e5bacaa3f6f97402bc1f5a7a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.306		a2e1c26d8df1c704e3d3bf9af6194587a70ce780
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.307		d92565440eb21db316ea60937e79325a6eea3a7b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.308		0dc261cc4a1813a4586dfef595c6aa94a6c6979c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.309		e9e22e1c57d7d035620e2c178b314541be255afa
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.31		128325f3c9a5de1411d8bdad95ecb04696db888c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.310		b01a360c21c675ea69d1aaff43727f142557d1ea
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.311		ca5745a51f6dfcfd00fc782d7c2b9e9d2ded09bd
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.312		a21946ccf240bda48bb045e7a8f499abcb0d7736
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.313		095e07991f123aebead08ad0c60f0957956f90a4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.314		f42558c106c850c1a7e91578518b0fec18cb92db
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.315		f260dffc6548cb2dd62ca0365346431fff2d2cf5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.316		6de1bc76a454c99a0fd6fc40e6a6d6c28f1c5f36
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.317		27e6cf918542476d7172a32f4ce112bd03303008
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.318		6c58d6b5180bb035e94855f7bef673630e10f9a1
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.319		9f11ef6da127c69fcd5ca01fcbd6aa0ba5507c74
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.32		b04d00c726093094de7e33ce9b22b55be0fc54da
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.320		7034bebc9b8afdb0371b2cdeaf28f1a049aaf014
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.321		6e0269b91ce78622c989761f25404b05ae7a8f69
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.322		70a8379c4a7e144a60b88daa3f77dbf86f6063c4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.323		c98ba2f258199926f4dc4de8f3eea0da4d428adc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.324		81c953a1a849336d0c9d7bd705ede555ab4c3d84
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.325		b16f60730c3a150d465266c00ea2d68a4fe5a442
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.326		a287efbc5fae303624e5cf2ec91fff2bef5d6fe4
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.327		506a88634e93593e16086bc6060c666cb77c63ff
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.328		0f8265f90f96bd419fd08bf0444b009c9cdcc49b
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.329		2822b43f533aefdced9e1999f39a30147c5deda5
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.33		076e489cbe26ca4fe84d4aa70106fe259719d85a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.330		53ab5da6db8b035ad3172a69eb30095fa9b57f7a
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.331		dfd286c550a78c3c16ecb47662ce954806a9e6cf
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.332		a9d4e820bde1eaa880f09fb7713114192939ad1f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.333		3370efde0d56d09cf16d54ec9c73f1a355a4dd16
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.334		919f676171fe579cb8dcd2d990aff1681fcce4d9
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.335		7e87b606bedcf5462a8b01879758632834250f89
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.336		61378f21ee7febf3b62caeba6c84bee421f018bc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.337		e4b5e6cf09f20cbe2dc8ea722e1958086f8e23ff
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.338		41396a7f2dfcfd85dbc7fd22434d547a6fa74a42
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.339		d51396cfbc8e975d1a3d72ab52369c7fd591217c
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.34		6df99835e8db3531d7c2013415167a42aa1fdcfc
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.340		062e20162a9b0e8c17b3463968283069d1c3a19f
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.341		f56da3777c7f46fd999031af7d894992063a1351
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.342		701b16669a52b8a5801cc872f4b74cb16db4a8fb
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.343		c8131be0007b87202cd750a077c22adb0c936917
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.344		9a6225ba90faa46b222b23f6ae4f699a061d9d44
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.345		60034a034f37ebf0b1dab945f16a79181794f6e7
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.346		7dc1627bc62f09d3418e480a37615fbf5ed2284e
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.347		6e54127c8ad1d7d5f903f295a562ae2b2ecba6c2
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.348		15e2bdbf08110489bc0638a1ab6a488de483e115
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.349		c1ed3b014a6f31333122612761d2d05ceac13274
com.amazonaws	aws-java-sdk-timestreamwrite	1.12.35		b44ae24eeff750c09819e9625c8e2c48083a5710
