city.smartb.ssm	ssm-chaincode-client	0.1.0		e132c28afe0e8e93bed4218e1e719c26057111b4
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.5		e18d05ad1ee2dffb74a9ba89f567c453e4d10086
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.5	metadata	000a92bcd774ff07ab40d3d0337862a02bce15be
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.6		0129c41bdbfb35616ac22aeca222f2f8c2c4599b
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.6	metadata	94f027c972cf710937d962f625bcd34ab97e168f
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.7		5aa2ea3b0b67eaa4bc1bd62b76aa99603da13ffd
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.7	metadata	c0767523c3c2b38e6a0fdb00ff0d8208ca61e914
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.8		6a5ec1867974bace12713dd96c8f738e2b5e6c7f
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.8	metadata	8608d8b5214de336aa1bcb58aee49af0b7e1246e
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.9		2c28106b94d061ed01ccf485685497583066ae1c
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	2.3.9	metadata	f1e4041c992fa10efffe4d607920a03332496bd9
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0		45c2e06ff9c08629a891c2db115238708957f6c4
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0	metadata	69b7b53835f513258a59040934ffa4c444f5fc89
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-beta-1		f916c7ff85c351c289bec1f60043c8bc3326b77f
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-beta-1	metadata	9b9d1c6e07316309e1d6c13f2390dee4055baba8
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-beta-2		bd535dca6243606e8b9abd4d4f4066def841e5c7
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-beta-2	metadata	ede50bd54ac1fb6b9af8cbd5b5e49fd3327839a2
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-rc-1		91e46abf8769acaee58ad14ee1bb60b9769f7ed4
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-rc-1	metadata	72b1c1114c7177095920c3c95d0e8344c7cb180d
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-rc-2		7571758e31f838d42e6a90ffdc3847aba90368e9
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.0-rc-2	metadata	37dcdec6e3fdd27faac9ea6e016d0969bcf68749
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.1		57d2652d2b43c38089bbd6951f0ce826a480e37f
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.1	metadata	4416e1984be4399f3f79cc31a98eba2899fab3b8
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.2		1e59b8e22acc6762427469726ae42d9f5f9da35c
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.2	metadata	4138c57c848eb2e2a5f102f08eecb72f27325fb7
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.3		74da3ed92ca294dc409d9adb358b36a206d532dd
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.0.3	metadata	62048847bdb5db7fedff8ce2d2858b02a7ca00ca
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.0		38b81d5f8c655258e9275bb66998610f05005f0c
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.0	metadata	cad26aa9493579cff25a1f5fa84105899d7f28f0
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.1		2a313294ab7686334049d95e77c55a35b134df98
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.1	metadata	f7af6c8a264cc2d7345988107eed3d958789fdd8
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.2		78f209714ebd8d29152b717e1cbea2937a8add94
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.2	metadata	c0e168c9e1ff63f20468d36799f3253442aafff7
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.3		1452db3e960848a6b85451f3f71ad7dd2aee123b
io.ktor	ktor-serialization-kotlinx-protobuf-watchossimulatorarm64	3.1.3	metadata	0e70ec4ef51497434e198d2cfdec737496068dd9
io.micronaut.gcp	micronaut-gcp-function-http	2.0.0		0161c0b80c6802053fb85de7af13062d9d3632c1
io.micronaut.gcp	micronaut-gcp-function-http	2.0.0.M1		23d7a9fbc84a8ac37559b53256f17e55fbecfbc3
io.micronaut.gcp	micronaut-gcp-function-http	2.0.0.M2		3d6b8add17fde2441bb9acd66f41ddb2d1505f02
io.micronaut.gcp	micronaut-gcp-function-http	2.0.0.M3		4c17bbb70e3ba6636a6076ab6771f42ce0553b01
io.micronaut.gcp	micronaut-gcp-function-http	2.0.0.RC1		099eb1e542733469e8fe8bc651c5cc1840802342
io.micronaut.gcp	micronaut-gcp-function-http	2.0.0.RC2		9a5b2983772f82d2a2c2bbd785b87bec511ef14e
io.micronaut.gcp	micronaut-gcp-function-http	2.0.1		fdb428563095b79a0a8efd5b48ae3a6b2856d0b5
io.micronaut.gcp	micronaut-gcp-function-http	2.0.2		d0bde64f13e29955b8db6eec371c00ad2c243ccc
io.micronaut.gcp	micronaut-gcp-function-http	3.0.0		5df4ad46b6b3a2afded5c31d412abe125afcb2be
io.micronaut.gcp	micronaut-gcp-function-http	3.0.1		192eb3cae604fe4d6d5678584f207916c278ce4c
io.micronaut.gcp	micronaut-gcp-function-http	3.1.0		8a8438aa1a64344fecc7b947efd0ad721c90d742
io.micronaut.gcp	micronaut-gcp-function-http	3.1.1		8da9afac55194b0361b49ec261ac927e8b2d26a9
io.micronaut.gcp	micronaut-gcp-function-http	3.2.0		271bb7e46e30333f23e6b3e52cea38f33053815b
io.micronaut.gcp	micronaut-gcp-function-http	3.2.1		f09d6ae7a74f0405399eb66c43f5a17d1be2d822
io.micronaut.gcp	micronaut-gcp-function-http	3.3.0		a866e504d1a23c6650896adca5575aaa56145f56
io.micronaut.gcp	micronaut-gcp-function-http	3.4.0		bc46a098f9965de5059ef3a43d2be6a686fbe41d
io.micronaut.gcp	micronaut-gcp-function-http	3.5.0		7892d738d7e6708a243d9c2a174a07eb8d87f37b
io.micronaut.gcp	micronaut-gcp-function-http	4.0.0		9f7f83e9b7cd8db14ce371c3b049e0238fa82bc4
io.micronaut.gcp	micronaut-gcp-function-http	4.0.0-RC1		7cdfdf9bc059b0d59bab87d68181d8843143efec
io.micronaut.gcp	micronaut-gcp-function-http	4.0.0-RC2		d8eace9c751024c41cec884fe29fe88b11099906
io.micronaut.gcp	micronaut-gcp-function-http	4.1.0		08356843d88b9b48c3ab4baa88f1f1ffd9c5841c
io.micronaut.gcp	micronaut-gcp-function-http	4.1.1		758957788eb8b521ad027ab5d489170dc98aa741
io.micronaut.gcp	micronaut-gcp-function-http	4.10.0		ddcd34a172e52061d12de1421ebb85dbd78f40ef
io.micronaut.gcp	micronaut-gcp-function-http	4.10.1		74c392c537d1dba9c6e3209e02574d638f6c8af7
io.micronaut.gcp	micronaut-gcp-function-http	4.10.2		35a48a82ba53c62204806ee6f1e961acfe16585d
io.micronaut.gcp	micronaut-gcp-function-http	4.11.0		eb80b8f6fb8905a90e66ff0bea2f70da4ca1c1df
io.micronaut.gcp	micronaut-gcp-function-http	4.2.0		203a8532bc334ea8b4538ad4124ef29c8b684a4f
io.micronaut.gcp	micronaut-gcp-function-http	4.2.1		e77478ab3b1ff4cda46c2c6079f3d142ef54828b
io.micronaut.gcp	micronaut-gcp-function-http	4.3.0		4e66c778a70061e74530d81a92850baaabb52e18
io.micronaut.gcp	micronaut-gcp-function-http	4.4.0		7c904fe30a9a0528a291f726bdd25413947fd18a
io.micronaut.gcp	micronaut-gcp-function-http	4.4.1		a3c813fc66cf4db3781ea9d34294402574a40de6
io.micronaut.gcp	micronaut-gcp-function-http	4.5.0		8c42fec661f79e6f2d79eaa26dc25d46998695b2
io.micronaut.gcp	micronaut-gcp-function-http	4.5.1		ff3aa95415279ad8d7d8a2740892091427e94a71
io.micronaut.gcp	micronaut-gcp-function-http	4.5.2		d9fca0617e7755ebf0dc4b9fbd521daaeb0f6ab7
io.micronaut.gcp	micronaut-gcp-function-http	4.6.0		b9e8f5c5b2a8a187037f4b1da9eb5a99607f15af
io.micronaut.gcp	micronaut-gcp-function-http	4.7.0		7c77b13c11c819b999a978615a653b6313bc3c1c
io.micronaut.gcp	micronaut-gcp-function-http	4.8.0		7bea5027f10a6f492f2c796c6475d5cac6a8a4d9
io.micronaut.gcp	micronaut-gcp-function-http	4.8.1		f438488bd3cfe6415d5c0e29fecf8e933de3739f
io.micronaut.gcp	micronaut-gcp-function-http	4.9.0		81f3f01ebf0785dba9c93bd1d22c2294d7333201
io.micronaut.gcp	micronaut-gcp-function-http	4.9.1		bac1a453a36f8c3e4e69a27f080954fe2921a055
io.micronaut.gcp	micronaut-gcp-function-http	4.9.2		af005e75c817a519b89b7e4adf42711bc0835ca8
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0		968c21e9680e1a283699c1d4246f16362e221aea
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M1		c6bbe66ed4d211a5937f10a11d305c5a7bf8e01c
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M10		b417e67376ab7e731502001cc674987b709b99fb
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M11		55b01ed1e4ae6f5001ab76c99b3be3f286040c7f
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M12		8cd0ac81ed9d44aa3f6396642c2049c274f2fe7d
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M2		4fe9517b986b1b34b7d067d6936a2a7256d310ff
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M3		63125c80415ac4cf6c8f4400705fc03f517dc46c
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M4		fe216e72964d3693add33b93c9ddc71a2a159ce6
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M5		04471b3a696f83d8ed58af086b29cbedb16a3cf0
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M6		a29e58ac7ac9b0ae93fde5b2a2114534085b3de0
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M7		16ab5056a2dc17095c86e892878933ecb48ee9ca
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M8		b887b5bc0cae903caaeda66576d10851e1b769d5
io.micronaut.gcp	micronaut-gcp-function-http	5.0.0-M9		5ca6a719e4d2ee920b711d21a4dc847767da1d01
io.micronaut.gcp	micronaut-gcp-function-http	5.0.1		93cd437b43de1e6cee995900f66c3335482fe9a2
io.micronaut.gcp	micronaut-gcp-function-http	5.0.2		2959d300d44b8c1e18a2c15b14464c3e0c08b968
io.micronaut.gcp	micronaut-gcp-function-http	5.0.3		fe098e5511bf0e2d88723e58f15686ecf4001c8c
io.micronaut.gcp	micronaut-gcp-function-http	5.0.4		709336ae4745d73dcb2c2973b06839f690ecf783
io.micronaut.gcp	micronaut-gcp-function-http	5.1.0		ae286f009dc30f29818d47bef2eb1d5ee28e1bfa
io.micronaut.gcp	micronaut-gcp-function-http	5.10.0		cdc6be3ca21008c3a612f6d52763ceedb3da4218
io.micronaut.gcp	micronaut-gcp-function-http	5.2.0		1a829ca45dd59159a963ebf21c7b9826dd931c68
io.micronaut.gcp	micronaut-gcp-function-http	5.3.0		6a609cd7c243976fb67855912c591ab700ac7de3
io.micronaut.gcp	micronaut-gcp-function-http	5.4.0		2b2f6176c0e1326be34927eef23f7c79948bb175
io.micronaut.gcp	micronaut-gcp-function-http	5.4.1		ca8cb3195ad99543ee8b299fbc98e5860c7abc19
io.micronaut.gcp	micronaut-gcp-function-http	5.5.0		491206199b5359725806c235e8554d2be256d906
io.micronaut.gcp	micronaut-gcp-function-http	5.6.0		f10f6424e1d13bb5660768b29e31eeebe88de414
io.micronaut.gcp	micronaut-gcp-function-http	5.6.1		ab6b107ad21a6a9724f67165508bba8fe39e6ab7
io.micronaut.gcp	micronaut-gcp-function-http	5.7.0		f680817efd8b5936bed39b71501e461bc57a1ec8
io.micronaut.gcp	micronaut-gcp-function-http	5.7.1		77c30cb3145c85b9f267ce93e0f87b2047f592d8
io.micronaut.gcp	micronaut-gcp-function-http	5.8.0		6bdfb8662378d3d19821031525063d22d70cde75
io.micronaut.gcp	micronaut-gcp-function-http	5.8.1		f31aefc75147cf27ce61750cb75a84b78086c75d
io.micronaut.gcp	micronaut-gcp-function-http	5.9.0		845fcda07a5d33724faad03d8aa6f936bb13d820
io.micronaut.sql	micronaut-jdbc-hikari	2.3.0		2c4b642448fecce8560e47f409e7051cb0583ba8
io.micronaut.sql	micronaut-jdbc-hikari	2.3.1		42755da789d2d749c6e39ec48479ad49cef932e9
io.micronaut.sql	micronaut-jdbc-hikari	2.3.2		51cb825adc0bca121e63a1ef4348becad785fed1
io.micronaut.sql	micronaut-jdbc-hikari	2.3.3		c039d823e13c77fa837811c2aa322ad5a34f3d09
io.micronaut.sql	micronaut-jdbc-hikari	2.3.4		f9db3fd9231de6d4ccee0e4104ad6c9d551232c9
io.micronaut.sql	micronaut-jdbc-hikari	2.3.5		61622d06dec9ada298e5ffb4b9a42f684918c1d2
io.micronaut.sql	micronaut-jdbc-hikari	2.3.6		d0eb1f4cc93a504345d9916aa4c03544a281cd41
io.micronaut.sql	micronaut-jdbc-hikari	2.3.7		b7e1dfce8c2434e9cee695532555f01f9be3c170
io.micronaut.sql	micronaut-jdbc-hikari	2.3.8		68f856610c556b05faef86bb001b2758f7ea8a7b
io.micronaut.sql	micronaut-jdbc-hikari	2.3.9		65f82240638158bfce90a7008a375c0e5a52e203
io.micronaut.sql	micronaut-jdbc-hikari	3.0.0		0002cf59d16f20dd7595f4ee409a47f0a7f70806
io.micronaut.sql	micronaut-jdbc-hikari	3.0.1		6ec6f5c1371a9e0e92fb8cebc93dc016889698bc
io.micronaut.sql	micronaut-jdbc-hikari	3.0.2		932cfe970916dc630446fc8ee009352118f76be3
io.micronaut.sql	micronaut-jdbc-hikari	3.1.0		5be8d601de5f057978c51ccb8971f324f60e2f55
io.micronaut.sql	micronaut-jdbc-hikari	3.1.1		2fe2d624384d9a2f1ee2891906618358969a3222
io.micronaut.sql	micronaut-jdbc-hikari	3.2.0		e416d8859b9f700efb7c81f32d3eaf4d63d357ad
io.micronaut.sql	micronaut-jdbc-hikari	3.3.0		02e9234f26f439ddb2e2dc6f30d163d90690778f
io.micronaut.sql	micronaut-jdbc-hikari	3.3.1		7973864c9dfffc3bb8c3309e724dc4fa1ba19613
io.micronaut.sql	micronaut-jdbc-hikari	3.3.2		bf37fd294b5013b94808a32cd39a2dd3a71a13a2
io.micronaut.sql	micronaut-jdbc-hikari	3.3.3		1746870872cb2b6e98b23631f0ac7e41b82adeb1
io.micronaut.sql	micronaut-jdbc-hikari	3.3.4		64fa8f2dbd4dded590651ec563d58f0a1aeb7a01
io.micronaut.sql	micronaut-jdbc-hikari	3.3.5		c29d4cbae8bc48e1e02998a6b45206c778f3d8ec
io.micronaut.sql	micronaut-jdbc-hikari	3.4.0		7b42ca5865c72a5e1fb2d88f5442996fc728a2d4
io.micronaut.sql	micronaut-jdbc-hikari	4.0.0		33dddd8a28ded81793f9af11c466c9ecc596138b
io.micronaut.sql	micronaut-jdbc-hikari	4.0.0-RC1		431a4bb119dd5a15760737179953a78a7203ab15
io.micronaut.sql	micronaut-jdbc-hikari	4.0.0-RC2		63bc1eb0821d4d1aaed33a21b813fb087c180728
io.micronaut.sql	micronaut-jdbc-hikari	4.0.0-RC3		dc143b6a32d193f7e2afd343af323dcf7e6e181c
io.micronaut.sql	micronaut-jdbc-hikari	4.0.0-RC4		cd98bc7ccb6b5395fe79ec18d39645cd78fac8ca
io.micronaut.sql	micronaut-jdbc-hikari	4.0.1		b30613d9fdf65e0947b76dedb7c29c49f6b09d03
io.micronaut.sql	micronaut-jdbc-hikari	4.0.2		fcb068ad71edf75b9e88c4194619bb476aca7d08
io.micronaut.sql	micronaut-jdbc-hikari	4.0.3		ca44901ec7f04ba370add60a3bc4f9f2e6622bd3
io.micronaut.sql	micronaut-jdbc-hikari	4.0.4		d4077dd67911a24314ebe907341da8112669cbab
io.micronaut.sql	micronaut-jdbc-hikari	4.1.0		ed90f13edd40137df28235ce14c5df47e153faaf
io.micronaut.sql	micronaut-jdbc-hikari	4.1.1		d7748b7a0114200fc23ccd302faabd97b26beef7
io.micronaut.sql	micronaut-jdbc-hikari	4.2.0		5f9f0fc4e7ebc57657bcc3c536a2a1548953b17a
io.micronaut.sql	micronaut-jdbc-hikari	4.2.1		d9e651c0bd0a4b8b9144ac9ed2300e45329b11b3
io.micronaut.sql	micronaut-jdbc-hikari	4.2.2		48b9db6cc0578b43c0405e946114ccf67bb0e0e2
io.micronaut.sql	micronaut-jdbc-hikari	4.2.3		80400d153819f6f0c9a954160a8dcd60c60fc4b0
io.micronaut.sql	micronaut-jdbc-hikari	4.3.0		2990d04c6e6c5e4420f2d3e8ade6bc241b29c8f9
io.micronaut.sql	micronaut-jdbc-hikari	4.4.0		2c9cabb246c93dd334b0e2ecc6dfe6584efb1e06
io.micronaut.sql	micronaut-jdbc-hikari	4.4.1		ec84ede571f28858b68eacc1c4541154d5bde93e
io.micronaut.sql	micronaut-jdbc-hikari	4.5.0		40dfd60c82d01e60b4e3af38617f568e7dcbf41b
io.micronaut.sql	micronaut-jdbc-hikari	4.5.1		91a151fd1747b23c01ee9f017465064b7be8f41f
io.micronaut.sql	micronaut-jdbc-hikari	4.5.2		d5a7b237e4f7690866c8659ef721a71858ae349f
io.micronaut.sql	micronaut-jdbc-hikari	4.6.0		b760ad1aed92d720877f96e065b30aaebb1f2907
io.micronaut.sql	micronaut-jdbc-hikari	4.6.1		301f84dd1b66a8b9a7451b8be837cad0ff342ede
io.micronaut.sql	micronaut-jdbc-hikari	4.6.2		1e0e23c402c9949c1145c220847fc0c604f8c6c8
io.micronaut.sql	micronaut-jdbc-hikari	4.6.3		77c58fd75bdd42288cbd4eaf5b66deaa59508958
io.micronaut.sql	micronaut-jdbc-hikari	4.6.4		fa948f89e6af13f07ef84b06b7e9ce6659c65fbd
io.micronaut.sql	micronaut-jdbc-hikari	4.6.5		b7e1eda8dec8cfbedd2ee4e063bec83e90855c80
io.micronaut.sql	micronaut-jdbc-hikari	4.6.6		90e4920231ad52e309f67963e22ce8f52b5e9002
io.micronaut.sql	micronaut-jdbc-hikari	4.6.7		c842ec200298310b71b52945368c644f96c4e6a7
io.micronaut.sql	micronaut-jdbc-hikari	4.7.0		ebc88d1ece908f748b7d9fce5de46467f37d4a32
io.micronaut.sql	micronaut-jdbc-hikari	4.7.1		7375c4477c7f43cf166accd132446a216a60d0ed
io.micronaut.sql	micronaut-jdbc-hikari	4.7.2		584c5c4f16f676d9be443023f953d83adc2b7371
io.micronaut.sql	micronaut-jdbc-hikari	4.7.3		317036e7723d1f0b54df449a083723c1733d878c
io.micronaut.sql	micronaut-jdbc-hikari	4.8.0		a1345956d91a8812ea4268f5c7c032f034f7e295
io.micronaut.sql	micronaut-jdbc-hikari	4.8.1		0b338a4677013b84e3a098d0a99b9b00e27d6dac
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0		cf9a49e5e70b5efd040a87150e0a8a5629a52233
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M1		b89154d84a6ec264679b13bb31c780dcc5901104
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M10		55700433b91251eecb5a253b6d3b26d464f656cd
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M11		3e38fd67056e33f3b096f3d7e1b05a1b5d6b36c0
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M12		e0a16d092ef9cbad3a5ce94cb77585e9556a814c
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M13		720459157f9df5510f558696cb45e2d13954cc85
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M2		ce7b706b80e1905f9995cbb45fc6eb668fed4974
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M3		8fe7f0da3fcca903a696046459f3e271d8407eac
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M4		7e77995242b1da829859cc18dba547ae5a33ab51
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M5		600bc00034ed5ddd401cf6aaac48aeb8b66382a6
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M6		26c18fda1b62f65da09fe73e917b426452d4ac9f
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M7		1429f763be5b6ff2cd8cfefe44fa9056721d7173
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M8		206724a7d12a9392a2f127284ef5a5ac3d4111c2
io.micronaut.sql	micronaut-jdbc-hikari	5.0.0-M9		22f1eaf6411a4309168f7800854c8dfbce3292aa
io.micronaut.sql	micronaut-jdbc-hikari	5.0.1		1de89490cc2603b76213bded39970056633177ae
io.micronaut.sql	micronaut-jdbc-hikari	5.0.2		119bf8ae7927e2247c3357741b06c41a17aa70ce
io.micronaut.sql	micronaut-jdbc-hikari	5.0.3		6ab0b87ebc52ecb739b9bb895d5c7a0c8df6bf6a
io.micronaut.sql	micronaut-jdbc-hikari	5.1.0		6ec59a63a5105c38e9649dda1b730b9428d5f465
io.micronaut.sql	micronaut-jdbc-hikari	5.2.0		63ee1a3c1676c3b51d2d3b7d68fcc6a79fb89a41
io.micronaut.sql	micronaut-jdbc-hikari	5.3.0		18bf3a4a86cefc6eaee6903a9d548d9622975f8b
io.micronaut.sql	micronaut-jdbc-hikari	5.4.0		47f66392d66890ed357286deb269ce3c9b643caa
io.micronaut.sql	micronaut-jdbc-hikari	5.4.1		f9b884da431e5098b840424d818c09ffb213d540
io.micronaut.sql	micronaut-jdbc-hikari	5.5.0		1cb71448949636d9f655ea85d3594d45c97d7458
io.micronaut.sql	micronaut-jdbc-hikari	5.5.1		d0cb318ecf974b2b23317e48a1f98eedd25b79c9
io.micronaut.sql	micronaut-jdbc-hikari	5.5.2		ddcd2be10913d3ebdfcff211314bb376841f68a5
io.micronaut.sql	micronaut-jdbc-hikari	5.6.0		74f8c9057fa972fc59a50ca2614c398cec5e143a
io.micronaut.sql	micronaut-jdbc-hikari	5.7.0		7521f89a3303c4f298bca2a29f6cbb45e30a5e63
io.micronaut.sql	micronaut-jdbc-hikari	5.8.0		8f1cbd8d4c97a5ff8c504a6c32eed46073fa9e47
io.micronaut.sql	micronaut-jdbc-hikari	5.8.1		d011857f4a4e32c9e14091e3e4e5f1a534fc6182
io.micronaut.sql	micronaut-jdbc-hikari	5.8.2		8bf4492739a40f2068c1e0f27569125c0dd52124
io.micronaut.sql	micronaut-jdbc-hikari	5.8.3		5fcab6beea0c15465e23b7b7e696739df7a47d07
io.micronaut.sql	micronaut-jdbc-hikari	6.0.0		56d59c83c6a3e7bac30aee432e19af66395f0f1c
io.micronaut.sql	micronaut-jdbc-hikari	6.0.1		d71990245edbcc73bd66afda493fbc35506143a6
io.micronaut.sql	micronaut-jdbc-hikari	6.0.2		52245f0c1ac100301f2a50a2dc21863d4afc6a8b
io.micronaut.sql	micronaut-jdbc-hikari	6.1.0		caecd3ecaa411ffa966ad50453b4932073122403
io.micronaut.sql	micronaut-jdbc-hikari	6.1.1		4b41aff7c93900966d2c2c8e3eeb3bc799fadbc9
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.13.0		337e6e74ecab733f46e3fb529a5dfd7d16a45c33
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.13.1		4cf13add0d429d99a5ffdb83763515d7fb24c1d3
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.14.0		701859801f513bed153b4ed9fa85fb841133326e
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.15.0		4f39ea035e26704184137f98a14de8c494d902ca
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.16.0		78204ef8be1683f8bc0a49044d823465d54d6cdf
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.16.1		2bcc477577366e9871ef7e718283a43c9b1f5201
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.16.2		ad515c6bd58146535d59e0ee584da40db84731d2
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.17.0		c135b26a9f389d7700220a7e6d2df56239631e40
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.18.0		21fa98eec397d1948bfe0e6e886077436ba5cff9
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.18.1		639af81bb93ca51ef81e08c9e0386bdfcf8501e1
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.19.0		4494f26e2e83225bae586822e8b1b0c803ac84cd
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.19.0.alpha2		1a2ca1d0b39c97f33a8d341b5970e31b4e1182c6
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.20.0		08b30f9187b359685638a6e54b7164fa9d6152f1
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	2.20.1		ed16e86dad00d7cbe59cd58a8e9fb0ec8d611272
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.0.0		8d2009965b9c221431420e93069e498a4d49cbfa
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.0.0.alpha1		d0b95b7832880cf9f3ac9c65d04c4dbe54541995
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.0.1		e3e00dfe329e975718069781710145c478018788
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.1.0		519a29f76ea50ba9f08496a875ceaa9d6e6607e3
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.1.1		acb0f2511634fa1422b1c733fd752186df098c2f
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.2.0		516403504e5b73c06c195c6ab4179975f5412bf8
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.3.0		8685e3ca60a3efc39bf612e53d3fa4b6fd2697fb
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.3.1		bcf93859f707df40a0170c02cf1c3bce37f252a7
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.3.2		9b6c564cafc17d22939f7c5fa980106f026ddc10
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.3.3		d273577e176812becf867558ace4ae02b62d7ac3
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.4.0		89e861f00a77cd0262787fc8b2828a901b232167
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.4.1		34916d3c1da29661543fd09ea23edc3d9abaacb7
io.quarkiverse.amazonservices	quarkus-amazon-cloudwatchlogs	3.5.0		60208d8758bb78a11d547c7f959edfbe53a13949
