ch.exense	script-dev	3.6.1		N/A
org.jboss.resteasy	resteasy-jdk-http	7.0.0.Alpha1		e2ac9bd1110ff7a7dc7b3ae92f38e0610c5bb730
org.jboss.resteasy	resteasy-jdk-http	7.0.0.Alpha2		d6886032efa98ec0702a5ed4d1d97483ed5cb8d9
org.jboss.resteasy	resteasy-jdk-http	7.0.0.Alpha3		5d11611c534bcdead5078d91930358605108e6b6
org.jboss.resteasy	resteasy-jdk-http	7.0.0.Alpha4		ca33a36bb9cdd5206c06ac3238e25e8fd3c42d58
org.jboss.resteasy	resteasy-jdk-http	7.0.0.Beta1		0141fb59f462e6b457ea7963de72dd774eb524d2
org.jdklog	jdklog-core	11		ea9fcdd4768d4ec99675d986b0967125a81761cd
org.jdklog	jdklog-core	11.0.1		5acbcd5c1260164857db09db1ea14653cdf9777e
org.jdklog	jdklog-core	11.0.11		eb11a2244603076ac2df1fa892f4bbe6ff471bbe
org.jdklog	jdklog-core	11.0.2		8fac25f59f3946deb5530463c7d4260a7dbd3f33
org.jdklog	jdklog-core	11.0.3		6e04bbb4b54228a7696bd96c1247db2818b845b3
org.jdklog	jdklog-core	11.0.4		3df22165b72c8f9ac0320981e7c1605bb98ab359
org.jdklog	jdklog-core	11.0.5		faf0a89d22201360ee56d8235a6db480c451920e
org.jdklog	jdklog-core	11.0.6		21e7eead66d370aebe63033dcdae1bc7c09725ef
org.microg	address-formatter	0.1		22de773a42f42b4983b572406e33833b866c3ff1
org.microg	address-formatter	0.2		489e9e55bb89b8b4c49abdd0981b2b34b7ccbcbe
org.microg	address-formatter	0.2.1		3de5532fe15e6fe4a913353f3995990460bf5620
org.microg	address-formatter	0.3.1		446719eb0e1d83496fca42a1962f0d1327c6e4b5
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.10		2ed44a2b24aa4cfadf1ac7a913215c787359b5d9
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.11		c974a9caa1e8ea0f05ec4cd60bb6aa731e342dfd
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.12		ed3c832277b8aa7c428f438854042138b0c613d0
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.4		004ca3b669b7bc1c8a13601fdf5ca970ae570abd
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.6		9e678189c19d810f1affecce18a4b4cb4fbab44c
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.7		72f79aa1eb3ea881e4b5a0b1bd29b6eaf18ffa88
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.8		184c248002f1a28e774a8b24ef715af4eb7ab034
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.8.9		6d5fe58c3a0ca46be3ed65c03c6ab6ecccb631a4
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.9.13		d96e667e985134d87a53fe147b76ddff904413cc
org.mobicents.resources	restcomm-slee-ra-jdbc-docs-sources	2.9.14		99b53617046c494389faf7fdc94a3d07e6b8581b
org.molgenis	molgenis-data-security	5.0.0		be8a9e5111514675480dd4b9290841f5c6ff81ca
org.molgenis	molgenis-data-security	5.0.1		24e464b5bb6c5f4b6c2baa7ae7ddcc5b0c6e7a9c
org.molgenis	molgenis-data-security	5.1.0		a389d58d7d8f57586cd3a0f41bce72ffc77c0de9
org.molgenis	molgenis-data-security	5.2.0		bc7e5f891c7699fc0633f434ea3d8e19d99d41ac
org.molgenis	molgenis-data-security	5.2.1		cb690ccd4fee5310bebf60692371d8b6914d3de1
org.molgenis	molgenis-data-security	5.2.2		6b8317b305774611274c99fc218493af6b51a68a
org.molgenis	molgenis-data-security	6.0.0		454af833f4c2d9f8b1e215130fe2b26f82017897
org.molgenis	molgenis-data-security	6.1.0		7342e28906178c1e8362ac1d93539c222942eea3
org.molgenis	molgenis-data-security	7.0.0-RC1		d585f15896b7b6ad8011dec98127346be4a6deb1
org.molgenis	molgenis-data-security	7.0.0-RC2		ce8cb7489e5a1afb8861ec25704e66972390db80
org.molgenis	molgenis-data-security	7.0.0-RC3		a47bca1385dce6de1b3a217d77b0a9cabd90188f
org.molgenis	molgenis-data-security	7.0.0-RC4		0591749a33f26d7e1c15c189663ba05ea42cf7a5
org.molgenis	molgenis-data-security	7.0.0-RC5		e678f8bf26386e0f92a5901c5ac6ed969dc5845f
org.molgenis	molgenis-data-security	7.0.0-RELEASE		cf771e0b17f01adacdec4e715d7e993fa2c1d2ca
org.molgenis	molgenis-data-security	7.1.0-RC1		01cd1f2ec8f89e952bfd670baa1f968f81a888be
org.molgenis	molgenis-data-security	7.1.0-RELEASE		a84a3297940732aa602d55fd3de7944e408f66c3
org.molgenis	molgenis-data-security	7.1.1-RC1		016b7b8be3b3a185d4aaac90a8706a3a2a95cf63
org.molgenis	molgenis-data-security	7.2.0-RC1		0a478c65f65a8a1276b20c2f56b78a0cf35d5435
org.molgenis	molgenis-data-security	7.2.0-RC2		affb56914220a4987f0d4bc44a3c696f26d6f9d8
org.molgenis	molgenis-data-security	7.2.0-RELEASE		b6e7390010dbd779fc4dcc54b13cb5e9dbe4559b
org.molgenis	molgenis-data-security	7.2.11		00fd7959e459e3798203f22707954412284b948e
org.molgenis	molgenis-data-security	7.2.14		c81d2fa193a1ae99c64220ea0abe598a3c38ae3e
org.molgenis	molgenis-data-security	7.2.2		3f4908bc80bc6d6da38c5cb03af6c91b1e66a275
org.molgenis	molgenis-data-security	7.2.4		a64d384b955bf5e2c49eeec1c0d3fd4cb1963c50
org.molgenis	molgenis-data-security	7.2.7		53c75f747226ca1d5cea987c755bfa611fd237ea
org.molgenis	molgenis-data-security	7.2.8		1996a6c93120a25dbb2f19fbe42a32130b898307
org.molgenis	molgenis-data-security	7.3.7		d73496d9c10abbb6f6026a080860497911d21dd6
org.molgenis	molgenis-data-security	7.4.1		e5561c70a6a7b68e9d75a7418cff6664be5797a4
org.molgenis	molgenis-data-security	7.4.8		dab9e1ebaa9ffd8a65287324a8b117b77415957e
org.molgenis	molgenis-data-security	7.4.9		a21e12b5fc16932ce65d14f54d5816588ae89753
org.molgenis	molgenis-data-security	8.0.4		32c8313fde6d06b71ad752a358ae3b8342fa8479
org.molgenis	molgenis-data-security	8.1.1		caeb5e887a00f1dde329c573fbb80bed27cd5b18
org.molgenis	molgenis-data-security	8.1.6		e2dbb69629686e9d672e2e998c689cf6bf3f4db8
org.molgenis	molgenis-data-security	8.1.7		bfd4c9df18bcff9009d1e9852b1b46046f0031ed
org.molgenis	molgenis-data-security	8.1.8		0d84a67ae811b6dd6c8f69bc94ac8004aa6515fa
org.molgenis	molgenis-data-security	8.2.1		e012673f791f221abf1d49c476e04f6d44bcb02c
org.molgenis	molgenis-data-security	8.2.3		7d36a7f8398b7c5a91a2a096c83ac37e0f888e0f
org.molgenis	molgenis-data-security	8.2.4		1537f1553af48f8ded313f9cc16af70a0434dc69
org.molgenis	molgenis-data-security	8.3.10		308fc527d42489940aa67f4d479ba3050aa80c0e
org.molgenis	molgenis-data-security	8.3.11		2e41aa5eebb1e7c31d8a94d4f861f3390d32585b
org.molgenis	molgenis-data-security	8.3.4		a41e3f4cb3eb4c22f676a0ac4df51f72582981df
org.molgenis	molgenis-data-security	8.3.5		a83e04f0146cafc1f2e284aec91a44b3e0c31332
org.molgenis	molgenis-data-security	8.3.6		d3a01b5d0218bffa1570631e8919fc30d6ca5a0d
org.molgenis	molgenis-data-security	8.4.2		de4c2e0a3f286e5712ec1c873eed40997cee3dc6
org.molgenis	molgenis-data-security	8.4.5		f4f11cba4c7c7124fccfc73e1dc991d82369a398
org.mongodb.morphia	morphia	0.105		69c28afc18acd162d4f1b37610b80217378a3bd7
org.mongodb.morphia	morphia	0.106		2721a2557189dae2ef53eeab35a6b850b1714e5d
org.mongodb.morphia	morphia	0.107		9bfea760103724b4cb4dde3a8b6b1047e582467f
org.mongodb.morphia	morphia	0.108		a96599c967e4fb56bd6d838d03eb69825b36424a
org.mongodb.morphia	morphia	0.109		22763e1e441706fd04abe0337a3bfbb100f35b24
org.mongodb.morphia	morphia	0.110		dad7bb1d4ef09541b3b633e90ff2b93a8df73f1e
org.mongodb.morphia	morphia	0.111		6d60dde80071e6eeb5fcadda90b35c36b6db5eea
org.mongodb.morphia	morphia	1.0.0		aa2fa37ea380e926e329275e2ab9ed8e6b4605eb
org.mongodb.morphia	morphia	1.0.0-rc0		d36ad231c19ed01fdb3a9471fe50665adbebb0b6
org.mongodb.morphia	morphia	1.0.0-rc1		ba6e6ec581eeb5c9963f3206421352742be648d3
org.mongodb.morphia	morphia	1.0.1		f399b7aa324b5a4e09db3fc306fab9ebd6f27d72
org.mongodb.morphia	morphia	1.1.0		9c42a813d09c7fc332e5be6bfa795dc6a9fc0e98
org.mongodb.morphia	morphia	1.1.0-alpha1		85e09ff54a0b3ac32e34a558d8882b4148ba1934
org.mongodb.morphia	morphia	1.1.0-alpha2		e1fd710ea2f1bc91e87869d2e966618f7f063ef7
org.mongodb.morphia	morphia	1.1.1		2801fcf2ee819a7fa7f7d9ca934f992c50e1e639
org.mongodb.morphia	morphia	1.2.0		e5a56b815c7dd26209bc4a3085862afdd2e498a7
org.mongodb.morphia	morphia	1.2.1		3893686aa70399924dd0e50211667e270798143e
org.mongodb.morphia	morphia	1.2.2		643458192575a6c1b5e8123151fe71b44ba76e2c
org.mongodb.morphia	morphia	1.3.0		b09ef04d63f5670b827a129f2a5cdbee6e2b8782
org.mongodb.morphia	morphia	1.3.0-rc0		a6ac4456e32f253509607cef25362735376cd951
org.mongodb.morphia	morphia	1.3.1		40761698da0488e4051e3841863f616205fd0fdb
org.mongodb.morphia	morphia	1.3.2		d092af507a8fdafb90fee3a16b24d5cdf1628544
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.3.1.v20110307		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.0.RC0		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.0.v20110414		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.1.v20110513		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.2.v20110526		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.3.v20110701		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.4.v20110707		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.4.5.v20110725		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.0.RC0		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.0.RC1		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.0.RC2		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.0.v20110901		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.1.v20110908		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.2.v20111006		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.3.v20111011		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.5.4.v20111024		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.RC0		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.RC1		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.RC2		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.RC3		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.RC4		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.RC5		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	7.6.0.v20120127		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.0.M3		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.0.RC0		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.0.v20110901		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.1.v20110908		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.2.v20111006		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.3.v20111011		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.0.4.v20111024		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.1.0.RC0		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.1.0.RC1		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.1.0.RC2		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.1.0.RC4		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.1.0.RC5		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	8.1.0.v20120127		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	9.0.0.v20120203		N/A
org.mortbay.jetty.testwars	test-war-commons_logging_1.1	9.0.0.v20130315		N/A
org.mvnpm	esbuild-plugin-tailwindcss	1.2.0		ff1917c821a2e0a995f47763f75411e787a309fd
org.mvnpm	esbuild-plugin-tailwindcss	2.0.1		8cf33054283282300e27709f6ef2de5d780d88de
org.n52.sensorweb.sos	client-controller	5.0.0-alpha.10		f8368c97a9f06aae82fa1cf7730d4a8bc56515f1
org.n52.sensorweb.sos	client-controller	5.0.0-alpha.2		aef16f9f07e67520e3eb9b4029977187947232c7
org.n52.sensorweb.sos	client-controller	5.0.0-alpha.4		ebea63385f1c75d4b3a085af88e5aa5ebceff54e
org.n52.sensorweb.sos	client-controller	5.0.0-alpha.5		36049ea6bbd978977e861d9f298178fb4a18be14
org.n52.sensorweb.sos	client-controller	5.0.0-alpha.7		86a5d11b781b5dc17a0ecd67f420fdcdb898263f
org.n52.sensorweb.sos	client-controller	5.0.0-alpha.8		58aed1b3821ac68e5e7f8766def709c5497c2fff
org.ojbc.bundles.intermediaries	person-health-information-search-service-intermediary	1.0.0		b618db987436e6776440133a04214cd11e7c8e91
org.ojbc.bundles.intermediaries	person-health-information-search-service-intermediary	1.0.1		563d552084d8a712003968f916d6f6c8e0c4e5e8
org.onosproject	onos-yang-compiler-tool	1.12-b1		cb9ce3a74450fe34c240855a8daf169e035f4c27
org.onosproject	onos-yang-compiler-tool	1.12-b2		5f8962951b99181dd80db0e22bcc16a4e26ed2a6
org.onosproject	onos-yang-compiler-tool	1.12-b3		b5c9fa8436b549fcb0a3123476b9f9e410771e23
org.onosproject	onos-yang-compiler-tool	1.12.0-b4		9438c9e91abb905b9807e46eb588986da8a35658
org.onosproject	onos-yang-compiler-tool	1.12.0-b5		230b2b17e6efeeff99d2144502fc8c39f17c6fee
org.onosproject	onos-yang-compiler-tool	1.12.0-b6		dc839b6fb5b001d8968475f8b15efc8fa36efc3d
org.onosproject	onos-yang-compiler-tool	1.12.0-b7		57ee8cd7d10cab51d7dc29d62cd6dab78f083f3b
org.onosproject	onos-yang-compiler-tool	1.12.0-b8		47c8bf64a81a9d8ca5586117489979056f78b849
org.onosproject	onos-yang-compiler-tool	2.0		d8de2984aa8b728b6f24bbdfa049fef96b21ecb3
org.onosproject	onos-yang-compiler-tool	2.1		5296f221a59395f1c9c29b0fd846a5ea9d5f0523
org.onosproject	onos-yang-compiler-tool	2.2.0		4d7af90faf7f6f95901af52a83b58f53d7185c17
org.onosproject	onos-yang-compiler-tool	2.2.0-b1		b7e4531513e9eb09a549e31d8c86e6e6c6f74d5b
org.onosproject	onos-yang-compiler-tool	2.2.0-b2		c7d9d2d57f540088ec84462726e15b00c99fad1c
org.onosproject	onos-yang-compiler-tool	2.2.0-b3		a3d9e925c2f291a4d83bba9966bfc9352f0cb926
org.onosproject	onos-yang-compiler-tool	2.2.0-b4		2f3423e751cad3a9463d2acdebf9ba3d642e4ce1
org.onosproject	onos-yang-compiler-tool	2.2.0-b5		ea062e16dbb466b0fc6e1c86b010ea5b474ce362
org.onosproject	onos-yang-compiler-tool	2.2.0-b6		446950876d7af3730ad7127ee323467fd54bb4bc
org.onosproject	onos-yang-compiler-tool	2.3		5c9802632f090b8df6aee808c78c78593726f791
org.onosproject	onos-yang-compiler-tool	2.3.0-b1		051fd5c4c2e9539c9a228c1ab281870966d5faa5
org.onosproject	onos-yang-compiler-tool	2.3.0-b2		9acc2d0a8e2fc07e6e60941cba5894ec17f81192
org.onosproject	onos-yang-compiler-tool	2.3.0-b3		cf4e367316711f5a065cc69202ba17601930d8ea
org.onosproject	onos-yang-compiler-tool	2.3.1		3db5408fa73df0138ad61ca9bb2e0b1c7afa6372
org.onosproject	onos-yang-compiler-tool	2.4		9479a1611062b181a5489a77ed08d6d70cfe1290
org.onosproject	onos-yang-compiler-tool	2.4.1		40239ae2701d02b5da27de819f4d4ea0a3738869
org.onosproject	onos-yang-compiler-tool	2.4.2		3f6d7ac2212eaca8d6da1a153bf9281c544b1509
org.onosproject	onos-yang-compiler-tool	2.4.3		ee808877b590cbbba149a537cc3ea54ec06e6a35
org.onosproject	onos-yang-compiler-tool	2.4.4		21f444b9750597dbabc746954baa9c99da024249
org.onosproject	onos-yang-compiler-tool	2.4.5		f60676b07eb0d65e33e3de43bb3b3aa926f518c9
org.onosproject	onos-yang-compiler-tool	2.4.6		a56226831a3ce14f3cbdd332095450797a52eb12
org.onosproject	onos-yang-compiler-tool	2.4.7		e982dfcd37fe48e1649a9f53cd3781506a8a5af0
org.onosproject	onos-yang-compiler-tool	2.4.8		7d26bfdcba470e62300cb2093c80505a40b14d09
org.onosproject	onos-yang-compiler-tool	2.5		dcb4fa62bdded36d1854897850178625bfdf2432
org.onosproject	onos-yang-compiler-tool	2.6		95d5374de620d422b72bae47ae32d36010daaac2
org.onosproject	onos-yang-compiler-tool	2.6.1		5a6f03c34d191a7470b83c6ee987867445b65a67
org.openrewrite.recipe	rewrite-sandbox	0.3.0		e38f695b0c69ba3f28b6bc19afcb84df1fab937e
org.ow2.easybeans	easybeans-component-carol	1.0-M6-JONAS		ee62f20e6b4d0972de9b0be125c820f576dee22e
org.ow2.easybeans	easybeans-component-carol	1.0.0		c40f831092291bbac156bd6dd0d53325cc7a31b4
org.ow2.easybeans	easybeans-component-carol	1.0.0-JONAS		b6afe7e0e8f44927f712ee4bfc3eb7973dabbe72
org.ow2.easybeans	easybeans-component-carol	1.0.0.RC1		ce5b457a0d7dc3e73ccc4f29ff10c7708bed1a0f
org.ow2.easybeans	easybeans-component-carol	1.0.0.RC2		c8b3a5afb1222ead9a714a43caffb65b2561e9d9
org.ow2.easybeans	easybeans-component-carol	1.0.0.RC2-JONAS		8cf177e4cc426871e2a42c97b725d86da7007cd8
org.ow2.easybeans	easybeans-component-carol	1.0.0.RC3		f65748b9027b8e1a1386be9c8d86b5229cf23cf2
org.ow2.easybeans	easybeans-component-carol	1.0.0.RC3_JONAS		8a346d93bf838f7b4c29f02a73363775539e0dff
org.ow2.easybeans	easybeans-component-carol	1.0.1		e0ee4c785feafeb7fe5aa7fe5176deb8cba5538b
org.ow2.easybeans	easybeans-component-carol	1.0.2		eb908c5f59dae9a1e2bae1c0ed36919e56eb52b6
org.ow2.easybeans	easybeans-component-carol	1.1.0		28b7e3f259e8fe377f4a0c5d74e965957198ab89
org.ow2.easybeans	easybeans-component-carol	1.1.0-M1		2b8b1f7963cfca2eddeeb27378c8cefdd6002577
org.ow2.easybeans	easybeans-component-carol	1.1.0-M1-JONAS		b879c6e09dce9d964285e53ebabc5a8a690acada
org.ow2.easybeans	easybeans-component-carol	1.1.0-M1b-JONAS		0b87a7ff96b8035a26344ceca4ad6cb17184263b
org.ow2.easybeans	easybeans-component-carol	1.1.0-M2		3903134407b159c5444ac174a350add67a97e099
org.ow2.easybeans	easybeans-component-carol	1.1.0-M3		a507a7929f0612488f8d0995003aebc238ea2b47
org.ow2.easybeans	easybeans-component-carol	1.1.0-M3-JONAS		6db31f4c50bdcd43c6fd6b7ed6e88ba5186dda24
org.ow2.easybeans	easybeans-component-carol	1.1.0-RC1		3c6ce1a7f0bc7148c8264d0e1ea7ce52b73a9725
org.ow2.easybeans	easybeans-component-carol	1.1.0-RC2		f967855a20ff5fad867ee27746c9869fc0940acf
org.ow2.easybeans	easybeans-component-carol	1.1.0-RC2_JONAS		a046c330694bfbdbf9516063f6d6ddb8eb31f746
org.ow2.easybeans	easybeans-component-carol	1.1.1		10d8a822ef57ac8c696c95927a20b25b0af42cd4
org.ow2.easybeans	easybeans-component-carol	1.2.0		771596eef02c0fff79b667a340bbfa3435895213
org.ow2.easybeans	easybeans-component-carol	1.2.0-M1		00be72e3b6ea2e5f3de68039004ee7897363a9c8
org.ow2.easybeans	easybeans-component-carol	1.2.0-M2		33778bbf93d8f92ad36c647c7b591ad0f0eee4e2
org.ow2.easybeans	easybeans-component-carol	1.2.0-M3		10623529f9e92d6cfed1124a998e6893a4ec75fa
org.ow2.easybeans	easybeans-component-carol	1.2.0-M3-JOnAS		50432aa630520f92139eec3e43ef0831dd95be89
org.ow2.easybeans	easybeans-component-carol	1.2.0-M4		83cd1caaa3d37aa434762b80832a9ca539ca9fbc
org.ow2.easybeans	easybeans-component-carol	1.2.0-M5		d30bfe92814c535e32b40818e36958864b200650
org.ow2.easybeans	easybeans-component-carol	1.2.1		78b4f11b8671a7d4ab67fe1354a2b732a96dbe9a
org.ow2.easybeans	easybeans-component-carol	1.2.2		bda2a5ea5732742109029a2da951daaadc4f2eab
org.ow2.easybeans	easybeans-component-carol	1.2.3		2713f1af22f34e6e9d70cdff7f2eaaace17e35d6
org.ow2.easybeans	easybeans-component-carol	1.2.4		848d20f2da6425b3abb4191b7fb89e499efeae74
org.ow2.easybeans	easybeans-component-carol	2.0.0		ec20499131a3fc656dcd394f4b6284fb533d8308
org.ow2.easybeans	easybeans-component-carol	2.0.0-M1		505b730ea805b7de94ebb94c232f93dd6ea2d446
org.ow2.easybeans	easybeans-component-carol	2.0.0-M2		3ffb5df0e700a13640653612c3b07a19c2befc63
org.ow2.easybeans	easybeans-component-carol	2.0.0-RC1		3d5823bc14174e11e145a2addb73cfe971253851
org.ow2.easybeans	easybeans-component-carol	3.0.0-M1		a432e7b738b527e8fc6fa0d257d28a4a81b780ce
org.reactome.release	release-common-lib	1.2.0		be6cbd048e157c99da72e43bbe571cb588ba6f80
org.reactome.release	release-common-lib	1.2.1		1c0907664553592aae8bd8f2f81d1238ad078342
org.reactome.release	release-common-lib	1.2.2		add58ce256bab32f66d4719015fe4c18b52d1a80
org.reactome.release	release-common-lib	2.0.0		2f39760236ba105a98be6543dc635088937d1f97
org.scalatestplus	junit-5-9_2.10	3.2.16.0		d76ddd66515cbb65e9119fc5d0515bdff4c9adf9
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M1		8a60715d24741609ccee855e7f5bf7225e6aac7f
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M2		404988d4f2d8f90db95c341175cfcd6a0efee5de
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M3		0eb3e3f30f9e3644cbe9852919c8827f36dd591a
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M4		bec58aa4f9a22e142b21716a6770a42e778ee1ca
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M5		b18bb03ecf4320bb74f1beb7ef161fa01f717918
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M6		ac1bfefc68d973ce232a2ce72cf8a8ea5392f9b6
org.scalatestplus	junit-5-9_2.10	3.2.16.0-M7		b7cbe87f330b50807dccf5ee3dac9ee7c2a93f8f
org.scalatestplus	scalatestplus-mockito_2.13	1.0.0-M1		3e8b0d982a12969b61f8c535db55b9e10af88863
org.scalatestplus	scalatestplus-mockito_2.13	1.0.0-M2		d9b754b7f3dd65e539cb4fc2df9fb01f06d52727
org.scalatestplus	scalatestplus-mockito_2.13	1.0.0-SNAP5		ef49b5cf46a65971cfa1b4e48e1d41453acede8f
org.scalaz	scalaz-core_sjs1.0.0-M5_2.11	7.2.25		8693edc52d6990686d91d2f8f8463f312df945a2
org.scalaz	scalaz-core_sjs1.0.0-M5_2.11	7.2.26		1f64ff00374d13489467dad04165627211e6b3f9
org.scalaz	testz-resource_2.13	0.0.6		ef3e528c1a8e33405040eb886986d85134a8de16
org.spark-project.hive	hive-metastore	0.12.0		66dcce171d97d83caaca9d6aca20e99fe9c25398
org.spark-project.hive	hive-metastore	0.12.0-protobuf		d0e8d684ecd6687245a02ac110ed720dde35fd74
org.spark-project.hive	hive-metastore	0.12.0-protobuf-2.5		a3658f4c91cb4d4ee09f23c7742df503bb59dc7e
org.spark-project.hive	hive-metastore	0.13.1		6e53a2eeabe38c5c39ddd22976567563202b22c5
org.spark-project.hive	hive-metastore	0.13.1a		89008924cdcab64358c0b743a1570cf367087460
org.spark-project.hive	hive-metastore	1.2.1.spark		4d3b276c28ccf5681a337389f0556a8fb7451515
org.spark-project.hive	hive-metastore	1.2.1.spark2		1fde9720e4ead8c07b28c45011e231277c79b7a1
org.webjars.npm	babel-cli	6.3.17		0f6e10f4fec914dfe7a41ba97d98a22fe68e3d1a
org.webjars.npm	babel-cli	6.4.0		9240dadcd10915d526d7015d607dc365b2a97187
org.webjars.npm	babel-cli	6.5.1		f3762f558f566ce2dd72281a13e80be944175f71
org.webjars.npm	es-object-atoms	1.0.0		1cbf637d39b5283f5d18bd474dc4d3ecea555933
org.webjars.npm	es-object-atoms	1.1.1		7f6161945b94ab33621fc2f1d87b05b039dfbfc5
org.webjars.npm	updeep	1.0.0		fd62e2d54e60708e9ace7c374d917fc977a08140
org.xtuml	mc	1.0.0		N/A
org.xtuml	mc	1.0.1		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-no-op-android	1.6.0		N/A
ro.cosminmihu.ktor	ktor-monitor-logging-no-op-android	1.6.1		N/A
run.iget	fast-admin-system	0.0.3		eaa825460d2e4c4e00cc593f18e5f0ecbc0fe95b
run.iget	fast-admin-system	0.0.4		c6bfdeec566fba4a95fa36de61a492304c3ad629
sh.almond	jupyter-api_2.13.0-M5	0.5.0		4cfab2e91bbc5d6aa944d00ad3c3321efccf24e8
top.wu2020	wu-smart-acw-server-ui	1.2.1-JDK17		2b7643e8ff9867379952facfc44b3122be9d6961
top.wu2020	wu-smart-acw-server-ui	1.2.2-JDK17		7dae46c32c45b7cd58f2b8bfa7aada842c3a043a
top.wu2020	wu-smart-acw-server-ui	1.2.3-JDK17		a9c10befb67128cb9844287a40e29c4c2892c69c
top.wu2020	wu-smart-acw-server-ui	1.2.5-JDK17		7eb98e556f05090afb4a6c53873eff3838c85df3
uk.bandev	xplosion	1.0.5		N/A
uk.bandev	xplosion	1.0.6		N/A
uk.bandev	xplosion	1.0.7		N/A
