at.released.wasm-sqlite-driver	sqlite-android-wasm-emscripten-icu-aot-349	0.7		bcd7a7e6804a5cacdea41f950d058cb0b8724518
com.mayakapps.rwmutex	library-tvosx64	1.0.0		N/A
com.mayakapps.rwmutex	library-tvosx64	1.0.0	metadata	8776694d76952ea57677b943a32e259a16146121
com.tobiasdiez	easybind	1.2.2		4521df9ba52108b62cb511cd7bd8683e3d1777c7
com.tobiasdiez	easybind	2.1.0		f2fe546825ecd8155cea54ac1bf5bfa0573a6041
com.tobiasdiez	easybind	2.2		f82970bea0731b8e4252bdae6d46dc5e205da2f3
com.vladsch.flexmark	flexmark-ext-escaped-character	0.10.0		160ecc4b9c2f0d48dfa7aad9e1cacf2f2943646d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.10.1		761ec0fbde55f0707d1925f3087d896bdafacba2
com.vladsch.flexmark	flexmark-ext-escaped-character	0.10.2		692dc1936fea714ca905232cc7599e8d81fdd3e2
com.vladsch.flexmark	flexmark-ext-escaped-character	0.10.3		c8a811ed5a59728549aa422b21ee3d0b316e6827
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.0		173ed870105fde50bb48374fb67581256cda2d85
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.1		be6febbef29079bf144185c0935a142742eb14cb
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.10		5ffebad36b2d4f8c476ae3d6a660f45a36f32252
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.2		913fb08d19dd59171e081ec2775e11a047d0df78
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.3		1b2ec47872c00506466877ba1aada509ee26f3fe
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.4		b59e7c5bd495891ef87eea625f70438d99270558
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.6		8dcbf5d6afd0f33b46d68d7b5ab02f1318678dc5
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.7		e4b0c0130be972240fe85ce8b06a0a930773d226
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.8		33febb3782a218378bdc78556677b20bb561d604
com.vladsch.flexmark	flexmark-ext-escaped-character	0.11.9		8a786ec7364014e40eca87c6b1a3406eab61d385
com.vladsch.flexmark	flexmark-ext-escaped-character	0.12.0		65966489eda05ba0b3725d4b5a3964abc4561a49
com.vladsch.flexmark	flexmark-ext-escaped-character	0.12.1		f334ad572c8071653971ae51f7458ac5569b32c7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.12.2		dba5aec6aec5b9de671730a00f4c1244f362f3cb
com.vladsch.flexmark	flexmark-ext-escaped-character	0.12.3		7ce7b452e13cce0f2aac433ab12f3ac83c4ec5ac
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.0		8a4acc8e2aca7547e98570341fbaf99da96f222a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.1		a7f91d2c61728f4d3f3eb554e78eab4bb2c67749
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.2		ce44e31efcf1280e3aa271a05eaa66e772e9b274
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.3		85a23c53220b70189086cbc69d5e8bc3a23cc622
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.4		5fe947a909da59a72238e7bbd2cfee71beaaea49
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.5		5ec418d24ec7ee53a47a7772ea1950ad5e7d97d8
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.6		0f5a5a0cae7fcb9c76a3fa38ece6731c87a61cc1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.13.7		2510af94865e5f06586f1a658fc29fd9b10419b0
com.vladsch.flexmark	flexmark-ext-escaped-character	0.14.0		97d90f76f1fd615bc4e09287ce1030bf7bb1dc0d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.15.0		6a0e4d7feeadefa3b02749cb4490428954adbfa5
com.vladsch.flexmark	flexmark-ext-escaped-character	0.15.1		68fd818a80e4c2c5d7bcd62aa31ae2252864b82c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.15.2		7601ae1cbad5b960f04b2f19443670999f05473a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.15.3		716a6ef0e1bbc73d0594e7cae74810905e2c0877
com.vladsch.flexmark	flexmark-ext-escaped-character	0.15.4		a6edc5d3e7dca5557b8b300a6355f0c29d8ebdf1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.16.0		e9649dc379fc1190030c8522c9a0c95499af54dd
com.vladsch.flexmark	flexmark-ext-escaped-character	0.16.1		41cffdff87d894eadb46564d4c6e42f14ee1d214
com.vladsch.flexmark	flexmark-ext-escaped-character	0.17.0		31e9782f184be293780c14e5a4febe9e8ca004b8
com.vladsch.flexmark	flexmark-ext-escaped-character	0.17.1		50caf6617cbdda4841c90fa0d7732f923e3222cc
com.vladsch.flexmark	flexmark-ext-escaped-character	0.17.2		765189ec36efd5981bfded3ae59fbbc95ce4d729
com.vladsch.flexmark	flexmark-ext-escaped-character	0.17.3		36334d31362839db2112bfc1e469e74530c1bc12
com.vladsch.flexmark	flexmark-ext-escaped-character	0.17.4		784723bf244134930973876e3a4b242badd7893b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.0		315881b71f2ba492ed9d504cbb542e86a002b145
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.1		cb9795bd46fce79f4133e6d82df10e58354fa961
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.2		c9d150f2dc42aaaec1605a6b4886e067c1f8a49c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.3		8fac137a8b322203b6ccf6f5988a015a5a6d8174
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.4		226ad30de20f82cf967ee8d6f9b7c5ec336c05d6
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.5		6dddc910a48ec9374ea11de283b71f1451dd2788
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.6		ad93daad901ff40ba3db5edda63ad3b4932a2e18
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.7		21f49f1bd2d0896da21131c4b25f39555662c843
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.8		b20cf074ff5d821f41250f053fe655d2d5137809
com.vladsch.flexmark	flexmark-ext-escaped-character	0.18.9		a41001b6a187f606c27804da0eace02fddc1ab95
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.0		15efa9fdd2b453120361e0d13bf18ee9ee4f6b48
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.1		38555091ec51e4c758ee993f0d1fe891f626438f
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.2		192b2f4a4f71bd1b7bfa5a5748d4a69086b6356b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.3		61b693770899e86a110e67f9d10b851d200a6459
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.4		66e8fd1c6b184000739d1ca6caa0d8bf605ff2d1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.5		4451567d129412b472d22fde89c3a2a79ac535d9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.6		a1893bd9bcb16cbef46030e77976c8492a5e9cd9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.19.8		82a85862a27f9ba92c1a9aaae1fceed77c9eae60
com.vladsch.flexmark	flexmark-ext-escaped-character	0.20.0		4d1cd5cd3f1734ffaae69e30356d742cc830727d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.20.2		c32a2b5ca2603b793ea6c91ad93551c0b2851968
com.vladsch.flexmark	flexmark-ext-escaped-character	0.21.0		ef7991381a8ec03ca36f350562a1f650fbab4d3e
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.0		3ee919aaa03035acf79eb5cd6b443fa8d2efb110
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.12		0765b3bd1fb93620e10f6ad9ec051808669224b1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.14		0a0d43dc3f6677e953174c19b98471d7a75500aa
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.16		376a9af45c46de2c37d60f2c6241eee2b8550a6a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.18		13444c5faa416adf7dd925ec097d21caa7d91cff
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.2		455eed832445db995ecd1b70b40ae375a659c524
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.20		d3ae5b50fbb288dd9d1608d56d831614d72c7d7a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.22		118452e0e55cabc4569075203b75e7e4482e29ad
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.24		16660161b89085fa1751d64b66fd801fae88ef52
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.4		f3285421aae7e6eb63bace474579a91efdb8bfa7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.6		5f96ff1d388804fe8f92917ac83769e88b446461
com.vladsch.flexmark	flexmark-ext-escaped-character	0.22.8		116f34e6d1a4f4f8e6a279bc9e37d71f0705d7a9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.24.0		58437558937ed4052ae39417b6759c46067e407e
com.vladsch.flexmark	flexmark-ext-escaped-character	0.26.0		d7977ced7f40a68b4f0a6a6138e34e3951898b38
com.vladsch.flexmark	flexmark-ext-escaped-character	0.26.2		5ae34c42980e8ce30d6c82029546005d6cfed9ef
com.vladsch.flexmark	flexmark-ext-escaped-character	0.26.4		f9a5d106f297338c7c23e6d42aac749412838f53
com.vladsch.flexmark	flexmark-ext-escaped-character	0.27.0		7d8205ac55900470b233ec8ff66123871d4b7c15
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.0		6d74a2a30fc52c5b7f904326ed1e0f663224982c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.10		d643b2cb1d297b88f448bd1158bb870e746d5596
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.12		8cd36cd952d99e0864da6e0011e93059916d77d0
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.14		50f406112e4ededb21ee8e01924ee309cbd2cbc6
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.16		0191c264d5c99ee0234407d0046d01d9642fda87
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.18		2ab70515c6125048e83c76b6a3f0738b20a15784
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.2		7452acffcca466d27f9eb70ddd1526add97aa9a8
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.20		06b0e633f7bc20848d66e6fbfd9ce3f9a939910c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.22		88d43fa1c8e723bfe7990b4a2570fcc311dbe764
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.24		b2b3cdc7579f34aaf1271e68ff2b315787ebe051
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.26		06facf857c5398685ca3b99c816d865146c48983
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.28		a58f3df2a4ef5952e861928e6e9e92c71ca5093f
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.30		8788a9cae12cca15c2007b42b3224b0e10ed8a06
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.32		97ac9241dec71d48be4f3f4ddf7d9bdcccdab4c5
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.34		72c260a01f7ff1b0bb00e0ad87e194a419fec592
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.38		95e3dc9aab4a7fc394ec2f87aac390dfd123ac7d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.4		0a714807e349b9537f37b248bc4e3a56a6c126c0
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.6		5f8638eebec5e9005baad380ae26b5683f1cb5e7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.28.8		df8ce3b23357110a74e8a7c8e522bbaea0b00509
com.vladsch.flexmark	flexmark-ext-escaped-character	0.30.0		c6af13825f96e78204c9f2ea583ff7b1e2ad08bb
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.10		9b3287420ee39433c9b145fe2cd5acbd9de828e7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.12		ff663efa2ee2efdecde4d2fc30d8f9203b2d3438
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.14		0228cd9784c715a4c8b3e78eefffe29d42547490
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.16		f41dd4e53fd0c3e569e377bc7af7b16ab11596cc
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.18		fbead89ae99ea797744e3a8a2d4ea5761668bb6d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.2		b4c9581621521cdbee4b5d3bac6f723184b7df8a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.20		a603b8a9a0b0beb3a3332712ac69ee8ef98999e1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.22		45604d0c0c096242a4c55869bc417c995e094d41
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.24		b03446ab3995a06658100b0e7bb0a906ca879982
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.4		23004d741824f0c564de2c72e579ca67b01a4623
com.vladsch.flexmark	flexmark-ext-escaped-character	0.32.8		bfca7db3ce33a784606f9a30f90f2102d8778fbb
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.0		df5fb1b40f20ce44c7784f757dcce820fe3410d9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.10		2d05f15514cbf550837948ea0f817d139fa82eed
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.12		a8817eb8e937188d2f2f65d9524fcfccb98c24cc
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.14		fe05130823068c0cdcc9978f50996fc1068537bd
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.16		143d8927e93b82d5c96d6e59bb387c3dadbcf280
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.18		6f4fb89311b54284a6175341d4a5e280f13b2179
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.2		a6de45d63aa01ec3bcbfcabe9e7dd7d284f1e28e
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.22		5db5fd613c7ca2324071e3a0cdf8b7233292f644
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.24		a33a9a2f078a087c15a3857b07696a74865bb6b8
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.28		e14d58dc352d2a847f75a6fac1a784faf6ff00c5
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.30		07de709fa2b34ae144280984f9e1e2cd4a4eeab3
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.32		e6d8328b599e9af5c2ddff3a9559dfe3545f9008
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.34		dc2970cf819d6c388ab09a6dfeb927b98a4084e8
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.36		778a61314a8f425583f3000aca8ca506914d0869
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.38		be1bff54aa45ad6d2a71d7bfd55d345020689290
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.4		c900ac9f8554cd0a5face9c205d1c2a4a74914a9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.40		b21aa59e9026f40e82696e567f18f49398e09e18
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.42		c1dfcf5cde3f7377a097a1b166fb70a3c1ce5555
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.44		07a837c3a1cab9bd3dbd714265cbccc1a771017e
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.46		ee6bb6203c0dba184c726ce36f8c3609cede415c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.48		e6a6a0a201e3b06d84eb4b2c78db65510fd55acf
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.49		34a3f9fe2df6e9d2acff71c1818c932a4384b4e7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.50		f724e571c0b39aa43251304fd9f846620a366d6e
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.51		d862c80be0243b3348cc95e82fbdf5925b4db067
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.52		c8824a323dea435a4955b08108e775f78d41d5a7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.53		ae23ea005326f75692c3d95028f04445fd3a1a3b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.56		5f904e0242c8c17f83b84ee7fb870e3aae319b27
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.58		d520de44b1ac09d925051d168ef11be44afa2a25
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.6		0ca51688a22fc182fce9cb0cd7dec2b4369d541e
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.60		f89d2fe9aa02c991f20cd2a6fbf18e3564577276
com.vladsch.flexmark	flexmark-ext-escaped-character	0.34.8		5116b5b5298af62622c62d720bbd5583c57377a4
com.vladsch.flexmark	flexmark-ext-escaped-character	0.35.0		f8a68aea3ef91029be87ace8aa10d1cd901fb489
com.vladsch.flexmark	flexmark-ext-escaped-character	0.35.10		50ec93ee73413456cb89456cfd01d030850d0f2b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.35.2		c22854b674deb98ace53f13b5b076da9a2265b48
com.vladsch.flexmark	flexmark-ext-escaped-character	0.35.4		a365d02dca46d6c455d4f19d3365fc215be6d55d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.35.6		ce8237c159133b0690af5624e3a57cb2b5fa219f
com.vladsch.flexmark	flexmark-ext-escaped-character	0.36.8		2e48e500baa7160e13e87b0cf689a3e1cab79804
com.vladsch.flexmark	flexmark-ext-escaped-character	0.4.17		66302b1a582bad13f5c9f94ab4e74d0e0f494a39
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.0		a37a3d31994d5fff489ca88be66e84b1d0d51b87
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.10		d2b4a1bcd64b29f58b8e17b3ca9f7f34bd556929
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.12		3820f3c0982c9cd39d71800b0cb800698afac1aa
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.14		b999297dcd3da2f841cc3092f9c0c8e583d4c7b1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.16		5e0612f69bab89bb98f3f95a5fcdb39d610033bf
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.18		1b27b63e966e8484eeb39cb17dde9e3c744d051d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.2		f33383891948fae8229c43f0d8c9d404c6fea493
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.20		f09e3ae906929bbe810b85665b07392f0f080bb7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.22		c3540ab1fa36a36cea126e2946a7e5be6d5046f2
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.24		b4e54837a64718671fbe3c1fe0e586bd44253493
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.26		6640e650d665f0c72a67de7eb2e9c645802a02a3
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.28		43daf7a0a0434d6c03b5642fc44273a4c7515b7a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.30		1c9dcd211b21bdf0bff6d07598228e32396b9456
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.32		d68473772b194ef5b46eb44c550b1b1ac1dcee52
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.34		c0d88680ddc79acc0db792d3b30af45509adc9a1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.4		e32026d7fa44eb7b09b13f1aefc5594cbdd4cbc9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.6		d145695a6abd0545a0fa7d327a8b21c3289720fa
com.vladsch.flexmark	flexmark-ext-escaped-character	0.40.8		017e30ebf666c19b910011f7d21bed95ea5a842a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.0		f013246ee1c5285355ed7817a2d35b6cd5ca504c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.10		d15db856f0836e36ea1871c3fdeb693f89a2d760
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.12		40870cdcad4a7b4555962e3bde6121a2eeffa4ab
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.14		f85a79a652c0e393a007b0a229b25b0acb8fc87f
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.2		2499905cf04b2c46bbb1f6a60773fa53d2078459
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.4		83fd3e2e6c25cb12269995feb6ecf03dd1e96dc6
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.6		c93b22976eb969100f93fceaeac004497a23211f
com.vladsch.flexmark	flexmark-ext-escaped-character	0.42.8		a457d842cc93716d0acd827e545954623f877ee6
com.vladsch.flexmark	flexmark-ext-escaped-character	0.5.0		1106c8b2727ff270d414f7ca305d28072bdede3d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.14		d3dd7b74aa11bd6e3630be7104d30b2d04946435
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.16		39f8187ae2d8b1b38106138247b2acfe5c4528c5
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.18		c6f99fa342abcadebc7ec6d2eeecdabfbffe873b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.20		ade697c933725b124916e319c575418486958062
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.22		e6a35dc5b2b4e3fdfbd1287f9a62fb4fedc6b213
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.24		8f6d036b266e7ae98ff181a00aa2a72e030767bf
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.26		f2a507ab0c12a7a113cd4728fde8669ce78285f0
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.28		7ff053125c817c2d4e3e46eb0366784a109932ad
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.30		491d840c9891fffbbd68415f182a9d76ae27929a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.32		ac04097365da53a0fec9988695d2231c86caa1cb
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.34		c5578f7c31248a5603827587c7d1b812cd304c3a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.36		2d9c052b4986c1d2da70167f779feeb26893cf2b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.4		4ea90baff1c6908cc2ebfd3dcea63db1c6101af1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.40		09fba02e833caa702fd19e022af8b24f57271dff
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.42		6fd9ab77619df417df949721cb29c45914b326f8
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.44		c53eb53943507f6bf6ca5fc6138f133694c34327
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.46		c9e38a085106e479111cdaf14e6e3213656b9aaa
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.48		485bf59a971296fbc9d411ff86ffc9270db7f17d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.50.50		09f0cef3260b6f6371d6066cf32ce6a7dc2a7922
com.vladsch.flexmark	flexmark-ext-escaped-character	0.6.0		d71331db0bee7a67c199955506a63aff245dfe15
com.vladsch.flexmark	flexmark-ext-escaped-character	0.6.1		4f71e727379ed8ff4ce4502ae766226fc156f117
com.vladsch.flexmark	flexmark-ext-escaped-character	0.60.0		5f030a24db45e268bec97960716f9487add305bd
com.vladsch.flexmark	flexmark-ext-escaped-character	0.60.2		2ba7185f2bb92824ccae4f2954ccc8ef01efa67a
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.0		d908b22ea4480bd3c3998a22d4e53fce661c19a7
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.10		9f6ed26d71d61c17e6c35980c0ec4c4014828654
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.12		a057c37cb2130e4c0f6b2c9782d2b2b67434398c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.14		653dabf0f22d193a13b59f0bd815d8c677512a93
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.16		cea276570b93659018b31ce2f9eb8936b5fb2d71
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.18		028d7a8ed0f68192623a5f5873e1d18d6be0216c
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.2		0763eb75eac56076cf918b6e3bc6cc0bc1d73e20
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.20		ac9d431a5273db4a1bb49c76f795d8ac64fb1c0f
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.22		b080eff233b94486f98235e5bd4f2967da21fbd3
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.24		53b09596243187649da43fba4cd5c6364a2e3019
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.26		0823c35d1b0fbcd66218e0a06df25da40c4ba668
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.28		ef28a0abc5451e05c96d416f7ac91f9d054c9c14
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.30		8dc66d9cfb714c47e341967f706788ff38f99ee2
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.32		0d6ea648daec8340d994c9d586a3521e99ac6bca
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.34		25e24bc669e29c74de0b6a98089e4146f78b3153
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.4		cb001205325d05aa31fe807e671cb8b313538040
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.6		5ff6edb676624735f689f4aab0bf0a344070fd7d
com.vladsch.flexmark	flexmark-ext-escaped-character	0.61.8		b02a820d79f23fbbe2bd1ee822cb57ce35804a41
com.vladsch.flexmark	flexmark-ext-escaped-character	0.62.0		df124c1f68e8ad51ec839ac1c9cb9398b73a614b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.62.2		204e4fd60f56ca02ebbd66f46c6da9ed2d2a2922
com.vladsch.flexmark	flexmark-ext-escaped-character	0.64.0		19b48848dd0d242c8dd527113cf91711847cf7f1
com.vladsch.flexmark	flexmark-ext-escaped-character	0.64.2		bad5e128319144d6f8126cb4865f0f03962b83cf
com.vladsch.flexmark	flexmark-ext-escaped-character	0.64.4		05560a3045dcb41f69ac8627856c9fd836b7025b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.64.6		8d9ebf200f5313d389164aa76ed36054930656cc
com.vladsch.flexmark	flexmark-ext-escaped-character	0.64.8		8587f7d1420b005a2e5548acdb12fa38cbd76d4b
com.vladsch.flexmark	flexmark-ext-escaped-character	0.7.0		7801d24688d589fe1a0cbbd563fb3763f22ef7c0
com.vladsch.flexmark	flexmark-ext-escaped-character	0.8.0		28103d201df698fc2325c2b21f0c443bc81a9da9
com.vladsch.flexmark	flexmark-ext-escaped-character	0.9.0		410c36cf1c6f5527a224e26c4ae6efcfc6b5d082
com.vladsch.flexmark	flexmark-ext-escaped-character	0.9.1		1ba77a244eb4fdd15a5c41a01e1640c29a03a377
com.vladsch.flexmark	flexmark-ext-escaped-character	0.9.2		248d6286a3aa0be18b5f5d9f8c11e85087f7b7aa
com.vladsch.flexmark	flexmark-ext-escaped-character	0.9.3		82242bc13b27dd2b74f5e7f0747ac443f90cdf22
com.vladsch.flexmark	flexmark-ext-escaped-character	0.9.4		9eac2083998c67956baf8a6880d00e7226ab39c9
com.wandrell	java-patterns-files	0.1.0		ff2cea81861fc0b4427e96d45abe9dd4d4c80045
de.wayofquality.blended	blended-spray	1.1.2		e1aea8c49bbcee88e5deec74f36cbeeaa1a37304
de.wayofquality.blended	blended-spray	1.1.3		e85a43030ddba771767059f9582b1ad0f77ffdc1
