at.hyphen	android-sdk-flow	1.0.0-alpha06		N/A
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.37		5b71a696b92d1f6761d69f6d04bf49da6d8aeae9
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.37	jspc	5f96df4ac7db9fac5a0e5350171059278251be60
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.4		a4bd733d5d9859ee30705f1c70df1e3b6b583f6a
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.4	jspc	8ee31095ffeb0f13afb170ca409b5453b044b5a3
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.5		5c7182ff15519e2c438debdc7b96a5f3fc7a9da9
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.5	jspc	dc90d74254e69680d4877463e93b322da7e30f85
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.6		8f47d94548ef8a58555db776268f1f4ce7da52e4
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.6	jspc	06903e01c5952050f3813f9ff9bf1000dcddb390
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.7		696631d9164cd33c9cd7ce80024e5997001b4b46
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.7	jspc	c94a0937426077f007ddb14e96fe1d2ab22c3d44
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.8		c256c91e2e70ee694e5a70430b4b938cf7407404
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.8	jspc	0f3f6a0daf2bbea57194b749804e3b47166ff62f
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.9		4501c5867086b75b7a14252f90f54b72b0266f9f
com.liferay.commerce	com.liferay.commerce.item.selector.web	1.0.9	jspc	3e1dd75e2ab2e5b14e512d6438dd2bc4fc33ec69
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.0		59b5ad2607b9c245326a189314f6a2517d82c3cb
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.0	jspc	3d4127b68839d2c64cb75277241100a996f5bbd3
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.1		cfe9171da4482c28a8af1fd6064cb47ec10ec176
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.1	jspc	c7f61ff8e7c55c3351201a07d442e815cad1c24c
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.2		ff2985e1f29163c4130bb06df6ee25a65899b904
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.2	jspc	b0a8d8fa61e93d046fbbedd6bfc5d72f287b6552
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.3		030c999c22bfdc44ab286fc103c1c7cb9a8f4f8b
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.3	jspc	d2d92ba75b1102ace0d84880a176f39bca44284e
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.4		21895a76cddb300ff21d12b687f0b95c2a8a2025
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.4	jspc	528f92e76c52e9ea7af972f56471a1719946e6a1
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.5		120cc611034aa01820c1782bcabf4582a69e698f
com.liferay.commerce	com.liferay.commerce.item.selector.web	2.0.5	jspc	7cf5cac43bc1b7763f64f184b964171db2bddca3
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.0		2b07b4e0a7e10a4ed2a17856221e638c9b0c0dc6
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.0	jspc	5226b7e37ca044b5667909c59bf3fb6f49b44d29
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.1		cbf12b7a5ac72a218066a6c6944fd66d1593feee
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.1	jspc	36e330d4d99c4738cbda00173f75df9c6052bc20
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.10		135de6348bf1f7688a9d76ad02b9755f7a625783
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.10	jspc	12034c3e1e36b16403173bce45d4e093fc251da1
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.11		ee6124502d97e395acd3f0b519a871c8ea30b6c9
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.11	jspc	e76fcc964bfd0f8bb0b06b3d1010ea3208e1fdd9
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.12		8155a55d52af113bbf3d47196de37b29115d4fbd
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.12	jspc	66a3c812a6eb25efbe75416aa1797ee1cddab2f0
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.13		9c431035823f631fdf205931c13f13061a66c09a
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.13	jspc	bb32b0583a14d4a1f16d8bf71a18d52f7d3bba2a
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.14		ed97454bee2c67a1a429dc2ab543a8172489e5e0
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.14	jspc	351f31bda4cde60e683c440b5a7b37a803f909c9
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.15		32b1b3edba6ff9b6d7fa6fe37f4c012de3e7c655
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.15	jspc	8341d2cec340f965c543ecbfde3fd69033b6c8c5
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.16		f83cbc1a6b4caf6589c2b8981bd55725cc0dc402
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.16	jspc	939fe1abff0df8463f84cb43de9b3bf387bdb1dd
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.17		b6e54d7487fb8c9c8baebb36fbbd53c8b1b962f9
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.17	jspc	44c46081f22bc0d9283adc41ce622db42418338e
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.2		9eebfe240658cda19c406352741c2beba3cea4a6
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.2	jspc	3a305be751748b3e191f7bcf00642f2d45fb65fe
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.3		fa2afa58c8ab91e33c67894a451b7cb9f74a87a1
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.3	jspc	6c224cfb19fcc1491b4dcc2fba4e8b3578422bf5
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.4		cfb0c0180556b70b804b014b6073903dd27b3e40
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.4	jspc	2379dcd256087ff7c25603471e7822269567f243
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.5		d339b603743b6386a90f21fa9542720fc05b4368
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.5	jspc	c96fa09c56687cc5fde2350bca21cfae36a43ab3
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.6		43d9db6ae3b1e2bed7eb89fdfde5034a77f3a8b4
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.6	jspc	ea996d016dc08c1e5bf81787da3901a34397a630
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.7		fc11a49c845b67f9898a9a9b0e1973719d373502
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.7	jspc	361f5d14cba48b36c5c96fc3961c8314122fc692
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.8		55ddf9387fae0864090e1b3dadc11dd7f932ba37
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.8	jspc	42fbd41ada80a52274bbfca3e220750cf0a5cbf2
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.9		688ff9c6435bf791e049e806c7d83855fa5841f4
com.liferay.commerce	com.liferay.commerce.item.selector.web	3.0.9	jspc	38b69d05a67b72540dd458bcb5777a846a481cea
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.0		7ec68493c1277f16cc06bd9da94ed7984674b430
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.0	jspc	f0b40b2255cc103e542fa6ab6ae8c00cf4d91afb
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.1		00ba427c20e9a70bc7f1334db8ffb840fb74d094
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.1	jspc	285cf8211fc14233928954619a0f5ba0b3d8b831
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.10		5cf819a8b126ed34d8788bdd5be506ad9dc5fa03
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.10	jspc	06f4a5091de6c8aad8379e92c57dd7e429abf019
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.11		10416b5b192d570907a625dbc5b3b1f9719daab3
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.11	jspc	75c97122857443713dbcd938888f1abf2785b95b
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.12		973ab48d4570624c0ccbbfb686d25a4d5dfb349d
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.12	jspc	d3c3bf92d69f4927feeabaa2f925fedc5c341602
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.13		35118023353e270275570c1c00fd45620437eacd
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.13	jspc	e8e27d7a9c47086953c2fd025ca9f5c84a173bc1
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.14		685478f5c83c9774b6469d47ddce3755026a39a0
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.14	jspc	3a5a03c1b0d1f04384b24f5a0280c3f575177f3e
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.15		14b04502fb87c5c3baffe18cb7a0d90afb11fc51
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.15	jspc	c1258db53fcd05aaba1f146fb842f5492216ac79
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.16		a038bd5e859396478be8f9da2cd2b016e232e26f
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.16	jspc	27c636fadad35c32826788e3bbcd2ca97e8ce98c
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.17		ada1c33b0c184b2411468a68a4d0a10df4524f6c
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.17	jspc	dbb0ff972f2aa68a0744708bee665233dc53c7a0
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.18		0d3a4f21dc1b59534b685e4784c59447bd791dfe
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.18	jspc	fc70b6135069ff9fdded2f7e6e72dc09f0abe9e2
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.19		7ebc3e3d575c94c09109e48945230ea86c75ee4d
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.19	jspc	88f5834fb04a94768ae5c97bb8e5da4ba88ebcde
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.2		0c6e895755e89ff2a5d7d576865d4dcfb784082b
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.2	jspc	02b55b54f4207cb2c3c82ffd6a9ad94c1b4ccffe
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.20		3ced2ebfc54d2e98f0dc03b1a2df684dfc9b49ba
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.20	jspc	e702ba3da4a15df605c2ddd26b2943a5990a047f
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.21		5888860d38a72bd553a4e5b018b4ff607c21b92b
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.21	jspc	689a6700fec91a8aa0f001f91ba86703fb614b1c
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.22		8f1a2f830945f3ed12f7100f2aab7d440c073d96
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.22	jspc	eba876acddbd946b69cb775eab9b2ca63eabb8a9
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.23		2d7509f4e25c4905757cb6aeea621e78630afd78
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.23	jspc	3e134bb7dd9a030a3b8d3ecb63149dc45f73c153
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.24		ff349aac3e754337d1c341c380b7451df751943b
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.24	jspc	bdefb0632e3fb675a86f5879a376c1122366b9f6
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.25		a5e4710a659b6c7bb6664eecf0ee0ebde9f3dce4
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.25	jspc	0466fdfb8f6a896724d0e84b7f6c179231892f6c
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.26		7bc989270e9cb5da0b4667769014906ea07d0569
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.26	jspc	6ef7af67019af6856e163cb504e4a2ca85374480
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.27		fbb708996f0484857060c0e49556361cbf94a4fd
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.27	jspc	73458716fc5226068971a1f0dc59a35d8b41539a
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.28		f130f0fcfce65ab6517155d4fecf500097e1f994
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.28	jspc	4290deb14f8c8e010801914a3674e2360174a072
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.29		c0ca0bcf25a816bcdebc6dc0a5637e20f8eb5380
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.29	jspc	66b2606bfd62235cce880292001863538e03c60d
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.3		4afa4e3a70aaa191fddfa39a486c511d359e39f0
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.3	jspc	6585b3a74a1a13b71f33b284841d228dafe88fa3
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.30		783f70bb31f8c928389dba9d46a1bb909ef06004
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.30	jspc	5324e82b50bcf88e02bce6a132261b2339677fbb
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.4		f1da4b38ce11c9a3b96867d91a4cf0c61f7c5ee1
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.4	jspc	dae6dcc2439e16e75570b431570ae913569b884b
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.5		6dd2eb9f0445233619b1d6f7b4af56490ea205f3
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.5	jspc	5cdcba30d0fd7767af6947f176c9d509d1c6c519
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.6		461481e811dc07169c1d8eab13d4899ef29b90d5
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.6	jspc	2b161c2728bcc9615b7f7878fb54272725445807
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.7		095bb6c909e45fe3d7d08e3fbc7e873399b29a44
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.7	jspc	d54efd23336697e6fd001cca0f9088a4d0ab5730
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.8		6b96707f4af086e0eb6a3860599fdd442b3b1fa5
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.8	jspc	dc01bd4cec1c5a2b96fba7ebcf203d928226b75c
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.9		9d7efcd76f3fbdb6bbbbcc715605f29b5216855d
com.liferay.commerce	com.liferay.commerce.item.selector.web	4.0.9	jspc	735e4e929116f1782b074d00e1c623f40ebe83df
com.mmorrell	bonfida	1.11		444e3b31e19ccd804acd7e64a5385996f8af587f
com.mmorrell	bonfida	1.11.1		b89ccd44977dd57f8e5d3ab6b3fef8b2e2efd129
com.mmorrell	bonfida	1.11.2		445db7b1841c5f7c8acb4c26ccdb4760d39103fd
com.mmorrell	bonfida	1.11.3		4a01669701c82a090c4bcbb216aff794f77eda78
com.mmorrell	bonfida	1.11.4		f456e76af1caa97148aabd42b12d6c5bcb003e79
com.mmorrell	bonfida	1.12.0		64c6248a20b197f3107f69058e690bf6798fa462
com.mmorrell	bonfida	1.12.1		a6ac3bbddf4df78b785b46001ca690f557bf2483
com.mmorrell	bonfida	1.12.2		81c2ad3820cbdcb9cfd019853be6ae9f7a613029
com.mmorrell	bonfida	1.12.3		dd9ab17c8b6c6f0c131e43c6e716ce0a4a9e06ef
com.mmorrell	bonfida	1.13.0		bb7e1df64d694224e622798f7b42d91d1a41a593
com.mmorrell	bonfida	1.13.1		4b6f00dc7d7e2af97fc049bf3c56bab0deeaaba1
com.mmorrell	bonfida	1.13.2		707a6a66785a2501244c2a511639d31c821eb463
com.mmorrell	bonfida	1.16.0		113473bc4c4a648d21542634562d5fee770ba158
com.mmorrell	bonfida	1.17.0		f2f73f079d3810691b03bcf5ccbc5106dbe6f7af
com.mmorrell	bonfida	1.18.0		826fa74d05405e36bb78d7432d81f8d58d208fb8
com.mmorrell	bonfida	1.18.1		f8ac15c69cd5eab730d617e5da84d34c0ab369f9
com.mmorrell	bonfida	1.18.2		9cb9b2f7b302b53304a2ca52710ca15c236fb56f
com.mmorrell	bonfida	1.19.0		ece7f912ce16c315342e3c24f2e3b3e2d0c9c0e2
com.mmorrell	bonfida	1.19.1		f5a5476845613fa0569f89e706fb6f1f551bb9b0
com.mmorrell	bonfida	1.19.10		4c9b0158bb07008b58a12fd0c961b898859a72af
com.mmorrell	bonfida	1.19.11		6408812043a947682f60cf11259cb75c4dbd2d42
com.mmorrell	bonfida	1.19.12		5115b4c5f09d2c94a1a62f7ace971077ad2beafc
com.mmorrell	bonfida	1.19.13		2129ff1348642a7b16d1f8ba3c9a06169a6e07ba
com.mmorrell	bonfida	1.19.14		61168b042ee0370ce538070a70f5f353a14dede7
com.mmorrell	bonfida	1.19.15		4090b9c2a476d58a5e9e426767e76fdcdb17685c
com.mmorrell	bonfida	1.19.16		bdffab5a5aa7ef14c310c7cfc07c0c11cf273a3e
com.mmorrell	bonfida	1.19.17		58a164ac91b57cf771915e203cd6b81fb588567b
com.mmorrell	bonfida	1.19.18		ad89dda26d1b02c11951877bc6aed4d2a021100f
com.mmorrell	bonfida	1.19.19		a5942493a51d67338bbc38421761239bb31c0266
com.mmorrell	bonfida	1.19.2		96a51e201836ba0a9d4c587b90924699f16c1177
com.mmorrell	bonfida	1.19.20		433b37432d44d3c0246ddeaac9ec30c41ad54747
com.mmorrell	bonfida	1.19.3		8574a2f8c984e183fa3cac09966cc9cc6a1ee872
com.mmorrell	bonfida	1.19.4		70fa290620da908534018ca665db34d951b0ad14
com.mmorrell	bonfida	1.19.5		7bf958730275da705e2e480beafb36632b2de607
com.mmorrell	bonfida	1.19.6		889ee76b6030f357dc76aa2a8f01525293965eda
com.mmorrell	bonfida	1.19.7		f6588dba6dfc41f3618b045ade747c798ea181af
com.mmorrell	bonfida	1.19.8		ef16fa4cf5be3998b38a4e34628ffb09e97d7aef
com.mmorrell	bonfida	1.19.9		a514e10380e15c5544d197e92bc3591805784341
com.mmorrell	bonfida	1.2		1ac04b1128ef76aa992d8f3e9615380c61d9199a
com.mmorrell	bonfida	1.20.0		038234714898522a0bfe0347d7e1bb5e179dccb4
com.mmorrell	bonfida	1.20.1		d40ed2a93fbbb4a2c277d3c6192fc2a0dd7c9c91
com.mmorrell	bonfida	1.20.2		1c553c1f191b5f02dc8fcb6174a55d3eb41977d5
com.mmorrell	bonfida	1.20.3		fcecfb35782e116ccba495486b4bdfc0fa6e786d
com.mmorrell	bonfida	1.20.4		191d63daa7d68d962160097bcde72d6723fa874a
com.mmorrell	bonfida	1.20.5		a90ed952077110bea2a348cdaa2f29d28c74a2a0
com.mmorrell	bonfida	1.20.6		5e20726be83e543ce04915425f97aec81d788223
com.mmorrell	bonfida	1.20.7		0881488d61a64aa43eb023595dbe221fc343edcd
com.mmorrell	bonfida	1.20.8		65277e211f06529eff1a9b59cf9eabc014ce0d23
com.mmorrell	bonfida	1.20.9		225c96f4a494b425567e54df41985d7e03d3dbd5
com.mmorrell	bonfida	1.21.0		9958468229ea1ef4b8220765b474193780ac39d9
com.mmorrell	bonfida	1.21.1		bb4c7ee890afc6d60816187feeff3ff07f59a10e
com.mmorrell	bonfida	1.21.2		e94b6b746482e3f7076d09d60c5103aca1bfd0a8
com.mmorrell	bonfida	1.21.3		8b91a4e00bcb9345e3c1940615d7079cac09a36a
com.mmorrell	bonfida	1.21.4		60fd0b0b17a8a1d90c727122341d0faef5d817ea
com.mmorrell	bonfida	1.21.5		b8c47d924c06a23ffc198010acdd1bbfbaf1324b
com.mmorrell	bonfida	1.21.6		b6268cdef7d0fa91f0785940a5d8f5038be45859
com.mmorrell	bonfida	1.21.7		4380a5ed2d907d1d443545e7c2705a40d0af4140
com.mmorrell	bonfida	1.21.8		86f78e4327a3d268ef73053db4027f0018d46fc9
com.mmorrell	bonfida	1.21.9		4e921b76743a01ec37d0867fd0546db53dc2f711
com.mmorrell	bonfida	1.3		6850ebfbe56dee655f8fde7cbf4e2fae10bfc7fa
com.mmorrell	bonfida	1.30.0		755ea7aa30c6f035190240668ba26f27b5d50c34
com.mmorrell	bonfida	1.30.1		a7a526b580b15b565fd5dc291a12d4793d8a8411
com.mmorrell	bonfida	1.30.2		b29c57c6ca472a091b63762d560c165c2a8b143e
com.mmorrell	bonfida	1.30.3		ec79c07b66ba154df1d5c1f35e040222cd3f4492
com.mmorrell	bonfida	1.30.4		41cde5b902b4f4042327fd4fbaabf04809ac38b5
com.mmorrell	bonfida	1.30.5		398ddd1fd7b44c0779e002c7be87978feb1f2788
com.mmorrell	bonfida	1.31.0		6814f8f5c7e425204c223f2c6db8f83e3f1e8093
com.mmorrell	bonfida	1.32.0		136c89ccfe19a323cb3347414f61ee45e064ff44
com.mmorrell	bonfida	1.33.0		392b0035861547a31ba80699026060d888c624e5
com.mmorrell	bonfida	1.33.1		120feb80d5836dd8f0883d940506f816092ab471
com.mmorrell	bonfida	1.33.3		4a170a872119a9fb255d67ef3f21124a3adb3794
com.mmorrell	bonfida	1.33.4		1f7874a9160fd3062ad3e98ebf5c54b74ac2c661
com.mmorrell	bonfida	1.33.5		596c14cbdea5760cf314afaefdc1bfac7eb647ff
com.mmorrell	bonfida	1.33.6		4be1fc69a2b5f4a9a91b65bd049ec764abfd009e
com.mmorrell	bonfida	1.6		606652a2d1b59d5d0d92ea52d0511396baadaf2a
com.mmorrell	bonfida	1.7		ccdb0e0635578cae385b96ba0fb67d6b42f36cc3
com.mmorrell	bonfida	1.8		81220839fda55b367bfd34395fc9d871e0f37896
com.mmorrell	bonfida	1.9		96ab142d7b6bbe79cde9f17bef2432aa49be4a1f
com.netease.yunxin.kit.search	searchkit-ui	1.0.0		N/A
com.netease.yunxin.kit.search	searchkit-ui	1.0.0-beta03		N/A
com.netease.yunxin.kit.search	searchkit-ui	1.0.0-beta05		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.0.0		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.0.1		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.0.2		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.0		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.0-beta01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.0-beta03		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.10		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.10-beta01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.10-rc01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.11		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.11-rc01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.11-rc02		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.12		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.12-rc01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.12-rc02		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.2		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.6-rc01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.7		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.8		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.8-beta01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.8-rc01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.2.9		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.3.0		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.3.0-rc01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.4.0		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.4.1		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.5.0		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.5.1		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.5.2		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.5.3		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.5.5-alpha01		N/A
com.netease.yunxin.kit.search	searchkit-ui	9.6.3		N/A
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.10.0-alpha		d7b990eccb413d27f0fb01e8f61675b9be03727d
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.11.0-alpha		cc031be619f6d6c45fdc90e077a417cf3b37e90c
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.11.1-alpha		6346807b85f30d2f96d1e632e4d2ca615a96cc17
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.12.0-alpha		a6d1001ce308eef81bd51830d98f823b1a12d875
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.13.0-alpha		c01eb9abe5a46aa5f553cf973953f8c1fe0fa871
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.14.0-alpha		06e9a09ead71fe608ee5c5a0e0c3af981e39b33d
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.15.0-alpha		0811eb57e5aea7032f139e459a89a5e172e7e254
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.16.0-alpha		0b81fbad2c9f9d9209b912ba00b9a709eb275ce4
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.17.0-alpha		95ff0eec62ed58753fa8a7fff93751fcea7594e1
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.18.0-alpha		b9babfee529b06364d30f48e5d1c1332c5ef2bb7
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.19.0-alpha		958ca75b374f969d9624fa170c179cb18290604c
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.20.0-alpha		9a43bc0840cedc9fefc23a91c1999077a97b6018
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.9.0-alpha		efdf96331a8cc74c207270f16841e64e36142ed8
com.newrelic.agent.java	newrelic-opentelemetry-agent-extension	8.9.1-alpha		0ecf35cda1ea1e44a65f25ef3db59c86f627dc01
com.outworkers	phantom-monix_2.11	2.32.0		36ebf1e36c4d22d05adb771dfed39aa783ef52c1
com.outworkers	phantom-monix_2.11	2.33.0		beeb06c6026a1e73bb37637c4f1eeaf1247a392e
com.outworkers	phantom-monix_2.11	2.34.4		534f90bd4ea51b97d7d7f595104ed4517aa1dc17
com.outworkers	phantom-monix_2.11	2.35.0		1dfe79e958e6adc4a55210fa7b980271e73eb922
com.outworkers	phantom-monix_2.11	2.36.0		f6aa6b8f233fa14be5760874cdf5b4ef62711574
com.outworkers	phantom-monix_2.11	2.37.0		e6e75330e3d3da1f890c9599456a6f765e38e3db
com.outworkers	phantom-monix_2.11	2.38.0		038400c25d62701390b9637f5eddb8e78f322e9c
com.outworkers	phantom-monix_2.11	2.39.0		ab565c445469d5d10c201481d6008f070e44186d
com.outworkers	phantom-monix_2.11	2.40.0		9fcd4a19f38eef8dc8e9bf3444d235033651e863
