ca.gosyer	accompanist-placeholder-material3-android-debug	0.30.1		N/A
org.apache.nifi	nifi-azure-processors	1.11.3		5d930a39c566932b4940a8ed3c8b8fd0a7686963
org.apache.nifi	nifi-azure-processors	1.11.4		3d52ca6275e7b2f6f185041a698b31e9531d5f4f
org.apache.nifi	nifi-azure-processors	1.12.0		2e88831a67024d76f36941d1de55403a9230adcc
org.apache.nifi	nifi-azure-processors	1.12.1		c9d4054a3c518de0555501c4fe1c553f1ed33c89
org.apache.nifi	nifi-azure-processors	1.13.0		2f10217a20223504a10d59406468b95cf298e4dd
org.apache.nifi	nifi-azure-processors	1.13.1		e2a99fccd0c076c64ea6e506ea8b7ef3728351d7
org.apache.nifi	nifi-azure-processors	1.13.2		fe28009cbc57eba8a44cacb176cee82099694696
org.apache.nifi	nifi-azure-processors	1.14.0		0c96e4b672776405e0cd422409ea8e91aab9f855
org.apache.nifi	nifi-azure-processors	1.15.0		ed74e72eddc60184ffb4b085ead56580df4a95d1
org.apache.nifi	nifi-azure-processors	1.15.1		74a8ef031ee62237760908a1f066fc3827e1f8e6
org.apache.nifi	nifi-azure-processors	1.15.2		2cd540bab6a1457a1ddddc4c895042eb6b05fae4
org.apache.nifi	nifi-azure-processors	1.15.3		50a09048af7fa37ea405195793116a7380a4c3a0
org.apache.nifi	nifi-azure-processors	1.16.0		5306d74b099ffc7c1cf671950eca0a0b7235644b
org.apache.nifi	nifi-azure-processors	1.16.1		ebd42db60d1980d0d33c8d51d416e0ed185d283d
org.apache.nifi	nifi-azure-processors	1.16.2		847da0701e24e1ef5321577e9825007e78c8349d
org.apache.nifi	nifi-azure-processors	1.16.3		83adc4bcd85eb96eeb30d726357a9fc31611ee99
org.apache.nifi	nifi-azure-processors	1.17.0		c320d2eab9d6927bf5905ee6c5ca6b26a7cf55ce
org.apache.nifi	nifi-azure-processors	1.18.0		2eecdc4e4e3db75e98f42396db53dd4b5d4fa070
org.apache.nifi	nifi-azure-processors	1.19.0		8cf89a7bc6dde9fe59c42c5a929ae82174b15700
org.apache.nifi	nifi-azure-processors	1.19.1		d8d47302fe66e89fc4118e6bcf62ddae8b9f5d15
org.apache.nifi	nifi-azure-processors	1.2.0		c9aeb679d8c6d5db5a7c68886fa02aa3da3b29f2
org.apache.nifi	nifi-azure-processors	1.20.0		a0ad73af0dbf7cca4c5f2d9a654b19f72cc67044
org.apache.nifi	nifi-azure-processors	1.21.0		ff04e00fbc7be7390f40c7597f873d5cb32f7897
org.apache.nifi	nifi-azure-processors	1.22.0		2dd9bd533e9850ae633e576023f3d9cac4d0c17c
org.apache.nifi	nifi-azure-processors	1.23.0		77777ded4c35ecc64b69a629b74960d6f3dfe722
org.apache.nifi	nifi-azure-processors	1.23.1		21a050248854086237a2bb1fee0511676bfced18
org.apache.nifi	nifi-azure-processors	1.23.2		5fe8247b38182db9ec04f5c54a1db128d5827915
org.apache.nifi	nifi-azure-processors	1.24.0		9b3c334158721a9cfc3fda0eb9a4e26140262899
org.apache.nifi	nifi-azure-processors	1.25.0		9f5a1bec489c293e812c56c6d833427ca244edcb
org.apache.nifi	nifi-azure-processors	1.26.0		b77a597a279cc01b2f1cb42ce59be27d7841be32
org.apache.nifi	nifi-azure-processors	1.27.0		0a031c469db4d6068e7630c938ce10891f212bc7
org.apache.nifi	nifi-azure-processors	1.28.0		349a6b29ba31d145a9619ada3cc33295ac11b18b
org.apache.nifi	nifi-azure-processors	1.28.1		44feca281e3d1865d6f9a1ffdbfd5e66b48d4f65
org.apache.nifi	nifi-azure-processors	1.3.0		50928a329611e44db645bbe2ad0b3e51e448778e
org.apache.nifi	nifi-azure-processors	1.4.0		256b79bd56636e9e5016efe1cbf90926424efa56
org.apache.nifi	nifi-azure-processors	1.5.0		fda62ebd53db475d4d0898a07638953cdd361f95
org.apache.nifi	nifi-azure-processors	1.6.0		1730ce147b9bd32f29822bf8fc931321eb05af4a
org.apache.nifi	nifi-azure-processors	1.7.0		5279332f7621c38376f09445fd70ae81068546b6
org.apache.nifi	nifi-azure-processors	1.7.1		19785a4de02df794079eb6252179ffcf4acdbf0d
org.apache.nifi	nifi-azure-processors	1.8.0		590850efaf516ccd05ef776a733aff3b9d34ada5
org.apache.nifi	nifi-azure-processors	1.9.0		41e42ffed5641d457929a17cb3c9450a5a945f6b
org.apache.nifi	nifi-azure-processors	1.9.1		d8e3e4d28235430bbe339a508feb53adda325b1c
org.apache.nifi	nifi-azure-processors	1.9.2		1558be67a3b673a080afbcfcd781861296bfe9a9
org.apache.nifi	nifi-azure-processors	2.0.0		db683ee96911a95831222d147cde077da7c67069
org.apache.nifi	nifi-azure-processors	2.0.0-M1		a3ae0a500b3e6301598d805e490f88e0e6db7fbc
org.apache.nifi	nifi-azure-processors	2.0.0-M2		4daf529f93defcdcc8426e3e17e32b59a5b5997c
org.apache.nifi	nifi-azure-processors	2.0.0-M3		63404252c8da64585f87882670d184ed1cacbf67
org.apache.nifi	nifi-azure-processors	2.0.0-M4		aa4544e32ec61af9baa18889d4877c1fea4b234e
org.apache.nifi	nifi-azure-processors	2.1.0		1a1ee55c3a76bf57cfaf5ecfaef2f838700955fd
org.apache.nifi	nifi-azure-processors	2.2.0		57afa4cf08c2ace6c92567ea30426c113087cee0
org.apache.nifi	nifi-azure-processors	2.3.0		b9e9caf57a22ec39e04f5c7a487074593aab4e87
org.apache.nifi	nifi-azure-processors	2.4.0		1ad5b44dae012717224fda084de48b1e43a886cd
org.diana-hep	spark-root_2.11	0.1.0		b8eb124586bf5740f1c3a5363bc18eb8e72be4eb
org.diana-hep	spark-root_2.11	0.1.10		6f75503536bf6d0c6d9459a3222e3264535dd2ae
org.diana-hep	spark-root_2.11	0.1.11		e5bfbf9453fa4226c86f35c75d5bbf2c78fc3f9f
org.diana-hep	spark-root_2.11	0.1.12		bd3479ec37ae330e728c78ca889771377ea08246
org.diana-hep	spark-root_2.11	0.1.13		c6a0f18baa96dee142a7069df1ff64e267c8d28c
org.diana-hep	spark-root_2.11	0.1.14		92850c54dc38887460b084181fa5227e4e7f5640
org.diana-hep	spark-root_2.11	0.1.15		cef84c99734c40f9326e3c65ca376242c9e5ff8b
org.diana-hep	spark-root_2.11	0.1.16		bd67f3b3e20c6713d95c873f9ed46fac82345e6c
org.diana-hep	spark-root_2.11	0.1.3		1305138b8803a886d49c6a77bb7e6576e3de094f
org.diana-hep	spark-root_2.11	0.1.4		5a92ba6323ec6a992e7644476964143de0155570
org.diana-hep	spark-root_2.11	0.1.5		b60c3fe0d8d62cf8ade925c1f45b4b0e64632c29
org.diana-hep	spark-root_2.11	0.1.6		2e0beada2728471cb117ac5bb52538039678e35d
org.diana-hep	spark-root_2.11	0.1.7		0ca819e3c3346494a1523b17c9587dcbc068f83e
org.diana-hep	spark-root_2.11	0.1.8		8f1f8f792dc56e6147e00b3fbc852ce046586d55
org.diana-hep	spark-root_2.11	0.1.9		7731e70eba7ef80561f6d7fc7d7048ef6dbf2745
org.eclipse.birt.runtime.3_7_1	org.eclipse.datatools.connectivity.oda.design	3.3.3		523987a5e2d0a2a05dc9d7e20df43893e971b14a
org.eclipse.platform	org.eclipse.ui.net	1.3.0		9a68efdc5a4371fca65c1c529a7ee9c6eecae7cd
org.eclipse.platform	org.eclipse.ui.net	1.3.100		b1630c924b103c9b9c6a59ca9c0fff1590620c82
org.eclipse.platform	org.eclipse.ui.net	1.3.200		9f0e2a71481f59c953e73f7f99ef9f4b7c55a4a5
org.eclipse.platform	org.eclipse.ui.net	1.3.300		c9945d64d68a60d689642c1893648bcf473b91f8
org.eclipse.platform	org.eclipse.ui.net	1.3.400		7bbf755c24d9ba53ed40b14739dd188ed06acb2c
org.eclipse.platform	org.eclipse.ui.net	1.3.500		d87767d60d9ed91a0b8ccadf9b9d4d665f3f683e
org.eclipse.platform	org.eclipse.ui.net	1.3.600		4c45a5c313a2f9fbefc519edefc564a05260e9bd
org.eclipse.platform	org.eclipse.ui.net	1.3.700		0bdff1d9a1bbfecfd8a73b60fb40e2a8bd4c5e7d
org.eclipse.platform	org.eclipse.ui.net	1.3.800		c332e50dab09cc94ffedf79911174364487cf876
org.eclipse.platform	org.eclipse.ui.net	1.4.0		7d836167ae633c7256a0b769799a96bc9b911dee
org.eclipse.platform	org.eclipse.ui.net	1.4.100		9c6fbe99ccdbf154adf9e1fd171bd3800d683d26
org.eclipse.platform	org.eclipse.ui.net	1.5.0		b465ec01839f3ef1b4473e2ea8c69dfdee416ca5
org.eclipse.platform	org.eclipse.ui.net	1.5.100		a604e6e5ba64474008ef42b87b279e991c480a9f
org.eclipse.platform	org.eclipse.ui.net	1.5.200		d2b8ed2059a137766f577aa6fccfeb422cf09df5
org.eclipse.platform	org.eclipse.ui.net	1.5.300		7c6e5c4f6d99f388a7ba695ebf91f545b195190a
org.eclipse.platform	org.eclipse.ui.net	1.5.400		a4cac2d2f7ed8ec1bed35a3124d8b841f44c3cbd
org.geckoprojects.search	org.gecko.search.bnd.project.library	1.1.0		908C5FD2377A9F55ABD1B6D02C73EF22885AEB4A
org.geckoprojects.search	org.gecko.search.bnd.project.library	1.2.0		CAA35375E6D6F390EDAD1CEF9739705AAEE60573
org.geckoprojects.search	org.gecko.search.bnd.project.library	1.3.0		73B48954E158F3563154EB181C9F103FD484E35A
org.geckoprojects.search	org.gecko.search.bnd.project.library	1.4.0		2E0732A7900C42B0C817023D147E1F91A224232C
org.geckoprojects.search	org.gecko.search.bnd.project.library	1.4.1		62BB32DA10BAB00617595F9B2A08BA12D10E6D62
org.glassfish.main.resources	javamail-runtime	4.0		07fa8e4958d7c75c47ef5a9350c1107751c6eb14
org.glassfish.main.resources	javamail-runtime	4.0-b33		50c5c91090e50f3a57e713b08583de3e7df3dafb
org.glassfish.main.resources	javamail-runtime	4.0-b72		e11e55a2c08f1ce993671ee7086de5ac0509ef77
org.glassfish.main.resources	javamail-runtime	4.0-b90		4d2ca410f4c4667913e21b385d71365d74497327
org.glassfish.main.resources	javamail-runtime	4.1		592350efe32ccd29d2c3a95ba0a326fcf1a6d451
org.glassfish.main.resources	javamail-runtime	4.1.1		61aa3b254f3d6270722921c92ce91b8ff8cc43fa
org.glassfish.main.resources	javamail-runtime	4.1.2		0dfcb78117e000479daf7f256831b74c5080b4bb
org.glassfish.main.resources	javamail-runtime	5.0		1916c38763351745d111c63bd76912ac0e3d54e6
org.glassfish.main.resources	javamail-runtime	5.0.1		14bef919236bb5c25e27899994e666a87872579e
org.glassfish.main.resources	javamail-runtime	5.1.0		7e2f5ded78daf9e653cb230463971b8b46c0fae5
org.glassfish.main.resources	javamail-runtime	5.1.0-RC1		faa70f4ef4b740ababf980857659b0fbded705f9
org.glassfish.main.resources	javamail-runtime	5.1.0-RC2		ca73b2d549340a87695e490e9f0c1a5cdd196992
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.0	metadata	0df0bc5265f4160cf18a57974b0472b31aa10e00
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.0-RC	metadata	647ff27748b1159c10e699f469d4e78fe7324a46
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.1	metadata	68587a13614482ce50b5b381c600e55e57f88c1e
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.2	metadata	33aebac2fdfe8f7fbe7353f8446fad20d2513bb2
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.3.3	metadata	3a0c66ae2cbf90a2982e723d0227013d394c525b
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.4.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.4.0	metadata	63eb14d15d22e7f8ed78144cf7f073fb8e9a086d
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.4.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.4.0-RC	metadata	bcb389dc40e78d6f4f40052df0dc2fcae51262b8
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.4.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.4.1	metadata	6345c6ec404d63515a7659b3f626f4ce0401105e
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.5.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.5.0	metadata	4e7a58c19f6e60f8650ff5d633ba8abeb59fb158
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.5.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.5.0-RC	metadata	8737788c5752e8e2d43ebd9d5f704b9e218ccd78
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.5.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.5.1	metadata	2d6c62772e2218392e94d469e58bdbc87516b95f
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.0	metadata	60d39922240b40cb06774481136bba9b88d16ca3
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.0-RC	metadata	fcf2dceba91db34b315a876d2b09674830485992
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.1	metadata	fae2a5f4bef170ed7f29512d638ee2bd1cbf4be9
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.2	metadata	615e3ae707899f027c9ee4d502dd433ed2095b42
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.6.3	metadata	31e8ea37535704f16e29161d0ea3a7ad35a5f556
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.0	metadata	b22f32415739ddb039b1c25e8f97b90268749a6f
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.0-RC	metadata	17a3450a1a9f38ed7805dace381922fd8e84121a
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.1	metadata	471da4340bc58d22351357d16629c99e83ee5ce3
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.2		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.2	metadata	0915c3965e3f18a4994d21100fb23196866c6130
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.3		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.7.3	metadata	771c8bfd8352780d218dca3562ecee1a177c9c21
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.8.0		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.8.0	metadata	bb105f1a917b65d7ee6e4eb9efb0a25c1d04c3c2
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.8.0-RC		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.8.0-RC	metadata	10c46d467737a51d2f9b7b6105550794a3644f28
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.8.1		N/A
org.jetbrains.kotlinx	kotlinx-serialization-protobuf-tvossimulatorarm64	1.8.1	metadata	12fabea43f57468ebbe1337305a389f722a71ba8
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.0.0		1752500319eec6a3355bc510530180f3dea6da98
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.0.4		8d7f0bc8be4c85cb6f55147ef89675dada7f8df2
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.0.6		c4d9a5906d52a36c9c161e9095dd33e71f5ecbde
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.0.8		949460548d90a866478726265e15387e785aa6c2
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.0.9		896f2e58fdae9e766f40ba5f6d56f2d16e98ba45
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.1.0		8e12e4d2a5791af3bf0eb10cb44d050a4a3315ac
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.1.4		878e1389bea4ade653da1e5cc61a508ae8743d16
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.2.0		41ff4a086f56c417a209d5da167b64fad4bb726c
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.2.1		7dbeb505607a6afbf2991ee923c8fcd48cadae9a
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.2.2		068f55ebe1e959dc9054c58c9ea602b7ddde768c
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.2.3		8a3f03caa33bbb449bad2c667893df13a6bb69ed
org.jibx.schema.org.w3	org.jibx.schema.org.w3._2001._12.soap_envelope	1.2.4		65c993a96bc28d232fb9efcd29e5faa0e8c7a354
org.kohsuke	access-modifier-checker	1.0		1beb6d5f928a7ce7efd6ea7a908fb41f66be4f97
org.kohsuke	access-modifier-checker	1.11		1f8c15876d947fcbb632bdd804ce68d8b34128da
org.kohsuke	access-modifier-checker	1.12		e85d72e19e6172fe0877e4fc9e55b6dbc151821d
org.kohsuke	access-modifier-checker	1.13		1aaa14fb495b952bfa5634460208bf338114c339
org.kohsuke	access-modifier-checker	1.14		d36d0af72f4e55a1e408f516d4a864bb720a5764
org.kohsuke	access-modifier-checker	1.15		952f7efc848dcd7d2ed6df9d19b1fdb02abda9b7
org.kohsuke	access-modifier-checker	1.16		33031b0837824fb386d599f0d06be9779d73b653
org.kohsuke	access-modifier-checker	1.3		b5dc336b397569370a7968a9c3d7240d6a2623e3
org.kohsuke	access-modifier-checker	1.4		c0cc52bfaa582e8c4cc7f72d0ece7465973651da
org.kohsuke	access-modifier-checker	1.7		7f103c0c500b29afb68466d527635c84fc701e6b
org.kohsuke	access-modifier-checker	1.8		d2893497531282925d6b886c6d5404a3d81a03ba
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE100		00bdf09b5d7f5ae739b73608a6b292e9fea81859
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE110		89088982e4f11afa6ad9f44626225f49ddcf373d
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE111		e35b869b21f8baa27e17d3aecc07f605e656aab5
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE112		13aa3d41654eb839aafbdda01c324b3ff9715041
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE113		0cd810cf2b58d1af66a6b674db784ee2c8fcd3bc
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE120		05d37adb9dcb456d5de22d671832e3cb51a906e3
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE120-1		c5ccdef4d093df6f36dacef5b58d0f6c38d7a65e
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE120-u1		08baa453614826d7087fffb37deaf7e1e64d60e6
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE121		d64356b5d682910d59bd0928c6ce17de42c367fc
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE122		61fbd5370f0218316d2ac38a6b6c98ba5f85659d
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE123		66ede0897c41fca9d1325d079308c4835ea91e74
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE124		6a62b22d04120bf0acfc907dffcc5c40f4e1f859
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE125		8268e84c22fc8242f62707f9ec9a019f90c73a53
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE126		7d9b9b3ea9140251793d80dce688c917e0413eea
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE130		3a5996c5deffa7f544194b64904d0de0d91c12b1
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE140		496069967f4507c2b91fb63c5f73e511566d88db
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE150		4a8f7f0e8e5b41209446be73f835ad09fce24e3a
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE160		d947d1f5edcb93758ab605c689660d3aaecccb13
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE170		d6317c28dd9a5d1bb6fc55ca07c3b710c7e851b8
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE180		dd23eed5ec2058309bf78e54d5a7b963b1076f6f
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE190		b62a60ce6bbfab30c6894318d0c4a5927172a9a2
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE200		c8b4d9e2d9d7409e257da818ef4db9b555edec5c
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE210		243d507a3af85c49e79d2aadcff3516404fb4a66
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE220		22fcabc7c5354863e7809bf83e674ef29a26f545
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE230		3680aa89ca27ffabe77408c37c4d7c611ca45640
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE240		f5270d5e3820804898a07e8b4890c424657f92be
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE250		96600ab78394563b8efc495bec09bdd4c4503f98
org.netbeans.modules	org-netbeans-modules-maven-htmlui	RELEASE90		9835cbe48dfbb2bfbddfb0363fbe9f91f243c0e9
org.nocrala.tools.database.debbie	debbie-maven-plugin	1.3.1		7b30a5db3fd8f296b85ebf724951c44e8aae3e72
org.nocrala.tools.database.debbie	debbie-maven-plugin	1.3.2		36aa2ea96b9620d1bcdfa6a1b9ef856b42ae25f5
org.nocrala.tools.database.debbie	debbie-maven-plugin	1.3.3		a549ff01337803405a2f549371c69de202ae310a
org.odpi.egeria	software-developer-api	0.1		796993f18ffcb96a7af241f4e50acce7efcda161
org.odpi.egeria	software-developer-api	0.2		662866481680a26bd2732f45cffa00f877124451
org.odpi.egeria	software-developer-api	1.0		38019c9df6599787ec3a48c9609fbae444f1a626
org.odpi.egeria	software-developer-api	1.1		bdf831b564b47920e4cb5b43aadda4fc618bfdb9
org.odpi.egeria	software-developer-api	1.2		a822606c1ee0285e81d2241483a51e7b349a5f78
org.odpi.egeria	software-developer-api	1.3		fd322bdbcfb72f39cc74cd14c5f6c59d73ee4e59
org.odpi.egeria	software-developer-api	1.4		939b75cc25b83ead787ee1fac5d7d20d5a96520f
org.odpi.egeria	software-developer-api	1.5		0a6eb79f0a8166babd664a4a9ddb85234afdf148
org.odpi.egeria	software-developer-api	1.6		84167208e18337ad5db462a45416fafb634f9263
org.odpi.egeria	software-developer-api	1.7		8675db36b712d7cc9d0ca49501533610c8eb2e65
org.odpi.egeria	software-developer-api	1.8		e65a772edf9b244ad8342aa2c275753107f785e5
org.odpi.egeria	software-developer-api	2.0		fee838250b921505e13e07763b608b2d3d7fb130
org.odpi.egeria	software-developer-api	2.1		6bdf30816721077479f7356e9f8014cde4edd1c6
org.odpi.egeria	software-developer-api	2.10		e85057517da327eca55be0d75d7a5f65f398e1cd
org.odpi.egeria	software-developer-api	2.11		9ef95ced228bfba1af04aa76c02f6625df48b924
org.odpi.egeria	software-developer-api	2.2		96839c62fde7015ec8af5cf89127d09df8f86e6a
org.odpi.egeria	software-developer-api	2.3		43baa07dc50b604ee6b408ff7e8548b2a2662af5
org.odpi.egeria	software-developer-api	2.4		bf70b58e43dae1b99ffc7f79d4a58749cc026e66
org.odpi.egeria	software-developer-api	2.5		a3ac4d5be85d536f126085b6cd50b0b31abdb263
org.odpi.egeria	software-developer-api	2.6		fe12647204c32b27853d822c6be63dfec08374ad
org.odpi.egeria	software-developer-api	2.7		92fb94f5a099a5f97bc52404f52f59eca4a767e5
org.odpi.egeria	software-developer-api	2.8		1ce26663d3440e55f9ea635c663dc32eddbb9216
org.odpi.egeria	software-developer-api	2.9		e758e1dadc9dc1499133a76df2c7273499c0b777
org.odpi.egeria	software-developer-api	3.0		a1baeeee5e536ea3e74d69cfc03bacb6ffc957df
org.odpi.egeria	software-developer-api	3.1		16f7728c8dbc81a77cd77131c023727bcbd49735
org.odpi.egeria	software-developer-api	3.10		15677237f2ab95131ca9e509e74c74fd23fd89fa
org.odpi.egeria	software-developer-api	3.10.1		95c3d71cc03f852a598368b01360dedb8fa846bb
org.odpi.egeria	software-developer-api	3.11		d8cb3ddeba205f63ff7f1a99b147e13e51d2e4fa
org.odpi.egeria	software-developer-api	3.12		ddaa526c08437e94c72b60647f7dbbeae0cadefc
org.odpi.egeria	software-developer-api	3.13		3660f1769b2d30b50e87ad831f19b44ea2c3dd5c
org.odpi.egeria	software-developer-api	3.14		f2280bbf6219deefd001bd33961ee8dce7bba5a6
org.odpi.egeria	software-developer-api	3.15		6719cb1066e85332bd9b89cc8f6dd6f32e506fdf
org.odpi.egeria	software-developer-api	3.2		89a167cc1f6a7aa5c50287e19a506a36ac5a7a5b
org.odpi.egeria	software-developer-api	3.3		26cd1e9263af69db6aef8aebb6414ea27d62be50
org.odpi.egeria	software-developer-api	3.4		999d0cc04e51c6587f5564cd7f45360c33659807
org.odpi.egeria	software-developer-api	3.5		c5b3b30c75ecc9dc664218975084838681785ca4
org.odpi.egeria	software-developer-api	3.6		b1486e3897f0f0cde2e7c7d3d4c9855488ca37d9
org.odpi.egeria	software-developer-api	3.7		339dcca96d7458f387192d545464ab8a958e221d
org.odpi.egeria	software-developer-api	3.8		0005efdcaa286eedc498234b0f41a1f56738443e
org.odpi.egeria	software-developer-api	3.9		a9bab47e4391c96bf94e8edfbda53ac445d53988
org.odpi.egeria	software-developer-api	4.0		0f71c8b66283137fc70ba24a1bdcaa5827ed9d69
org.odpi.egeria	software-developer-api	4.1		a6703b5f36eec94c39dce9a68ac88706b3f4927a
org.odpi.egeria	software-developer-api	4.2		51fdadd6176ad120a6e5efb49da5c153e6fe793c
org.odpi.egeria	software-developer-api	4.3		88d34e264d63eaa3d850ebd7732d4c6d910438e5
