ai.djl.spring	djl-spring-boot-starter-mxnet-win-x86_64	0.2	-	49a8727882a6bbbd7a7a547b759ee883d142d564
aws.sdk.kotlin	costexplorer-jvm	1.0.15	-	bb002f52ac1285facb19c0d05f6d5c9bb27f162e
aws.sdk.kotlin	costexplorer-jvm	1.0.16	-	c3881660f01842f76c79aa87eef422876dc59fd7
aws.sdk.kotlin	costexplorer-jvm	1.0.17	-	fb40a3556d2689b2406649c0ce6c6c60708b2208
aws.sdk.kotlin	costexplorer-jvm	1.0.18	-	f692b19ddc23f30116d6c31f51483486e4804722
aws.sdk.kotlin	costexplorer-jvm	1.0.19	-	c32e278c150a09be1a7d6f836a8db3eeeb536ee9
aws.sdk.kotlin	costexplorer-jvm	1.0.2	-	0109b8c253a2e77072c6e40fdf2a15c20c398f31
aws.sdk.kotlin	costexplorer-jvm	1.0.20	-	c864c3fc049c68074d02cb2f1ad07fe8e9d17094
aws.sdk.kotlin	costexplorer-jvm	1.0.21	-	41b74b567d8070d4ce980680152f7ed9abeaa5a7
aws.sdk.kotlin	costexplorer-jvm	1.0.22	-	12246c98dfb021db11c60ff83241ee17f8c092be
aws.sdk.kotlin	costexplorer-jvm	1.0.23	-	4c66e94ef4b67de80a530ab8d844cb3f74d96474
aws.sdk.kotlin	costexplorer-jvm	1.0.24	-	2c7ef8aff82660d07fdd38a9ecbaf96e421f2e81
aws.sdk.kotlin	costexplorer-jvm	1.0.25	-	817d6ec2f3b7f8b40ee1a00f41b4d7e953dfb0fc
aws.sdk.kotlin	costexplorer-jvm	1.0.26	-	408a37077eff99fb7ac5f14f849abd3e065a2aaa
aws.sdk.kotlin	costexplorer-jvm	1.0.27	-	5c85315c21e3313f6ea09e00166475f9c9e907f1
aws.sdk.kotlin	costexplorer-jvm	1.0.28	-	e77789a9e88b6f2d395e3a6e2799e2dbf78836d1
aws.sdk.kotlin	costexplorer-jvm	1.0.29	-	386587b8449ebbe22922946c3471fb132af08a79
aws.sdk.kotlin	costexplorer-jvm	1.0.3	-	f8aab3e69d2bf91a9dbefb2172b93f648929f62a
aws.sdk.kotlin	costexplorer-jvm	1.0.30	-	395222b4dfd280eb6bb58866fcd77e8847876fb2
aws.sdk.kotlin	costexplorer-jvm	1.0.31	-	d10c73ff50f9a6ed9e150e786277c0727e0e5b7a
aws.sdk.kotlin	costexplorer-jvm	1.0.32	-	7de1da39cec1b288ebdd2607b36cc21a211df0f3
aws.sdk.kotlin	costexplorer-jvm	1.0.33	-	629b8dc1b2c530daff77ea51afce6d4d20ad93a6
aws.sdk.kotlin	costexplorer-jvm	1.0.34	-	2968bc9be5e1bad8ba70756ae0c13eff36450f1a
aws.sdk.kotlin	costexplorer-jvm	1.0.35	-	1e7ef8cf450e36eb0699e8987487b85e9570605d
aws.sdk.kotlin	costexplorer-jvm	1.0.36	-	696c2c5ddf4d6eff8938186062c6055ca0df3f5a
aws.sdk.kotlin	costexplorer-jvm	1.0.37	-	f58a7e66786daafd966ab80c463043a3928cf3b0
aws.sdk.kotlin	costexplorer-jvm	1.0.38	-	43f227b67ff95318cfb47e7d8889f3fc072ff1cb
aws.sdk.kotlin	costexplorer-jvm	1.0.39	-	ce82aa2c94d84b46236a2b9d08605507cf8869b3
aws.sdk.kotlin	costexplorer-jvm	1.0.4	-	e1d701fa376c93de567acf7c647cabb40fd56e41
aws.sdk.kotlin	costexplorer-jvm	1.0.40	-	c7b1ad4ffaa6f381834dd79b01ae06c1e01bd430
aws.sdk.kotlin	costexplorer-jvm	1.0.41	-	ef27e229ff43a341aa54a8275441c357a11c9c42
aws.sdk.kotlin	costexplorer-jvm	1.0.42	-	d3443e3b670858192ec671122c29fc2a9a2713f4
aws.sdk.kotlin	costexplorer-jvm	1.0.43	-	6ddaa78cea773d2e16964750d6f0e690cfa6a7c4
aws.sdk.kotlin	costexplorer-jvm	1.0.44	-	860f600786a780dd4080060034b937befe90de33
aws.sdk.kotlin	costexplorer-jvm	1.0.45	-	93316e733041e3459868cfe92c2ebd926e67cda2
aws.sdk.kotlin	costexplorer-jvm	1.0.46	-	7a690c330ad35f24e8d60ce53f0f1853b3b65add
aws.sdk.kotlin	costexplorer-jvm	1.0.47	-	de30fcc0d2dfb68fe13e4a4d7ebd095579f03120
aws.sdk.kotlin	costexplorer-jvm	1.0.48	-	dc9e70a08d59b93a5c63e1ea7960e8f12cf3c7b6
aws.sdk.kotlin	costexplorer-jvm	1.0.49	-	e39cdfe5c9bbcc0e076dd906b328bedec1dee2cd
aws.sdk.kotlin	costexplorer-jvm	1.0.5	-	7cbe22ff8fe1d4294184ac10ea3ae56ceaf376cf
aws.sdk.kotlin	costexplorer-jvm	1.0.50	-	62117987ae99b127456fe44b2656a374bab67572
aws.sdk.kotlin	costexplorer-jvm	1.0.51	-	7c2755513ba5ebbb7f0cd815ac98d402d8b398d0
aws.sdk.kotlin	costexplorer-jvm	1.0.52	-	e0928e05af82ef262a2a661bb1a86f0df0e2e4ff
aws.sdk.kotlin	costexplorer-jvm	1.0.53	-	3dc3c23cb43acbae61214b0ce2bbf06979c81747
aws.sdk.kotlin	costexplorer-jvm	1.0.54	-	37fd5a7e27b5cc5a09620118fa27feb10183514d
aws.sdk.kotlin	costexplorer-jvm	1.0.55	-	2c57f07525c025a842dfb3b034c1a9abfd0028bc
aws.sdk.kotlin	costexplorer-jvm	1.0.56	-	7fa087da5a6d7c2dc3651db5f2305c0615629ba4
aws.sdk.kotlin	costexplorer-jvm	1.0.57	-	157b89c6d4f85c5826a07a3abd553f5114286eb5
aws.sdk.kotlin	costexplorer-jvm	1.0.58	-	b43434bee8f3b585bcbc6b02a016424c9599348b
aws.sdk.kotlin	costexplorer-jvm	1.0.59	-	36d200f0fea30ccac607ecaec1644d35e7e3036d
aws.sdk.kotlin	costexplorer-jvm	1.0.6	-	6a4c38d73406f13ab0c83d3ba9db4d681c75169d
aws.sdk.kotlin	costexplorer-jvm	1.0.60	-	1ec5804a15b9d995de4330d5e42634878ba56bfe
aws.sdk.kotlin	costexplorer-jvm	1.0.61	-	5810f8f2d0a1fb52bfbbcd860e75f441c5cdf698
aws.sdk.kotlin	costexplorer-jvm	1.0.62	-	d82dc48822168c793ae436d9733bb670f3407f79
aws.sdk.kotlin	costexplorer-jvm	1.0.63	-	e0652f423dd6b4edfb8b6f08bc43643f297c7aeb
aws.sdk.kotlin	costexplorer-jvm	1.0.64	-	23e342af3769cc598c73a4986d4d8410912c93e2
aws.sdk.kotlin	costexplorer-jvm	1.0.65	-	13c3e067e0b0f1c8f8e60df108ad323b2bacfd2d
aws.sdk.kotlin	costexplorer-jvm	1.0.66	-	3b12fcd1519cbdce66e2708a6446c6dc5cd21bd9
aws.sdk.kotlin	costexplorer-jvm	1.0.67	-	81234daf69dd20fb924581e43dec3078cac92500
aws.sdk.kotlin	costexplorer-jvm	1.0.68	-	c1e3b78fca88d17dc61e62f3a63a4a3c361988f3
aws.sdk.kotlin	costexplorer-jvm	1.0.69	-	3bd497a3a6265502c94a649dcaacdcead330050a
aws.sdk.kotlin	costexplorer-jvm	1.0.7	-	ecbf2d072bbe830dac165d12b5a4bfec737ee6a3
aws.sdk.kotlin	costexplorer-jvm	1.0.70	-	bb7d1fbfa53ad0750849dffb44eaba941c24209c
aws.sdk.kotlin	costexplorer-jvm	1.0.71	-	fd046b4ee1d122468aa6c7a84f28c17f9a19596b
aws.sdk.kotlin	costexplorer-jvm	1.0.72	-	5b058013a303210061326fe76231d9917ce4eb52
aws.sdk.kotlin	costexplorer-jvm	1.0.73	-	d96da6b78bd9b2b4b7b2bd3b7b09051bc84faa9f
aws.sdk.kotlin	costexplorer-jvm	1.0.74	-	9538d6c31dbee8f31c3c5b43d5b292937f2bddf7
aws.sdk.kotlin	costexplorer-jvm	1.0.75	-	988740910b326d838e18b8a68969d5aa8126257d
aws.sdk.kotlin	costexplorer-jvm	1.0.76	-	40d2260d49d43c025a3ab3f9061701bd8344cbef
aws.sdk.kotlin	costexplorer-jvm	1.0.77	-	db32c91400d6424acf3e7b76c4fa65df67d7bf2c
aws.sdk.kotlin	costexplorer-jvm	1.0.78	-	6da6457cf8bc11bf18077edb2ec8d54dd9693b10
aws.sdk.kotlin	costexplorer-jvm	1.0.79	-	1033def50b27c55566fee145a0b6da01e4156b91
aws.sdk.kotlin	costexplorer-jvm	1.0.8	-	a26069865d487682454a38a6598a7720a5cfe594
aws.sdk.kotlin	costexplorer-jvm	1.0.80	-	5f9a4166857e43fc1d32ae79cb5ebadc26f87c8d
aws.sdk.kotlin	costexplorer-jvm	1.0.9	-	d71b62921af3f94cb06bb98d77f046abdeff9b7a
aws.sdk.kotlin	costexplorer-jvm	1.1.0	-	592dd365702a4eae53c6bd53dd30ac12db6a903f
aws.sdk.kotlin	costexplorer-jvm	1.1.1	-	91a9fe96f7767539fcfc44cca1371fa37d634d14
aws.sdk.kotlin	costexplorer-jvm	1.1.10	-	324ca9263a5e1cbf369ec12d869ff06d49b1c225
aws.sdk.kotlin	costexplorer-jvm	1.1.11	-	d2765814c9c39d665bcc64bd42ac4d2944b6bc60
aws.sdk.kotlin	costexplorer-jvm	1.1.12	-	b23e1b97c8c2077f5c121b5624fc5e98766fe6a5
aws.sdk.kotlin	costexplorer-jvm	1.1.13	-	809e53ed95ff1b246e6ed0f055757cccd1c778dd
aws.sdk.kotlin	costexplorer-jvm	1.1.15	-	d8141a91ae16b9cc5da049ebbb7cc0a231450623
aws.sdk.kotlin	costexplorer-jvm	1.1.16	-	77effc5b4562981315d3deaeb6716c55bb8a4b31
aws.sdk.kotlin	costexplorer-jvm	1.1.17	-	eaa8a4760227dd5124dc0597a64992b7755ab811
aws.sdk.kotlin	costexplorer-jvm	1.1.18	-	fc35b9639b82b5621bc18693bcd61ae23776acde
aws.sdk.kotlin	costexplorer-jvm	1.1.19	-	308e43f0781de642e616e558d345e500ceac68cc
aws.sdk.kotlin	costexplorer-jvm	1.1.2	-	ec0a1c8c7bf85064e84f79952cefb3d87ecdcd5f
aws.sdk.kotlin	costexplorer-jvm	1.1.20	-	a28910669279829197cdbbb3ef27339f36a953db
aws.sdk.kotlin	costexplorer-jvm	1.1.21	-	1db36b2192e598a4ff412c9d1f9f0c73938d3168
aws.sdk.kotlin	costexplorer-jvm	1.1.22	-	189cb79ba8412e7950da8309b269dd5e80472338
aws.sdk.kotlin	costexplorer-jvm	1.1.23	-	02185a8a33523c730d853df9ab6440f25460909d
aws.sdk.kotlin	costexplorer-jvm	1.1.24	-	4ec22546e66731ff264c4993113b4acbbc28089d
aws.sdk.kotlin	costexplorer-jvm	1.1.25	-	aa442d70e40e6bf9cd29bc3eb1025a70b08f3771
aws.sdk.kotlin	costexplorer-jvm	1.1.26	-	5a16235a9eb8ef0f03c5644d447b467e34763775
aws.sdk.kotlin	costexplorer-jvm	1.1.27	-	532c8052719ba3877041ce54578e093aae677310
aws.sdk.kotlin	costexplorer-jvm	1.1.3	-	624312f1e2edb8bd287dd844c54686812a265806
aws.sdk.kotlin	costexplorer-jvm	1.1.4	-	c9c788fdff3d0616691884a482e28f5932d00762
aws.sdk.kotlin	costexplorer-jvm	1.1.5	-	5b5292dfeeb439e5995ef48a92da02cfdd4ede91
aws.sdk.kotlin	costexplorer-jvm	1.1.6	-	8e33d50b8edf255beeff6ffae1654665d9f4e326
aws.sdk.kotlin	costexplorer-jvm	1.1.7	-	4b71e4c11663615e0f9f1f77bf05c3dda5ee501c
aws.sdk.kotlin	costexplorer-jvm	1.1.8	-	d6174b2d6a612cb6f9c3b8d855b67528fdb48f32
aws.sdk.kotlin	costexplorer-jvm	1.1.9	-	daf95b586da71b14ddefff8e47fb4f7385e0265c
aws.sdk.kotlin	costexplorer-jvm	1.2.0	-	093a52a3f15a5c22d4a3ac6da3b9242553955d4b
aws.sdk.kotlin	costexplorer-jvm	1.2.1	-	718323fe3e34c3546ed8623d1d567aac3fa0feda
aws.sdk.kotlin	costexplorer-jvm	1.2.10	-	2ff2e0cd0d86229d97be32e623d89ff91e6d6525
aws.sdk.kotlin	costexplorer-jvm	1.2.11	-	05ac912638565f22efcf49d714581b529f66c96a
aws.sdk.kotlin	costexplorer-jvm	1.2.12	-	902ff36fc451b44682a48460ab8a86c2245ccc3c
aws.sdk.kotlin	costexplorer-jvm	1.2.13	-	aa360d80faa711599b15e7da459d70462828c002
aws.sdk.kotlin	costexplorer-jvm	1.2.14	-	0fa0a4ba35dc15993cab654079dcdb6da128ea1a
aws.sdk.kotlin	costexplorer-jvm	1.2.15	-	d37f8c9634e058747d9bcaa3aeee7a6edc93c42c
aws.sdk.kotlin	costexplorer-jvm	1.2.16	-	2b5fab2b754ff8e528152e2d91386f44b98df704
aws.sdk.kotlin	costexplorer-jvm	1.2.17	-	415062da4515b9846d41b957a0889388b95be93a
aws.sdk.kotlin	costexplorer-jvm	1.2.18	-	557d5fc2f7d6952da02c450961b3d6b30ae32327
aws.sdk.kotlin	costexplorer-jvm	1.2.19	-	410fd5ab2118ea5202efc1660aa14867f039ac45
aws.sdk.kotlin	costexplorer-jvm	1.2.2	-	9afb8bfefd5ff9c0e72551caf5cc7a786db5904f
aws.sdk.kotlin	costexplorer-jvm	1.2.20	-	b7c3ff55bfee597e586bbf18e50743c70e886c06
aws.sdk.kotlin	costexplorer-jvm	1.2.21	-	f33bd653d6601c1464a2864687b094153203598e
aws.sdk.kotlin	costexplorer-jvm	1.2.22	-	5fb7fe4e8f26ab3e99108a56b49917d029b0ae27
aws.sdk.kotlin	costexplorer-jvm	1.2.23	-	ebf06d350f1b229c26ac74f140cc3b21f6d90483
aws.sdk.kotlin	costexplorer-jvm	1.2.24	-	d6e7f30ac2703c6bb9d140e839f32855177433a2
aws.sdk.kotlin	costexplorer-jvm	1.2.25	-	5cc2426c40d5006b10683bbbd5a1d8469af1849c
aws.sdk.kotlin	costexplorer-jvm	1.2.26	-	c004b761d9d6e1aacb7f88f38ec10eb4d6b3d6aa
aws.sdk.kotlin	costexplorer-jvm	1.2.27	-	63ef52759bcca698e2970be2248201c7a4986adb
aws.sdk.kotlin	costexplorer-jvm	1.2.28	-	37befd3a48c9cb9862e485eb61ccc55387b9999a
aws.sdk.kotlin	costexplorer-jvm	1.2.29	-	c2472067f17ec16c3288395da0ae75012491aa9d
aws.sdk.kotlin	costexplorer-jvm	1.2.3	-	8f4b9c3f46fe368511c54e29ae734f124a38de22
aws.sdk.kotlin	costexplorer-jvm	1.2.30	-	b534c25098c68a2ce0c7c84e8bdf1bda5a838628
aws.sdk.kotlin	costexplorer-jvm	1.2.31	-	e46cd1763e013c24b1d3a554f8cce871529a54f8
aws.sdk.kotlin	costexplorer-jvm	1.2.32	-	2298f66861b3389d699be330a24d4f11ecde1620
aws.sdk.kotlin	costexplorer-jvm	1.2.33	-	d7df402187481dd374ffd4ecaa966cabb97447c4
aws.sdk.kotlin	costexplorer-jvm	1.2.34	-	9cdac5d8353aab757abca8998f3990d23f65f600
aws.sdk.kotlin	costexplorer-jvm	1.2.35	-	3fc380a171bad77023b4ca082aea144a6af1bb11
aws.sdk.kotlin	costexplorer-jvm	1.2.36	-	a44bf7150a0ee2d1dce589f6b003f37bdddcb26a
aws.sdk.kotlin	costexplorer-jvm	1.2.37	-	1b82170f08c553de22987fc3484a8facdf8498fd
aws.sdk.kotlin	costexplorer-jvm	1.2.38	-	b8c52505944b5dc654dcd34360be4db336e5e77d
aws.sdk.kotlin	costexplorer-jvm	1.2.39	-	bf5960da53e6664adb66527031dcdcafc9e29a7c
aws.sdk.kotlin	costexplorer-jvm	1.2.4	-	16916825c26aedb83a988a7dda1b1b149c2730a8
aws.sdk.kotlin	costexplorer-jvm	1.2.40	-	5bdbe5573f562d9ae74420979ea0a9442eebe3b8
aws.sdk.kotlin	costexplorer-jvm	1.2.41	-	6b2cc5f00a5dfbc14bcbe06cc8659781af470ac7
aws.sdk.kotlin	costexplorer-jvm	1.2.42	-	d7bae3a8f81f3ca58f0bf1eeea9bb1b3d5657e37
aws.sdk.kotlin	costexplorer-jvm	1.2.43	-	13d4541be816c489db150c3855c6bff121595df0
aws.sdk.kotlin	costexplorer-jvm	1.2.44	-	f21da320cf850b429935b405f016a230a26a1d8a
aws.sdk.kotlin	costexplorer-jvm	1.2.45	-	3be01ad39c7e2ff2b031ac0377ebd293e1912bf1
aws.sdk.kotlin	costexplorer-jvm	1.2.46	-	bf2bd389354c124ac17c71d521f12becc4ee6d2f
aws.sdk.kotlin	costexplorer-jvm	1.2.47	-	37d4a9ab6082d6f75954a6b5bd2fdfe47ecf7214
aws.sdk.kotlin	costexplorer-jvm	1.2.48	-	574848bfb09010a838ea2c8c5890755555d49f7b
aws.sdk.kotlin	costexplorer-jvm	1.2.49	-	cdb474ec61eec1e9169766528ec74ad366fbadfd
aws.sdk.kotlin	costexplorer-jvm	1.2.5	-	83d8dbc3ee6e0b0125d8f90d39a7ede7deed723c
aws.sdk.kotlin	costexplorer-jvm	1.2.50	-	b24ad99a3eedf64cc06cd76f65587404433228db
aws.sdk.kotlin	costexplorer-jvm	1.2.51	-	68015122e377ab888510c57637e5f68ae0fc6cbf
aws.sdk.kotlin	costexplorer-jvm	1.2.52	-	c3df299cef14bbf597aafddb10f95f8243b34a77
aws.sdk.kotlin	costexplorer-jvm	1.2.53	-	47579a330cc6cce1ba1dc5bec5ef862ed5a4773c
aws.sdk.kotlin	costexplorer-jvm	1.2.54	-	582a8d559088f862c4d968fc3c4bd410384632e0
aws.sdk.kotlin	costexplorer-jvm	1.2.55	-	095cc892a6a9bfe6cf147cbe1f9a21ffa22a15ba
aws.sdk.kotlin	costexplorer-jvm	1.2.56	-	378004f663be07def60108725a9f57f2994010ee
aws.sdk.kotlin	costexplorer-jvm	1.2.6	-	782a9e4e91e950f16c0d98c253824862ac1d395d
aws.sdk.kotlin	costexplorer-jvm	1.2.7	-	0a7a5422317c2a6f7a246b24c53ecae30a6e5404
aws.sdk.kotlin	costexplorer-jvm	1.2.8	-	a9e1d1c627fe39547b406d38d657053904f2c9ad
aws.sdk.kotlin	costexplorer-jvm	1.2.9	-	457501e152e382cdfb22b3e51c83c9225d581fce
aws.sdk.kotlin	costexplorer-jvm	1.3.0	-	5b9838b4989dca476f8f95db311ac13c5f81abe6
aws.sdk.kotlin	costexplorer-jvm	1.3.1	-	d89edce10facf22c3f3ba110252455083a71bbab
aws.sdk.kotlin	costexplorer-jvm	1.3.10	-	74d0fa2e981631b492d5ba026c71f68372f7d53e
aws.sdk.kotlin	costexplorer-jvm	1.3.100	-	77874880ac5a7936f3f022bcdb8347342584114c
aws.sdk.kotlin	costexplorer-jvm	1.3.101	-	e2569481e30cd5026d7baf95f003f41fbf922a1b
aws.sdk.kotlin	costexplorer-jvm	1.3.102	-	b0929f2f6be9ca9c93f82a2f55ddb94bc3feb11b
aws.sdk.kotlin	costexplorer-jvm	1.3.103	-	db7e7553553a040f49a50afe694e6cbb9e919bf2
aws.sdk.kotlin	costexplorer-jvm	1.3.104	-	d44ccf82259f5d4c1c9d6a63c7f8c62a08afc69e
aws.sdk.kotlin	costexplorer-jvm	1.3.105	-	adc9cc073aceeaa3ea02ca5f25309b8720dc22cf
aws.sdk.kotlin	costexplorer-jvm	1.3.106	-	ac8ba1a71786f1714e7a54090cbb92721f48e578
aws.sdk.kotlin	costexplorer-jvm	1.3.107	-	a1cbc05ad0c12fba10fcd623e0e3e6254f169a5e
aws.sdk.kotlin	costexplorer-jvm	1.3.108	-	c325800f9c0495ff28378516d63a804da04e57d2
aws.sdk.kotlin	costexplorer-jvm	1.3.109	-	98afa897cbe17512c468c7c21640ded32d8d0193
aws.sdk.kotlin	costexplorer-jvm	1.3.11	-	fa6395cfd2e7b90edffaa5191279af453d783d07
aws.sdk.kotlin	costexplorer-jvm	1.3.110	-	cdacd5282891435f8c2211f193d66604b66bf810
aws.sdk.kotlin	costexplorer-jvm	1.3.111	-	b7f1497ceb475214f593aa81a465918164ef65a2
aws.sdk.kotlin	costexplorer-jvm	1.3.112	-	38206ba6692e13feb3fe0ef9dc089cbb46657e43
aws.sdk.kotlin	costexplorer-jvm	1.3.12	-	48747c596bf35f934562c6da927962887edaaba5
aws.sdk.kotlin	costexplorer-jvm	1.3.13	-	4ff28cee380dae60de129f4509a1bcdfab37c9f2
aws.sdk.kotlin	costexplorer-jvm	1.3.14	-	d8a75c4a788d0bdf3e4aa147c7b707edf24f67d1
aws.sdk.kotlin	costexplorer-jvm	1.3.15	-	0f8f1308e5349d0d84305ba7d8c2739f4b07aedd
aws.sdk.kotlin	costexplorer-jvm	1.3.16	-	a2807445da00beeb4021ae7d5ce5332d01843cb8
aws.sdk.kotlin	costexplorer-jvm	1.3.17	-	a243abe2cddbbe8ba5115c90e019c2c667a4dbe6
aws.sdk.kotlin	costexplorer-jvm	1.3.18	-	edf5c2c378c23341889addd3cc7257333af3b2e2
aws.sdk.kotlin	costexplorer-jvm	1.3.19	-	0dfac6a4e3e8166c34f9597ace83cac221b577c6
aws.sdk.kotlin	costexplorer-jvm	1.3.2	-	bd314caa19dcc2d6094232e388ccbd5843ac732a
aws.sdk.kotlin	costexplorer-jvm	1.3.20	-	06460ba9744d1f999ef9c268ed8df674705737fb
aws.sdk.kotlin	costexplorer-jvm	1.3.21	-	858ce4a40d8044af25311f77eb5d12c338010a00
aws.sdk.kotlin	costexplorer-jvm	1.3.22	-	92390ce18446e3937d606653eac3a4174263f19f
aws.sdk.kotlin	costexplorer-jvm	1.3.23	-	a6ac36459257f3af9201e20a00123b808ca08092
aws.sdk.kotlin	costexplorer-jvm	1.3.24	-	7605d77f5961c96d578a02ccabe3db080cf1d54f
aws.sdk.kotlin	costexplorer-jvm	1.3.25	-	ccef5c41436287d1cacc27432947afdeb637db63
aws.sdk.kotlin	costexplorer-jvm	1.3.26	-	162212cfc32f89a906a08c2d7aafee6440fff43b
aws.sdk.kotlin	costexplorer-jvm	1.3.27	-	7f7eb560795e1cc0a78f25dd034df4d3b8bf8cf0
aws.sdk.kotlin	costexplorer-jvm	1.3.28	-	fc644c2704532b6cc8617f24a4d9380490b9dc3c
aws.sdk.kotlin	costexplorer-jvm	1.3.29	-	62b1d6315b014fe722554ffcf3eec7ddb65ce299
aws.sdk.kotlin	costexplorer-jvm	1.3.3	-	4c6b838e9ab769a8c566e49e03d596f1b7d0c256
aws.sdk.kotlin	costexplorer-jvm	1.3.30	-	4ce55fcd4901fa465b08a0f27b84903fad548311
aws.sdk.kotlin	costexplorer-jvm	1.3.31	-	a4709acd135f138a998855bb30f808e3f07c54c4
aws.sdk.kotlin	costexplorer-jvm	1.3.32	-	4811ee7875bba83986fbdca2284c5c3092d16d9b
aws.sdk.kotlin	costexplorer-jvm	1.3.33	-	4351b7ac787fe98656f0812f3e1680f40dd2e885
aws.sdk.kotlin	costexplorer-jvm	1.3.34	-	4b326621619127f5cd1bec78a94c8766159903c6
aws.sdk.kotlin	costexplorer-jvm	1.3.35	-	da4832ab7c6ac7ea62d09607a5c5ab64a2c44cc3
aws.sdk.kotlin	costexplorer-jvm	1.3.36	-	0c504b4b7d756e180bd6965faa6bbaf785e02fc5
aws.sdk.kotlin	costexplorer-jvm	1.3.37	-	3eb436dee1e7245a7f43b831cbb10dd4038758e2
aws.sdk.kotlin	costexplorer-jvm	1.3.38	-	223c10e7a187800c1552c2ffb0276ae4c499bcc4
aws.sdk.kotlin	costexplorer-jvm	1.3.39	-	a3ddbf3fae87bca04420867140dae8525429d363
aws.sdk.kotlin	costexplorer-jvm	1.3.4	-	f8d3f435aa4e0c0ffe8baeea0d4aca1991f43d01
aws.sdk.kotlin	costexplorer-jvm	1.3.40	-	28339ab8b6e0cdf3159afc68e4369129c1778021
aws.sdk.kotlin	costexplorer-jvm	1.3.41	-	5e7d98c304683503a96dbacf440820041dbffec7
aws.sdk.kotlin	costexplorer-jvm	1.3.42	-	fd56bdf06498060640b7464d4734bf03b672e243
aws.sdk.kotlin	costexplorer-jvm	1.3.43	-	86d5f3bc99a751fa580c52bf8b13b6ac688c261c
aws.sdk.kotlin	costexplorer-jvm	1.3.44	-	2032fd643fafa72f25f3bdd3c0363ed278d1221d
aws.sdk.kotlin	costexplorer-jvm	1.3.45	-	c4b888de83c15b4d230a445dc53b612a97a6896f
aws.sdk.kotlin	costexplorer-jvm	1.3.46	-	e6ce625c1dad9b02e1ce3863e5b9ed0d6504b2f2
aws.sdk.kotlin	costexplorer-jvm	1.3.47	-	147b8218efc759e2cebd48b09b723d36632e6f6b
aws.sdk.kotlin	costexplorer-jvm	1.3.48	-	e0ed590110a96708d36ba8c8d02e5ad934bfe730
aws.sdk.kotlin	costexplorer-jvm	1.3.49	-	05eca928b2acc39d5c43cda99e0c5b322c7f47f7
aws.sdk.kotlin	costexplorer-jvm	1.3.5	-	2a470048567235e7e96a2e83134cbcea727c725f
aws.sdk.kotlin	costexplorer-jvm	1.3.50	-	b80d02526026c52f8db6e323f1e7b26a2f4f0866
aws.sdk.kotlin	costexplorer-jvm	1.3.51	-	25805b3165877dc16bec80f31910fa6621de12b2
aws.sdk.kotlin	costexplorer-jvm	1.3.52	-	86bdb2b22ac7e43583b8504988da01fcb0dab5c3
aws.sdk.kotlin	costexplorer-jvm	1.3.53	-	b55eac7ef94de6355c54eb4ccb807463fd28160a
aws.sdk.kotlin	costexplorer-jvm	1.3.54	-	3716c50edde558c7ecea0dd0bf76a5140c624087
aws.sdk.kotlin	costexplorer-jvm	1.3.55	-	bb8f6069010e986621c16e12ba1f7c66206a1b47
aws.sdk.kotlin	costexplorer-jvm	1.3.56	-	bcc5b75d105f23675cc1e7bfcbee13d38fb16741
aws.sdk.kotlin	costexplorer-jvm	1.3.57	-	a4490c6c49335029bdf5b1c22a3d6c07d51587c1
aws.sdk.kotlin	costexplorer-jvm	1.3.58	-	6e8ad83451c7012a5ecc8b6127b01e1b698da1fe
aws.sdk.kotlin	costexplorer-jvm	1.3.59	-	00808758d6abf2fd80a6583c4becf9adc9b45742
aws.sdk.kotlin	costexplorer-jvm	1.3.6	-	4890a828f079315261eac9369712079f91d14366
aws.sdk.kotlin	costexplorer-jvm	1.3.60	-	edf48b3e536e2fca46ae636b0e53a5f46b5b76a6
aws.sdk.kotlin	costexplorer-jvm	1.3.61	-	e761ab5c704f7d54a5d2f366d411b829d4553237
aws.sdk.kotlin	costexplorer-jvm	1.3.62	-	fbdea65cd17b5440fa37f0d186bc18590a322792
aws.sdk.kotlin	costexplorer-jvm	1.3.63	-	47e5308d8e8115625cabb5650999e90a438d1497
aws.sdk.kotlin	costexplorer-jvm	1.3.64	-	01151368ad6eb7a5d255e7896012611e91ee48d0
aws.sdk.kotlin	costexplorer-jvm	1.3.65	-	d121dfe2e8c792e8ff0fde9519e1aedf26fed247
aws.sdk.kotlin	costexplorer-jvm	1.3.66	-	cb91c7e6dc624a6f0381bd4ced058178ffb36785
aws.sdk.kotlin	costexplorer-jvm	1.3.67	-	985c8a2d91fc978a46aed83d15929188ad615994
aws.sdk.kotlin	costexplorer-jvm	1.3.68	-	d65f0343abd6df734b0492b0d6745e5bb258a61a
aws.sdk.kotlin	costexplorer-jvm	1.3.69	-	88eabb8a7a0c7bfbeac38613cfbabbee93deea25
aws.sdk.kotlin	costexplorer-jvm	1.3.7	-	9aa17ca903e5126d566e25a1095d1527b95c26d3
aws.sdk.kotlin	costexplorer-jvm	1.3.70	-	b42a086b04c43741a9a85f4aeb39d9a98a930878
aws.sdk.kotlin	costexplorer-jvm	1.3.71	-	9a07a71f159759b1ef0b8e92d2ddcd84e5e803c5
aws.sdk.kotlin	costexplorer-jvm	1.3.72	-	4cbbe0b549b099bdc113706fd175c5f702e83368
aws.sdk.kotlin	costexplorer-jvm	1.3.73	-	defa3af72451e39798e83a64439d53925e982efc
