ant-doxygen	ant-doxygen	1.2	-	8c91953fb946245a7ab741353c26687c402319df
data.org.scalafx	scalafx_2.12	8.0.192-R14	-	82b4863b737ca7879290265ab459d156242a3254
data.org.skinny-framework	skinny-micro_2.13.0-RC1	2.0.2-RC1	-	44b9c57340e39624a57979ab0eb1944c57630a34
data.org.skinny-framework	skinny-micro_2.13.0-RC1	2.0.2-RC2	-	6d2508d5da5ae5c339763c25dc0a8fc4726c2732
data.org.skinny-framework	skinny-micro_2.13.0-RC1	2.0.2-RC3	-	af115ceb13e7cc06fc8ea3947c1604577059f211
data.org.softsmithy.lib	softsmithy-lib-swing-customizer	2.0	-	23e20830a1e647932934c04db00d3401bebf0f64
data.org.uberfire	uberfire-commons-editor-backend	2.13.0.Final	-	09ab0c715ceec2aa51f2ec84155d73173a32d7f7
data.org.uberfire	uberfire-commons-editor-backend	2.14.0.Final	-	c07a8753db6e6d79410bd70075e409590e7de5ae
data.org.uberfire	uberfire-commons-editor-backend	2.15.0.Final	-	0447de113c3bc66d9b45051a148689754df971b0
data.org.uberfire	uberfire-commons-editor-backend	2.16.0.Final	-	4906c5404a173d5defe1b078b95211a6f6ef8b13
data.org.uberfire	uberfire-commons-editor-backend	2.17.0.Final	-	d8688ddca2bf0416bca656b9d45b16d49bb0f49f
data.org.uberfire	uberfire-commons-editor-backend	2.18.0.Final	-	88d500f3a696c1ac6abf1b7f2e6c1d15001260f1
data.org.uberfire	uberfire-commons-editor-backend	2.19.0.Final	-	1c60aff8537675043de4de2a9e222ce655ed3ca5
data.org.uberfire	uberfire-commons-editor-backend	2.20.0.Final	-	217642c162cea404005f56817292a67dbee1b2d7
data.org.webjars.bowergithub.jaz303	tipsy	0.1.7	-	51c46eebf1e70bbb5b9e37f365504e8dbeb96a4c
data.org.webjars.bowergithub.landi1993	paper-slider	2.0.10	-	bee9150ec50982a89ddceb6e18bf6c1804c5c307
data.org.webjars.bowergithub.landi1993	paper-slider	2.0.11	-	e2a3a77133d0023e902ea763ab34f788231f53af
data.org.webjars.bowergithub.landi1993	paper-slider	2.0.12	-	f91e7d27ae8096644c0e51e28d10b4d88a5cd2b2
data.org.webjars.bowergithub.landi1993	paper-slider	2.0.13	-	2e25ae5d047cb2e93620dc5f3a4215fe2f567fed
data.org.webjars.bowergithub.landi1993	paper-slider	3.0.2	-	07314d241f03a226559427092d45e2bcdf6ae3d0
data.org.webjars.npm	grunt-contrib-uglify	2.3.0	-	42249d50e924820c02ae3c99331932152577b2e8
data.org.wso2.analytics.http	org.wso2.das4http.integration.common.utils	1.0.0-m1	-	bc1f6239fe81815ca7c5b7e21c296f381813690e
data.uk.ac.ebi.interpro.scan	interproscan-persistence	5.33-72.0	-	3b181d52c9218dca9946255a20a271b7c13c76ac
data.uk.ac.ebi.interpro.scan	interproscan-persistence	5.34-73.0	-	f8ac31f6ab0e717a252b9c27535e64ced85e0c55
data.uk.ac.ebi.interpro.scan	interproscan-persistence	5.35-74.0	-	a48892ec53ef024af4d11307561dd8be8f2ee4e8
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	0.2.4.2	-	185e6932d4f2695437f0d388ee84ae72040c877b
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	0.3	-	c9ef1410d254ff9f51f99319978b26647e4544b5
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.0	-	663d3a7579360ee4269756d423cdf9095e072655
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.1	-	e9d3be81287407655392576ca371a3f395aec938
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.1-RC1	-	5225c42a575dd0c0febf2ba904cc2d60a03e597b
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.2	-	a3c09632ff388c90423dbaf77c50161d827651fc
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.3	-	9ce00b720148651f3e1d7659c5a6d0ddf5479517
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.4	-	90da72ab7384fdf5558f26481c66b62802e3e2b0
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.5	-	8dbb9da5450569ff5f3421a06d1cbe3144ba878a
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.6	-	add96d3a0c492bd72c8f791a6c910178743d2847
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.7	-	22633baeac999a8cfbfda128f7b1f1a322f31e40
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.8	-	63f094eb5ce7f66428b7b6fd61fe29d5f64e73d4
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	1.9	-	de8a1cddb8a4c4f7abf4ce1dd525ae0a86977e14
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	2.0	-	62cf85964126304f5b7b116331e3aefa66b39aa0
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	2.1.1	-	36bf8bed470e7f21e55d398cdf2e7946fac7af85
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	2.1.2	-	3b7bbd8cb1153ec97483fd389caaaebd11405c7d
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	2.7	-	3341aa210c2138f62111093c2f50bc44427c6e43
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	2.8	-	7fefe0e8e85867cf7569d2ace5074d8a284c81c1
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	2.9	-	4b82a50d249393c8f9a9d4f59c3aac3413742931
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.0	-	d603a230f95d08e1a3a1dc7155b29a5db26fd758
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.1	-	83a32035e19a9dd7619f1bd8e773a6c62ac37109
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.1.1	-	13349ec509b0641d21e62b019447ca7c954b0fd2
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.2	-	b00cdaa2b5eabb8d16244cd6bbc91232f8042e4f
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.3	-	2d43811aafcd0e8ddcd7374bf085140f9b68e4f4
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.4	-	dc78417d088ac063b1cbfc961afb44bf3ecd3f97
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.5	-	63923dbc4dc5957dd35c00c31307c975815618e4
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.5.1	-	b9cb40df8db78b5d5c8f5e80828c4a9144f0b7ff
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.6-RC1	-	410a85bcb024761ecb3315a6ba73f905a3dd800f
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.7	-	ee8dc396ae212d6291727c52f4455772b80b5dcb
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.7.1	-	1d2bf488b14d5d92cfd501d8f1081177099da2c2
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.8	-	4af4899298dbfda0e64f4221bd6a851156567792
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	3.8.1	-	93a393e12494a13db30f2b191412119d4132c96e
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.0	-	4d9c034398590dd6a4c1172e56751fad6d8f5c67
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.1	-	68fac340b45bef750fd3dc6b3b025bcf3d83ad2b
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.10	-	21514bfbec50a566d7ac73956b1fba27d988fbb4
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.11	-	4f5f5cc52052b49289bf4d850910f2c71178b15e
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.2	-	56beb49e58c1ce675fc28a97c752d74f9d5b2db9
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.3	-	2bdbab64f7f4060edc87718406c5a722f67cbd85
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.3.1	-	9fd7cf2c21e05f85fe312e93e0f8509a0bc97b62
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.4	-	8c969035decba15a7147a2b21597d1ea290fc34d
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.4.1	-	8003adbb4f474ee06af1aa0150b7b729ba78bfa5
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.6	-	c6b64624f0360a0a0fd043ed8d558f6d8b78c862
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.8	-	46efcaa4b8febcd6b465e72126da8edd3b8013b7
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	4.9	-	45f95aa74707c956bf3588b9ad5bc37eec8394f7
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.0	-	be66ce88c549ef2e73f2216fb58a773ba731ff59
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.10	-	6af7bde261ab49e352f4939e59b6629601d38ec9
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.11	-	6514118da2e14258c07bb1fd26809a1d0c12de90
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.12	-	881c5d895f0ce1311c09fce605c25990601abb1e
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.13	-	d3b83247bd8babfcff64eea1eaf00aaac42fce40
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.14	-	ea143dd28a1df99196ebc8c12b43f2df370abf2f
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.2	-	a74449d9591bb9339ac474c67d1fa8f175403d0f
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.4	-	550d0d6716450e8842721a8dbebabb8f4bb78cee
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.5	-	ec1d7638e8aceb2020cb316679213dfd338e8a67
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.6	-	860e43775c0ca80d91c642e1ca3e5734937436aa
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.6.1	-	78ad5b482e76fbbd05c3c44cddc6a3e4b920f82a
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.7	-	35f21e20cf163508599bc67a188aef8542fd1bfe
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.7.1	-	cb04c45cab82ba6a31bbd9d9d8e2be602f71cf3a
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.8	-	f81a45f9d219da98f48b008c232804d5e89be202
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.8.1	-	ef52479235c20a2b2d6fea6c0bf36893c0e5b9e6
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.8.2	-	8166370168b91d537a4b7fca2e446c485b320d48
de.adorsys.psd2.sandbox	psd2-sandbox-integration-tests	5.9	-	87be7cc1791779b27ebc1cb31eab377a146bda82
de.adrianlange	readable-ids-core	0.0.1	-	0460745bb2e96eb52b92eb8a6b8dd09bb1cef43a
de.bitmarck.bms	base32check-scala_sjs1_2.11	0.0.3	-	46dcad226910b12247698d42408ecac3cb47df4c
de.bitmarck.bms	fs2-secon_3	0.1.0	-	3d61da17caee0d82dfc4abf71a84380a89d17ebe
de.bitmarck.bms	fs2-secon_3	0.2.0	-	7a6d77a3ddc8ee39d30ff27976ef9fe26b5020e8
de.bitmarck.bms	fs2-secon_3	0.2.1	-	f33c134bdb3b8df3b02296d42182bdc18cba263d
de.bitmarck.bms	fs2-secon_3	0.3.0	-	e78244de3f418eb6a85b44871e5e7fe121ba5a2c
de.bund.bva.isyfact	isy-serviceapi-sst	1.10.0	-	d3aa3bb2df2ac75034009b2d76b90d36fd1316df
de.bund.bva.isyfact	isy-serviceapi-sst	1.7.1	-	1b204f32dd4f30562041dfde038bcdbc29105ac2
de.bund.bva.isyfact	isy-serviceapi-sst	1.8.0	-	d928ba9064f11dcd9deabc53a2a47749ade5ddac
de.bund.bva.isyfact	isy-serviceapi-sst	1.9.0	-	b5a41125c6d1fb58fdea51ddbb56f765baa62009
de.bund.bva.isyfact	isy-serviceapi-sst	1.9.1	-	579f29578fe214fb2db35ece1d181fe03efe163c
de.bund.bva.isyfact	isy-serviceapi-sst	1.9.2	-	79f93ce9e3ca1836eaf0b8271061466a43b3bfb6
de.bund.bva.isyfact	isy-serviceapi-sst	2.0.1	-	c05e376a7005411421fd563d372b02fafd68b295
de.bund.bva.isyfact	isy-serviceapi-sst	2.1.0	-	2b34b0346e01f59ba07543cbc4455a0956512ef0
de.bund.bva.isyfact	isy-serviceapi-sst	2.2.0	-	8f7ba5a1eae01a791d96fcf98c2d36550b343f19
de.bund.bva.isyfact	isy-serviceapi-sst	2.2.1	-	b3241351d665f5a4fcf6029d2f21d21ac59f0591
de.bund.bva.isyfact	isy-serviceapi-sst	2.2.2	-	1bc1ded13e7e13607073bb30d7d5a143aabc0067
de.bund.bva.isyfact	isy-serviceapi-sst	2.3.0	-	2250480591d9948a66e193168c009b4e89d2fe4c
de.bund.bva.isyfact	isy-serviceapi-sst	2.3.1	-	df3eab7fd680d2d62dfedf1737f9100eec1bde2f
de.bund.bva.isyfact	isy-serviceapi-sst	2.3.2	-	35d5d7e76a5e71d8144fd99fe56fd413de183bfa
de.bund.bva.isyfact	isy-serviceapi-sst	2.4.0	-	411cc08d204ba449d2e10f898b757db472fd598d
de.bund.bva.isyfact	isy-serviceapi-sst	2.4.1	-	1e2ee82ba34e96da82b9ecf5568fb76ca5f59b1e
de.bund.bva.isyfact	isy-serviceapi-sst	2.4.2	-	de959f465b1173f8a21c17d7bd9bcc267c7165c9
de.bund.bva.isyfact	isy-serviceapi-sst	2.4.3	-	5e4b0578437138bdeca32aa531eb959835668183
de.bund.bva.isyfact	isy-serviceapi-sst	2.4.4	-	d8b286105985cecf0fd894640604f5f9fb077e81
de.bund.bva.isyfact	isy-serviceapi-sst	2.5.0	-	82b4dcdf641bdb21c567993a775dbcab0a1344d9
de.bund.bva.isyfact	isy-serviceapi-sst	2.6.0	-	f4b2ca172ec297dda1c034a58bde340c64b838f7
de.chojo.sadu	sadu-mapper	1.3.1	-	b895dfd30fadf8c6034a271a3a56cf4667ee567c
de.chojo.sadu	sadu-mapper	1.4.0	-	35f6ed8b7e19b9b797381f85cda60be883d74380
de.chojo.sadu	sadu-mapper	1.4.1	-	7e05947a052bc452dc03153aea41e30684111adf
de.chojo.sadu	sadu-mapper	2.0.0	-	75bdf91167b3d2fee76adadc0198a82087a731c9
de.chojo.sadu	sadu-mapper	2.1.0	-	93a9a575eae1b07f44af50933ad884a07c76406c
de.chojo.sadu	sadu-mapper	2.2.0	-	104320b65b3af5a068dd30ef5e03f9f11901f527
de.chojo.sadu	sadu-mapper	2.2.1	-	678a5d4d2b8fc49e2ba97d518cc7303367212d99
de.chojo.sadu	sadu-mapper	2.2.2	-	fd3eb96bbac3a5555f004cc451a068bef2bae3d3
de.chojo.sadu	sadu-mapper	2.2.3	-	782a04f1b941b9a839782c9d91105577c4847ff9
de.chojo.sadu	sadu-mapper	2.2.4	-	e77d812a844ef67d66bc58707cc917a11c9c3dbd
de.chojo.sadu	sadu-mapper	2.2.5	-	fdd48f07d83f68aa68db6b205693460f99194640
de.chojo.sadu	sadu-mapper	2.2.6	-	dc829d69d9b97b0d481d3f1b9d0128500741b83c
de.chojo.sadu	sadu-mapper	2.3.0	-	e92b45bc3ecaf20cf112895bd50b405c6008a94a
de.chojo.sadu	sadu-mapper	2.3.1	-	bf0124d276b5b699bb7d17c4fa6157348837b207
de.cketti.unicode	kotlin-codepoints-iosx64	0.2.0	0.2.0-metadata	c648ebfb289c9ed39131dc196f1c08abc7a0c850
de.cketti.unicode	kotlin-codepoints-iosx64	0.3.0	0.3.0-metadata	f21a0149f1350e935512700bc1d5a25768f73b3f
de.cketti.unicode	kotlin-codepoints-iosx64	0.4.0	0.4.0-metadata	535891982cd92d1261dc0944d9c83a3981006cf2
de.cketti.unicode	kotlin-codepoints-iosx64	0.5.0	0.5.0-metadata	d40529aa67f200caac0f19e97ad2bc46f640d7fd
de.cketti.unicode	kotlin-codepoints-iosx64	0.6.0	0.6.0-metadata	84e60d65c6d4810e07c9358428b4f7f97563f700
de.cketti.unicode	kotlin-codepoints-iosx64	0.6.1	0.6.1-metadata	28d9a32d5d0d7a5ff06a7983b6c4b377dd69175c
de.cketti.unicode	kotlin-codepoints-iosx64	0.7.0	0.7.0-metadata	55e81128dae14daaa57144d2b89ffc2ccfb001be
de.cketti.unicode	kotlin-codepoints-iosx64	0.8.0	0.8.0-metadata	d6fadb7f572e85b24ea505e021b8f12adbf3a49a
de.cketti.unicode	kotlin-codepoints-iosx64	0.9.0	0.9.0-metadata	2a1420b6ae8d80f81706af7f1e169ea72cdf0a23
de.dentrassi.eclipse.neoscada.core	org.eclipse.scada.hd.server.storage.common	0.1.0	-	51a88861d5f179e17c37279764c83c447ce7e089
de.lhns	scala-edifact_2.13	0.1.0	-	406002695cd1d2efc90ad47676ba63358d6d37ba
de.naturzukunft	commons-rdf-vocabularies	0.1.14	-	f1d14abbe61fdbc091850d2839ea5fedc77c3c73
de.naturzukunft	commons-rdf-vocabularies	0.1.15	-	58cad2ae2b5c99c27e6b3b444da71eff7f9bf819
de.ovgu.dke.mocca	mocca-tools	0.1.0	-	067c4d6d2e52a506225e55d0d271b81b6211411b
de.sciss	audiowidgets_2.9.1	0.10	-	5fa29f35e8d9329bec77da9bda9b689cd32c47b4
de.sciss	audiowidgets_2.9.1	0.11	-	be2d6f3d7387893433fe678f8114aa658d7f32f1
de.sciss	desktop_2.12	0.7.3	-	e592e68521bdd9665441c0cc7713e6f57571d19a
de.srsoftware	tools.translations	1.1.2	-	8c0cd4e97eff9ff52d10fe757693295f4d7098ac
de.srsoftware	tools.translations	1.1.3	-	08895463243324aaaefb838fdec9f4796b27cc69
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.0.1	-	77b25f235cac2c75e1a8a00feba9d1d0b1db0388
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.0.2	-	74c38ccf1df3d8eed9865f49f20c4407ef0f22bf
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.0.3	-	ccd574a41e3d37aba4cd1c1c12a84a24850f468b
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.0.4	-	32270c7e5cd396a13f8f1ea60b873d0bb1c20854
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.0.5	-	cc95bf3384a83e688f30784e582ef38141f71b19
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.0.6	-	85aa761c25f19c53afad1dd4553eb0c06c31ae71
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.1.0	-	731961c876acf6360560cba4ba03d24fe2ce1494
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.1.1	-	6c79316cace8305cb4eeb2def0871c4ef8ad1b33
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.1.2	-	9fc8e352440a59c083ef4cdfda896bf99e34c2c5
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.2.0	-	d96947f93b6a3addea3d7cec09a6d22a0214427c
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0	-	499ba133ccaf6dc73092bfd7ab5b8d2f441a0c49
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-14-3cacfe	-	8ce7f7a3f7f4ecf9d871cc762350e55589bf289e
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-15-abd360	-	ef369c8b5208a874f15d739f43c58415eb5eb04a
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-16-628303	-	55149e566e5923df5e7f04819cd9e205d8606f20
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-17-163d51	-	62a56233b2d694f8450dd8f313ffa7f9970d4af9
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-18-d235ca	-	60b11460befaa2c6a5ffb2dcdf78981e752f662f
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-19-e6afae	-	923a40eaed4e24f02930511f87a6eb34fe62d24c
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-22-2d0f9b	-	7b5bef0bfc9342da980e260d76e8da0393a6068d
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-23-bddc50	-	e226ce05ce39879e7e9508cc60f5e501b057f1c7
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-24-05d957	-	0c3f101730a9f0dd4e9525b256de1c18f89eb24b
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-25-1f31fb	-	d310409fd472d7bca14375a4ad0f670571d1e3d4
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-26-37c668	-	fc714e5bff1fe96f0950fbee4131e3556e76d5bd
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-27-2fc7b7	-	6d8f258c72fe5bbd89c002180578bf2d7187c9ad
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-29-8e84c2	-	4807ecc183fad4edb923718dd5c5035ea5bf6572
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-30-8f7d6a	-	f0e7ab4aec1b7ef076588b5fded8ea616a555861
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-31-8e8adc	-	2e67da6a2af7bfde326938bd31a6c184429f1964
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.0-32-86520c	-	63a44a2d8ad9ffecf4b708b15e6669f24cc96961
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.1	-	e02a02c99b87fd80a2ab512d6902503aa5186809
de.tototec	de.tobiasroeser.mill.osgi_2.12	0.3.1-1-7ea87a	-	15c417bca262da239fd6ba0daac5823d650872c2
dev.argon.esexpr	esexpr-generator	0.1.0	-	11268308209eb05af88fcb30690e61e56d055c48
dev.argon.esexpr	esexpr-generator	0.2.0	-	7a996ba6ddbb50236dca6c305ab2fd7d21f44ea7
dev.argon.esexpr	esexpr-generator	0.2.1	-	d5273edfc878e3d65157ac76451d071e76c3225b
dev.burnoo.kspoon	kspoon-korlibs-tvosarm64	0.0.1	0.0.1-metadata	4c6ee5af88bf01d7c12e908391906435896bacae
dev.chrisbanes.circuit	circuit-overlay-iossimulatorarm64	0.9.1-compose-mp	0.9.1-compose-mp-metadata	0d5a973837922ac680a4bd11e9cd0b237b0c0795
dev.langchain4j	langchain4j-community-redis-spring-boot-starter	1.0.0-beta1	-	ca6a57da4ef7f6303985c535273831ac4220aa02
dev.langchain4j	langchain4j-community-redis-spring-boot-starter	1.0.0-beta2	-	3dd61ae48d5fe983d29b7abb5521a15205f2b87b
dev.langchain4j	langchain4j-community-redis-spring-boot-starter	1.0.0-beta3	-	964bb6a71336b4d5d21ee284634c26f194ad6f7b
dev.struchkov.haiti	haiti-utils	0.0.2	-	11ad6b863405b140774e61a360c5bcdb8743294e
dev.struchkov.haiti	haiti-utils	0.0.3	-	4d791040efb7a6c5dc81dbd2b3dc44286cc221c6
dev.struchkov.haiti	haiti-utils	0.0.4	-	32e90d96181f7b667e27c5a4257e1690468fec73
dev.struchkov.haiti	haiti-utils	1.0.0	-	d5aeb16056e9b199e758135b5f195c6851b02b8c
dev.struchkov.haiti	haiti-utils	1.0.1	-	249262cb89e46b76a4150acc30e2d5b5c44f6f94
dev.struchkov.haiti	haiti-utils	1.0.2	-	a3b9965317023a90889b6e4d9ee110bbce2ab7fc
dev.struchkov.haiti	haiti-utils	1.0.3	-	51000e74da02db79f83439092ea536ccdb97229d
dev.struchkov.haiti	haiti-utils	1.1.0	-	543bffe22bc9954f4d065c9c3316035b2a286eb3
dev.struchkov.haiti	haiti-utils	1.2.0	-	a1eff0012dde33ba93b9888013e9f6ba357d1c8f
dev.struchkov.haiti	haiti-utils	1.3.0	-	56ba7e12b79ae4132026aefb4236751fae739fcc
dev.struchkov.haiti	haiti-utils	1.4.0	-	eb9963496b4a412f4640d7f55fd28b71f9d48659
dev.struchkov.haiti	haiti-utils	2.0.0	-	da6927a3a658bfb530fcf92eed5d73a0871e4941
dev.struchkov.haiti	haiti-utils	2.1.0	-	35c2ebd05f2a4218c669f449cfac589a13b0b51c
dev.struchkov.haiti	haiti-utils	2.2.0	-	4ba78e635bc04c3333e9bccee1f2c768b4b841a1
dev.struchkov.haiti	haiti-utils	2.3.2	-	eb4d742cb15e2a871d802281bb36d578b0f47f92
dev.struchkov.haiti	haiti-utils	2.3.4	-	2495958f7e316f5aba213dddbcfe613466890c6a
dev.struchkov.haiti	haiti-utils	2.4.0	-	ba0b07db928c2d1206672a1113fad31e3a7c7f5c
dev.struchkov.haiti	haiti-utils	2.4.1	-	2c073791f2e8ef2ba9e7e98498fa513009c34f6d
dev.struchkov.haiti	haiti-utils	2.5.0	-	b132b4c04e9f80d45941b53cd05819e1c9d6034c
dev.struchkov.haiti	haiti-utils	2.6.0	-	b1b592053c17cd7bc954c60b89509ee324804de3
dev.struchkov.haiti	haiti-utils	2.7.2	-	5a04fc7eea3dc3101e97c9cc8df06ba0a85a2a54
dev.struchkov.haiti	haiti-utils	3.0.2	-	f1faceb6c00520158b3fd75a08c1b36699d3f144
dev.struchkov.haiti	haiti-utils	3.0.3	-	cc418f047bd90008bb22201fd057748d28039c82
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.1.1	-	9cf2df6b7d2698cd71730dd6377f0d4ad69ebe22
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.1.2	-	9e07fa536d46ec9f1203dbe176b95fa17498c247
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.1.3	-	c507063a3edeb4b9b24dfef371482d0d23f4f153
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.1.4	-	5b1571f170d18e8bbe6e6f85f32102326678a356
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.1.5	-	a2e0bc3f5cba00e173f65693bd1304e928af401e
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.1.6	-	de6da26c2eb6c35448c736e5a03e10aef9e87e17
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.2.0	-	053fbc54a94b35c49360838730d6f1dd30557dbb
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.2.1	-	ad61711d1b5eab5fa679e0979ac8e04b9d65d047
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.2.2	-	a1649eb30ebefd9d2d37dfb0630e5876fc3bcd98
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.2.3	-	dca870a1368af1954d50c69526e11d22def0ba57
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.2.4	-	7b9d25d415411e049d08f4c74fc21c5e089d0af0
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.2.5	-	4d37c611fc8e1dd6b6d4dd004072f9fc6fcb0814
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.3.0	-	69d262388553d34380ee5aa75fcdd1c7c6048151
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.3.1	-	90bd4ed69b92c0f4492b142a074455616cff4dff
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.3.2	-	87442edc9075ef55fe33c4a9497cb5457e794914
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.3.3	-	7cc1c9f2b2996c0f46797f6ada7c0ecbfa4f36f8
dev.zio	izumi-reflect-thirdparty-boopickle-shaded_native0.4_3	2.3.4	-	1e7b1a7cf8414d6acdfbc281214e5736e5379892
