br.com.objectos	sql-type-testing	0.11.1		2dce9fc2b045bdb4e983975c969c0eaa2ec9ba41
com.amazon.alexa.aace	car-control	3.1		N/A
com.amazon.alexa.aace	car-control	3.2		N/A
com.amazon.alexa.aace	car-control	3.2.1		N/A
com.amazon.alexa.aace	car-control	3.3		N/A
com.amazon.alexa.aace	car-control	4.0		N/A
com.amazon.alexa.aace	car-control	4.1		N/A
com.amazon.alexa.aace	car-control	4.2		N/A
com.amazonaws	aws-java-sdk-clouddirectory	1.11.100		943190755fcfda6147638883c86e11396947b7d7
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1000		c2600ea195bc6ea031d2a43e783af37507727882
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1001		bca1faede9fb217b20a59fe5164901ed56016071
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1002		749ac4c2ac06e0a5ca98071735e7ff1a898b2c31
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1003		56310877c9d230e2f115c7778c3b4dda16a13230
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1004		1ae6aea5f9f8eb00aeb616f99af1cbc4c18a31e3
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1005		1b5ee1bd498552a3f8f12394c88c7ac23b6f62af
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1006		613d50e222377e7e16051e51bd4c6e73689d8efa
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1007		afad87fd6906cc14393dd436cb0b5f89c115c9fe
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1008		e9cdb885e350d257357a7d1386c0f72059e1b479
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1009		bcb88fb273d081846d217a2278f90b9454c44375
com.amazonaws	aws-java-sdk-clouddirectory	1.11.101		4e3bc32637b14c13501537a2ca9a8514c608544e
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1010		67fe7bf4793908e266d93e798b2cc702f0ac2c48
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1011		7fd74d76c0a93f84b07546a4ab0274caabe4a790
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1012		8d7cbd276b159d7ee6baaf6d2877283303d43547
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1013		577f79063d0651aa2cea7f33d7224ff903302356
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1014		6ba814ca6f9068b04a090c69d749656215dca438
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1015		aea14a28ff162f2bd1943c2f67fb6da92c3d074b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1016		81309742a71d07148d80caefbceedcac5bc33531
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1017		d3dc1f3c1aab3528bf1b3e0edfc4e2ce5f3fe57e
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1018		3fdf917cc921a0b1074408fae5bda0cc3114330d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1019		f51e71b31be915b0818ad4417ea092d6c533faa1
com.amazonaws	aws-java-sdk-clouddirectory	1.11.102		443dc5c2e036f118a5f99b753f205d29fd1dc92f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1020		bc7cf447f42ab96d09699b8b5cdc5397763ab10c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1021		bfc5d96b78f9ca92f0bd309c7d9e6e7dc5a7c8fb
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1022		958324a43c3739d8ca52d099710b32f6917481aa
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1023		f866dd909666b89d7a480bce5854f528d3c2364f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1024		55429e8e8136a8085b5d41998b4558a882e51d2f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1025		e0604311abe2fab1d1c166357a9c7077d5b33775
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1026		d189c515d30b033e4d7495bb7eeab5c123e8f0a1
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1027		6897c9ffc07c6e86844af78c41a79cb4b1c8a98d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1028		ef5d351f788de13e38461e095485723fc346b967
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1029		315b7a10c598bf4fd041dce9356c95904e598ee5
com.amazonaws	aws-java-sdk-clouddirectory	1.11.103		5180f642bc0e6187cbb338cd086e8ea76ae8e952
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1030		521e5d06e69977b36bd288693c879f89a91fdd04
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1031		8a987cfa029b624c26e366bdd84ca6e424505dc2
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1032		840a65f324b54b3909b897d61363020666d58ba6
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1033		5d4f6264905d41e144dd200a1f43bd1f010d22cf
com.amazonaws	aws-java-sdk-clouddirectory	1.11.1034		9cc6d1d2cfb225a742004900b022262d917cce17
com.amazonaws	aws-java-sdk-clouddirectory	1.11.104		659af20a33da8b7243886764ac14a36087b52253
com.amazonaws	aws-java-sdk-clouddirectory	1.11.105		dcea281f20892acd74def4df01bfe4a363d788d6
com.amazonaws	aws-java-sdk-clouddirectory	1.11.106		a18a585bcaf00fa5cbaeda6da891bdc7418e6f59
com.amazonaws	aws-java-sdk-clouddirectory	1.11.107		692a7c3a984d7d6eace5e9f0e530ca815adfba08
com.amazonaws	aws-java-sdk-clouddirectory	1.11.108		71fa7aed175568d599ba9d1c39e061520e87904a
com.amazonaws	aws-java-sdk-clouddirectory	1.11.109		2c5229462abb3e04b781474aae4edd68ad7f4073
com.amazonaws	aws-java-sdk-clouddirectory	1.11.110		cbff03604596a02ceecf27bd40652de3f75f31bd
com.amazonaws	aws-java-sdk-clouddirectory	1.11.111		f283317ffb33c2c3ce2ef1162e5cf5a92f3d737d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.112		6153df5af9fb9399831f538e63fb268c5ccfb4f0
com.amazonaws	aws-java-sdk-clouddirectory	1.11.113		1a71b03a968703db84fde5d469d0eeef0c77fd8b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.114		8b03f1241ef807db16a3d49bddd8869b9dc8c7e7
com.amazonaws	aws-java-sdk-clouddirectory	1.11.115		fcac8893c8c9494a7e639e7bcde2debaff14033e
com.amazonaws	aws-java-sdk-clouddirectory	1.11.116		9860c977a415c9cbf47abcc19d959cc98c52837d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.117		df5181914a491daf01327156f3d84655ba209539
com.amazonaws	aws-java-sdk-clouddirectory	1.11.118		e2f01fa50ae0a550830edb79bc0648ff16da57e6
com.amazonaws	aws-java-sdk-clouddirectory	1.11.119		28997b8d9e928b144edba3f4f80e5f21b4b2c546
com.amazonaws	aws-java-sdk-clouddirectory	1.11.120		81c867e971e7d5468636efdc43276bf9cf85502d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.121		9620ba77ccad4d2964f432c1042113ce98472339
com.amazonaws	aws-java-sdk-clouddirectory	1.11.122		40e4ff3e9892f07bc4aea480d9a2bc9b88fef9b7
com.amazonaws	aws-java-sdk-clouddirectory	1.11.123		36da00bbb62ce44d20f327270981cdcf6dc3641a
com.amazonaws	aws-java-sdk-clouddirectory	1.11.124		4062d01e7779512d2b43eab1432c139e478ca657
com.amazonaws	aws-java-sdk-clouddirectory	1.11.125		4de24adc2b6ee99280e51e4f1cd1317d372b795f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.126		81a038ba63233e7e6fbeb5215db45dcdded17498
com.amazonaws	aws-java-sdk-clouddirectory	1.11.127		487e79894b5d9cabfc9648406489c33a8871717b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.128		61027ba07c2ec8038afb0097e6022872586b7d33
com.amazonaws	aws-java-sdk-clouddirectory	1.11.129		4770353c5b428537967308b5fea6634dfaaeaaed
com.amazonaws	aws-java-sdk-clouddirectory	1.11.130		99d2df9ad14cd96fb8f883cb08b031275b522540
com.amazonaws	aws-java-sdk-clouddirectory	1.11.131		b8252c745dd3683998366c16488584ce2038ff4d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.132		8da61401bc50b3d8066a7c104db3e6d3fd440a60
com.amazonaws	aws-java-sdk-clouddirectory	1.11.133		dc0afb406bd0e288322c568a5e441df547e8ad3b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.134		89d5abcd4346fd7a21e08b933da0f9aee0de80c1
com.amazonaws	aws-java-sdk-clouddirectory	1.11.135		0a0d9441f46fd9f71446590eedc027f38023d6d2
com.amazonaws	aws-java-sdk-clouddirectory	1.11.136		27586258ae055738b54ddbed9d48e23503fde005
com.amazonaws	aws-java-sdk-clouddirectory	1.11.137		c14ca50b0e6daaad56210aa13fa940521ceb38cb
com.amazonaws	aws-java-sdk-clouddirectory	1.11.138		b2dd35c23055917aea6f6d5de64c19f27e0b3cf9
com.amazonaws	aws-java-sdk-clouddirectory	1.11.139		550ab30b1d9e1de4765918247c64d16a9b22f79d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.140		380cb0b50793a9dd29f81ed459a449ea442337a5
com.amazonaws	aws-java-sdk-clouddirectory	1.11.141		17d28e9a0360043bb684ff848bc042786d2547ca
com.amazonaws	aws-java-sdk-clouddirectory	1.11.142		0ca8fb0cc3c4525d2b4ae04c8534bade8d7af1f8
com.amazonaws	aws-java-sdk-clouddirectory	1.11.143		e4c914ef7b48245b4bd715d8c97d7212e54280a5
com.amazonaws	aws-java-sdk-clouddirectory	1.11.144		729310615b00ed0ee1899a41fde4a083b429a49d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.145		8f2a6565dcffe6b191aeabaa96b7cdb13c653440
com.amazonaws	aws-java-sdk-clouddirectory	1.11.146		c86ace03835e3274c7bd54719d60094aedf0786f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.147		dff3d1dbb6181d351b07d2ab0338ee0806225c76
com.amazonaws	aws-java-sdk-clouddirectory	1.11.148		757fcfcdee9fd9c5f0059eb9387162ecb79e77fa
com.amazonaws	aws-java-sdk-clouddirectory	1.11.149		ebb54851a0a2f5299841a890891e4397327cd931
com.amazonaws	aws-java-sdk-clouddirectory	1.11.150		00cc2a96fbd1737b5d08b56698f73b1abc397688
com.amazonaws	aws-java-sdk-clouddirectory	1.11.151		c5141b1b7a645cbbc672205af1b81e5d6bc60519
com.amazonaws	aws-java-sdk-clouddirectory	1.11.152		ac616056e063eb0d3e9a6bcbab507e108ab05cfc
com.amazonaws	aws-java-sdk-clouddirectory	1.11.153		3ca6849386be8289d8ae7f8f444e3aaac10232ad
com.amazonaws	aws-java-sdk-clouddirectory	1.11.154		0e5475732c7361c40ea018afe473d680d807377b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.155		941ff3372ca815de277776b0b7a9af2673477669
com.amazonaws	aws-java-sdk-clouddirectory	1.11.156		09cb2b177768ee86aaabc3371bba43485f725e5e
com.amazonaws	aws-java-sdk-clouddirectory	1.11.157		87d907b435327d9930ae11b02407d428afccc051
com.amazonaws	aws-java-sdk-clouddirectory	1.11.158		4138686bab3a615d21a1f861575bb4b88f39698c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.159		573fbdb820d52ee041bb0af712bc47b1262600e2
com.amazonaws	aws-java-sdk-clouddirectory	1.11.160		c1ac091146fadad5b163e5ce2aded8e0ee35ff08
com.amazonaws	aws-java-sdk-clouddirectory	1.11.161		36316e6e46796958b72f12acc1c1725c8e34b833
com.amazonaws	aws-java-sdk-clouddirectory	1.11.162		26e30bb9f3a9d4847b2c7e656a7c80dda7e0aede
com.amazonaws	aws-java-sdk-clouddirectory	1.11.163		c350309d9557b45ff2a26260f7fabdd0b439f891
com.amazonaws	aws-java-sdk-clouddirectory	1.11.164		9c8b71adac0d4bf527b4222256653efbebcc4ac6
com.amazonaws	aws-java-sdk-clouddirectory	1.11.165		3edb958325367764e54061caec02216b8835f61c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.166		2ba68b6912a90915eaede3305ed2e29d2d3f90b9
com.amazonaws	aws-java-sdk-clouddirectory	1.11.167		eb42ef50c3b3093be831bd4acfdb2f92074e6249
com.amazonaws	aws-java-sdk-clouddirectory	1.11.168		546af0b1b9fb1c990598a3d12de9d56ba6c0de36
com.amazonaws	aws-java-sdk-clouddirectory	1.11.169		b715d452cb7d6378e8b42f04238435ce4eba5393
com.amazonaws	aws-java-sdk-clouddirectory	1.11.170		2feaebecc68f4bdf82ca2c8e896974d805a18340
com.amazonaws	aws-java-sdk-clouddirectory	1.11.171		3ea9c87906043e9445514df2c7015c8184839e0c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.172		54d166b272f2b2f6fe5f6321dbeb2ff2e37dd9c8
com.amazonaws	aws-java-sdk-clouddirectory	1.11.173		c2ee5d937a47347992a6e5636a877e606775f4a0
com.amazonaws	aws-java-sdk-clouddirectory	1.11.174		8c12760e2d5e75b04c44451371abc9048ceb3391
com.amazonaws	aws-java-sdk-clouddirectory	1.11.175		87c6e483c5fbdaa73eed7d82f365e676e98ec443
com.amazonaws	aws-java-sdk-clouddirectory	1.11.176		851c58eaa99acf30cf483c04084d86f66c02546c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.177		52571c7c559a98a8c8a35641341170005687d58a
com.amazonaws	aws-java-sdk-clouddirectory	1.11.178		ad814ee87802da9b1eebae499fa04601ba90ba59
com.amazonaws	aws-java-sdk-clouddirectory	1.11.179		1dd0e826162e30fd8536c87cb0c16093ffd8993c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.180		90286f3356b782a8c9146370e9727863c25debd3
com.amazonaws	aws-java-sdk-clouddirectory	1.11.181		6517831eab22f919586df3ec086b4ad7f539bba6
com.amazonaws	aws-java-sdk-clouddirectory	1.11.182		d1e03570ef49f4fb421d7aaa47e80983f857f673
com.amazonaws	aws-java-sdk-clouddirectory	1.11.183		581ccf10889c1449ec9dc4aaf762e33eb01a9f32
com.amazonaws	aws-java-sdk-clouddirectory	1.11.184		ea0f9b90250a2dbaf1e4851b4dde8f62fd843ae9
com.amazonaws	aws-java-sdk-clouddirectory	1.11.185		bc01fd779a165e6e6707e779b1aee93796ce65ab
com.amazonaws	aws-java-sdk-clouddirectory	1.11.186		33225b62bb86f08d5d61a30e43b5a0e717ecdb37
com.amazonaws	aws-java-sdk-clouddirectory	1.11.187		8375066033d972dadc290c47ea2a7a0ee87fa640
com.amazonaws	aws-java-sdk-clouddirectory	1.11.188		aad9626fea79a34c21605ce5af676787330a1849
com.amazonaws	aws-java-sdk-clouddirectory	1.11.189		4a4373d814cef86347773127f6748bd9a8682620
com.amazonaws	aws-java-sdk-clouddirectory	1.11.190		1f2259a9b39c66f2052c373938f8a281f36ae13f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.191		20f78d5171018a297dc5a417df4fddd9eb0b3f74
com.amazonaws	aws-java-sdk-clouddirectory	1.11.192		34dbb70980de633e257535911f0f79a1e0d89581
com.amazonaws	aws-java-sdk-clouddirectory	1.11.193		b0a48095967b35c1672cae4c2a566eac18c9f885
com.amazonaws	aws-java-sdk-clouddirectory	1.11.194		582993f7fbf5cb4569c3278ecc89a804d851c10a
com.amazonaws	aws-java-sdk-clouddirectory	1.11.195		007f909b2ee7faf619780bceac2202288e163990
com.amazonaws	aws-java-sdk-clouddirectory	1.11.196		22cd5404e8ba8c8b9691cc12dc86a33e8d3c9324
com.amazonaws	aws-java-sdk-clouddirectory	1.11.197		41ba99ca66ac158b8d3d441f4f1bf737e00069e6
com.amazonaws	aws-java-sdk-clouddirectory	1.11.198		c1af92336243b9d72e187405b4347f7d0a4aeec2
com.amazonaws	aws-java-sdk-clouddirectory	1.11.199		0f986aea9cd4cf389195e01e27194f62a526be2c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.200		8b2862b969b20ffa242ca3a0f974e78f38983bb4
com.amazonaws	aws-java-sdk-clouddirectory	1.11.201		f34c09c1ab082d5ec0d6d44a961939f5e7bdf782
com.amazonaws	aws-java-sdk-clouddirectory	1.11.202		1ca5dad37ab3a3cfa058471c282b4ca191926fae
com.amazonaws	aws-java-sdk-clouddirectory	1.11.203		f3af0d83b40c0e1be7662a2e86de5a4d7b57fe39
com.amazonaws	aws-java-sdk-clouddirectory	1.11.204		2aa2988046808c9b2f0329f7e9b95953cb663444
com.amazonaws	aws-java-sdk-clouddirectory	1.11.205		de224f509dd875d49955d8ea72b6deaa7bdc0c11
com.amazonaws	aws-java-sdk-clouddirectory	1.11.206		a53cf73a316541a2aa5d29034fc456201bd5ecc1
com.amazonaws	aws-java-sdk-clouddirectory	1.11.207		1be45d53f943e4ba7e65dc9998a80835340e9a75
com.amazonaws	aws-java-sdk-clouddirectory	1.11.208		8a2e9dc4ded65c9f5523387c99eba3ef4fd3be48
com.amazonaws	aws-java-sdk-clouddirectory	1.11.209		e9b1a99039c6df5c1b43291701a31815bf7e835b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.210		09c6cdd954e1b08b6b4c1b6244867c9e514cd00b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.211		0ed76b90a4310a42bdec96b8439df546927eb941
com.amazonaws	aws-java-sdk-clouddirectory	1.11.212		00d1c59d045bc59e63f769585e60121f7865fa53
com.amazonaws	aws-java-sdk-clouddirectory	1.11.213		77a8cdd82890956551352b89d90dc34bdae09c56
com.amazonaws	aws-java-sdk-clouddirectory	1.11.214		8977fa77292c04953b04926f4befd9406698c511
com.amazonaws	aws-java-sdk-clouddirectory	1.11.215		fc3ca5712c3d349b427dac7f250f3da49984e61b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.216		2c5b46b9c3a61c5426d2205a9531297ef0437c40
com.amazonaws	aws-java-sdk-clouddirectory	1.11.217		6f5c106dcd14135d99876b513c7f2faff1d8ec37
com.amazonaws	aws-java-sdk-clouddirectory	1.11.218		a23088821e384621deb554e750e80858e0efd6cb
com.amazonaws	aws-java-sdk-clouddirectory	1.11.219		ee0f8799399a7f32b0216ccecade0b9a2722ff71
com.amazonaws	aws-java-sdk-clouddirectory	1.11.220		93c0c4f6693b9b80bc0653e7050d62c6b0e79056
com.amazonaws	aws-java-sdk-clouddirectory	1.11.221		c09777e751f4ce3372dd8bacc2445c779215fb54
com.amazonaws	aws-java-sdk-clouddirectory	1.11.222		666b104230a85f4175a0dfd1b13afb4315065e12
com.amazonaws	aws-java-sdk-clouddirectory	1.11.223		143a061fbdfa9d8af27475ba7b37c7dbd82cf835
com.amazonaws	aws-java-sdk-clouddirectory	1.11.224		7e5c8d5919f36f41dd89df7ca7a11fb3d17aef87
com.amazonaws	aws-java-sdk-clouddirectory	1.11.225		16d87506bec850ac9837d251dc5f7e23b992a0f8
com.amazonaws	aws-java-sdk-clouddirectory	1.11.226		a33b2e9303190ad944ef291c5d8b2fa73d45c73f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.227		789912da645d8f153d4f14241922b37d7b1efe0a
com.amazonaws	aws-java-sdk-clouddirectory	1.11.228		37c155f7c842cba9411cba4f35ebbf257704b5ca
com.amazonaws	aws-java-sdk-clouddirectory	1.11.229		3207ce73b6f044a4b8ad4c31b8ffd49373b04ef2
com.amazonaws	aws-java-sdk-clouddirectory	1.11.230		a489ad5d2bd75ea012b8100296967d70ac6f2178
com.amazonaws	aws-java-sdk-clouddirectory	1.11.231		17fd54a66da7f205e2afe51c021309da265a8d5d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.232		14eaf5a8ac9a6f711f768fac19275de1005d8d23
com.amazonaws	aws-java-sdk-clouddirectory	1.11.233		af73aaa578eebaa49201854d99cce08ee245d55c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.234		6e247b335d384d9e80f1803f632601255ad92ebc
com.amazonaws	aws-java-sdk-clouddirectory	1.11.235		2e0a0ddefd2921fd98660fb7b9a4185522e72192
com.amazonaws	aws-java-sdk-clouddirectory	1.11.236		9ea6d54b71553c2b86820cf4c162132e7279f020
com.amazonaws	aws-java-sdk-clouddirectory	1.11.237		5953ab18f2e794021e19b550b323da1f0b9b6006
com.amazonaws	aws-java-sdk-clouddirectory	1.11.238		7df24573a153759a63c0090b4e5ddbbadef9a333
com.amazonaws	aws-java-sdk-clouddirectory	1.11.239		4feb63d442a8734cf532b6cb9ceb0479e0699726
com.amazonaws	aws-java-sdk-clouddirectory	1.11.240		36e3f54d8f382734d23f478c7e37ba2ad0d68e2d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.241		da3c91f7889e9308e6a709f518784688c0f68e6b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.242		46eb34e1d4e3f6616dd79ba23dd3792d01f87436
com.amazonaws	aws-java-sdk-clouddirectory	1.11.243		7629663df6f529036e10254087f2e0c8fb98fe9a
com.amazonaws	aws-java-sdk-clouddirectory	1.11.244		996c9ae21e8730cdf5516b9ad92d6931e5516768
com.amazonaws	aws-java-sdk-clouddirectory	1.11.245		199c015796f7f7f905dc4805605f5e7fa936435b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.246		af0575e8161d858b0565bf0fc9e83ce565d4939b
com.amazonaws	aws-java-sdk-clouddirectory	1.11.247		973dc5925137395222b4e9f04429026ad2eea389
com.amazonaws	aws-java-sdk-clouddirectory	1.11.248		5cfdd2bdc8ba5268bff472329335005724c69af8
com.amazonaws	aws-java-sdk-clouddirectory	1.11.249		ea993faa42ec45db583c397abdc2513df52c1be5
com.amazonaws	aws-java-sdk-clouddirectory	1.11.250		2fe9d9616b4c0d8034a5da24e54b2d9c0800ab46
com.amazonaws	aws-java-sdk-clouddirectory	1.11.251		44e3512293a086c3b8613ed21bd29dd2fa12e8c0
com.amazonaws	aws-java-sdk-clouddirectory	1.11.252		e361878ec29986fd3c4c401e5d51ec7cbbd27973
com.amazonaws	aws-java-sdk-clouddirectory	1.11.253		2931365d2f598519851f73a83fff79c34cc44192
com.amazonaws	aws-java-sdk-clouddirectory	1.11.254		6429749966b344ea29878396d1f8c3145e0fec57
com.amazonaws	aws-java-sdk-clouddirectory	1.11.255		f55a010336f5b2e7ba063426b8290b1597ec4e4f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.256		44e8591f69a9c507021513a46de5b72eef1bff0f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.257		05a0448f772a9525536638a14ca30070033fe6e7
com.amazonaws	aws-java-sdk-clouddirectory	1.11.258		e49bad1863cd49ef190b374b6d7ed3148ee76961
com.amazonaws	aws-java-sdk-clouddirectory	1.11.259		1db27b9ad3a1716343fb4c63d5e0376dedffbb89
com.amazonaws	aws-java-sdk-clouddirectory	1.11.260		bf1d56d10ab8de9d65cec1530c69b6bcdd638b41
com.amazonaws	aws-java-sdk-clouddirectory	1.11.261		31331189d6d8b7f81421640b86340d27fa84b187
com.amazonaws	aws-java-sdk-clouddirectory	1.11.262		dadde040008fe2d0886c9884b4aac479e319b840
com.amazonaws	aws-java-sdk-clouddirectory	1.11.263		27ff68f0e1b4a38f8025229a7588400c883eba57
com.amazonaws	aws-java-sdk-clouddirectory	1.11.264		e6e7c869d6e464ced0f336ead62ff642d31e30ca
com.amazonaws	aws-java-sdk-clouddirectory	1.11.265		0efdb2c3ca5cea3b87e20990cba596bb45b76ace
com.amazonaws	aws-java-sdk-clouddirectory	1.11.266		2615c1de112772b367c219beeba818121eff2616
com.amazonaws	aws-java-sdk-clouddirectory	1.11.267		e22f860b2993b7526eb9341cff48bdb13fbc6643
com.amazonaws	aws-java-sdk-clouddirectory	1.11.268		3aa89d574bd1cf0444e2a7cbed6da931ca3c896f
com.amazonaws	aws-java-sdk-clouddirectory	1.11.269		f535b89f911e2c16dca7e421cd9fecc1efa60d27
com.amazonaws	aws-java-sdk-clouddirectory	1.11.270		88b07ee805aeb1bfdb8dd7526759667987fd812c
com.amazonaws	aws-java-sdk-clouddirectory	1.11.271		f509e9699a8dc2a8872e86691d692098d65b498e
com.amazonaws	aws-java-sdk-clouddirectory	1.11.272		fcf4cac78d4057a467ba32dd6ca87062defb29af
com.amazonaws	aws-java-sdk-clouddirectory	1.11.273		ae620e36096e75db6eace092151f424ad41cfd04
com.amazonaws	aws-java-sdk-clouddirectory	1.11.274		8d1d39e154fa6fa945f91e1e6944764a82cf18ad
com.amazonaws	aws-java-sdk-clouddirectory	1.11.275		b3b4f7c7ea3b799f21894c16e936e750902a997d
com.amazonaws	aws-java-sdk-clouddirectory	1.11.276		27fa410648645078c6508f2626584a7bfc79fe02
com.amazonaws	aws-java-sdk-clouddirectory	1.11.277		d441b893481a5460d7f08ea7515a94d09540f674
com.amazonaws	aws-java-sdk-clouddirectory	1.11.278		96f5dfc200866b2c9cfbfebec5efa461d4aa5e2e
com.amazonaws	aws-java-sdk-clouddirectory	1.11.279		36a3ae14f85455b29ee36e7d7a127ddb5593d478
com.amazonaws	aws-java-sdk-clouddirectory	1.11.280		b1f93cdade66a4f6d8e01ab9f91b4fd960d3e892
