cloud.mburger.mb_android_kt	mb_android_kt	0.8.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.46.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.46.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.47.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.47.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.47.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.47.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.48.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.48.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.48.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.49.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.49.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.50.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.50.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.51.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.52.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.52.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.53.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.53.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.53.5		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.53.8		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.54.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.54.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.55.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.55.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.55.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.55.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.55.4		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.56.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.57.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.57.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.58.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.58.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.59.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.60.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.61.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.62.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.62.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.63.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.63.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.63.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.64.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.64.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.65.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.65.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.65.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.66.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.66.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.10		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.11		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.12		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.4		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.5		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.7		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.8		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.67.9		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.68.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.69.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.69.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.69.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.69.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.69.4		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.70.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.70.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.71.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.72.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.73.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.73.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.74.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.75.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.75.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.75.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.76.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.77.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.77.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.78.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.78.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.78.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.78.3		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.78.6		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.79.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.80.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.81.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.82.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.83.0		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.83.1		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.83.2		N/A
org.finos.legend.engine	legend-engine-xts-mongodb	4.83.3		N/A
org.hudsonci.plugins	favorite	1.10-h-1		7885b3bc0d9147abfd80f967c41930e0c5aea3a7
org.hudsonci.plugins	favorite	1.10-h-2		5070d2eb7269a8d0973bd7bfc3964243cc985190
org.jboss.forge	forge-jboss-modules	1		57a6fbc405d02dcb99619e8f55d6594a36da558b
org.jboss.forge	forge-jboss-modules	2		57d2846c8dabcdf981416b45e4dcd900f64f991c
org.jboss.forge	forge-jboss-modules	3		4ea43d7614b46a64261fa832ca19a3d01e21afbf
org.jboss.forge	forge-jboss-modules	4		64e0290c5941eb07ceca67b708abb800128b2ba0
org.jboss.resteasy	eagledns-fork	2.2-RC-1		b575b4be33b0be5c65b906940b51e6659fef1b81
org.jboss.resteasy	eagledns-fork	2.2.0.GA		713339da09d2540e001709a90f40333417d81608
org.jboss.resteasy	eagledns-fork	2.2.1.GA		15466a01a15aea8c4c8697b2a15be9704aff207a
org.jboss.resteasy	eagledns-fork	2.2.2.GA		7d2384b9e7e1ac7d815f18d19c1189b4714b1500
org.jboss.resteasy	eagledns-fork	2.2.3.GA		8629209512e49fc9dbc156ee62046479bb86aaac
org.jboss.resteasy	eagledns-fork	2.3-RC1		73c934be7a70afbfbc6986aa45f89ae4bf0ab690
org.jboss.resteasy	eagledns-fork	2.3-beta-1		79aff9202fe2602ab096c09f57dc0942e37a21f9
org.jboss.resteasy	eagledns-fork	2.3.0.GA		005ca851744221d404793530b39607ffd62fe0a6
org.jboss.resteasy	eagledns-fork	2.3.1.GA		40513c5794675293fb7001ff61b3620c8d6a9af6
org.jboss.resteasy	eagledns-fork	2.3.10.Final		8f08f6b5cb99bcb2b081a1af5c14d30804b216ed
org.jboss.resteasy	eagledns-fork	2.3.2.Final		0a821c27da1b7495d9b03bd551b478d58cf6bf63
org.jboss.resteasy	eagledns-fork	2.3.3.Final		6ff2786511871e1beb1251b6e920dcb90d400a67
org.jboss.resteasy	eagledns-fork	2.3.4.Final		f46504f28f22cd34d820ab596d07f48605252e85
org.jboss.resteasy	eagledns-fork	2.3.5.Final		d591a35dda0626b24a49bf47d7ba1211186134fa
org.jboss.resteasy	eagledns-fork	2.3.6.Final		0c08784d55490742e3d85105214a2effd990bd84
org.jboss.resteasy	eagledns-fork	2.3.7.Final		94ec0832c31c662ced87902d14b859715d92249c
org.jboss.resteasy	eagledns-fork	3.0-beta-1		19c03b914f597f82ca540482f3a03fdee3d2abde
org.jboss.resteasy	eagledns-fork	3.0-beta-2		d14c1da6832700411d02b7606808a2665411eaaf
org.jboss.resteasy	eagledns-fork	3.0-beta-3		8e5c02d6f2936c632e9b141bb89efaecada06ec5
org.jboss.resteasy	eagledns-fork	3.0-beta-4		460f4aa014bc3bfa969d7893580bd4fc9dfb0a11
org.jboss.resteasy	eagledns-fork	3.0-beta-5		e3bf45ae710fb9cfa7f7b1a144113d23e979db21
org.jboss.resteasy	eagledns-fork	3.0-beta-6		6777d20bb82d0e5678e44c9127d0004001b59875
org.jboss.resteasy	eagledns-fork	3.0-rc-1		65d48a0cd4ae1a989d000e55e7597c4231f737c6
org.jboss.resteasy	eagledns-fork	3.0.0.Final		9ca64b28087f7733bf5999128616d1cf18fea5b6
org.jboss.resteasy	eagledns-fork	3.0.1.Final		316b1e15bc8f473481f666597b49e28ccd5575a7
org.jboss.resteasy	eagledns-fork	3.0.20.Final		762871b72896ca25b46fe4b8add54121a2ed5541
org.jboss.resteasy	eagledns-fork	3.0.21.Final		a1311bbcdd6795441959b097aadc83ba0c0485b2
org.jboss.resteasy	eagledns-fork	3.0.22.Final		6098c5ac43792fb0d8ab6ca88ef6368c0881d5fa
org.jboss.resteasy	eagledns-fork	3.0.23.Final		2915cea8e5cc98e6d5010a4dcb124b55256695c5
org.jboss.resteasy	eagledns-fork	3.0.24.Final		7df5758052ec69cc1385e6f9b581f7aba86bd254
org.jboss.resteasy	eagledns-fork	3.0.26.Final		ae4c256238a07d2283264d6e8fef09aeb417a77d
org.jboss.resteasy	eagledns-fork	3.1.0.Beta1		9f6b01fc25166aafa3ccfd8d9d23a180cb8aa912
org.jboss.resteasy	eagledns-fork	3.1.0.Beta2		bd8dec49eef78df21559c4a52ee8eac9c0cbeda5
org.jboss.resteasy	eagledns-fork	3.1.0.CR1		4023576958d0c16345570db47800adf631b0f7f3
org.jboss.resteasy	eagledns-fork	3.1.0.CR2		0c5e49f71841305437089996799b49edab74e477
org.jboss.resteasy	eagledns-fork	3.1.0.CR3		f6716a128d024c1cd638f8f2c4995ad18ce65606
org.jboss.resteasy	eagledns-fork	3.1.0.Final		9582ff9f2d27e4031775a3f1c849ebca21e83ad2
org.jboss.resteasy	eagledns-fork	3.1.1.Final		39e497975938181da3309a3698cfa11e33c6d6e5
org.jboss.resteasy	eagledns-fork	3.1.2.Final		0b4afc1f2790af9d9c9220250d34f7ba6b21932e
org.jboss.resteasy	eagledns-fork	3.1.3.Final		5b2153f7106c3c611be73ef0415238cbf50fc10f
org.jboss.resteasy	eagledns-fork	3.1.4.Final		5d869d38878b48e858171a647f275802f91d16ea
org.jboss.resteasy	eagledns-fork	3.10.0.Final		f677aa989ec7ead58fba5305bfea1b6161f1ba17
org.jboss.resteasy	eagledns-fork	3.11.0.Final		a5320126f75ff3e77063d39272c78a569bdd34bf
org.jboss.resteasy	eagledns-fork	3.11.1.Final		3f0669fff736d54a7589718321726259c67758b5
org.jboss.resteasy	eagledns-fork	3.11.2.Final		9ff81d3343f7b674b388428ff778b5b855f6991a
org.jboss.resteasy	eagledns-fork	3.11.3.Final		7f396128f888b66fbcd4ce6381e0fcc621e9ab91
org.jboss.resteasy	eagledns-fork	3.11.4.Final		9b9718603428799a8af8c64a200fbf3db2c82da4
org.jboss.resteasy	eagledns-fork	3.11.5.Final		c4606f71222f51cbbc51b91bc9dd470fb9457c02
org.jboss.resteasy	eagledns-fork	3.12.0.Final		3ec433a0521e34690026b679aaa82b8b0dd809d8
org.jboss.resteasy	eagledns-fork	3.12.1.Final		77a4a35836e1fc8622d3e45d04387ce31b4378ee
org.jboss.resteasy	eagledns-fork	3.13.0.Final		6c1815b361375fc991db59eb293d2a0bd816c874
org.jboss.resteasy	eagledns-fork	3.13.1.Final		01c20a5b80068913221326efec880b8b7445bf14
org.jboss.resteasy	eagledns-fork	3.13.2.Final		f73a8caa278ec575c515559257f85739684d7d03
org.jboss.resteasy	eagledns-fork	3.14.0.Final		bf7211c4de165d68c2a70ffcd9b01800988b7ed0
org.jboss.resteasy	eagledns-fork	3.15.0.Alpha1		d66562aff2dc880d33020caec47fa422f4f62700
org.jboss.resteasy	eagledns-fork	3.15.0.Final		64074a02838aa78485d9a04ea6c5ee777fe208cc
org.jboss.resteasy	eagledns-fork	3.15.1.Final		b6f6a226eb1a61153c474883fe1f8fe38bb96f8f
org.jboss.resteasy	eagledns-fork	3.15.2.Final		9df8cd6749f6aad7ec3277f5363fecb96392f6a0
org.jboss.resteasy	eagledns-fork	3.15.3.Final		495e5c3598ff34b3c4ef16388832d618445cfcce
org.jboss.resteasy	eagledns-fork	3.15.6.Final		7cc2800a20ee70fbba9a425a3e7e2f6eb8e0e20e
org.jboss.resteasy	eagledns-fork	3.5.0.CR1		709b2fc28069349cda04a8cef6e3d5ea79026e28
org.jboss.resteasy	eagledns-fork	3.5.0.CR2		b76b047c6ea4325f1f66d1d8405dca42db210b5d
org.jboss.resteasy	eagledns-fork	3.5.0.CR3		32810edd4bcc376155542a5ccb3253c13be675b1
org.jboss.resteasy	eagledns-fork	3.5.0.CR4		164c6bbe0616209e9940fdbbddce78f23e321ca2
org.jboss.resteasy	eagledns-fork	3.5.0.Final		0541f02c5ca7f410a61f11ca446dc95f0f2f33c4
org.jboss.resteasy	eagledns-fork	3.5.1.Final		f49456ddc5157abfb9f7049ecfddf4a7558f9386
org.jboss.resteasy	eagledns-fork	3.6.0.CR1		afe83df7facadee3efd6cb9658f654c749a32172
org.jboss.resteasy	eagledns-fork	3.6.0.Final		311c130ab76e3ce4b3959e2bec38f5f614267be4
org.jboss.resteasy	eagledns-fork	3.6.1.Final		4d5697c628339661ff48c1308ee3e20cdb30aa53
org.jboss.resteasy	eagledns-fork	3.6.1.SP1		e8f1460e292e627879db8a1188c9b31b6e95e049
org.jboss.resteasy	eagledns-fork	3.6.1.SP2		5065e1bb7e4c5223c95117854dc1ac92fd0ab949
org.jboss.resteasy	eagledns-fork	3.6.1.SP3		f251f7dafa5ae5429db1afd954623006051c0004
org.jboss.resteasy	eagledns-fork	3.6.1.SP5		ef5d06f217e7b2814c340d98d051dae9bf38ab47
org.jboss.resteasy	eagledns-fork	3.6.1.SP6		24fae5decb52c990ce74d96a3cdd030021b95622
org.jboss.resteasy	eagledns-fork	3.6.1.SP7		cdc65196ba8a19372a8265c5aa49670a0293f3fb
org.jboss.resteasy	eagledns-fork	3.6.1.SP8		3ed86eece6efe5cc70fd0c59a7b4367fb84fc962
org.jboss.resteasy	eagledns-fork	3.6.2.Final		26c5e7a1a4e1aed006589fe0101e8b33822e8c20
org.jboss.resteasy	eagledns-fork	3.6.3.Final		09bc2e90448caa8f0b97d82ac0527a0c429c70e5
org.jboss.resteasy	eagledns-fork	3.6.3.SP1		e3af095957f86df84e1d5382f1206547f2232d1c
org.jboss.resteasy	eagledns-fork	3.7.0.Final		6a1dadcacce816e1e0f24b174416c3dec6d78a7a
org.jboss.resteasy	eagledns-fork	3.8.0.Final		707e010609842b95199fe1b3940889481d5fd232
org.jboss.resteasy	eagledns-fork	3.8.1.Final		8b2b12e7f7a79da14c5833bd070ae17372f1df2b
org.jboss.resteasy	eagledns-fork	3.9.0.Final		e309e252fe6ef268cd0deb9a87664af77f04fc18
org.jboss.resteasy	eagledns-fork	3.9.1.Final		0afaaba9f5d9f7dcfb4255ae69048bc2468efa39
org.jboss.resteasy	eagledns-fork	3.9.2.Final		849f3e4503ba3f5118530bd333f7364748690f5b
org.jboss.resteasy	eagledns-fork	3.9.3.Final		3ec56f6f8b1c554fa3d05b15e3d0288bf5df4c47
org.jboss.resteasy	eagledns-fork	3.9.3.SP1		8af69116fd1b1e8dcd72d026730298a898dc03b4
org.jboss.resteasy	eagledns-fork	4.0.0.Beta1		35411909bf4e0f149a509b22886e9ef905dd268e
org.jboss.resteasy	eagledns-fork	4.0.0.Beta2		bee4c852a7a754ef5fcc3566b42aac70cefcf74d
org.jboss.resteasy	eagledns-fork	4.0.0.Beta3		4582096a3e79113b4fc74417e7cdfbfa6b5ad792
org.jboss.resteasy	eagledns-fork	4.0.0.Beta4		64011d27fafac369bc495d001d6dae9c8f98a2da
org.jboss.resteasy	eagledns-fork	4.0.0.Beta5		ea0029f41c14fdfda255d0c9b46eac00a4a4bb6b
org.jetbrains	nailgun-server-for-scala-plugin	1.0.2		0dae5115fa7a0ca1b2dab1eb7886322b07f54e4d
org.jetbrains	nailgun-server-for-scala-plugin	1.1.0		bfdeb1e22d16442fedbd482795d00b49aaa0624e
org.jetbrains	nailgun-server-for-scala-plugin	1.1.1		4a480f4500d793dca8f10d5bb578b2db491dd567
org.jetbrains	nailgun-server-for-scala-plugin	1.2.0		7d2ff85ca31d5dea30b9bee0152c349132c0f408
org.jetbrains	nailgun-server-for-scala-plugin	1.2.1		1661229c44a414ffb06988dff8841c8d25830ea0
org.jetbrains	nailgun-server-for-scala-plugin	1.3.0		54fc7a601f77d8888937429310e39c3952e3fde6
org.jetbrains	nailgun-server-for-scala-plugin	1.3.1		714248184a8984966f39e269ea2537962b3b8028
org.jscsi	target	2.2		18edc7e142d136631ee585b3a898666f96ad4c8d
org.jscsi	target	2.3		d9d2ae801b7708f909bbc2fa7ddfe43532110033
org.jscsi	target	2.4		1c375b764274fd46402eed696ab6968296b368f9
org.jscsi	target	2.5		c7fcf800570e5e447b91cabd0633d22e3eab6eb6
org.jscsi	target	2.5.1		aa0f08a666c8feddf1d99c74fa9cfeddd189bc8b
org.jscsi	target	2.5.2		7259afbdebc78edd32394444b573f01d51e4ed69
org.jscsi	target	2.5.3		4729bf5c313143beb59112b81ba2945d63a81c56
org.jscsi	target	2.6.0		9ab9ad2eb141e4db898636b2cfe95a4e960056de
org.kodein.di	kodein-di-conf-androidnativex64	7.21.0		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.21.1		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.21.2		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.22.0		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.23.0		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.23.1		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.24.0		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.24.1		N/A
org.kodein.di	kodein-di-conf-androidnativex64	7.25.0		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.0		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.0	metadata	a27d4280c6bc78b8edad26b7d53f39d646445a4a
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.1		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.1	metadata	5e8fccc0fa3c53845f8775d291b26f49119d85d0
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.3		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.3	metadata	c8780d05af17a8af5b662ccce7c1802c70f5df83
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.4		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.4	metadata	c5a16c9d6aea50d11a3e3b408669cd14b43ad564
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.5		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.5	metadata	3cec1bb8d52bad09f75f244fb0fc551ed9b90708
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.6		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.6	metadata	5917ffac02b60c3f5c2206860142a2e22287ca4d
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.7		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.2.7	metadata	91664362b1139fb33b12770c21a0373c311b3687
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.3.0		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.3.0	metadata	57d72caea07994392bed9e633fb1da124db0d139
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.4.0		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.4.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.1		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.3		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.3	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.4		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.4	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.5		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.5	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.6		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.5.6	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.6.0		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.6.1		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.6.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.7.0		N/A
org.kotlincrypto.macs	hmac-sha2-tvossimulatorarm64	0.7.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
org.nuiton.js	nuiton-js-lib	1.0		N/A
org.nuiton.js	nuiton-js-lib	1.0.1		N/A
org.nuiton.js	nuiton-js-lib	1.0.2		N/A
org.nuiton.js	nuiton-js-lib	1.0.3		N/A
org.ogc-schemas	wcs-wcseo	3.0.0		N/A
org.ogc-schemas	wcs-wcseo	4.0.0		N/A
org.ogc-schemas	wcs-wcseo	5.0.0		N/A
org.ogc-schemas	wcs-wcseo	5.0.1		N/A
org.realityforge.gelf4j	gelf4j	1.10		decc16af3041b5afad4568357126da741721c19c
org.realityforge.gelf4j	gelf4j	1.10	all	15d8c3f543de40c22c17edfd98c85a9587bb39d7
org.realityforge.gelf4j	gelf4j	1.7		072284e249184e3df01e5b9d54e811670b70a93d
org.realityforge.gelf4j	gelf4j	1.7	all	ef7a1029e12434d238b3403dbef987d0d13be8b8
org.realityforge.gelf4j	gelf4j	1.8		f60dc4b5b112bfc2c3c67e6d3076a690513a1bda
org.realityforge.gelf4j	gelf4j	1.8	all	59e7e7457ed4b6ca1eb6447142bf5628f229ba45
org.realityforge.gelf4j	gelf4j	1.9		ec1bac1fbb5a48ffc445457a866225237a561f11
org.realityforge.gelf4j	gelf4j	1.9	all	c36b1ec0c0fcb7baa53a3487447d9353fc66ab73
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0		c9fa633464f17502fe4608703d485333ab33db2a
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-b03		a501f66f2544c33be7074c3095f168625c7451d8
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-b04		ac1ef3f0fb7cbac967a9466eea5638e5ad2e3aa2
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-b05		925cada974d4246fc3772b6bb0344bb5a60f78da
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-b06		6fcd5f978dd5fdc99f7803304cc4b04f4ed4e416
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-b07		062da08c4d7a5eb258db31d8d0efea0f92731781
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-rc01		07c3c90e99452b3012ac943dca941d7cf8bba028
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-rc02		8774fbf62170bda5dbff6abec664f6234e953c23
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.0-rc03		2fbb3c70ebe77a99a5cf0e75316699695ef3b037
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.1		7d9891c288c47501ceb841959b01fe4683585ef1
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.2		1f3708313959f26e58815cff6094848b221394ff
org.sakaiproject.hybrid	sakai-hybrid-util	1.2.3		ef520028380adea6db4548ee278116d96a78a445
org.scalatestplus	mockito-4-6_2.13	3.2.13.0		c4e408a645f4f380bcc8aca1d78dd3dfd70f7f38
org.scalatestplus	mockito-4-6_2.13	3.2.14.0		dfc9f1cb8ed4262dbc92c6421d1f549cd9769bb2
org.scalatestplus	mockito-4-6_2.13	3.2.15.0		3b1a7db7fe7649839a7355faeb48531e67b14889
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-M1		5bff0c24d361fb289f5457604f0d0932feff21fa
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-M2		75b784205c9d913238bd0795009212f0afef98cc
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP1		4845a098b164a29d7dc409720573bd0e1d66355f
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP2		d354e3ed61210f90c28dffd3a1bb90e61aa7815a
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP3		42d15f43a3661d55948281fc6582230cbf29ca00
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP4		15060593fbbef6ca5d5d2770e6a8781017a1de0d
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP5		da4e4f33309385a51a4da7f2b55fb03397fe3bd9
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP6		3c6b37184a56879fa4d78347bba97681537e40d0
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP7		c83b57a97a608cdb450c8d58f40c34bb7063050e
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	1.0.0-SNAP8		3da45afcc68fb1f7d35bf9c1817f3ed1acf16183
org.scalatestplus	scalatestplus-scalacheck_native0.3_2.11	3.1.0.0-RC2		17f7e04e968e609ec6ad8eb21ca1770078cabde5
org.semanticwb	SWBSearch	5.0		9db897822593f42b6bd72de7af39c8ce8ecb3cf0
org.webjars.bowergithub.anvaka	vivagraphjs	0.10.1		512224c0d5a7d25b6f822f7ede10244c90e0943f
org.webjars.npm	pnotify__font-awesome4	5.1.2		a2c643187d12f85bdb51e11e29a1595a353613b0
