biz.aQute	osgi.enroute.web.simple.provider	2.2.0		F373C59B2E7A4B2ECD33C6E0C17DE15F93546E31
io.github.dawdler-series	dawdler-boot-classloader	1.8.4-jdk1.8-RELEASES		099ab37ff309f786d306542158f8353fc48e753d
io.github.dawdler-series	dawdler-boot-classloader	17.2-jdk17-RELEASES		9752f3489b32a4a9eef989ac9be1c26262b9f95a
io.github.dawdler-series	dawdler-boot-classloader	17.4-jdk17-RELEASES		7ba10305296e93a9a319d7f4542672bcc8cac31c
io.github.dawdler-series	dawdler-boot-classloader	21.2-jdk21-RELEASES		4b8391a83332bcc0c8a41e1185ccc6fdc95c6121
io.github.dawdler-series	dawdler-boot-classloader	21.4-jdk21-RELEASES		aec75aad4a95ccdc80cb1dc017bafc1b2a401fed
io.github.fengsql	forsrc	1.0		271b97f42d13be0028178a63b99e420526bb514e
io.github.m-m-m	mmm-entity-parent	0.1.1		N/A
io.github.m-m-m	mmm-entity-parent	0.2.0		N/A
io.github.m-m-m	mmm-entity-parent	0.9.0		N/A
io.github.m-m-m	mmm-entity-parent	0.9.1		N/A
io.github.m-m-m	mmm-entity-parent	0.9.10		N/A
io.github.m-m-m	mmm-entity-parent	0.9.11		N/A
io.github.m-m-m	mmm-entity-parent	0.9.2		N/A
io.github.m-m-m	mmm-entity-parent	0.9.3		N/A
io.github.m-m-m	mmm-entity-parent	0.9.4		N/A
io.github.m-m-m	mmm-entity-parent	0.9.5		N/A
io.github.m-m-m	mmm-entity-parent	0.9.6		N/A
io.github.m-m-m	mmm-entity-parent	0.9.7		N/A
io.github.m-m-m	mmm-entity-parent	0.9.8		N/A
io.github.missioncommand	mil-sym-java-core-parent	0.1.40		N/A
io.github.missioncommand	mil-sym-java-core-parent	0.1.41		N/A
io.github.rhdunn	xqt-platform-xpath-tvosx64	0.2.0		N/A
io.github.rhdunn	xqt-platform-xpath-tvosx64	0.2.0	metadata	19b5a86341370dde3213b25e13eb64e3b125990a
io.github.xencura	kagera-execution_2.13	0.3.1		6b7649a59d269349e5c1328f825be67a0fa10f1c
io.github.xencura	kagera-execution_2.13	0.4.0		480f9d64d3fc7a129d65ec96bc432f70988456f8
io.github.xencura	kagera-execution_2.13	0.5.0-M1		a0b1af5f60a2c17debe2abd434cfda770c46d59d
io.inugami	inugami_apis	3.3.0		N/A
io.inugami	inugami_apis	3.3.1		N/A
io.inugami	inugami_apis	3.3.2		N/A
io.inugami	inugami_apis	3.3.3		N/A
io.inugami	inugami_apis	3.3.4		N/A
io.inugami	inugami_apis	3.3.5		N/A
io.kevinlee	hedgehog-munit_sjs1_3	0.11.0-RC1		d6e98f601571dfa2e53a9f5b84a56eb1d2623bfa
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.mpVersion-2.0	25.0.0.4		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.internal.versionless.mpFaultTolerance-4.0	25.0.0.4		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.10		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.11		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.12		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.3		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.4		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.5		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.6		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.7		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.8		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	23.0.0.9		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.1		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.10		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.11		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.12		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.2		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.3		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.4		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.5		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.6		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.7		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.8		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	24.0.0.9		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	25.0.0.1		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	25.0.0.2		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	25.0.0.3		N/A
io.openliberty.features	io.openliberty.jakarta.xmlBinding-4.0	25.0.0.4		N/A
io.privy	kmp-di-public-iosx64	0.0.1		N/A
io.privy	kmp-di-public-iosx64	0.0.1	metadata	d6d89e0dc375e43cda50250aa2db8718a06df30d
io.privy	kmp-di-public-iosx64	0.0.2		N/A
io.privy	kmp-di-public-iosx64	0.0.2	metadata	84557d0384f38bd429e6db752524d2d8d7e98a4e
io.privy	kmp-di-public-iosx64	0.0.3		N/A
io.privy	kmp-di-public-iosx64	0.0.3	metadata	5f4a37d92942d72d11b9424d1523d6ce36e5a5c4
io.privy	kmp-di-public-iosx64	0.0.4		N/A
io.privy	kmp-di-public-iosx64	0.0.4	metadata	b111ed566c8fd68fd8ad813b5b44ffd318fca285
io.privy	kmp-di-public-iosx64	0.0.5		N/A
io.privy	kmp-di-public-iosx64	0.0.5	metadata	b4ad896c3b03e76507c019e2eabcea7d40ab9532
io.privy	kmp-di-public-iosx64	0.0.6		N/A
io.privy	kmp-di-public-iosx64	0.0.6	metadata	7e92bade1a4d2fd0bba4e9caa900de8075f5a726
io.privy	kmp-di-public-iosx64	0.0.7		N/A
io.privy	kmp-di-public-iosx64	0.0.7	metadata	5227ffda0b3f511aa6ea3f1fd07946ae5fc90fd4
io.privy	kmp-di-public-iosx64	0.0.8		N/A
io.privy	kmp-di-public-iosx64	0.0.8	metadata	0c1587689d416ada3f8594e099115b81977a8493
io.privy	kmp-di-public-iosx64	0.0.9-beta1		N/A
io.privy	kmp-di-public-iosx64	0.0.9-beta1	metadata	9ef8866e0b83179a4f7c2d67504ac228564abac5
io.privy	kmp-di-public-iosx64	0.0.9-beta2		N/A
io.privy	kmp-di-public-iosx64	0.0.9-beta2	metadata	c37e60bdb7582b775a3483a1059ed7f2e37e6b97
io.scalecube	scalecube-gateway-runner	2.0.13		088e5e6a4a5696593cbc547aa5d38c710f2bc7f2
io.scalecube	scalecube-gateway-runner	2.0.13	docker-info	a82c0502a681d5455121b91877b360e07dbc811d
io.scalecube	scalecube-gateway-runner	2.0.14		e6f7c0ec158f2c8f0d12329090c1cb2664d98b8d
io.scalecube	scalecube-gateway-runner	2.0.14	docker-info	e0fb24e98f6f0eb3e2c06573606aa0ecaae1defc
io.scalecube	scalecube-gateway-runner	2.0.15		fb388a8dbacbe7533b6b2592a56662341e431e75
io.scalecube	scalecube-gateway-runner	2.0.15	docker-info	640f5a8eb6dc6490ae4020a040a50a0917d7aa51
io.scalecube	scalecube-gateway-runner	2.0.16		a6cccc0647347f846d4e0fc39c8c3cc1182201b6
io.scalecube	scalecube-gateway-runner	2.0.16	docker-info	e5a45cd5c57c43dc79227265f097ecd114b6ec31
io.scalecube	scalecube-gateway-runner	2.0.17		3292cd77322528882cbe752ca8f252b364239980
io.scalecube	scalecube-gateway-runner	2.0.17	docker-info	1ab12c1d8de62841c104b3c7c0c9d0470daa3a8c
io.scalecube	scalecube-gateway-runner	2.0.18		cb6133a8b7c9805a624d765397e1cacf0d3ea0e6
io.scalecube	scalecube-gateway-runner	2.0.18	docker-info	19d06f2b6b0c0e31e158ec59f0f5080512107c49
io.scalecube	scalecube-gateway-runner	2.0.20		a2ae8dafe58c82cde97d76f645ec822a5e43f19d
io.scalecube	scalecube-gateway-runner	2.0.20	docker-info	895801c91df96450326cd8a23e0dd22bf3bd4ed8
io.scalecube	scalecube-gateway-runner	2.0.21		5e7d4c73a4baa8ab29cb8b28c8e320e7970fe5dc
io.scalecube	scalecube-gateway-runner	2.0.21	docker-info	a4336afeca9727c643aecd4d364c3aee1515b960
io.scalecube	scalecube-gateway-runner	2.0.22		e64feb690a902fd1d6f40c5b461673b1e1e352f2
io.scalecube	scalecube-gateway-runner	2.0.22	docker-info	5f9243662eab3913ce44ca4b8e6298dc2703b70e
io.scalecube	scalecube-gateway-runner	2.0.23		4760da3634d2c0eca9de93477b1cea61e3fd348e
io.scalecube	scalecube-gateway-runner	2.0.23	docker-info	125daa401ae1b862682ef9b957f924713845a3e5
io.scalecube	scalecube-gateway-runner	2.0.24		777802be52eb27a295fc269e3580f033e2c567ce
io.scalecube	scalecube-gateway-runner	2.0.24	docker-info	367adb835c42266860dd3908820d001aa4234b62
io.scalecube	scalecube-gateway-runner	2.0.25		092c69d659c186a564881f2157e9dfd9ecdd0170
io.scalecube	scalecube-gateway-runner	2.0.25	docker-info	a4e9693ed761d02b9d3000356f93783ad6b3e0c8
io.scalecube	scalecube-gateway-runner	2.0.26		56f2c6a7f7b2a142ef342b4b0234efc2ae0c8349
io.scalecube	scalecube-gateway-runner	2.0.26	docker-info	41df8f50172ef988427f70ccb5271c597d67975b
io.scalecube	scalecube-gateway-runner	2.0.27		4cdb802b1eed0283d1efd71b911c5b28984cd26b
io.scalecube	scalecube-gateway-runner	2.0.27	docker-info	4d1a48fe0c4a48e6da1f64b0fea53aeb13647242
io.scalecube	scalecube-gateway-runner	2.0.28		709c6e9fc9dbebe5163c4f0f029f57f7bcc2b542
io.scalecube	scalecube-gateway-runner	2.0.28	docker-info	fae5d2b96ce8cd0d2a5fe32e0564a4e1cdce5ff9
io.scalecube	scalecube-gateway-runner	2.0.29		33c942c6505a743793f09353eaf069cfed165416
io.scalecube	scalecube-gateway-runner	2.0.29	docker-info	d6807f4e86c51c9841085bc8883fd864ae5eba99
io.scalecube	scalecube-gateway-runner	2.0.30		4bebb9a4efe93c48b34f9502da9a9b8a8bff6e5e
io.scalecube	scalecube-gateway-runner	2.0.30	docker-info	08a57fd43f8c4f9fc971b971a4517eadd0721824
io.scalecube	scalecube-gateway-runner	2.0.31		16d34ee50ebccfec92f8de291c352c5f62a6af97
io.scalecube	scalecube-gateway-runner	2.0.31	docker-info	6c1243969cb3dd0bbb638c8526de8f70c3690aed
io.scalecube	scalecube-gateway-runner	2.0.32		127b108bca6b87ae877d815e837e0dff4aff866f
io.scalecube	scalecube-gateway-runner	2.0.32	docker-info	bdc989dac5f904172b35bdce5a14b731160825aa
io.squashql	squashql-core	1.0.0		eae607b318842778807df1d3f45f27cf0bad987a
io.squashql	squashql-core	1.0.1		90f932d7e29ff304ea587a9769f587929ca60bae
io.squashql	squashql-core	1.0.2		499f1d388a5577646cfe26a7863401ffa819ed31
io.squashql	squashql-core	1.1.0		7a49e54a6fb153fa286cc69a019df6398e998f43
io.squashql	squashql-core	1.1.1		9ae1f4f28de210ea7b8a4eed4376fd15df47dc3a
io.squashql	squashql-core	1.1.2		a5f417a326400bb93547c5b8194ae4094c2eb929
io.squashql	squashql-core	1.1.3		6363257e562cd4b679f421894417bb953711f0cb
io.squashql	squashql-core	1.1.4		95dccabfd5b132ae5c215cab7e7007a3bd1ea698
io.squashql	squashql-core	1.10.0		31f260d03fc5fc9d112da5ebfd1e064954210c86
io.squashql	squashql-core	1.11.0		0ea76b1b8b5a8eba31b5555b8a30bac163b68bb7
io.squashql	squashql-core	1.12.0		209087667b21a6d333995e3630bb90dd93e38d99
io.squashql	squashql-core	1.12.1		6099a362b48af58e1a2a83399a35aa87601cca12
io.squashql	squashql-core	1.12.2		090bc287b099f1e9b8437f302097c611e8eb7da0
io.squashql	squashql-core	1.13.0		b6babd6601abf313b1a4f2c87f4f134dcff90874
io.squashql	squashql-core	1.14.0		6bbd384de1150816db2582c037efb6e34108237c
io.squashql	squashql-core	1.14.1		fa10650a9e71a8d1306298828ae4593d5be454d3
io.squashql	squashql-core	1.15.0		7f3aa2be280699cc61bdae229fc04f6cbc5b4876
io.squashql	squashql-core	1.15.1		d8d8b8277011689627dacb4672d99dc4293910a3
io.squashql	squashql-core	1.15.2		55a943a498f8eff05462ce9a3b0f218790cb988f
io.squashql	squashql-core	1.15.3		a3482177d71f15876dc6713cd6d4d1f8aec64bbb
io.squashql	squashql-core	1.16.0		fc59407ec3d8f36b95821b92149351968f641e1c
io.squashql	squashql-core	1.16.1		24295b64a497e4ae18dc9eadb3fc395d7566250c
io.squashql	squashql-core	1.16.2		65baed01a8a49b49c242c6d2201f8050356e774a
io.squashql	squashql-core	1.16.3		ffd25b9ef51e660f726e8e18e5d7b608158045dc
io.squashql	squashql-core	1.16.4		abbb3729a2fffd7f4bb06e7a42a79dd06a95d567
io.squashql	squashql-core	1.17.0		a68bb649779667b2738d234aa402105be23ea8c8
io.squashql	squashql-core	1.17.1		f0fb5da99b78945ce9303851ef8aba55a95415ac
io.squashql	squashql-core	1.17.2		c2a1d8cf5ff9b402ec99f146afe0df0990e6a265
io.squashql	squashql-core	1.18.0		08642b0a50c0a92ebca9e718584a2ea9e8526251
io.squashql	squashql-core	1.18.1		43f438064071c5d206192909fff27109bb58a7b4
io.squashql	squashql-core	1.18.2		24880f8b4f79512da811d0e042a54e626c257ae8
io.squashql	squashql-core	1.19.0		be483a452457506e7cc849d968d7ddedb30ffa83
io.squashql	squashql-core	1.19.1		ff63d42524b78d6b7e5c36285292b5bdc4a1d965
io.squashql	squashql-core	1.19.2		29437554a99c695e7a3cce85dc1e6f94357675d3
io.squashql	squashql-core	1.19.3		21d6c20d66eeeb8481ccfc84f5bf1488957c7a2b
io.squashql	squashql-core	1.19.4		6c71bff33754d2ea1653b85afd29632595d8bdec
io.squashql	squashql-core	1.19.5		352d01e38aeaa5d4820a377857dc82293f127e36
io.squashql	squashql-core	1.2.0		c4519844c2ee8946642b60d1ad276701eadeb20d
io.squashql	squashql-core	1.2.1		14a7b73f53617c43df428ec229f0e1e835f12c36
io.squashql	squashql-core	1.2.2		9a77b0e912fee7018991e65c234f78161e70259a
io.squashql	squashql-core	1.3.0		9690ae4eff2c4476de2a823901870ff5adcbbf95
io.squashql	squashql-core	1.3.1		683dea540dc2e120b35a5ae1af738548c26ebf3c
io.squashql	squashql-core	1.4.0		79aa8e729cfc2bac3a4c1b118029f050cc0afa25
io.squashql	squashql-core	1.4.1		65255cb14a2c536c15260cd646174bb44867782e
io.squashql	squashql-core	1.4.2		d1736b11a42b36a026423e898b566b44bc87725b
io.squashql	squashql-core	1.5.0		80737c18eaa7d62193c1ca17179245b4471344b6
io.squashql	squashql-core	1.5.1		e3de99f836258c9266a06197201df8ebc7044923
io.squashql	squashql-core	1.6.0		86fcf0ff9ecb08e18a345666bbf59a5d6399e019
io.squashql	squashql-core	1.6.1		8bd3e901216e7bdea6139abe1ab9669e8246cddb
io.squashql	squashql-core	1.6.2		0eae78fef4634ed061573ebf6843b915112354a1
io.squashql	squashql-core	1.6.3		746d8466ff91f2fcc0e214c27de4eba478ff4247
io.squashql	squashql-core	1.7.0		8766352fc6ddc5e02a30f232d4a098d4018769e9
io.squashql	squashql-core	1.7.1		5c7940d68a974181fb31ff1340d363bb91bd7873
io.squashql	squashql-core	1.7.2		1f7d5558a4e4f57c3a35832c7c27fc44495a17a9
io.squashql	squashql-core	1.7.3		909cb90a73ef1e7e1a2970786825b7c3471c24de
io.squashql	squashql-core	1.8.0		04943b6d6604d52635a1b1ffbe565297575b8179
io.squashql	squashql-core	1.9.0		c7e4038c409f14b70ad0dabe3982fbf4a6688ea3
io.timeandspace	jpsg-core	1.1		e95650610cf57cac1c826d16c053ae0f0debca06
io.timeandspace	jpsg-core	1.2		000ffa93a2328b1282c2870b54f72fe791cfcaae
io.timeandspace	jpsg-core	1.3		b0b47a23f1b07c5da82a7020de24980d41be93c1
io.timeandspace	jpsg-core	1.4		bff255d3ec3f47b882297aa46f9ed100923d8582
me.champeau.jlangdetect	jlangdetect	0.6		ff65491d8f13cd5e92ad780208879e320a5cbfac
moe.micha	deeplkt-macosarm64	0.1.0		N/A
moe.micha	deeplkt-macosarm64	0.1.0	metadata	014a1311e2d4155f08539a3030c0c8cdd9c1c2fc
moe.micha	deeplkt-macosarm64	0.2.0		N/A
moe.micha	deeplkt-macosarm64	0.2.0	metadata	4b40323c24702c1f1c698c9acbb5ffcad2a0390b
moe.micha	deeplkt-macosarm64	0.3.0		N/A
moe.micha	deeplkt-macosarm64	0.3.0	metadata	86d79e3fc268f25bdedf8801a874910543c87943
net.automatalib	automata-serialization-parent	0.10.0		N/A
net.automatalib	automata-serialization-parent	0.11.0		N/A
net.automatalib	automata-serialization-parent	0.12.0		N/A
net.automatalib	automata-serialization-parent	0.12.1		N/A
net.automatalib	automata-serialization-parent	0.5.2		N/A
net.automatalib	automata-serialization-parent	0.6.0		N/A
net.automatalib	automata-serialization-parent	0.7.0		N/A
net.automatalib	automata-serialization-parent	0.7.1		N/A
net.automatalib	automata-serialization-parent	0.8.0		N/A
net.automatalib	automata-serialization-parent	0.9.0		N/A
net.humans.kmm.arch	data-jvm	2023.07.08		e1c9fbecba970eb26531e0a5284cad18b0e5d451
net.humans.kmm.arch	data-jvm	2023.07.08-TEST		e1c9fbecba970eb26531e0a5284cad18b0e5d451
net.liftweb	lift-textile_2.7.7	2.1		ea31a33a6fe6085ac17f98e22385a2a3b3a5bc93
net.liftweb	lift-textile_2.7.7	2.1-M1		9c17a150b63534f032d4795442ef9c8cba397159
net.liftweb	lift-textile_2.7.7	2.1-RC1		955ca670cc9f50847976b6ba3a87ce288f2a7dc1
net.liftweb	lift-textile_2.7.7	2.1-RC2		c28516e9c5467fbc546655dcb105e94d27e7d07a
net.liftweb	lift-textile_2.7.7	2.1-RC3		79b49401cd38bb456cf0d02b3c0bf91c596dcc68
net.liftweb	lift-textile_2.7.7	2.2		1b0793b49826fafdb74f4e4b82ca3cdadd084ef0
net.liftweb	lift-textile_2.7.7	2.2-M1		cf38bd6a3d5c94a9fd08189f103e6c56094f8a84
net.liftweb	lift-textile_2.7.7	2.2-RC1		58b1a409e026b3072eecc0497e58c205a164bf64
net.liftweb	lift-textile_2.7.7	2.2-RC2		b76a8100294d025853782b30934b01cfab14ea85
net.liftweb	lift-textile_2.7.7	2.2-RC3		d6e4776373641300bfec599dcb1606daa7e9c302
net.liftweb	lift-textile_2.7.7	2.2-RC4		55c72b6c6c010ce61d6a0ec5a6635f68adf178eb
net.liftweb	lift-textile_2.7.7	2.2-RC5		95a7ec6053088dcb71fda8458899a97fd76920ad
net.liftweb	lift-textile_2.7.7	2.2-RC6		6ccc106d434709d09e8be0c106b29aa33fa657e9
net.sf.jazzy	jazzy	0.5.2-rtext-1.4.1		4322f48455b0850adf4c0b6ab9b732775e6b0702
net.sf.jazzy	jazzy	0.5.2-rtext-1.4.1-2		2578f2df04f9a8b260d086830437133478df7332
nl.ncaj	core-foundation-extensions-macosx64	0.1.1		N/A
nl.ncaj	core-foundation-extensions-macosx64	0.1.1	metadata	aca7a301991cf9e6aec3b4d9264e9a271fd0a927
nl.ncaj	core-foundation-extensions-macosx64	0.2.0		N/A
nl.ncaj	core-foundation-extensions-macosx64	0.2.0	metadata	5d0fa7b24a8a675a75ffe3109e17908ac643597a
nl.ncaj	core-foundation-extensions-macosx64	0.3.0		N/A
nl.ncaj	core-foundation-extensions-macosx64	0.3.0	metadata	c4f770c0eefc860a656666e1856065877074a2f7
no.digipost	offentlig-xsd	0.1		ba9135d12083f6e61829046edaf79f70c73ee26e
org.aksw.commons	aksw-commons-paths	0.9.2		38e233a20287179b025d788321977d51e60894fe
org.aksw.commons	aksw-commons-paths	0.9.3		c87dad62ffb25a091b0cfe1a731117eddc870d4f
org.aksw.commons	aksw-commons-paths	0.9.4		9ade4eb614ca3b909f2a8bf783807f171370eb55
org.aksw.commons	aksw-commons-paths	0.9.5		f217f390e085ce9bee4be7b8a5eef599d67872fb
org.aksw.commons	aksw-commons-paths	0.9.6		b50ddddb23bcba924914bf66a9c29f2d56ce99c1
org.aksw.commons	aksw-commons-paths	0.9.7		789ca21d3eb79ba99611660645acb0f7014701b5
org.aksw.commons	aksw-commons-paths	0.9.8		f6c110f179eee0f1efd67d3a0109053d151eb159
org.aksw.commons	aksw-commons-paths	0.9.9		52e913e31ecccfa4a27880ec797bd761bf61cbc1
org.apache.camel.karaf	camel-wasm	4.10.3		861b4d603ee05b005b856226b43ffe6a0e5c0fb9
org.apache.camel.karaf	camel-wasm	4.7.0		4b05f7934a6424c3952e3efab18a35be1d6e99b1
org.apache.camel.karaf	camel-wasm	4.8.1		5e00f071e2a9bcf434738050af4819458104d9dc
org.apache.camel.karaf	camel-wasm	4.8.2		86dcbd12dadec819e43ff4e0f8017f043a2acb7f
org.apache.camel.karaf	camel-wasm	4.8.5		cbb7f6647517a0cc1a5859ae8f237fee98dfed1d
org.apache.camel.karaf	camel-wasm	4.8.6		765e206335cf6f945ca3fde880a2a8dd0eebb6e1
org.apache.camel.karaf	camel-wasm	4.9.0		92000cbf6ae477b841480a6f8d967d211bf1e8df
org.apache.camel.quarkus	camel-quarkus-wasm	3.10.0		3ab19bc74fcc8cce5ad6e8478f2d235a9257ae2e
org.apache.camel.quarkus	camel-quarkus-wasm	3.11.0		04a50622f52ec2faea573c91ceef044826616405
org.apache.camel.quarkus	camel-quarkus-wasm	3.12.0		c7a30db381d6638ae337cae6f9dfb79166389e58
org.apache.camel.quarkus	camel-quarkus-wasm	3.13.0		b636147c48d3a1399cacf012041fcff61adb242f
org.apache.camel.quarkus	camel-quarkus-wasm	3.14.0		7c9adba127763a981d27c0cdeddc697b8d0283b3
org.apache.camel.quarkus	camel-quarkus-wasm	3.15.0		925836f3b6f05e223685963928d0e19cd822fb07
org.apache.camel.quarkus	camel-quarkus-wasm	3.15.1		eda36030ac80ca97499eecfeeef606a3a21701a1
org.apache.camel.quarkus	camel-quarkus-wasm	3.15.2		1c576f330e26b24eac859bbda31d6678d7510c20
org.apache.camel.quarkus	camel-quarkus-wasm	3.15.3		cc232a7e1d62739b9d893f74eebcba25aad7347a
org.apache.camel.quarkus	camel-quarkus-wasm	3.16.0		dfef057d3a1884d63e0dec2ee4a4ecc2d4c3b376
org.apache.camel.quarkus	camel-quarkus-wasm	3.17.0		b945c810fc35529cc8005816ab97098a7d7342e3
org.apache.camel.quarkus	camel-quarkus-wasm	3.18.0		b2c43c466dd3c6df80874aa614c0a8e0fb291424
org.apache.camel.quarkus	camel-quarkus-wasm	3.19.0		e70c141b13fb4cf6fa2de42c3bdd6b1932901163
org.apache.camel.quarkus	camel-quarkus-wasm	3.20.0		395b2a00b97e90548a7f5ee6ece4878d21d267d9
org.apache.camel.quarkus	camel-quarkus-wasm	3.20.1		99acfae0d464453d8f0683883f4a95daeec141e1
org.apache.camel.quarkus	camel-quarkus-wasm	3.22.0		8fe2a6d91ddcf44ea75d85a13caf19f810ccb347
org.apache.flink	flink-avro-confluent-registry	1.10.0		107606a7e8f5642f2ee0f9ea5bc1730202f6e5d9
org.apache.flink	flink-avro-confluent-registry	1.10.1		676c81de8450cbd069850885f782a4efb55b38c8
org.apache.flink	flink-avro-confluent-registry	1.10.2		90237e8b08128338bf5321595db2bdb3de2675d4
org.apache.flink	flink-avro-confluent-registry	1.10.3		77de041f494967f20bcc4085b895c9440353eacf
org.apache.flink	flink-avro-confluent-registry	1.11.0		b7f51adc73a6f37f495f754da45144ca0c5796be
org.apache.flink	flink-avro-confluent-registry	1.11.1		fc6d7859d44845ca7dee6d4dacef211eb2050790
org.apache.flink	flink-avro-confluent-registry	1.11.2		d79a071da4264eef0033228c9d38b8a370a1dae2
org.apache.flink	flink-avro-confluent-registry	1.11.3		321ec5dca90f224ea60a2c7e004f2b15e46ee01d
org.apache.flink	flink-avro-confluent-registry	1.11.4		51b99d70170ae0497518a652903f6f743869b5c0
org.apache.flink	flink-avro-confluent-registry	1.11.5		c2da7e686fcb40f5f8f660d3159ec9eb327c3587
org.apache.flink	flink-avro-confluent-registry	1.11.6		e436332e3c41c0c0102a67c595844f0708401365
org.apache.flink	flink-avro-confluent-registry	1.12.0		e5df88b47ac43ae9e38666e609953390ee16da02
org.apache.flink	flink-avro-confluent-registry	1.12.1		8f69bf250c001e9d5064e9af53737bae8d4df486
org.apache.flink	flink-avro-confluent-registry	1.12.2		55778f5e04368e6303a1b9d7cb5cbbef452aaf96
org.apache.flink	flink-avro-confluent-registry	1.12.3		909c3ccb2f0421d024fcddc7b206922e7eb074cc
org.apache.flink	flink-avro-confluent-registry	1.12.4		11015272ba835a45fbc397a3a568771b2dd80992
org.apache.flink	flink-avro-confluent-registry	1.12.5		6f46d0fc36abdb1e8477579167f4807970b0efd4
org.apache.flink	flink-avro-confluent-registry	1.12.6		44e6cf07a4d0bdafd863340824204116d981e60d
org.apache.flink	flink-avro-confluent-registry	1.12.7		49dc1d291cc690b866d6a6e1484388a5536f48d3
org.apache.flink	flink-avro-confluent-registry	1.13.0		267f86b294aeca8d50133e672bce4b85c3a073f2
org.apache.flink	flink-avro-confluent-registry	1.13.1		71428a76cf01341891ba4f24e89d7703e5727f56
org.apache.flink	flink-avro-confluent-registry	1.13.2		985d5319edb83a8c2cda87567aa507697f2fb13b
org.apache.flink	flink-avro-confluent-registry	1.13.3		2cf390ef9edf4ff46068a9b248277c866b8788cb
org.apache.flink	flink-avro-confluent-registry	1.13.4		fe0ebd4c297fff28fc255a11a7abf06b992c012f
org.apache.flink	flink-avro-confluent-registry	1.13.5		75e442200839fc977d2e925973b46ce5eb0f674e
org.apache.flink	flink-avro-confluent-registry	1.13.6		c28bf85742a0b82aa3ed722feedafbf6ef38213c
org.apache.flink	flink-avro-confluent-registry	1.14.0		f6521df790832f98759253dc9d374edd92c17350
org.apache.flink	flink-avro-confluent-registry	1.14.1		a2f86f1e6ae464d896fc4d597fdb27c10bb21ef0
