be.cylab	snakeyaml	1.25.1		63d5ac1afd6618663d17bf7301a42bf748121d43
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.6	wsdd	baee56f9cc8cd9640216128e6a64dbfd297a70d1
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.60		1f66ddacd734e57a9a1d3aeed885dccbf7d70839
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.61		baaeca36e1f407bfb2db0efbb972786b2bc2a467
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.62		cdb1d50087d27bc3391e0b4c6895aaaa0d97ccc8
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.63		cfdcd6bcc792ae2f1c9cf5bcd9dd5a13b1b460f8
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.64		685198a7d83c2677c8b8fe011b4d16b5370e9330
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.65		fbc60bc27cc60c97d2bf74fa6bd860a1f1b0c1fc
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.66		ce03e0a409e77fc9c7d000167f902faff9bb9cc9
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.67		e4f2e7902a640da01d2c81059c2aea0d7e4dc3e4
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.68		bf2a161c0536b0f5cec5e8e198d7efb345410faa
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.69		dbcc141041c81f86cd701dc12b3983caea55cb2c
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.7		61c5a5c74a910312aa272bf245e4f9da67da6b0b
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.7	wsdd	cbaf110d9595ce2420d2fbab5e14ef76ff75b497
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.70		7421489aadf4b57f197a0885953db9f5e62161fa
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.8		0aabbaf9d5c913401a8fa0893a60992b784c344d
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.8	wsdd	9e513f5d169b0e77f0adc2a8077dc4cb47fc7156
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.9		5540dc6bee9992c7d28724701e7a0ca037ac4a39
com.liferay.commerce	com.liferay.commerce.pricing.service	4.0.9	wsdd	44817c83161123ed06f83a8292a067252f36aa37
com.lightbend.akka	akka-stream-alpakka-orientdb_2.13.0-M5	1.0-M3		c35e363eccf94569e532bce174a9debcfdf60c36
com.lightbend.akka	akka-stream-alpakka-orientdb_2.13.0-M5	1.0-RC1		c9924b9f98dd21575b5c83c47766502d8c26a76b
com.lightbend.akka	akka-stream-alpakka-orientdb_2.13.0-M5	1.0.0		c41673e25ff1b29925526ece27a15f723738db15
com.lightbend.akka	akka-stream-alpakka-orientdb_2.13.0-M5	1.0.1		38a623a8fdcb1c59a83fb44081e48268fe2f7e15
com.lightbend.akka	akka-stream-alpakka-orientdb_2.13.0-M5	1.0.2		594208d6681ecc63b6cf502da35a41f419554e31
com.materialkolor	material-kolor-wasm-js	1.4.0		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha01		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha02		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha03		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha04		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha05		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha06		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha07		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-alpha08		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-rc01		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-rc02		N/A
com.materialkolor	material-kolor-wasm-js	1.4.0-rc03		N/A
com.materialkolor	material-kolor-wasm-js	1.4.1		N/A
com.materialkolor	material-kolor-wasm-js	1.4.2		N/A
com.materialkolor	material-kolor-wasm-js	1.4.3		N/A
com.materialkolor	material-kolor-wasm-js	1.4.4		N/A
com.materialkolor	material-kolor-wasm-js	1.5.0		N/A
com.materialkolor	material-kolor-wasm-js	1.5.1		N/A
com.materialkolor	material-kolor-wasm-js	1.6.0		N/A
com.materialkolor	material-kolor-wasm-js	1.6.1		N/A
com.materialkolor	material-kolor-wasm-js	1.6.2		N/A
com.materialkolor	material-kolor-wasm-js	1.7.0		N/A
com.materialkolor	material-kolor-wasm-js	1.7.1		N/A
com.materialkolor	material-kolor-wasm-js	2.0.0		N/A
com.materialkolor	material-kolor-wasm-js	2.0.1		N/A
com.materialkolor	material-kolor-wasm-js	2.0.2		N/A
com.materialkolor	material-kolor-wasm-js	2.1.0		N/A
com.materialkolor	material-kolor-wasm-js	2.1.1		N/A
com.materialkolor	material-kolor-wasm-js	3.0.0-alpha01		N/A
com.materialkolor	material-kolor-wasm-js	3.0.0-alpha02		N/A
com.medblocks	openfhir-plugin-api	1.0.0		2de7e73ddbdc29020ff0690e68ee77c628684ae9
com.netease.yunxin	catcher	1.0.1		N/A
com.netease.yunxin	catcher	1.0.2		N/A
com.netflix.conductor	conductor-metrics	3.10.0		f0002ad384d6519cba819d369147471ffd66c80a
com.netflix.conductor	conductor-metrics	3.10.2		10a70f42e1f204c18a6709c85555190aee85db6d
com.netflix.conductor	conductor-metrics	3.10.3		d920a3a15ba96eba5d4beea7f99aa9672a63e0b8
com.netflix.conductor	conductor-metrics	3.10.4		b43003b84e9fb546d4d61af051e86694af3bd664
com.netflix.conductor	conductor-metrics	3.10.5		2de2ebb33ca2db12e71447ab0432cd27c9c3de94
com.netflix.conductor	conductor-metrics	3.10.6		a57b7bbcf45512d1aaa85473270b0890298e463c
com.netflix.conductor	conductor-metrics	3.10.7		9f498f2d131f8863c04d1119bf4500c327d918a1
com.netflix.conductor	conductor-metrics	3.11.0		0d03455f7382632215d05d3383b8e7e739e75234
com.netflix.conductor	conductor-metrics	3.11.1		b6fecc917aee8613fb3d76bd921b6b6a856d3453
com.netflix.conductor	conductor-metrics	3.11.3		78f8666f390c6cc672fbb781f601cd1a29499da2
com.netflix.conductor	conductor-metrics	3.13.2		6912ccded4d27e1e902e9722fedb09bd455eb9f6
com.netflix.conductor	conductor-metrics	3.13.3		ded30da4b9ac7a13ad5cc47649a224ac619d3602
com.netflix.conductor	conductor-metrics	3.13.5		ac205f2e4b31a5388998405cc5e3aad7f740b69e
com.netflix.conductor	conductor-metrics	3.13.6		9e86f14181f7e007cdc684bbdee03b9d115e3e04
com.netflix.conductor	conductor-metrics	3.13.7		d4405da9f8b73e4ca652498b124425c2bf30d5a7
com.netflix.conductor	conductor-metrics	3.13.8		2d17e0adb66d71e008d59612f405cea27035833e
com.netflix.conductor	conductor-metrics	3.14.0		8ff7e0d5d8298a213481c57c09241b2a8c57d2dc
com.netflix.conductor	conductor-metrics	3.15.0		5d0da564e0dfe69c5f9768e70d3d55a0b645e68c
com.netflix.conductor	conductor-metrics	3.8.0		25261f591ca0fe419e5d5af916ddf235f355e5f3
com.netflix.conductor	conductor-metrics	3.8.1		b52958f9ee2e00d1512547b847b215a34c00d10a
com.netflix.conductor	conductor-metrics	3.8.2		b242c1dc1407d29702990162c4830b0e225efaa5
com.netflix.conductor	conductor-metrics	3.8.3		95f0d22f34fb89b3a263e78ea4fef663a039b99a
com.netflix.conductor	conductor-metrics	3.9.0		d1be07f4235008b3af7122741bd51054a9ee5116
com.netflix.conductor	conductor-metrics	3.9.1		3d5bb5c1196abb712c42af2b3613f2df52093384
com.netflix.conductor	conductor-metrics	3.9.2		42ba5546d3de92b9320b0c2d54c2b7f7387730da
com.oversecured	hello-world2	1.0		N/A
com.tersesystems.blindsight	blindsight-api_3	1.5.2		e11ee90fe0c349d93ce8b6eb8b242edc26c9ed52
com.tersesystems.blindsight	blindsight-api_3	2.0.0		76d87152a943ee4111c6dac684c4917e4e4da515
com.zto.fire	fire-connector-flink-clickhouse_1.16_2.12	2.3.4		211da928cd8bd2c06e9e6be825be532d6ee462a7
com.zto.fire	fire-connector-flink-clickhouse_1.16_2.12	2.4.4		a65078822b303e7b2a5e039a72ef392498e11a09
de.dutches.roomex	roomex-android	1.7.21-0.9.0		N/A
de.matrixweb.smaller	svgo	0.7.0		4462cf8e0b20833ed88a9b71f3a5d4e6d397a5e0
de.matrixweb.smaller	svgo	0.8.0		0e741f5a8f43d82d5e1c5c6d06bb55c96cf0f051
de.matrixweb.smaller	svgo	0.8.1		2d44d62f07ab942c19796102fc9b6888c83cc794
de.matrixweb.smaller	svgo	0.8.2		842a4b63ea42c67888693a85d77f7c66c1d6c048
de.matrixweb.smaller	svgo	0.8.3		9f1617f66f8187828077ad5727ac898cc26c7d84
de.matrixweb.smaller	svgo	0.8.4		129d44fb9be0227a7f36e0bbcef0749925c953d3
de.matrixweb.smaller	svgo	0.8.5		9d51cb07cd3f503dc83c03db7de9c3ab1c165c9b
de.matrixweb.smaller	svgo	0.8.6		69a28a5c96fae50a17befff06292f613f74e712d
de.matrixweb.smaller	svgo	0.8.7		0c828661d44b333b8ed65a60a4bd9a1f60a6e2c0
de.matrixweb.smaller	svgo	0.8.8		58f55183127b93ca23bc8f3be48486c7b055a380
dev.zio	zio-config-yaml_3.0.0-RC3	1.0.5		ce843b27c28f92d13c2f8f64510f5315d713d39e
io.github.lontten	lontten-excel	0.0.0.RELEASE		9ad39f0c83178a0ffc80cb26ac08dc21cc911554
io.github.lontten	lontten-excel	0.0.1.RELEASE		54b04dbd77cb5969dbaa8105042e897aac82f0b4
io.github.lontten	lontten-excel	0.0.2.RELEASE		38cf6fb0d8bff4d0ea5f36772025763c1b71a60b
io.github.lontten	lontten-excel	0.0.3.RELEASE		aae7054a1178fc2696115d4fafabe4c513b3e97c
io.github.lontten	lontten-excel	0.0.4.RELEASE		dba490b07152671896626cab4ff3fc9e661f3965
io.github.scottpierce	kotlin-env-var-macosarm64	1.0.0		N/A
io.github.scottpierce	kotlin-env-var-macosarm64	1.0.0	metadata	9857793ffd2f2e158c89ce6553f9cc54cc78dcbf
io.github.woody230	ktx-logging-android	4.0.1		N/A
io.higress.api	higress-admin-parent	0.0.1		N/A
io.higress.api	higress-admin-parent	0.0.2		N/A
io.imunity	unity-server-rest-admin	3.10.0		91ec39d3724f5fbd93616fe93eff42335cbebe6d
io.imunity	unity-server-rest-admin	3.11.0		bc853ef209e698c8451ecc6a3689a08026ae3e09
io.imunity	unity-server-rest-admin	3.11.1		07a3207862d4ce4e2ee405222a2988d0e89c736a
io.imunity	unity-server-rest-admin	3.11.2		bbad40c0e897741977cab95ada3fc0c17320c903
io.imunity	unity-server-rest-admin	3.12.0		4c4d14177a66d97e62385043b7bebf4ba1a2aa36
io.imunity	unity-server-rest-admin	3.13.0		6d17949fe5de621691da2be627a3f9c7ef6ea96e
io.imunity	unity-server-rest-admin	3.13.1		6b0fd34e242d5a9cc65801e18743fb4678a52eec
io.imunity	unity-server-rest-admin	3.14.0		83f8a96edf2040037550490db450f67ee502db1e
io.imunity	unity-server-rest-admin	3.14.1		e5ee65c64ac6ba1f67bd0529c273a717672df13d
io.imunity	unity-server-rest-admin	3.15.0		72b144d0db0c922776d703e3e66d37a487e6fa51
io.imunity	unity-server-rest-admin	3.15.0.1		5d43773290c9c382eadee94a6072197251aa9be5
io.imunity	unity-server-rest-admin	3.15.1		282ca7f1c872a75b476ac4cc63857403419d1a8d
io.imunity	unity-server-rest-admin	3.16.0		5e9e2fa7318468e8eb0845823d9b4cfb01fddafa
io.imunity	unity-server-rest-admin	3.16.1		150e90ee66e861feaee8c0aab5281b712e75b285
io.imunity	unity-server-rest-admin	3.3.0		6fe2c3cc8d466afbcfa1e74cca7210e7c56ea536
io.imunity	unity-server-rest-admin	3.3.0-rc2		10547a37078b279ebc79b250c2c0b7a2ec15616b
io.imunity	unity-server-rest-admin	3.3.0-rc3		04a587d9cd473acc91eba509d6039f7dcf459964
io.imunity	unity-server-rest-admin	3.3.1		5e0250581890f2f7522b7db1d227039269eb5696
io.imunity	unity-server-rest-admin	3.3.2		72157fdc80d0aa90b7bedefcf6aaa2e8b35757f2
io.imunity	unity-server-rest-admin	3.3.3		2d4e2b3e34797db886e68b2e2d47053a511e7d79
io.imunity	unity-server-rest-admin	3.3.4		f2dd4c3b9b4dba4ee32775ca97b89f5d464b4b6e
io.imunity	unity-server-rest-admin	3.4.0		b5f7a0980c5db7428dea3b5bd0a91da750f49454
io.imunity	unity-server-rest-admin	3.4.1		8c38ffdb8523d77e227ea4aec486e55479d4aef7
io.imunity	unity-server-rest-admin	3.4.2		3499595abe6eca020df6939deb9f887fda5b8802
io.imunity	unity-server-rest-admin	3.4.3		45af7cc80a1848e44dd9ab460d1749ce4b1b7025
io.imunity	unity-server-rest-admin	3.4.4		6663e553a16adaaf16bc864ab0102b949450dac4
io.imunity	unity-server-rest-admin	3.4.5		b0d7874597b604525151af1a866da02c6d4d722e
io.imunity	unity-server-rest-admin	3.5.0		aa0eea8fb62ec30d22ce8a06bb38272bf0c42bbb
io.imunity	unity-server-rest-admin	3.5.1		a970768891657801c9820241bff5b0553754065f
io.imunity	unity-server-rest-admin	3.5.2		51b5e686d63940e4b97330c6a6c8a0af31fb165f
io.imunity	unity-server-rest-admin	3.5.3		24ed13c36885d2f2be01a4a613c8d288ec3d3b1e
io.imunity	unity-server-rest-admin	3.5.4		5e8eac7c3e392fcca5fe04d8eb1441cba318d289
io.imunity	unity-server-rest-admin	3.6.0		e4149b1117ddb04016455a1229cf040ca6bf5629
io.imunity	unity-server-rest-admin	3.6.0-m1		e29ba2e036c22474bb20bfdfea3977b534481f27
io.imunity	unity-server-rest-admin	3.6.0-m2		ea04c8e9148ea5cb164d83b1535e207b45d2948a
io.imunity	unity-server-rest-admin	3.6.1		2afd75e13d8ed7973e106b895e30e8b64a405560
io.imunity	unity-server-rest-admin	3.7.0		6175e3823b5c6b17d7f624902ce521a6360ce432
io.imunity	unity-server-rest-admin	3.7.1		fd3dd565ea62b72787368b95780bd5f81b1a2fbc
io.imunity	unity-server-rest-admin	3.7.2		6c056708dfae4f501621ebf1209ef19d6821f13c
io.imunity	unity-server-rest-admin	3.8.0		a075ed5be5ad15fec244238f35d14a0af045acc2
io.imunity	unity-server-rest-admin	3.8.1		2b7383cac38d65eb471898310898d62e3504b39f
io.imunity	unity-server-rest-admin	3.8.2		b748fa90a7505bd652d21140b2eb3172db556c75
io.imunity	unity-server-rest-admin	3.9.0		7d564e3300e0d7a7277cb11c5828d94aebe62e60
io.imunity	unity-server-rest-admin	3.9.1		27d0cfea1ff2c0409ae7bd1a1d383336a02780dc
io.imunity	unity-server-rest-admin	4.0.0		0fa528825142057fbbdd6d8fdaa07a3116a95a1d
io.imunity	unity-server-rest-admin	4.0.0-rc1		18f4481c5c44f2e9507d95ab916a63eaf54533aa
io.imunity	unity-server-rest-admin	4.0.1		62bf57f8243f8e2637cf1197aebbe662c021eb32
io.imunity	unity-server-rest-admin	4.0.2		7452ef90229acad9cab49f15faf86b91207b944d
io.imunity	unity-server-rest-admin	4.0.3		49043e890f6cf59350b8c64b49023ce908e9c086
io.imunity	unity-server-rest-admin	4.0.4		cfce177908e491eefadedd9d5f74419456b9f0f5
io.imunity	unity-server-rest-admin	4.0.5		37c382dd34f6d92a3f48ed99854f96192906f3b0
io.imunity	unity-server-rest-admin	4.0.6		5e66e876b2d8a8b82a72dc7e93b2ffb5429bc933
io.imunity	unity-server-rest-admin	4.1.0		40ac974d1d8676076d7f4d3250b880e6176dff69
io.imunity	unity-server-rest-admin	4.1.1		07adc08a9019a7665931c33c82e91a913b21d28a
io.lenses	d.publish.topology-client_v0.0.6	0.0.6		8a41b0449ba5f0aeb5d1085a46b4552d05da3981
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.11		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.12		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.13		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.14		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.15		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.16		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	1.5.17		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.0.Alpha4		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.0.Alpha5		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.0.Alpha6		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.0.Alpha7		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.0.CR1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.3		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.0.4		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.1.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.0.CR1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.3		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.4		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.5		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.6		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.2.7		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.3.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.3.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.4.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.4.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.5.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.6.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.6.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.7.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.7.0.CR1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.7.0.CR2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	2.7.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.10.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.10.0.CR1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.11.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.11.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.12.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.12.0.CR1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.13.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.13.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.14.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.15.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.15.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.15.2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.15.3		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.16.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.16.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.17.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.17.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.17.2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.17.3		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.18.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.18.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.19.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.20.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.20.0.CR1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.20.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.20.2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.21.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.21.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.22.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.0		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.1		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.2		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.3		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.4		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.5		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.6		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.8.7		N/A
io.quarkiverse.cxf	quarkus-cxf-xjc-plugins-parent	3.9.0		N/A
io.reactivex	rxjavafx	0.0.0		7cf29e6c3cd38c8e448ca1e97e94f0f5228fe28b
io.reactivex	rxjavafx	0.0.2		7b7b5e29ae81ad4a73525a058e27cd57c4da1ce8
io.reactivex	rxjavafx	0.0.3		8b8023f27ab5d2afd747ef8d7b0d562ea57f2162
io.reactivex	rxjavafx	0.0.4		196ef646ee04981ad0b4f0f3cfe214b137153cfc
io.reactivex	rxjavafx	0.0.5		820e4e9bcb6d6a489920026866e449410b9b1736
io.reactivex	rxjavafx	0.0.6		ef7d8a2dfd0efa062fffe94a64851dbde5d13157
io.reactivex	rxjavafx	0.0.7		78d42964ad2bb5fbbf7e5ee0006d00dee98af2f1
io.reactivex	rxjavafx	0.1.0		edc3e86ff8634a331e89b8c76b3732e227f8407d
io.reactivex	rxjavafx	0.1.1		2fbf50aff45aeee322ededd2958430aef28e7a83
io.reactivex	rxjavafx	0.1.2		7517e1f5b16db1c30614eb0a6fe7c2c1a0ed032b
io.reactivex	rxjavafx	0.1.3		dd441336d334f89053f245abd5b9fc50007ca78c
io.reactivex	rxjavafx	0.1.4		2dfe2412b24ec74486bf9130f81cdadf9a56807e
io.reactivex	rxjavafx	0.2.0		1d50cc37a82d1b86970fecd423cb5837325d42d4
io.reactivex	rxjavafx	0.3.0		3e6d55765ce51dc6b619357b59f4156c6a28fb69
io.reactivex	rxjavafx	1.0.0		455acac7863535bf279403cd6e250f6b1e176137
io.reactivex	rxjavafx	1.1.0		e231cb8f5613442881798dde1ea0f2cdfe3b3b06
io.reactivex	rxjavafx	2.0.1		41a44412f35aa0922ccae162363f03131be702c4
io.reactivex	rxjavafx	2.0.2		3a422f55fc430645e844d415246312ae2e2a5095
io.taig	taigless-scheduler_3	0.12.10		ab03cfb08fa40e1b1e0179393241ae269e0fbed1
io.taig	taigless-scheduler_3	0.12.2		a9be433dcef3bef2042f364641cd3cb33434ed26
io.taig	taigless-scheduler_3	0.12.6		71ff5f4e3c960af421d9a0e41d27161fc22c6877
io.taig	taigless-scheduler_3	0.12.8		b2cc51d71d25034ed2bcd03edc707471f1390fca
io.taig	taigless-scheduler_3	0.12.9		4b2147a7b766fdf5d286e68d01a96def3faa1ea5
io.taig	taigless-scheduler_3	0.13.0		99d6727a7a37e53f9c29fb57fa5facda44445008
io.taig	taigless-scheduler_3	0.13.1		968407d5f4b35a326e1bef922682398d11c9a5de
io.taig	taigless-scheduler_3	0.13.3		ab76670e3feed78bd17bb508dd9f2007e78b72a0
io.taig	taigless-scheduler_3	0.13.5		cdea596906c326b396fea537665ac0c5afec8d12
io.taig	taigless-scheduler_3	0.13.6		daafef5c62511739454e214b906007cda6c49a96
io.taig	taigless-scheduler_3	0.14.0		ecd34c9412ec719cea1706fc5c8a8aa8207060cd
io.taig	taigless-scheduler_3	0.14.2		0031f90654e21fdd3b07f2caad343c485b0ce2a5
io.taig	taigless-scheduler_3	0.14.3		6cb887df547baa2cb109fa6319b1319c8cccdf6a
io.taig	taigless-scheduler_3	0.14.4		0c8c428f5280c959e80b7717fd1724727c83844b
io.taig	taigless-scheduler_3	0.14.5		1f94403fd65cc9a44693c02fa068a36112620f9e
io.taig	taigless-scheduler_3	0.15.0		ea7f32bbc51e09c7d4cc942cd816b108f0b45df2
net.databinder	unfiltered-util_2.9.3	0.6.7		29b3f17c872221f1d8e5ef3767f7086f2957c545
net.databinder	unfiltered-util_2.9.3	0.6.8		5869355c2de5f7b2259f8d702c93ec30ac9edf27
net.databinder	unfiltered-util_2.9.3	0.7.0		982ce85d19960cafeeef13baedb546b33e0678be
net.databinder	unfiltered-util_2.9.3	0.7.0-beta1		8cbb327d96609584f1baa32e5ec075e178923847
net.databinder	unfiltered-util_2.9.3	0.7.1		e97240a3c69b61d8ff113afc465c9411b9a61297
net.databinder	unfiltered-util_2.9.3	0.7.1-beta1		9ec1df49f59b4f80429d620c3560b5dc158ff510
net.databinder	unfiltered-util_2.9.3	0.8.0		0130c15b68225df4982f9d2b0b6c450d197afadd
net.sf.jbg.mojo	jbg-maven-plugin	1.3		162d6d370278c2e61b33151c1a4ba3bb9350ab66
net.sourceforge.chopchophttpclient	chopchophttpclient	0.9.1		75e97bfe6124fef0b259a477399f6c72e2bb1eca
net.sourceforge.chopchophttpclient	chopchophttpclient	0.9.2		d520e1380db0051ed0e66ca16d45be83f35953a1
net.sourceforge.chopchophttpclient	chopchophttpclient	0.9.3		8caf9c0ea4a706c7526a5a181000f26e15a43523
net.sourceforge.chopchophttpclient	chopchophttpclient	1.0.0		0f16bd401c74898e5eb2386635e50fee6ee57484
net.sourceforge.chopchophttpclient	chopchophttpclient	1.0.1		a41aeeb5aa0cf719e8b0e9ff5d0f145b5e0647fe
org.apache.activemq.examples	evenly-redirect	2.18.0		2be9165a6f1aaa24077bfc645ea2bafc9f94fe50
org.apache.activemq.examples	evenly-redirect	2.19.0		7af7fd794000a22834e946f56027517efd50877a
org.apache.activemq.examples	evenly-redirect	2.19.1		38260ea0135f6bf4b2f889fc3eaa933dddcba13f
org.apache.activemq.examples	evenly-redirect	2.20.0		e76cda47392c68d5d05010e0e8af8acea94358a5
org.apache.activemq.examples	evenly-redirect	2.21.0		63cad1e2269f021b287f754dd22a90f6520f2e7c
org.apache.activemq.examples	evenly-redirect	2.22.0		bb52ac133d9d7693e9cfd5696132c073c7850fc4
org.apache.activemq.examples	evenly-redirect	2.23.0		cf6d5ad0916142541ecae91e146872df3111bb07
