ch.admin.bit.jeap	jeap-central-publishing-maven-plugin	0.7.0.1		a8acf8589153660895afc691fb7f076993dfb209
io.cdap.tests.e2e	cdap-e2e-framework	0.3.2		51670f3a2edb37748ad11ed7afd76e21f457fdd7
io.cdap.tests.e2e	cdap-e2e-framework	0.4.0		5b192e43c183c9e156ffcefe8663b242be723081
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.10		51bdefb4727f11e26dd41cefda6ca20cd5ce0325
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.11		3ec45ad29d8b71cb245889e41f636127df3be9e5
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.13		bb0d854ba67e80d209e7afc712cd6ee0f30c8f63
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.14		d7caa83b79b570641ce234b40ba909f079a1b38e
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.15		abf6fc584b4595270b3c6bd0f64729888c35c17d
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.16		a7ee56ad086f7fad4e1c2cab4ce9f153065843b8
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.17		b210aeb265281b0988c9120dea3bb97ad644c7b4
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.18		5a032810f62718a95bc5ec6dbbc261c655fd957b
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.19		65b0509cfbe5ba8853c9766311bc1fb83b72e2b9
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.20		971203f025e8df76291a920a90bcb91b9eb5e5b7
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.21		b3f21616798b0540622caf7b0c1f09ca821a9002
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.22		adbe934fe2e2b0603a279d54d7eac12984dd81ab
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.23		1942941066cee4d86cdcebe2fc5937f12d89487b
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.24		06e04cb867b066c0f0a346162bc71b93ae50cce3
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.25		e39b924d7175a8c1990d875efd13b34ef2c032c7
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.26		3fae6c343cb6a073bc21526e9718718b0477235a
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.27		461c28c73b7ed8e81debfecb72c9e71cdaa6acfa
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.28		5dad094f0a4fedd0e69ca26863a2911737ffcc31
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.29		3396aabde870a2d624cf9fa7bfd66973ff3922d6
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.32		1d3195f5c90fc3fd7bab42219c55dec7da8c7b86
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.33		05cb2e0d090c4090dd2741f67b75a8dc929423d5
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.34		52999dbca487724f02f2ef05541a27b841e4ed5e
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.35		7c3ae55284b8d9734a1ee1ee1d655087a40e95d3
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.36		d2b8a21e89b677161e731cf256aaedbdc3c52306
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.38		22bc25486bc2ceb677016afd551fcbc7a57f0aa5
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.40		508270686a86cdfad5fae32d4e93d844c07e262a
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.41		3b50e6ce9ef876d4fb559e57635d0ba805d30fff
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.42		1803411d8c03e1ed46685b655abb7f165fb8f8f4
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.43		ac303b647b77b39113dd130fb11de4f9d61316bc
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.44		643f67476ef9911adb813dfcadc7a49de88f7a7a
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.45		7a43830fa04e1e809fcb3dbe3527f28c3dc51ff7
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.46		68e78f0d0f36b1c012db278dbaeb8b842a97e9e2
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.47		31c52c1cb8f9f98563806f9e4cf346361b43e34d
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.48		bbf15a4a39b20a863e972bd90ad9e004a28b8d4c
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.49		f588d5697d0cd0ed75e2b2ac5d346f26fa65c716
io.github.LuccaBoets	Multispring-spring-boot-starter	0.0.8		8837e8da4cb8aff3661aed7aa44bd9cd61e4bcf3
io.github.ReleaseStandard.CodeEditor.editor	view-android	1.25.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	22		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.25.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.27.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.28.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.29.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.30.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.31.0		N/A
io.github.ReleaseStandard.CodeEditor.editor	view-android	23.32.0		N/A
io.github.cquiroz	scala-java-time-tzdb_sjs0.6_2.12	2.0.0		ad90bbeeea0caff85b4d0a470506ce0432af33c4
io.github.cquiroz	scala-java-time-tzdb_sjs0.6_2.12	2.0.0-M13_2018c		eb203b04df4c8556ce070bba1043fe5c72a7d0a6
io.github.cquiroz	scala-java-time-tzdb_sjs0.6_2.12	2.0.0-RC1_2018f		96c49115ac37b8349fabf089570b21279e5cfd46
io.github.cquiroz	scala-java-time-tzdb_sjs0.6_2.12	2.0.0-RC2_2019a		68999b1e2330b6ef12621347bc2eb71cee77b423
io.github.cquiroz	scala-java-time-tzdb_sjs0.6_2.12	2.0.0-RC3_2019a		db3f12d002b291aaa0ac59b2624d5ac0a1981b9c
io.github.cquiroz	scala-java-time-tzdb_sjs0.6_2.12	2.0.0-RC4_2019c		fc75a3e9666f91ed6baa21f6756335119921a34f
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.1		N/A
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.1	metadata	8e919d44b18242e3ac671cf5149c39e3759431af
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.2		N/A
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.2	metadata	d273bfbaf8c22dab45be7efc4b8351f2329d535c
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.3		N/A
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.3	metadata	2eebf17e887953c7b7b91779cdb60d7e520c0a27
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.4		N/A
io.github.dmitriy1892.kmm	mvi-android-mvvm-iosx64	0.0.4	metadata	cc417d92071d96a011f379264141ba1d74cd0544
io.github.odalita-developments.odalitamenus.nms	v1_21_R3	0.6.0		2575e7035ec2c2f7de958f29b97381043bc29aaf
io.github.odalita-developments.odalitamenus.nms	v1_21_R3	0.6.1		376ea85ea8db600b4f781974c4ff958858dbd707
io.github.odalita-developments.odalitamenus.nms	v1_21_R3	0.6.2		b625ec0776305a1e1495029d8306f01eaddf8637
io.github.prolobjectlink	prolobjectlink-jpi-jtrolog	1.0		c66c72bb66faeef827281bf8beb287eb9fc81cc3
io.github.prolobjectlink	prolobjectlink-jpi-jtrolog	1.1		15292ebda107a70f3c8f4d068ef9bf35bb1b43bd
io.github.winskyan	Agora-MccExService	2.2.0.130		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.1		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.2		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.3		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.4		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.5		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.6		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.7		N/A
io.github.winskyan	Agora-MccExService	2.2.0.130-alpha.8		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.1		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.10		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.11		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.2		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.3		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.4		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.5		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.6		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.7		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.8		N/A
io.github.winskyan	Agora-MccExService	2.2.0.131-alpha.9		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.1		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.10		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.11		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.12		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.13		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.2		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.3		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.4		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.5		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.6		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.7		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.8		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.9		N/A
io.github.winskyan	Agora-MccExService	2.2.0.132-alpha.9.1		N/A
io.github.winskyan	Agora-MccExService	2.2.0.133		N/A
io.higherkindness	droste_3	0.10.0		f36efad0d1ebd9c45e59fad86097e5e37b933b7f
io.higherkindness	droste_3	0.9.0		42413556b95a6363fdc5fd42a0adec64e38e1ecf
io.higherkindness	droste_3	0.9.0-M3		41de741bf2ad1e43a9df32e8cffcf26129f84921
io.javaoperatorsdk	operator-framework-core	1.10.0		422db152aa5fb445dfdae3a7c3afdca3aa516759
io.javaoperatorsdk	operator-framework-core	1.10.1		7a3849289da4b1c53a85ba2c79d2adbebedb41ed
io.javaoperatorsdk	operator-framework-core	1.10.2		8041b943e3252a01a1c28b19449aeaf5eee4b8fa
io.javaoperatorsdk	operator-framework-core	1.6.1		1bb902331d0bf2115ce3594cd4a3d01091db161e
io.javaoperatorsdk	operator-framework-core	1.6.2		2e1fd67fb25af1e4b68ef79c962d5376a4e77b71
io.javaoperatorsdk	operator-framework-core	1.7.0		f8a9b6df9ef5f926421c95201fe797f7a27b65f7
io.javaoperatorsdk	operator-framework-core	1.7.1		1a3099f136eb02668a99957ae7959fc5a73205c6
io.javaoperatorsdk	operator-framework-core	1.7.2		fcdf41ddb7e669b342b7ab8ccc364283082c28ed
io.javaoperatorsdk	operator-framework-core	1.7.3		9b14d5afa1efcc7856cb3cae806f2cb47fd872f6
io.javaoperatorsdk	operator-framework-core	1.7.4		f2fc07077a105db6d07e8f992b8337286c0dad7c
io.javaoperatorsdk	operator-framework-core	1.7.5		41f442d2d2d6f7f169518ec800bd3718dfb2c9a2
io.javaoperatorsdk	operator-framework-core	1.8.0		f9dbb11d00aeef2132bb34c5a1f02e5b355567c9
io.javaoperatorsdk	operator-framework-core	1.8.1		64b27e68d6b14519b0aacfeb7a92b9f7aeb4920f
io.javaoperatorsdk	operator-framework-core	1.8.2		ea48935918072187511572b8094898dad0cb2ae2
io.javaoperatorsdk	operator-framework-core	1.8.3		b0d2a41082fe1b0d854fa26fdadefb60094e6fe0
io.javaoperatorsdk	operator-framework-core	1.8.4		e13c37d5a8c8c90f6b3e1792d739ee15ffce242e
io.javaoperatorsdk	operator-framework-core	1.9.0		6aa42ec62d556f3033542b2acc8897e3821b77e4
io.javaoperatorsdk	operator-framework-core	1.9.1		10616b0ef791052e06d9be6baaf4310e5f8d6506
io.javaoperatorsdk	operator-framework-core	1.9.10		206a76e11cc6717ff769de40db374592b5f5300c
io.javaoperatorsdk	operator-framework-core	1.9.11		0f29928b4f69425d28adc19055a13e00b641657e
io.javaoperatorsdk	operator-framework-core	1.9.2		c874e81845f2fcbe5a9f46c6c93b7bad4ab56ac9
io.javaoperatorsdk	operator-framework-core	1.9.3		108a3c3eee8cb407df6404ba3d21d4b575fc0271
io.javaoperatorsdk	operator-framework-core	1.9.4		4460ea9aa73d90d018bca5a30baa3b1290b18d80
io.javaoperatorsdk	operator-framework-core	1.9.5		8c7ead8c455ca008705dd0d928930c2a7a23bea6
io.javaoperatorsdk	operator-framework-core	1.9.6		9987e2e96a3abe21902e17717a588f2bea742437
io.javaoperatorsdk	operator-framework-core	1.9.7		4a068690c859164447f17bb75026cfbc1ff8dcf5
io.javaoperatorsdk	operator-framework-core	1.9.8		f58026caf58fe5a9513e863579dc9efe41b26391
io.javaoperatorsdk	operator-framework-core	1.9.9		4f1bbdc7a6bd4c36f00ebdee55fc184880c1f621
io.javaoperatorsdk	operator-framework-core	2.0.0		8f58a8aa741fa542a383f85f1674bfbc545becb4
io.javaoperatorsdk	operator-framework-core	2.0.0-M1		10fd1e71357d618e074d2f5fd79e07e6044eb776
io.javaoperatorsdk	operator-framework-core	2.0.0-RC1		60df2bfbb596309eea0643411adc4c125fa76852
io.javaoperatorsdk	operator-framework-core	2.0.1		7ac90cd7c4339cd08eda0329958c70276c0c1011
io.javaoperatorsdk	operator-framework-core	2.0.2		1ba7c46f3c8dd6d139e5b5c656ea82ad9a3d2e69
io.javaoperatorsdk	operator-framework-core	2.1.0		c6e555c44ec9796a13ec5732562d830942c54106
io.javaoperatorsdk	operator-framework-core	2.1.1		2497cab89e019075c125996cc91da75da2a8ad5d
io.javaoperatorsdk	operator-framework-core	2.1.2		991d7980acc860f97a979ef75a8a74ae0994464e
io.javaoperatorsdk	operator-framework-core	2.1.3		17f39e34e7418ac6aaf27453baa73cd2427b537d
io.javaoperatorsdk	operator-framework-core	2.1.4		030174a8b91326feb73b561a34f4f62644494d9b
io.javaoperatorsdk	operator-framework-core	3.0.0		2d3c6f1b98464eadecc88cf16043f78fe5aad07d
io.javaoperatorsdk	operator-framework-core	3.0.0.RC1		f2a0016f9aef053c26ffc4c634fa78e47586069f
io.javaoperatorsdk	operator-framework-core	3.0.0.RC2		49282434eef39ca0afee735cf0fff9bedfcb2205
io.javaoperatorsdk	operator-framework-core	3.0.0.RC3		db8673a806ee0a245a1b0aa9bbc2083db686f7aa
io.javaoperatorsdk	operator-framework-core	3.0.0.RC4		30f76593abb9875d3d227f60cfe285182d9400fd
io.javaoperatorsdk	operator-framework-core	3.0.0.RC5		6efb5ba4cdd9f97c90427615e55321a726157033
io.javaoperatorsdk	operator-framework-core	3.0.1		873a00c87f2857029465641419adef5c2e5920cc
io.javaoperatorsdk	operator-framework-core	3.0.2		b5c22d5a03f36b19bb30fcf3e766b84fb72a70f1
io.javaoperatorsdk	operator-framework-core	3.0.3		64063ac89213f3527d82953017a5d3965258d618
io.javaoperatorsdk	operator-framework-core	3.0.4		9cd569b05da695b066bc73556cf426e621cc45db
io.javaoperatorsdk	operator-framework-core	3.1.0		42feea0ada45fb1e0bdebaf573d5000bdd8fd2e4
io.javaoperatorsdk	operator-framework-core	3.1.1		6a620210abae53ff98b66569e498a4b5827d2530
io.javaoperatorsdk	operator-framework-core	3.2.0		38df583bc6328df5dd8d7d4d61b4619a524e21e3
io.javaoperatorsdk	operator-framework-core	3.2.1		1809380b92a522e1057f7e10f29ac13b9ece26d3
io.javaoperatorsdk	operator-framework-core	3.2.2		9bb647a467ffa8e9d7368f9a1d5ed41f8ceaae3b
io.javaoperatorsdk	operator-framework-core	3.2.3		39891938082a8d7a77df4f10e9c2efa39710a7f3
io.javaoperatorsdk	operator-framework-core	3.2.4		42be8cc9f687669c830f7ff1bd258d5c77f031ed
io.javaoperatorsdk	operator-framework-core	4.0.0		e4283abb2b852de201c91413b2dab0e7a59f6650
io.javaoperatorsdk	operator-framework-core	4.0.1		29639bd834b583d178ae1f25289d6c2d487248bc
io.javaoperatorsdk	operator-framework-core	4.0.2		1551efbad9dc4cf3b8912c3060fa0dd7415ae00c
io.javaoperatorsdk	operator-framework-core	4.0.3		3ce4bcd6666ccd4a0455be10623581b3ac291e92
io.javaoperatorsdk	operator-framework-core	4.1.0		332234b3e1f2b7baf7738a092494ab1427d56e3a
io.javaoperatorsdk	operator-framework-core	4.1.1		ffc84c728bd0dfc5a43dd86120fd9a7d318bd873
io.javaoperatorsdk	operator-framework-core	4.1.2		fe09d2482ea445bb1d0daf3a4aeecf11d3d5ada1
io.javaoperatorsdk	operator-framework-core	4.2.0		221e96841dbb5449c56f7174e4efa32133bac385
io.javaoperatorsdk	operator-framework-core	4.2.1		7270eda4d77c690dbbad8a8214f03b766f20f564
io.javaoperatorsdk	operator-framework-core	4.2.2		fd67e4f76f8dbbb740c9eef99cbc41fecb1f2756
io.javaoperatorsdk	operator-framework-core	4.2.3		e26a9da8e98e8e0e64a6a68beb8672f9fc21212e
io.javaoperatorsdk	operator-framework-core	4.2.4		45d2bc686736a0a4b786d2467aa680a93d6be5f2
io.javaoperatorsdk	operator-framework-core	4.2.5		ff0d81067c3241b735e8654649b2779bbc27a6d0
io.javaoperatorsdk	operator-framework-core	4.2.6		d0ab75cbf4ffdf8d3167d8c1135d81fe26b45386
io.javaoperatorsdk	operator-framework-core	4.2.7		4287777a9ef4cb1237c2dba98ad578d42fc6a5ce
io.javaoperatorsdk	operator-framework-core	4.2.8		ff5b15debc90fc0b8b7b19167261d461ac7997ec
io.javaoperatorsdk	operator-framework-core	4.3.0		679f79ccc590c3ea5763988e2167cf4a10d46f9f
io.javaoperatorsdk	operator-framework-core	4.3.1		6562e73d9387e38f94fb7b5ed6fc846eb8df0e39
io.javaoperatorsdk	operator-framework-core	4.3.2		afc0fa62aa76e13a19b68bf7d86cb133577cd49d
io.javaoperatorsdk	operator-framework-core	4.3.3		a9967ef56a5c57dbc7bbae004cebf1a8da01595e
io.javaoperatorsdk	operator-framework-core	4.3.4		a17222c21a558d209a8462de3d9ab3caa0cf0ca6
io.javaoperatorsdk	operator-framework-core	4.3.5		90b624144c067650e8c8c8605c63d7c121006573
io.javaoperatorsdk	operator-framework-core	4.4.0		ffa7551a0c28dafa2a8d80a099f5164e5892c4b2
io.javaoperatorsdk	operator-framework-core	4.4.1		2870fe374edc28e3221492bfc741006f5c24935d
io.javaoperatorsdk	operator-framework-core	4.4.2		29f9d0fb21300d573f01e164475c2ab6fbdf262c
io.javaoperatorsdk	operator-framework-core	4.4.3		d8c005efc70df72f21229e186ea3aa3ca08f8ee0
io.javaoperatorsdk	operator-framework-core	4.4.4		5d2d1a3a4238d7b769b7af1238ea096c2d928bba
io.javaoperatorsdk	operator-framework-core	4.5.0		7232814902e4693c3e22dd70b9819c54461508e7
io.javaoperatorsdk	operator-framework-core	4.6.0		b612d9e7ed3dec8d9a7a35897c8eee66dfc3cc0b
io.javaoperatorsdk	operator-framework-core	4.6.1		12445afac7e77118da762e84d8933ab48ff5ea20
io.javaoperatorsdk	operator-framework-core	4.6.2		ea5515f44034989152634d011f9cb430fa710e18
io.javaoperatorsdk	operator-framework-core	4.7.0		5952377eeff63a9e52fd63998df8b3d51bd0dfa1
io.javaoperatorsdk	operator-framework-core	4.7.1		7737d0549c1450b42fb1f2b7f98e3b1a3fdcd2d8
io.javaoperatorsdk	operator-framework-core	4.8.0		b9aac4250f249a24189d5643317a9bbf99087210
io.javaoperatorsdk	operator-framework-core	4.8.1		26102b8232e20ec1661151d4596c7a152e827188
io.javaoperatorsdk	operator-framework-core	4.8.2		325358ee689bf628112a7f10c9eb82fd163cc81b
io.javaoperatorsdk	operator-framework-core	4.8.3		fc6b2fc35797c91a6968affc033d954147d835d5
io.javaoperatorsdk	operator-framework-core	4.9.0		a074104302a85464e2df19102f7d4fa8ffda5877
io.javaoperatorsdk	operator-framework-core	4.9.1		60b856387a9fa1464aa9112a13b58c3468cb2426
io.javaoperatorsdk	operator-framework-core	4.9.2		2f3b4c7d482a8d884f85abd4ea9fabb2bf00cfe9
io.javaoperatorsdk	operator-framework-core	4.9.3		a4fbc95eceb561ef7b5a6b0c92a1eb2a1f6624b4
io.javaoperatorsdk	operator-framework-core	4.9.4		f5bde8ee14a3be96576c40448b479002f6d7c916
io.javaoperatorsdk	operator-framework-core	4.9.5		448179534f5112eadb7330319fdd2d8601552b7c
io.javaoperatorsdk	operator-framework-core	4.9.6		97ab6bb25753d405915d53f81678e500c8672949
io.javaoperatorsdk	operator-framework-core	4.9.7		5e8d914cba7a0c7b944fa08f924093058bf96a22
io.javaoperatorsdk	operator-framework-core	5.0.0		53df709735915643e9477536a15da62aee076046
io.javaoperatorsdk	operator-framework-core	5.0.0-RC1		5736914c9b7a8666b6d404320b5a099a03e03fcc
io.javaoperatorsdk	operator-framework-core	5.0.0-beta1		2a484a43e5370af437e7a2c2812c2cd7a0f24dfc
io.javaoperatorsdk	operator-framework-core	5.0.1		ef5902dbdcb2b71968ef19c84fa19094ec9ea8e9
io.javaoperatorsdk	operator-framework-core	5.0.2		b938368acbf1d3e7fb300b56302fa24a1664ee11
io.javaoperatorsdk	operator-framework-core	5.0.3		a1827f3bef77f7989bbe3561277cdac298fcfa0f
io.javaoperatorsdk	operator-framework-core	5.0.4		8c9b158cc7879194b03e68e52f2ad4e865889520
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.0		6a1b704a818895f5a3d7e88a89762ddaa4228916
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.0	metadata	fba5b53da075120294fd1846b21c9dea8cc86927
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.0-beta-1		1864dd92d3f3ef6ed453cc12569b3d23d4520c62
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.0-beta-1	metadata	8b3f38a3960239773b790665ecf3d1d73aa0802f
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.0-rc-1		7ae9c8d7ca309adfe0e35b8aac1ccdb8c6cc2008
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.0-rc-1	metadata	af287283244845a4ee1ad7d94d59900aa2eee4a8
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.1		e78ccfb264ebec1dc9c25f1ca8c1e1e3eaa438eb
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.1	metadata	9249d8873e1642c9ceb94be0fe25fc8aee978027
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.2		3e35c9dfa6ab1d84455074cc442b981bf417277a
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.2	metadata	f20544abb4ddf9a4b5bf9ef566b3c521324b10f1
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.3		2cf5070036eb4503e28403575653afbd6debca40
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.0.3	metadata	7ebe62c7a0556f1d2c34286e0ff00c2669cf3b0e
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.0		26c49685163fc87f688c0f2bdf2d80776f6c06b7
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.0	metadata	19f155005cc665eec33f0ac0b23fd458a59d8367
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.1		cc30791a046d5b748b53b3b2e9edc5dce084ae0b
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.1	metadata	dc5d60665e8fae9731a388add0d0040c7c118cbd
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.2		4447cc72bdf08e21edd0c14967237dbc141ce3b1
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.2	metadata	e99fde2a4753ecfd0377d37af2d0f82d76e1dceb
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.3		d2339b14399ce67b33bb806895f6d6bdd6296147
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.1.3	metadata	83d3d47bffebafb8f248a6e2c3fa73c4a9ba8ce8
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.0		97a4cadf01b869ac54a835d7fca69c93d6f01871
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.0	metadata	6024c94e34b23a0510ce7bfadda97c709fad2988
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.1		0498010af7c9ac9751e0c7b31c6ad256ce38be27
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.1	metadata	98b248c2811d99c15a6d9601b9a417394587d5b1
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.2		9b04dbb0e71eb12cbe1f4837254005a884199dc2
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.2	metadata	2c17c0b60f3a783db413024ac757d97c9cab3055
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.3		5a45960bd557fafb5aeeac0195947a717796b4d8
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.3	metadata	72346e583ec1f291c8508df735d21b0e6d5c280a
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.4		13f4ec1de76bc49ec397e4edfcc7c35ea1e7ab58
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.2.4	metadata	264571ab313ded42014cad3b9701f771f2cb4f48
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.0		613b4ab177ceaebcbb0a61603407240191dd52b7
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.0	metadata	865124f0e185f992bc4ae911e2b0c6e5cca2dbb1
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.1	metadata	388adf3db1e4914421136bfbdb3fc5ab8957f6a5
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.10		85975b28fceefb82c9d77320f8f00a09f9b4e8ff
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.10	metadata	ea38c86c64d1e556647602454cafa13cac823737
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.11		816dcf1f04f6211e643e9d330b9638a1e69498fb
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.11	metadata	50ec613cfda7e21f3786d644198a3c2a09605d81
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.12		dfcecd03b08e74e7f19dc44f830c7f9a73cd90f8
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.12	metadata	c001057f8c0043bbb090d87a4b6937c071934b73
io.ktor	ktor-serialization-kotlinx-cbor-tvossimulatorarm64	2.3.13		257f2a0d786aea55c608c5c78ad4305813ee3761
