ai.yda-framework	website-retriever	0.1.0		2bb01b1a9326597d0358efd8eb7eaac56ea1eec5
com.liferay	com.liferay.gradle.plugins.defaults	5.2.13		ae27a3b1017ce28bf4d94e9c8d797a72e64a5258
com.liferay	com.liferay.gradle.plugins.defaults	5.2.14		511a25bd82fb4d156a9518be5e79bbc84e8814cf
com.liferay	com.liferay.gradle.plugins.defaults	5.2.15		9b20e311dfb54309cab5d3906db6dbb192e68a34
com.liferay	com.liferay.gradle.plugins.defaults	5.2.16		9753194c2b65b4adb4b8ed69f4f2ab998997f7cc
com.liferay	com.liferay.gradle.plugins.defaults	5.2.17		19a5d227a68e19b6b8dd7bf7a01dc2c4f91380a8
com.liferay	com.liferay.gradle.plugins.defaults	5.2.18		aa17b27ed38ca1d7ef848c60b22134eac9e5d419
com.liferay	com.liferay.gradle.plugins.defaults	5.2.19		847a95fd02ad52160f9fdfda23df9bbe812c170f
com.liferay	com.liferay.gradle.plugins.defaults	5.2.2		16eab6b94859821e70596e0ab33c72ffc357ac77
com.liferay	com.liferay.gradle.plugins.defaults	5.2.20		213639e56575f344ac6740d457d2764f56dead89
com.liferay	com.liferay.gradle.plugins.defaults	5.2.21		a73515d21e8c16cd98805e607ae94f712a2323b2
com.liferay	com.liferay.gradle.plugins.defaults	5.2.22		cc9669f1ca60f643bc4e3fde6dade723995e657b
com.liferay	com.liferay.gradle.plugins.defaults	5.2.23		2f8a154ae540659acd916b55255be25edd08ead4
com.liferay	com.liferay.gradle.plugins.defaults	5.2.24		87fcde62c0417736f709cd3e5f32b87f7684b8f5
com.liferay	com.liferay.gradle.plugins.defaults	5.2.25		d99d20bb8554b5a862bc80f8e5cb82ef07571b67
com.liferay	com.liferay.gradle.plugins.defaults	5.2.26		58712e74980b0568f42c9cd4bc85e4b181365e2d
com.liferay	com.liferay.gradle.plugins.defaults	5.2.27		079324375285c5e068f9e051819db7b0683d2b54
com.liferay	com.liferay.gradle.plugins.defaults	5.2.28		b0a0ce055e31cdca7a0caa6a82c01c21c3e37b41
com.liferay	com.liferay.gradle.plugins.defaults	5.2.29		0f79f22f255f927d84c782467cb0055f9f60e9f4
com.liferay	com.liferay.gradle.plugins.defaults	5.2.3		96e0931cc254ba6de8722798b79e64b6825c795c
com.liferay	com.liferay.gradle.plugins.defaults	5.2.30		17134c3476129bb67036307f1ac4c7de48222764
com.liferay	com.liferay.gradle.plugins.defaults	5.2.31		1caa35e5b42bdca6575fee4e4495769e2e6fa42e
com.liferay	com.liferay.gradle.plugins.defaults	5.2.32		db6e8f528b7e8a0cb2891b833ada53116ae832fb
com.liferay	com.liferay.gradle.plugins.defaults	5.2.33		a746d1ecc55058e3d0ed8851a469297d39900fd6
com.liferay	com.liferay.gradle.plugins.defaults	5.2.34		954db59e838f846e431d3e322b84123bc4dc9bb0
com.liferay	com.liferay.gradle.plugins.defaults	5.2.35		dd8b1ebf004a09c661781e05270691e318babac8
com.liferay	com.liferay.gradle.plugins.defaults	5.2.36		32c5b922725f6e4c1c7bcb5ba13f00b6e1702a4e
com.liferay	com.liferay.gradle.plugins.defaults	5.2.37		2860b1d4ef391713e53266c8ebc2b5fd51742473
com.liferay	com.liferay.gradle.plugins.defaults	5.2.38		2554565bba8b1735bd9a91739ba375d7dcc30443
com.liferay	com.liferay.gradle.plugins.defaults	5.2.39		96f743842c225cac8ac666f02ccb27ed21d6bea5
com.liferay	com.liferay.gradle.plugins.defaults	5.2.4		0f913359453137778863458fd64cd7653b6287d2
com.liferay	com.liferay.gradle.plugins.defaults	5.2.40		a1ee5b75fa2d8c10575c1880928d86d7fd6fe1b6
com.liferay	com.liferay.gradle.plugins.defaults	5.2.41		c996562b7d10595ff36fcb58c67e5bf0686d4da0
com.liferay	com.liferay.gradle.plugins.defaults	5.2.42		8561ec69b37b17f6a885292870f9284885947dab
com.liferay	com.liferay.gradle.plugins.defaults	5.2.43		cf340f3ef669adb9cb3f276781db1ff6f841f1b2
com.liferay	com.liferay.gradle.plugins.defaults	5.2.44		0ef37ce41ea1d0a8df99c5402706624767a9f780
com.liferay	com.liferay.gradle.plugins.defaults	5.2.45		747084fd7d9e9eee37e51c6a128f9fb2f0f26a9f
com.liferay	com.liferay.gradle.plugins.defaults	5.2.46		08db19074e1450087e8eb4f137668cc37315bab9
com.liferay	com.liferay.gradle.plugins.defaults	5.2.47		5b52c725f9aee87aa55ab1e700f0bdc8f904a4a5
com.liferay	com.liferay.gradle.plugins.defaults	5.2.48		27a643cbad317b3db9e53b0cde3e3dbf244aeecd
com.liferay	com.liferay.gradle.plugins.defaults	5.2.49		06931fd254f53138250a8832cd8da7adc599ede3
com.liferay	com.liferay.gradle.plugins.defaults	5.2.5		025a301e32e41c20319f4eac6948c62d08670609
com.liferay	com.liferay.gradle.plugins.defaults	5.2.50		9ca87ec7f319ddabf7f7c234c4443213984aa1fa
com.liferay	com.liferay.gradle.plugins.defaults	5.2.51		977e9d196581bac4d97130c9d3914dbf288b5fca
com.liferay	com.liferay.gradle.plugins.defaults	5.2.52		2e155edc9eaf5c0f64cdb4ce93f04df8afdd5a1c
com.liferay	com.liferay.gradle.plugins.defaults	5.2.53		2e87a552ccd9eb827308f52a427c28440f0db330
com.liferay	com.liferay.gradle.plugins.defaults	5.2.54		c36a5c5cc83e2e77a801efa114ec01e6aba07abc
com.liferay	com.liferay.gradle.plugins.defaults	5.2.55		8c92fd4c597c139f20d6aab644ffe172046d989e
com.liferay	com.liferay.gradle.plugins.defaults	5.2.56		4dab6105ff7e1fcd80b6594f593e0ed42124c110
com.liferay	com.liferay.gradle.plugins.defaults	5.2.57		691bb8f3f0bd925fbccc2813d0818e6a9d9e8316
com.liferay	com.liferay.gradle.plugins.defaults	5.2.58		8fd0710dca6cb9bcd057ecbc658c4814cdc34388
com.liferay	com.liferay.gradle.plugins.defaults	5.2.59		66d37826dbaed830df9174acbbbdbfb5743a3686
com.liferay	com.liferay.gradle.plugins.defaults	5.2.6		4dd582662cb16013342d8a730f2f97d70529bb33
com.liferay	com.liferay.gradle.plugins.defaults	5.2.60		8c53249d65e96d4b8a19f39d278dad50d1dbb93b
com.liferay	com.liferay.gradle.plugins.defaults	5.2.61		ee67099690ebd777859e9a206e36b5bc36284ea0
com.liferay	com.liferay.gradle.plugins.defaults	5.2.7		a560d11ac40b0a206dee002f870b46e12a302220
com.liferay	com.liferay.gradle.plugins.defaults	5.2.8		9a391d116c4a3c6c581b6ab89691fc8a2ac3d619
com.liferay	com.liferay.gradle.plugins.defaults	5.2.9		70964a4801ecba1355341356cd614555d5075cd0
com.liferay	com.liferay.gradle.plugins.defaults	5.3.0		42b74780e26de029ebc86b1373910eeb3a3407e2
com.liferay	com.liferay.gradle.plugins.defaults	5.3.1		d5f7c5f47e72b0af79714567f597eafabe45cbfe
com.liferay	com.liferay.gradle.plugins.defaults	5.3.10		768f3895f1edfb6bdfa411f728c7cfb3b750b654
com.liferay	com.liferay.gradle.plugins.defaults	5.3.100		30d7c7c136c502e5325e401ecc8a08299fedcfd7
com.liferay	com.liferay.gradle.plugins.defaults	5.3.101		dbd6cc3e53f626b3f8c1742ca3a0e2ff1a3db35d
com.liferay	com.liferay.gradle.plugins.defaults	5.3.102		91587517c30c24dedd738831423c65ea9fb3a1ac
com.liferay	com.liferay.gradle.plugins.defaults	5.3.103		bd9fafdbadcb03748cdd8e90fde53ba02a9eb053
com.liferay	com.liferay.gradle.plugins.defaults	5.3.104		69f97fa91c5937415a09ee8921e3632edfa375a1
com.liferay	com.liferay.gradle.plugins.defaults	5.3.105		d531ee94519e3aa390550a0712620e0f188f1990
com.liferay	com.liferay.gradle.plugins.defaults	5.3.106		12d35cd6e132e7346e4159ea1abadca9b37dfa89
com.liferay	com.liferay.gradle.plugins.defaults	5.3.107		211675fc6b6bb59b4ad9dde6918249f1babd6f87
com.liferay	com.liferay.gradle.plugins.defaults	5.3.108		c37dbe6091dcab24282c7146a158206bb83988fd
com.liferay	com.liferay.gradle.plugins.defaults	5.3.109		cdf373e5843d6d6c13b75b18124c313a40f5b23d
com.liferay	com.liferay.gradle.plugins.defaults	5.3.11		703214e99d10d961c7d71860470d4acf1fdd1784
com.liferay	com.liferay.gradle.plugins.defaults	5.3.110		bf7ff42fa7a0f0f9de42bf4e03350ab4fce4745e
com.liferay	com.liferay.gradle.plugins.defaults	5.3.111		9a5042fa889c05201334589177047b10ef91047b
com.liferay	com.liferay.gradle.plugins.defaults	5.3.112		c698a07b6e12e7941cd4166be5ef48b71d478af0
com.liferay	com.liferay.gradle.plugins.defaults	5.3.113		31eae2665c5635d646c19b424a9218fe173c0369
com.liferay	com.liferay.gradle.plugins.defaults	5.3.114		fea3a9ed354c683af438f848331d5054b18f864b
com.liferay	com.liferay.gradle.plugins.defaults	5.3.115		cb531ef9a592739f5e4ca49f0ad7ffa07afdecdc
com.liferay	com.liferay.gradle.plugins.defaults	5.3.116		f942d640a3d0a2d2fae73f9d0a0b940bb6f089dc
com.liferay	com.liferay.gradle.plugins.defaults	5.3.117		52b9a57bec4de91c7d65676a68de21523b723316
com.liferay	com.liferay.gradle.plugins.defaults	5.3.118		d5b637c50ed6d1072531f852d67d2fdd66a05ce0
com.liferay	com.liferay.gradle.plugins.defaults	5.3.119		f3a3ac17161afa1c02cf09bc5681a60612c65585
com.liferay	com.liferay.gradle.plugins.defaults	5.3.12		ec6fcfb5e02606d0f2c8f94a2897a3ce243efc07
com.liferay	com.liferay.gradle.plugins.defaults	5.3.120		a5bdc0bad966f6f1aa9e0e5c3d129fcc9807be55
com.liferay	com.liferay.gradle.plugins.defaults	5.3.121		d74d810f639843ddd0158ec173dda482bdc204c4
com.liferay	com.liferay.gradle.plugins.defaults	5.3.13		0891e76c3586a831142a13e0d20d9b8744736fdb
com.liferay	com.liferay.gradle.plugins.defaults	5.3.14		7c8ddd1829753e41326925d3addd95f255425588
com.liferay	com.liferay.gradle.plugins.defaults	5.3.15		6c030d7fbe458b0b7fc69aa6a3d73320d24e4d68
com.liferay	com.liferay.gradle.plugins.defaults	5.3.16		bf227daf6f143ed715aa52c53ad6eea77f2f4b25
com.liferay	com.liferay.gradle.plugins.defaults	5.3.17		435769fb8d7049af147e4d8398e25768d32073b1
com.liferay	com.liferay.gradle.plugins.defaults	5.3.18		f6e88bdda3708132f2b63adf3b62b114a7f8aac2
com.liferay	com.liferay.gradle.plugins.defaults	5.3.19		a6560095a8059717fd5bb81faf272b9f4f7ddeb6
com.liferay	com.liferay.gradle.plugins.defaults	5.3.2		d9026c75379e4a9f59bad7ade031c36710b20c18
com.liferay	com.liferay.gradle.plugins.defaults	5.3.20		e150909d52420ad8ed4739ec678cc14022d90f44
com.liferay	com.liferay.gradle.plugins.defaults	5.3.21		f1b14cc06517fc4479a0acb978caed0df558345f
com.liferay	com.liferay.gradle.plugins.defaults	5.3.22		2f21e1e58db1e6d2912d1e02ac99be005c9ddd54
com.liferay	com.liferay.gradle.plugins.defaults	5.3.23		6a7bde92d90b65cb7981b1bca08d28cc5ff10238
com.liferay	com.liferay.gradle.plugins.defaults	5.3.24		ef7a367a3371a8d734dcd657d149cb0805adeec4
com.liferay	com.liferay.gradle.plugins.defaults	5.3.25		0b878ba981c3f2576464fb1552e5a09f27179b4d
com.liferay	com.liferay.gradle.plugins.defaults	5.3.26		d60ee4fbfd9e8228df003382906cd62643f9f2e4
com.liferay	com.liferay.gradle.plugins.defaults	5.3.27		f73b561396c99d4452ddd5c459ecaa7576b3ae88
com.liferay	com.liferay.gradle.plugins.defaults	5.3.28		659e062161bd07e7f1775e9652a9599ee9fb1b80
com.liferay	com.liferay.gradle.plugins.defaults	5.3.29		b7add10ff2ea3460ebb362dce46065fc98b2cd13
com.liferay	com.liferay.gradle.plugins.defaults	5.3.3		32697fe44bb5b92ef68cb4ad6cca54623a01ab2b
com.liferay	com.liferay.gradle.plugins.defaults	5.3.30		d92c3c1756665de25ea902afbef0bb1b7ace48a7
com.liferay	com.liferay.gradle.plugins.defaults	5.3.31		83c892867fab78367df103214e33cb698c48f910
com.liferay	com.liferay.gradle.plugins.defaults	5.3.32		8038a46f04ac48b6ab9329ef75e09d394b5ccc54
com.liferay	com.liferay.gradle.plugins.defaults	5.3.33		b5397d7ea5ea60957d7aed7eb35851f2f79cfad8
com.liferay	com.liferay.gradle.plugins.defaults	5.3.34		9fb3e1fc99bdd7845596840165befc4f05913ef8
com.liferay	com.liferay.gradle.plugins.defaults	5.3.35		40f4f8139ba0b9052ac3c94d99ade2e02908b276
com.liferay	com.liferay.gradle.plugins.defaults	5.3.36		94042f6286f41269e05bde0bb9e446415b1a7419
com.liferay	com.liferay.gradle.plugins.defaults	5.3.37		b169ea4b62cceaddbd023aa0aa7dd866c7a0002f
com.liferay	com.liferay.gradle.plugins.defaults	5.3.38		64a41dbe5e18c1836d7792b54f9ccef66b6aeeb5
com.liferay	com.liferay.gradle.plugins.defaults	5.3.39		f404fcc7af0f707097592c34465e273de8f5b8b0
com.liferay	com.liferay.gradle.plugins.defaults	5.3.4		620091ffb1e6e7c8ecdae16cb217bdeb139da8d4
com.liferay	com.liferay.gradle.plugins.defaults	5.3.40		1c07230c574e1eac685728f052e304669ae52ebf
com.liferay	com.liferay.gradle.plugins.defaults	5.3.41		d74a39823821047c4024b1365bc17544d5ca1725
com.liferay	com.liferay.gradle.plugins.defaults	5.3.42		d54d89062e0db734993b1758e9654cc8fdae033f
com.liferay	com.liferay.gradle.plugins.defaults	5.3.43		d4c6f0a04e426a5842eb92ef41a8a9992bb09931
com.liferay	com.liferay.gradle.plugins.defaults	5.3.44		f70c635094c4a613aa82b8ba439a00cf6cfc45c9
com.liferay	com.liferay.gradle.plugins.defaults	5.3.45		4ecd21b749919dec81761425b4df2fc36c366a91
com.liferay	com.liferay.gradle.plugins.defaults	5.3.46		a5bfc740401e50161de7133072c8ceceb7b2e9c9
com.liferay	com.liferay.gradle.plugins.defaults	5.3.47		45a667cd7288c79a7a7e976181b6dd6119dbd839
com.liferay	com.liferay.gradle.plugins.defaults	5.3.48		00901ede9fb500490370acbc95ed114342c41cf6
com.liferay	com.liferay.gradle.plugins.defaults	5.3.49		7395b9939da3cb053dc9d14b8cb4de889a8b9bee
com.liferay	com.liferay.gradle.plugins.defaults	5.3.5		0c6ce39a32c198f51f9884fa36e34b2394357101
com.liferay	com.liferay.gradle.plugins.defaults	5.3.50		7f6935ade085afb377f4108ef6fbe76432bb773b
com.liferay	com.liferay.gradle.plugins.defaults	5.3.51		964fb46c2b3da550983deeb2c98e49e2758c8b30
com.liferay	com.liferay.gradle.plugins.defaults	5.3.52		d68d69a4e6c034d5b42515ca04c78eb6cf9ce236
com.liferay	com.liferay.gradle.plugins.defaults	5.3.53		7dbc7161058ca80daf40156f56be89b2c311fd7f
com.liferay	com.liferay.gradle.plugins.defaults	5.3.54		735b917b13140075b3ecbe6334b019abcbcaf611
com.liferay	com.liferay.gradle.plugins.defaults	5.3.55		7463feb6e86d41c817301fcf91252bdfab64ba05
com.liferay	com.liferay.gradle.plugins.defaults	5.3.56		782ed7ad1074b520e4bfa2d5b8fe365f1e41d0b0
com.liferay	com.liferay.gradle.plugins.defaults	5.3.57		bbd3f5d5d92ad809e3cfe1505bf4d35554a92382
com.liferay	com.liferay.gradle.plugins.defaults	5.3.58		74b9497a416022720a13c1a4fdbd9b33538b15c2
com.liferay	com.liferay.gradle.plugins.defaults	5.3.59		988a88ae73d92b887ba834c51f89ca0bf1d81262
com.liferay	com.liferay.gradle.plugins.defaults	5.3.6		e7a4626b5c93f2fbfe8f1becd733c4cb6a5a9f92
com.liferay	com.liferay.gradle.plugins.defaults	5.3.60		fec58e7a77f7e9180e018bd745d49918e16390af
com.liferay	com.liferay.gradle.plugins.defaults	5.3.61		c9c4d9714a24f0f57d3ff976771a78fbcad6a1c5
com.liferay	com.liferay.gradle.plugins.defaults	5.3.62		32d26dcc667866e681fb7bf1713caffcd704c921
com.liferay	com.liferay.gradle.plugins.defaults	5.3.63		7e5c0ea3265ae6c6b99a8c3def96f1a27c3d93fa
com.liferay	com.liferay.gradle.plugins.defaults	5.3.64		1881b9da4f7d6e87c19a295f4606ea9e08d66964
com.liferay	com.liferay.gradle.plugins.defaults	5.3.65		395466453b2d80ddcbcad66df79efc3adbfb6848
com.liferay	com.liferay.gradle.plugins.defaults	5.3.66		e69a4d6b94ec9de4ede8c41c43cc1b6355603357
com.liferay	com.liferay.gradle.plugins.defaults	5.3.67		8a7176f6c4a058cf0052cd12447d98d8a18edf88
com.liferay	com.liferay.gradle.plugins.defaults	5.3.68		b6bcca480e7e22c5a2fb81aa344c86125dd85eff
com.liferay	com.liferay.gradle.plugins.defaults	5.3.69		1983f66916d87f7a27b71bafcac39df9a3392a27
com.liferay	com.liferay.gradle.plugins.defaults	5.3.7		f8fe98d3b47e19db3748c7cb2bba105de738ecea
com.liferay	com.liferay.gradle.plugins.defaults	5.3.70		822b61922f09c428f81e0ac4546642aa5f0be479
com.liferay	com.liferay.gradle.plugins.defaults	5.3.71		fd097d02953bb4e4e075bf2369358aeb839f3477
com.liferay	com.liferay.gradle.plugins.defaults	5.3.72		8f08823a8e9daae9f58a1c52792f759d4cc4b9c7
com.liferay	com.liferay.gradle.plugins.defaults	5.3.73		ce488ac0430f9c3a831d052f825bfaa76d949539
com.liferay	com.liferay.gradle.plugins.defaults	5.3.74		09f8dc88a221084c3d9d8e6f83beeebd614f9a91
com.liferay	com.liferay.gradle.plugins.defaults	5.3.75		f2d1a9e20b5e37f827faa5a073b7091d67d80a04
com.liferay	com.liferay.gradle.plugins.defaults	5.3.76		61a513e38ebdc573362e93450eb6aa4ef69edcbb
com.liferay	com.liferay.gradle.plugins.defaults	5.3.77		7df83390ec03c10e95fa74ed394d0a727bbecfec
com.liferay	com.liferay.gradle.plugins.defaults	5.3.78		71dd48551be2ff161f12d84d29e01d186ec35f25
com.liferay	com.liferay.gradle.plugins.defaults	5.3.79		127fe8a34aeea13cf510f34640566a9eb50580a2
com.liferay	com.liferay.gradle.plugins.defaults	5.3.8		16e1cd1f6d88d8719e025c014986cde52be7d713
com.liferay	com.liferay.gradle.plugins.defaults	5.3.80		823b3fe52bb4c7bcc40f9d2b56159adaae51b8e5
com.liferay	com.liferay.gradle.plugins.defaults	5.3.81		a17408dae3a982aea817f3bffb426dfc01f30125
com.liferay	com.liferay.gradle.plugins.defaults	5.3.82		2d86f54776defcb663ffea056f41ab08b647145e
com.liferay	com.liferay.gradle.plugins.defaults	5.3.83		9d15a16556168f5b14ee7c2cd84d9ae01a750ee9
com.liferay	com.liferay.gradle.plugins.defaults	5.3.84		d9b190fa36226a111b0540c8e89b736758ce6a57
com.liferay	com.liferay.gradle.plugins.defaults	5.3.85		ad98bc15b80e449bc7b845375dd60407f2f74e8f
com.liferay	com.liferay.gradle.plugins.defaults	5.3.86		9a6c90635475d7b862fd80dcbc8467a4bffd6c36
com.liferay	com.liferay.gradle.plugins.defaults	5.3.87		8b7803f41a7a581a104aba2f658123726d3b3021
com.liferay	com.liferay.gradle.plugins.defaults	5.3.88		1543c700ac46aa3752e2f94376259c97750e9a27
com.liferay	com.liferay.gradle.plugins.defaults	5.3.89		f6bef5039796445a0cc182e976fad4fd861d588e
com.liferay	com.liferay.gradle.plugins.defaults	5.3.9		34757cc9b2b290929047c997e55e29192b906c48
com.liferay	com.liferay.gradle.plugins.defaults	5.3.90		aeea9bba84cf4c59d37d073833f293b1806ebe24
com.liferay	com.liferay.gradle.plugins.defaults	5.3.91		5696f34201ee1a76440a61e623859b94c1873b18
com.liferay	com.liferay.gradle.plugins.defaults	5.3.92		17067523672a38933dc5eca5600b9ec007ec4056
com.liferay	com.liferay.gradle.plugins.defaults	5.3.93		75df865e5932444094224e34ff462923023d9fbe
com.liferay	com.liferay.gradle.plugins.defaults	5.3.94		c31581932d89250223114bd8784a72ad41a46df7
com.liferay	com.liferay.gradle.plugins.defaults	5.3.95		a0723160482712a47aa56b40327b59718abe6800
com.liferay	com.liferay.gradle.plugins.defaults	5.3.96		647f461f9c74f14b327201fc4cd79f24f395a80d
com.liferay	com.liferay.gradle.plugins.defaults	5.3.97		5a01e5103fb5cebdeca246504899fc95b78250ce
com.liferay	com.liferay.gradle.plugins.defaults	5.3.98		512d94506b44dfc9e933ab22536934412d773281
com.liferay	com.liferay.gradle.plugins.defaults	5.3.99		a936426677bdbbfbd46f4379e5ec74be8a133ba9
com.liferay	com.liferay.gradle.plugins.defaults	5.4.0		211554e69234ad141d32d3da5676e09050487aef
com.liferay	com.liferay.gradle.plugins.defaults	5.4.1		3d65bf5be776131cfa0c7aea98518a4dfa6acd91
com.liferay	com.liferay.gradle.plugins.defaults	5.4.10		6d77012ccb42038ba378c022b65667c18c5276ec
com.liferay	com.liferay.gradle.plugins.defaults	5.4.100		3a76d7f27b3d588d6f50cd863a9875a6a0e162f1
com.liferay	com.liferay.gradle.plugins.defaults	5.4.101		1741c42d40b1c186eabe6825faf5551159cb9621
com.liferay	com.liferay.gradle.plugins.defaults	5.4.102		131c6ea58f2e45903322d69ab7e7f75736048605
com.liferay	com.liferay.gradle.plugins.defaults	5.4.103		ab42213bee7d8b31b7ca38d3a7a410c21ea0d5c2
com.liferay	com.liferay.gradle.plugins.defaults	5.4.104		2e0a9dce39c2f4a9519157702762f953096959d4
com.liferay	com.liferay.gradle.plugins.defaults	5.4.11		6bc89560a7ce350d75fcedf6b1d0cc5afbee5664
com.liferay	com.liferay.gradle.plugins.defaults	5.4.12		0ee67ba124f82e350165c11b1fe0eadd7eeda08c
com.liferay	com.liferay.gradle.plugins.defaults	5.4.13		183156dbbb3728d039fe919278fdf82c52c4023e
com.liferay	com.liferay.gradle.plugins.defaults	5.4.14		389be5ae19f59389f5e19dff7b4314a7f1bd360f
com.liferay	com.liferay.gradle.plugins.defaults	5.4.15		35bf2576f84c9d5c819fedac0ff5ab977260aa90
com.liferay	com.liferay.gradle.plugins.defaults	5.4.16		eb0cb79b48b637a75b1eae1aaf44e6bb0e1dc341
com.liferay	com.liferay.gradle.plugins.defaults	5.4.17		0bc64e6a5b8eb4f0440adcee98748e73ac62ffdf
com.liferay	com.liferay.gradle.plugins.defaults	5.4.18		f350395013ee7abe22d409e41d4cf8d165f3c20c
com.liferay	com.liferay.gradle.plugins.defaults	5.4.19		6bdee054a5d3726809ba3464084e52fb3c2cde5f
com.liferay	com.liferay.gradle.plugins.defaults	5.4.2		88038ad8f2d50af5ee25c8bef60df27db3c785bd
com.liferay	com.liferay.gradle.plugins.defaults	5.4.20		9b5589fadd52764d64502806a25c1c133b41a5bb
com.liferay	com.liferay.gradle.plugins.defaults	5.4.21		9e733239cb880c9d8eab6e4f6dfccba2d5330952
com.liferay	com.liferay.gradle.plugins.defaults	5.4.22		10564d690400e33b6d74e96f28123946f100ec11
com.liferay	com.liferay.gradle.plugins.defaults	5.4.23		ba97614f692e89b41749c75a7db4d6ac1b656abd
com.liferay	com.liferay.gradle.plugins.defaults	5.4.24		6eeb7d04cce7e72f98e9074b604394aa3f835a47
com.liferay	com.liferay.gradle.plugins.defaults	5.4.25		b4c04a356cc8074b5480b7e63654ed868cb4645c
com.liferay	com.liferay.gradle.plugins.defaults	5.4.26		85794a5663df59356806587d0a67d6fe82e41a17
com.liferay	com.liferay.gradle.plugins.defaults	5.4.27		6e085d8b1a27955440ae5a3ac440c114798d7439
com.liferay	com.liferay.gradle.plugins.defaults	5.4.28		017a37a9fe360bea034d23ddc7e3e2aba3f87bf8
com.liferay	com.liferay.gradle.plugins.defaults	5.4.29		5aa698b20dd6f426be0f3531a983b25c6126889c
com.liferay	com.liferay.gradle.plugins.defaults	5.4.3		9807c156e737a5dcb6c4d38a56d9bcd459777a17
com.liferay	com.liferay.gradle.plugins.defaults	5.4.30		d45f0505fea6880c6d6af3090bacbf01cde7cc15
com.liferay	com.liferay.gradle.plugins.defaults	5.4.31		1112bb942fc89013ca1f3cd889407c2a276c3cec
com.liferay	com.liferay.gradle.plugins.defaults	5.4.32		0b3fffb9cf88235f35bbf97bc79e7653886460ea
com.liferay	com.liferay.gradle.plugins.defaults	5.4.33		d3c58136d6463394f994eb047e0f25b00aaf71e2
com.liferay	com.liferay.gradle.plugins.defaults	5.4.34		b592df35baa31b03cfdba5138119fcdae7ca12ae
com.liferay	com.liferay.gradle.plugins.defaults	5.4.35		356842294d49c728146b9d0207e094057b7b5eaf
com.liferay	com.liferay.gradle.plugins.defaults	5.4.36		5154e33dbd076940e828ba23c518f199a54641c7
com.liferay	com.liferay.gradle.plugins.defaults	5.4.37		a78d1b0bf6befd6908b6e00a03f87ec0f4253847
com.liferay	com.liferay.gradle.plugins.defaults	5.4.38		cc048df2d1704b4d6c0dcfbee1950d195b633e2e
com.liferay	com.liferay.gradle.plugins.defaults	5.4.39		45e1d7467985be838dc8707c11814962a34c7440
com.liferay	com.liferay.gradle.plugins.defaults	5.4.4		84f1581c863419d02c9b58434196f4877e002521
com.liferay	com.liferay.gradle.plugins.defaults	5.4.40		d65c4b267b6dcdd13a1444d87f75b7b252245a81
com.liferay	com.liferay.gradle.plugins.defaults	5.4.41		c9b18a520fbb67032de318ccc5ae7cc3755bc224
com.liferay	com.liferay.gradle.plugins.defaults	5.4.42		fc91e9448b3086c7cc6f89109f13c41f0160cfcf
