biz.netcentric.cq.tools.aemmjml	aemmjml-all-package	0.1.0		N/A
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.2		c19b52d136a1bb87d8b28831b5f99f056fcde630
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.20		8b053cabda0c6d5dc2f8555bc0f66279816061fc
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.21		72df407ac878e1713c4cb9dba8fd6635fa76c563
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.22		4dd4926b46f3b68abd599346d44c5058c9a711a7
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.23		f6bfdd424e55cb11bd9288e0de7a36d946a5d326
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.24		dcd267bc290b4a02c19bebaaf7d46040ab3bbb68
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.25		26e62a5179b085dbe01846a77fc9e610be48b9ba
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.26		03ed463208ebc6bb0366a45eb5c9daeb79e7740c
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.27		ea4a24f762c261d7be69663fc3300bfdf0213150
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.28		196710fe7e40dcf673e1aeb27ef6899a2ce85b6c
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.29		53f8f8e1c53f6c1f8af8374844453a9add975250
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.3		9b2e23201f6639af781df6d02f0358a178c6cf72
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.30		b525e5d3d56ccbccea3e438039b508529a61f636
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.31		e57f67e2166a2a682fe410dedd3eb5373f08d559
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.4		a513cb320890e45b13ea017832682806fda89eaf
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.5		3040c6309de90c046c39f784ebad30236f14f5ec
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.6		3ccbc1b2a3e3832a46adcc3c21c36a75420f7925
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.7		dac37de3b2c6e1215888368998cc9188876ae3cd
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.8		10479780e0148bd586dc5d08fa9aa14ce9e81248
org.ops4j.pax.web.itest	pax-web-itest-container-common	8.0.9		f9650aa4233abc4a98cb56a48d6ce67ecd9a9357
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.0		3c0d8412d66951f2ad4c9c4a0c7d8c3abe502f26
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.1		d4e816444adcf805239c996ce7db20e1d363646e
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.10		40a9abaa43c7af906013985cedc1794f35ae4fd8
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.11		604c97bf28d56f56a9bf76d99e8a6a50e9664e06
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.12		8fec0a1cbdf2d803703fc847bd7cb63581bb5d83
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.13		0dc75d5c7d27e30643225454f132d387fbd741d8
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.14		17a6497da44e5f5fb19299b822c780a68418d421
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.15		fcc4186556452c362d233e9fdd8fc8c89b811ebb
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.16		3b18f717e642756f031f50b79c7799ead9b34dde
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.17		60dc7a4bee7a3db041db46d948b6a9bc84a505bd
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.18		81db8b33011909931b874757edca77423cff03ba
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.19		ffb7c4a08ce9f1a60dfc6a59fae7ef5ce7c032dd
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.2		ed03b867463b1584904a5b97c1f8fcc4e310a41a
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.20		478c2328b214b948ceaa470da83d701c3660ef5e
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.3		2a8b8f221a391275ff568d3761c89b0d15fedaa0
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.4		295ffe1d2b312c5914787e391ab8d995cea49d1c
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.5		13b4da5ef1ec424b8725689fbfd23c5d320ab30f
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.6		f7153d62b5c133b9e93d75336059f26161a632b1
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.7		87cc29606ce6fd7a56cbb7f135701c9e2dfbe184
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.8		f86f5e78cf543271edb6c2e12e81dcfb8453f61a
org.ops4j.pax.web.itest	pax-web-itest-container-common	9.0.9		f6d4a18683821c8ff709144a195fedea637bb480
org.ow2.fractal.juliac.adlet	juliac-adlet-tests-conf-mergectrl-parent	2.8		N/A
org.ow2.petals.dsb	dsb-kernel-easierbsmservice	1.0.0		4ef943f65b6cc37fb37347aa64e784d98a97e2f2
org.picocontainer.persistence	picocontainer-persistence-distribution	2.0		N/A
org.picocontainer.persistence	picocontainer-persistence-distribution	2.1		N/A
org.plotly-scala	plotly-core_sjs0.6_2.12	0.3.1		9e414150352dbd93a7c821fa5986ccc32d7a5a3d
org.plotly-scala	plotly-core_sjs0.6_2.12	0.3.2		94f20756429bd897dbb7d0a76869086b28ea0c92
org.plotly-scala	plotly-core_sjs0.6_2.12	0.3.3		7c6c4165f0b3b3590daf597511e84cc36a0f9ac5
org.plotly-scala	plotly-core_sjs0.6_2.12	0.4.0		d7ec05ab972a1de2fd671c5c1e7bda66b8058bc2
org.plotly-scala	plotly-core_sjs0.6_2.12	0.4.1		a0066a930c8e7f7a51ba0afe8b1b76c720ff03dc
org.plotly-scala	plotly-core_sjs0.6_2.12	0.4.2		c74e309444081436e69679ad84bded4726bed0d9
org.plotly-scala	plotly-core_sjs0.6_2.12	0.5.0		8ca88befc768e90e3b84051f7dcf32b9d191a90b
org.plotly-scala	plotly-core_sjs0.6_2.12	0.5.1		e2794d9fa104b51909853ce285ba26244c32c60e
org.plotly-scala	plotly-core_sjs0.6_2.12	0.5.2		eee093ed389dfb13f4a593d5512d12f00190e4e3
org.plotly-scala	plotly-core_sjs0.6_2.12	0.5.3		d34560e92b0c87a4dec997b3da7b5a82fd08a0a8
org.plotly-scala	plotly-core_sjs0.6_2.12	0.5.4		1df3899a2acff7073db3e1586d272989622fdaa3
org.plotly-scala	plotly-core_sjs0.6_2.12	0.7.0		9ce8d724d255c57b15de82876d7e2f34a665bd09
org.plotly-scala	plotly-core_sjs0.6_2.12	0.7.1		db26d034041fa1459bd8f5075d1ee3abbecb3303
org.plotly-scala	plotly-core_sjs0.6_2.12	0.7.2		cca296c3452ba574ef5ccc31addbda92fc1657dd
org.plotly-scala	plotly-core_sjs0.6_2.12	0.7.3		bceef8e185547b6b33e548799c334fb5196e78b5
org.plotly-scala	plotly-core_sjs0.6_2.12	0.7.4		386305071a5c33f794113948aebb8c2ca5817f25
org.scala-lang.modules	scala-partest_2.12.0-M4	1.0.13		9ef7fc6f9b522716c9e6aed6f51f4bb4632e6249
org.scala-lang.modules	scala-partest_2.12.0-M4	1.0.14		de3fcac9bb606eed91029eaba6fcfe13fd122340
org.scala-lang.modules	scala-partest_2.12.0-M4	1.0.15		4c934eb40271146e2f1124ea02dbc3f3abd100e1
org.scala-lang.modules	scala-partest_2.12.0-M4	1.0.16		1b289675a90deb368992382bc66be3354033dca4
org.scalatest	scalatest-funsuite_2.12	3.1.0-M1		c1a0c20f2f2f4fff265b173bc6ac0c179743d1da
org.scalatest	scalatest-funsuite_2.12	3.1.0-M2		1a42be9828c8b618653736ae63f227d678e0fb7d
org.scalatest	scalatest-funsuite_2.12	3.2.0		ca0939acc606917f93b287fffdb6c325095a137e
org.scalatest	scalatest-funsuite_2.12	3.2.0-M1		e2df09e1dad9109a805414a9054c695717e90e13
org.scalatest	scalatest-funsuite_2.12	3.2.0-M2		a2c6b0ff07d0276ffcae6bfab49364f4b5279911
org.scalatest	scalatest-funsuite_2.12	3.2.0-M3		d66ed883d1e5a063732a8af07ce98b4815d97757
org.scalatest	scalatest-funsuite_2.12	3.2.0-M4		a812f8b34bf73c9d3eb9ef8c698c19e306838bcf
org.scalatest	scalatest-funsuite_2.12	3.2.1		3e2fbcb17ece392403b665434363d71878f76be3
org.scalatest	scalatest-funsuite_2.12	3.2.10		246f7b4f8200db20ce4a21db49bb24b911d957d7
org.scalatest	scalatest-funsuite_2.12	3.2.11		843916d450f34858b5537578832cee67691d6704
org.scalatest	scalatest-funsuite_2.12	3.2.12		2a3446cf4e6556ac66d41bfa2612799cfa72b7b9
org.scalatest	scalatest-funsuite_2.12	3.2.12-RC1		0e633635639fc4534a08d4d823445c93d841636e
org.scalatest	scalatest-funsuite_2.12	3.2.12-RC2		e41ab2791a04a8ee3bf221cc89a33534f5d1eb78
org.scalatest	scalatest-funsuite_2.12	3.2.13		ef16aa058579227c3e79cb8d98439c93a13dd61b
org.scalatest	scalatest-funsuite_2.12	3.2.14		d10ba1f31d3724bbec2bbb103243629385a62989
org.scalatest	scalatest-funsuite_2.12	3.2.15		0170dea64ebcada05bf3c8420e73782ceeea0b5b
org.scalatest	scalatest-funsuite_2.12	3.2.16		e175f9d9831da198c3092e5e7636c044ff77c3fe
org.scalatest	scalatest-funsuite_2.12	3.2.17		1b71bacd2e052e1b8fcb732cec9b0bc7ac34c25d
org.scalatest	scalatest-funsuite_2.12	3.2.18		91a4c3b7955ace60d41780ae3e9d6d884a4cf719
org.scalatest	scalatest-funsuite_2.12	3.2.19		8451d0c1864697ed33ea2738bd16a64cd2d6c5d8
org.scalatest	scalatest-funsuite_2.12	3.2.2		649b7c1be4d363426966f5afc2dca3b721d02bd0
org.scalatest	scalatest-funsuite_2.12	3.2.2-M1		6c7dd151d531e48561616c7dfa199c98bd78072c
org.scalatest	scalatest-funsuite_2.12	3.2.2-M2		68d32ef73e0270e7e59ef5741bd7658f031b11b8
org.scalatest	scalatest-funsuite_2.12	3.2.3		d16c4d2c70297f4950a7f158f91505b0b78a5038
org.scalatest	scalatest-funsuite_2.12	3.2.4		454d860b20a28f6da33b7a1f4faa3a6879676f36
org.scalatest	scalatest-funsuite_2.12	3.2.4-M1		6213e7e8f8e1a45797dfa789b6f328858c5960c0
org.scalatest	scalatest-funsuite_2.12	3.2.5		3f5f0386c56ec63f8349bbd9a2182b5c5411f778
org.scalatest	scalatest-funsuite_2.12	3.2.6		d24eb5d115e6819726a4c9bd8d27011cadfd1e9d
org.scalatest	scalatest-funsuite_2.12	3.2.7		a6a25f20708dfb1e0a587f41c42e378b8eb72687
org.scalatest	scalatest-funsuite_2.12	3.2.8		80a43f1c9e5cb3d92c121fd5f132ae10607ae0ef
org.scalatest	scalatest-funsuite_2.12	3.2.9		3be6ba86bff02e8421f837b2633fda96dc77f1e9
org.scalatest	scalatest-funsuite_2.12	3.3.0-SNAP2		3b2ee0d1549a8da38fd5fe9805cf99207b967894
org.scalatest	scalatest-funsuite_2.12	3.3.0-SNAP3		1bb210d16a664c4a4e9e68c7f6b688262b41911e
org.scalatest	scalatest-funsuite_2.12	3.3.0-SNAP4		345a8ed3c4f8aa8c7d5d125a7a4e85fdb0195993
org.scalatest	scalatest-funsuite_2.12	3.3.0-alpha.1		342ebe44fd882df72184d2d3a21f288d4f0ddf01
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0		a247b974271fc31fad73b8c9956a27f831f26198
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0-SNAPSHOTS		cc32e80a3d33ec2a2729525db0912ccc846c52ab
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0.0		bc5d103b794d5f1a7adc806fb201b21af3515c31
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0.1		d442b762dd8a70e8a34f4616526a45a918bbefad
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0.2		42e372ba4f77258e4538503707fad848cbfe9c56
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0.3		c767c8c2478c8ec9dab7b2fea400d02aff536a1f
org.smartboot.sosa	smartboot-sosa-plugin-poi	1.0.4		b1f3d3a2463cadc3c7138fbe8f2d45448348f51e
org.webjars.bower	imagesloaded	3.2.0		6ea838eb514a0e2c32a0f744d14a247113a8dd53
org.webjars.bower	imagesloaded	4.0.0		3b489ba600cedf1794851f31110fc386824c8bdb
org.webjars.bower	imagesloaded	4.1.0		cbe5b4edacdf1156a19d94be0ff1c886b571098b
org.webjars.bower	imagesloaded	4.1.4		7e2783ed613a5af93ac022eedc38daf45b1eb406
org.webjars.npm	molgenis__vip-report-api	0.0.1		f21893e7aee6185e8fff9a7c2fed3548d85b0d41
org.wso2.analytics.apim	org.wso2.analytics.apim.rest.api.report.feature	3.1.0		6703b147b37fd16c3a773153358e8ed40b9b27ce
org.wso2.analytics.apim	org.wso2.analytics.apim.rest.api.report.feature	3.1.0-beta		490301f83f5eb9c6fa4bc8e142806369bdbe62da
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	19.12.4		97f4447b8755cb903845ea40f5926eb5b20358fb
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.1.0		7c57b35c5ff20aad3c604ef544172c57b5384204
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.1.1		a02ed845463caf27da6fa4a66a43f6348224430d
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.1.2		54c73b4c77600fb87e1a7c365cdf9f235bf6e24a
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.1.3		5b7677255bc85bacaedb3947f87c051f404bba17
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.2.0		7ad727df72f0e5adfe656c4ecfde05ca46a967cd
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.2.1		82ff29c4723e22baedf0b738d9bcdcdca9725e6c
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.3.0		10a0d6ca56e7e51c6a27be8cd14c22e63adbbff6
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.3.1		2c6e611e399a348c33cd855cbc89f96d0746fca8
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.3.2		30beb1a2bda43795c18be781e3378fd160ea145d
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.3.3		9c753eeee5803e0e2de5ddfa80151d2830c0ccc2
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.4.0		08b6a1acdced9c1ae585f001b5479d1f0de8a364
org.wvlet.airframe	airframe-metrics_sjs0.6_2.13	20.4.1		b19c46bc568346b6eee45a82d17497b894aec77a
org.zalando.guild.api	json-fields-grammar	0.5.2		5ffa3a5c8dfdc4c98e2c1deb33651daf1e128560
org.zalando.guild.api	json-fields-grammar	0.5.3		a6e99ace7cfd45d69579da6996063acd1d638966
org.zalando.guild.api	json-fields-grammar	0.5.4		4832aac5507109dc23c48b3bbfadf0a26f7a4db9
ru.pocketbyte.locolaser	resource-googlesheet	2.0.0		8d69a63a77af8cce4233fadb31b09f47b513b4be
ru.pocketbyte.locolaser	resource-googlesheet	2.1.0		a7576969c2639281cabea24309f5c12b8bcb8709
ru.pocketbyte.locolaser	resource-googlesheet	2.2.0		405ee1b8f68efb9841f97e4827f85c197b63ffd3
ru.pocketbyte.locolaser	resource-googlesheet	2.2.1		c1bcc30ac165920d59c4663fe009421dcacfb765
ru.pocketbyte.locolaser	resource-googlesheet	2.2.2		662a6819158daf1329a580f7a37cb3e89227abf8
ru.pocketbyte.locolaser	resource-googlesheet	2.2.3		024cecdf8100a7ab24aa7a46ab05b84c734c3203
ru.pocketbyte.locolaser	resource-googlesheet	2.2.4		ab80d83a0381c910e77131e82653370793fe12fd
ru.pocketbyte.locolaser	resource-googlesheet	2.2.5		ce7b4e4a8f48941961a01a3c2b07b3416dcf9841
ru.pocketbyte.locolaser	resource-googlesheet	2.3.0		63f49585bd43951e9026c89e971ebade78bb0067
ru.pocketbyte.locolaser	resource-googlesheet	2.3.0-alpha		c22b877970f36c3e4c77770746f0c67f6def7166
ru.pocketbyte.locolaser	resource-googlesheet	2.3.0-alpha2		3c8dddb4072313454cc2372f581d941049b0769f
ru.pocketbyte.locolaser	resource-googlesheet	2.3.0-alpha3		a87fc710da68c33f16371ce11444d01d5cc3ba46
ru.pocketbyte.locolaser	resource-googlesheet	2.3.0-alpha5		65824195020092680bb5cafe020d2f69deb84ef4
ru.pocketbyte.locolaser	resource-googlesheet	2.3.1		c0180107728d5217700a2ec8255c6b8f44864671
ru.pocketbyte.locolaser	resource-googlesheet	2.3.2		8cc37ee5b3cd5f541d67ae84901bf1af98c74ca9
ru.pocketbyte.locolaser	resource-googlesheet	2.4.0		d93f55ec2dd6e55c941df1bb9f3cc90868271e71
ru.pocketbyte.locolaser	resource-googlesheet	2.4.1		dd3f55b837d8a2795040ef88d2ba6d8f7d065aae
ru.pocketbyte.locolaser	resource-googlesheet	2.4.2		f043d2b09ea189fdafe2473a6d6b761c95262a5d
ru.pocketbyte.locolaser	resource-googlesheet	2.4.3		493161ffb0fc99ab1f8912b325a38de530d151eb
ru.pocketbyte.locolaser	resource-googlesheet	2.5.0		f1905b9fb809367426c06488f1fe39700583e25a
studio.crud.crudframework	crud-framework-mongo-connector	0.7.0		4b837bce57afb49185c465068d9e77efe2b02858
studio.crud.crudframework	crud-framework-mongo-connector	0.9.0		14db96a2fe86a4e4502ec8940dd15fee3749e828
top.jfunc.cron	cron-hms	0.0.1		45163c32d6cd6f3f4afd9b99e951a1af3b387eaf
