at.molindo	molindo-webtools	1.0.0		N/A
com.oberasoftware	jasdb_restmodel	1.1.2		df3319fe198c1254badfcdf46a149802918fe429
com.oberasoftware	jasdb_restmodel	1.2		91a93f6f5e3d6f93d202422adf003d7f66ac531a
com.oberasoftware	jasdb_restmodel	1.2.1		855307bc5d0fa3aa99af7fec7d5d09355cf458f8
com.powsybl	powsybl-diagram	3.0.0		N/A
com.powsybl	powsybl-diagram	3.1.0		N/A
com.powsybl	powsybl-diagram	3.2.0		N/A
com.powsybl	powsybl-diagram	3.3.0		N/A
com.powsybl	powsybl-diagram	3.3.1		N/A
com.powsybl	powsybl-diagram	3.3.2		N/A
com.powsybl	powsybl-diagram	4.0.0		N/A
com.powsybl	powsybl-diagram	4.1.0		N/A
com.powsybl	powsybl-diagram	4.1.1		N/A
com.powsybl	powsybl-diagram	4.2.0		N/A
com.powsybl	powsybl-diagram	4.3.0		N/A
com.powsybl	powsybl-diagram	4.4.0		N/A
com.powsybl	powsybl-diagram	4.5.0		N/A
com.powsybl	powsybl-diagram	4.5.1		N/A
com.powsybl	powsybl-diagram	4.6.0		N/A
com.powsybl	powsybl-diagram	4.6.1		N/A
com.powsybl	powsybl-diagram	4.6.2		N/A
com.powsybl	powsybl-diagram	4.7.0		N/A
com.powsybl	powsybl-diagram	4.8.0		N/A
com.tomczyn.ellipse	ellipse-core	0.9.15		N/A
com.tomczyn.ellipse	ellipse-core	1.0.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.0.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.1.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.1.1		N/A
com.wavesenterprise	we-tx-observer-bom	1.1.2		N/A
com.wavesenterprise	we-tx-observer-bom	1.1.3		N/A
com.wavesenterprise	we-tx-observer-bom	1.1.4		N/A
com.wavesenterprise	we-tx-observer-bom	1.2.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.3.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.3.1		N/A
com.wavesenterprise	we-tx-observer-bom	1.3.2		N/A
com.wavesenterprise	we-tx-observer-bom	1.4.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.5.0		N/A
com.wavesenterprise	we-tx-observer-bom	1.5.1		N/A
com.wavesenterprise	we-tx-observer-bom	2.0.0		N/A
cz.auderis	auderis-gradle-tools	1.0.0		3dcff25bdb83ba42080d95778d791feb1e05df1e
cz.auderis	auderis-gradle-tools	1.0.1		8aa7a6b0a5dd9824695d187a722e31f00c6da97d
cz.auderis	auderis-gradle-tools	2.0.0		99637349e5f5d36abc64be58407aeb69578d28cf
de.otto.edison	edison-validation	1.2.10		136c533433d2b77da37b5d9fa59c2f4796282ffc
de.otto.edison	edison-validation	1.2.11		6636d893bc2325a55c0537c04b23098f89cc4025
de.otto.edison	edison-validation	1.2.12		b07334d872616f85792e96266ffd2ef44de65d69
de.otto.edison	edison-validation	1.2.13		caf26336a85aec8ea29ea88a59a240022b0d26a8
de.otto.edison	edison-validation	1.2.14		09c429f95530fd37d6aac62b410baa2a3d4b0f2c
de.otto.edison	edison-validation	1.2.15		31bbe5d7013b6046b40711922e6eeb4916b39ffa
de.otto.edison	edison-validation	1.2.16		8c6079d52730d617ef07608b30be41426c193b50
de.otto.edison	edison-validation	1.2.17		e06a7e9306c29dd9aafac9909e19a3876c18412e
de.otto.edison	edison-validation	1.2.18		40df907fd7e1849a7a710958f2f3a7621acb1ef8
de.otto.edison	edison-validation	1.2.19		c1e30150c74f0b7f00adcd9e8a2655d720c1069a
de.otto.edison	edison-validation	1.2.20		2404cc53f350f4884eccc23c426346f1e83e0ccc
de.otto.edison	edison-validation	1.2.21		40db06d8f3d92d5a72e8452baf247592ef8a1edc
de.otto.edison	edison-validation	1.2.22		6fd8b79905c5bfce0d053ce36d7f308d55d7022d
de.otto.edison	edison-validation	1.2.23		3918b06ff56aa444d92897a39d616aab64c624a1
de.otto.edison	edison-validation	1.2.24		9be27603b1b99df94eab4beec86494f3ba3ddd77
de.otto.edison	edison-validation	1.2.25		1d7ab11d8f2a230f52b5fd39f5d14fb1f57c8132
de.otto.edison	edison-validation	1.2.26		0ef5f6ef1a43758601c6f4674a87bf9d0558c86b
de.otto.edison	edison-validation	1.2.27		db816f4b2465d580c7a193e781e22be2eeca4614
de.otto.edison	edison-validation	1.2.28		5286af6f7aa90ae44c09c7afe39dd7e7f485f858
de.otto.edison	edison-validation	1.2.29		5bcaf9992522bd49a18d58aa59811e69faded5ef
de.otto.edison	edison-validation	1.2.30		c4bd61262624b10cce77f0cae0cf116664b5fee7
de.otto.edison	edison-validation	1.2.31		29646930b05f6411143265ba500450bdb8efab7c
de.otto.edison	edison-validation	1.2.32		e4b7fe4ba2aa51e0bc83c151567c73fe42ae7d43
de.otto.edison	edison-validation	1.2.33		1346b63debb4fe657d4c0e6f8a8f4919ed45c813
de.otto.edison	edison-validation	1.2.34		1a60b717951881a81c7c8e1aa0c38932bd1cb23f
de.otto.edison	edison-validation	1.2.35		02c078b56f160057d3dad9835a904669ade69e23
de.otto.edison	edison-validation	2.0.0		851fb36f48f8bf5f0560c1232e844db90569f850
de.otto.edison	edison-validation	2.0.0-m1		980f2083a56cbd373013f23d65d6b6f4d6c16b25
de.otto.edison	edison-validation	2.0.0-m2		10629507b975580b78fdb9a754d29b20fca111f0
de.otto.edison	edison-validation	2.0.0-m3		995b7a8a6fff185ea6519a05d58f0ac0ae128e5f
de.otto.edison	edison-validation	2.0.0-m4		063d1ee942bcc7b55675e1eb474bf83120c30b12
de.otto.edison	edison-validation	2.0.0-m5		ba9b08f812e16c7416c7c1be266d7d6e18132c8d
de.otto.edison	edison-validation	2.0.0-rc1		b6982e44f4a272db792b87d6fa254d5376aec410
de.otto.edison	edison-validation	2.0.0-rc2		11e5db2e4e793cc07ee37ad7e76c2009f7174543
de.otto.edison	edison-validation	2.0.0-rc3		38101c5c41e93cfa210a25baddbf523bdc6cf783
de.otto.edison	edison-validation	2.0.0-rc4		f7d442b9a3a5326884608c917b6f74f36d3f3ab5
de.otto.edison	edison-validation	2.0.0-rc5		a6d973af7c0c3d2460852dc59d5a830dd2e76c35
de.otto.edison	edison-validation	2.0.0-rc6		82d2092fb23a02e8f63bbb0e3a88c342d47a695b
de.otto.edison	edison-validation	2.0.0-rc7		edb599cab7bc4052e9ea96c723d0a7c6b7d71174
de.otto.edison	edison-validation	2.0.0-rc8		b80be071eca018adb843c8a8b296620e38d23019
de.otto.edison	edison-validation	2.0.0-rc9		2392ac4478f75dfbd00ed2063058ab7456b83a6a
de.otto.edison	edison-validation	2.0.1		6fe7d5c86cb43e96c355afb9c9bc7328c78e3573
de.otto.edison	edison-validation	2.1.0		2c7b6e3d59d01f3e6feb7be4162698e78c50396c
de.otto.edison	edison-validation	2.1.1		1d421fa8d2107b1c24d9d088faa1f477985e8aa6
de.otto.edison	edison-validation	2.1.2		fed70e0ad1c552099fd65547937b14691615b79a
de.otto.edison	edison-validation	2.1.3		16341f9a2f373cdc0080e103f0ed6bd082cfc298
de.otto.edison	edison-validation	2.2.0		dc8581426696d6e3e1fb7ac588949b9b8554a3ab
de.otto.edison	edison-validation	2.2.0.1		1bb3ba92206e98c24c1349db779e541b09f2c97a
de.otto.edison	edison-validation	2.2.1		71b0818af8e29bff432b2bff796df9351d6a368e
de.otto.edison	edison-validation	2.2.10		6c6a20f6d16aae29d102fe1a2779b24123a2be9c
de.otto.edison	edison-validation	2.2.11		8ce986e45b72b36e9480e51db967baa056810a46
de.otto.edison	edison-validation	2.2.12		64ca48c528b1a3bd60e01e6e28ae4a82725510fb
de.otto.edison	edison-validation	2.2.2		7f23d2fc1bfe57574e24bb4fb509d20ed0944a16
de.otto.edison	edison-validation	2.2.3		02e4eb3cbbcc10ee3aea94234e990f8c9e6fbce5
de.otto.edison	edison-validation	2.2.4		4e0287038d3c260818e0684e98bd48e406fd4bfe
de.otto.edison	edison-validation	2.2.5		53319ac533aeb6cc296c69792a5a5104d19825a0
de.otto.edison	edison-validation	2.2.6		8c6d1e588b42a6894ea42f0e41f67380b1603487
de.otto.edison	edison-validation	2.2.7		bbe23cf95120a38d07fc378c9eadd3ba9734a73e
de.otto.edison	edison-validation	2.2.8		1d7ce8e4441a79d98ba30504062cea2f092a45d8
de.otto.edison	edison-validation	2.2.9		629bda6faec219343c5f5ec5b1cb2ce482e86dd0
de.otto.edison	edison-validation	2.3.0		feb163e5ca992bf59a44b6a26bf51b64c92874c7
de.otto.edison	edison-validation	2.3.1		f76af52c5317e56519eea74a6b56a489288c2532
de.otto.edison	edison-validation	2.4.0		3e13f6182c7309c88d816903cfd91ddeea34c9ae
de.otto.edison	edison-validation	2.4.0-RC1		a82a43f71e7af9d5f50b989883d668dce7abe22d
de.otto.edison	edison-validation	2.4.1		a84cc4a8be2580cd2a18eb45bec183a4b062ab10
de.otto.edison	edison-validation	2.4.2		ecb6ca0b9cba1797e1fa366bba95086f5e0526ed
de.otto.edison	edison-validation	2.4.3		47612e82473f3247bfeebb65c619b1e7fdd85787
de.otto.edison	edison-validation	2.4.4		18c656e317740bad2469b29407556bbe1b7503d9
de.otto.edison	edison-validation	2.4.5		723379577fd89c9c98d44b0def1150c8677850f8
de.otto.edison	edison-validation	2.4.6		38718690cd2f86c788dd2a372437cf543ee41d28
de.otto.edison	edison-validation	2.4.7		661c505f4ab2d3348a96a09f255c07c926a08fe5
de.otto.edison	edison-validation	2.4.7.1		fd678bf60b2cf3574b1fd5c3158322255d479596
de.otto.edison	edison-validation	2.5.0		b75a5eee31131f4c03a40d082c9ea23e53cab0cd
de.otto.edison	edison-validation	2.5.1		63573ed77fca1506fe2e79842d11e86220f57d0c
de.otto.edison	edison-validation	2.5.2		b9d044c41e40b5ad547aa03dd9ef7224b435ee58
de.otto.edison	edison-validation	2.5.3		321f9a64722ca8e19e102488dfa48762c8591501
de.otto.edison	edison-validation	2.5.4		6867d5eb46cc6ee6c717fa228d61d4cee5e1d627
de.otto.edison	edison-validation	2.5.5		2c21dd1133c1957a35c76c9a6f9387db918968b6
de.otto.edison	edison-validation	2.5.6		16ac5ea896444b0182c047c6dfbcb50ff09944c5
de.otto.edison	edison-validation	2.6.0		71cd28d5f6c763ccbf20070acfb7c4a4429117a6
de.otto.edison	edison-validation	2.6.1		ecddca1f7dfeaf1216381aead8acf5ac84146db8
de.otto.edison	edison-validation	2.6.10		cbc2c7d23726f0e42549818989737cdc13ddbc0a
de.otto.edison	edison-validation	2.6.2		f3187f9bceeae492f8c1cb33cfa2ff6199451120
de.otto.edison	edison-validation	2.6.2-RC1		f56d1221da23b013e2b6f56e13838c0f79211ebf
de.otto.edison	edison-validation	2.6.3-RC1		08cb1d5daff8471ab34c8c6ee12b0e5ad4f99bf6
de.otto.edison	edison-validation	2.6.4		9f3c83aa89ce026a85302238db02d63d8f60d072
de.otto.edison	edison-validation	2.6.5		35bc191a719c671a9301c17e47694977945da3bd
de.otto.edison	edison-validation	2.6.6		6d99a76e4e2db75001a522417b2b4ddf9b4a4dbc
de.otto.edison	edison-validation	2.6.7		ea15efd23fd9eb98b40c4cff11f0b1888442733d
de.otto.edison	edison-validation	2.6.8		1a73820cc37913a62b4fc4098609eab899d3b19d
de.otto.edison	edison-validation	2.6.9		a4485112c0628e349e7b8aa741f68818ad4be675
de.otto.edison	edison-validation	2.7.0		2fd9c24c05264fd31c36fd557819d74baf5db9bc
de.otto.edison	edison-validation	2.7.1		c597060f57aa3778116a56e2b98ab0f3469dba29
de.otto.edison	edison-validation	2.7.10		e7fd935c28fede18d335710e474c060e20513c26
de.otto.edison	edison-validation	2.7.11		8abdc069e33cdc9c23c306608a09c2782c7cd655
de.otto.edison	edison-validation	2.7.12		8e3f48b9deb681d909d9f2f1d46f498838d82b2c
de.otto.edison	edison-validation	2.7.2		e8530001afc8dcea03f1bc2b18b8716c73fbbbd7
de.otto.edison	edison-validation	2.7.4		d2110a06de20b23d355fedd2814a014ad89d4d54
de.otto.edison	edison-validation	2.7.5		d18b07e6bba0c36dca71609d3026236621a18c4b
de.otto.edison	edison-validation	2.7.6		9bc3c53c58a30e6e875346ff7951b269112948f8
de.otto.edison	edison-validation	2.7.7		b4fefea43dca8b8c2549f0edc34740e4fa962a60
de.otto.edison	edison-validation	2.7.8		b7c04d72b75a6d0066aa2d6cdcb8f0627272732f
de.otto.edison	edison-validation	2.7.9		48a931b53372bbc822a782c3f3656b2a84a36790
de.otto.edison	edison-validation	3.0.0		a68e7534c34879095ec96e107272a0ddc942ef51
de.otto.edison	edison-validation	3.0.0-M1		6b2d0270477471517e5c3bd0e9333a61bef06e82
de.otto.edison	edison-validation	3.0.0-M2		1c05c5957ad1cc117972a54b1199e3b0071f386d
de.otto.edison	edison-validation	3.0.1		1eb084e88271ab3853da5d9c0d5d617b37353949
de.otto.edison	edison-validation	3.0.2		f73fdd5087c0e7cdd9bb99c4c3cc22976484fce9
de.otto.edison	edison-validation	3.0.3		8257290a62e8420db21c5f0c4feeebdfbe252ef0
de.otto.edison	edison-validation	3.0.4		d6bbae144d60f950d8eda315e0eacd0889ea09a8
de.otto.edison	edison-validation	3.1.0		dac493aced3c89089270dfa65b4afc7706991001
de.otto.edison	edison-validation	3.1.1		fc00dbc5c8d84598870c79142f4c75b3728ca84e
de.otto.edison	edison-validation	3.1.2		4410cf8ab074d2f195b92ea4477ef76a78604255
de.otto.edison	edison-validation	3.1.3		1822ff19feb97a9f276178924ad856be8697e09a
de.otto.edison	edison-validation	3.1.4		db5f069b26be8bd6de68218486ad02e652e9b28c
de.otto.edison	edison-validation	3.1.5		c8bb81681214c3bd085d70744accbd1d27d0fc8b
de.otto.edison	edison-validation	3.1.6		50ce23adf83ce8b054cd062ee0cf46fe466e6422
de.otto.edison	edison-validation	3.1.7		cb1347391e35649ef93513c7241bec89c2d416a0
de.otto.edison	edison-validation	3.2.0		af5f5b1cab195b9a80f3838e88412601ae08b749
de.otto.edison	edison-validation	3.2.1		2ede878f596b0214675b1637daa5220a75548b4a
de.otto.edison	edison-validation	3.2.2		03ddadc1dd37f6f8473b5804ffd261744e69ec70
de.otto.edison	edison-validation	3.2.3		ede4633293f89a8419f85525b67de8656408cdfe
de.otto.edison	edison-validation	3.3.0		3b127ea3f7f7c4b6ef539a0e78991b18201ae738
de.otto.edison	edison-validation	3.3.1		3518b304354a2cbd8091773c969646ebe7377d35
de.otto.edison	edison-validation	3.3.2		0075b5cd99212067f7231b24151929e20f4b2e95
de.otto.edison	edison-validation	3.3.3		7e1e939b0d2ad3882774996f9040432b6d1f061a
de.otto.edison	edison-validation	3.4.0		151474bc3e8cff8cd3ac8fb5088ff8762a2fdd7d
de.otto.edison	edison-validation	3.4.1		c973e836e3a07cb05040867d9b017d015dbff4f9
de.otto.edison	edison-validation	3.4.2		78a0c5ec42f4174926b6f9be5fb0f1b6aed43b4f
de.otto.edison	edison-validation	3.4.3		2b7d9b60f3f9801772a2a2fac73abe860edbadc5
dev.teogor.ceres	bom	1.0.0-alpha01		N/A
dev.teogor.ceres	bom	1.0.0-alpha02		N/A
dev.teogor.ceres	bom	1.0.0-alpha03		N/A
dev.teogor.ceres	bom	1.0.0-alpha04		N/A
dev.teogor.ceres	bom	1.0.0-alpha05		N/A
edu.stanford.protege	cellfie	2.0.0		b38c36908bc26856291110797d8cef8580476f5f
edu.stanford.protege	cellfie	2.0.0-beta-5		875ca6303c794c1e223720848104b95e6d71e783
edu.stanford.protege	cellfie	2.0.0-beta-6		ae74151d7fc300061495788c4e9766e110ee1ef2
edu.stanford.protege	cellfie	2.0.0-beta-7		b6fb1f731d762651895c709cf41bae3eca56e1a0
edu.stanford.protege	cellfie	2.1.0		657ab91f48dab6ed1414eeec2543684afcacd619
ee.datel	dogis6-cluster	3.2.7		1cf4f55e5b83528aac6c206b9d3d9473b3893255
ee.datel	dogis6-cluster	3.2.8		f57fd7a613bdd3b9235047520eeb349d84fa3acf
ee.datel	dogis6-cluster	3.2.9		850febbe33c18e3fffb2f1072874f4866eae672f
ee.datel	dogis6-cluster	3.4.0		9952f5390b6d03ceead08e787d6fc94ad50990f8
ee.datel	dogis6-cluster	3.4.1		1f63a39da7711e8cce36f26ef5d236c801afad95
ee.datel	dogis6-cluster	4.3.0		aadc4164a290fc65216c0da0fe523452b73c7ced
ee.datel	dogis6-cluster	4.4.2		17163c66beee0a2467262db1827c0dab14f9e5e1
ee.datel	dogis6-cluster	4.6.1		562cc929f1bec3586bc19e3683fb9e88f47c147d
ee.datel	dogis6-cluster	4.6.2		9ccd3f1ff3fcf130c13e39630f7147c6fe175098
ee.datel	dogis6-cluster	4.6.3		86360b6da61cf0d3b5a532ceb337117fa2390337
ee.datel	dogis6-cluster	4.6.4		fb9653c1a1118f1b1b3a4836cdfeb19cb519ced2
ee.datel	dogis6-cluster	4.6.5		14bc629712d52bef2bcf3edff12e8406bbd1daec
ee.datel	dogis6-cluster	4.6.6		150a72e9e6f8d596f3b87fe10798fbd6abc67508
ee.datel	dogis6-cluster	4.7.0		9f1512948548d6f453fbfb0b3405eab82a0a4975
ee.datel	dogis6-cluster	4.7.1		0e473303745ad1215dea407708d5b9b74e997ea3
ee.datel	dogis6-cluster	4.7.2		cdf7917f369363b9d36b80e50b7fcb175c419e01
ee.datel	dogis6-cluster	4.7.3		a38262cd938faa5ad301367f4c35b717f22a65cb
ee.datel	dogis6-cluster	4.7.4		3fd0a07af41bb3d7a3cbef248b1cc4aca99b1a22
ee.datel	dogis6-cluster	4.7.5		d77e62e93ba2aa77b8b5e9e1df71cfb2145c69e4
ee.datel	dogis6-cluster	4.7.6		35a03255645f94544a35ed8c3ea57c55f9bce0c7
ee.datel	dogis6-cluster	5.0.0		27615382ac0d1bb69dc6fa33a7dd4e7f836a8ce2
ee.datel	dogis6-cluster	5.0.1		c87e31bfc7641d3e8f7e59a5b0ebc77ee5a231e4
ee.datel	dogis6-cluster	5.0.10		2a825c0d6445d87c8786341e64eaf3407a0a0a31
ee.datel	dogis6-cluster	5.0.10.1		68463c41fa878fc6acf2300376b238838eb80993
ee.datel	dogis6-cluster	5.0.11		e003ccbff109a4e319377f8852606d929dd0f174
ee.datel	dogis6-cluster	5.0.2		8593a69fde4ae5899be6023aa27fcfddaba8e095
ee.datel	dogis6-cluster	5.0.3		072147dacc39a95b515bcbdb459c1d103347ef82
ee.datel	dogis6-cluster	5.0.4		63eed2f1767afd69bbd44832c3c845abc07886c9
ee.datel	dogis6-cluster	5.0.5		d4bc1df4de9802c78123ff5e449d7fb1595ebfb1
ee.datel	dogis6-cluster	5.0.6		725dc82287e1518443d223f714922672a451311e
ee.datel	dogis6-cluster	5.0.7		7b9bc6cf4561b0dafb6f5341a0497bf602342219
ee.datel	dogis6-cluster	5.0.8		e5f2f48fc51700f55431f377950106d198c016fe
ee.datel	dogis6-cluster	5.0.9		5fd3c41ebe00567ac76bf925661c0a9b4874b6f6
ee.datel	dogis6-cluster	5.0.9.1		5378a77e2eeb6d100d61bfda42d56740bf27b824
ee.datel	dogis6-cluster	5.1.0		a129c92473a0a80d3258ea3dd0e10ad1df5632e2
ee.datel	dogis6-cluster	5.1.1		6141ec9e9d39a2377dbb005898d21a71080a1916
ee.datel	dogis6-cluster	5.1.2		fe11f57786fc5d26b79dcd21ce09e2a74573ffbf
ee.datel	dogis6-cluster	5.1.3		cd4b1b790c948d25256b0a8c344940e4db0464c1
ee.datel	dogis6-cluster	5.2.0		70f225c1540753d0be0f1f6f9de9ea43cd44b70b
ee.datel	dogis6-cluster	5.2.1		eafef6470a213f7fea1806e160c2ba2b4cf8d4bb
ee.datel	dogis6-cluster	5.2.10		76110ba57dbb34e83c6a3c91b69e7f0ffa1eadef
ee.datel	dogis6-cluster	5.2.10.1		b05ec00b8a65b619b7b7ceb5a59b9e6830e1e676
ee.datel	dogis6-cluster	5.2.11		8f502c07747b763b94749e3142543fc8ae498986
ee.datel	dogis6-cluster	5.2.12		c7d2c9d3abdea439b2985106ee90b2ba69097fa3
ee.datel	dogis6-cluster	5.2.13		c9e13075993d3d6d699c3503e7c5d0743af143f4
ee.datel	dogis6-cluster	5.2.14		e2cee89733e822724657792ddd29285c88a44688
ee.datel	dogis6-cluster	5.2.15		5d15aa68f66285bede8523a0c8ba803940ba66e7
ee.datel	dogis6-cluster	5.2.2		868b74963a3742256ef18e1842e6ac13052a8b41
ee.datel	dogis6-cluster	5.2.3		242f8069c152e50916a2e0f13225cfbce22918fa
ee.datel	dogis6-cluster	5.2.4		98adf3d651f867f58309275408aa97031be69953
ee.datel	dogis6-cluster	5.2.5		7645e86b186c654c881046c872fba4b1e0d31ae4
ee.datel	dogis6-cluster	5.2.6		5082268c2757d2640c58a7f878df28e3396b6749
ee.datel	dogis6-cluster	5.2.7		2419b34601363832846e65dd2910db29287990d8
ee.datel	dogis6-cluster	5.2.8.1		b83c85b6f7b4b8c5c46fb84bd628e1b35af7e65f
ee.datel	dogis6-cluster	5.2.8.2		4dd6b64a2ef10633105c0dedbf13a1761aad0bcf
ee.datel	dogis6-cluster	5.2.9		5c7831006cd44e26327b2b1b3d86184ccc14961d
ee.datel	dogis6-cluster	5.2.9.1		bb32a89a3c62e86d4eb43f34e97eb84286aed232
ee.datel	dogis6-cluster	5.2.9.2		0748e3140b7683f673651544f80cdc5d954150a1
ee.datel	dogis6-cluster	5.3.0		4327472a42712de6eaffdd45204f01a0b5bbdf38
ee.datel	dogis6-cluster	5.3.1		a5290b179186a12059db110273034523f396d10c
ee.datel	dogis6-cluster	5.3.10		b6a7d82056d844075bed39d7f590197f90a72ca2
ee.datel	dogis6-cluster	5.3.11		1a2954fec581955bfee7feb25b2dcaa2642307ed
ee.datel	dogis6-cluster	5.3.11.1		1caf831455d0932b7f12a798c6856525136ea6ee
ee.datel	dogis6-cluster	5.3.12		217cabd43254aad12e0c6d7092b504b71ba4b016
ee.datel	dogis6-cluster	5.3.13		dc97f482d5353ab09fbc6654934e8411c418c693
ee.datel	dogis6-cluster	5.3.14		875465071d70c1ef0a48250a0afa5ddd6755cd2b
ee.datel	dogis6-cluster	5.3.14.1		18f47a460592ee8d3fd024c69b3360008d369249
ee.datel	dogis6-cluster	5.3.3		d76e0ffad89abb41a8525c58c538207cfb145371
ee.datel	dogis6-cluster	5.3.4		de8141d9381b076bc90c6dc0c1bd393735cfbac6
ee.datel	dogis6-cluster	5.3.5		7eeff78ffa6da6645d5125fdf64c6e1195f6af6d
ee.datel	dogis6-cluster	5.3.6		a49107747b96b69a23f3acde2ba0e97e910eac4d
ee.datel	dogis6-cluster	5.3.7		b575222e97e3ef3d79ca2ab39daf94246aac0012
ee.datel	dogis6-cluster	5.3.8		37bd51bf41d7d60ffcfb7b6342910576b7d102fd
ee.datel	dogis6-cluster	5.3.8.1		4b85e98df9a1a1f192d2690155fc0c515f53c5ce
ee.datel	dogis6-cluster	5.3.8.2		166e8f7401996712cc93010e001f8780b1cb726f
ee.datel	dogis6-cluster	5.3.9		a52d3d22286cc7d8265f9640b0dcc5a4708f84bc
eu.cdevreeze.yaidom	yaidom-xlink_2.11	0.8.1		83a02960d97e6085855ca760c7818fb0578f4842
eu.cdevreeze.yaidom	yaidom-xlink_2.11	0.8.2		2c5612abbd72c5b9e4c3602a113b5d4d98536062
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.0		8dba263cb0ff4d9ef5dad5099461437100bb9ab7
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.1		befd669599889b05aa55013a4078fe5680528bed
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.2		48f226c3ffd6dad41aa88a72515fa5468ad63544
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3		04866ddbd37859cb08a22d5671d91c5488608349
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3.1		a479a25814a46d715a9a393740f2d44237b24b88
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3.2		cfbfee2961f84a12e4df4af812b00390fb843c2b
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3.3		42f9e3b51015665225f92d4c4b37c47fd4c557aa
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3.4		35e6ffac1cac2cef3b29a00f27cb27a92df23ea1
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3.5		94492dadeae4f9668759a1af2575ef45f33496cc
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.3.6		98e20f111c92e1fdd0c78bb5e26feccf4661b539
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.4.0		96aa5b129c55e25ebcd29801d1a982bc8bd6b9eb
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.4.0-M1		32de09117a54f96064882b9811cf2166a872c261
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.4.0-M2		db3f02ba94296b3fb08da6630dfbe9b9e4f96a4b
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.4.0-M3		c661e0491b8bff4bdd37edaa0f39c5cf0dd5d1e0
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.4.1		b069fba8a5cabb2c35edf5d583b614dcc62688bf
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.4.2		419ccce1b339f77588e0bb20c0691daa1dde597b
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.5.0		ac6c4205e0f23c8f1d571f14f6945ff420c7b214
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.5.0-M1		d0098a199bacfe2521797a3011769df00a9694dc
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.5.0-M2		37248376f8788989acb8645633b6236397df70fa
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.6.0		5e952651f1e89e0742c131e3a267c1bbcb5dbde6
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.6.0-M1		da0035cd00b97fa5afae9eb70843c1bef2c67fd2
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.6.0-M4		8ed39e1c73a5b6d476d78a33e99477d587ea6fc5
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.6.0-M5		424298248633ae7355426175752f480e3a8e96da
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.6.0-M7		c547dd3ae853d67cdae3ddf2c0f641606ea5d0d1
eu.cdevreeze.yaidom	yaidom-xlink_2.11	1.7.0		9ce4d5e03e22493a2a339b1fe0783f04985aaad3
ink.huaxun	sdum-unit	4.0.0		da3b35d4fdcea125dfd2220f41429f1d9914b25c
io.cequence	pinecone-scala-core_2.12	0.0.1		14e13a6108cb5a19aeb0362215695043f47dffa3
io.cequence	pinecone-scala-core_2.12	0.1.0		7efda8a34c5222f202982aa1edd94dc7c5aa7f60
io.cequence	pinecone-scala-core_2.12	0.1.1		61a83420ab754c66926185c12b98e1a3d0b5cc7c
io.cequence	pinecone-scala-core_2.12	0.1.2		652dd45dff90b2775fd5d1e1612d22be4df90aaa
io.cequence	pinecone-scala-core_2.12	0.1.3		45fe643457accf5a64c8419a22d2dc909e28fdd7
io.cequence	pinecone-scala-core_2.12	0.1.4		ac8a7e91aef8e8814d4dfccbec87a8045709e46f
io.cequence	pinecone-scala-core_2.12	0.1.6		3438e62b7986d784ce4ff3d20c625811dc353be2
io.cequence	pinecone-scala-core_2.12	1.0.0		c70460d1812720c5af8933749b6708860c7eb830
io.cequence	pinecone-scala-core_2.12	1.0.1		b170432b0643089f021f2a94ee90c7967059a6aa
io.cequence	pinecone-scala-core_2.12	1.0.2		ead2fcdd76439bb005cddf6637a97e882492b996
io.cequence	pinecone-scala-core_2.12	1.1.0		86c970a63250ca0a694b77091074949d1ff4de15
io.cequence	pinecone-scala-core_2.12	1.1.1		0ffa5273210d8b3eeb7419cff98bd3eba230c771
io.cequence	pinecone-scala-core_2.12	1.1.2		d70fb5ab9e007d75fe63545220aac95d071132ad
