beehive	beehive-netui-scoping	1.0-alpha		a9ed56a3e9cde8bd4ca3a976fbf76cb5f1dd1b5c
dev.zio	zio-config-yaml_2.12	3.0.0-RC9		4df1f896433acd048d221fa4107634d5de8fbd3f
dev.zio	zio-config-yaml_2.12	3.0.1		cc56427b2bc305996920b6826190ee88158d6a4f
dev.zio	zio-config-yaml_2.12	3.0.2		ccdb33cfc744424b1bbfdde04450d5570e2b90b3
dev.zio	zio-config-yaml_2.12	3.0.6		850893e3e4eada5103781f05a7ef866803d9de8e
dev.zio	zio-config-yaml_2.12	3.0.7		2ed444a68420c66ff58c43d1aadef52a3a4f24e7
dev.zio	zio-config-yaml_2.12	4.0.0		36d23bf775a22497ddd47e97d455ec8f9c8c4cbe
dev.zio	zio-config-yaml_2.12	4.0.0-RC10		79cc8232afd3793a553b23e60afafc5d593eda3e
dev.zio	zio-config-yaml_2.12	4.0.0-RC11		a8c66623af52b3bb828ff76d06ec4b068a1e8322
dev.zio	zio-config-yaml_2.12	4.0.0-RC12		d546b590759b207b42d3972c41d518882f16e28b
dev.zio	zio-config-yaml_2.12	4.0.0-RC13		7f4b9c460d30fa6b529ba39a0013ad7b05b6ac9d
dev.zio	zio-config-yaml_2.12	4.0.0-RC14		c6229442c9c0a939f4eb4b2efc815f77b6cb1e62
dev.zio	zio-config-yaml_2.12	4.0.0-RC16		402585587a81cda6f6f229c9570ae02463e29cbb
dev.zio	zio-config-yaml_2.12	4.0.0-RC9		2cd3ed6cef310c4761762866d7dd660008b63729
dev.zio	zio-config-yaml_2.12	4.0.1		b5f6250bb51d04a2e95c34e22a85ced6e7c1c990
dev.zio	zio-config-yaml_2.12	4.0.2		b7013bc6ec1275b42d63813670bd5a8914b98a1b
dev.zio	zio-config-yaml_2.12	4.0.3		16bc08051b57dcb3a6a293c6235441a3b4fb7521
dev.zio	zio-config-yaml_2.12	4.0.4		565e4afd96309c14367f4749b239cae36abfdde8
dev.zio	zio-metrics-statsd_2.13	0.1.1		05f4614b27c34ec4c6b7fa0dddfdb0c86ec9e788
dev.zio	zio-metrics-statsd_2.13	0.2.0		7da9ae5feda47a1512e30719ff98e7db96da0bdc
dev.zio	zio-metrics-statsd_2.13	0.2.1		4fac5b2a03ee8b04932576937dc411314520d1c1
dev.zio	zio-metrics-statsd_2.13	0.2.2		6c82f99aad177b48427ee871880fa97abde0fc29
dev.zio	zio-metrics-statsd_2.13	0.2.4		cacdb1e43cd31d749ef04a9b8a6a89f75e4b71e4
dev.zio	zio-metrics-statsd_2.13	0.2.5		a7d51241c95eca704b3dc35cf4ae470d99241912
dev.zio	zio-metrics-statsd_2.13	0.2.6		1332f68af5f088e373d6493fe45d66af55409621
dev.zio	zio-metrics-statsd_2.13	0.2.7		ab730a6af0c6e60cc8d11fb442cfc75491bb1d14
dev.zio	zio-metrics-statsd_2.13	0.2.8		8793bb59ba738c4abb8369e39bb1a21e65f5cf45
dev.zio	zio-metrics-statsd_2.13	0.2.9		49ea3b7522c1886b9036c9880488070f9cdfaa1c
dev.zio	zio-metrics-statsd_2.13	1.0.0		009ced26abb5b76f2299c2786f37d9f774c315c4
dev.zio	zio-metrics-statsd_2.13	1.0.1		d4bed579eb249c33d1aae049dc371a9e6b863953
dev.zio	zio-metrics-statsd_2.13	1.0.11		90335283f764073e1774b499f67c3d16fea54041
dev.zio	zio-metrics-statsd_2.13	1.0.12		ac4008fc58c6cc5bf2d969885751e5e952d362fa
dev.zio	zio-metrics-statsd_2.13	1.0.13		13f005e9780a268e2adcc5dcced1dcec25a9a352
dev.zio	zio-metrics-statsd_2.13	1.0.14		74a0342555e1690488e76a1541ceaac2783b6831
dev.zio	zio-metrics-statsd_2.13	1.0.4		b1fb95dd49b499d7e50128d816345d3e00addeaa
dev.zio	zio-metrics-statsd_2.13	1.0.5		b70ea3ac2ece626c9a2137e220fd89ba1ab5902f
dev.zio	zio-metrics-statsd_2.13	1.0.6		86e5033144c22a09a1fc4062f3611a6251209021
dev.zio	zio-metrics-statsd_2.13	1.0.8		26089e3288e9af273d45a92bca5dde31c79680dd
dev.zio	zio-metrics-statsd_2.13	2.0.0		db6b9ad899ef76fe82533aa31bd90266e7c1d07f
dev.zio	zio-metrics-statsd_2.13	2.0.0-RC6		8a820831155ff7802c020453362741700435b095
dev.zio	zio-metrics-statsd_2.13	2.0.1		87aa7e600bdd6543ef2437156f82a6df56152ec8
io.github.hugomario	struts2-cdi-plugin	6.2.0		276e297684bfb167b7f5d969667a4b77232e7e78
io.github.irgaly.compose.vector	compose-vector	0.1.0		8b35adac3c9e050982f4956bf88e9c587ab991b1
io.github.irgaly.compose.vector	compose-vector	0.2.0		a3c208199ca07236e6d1e243db73aa375005f9c1
io.github.irgaly.compose.vector	compose-vector	1.0.0		70222b6e5c2c65e956d087cb5f0f1ad2824594ae
io.github.irgaly.compose.vector	compose-vector	1.0.1		1b0095cf031d55436dc186fa3419d9b49ba59aa2
io.github.jklingsporn	vertx-jooq-rx-jdbc	3.0.0		9ba06be53903a4d81bda5c9b52b9f5a2494ab5de
io.github.jklingsporn	vertx-jooq-rx-jdbc	3.0.0-BETA		95af7772b31640088194d7f13b8a1503e1e4c54c
io.github.jklingsporn	vertx-jooq-rx-jdbc	3.0.1		030b6edf576712be2b8e230f7a4df66b4b0eab62
io.github.jklingsporn	vertx-jooq-rx-jdbc	3.0.2		2aaacdaa8236bd035b62d60a8766151d438f5f21
io.github.jklingsporn	vertx-jooq-rx-jdbc	3.1.0		444cdc8791fcbb24ffca49278c3df5522ccdcb08
io.github.jklingsporn	vertx-jooq-rx-jdbc	4.0.0		47d5daf3e385ab986431bed9d58577311f984b23
io.github.jklingsporn	vertx-jooq-rx-jdbc	4.0.0-BETA		3e61673c683ca41a259b0feceb42cc26b0bcb197
io.github.jklingsporn	vertx-jooq-rx-jdbc	4.0.0-BETA2		ba3d2a3e862cc75cc4c87e34a97f023f320dac51
io.github.jklingsporn	vertx-jooq-rx-jdbc	4.1.0		53701d3e954817359179cd24d873caefd7968ca1
io.github.jklingsporn	vertx-jooq-rx-jdbc	4.2.0		a25140427fadaa6252557bb6665f4492fc6fd2f7
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.0.0		dae2f719c2afb5a4856666440750e3b293e6ce8f
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.0.1		1b5a933e6cda552ff7acd3d92ead44c1028ba03d
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.1.0		2561b1cdd46f80c9f6ec43e322940c885eb2ce10
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.1.1		061a016ed1cacb574779f1f6b2010a8c763b79cf
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.1.2		94ce72b056848909ccce9bdb4b6b0d466f6b4207
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.2.0		b4448dc1bd73982f46af38f0c186c055c7ce7acc
io.github.jklingsporn	vertx-jooq-rx-jdbc	5.2.1		de9757222d94ca9bb6401c2d4fb399d2e67e43bd
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.0.0		8cbe105372cd102652107b7974fe14723886f765
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.1.0		38fd1656adee7909fa0f076468256232d4304ce4
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.1.1		5408d9a8048f25e9bd4ee7822fa7022f30f1d3dc
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.2.0		0814595b2843dde39860719d6f5227907b5d9f66
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.3.0		2dabfaaca77462367221cd65f70fe0dacad3f6db
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.4.0		02ab904ba2783b210d9fa575354d21e4cb0b2eb2
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.5.0		e0216eab164901946c5b377a835948797e6dfce3
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.5.1		a1a3792b798cabebe3f30d7a69e23344669dd514
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.5.2		a3a30301cc3cc9078aea03183ef58564b4d11976
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.5.3		d91975fb6aac17998af37258910930e6436689db
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.5.4		551a32e5a36fdb20467781f471e9d65fe7fbe2c9
io.github.jklingsporn	vertx-jooq-rx-jdbc	6.5.5		661f2a0881e3583682b3ccbd0b2b083a26228a86
io.github.otaka	swtlayoutbuilder	0.1		44473492b6f6bd21c95954f4f0d5fba8edf3ef0f
io.github.otaka	swtlayoutbuilder	0.2		26b0936bb26efbaa45085fa8dae4fcb5f12de077
io.github.otaka	swtlayoutbuilder	0.7		b8e975fc7421881abfa9303251563181b2dab7f3
io.github.otaka	swtlayoutbuilder	0.8		8ee13a4816a965e0d9296be7121ee74134a2119d
io.github.pavelannin	monadic-monad-either-jvm	0.1.0		9f8d49eebfc4fff111b209ba8e4711ff549f67d9
io.github.pavelannin	monadic-monad-either-jvm	0.2.0		7c3b2a65f132af6d7f9c6b4dfbab4f71b83e569e
io.github.pdvrieze.xmlutil	compat-watchosArm32	0.90.0-RC1		N/A
io.github.pdvrieze.xmlutil	compat-watchosArm32	0.90.0-RC1	metadata	4cd99657e8c7b1fc9b1cf45ef67d8e90a0091109
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.84.0		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.84.0-RC1		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.84.1		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.84.2		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.84.3		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.85.0		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.86.0		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.86.1		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.86.2		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.86.3		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.0		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.0-RC1		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.0-RC2		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.0-RC3		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.1		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.2		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.2-beta1		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.90.3		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.91.0		N/A
io.github.pdvrieze.xmlutil	serialutil-linuxarm64	0.91.0-RC1		N/A
io.gitlab.nalocal	my-spring-boot-starter	1.0.0		33799ba2905b6a88896d6a25f05212e2e47916d0
io.gitlab.nalocal	my-spring-boot-starter	1.0.1		a87d7ff56faebc28db8192b95c22eadde23158a4
io.gitlab.nalocal	my-spring-boot-starter	1.0.2		1621c57b016c542feeaafa4f8966d7601942501a
io.justdevit.kotlin	boost-logging-slf4j	0.1.0		8a062349bf4e3501f3080536890100bd9cef5c80
io.justdevit.kotlin	boost-logging-slf4j	0.1.1		748be6872cfbd50d01498d420e237f5cc1d7b364
io.justdevit.kotlin	boost-logging-slf4j	0.1.10		fce29ea0b5901c01dfe864519a191ceb45a3bb9e
io.justdevit.kotlin	boost-logging-slf4j	0.1.11		44e6518ba69d1ca0effb3ce94d9347653330b335
io.justdevit.kotlin	boost-logging-slf4j	0.1.2		1e91f68673e9f8c8618d4600e4dc82428332f65b
io.justdevit.kotlin	boost-logging-slf4j	0.1.3		ebdb3d4a11e4159c6653f785c27485f3d093c31b
io.justdevit.kotlin	boost-logging-slf4j	0.1.4		dc9b060ab21e5ad59f47c574885c88c75f4f5af0
io.justdevit.kotlin	boost-logging-slf4j	0.1.5		1e22d187ed3c073ace257a44f3b3c5c438865936
io.justdevit.kotlin	boost-logging-slf4j	0.1.6		8b5888ec2273625da10553ee608a251120c6df7c
io.justdevit.kotlin	boost-logging-slf4j	0.1.7		cd3f7589343518545ec0b94db0fc1a104f051f2c
io.justdevit.kotlin	boost-logging-slf4j	0.1.8		eb0f33c6210e16133c94491930fb2fd2210c8ecf
io.justdevit.kotlin	boost-logging-slf4j	0.1.9		518712051bc80dbbf740116d3b43731cf5acacd3
io.justdevit.kotlin	boost-logging-slf4j	0.2.2		fcb4403bb26fc19ad56b3b0bc8f90021c1a1ef7a
io.justdevit.kotlin	boost-logging-slf4j	0.2.3		e6205f8263e51fad6e16f9ecb348a5eb70393893
io.justdevit.kotlin	boost-logging-slf4j	0.2.4		faf9f65bac3f54e01bb896f8a6075130887749ca
io.kevinlee	logger-f-slf4j-mdc_2.13	2.1.17		24bce224b43f61eadee01da7a590ff4188545dff
io.kevinlee	logger-f-slf4j-mdc_2.13	2.1.18		b2a8cc5daf08156817414a9c02c578ec69dac70f
io.ks3	ks3-core-watchosx64	0.3.1		N/A
io.ks3	ks3-core-watchosx64	0.3.1	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-watchosx64	0.4.0		N/A
io.ks3	ks3-core-watchosx64	0.4.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-watchosx64	0.5.0		N/A
io.ks3	ks3-core-watchosx64	0.5.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-watchosx64	0.6.0		N/A
io.ks3	ks3-core-watchosx64	0.6.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.ks3	ks3-core-watchosx64	1.0.0		N/A
io.ks3	ks3-core-watchosx64	1.0.0	metadata	2ad14aed781c4a73ed4dbb421966d408a0a06686
io.kvision	kvision-ksp-processor	5.12.0		22b96f58f40c33851fcea2d301b86902eb6e0ea1
io.kvision	kvision-ksp-processor	5.13.0		c89e145a962a2cb5b594ceaae44444cc9b2984a0
io.kvision	kvision-ksp-processor	5.13.1		ddc10c79c3c54cb46dd7823d2cae8b26d9ceedc5
io.kvision	kvision-ksp-processor	5.14.0		7b2fd9f930f356d6fd27d4fa804187490653f849
io.kvision	kvision-ksp-processor	5.15.0		10a56f49e23dd9744b049b2d8f825373d633a1d5
io.kvision	kvision-ksp-processor	5.15.1		0ea8cb5eea8dc216b237e95f0c34083eb3f86c0e
io.kvision	kvision-ksp-processor	5.15.2		e80e0639f1100049b59a61cc1ceae3a460a599a9
io.kvision	kvision-ksp-processor	5.15.3		a3eca5c7c020fa5aa1e8ba13b222b2b8d52596be
io.kvision	kvision-ksp-processor	5.16.0		d7f3e2a204dac1ae7b52eb7948487a1d9f640c2f
io.kvision	kvision-ksp-processor	5.16.1		c1100b8c5fc70e6fb9e8fbd517ff3297a8e8cb70
io.kvision	kvision-ksp-processor	5.16.2		a48bf5866746c6ae2ae13f2b4e49beb5584afdaa
io.kvision	kvision-ksp-processor	5.17.0		fd5a71b860d983e970c5c79580d255e8838a86db
io.kvision	kvision-ksp-processor	5.18.0		8cb9508475710aa32cede0ae8ba6ecf9efa0c9a4
io.kvision	kvision-ksp-processor	5.18.1		d1909fe9f974d23e0a6af1f6373e3085a246219b
io.kvision	kvision-ksp-processor	5.18.2		145f78b780fb24d9b01fe0d47e5d9122f6654445
io.kvision	kvision-ksp-processor	6.0.0		2dcfb4a925338d982218e6c849ab7d8d2fb6fdae
io.kvision	kvision-ksp-processor	6.0.0-Beta		7b81b7f9889ed2bd280b8eee9f90cbc41bca26f5
io.kvision	kvision-ksp-processor	6.0.1		eb7409a967e99630fe7fc2b1cee7762c27781c88
io.kvision	kvision-ksp-processor	6.0.2		fca632de520778e18b2fbea1dc7d579337a6ee12
io.kvision	kvision-ksp-processor	6.0.3		31636b2040e494f7d30370f1c5104ef5ae24ebdf
io.kvision	kvision-ksp-processor	6.0.4		81b999b2f11035d7d21594a60e33368ea5a36b20
io.kvision	kvision-ksp-processor	6.0.5		96a47ea03c9c86c8c43a4025e052d7a2bff8dc0e
io.kvision	kvision-ksp-processor	6.0.6		f0a0148d4beb2f29e5649d55225eb9e4a46041a2
io.kvision	kvision-ksp-processor	6.1.0		f5e340c603037aed60584060ff79a4dde0da7276
io.kvision	kvision-ksp-processor	6.1.1		e59f4c24234c07166dd382085548a987b683325a
io.kvision	kvision-ksp-processor	6.1.2		50b8bf834da322764911cef62b9b9aeceb413570
io.kvision	kvision-ksp-processor	6.2.0		341d20f72e71c00daaf3ef149bffb148f28df270
io.kvision	kvision-ksp-processor	6.2.1		ec6b52ba5f5703cfffe190b8ce25c0ebc6f6eac7
io.kvision	kvision-ksp-processor	6.2.2		9c8b97fac1a09dfe6ec23ab810219d7bc97f29b4
io.kvision	kvision-ksp-processor	6.2.3		8d2572a4b66774bd44e0098bc710d775b62f2113
io.kvision	kvision-ksp-processor	6.3.0		a4bb6842ffbd211339d0cde080e679627b06f350
io.kvision	kvision-ksp-processor	6.3.1		25d66747cc162e0cdc238ba97f61f11488d04581
io.kvision	kvision-ksp-processor	6.3.2		331dd9909e9b57c423c29165be60cc1cdb06659c
io.kvision	kvision-ksp-processor	6.4.0		ff72ae4d47feb28e021fb30ccfc96d05149cb0f5
io.kvision	kvision-ksp-processor	6.5.0		e148c6ab1767e3e70d6323fa13d6882e4b882a26
io.kvision	kvision-ksp-processor	6.5.1		085e650092ee4cbe4fbef774b2a82d778643d126
io.kvision	kvision-ksp-processor	6.5.2		82cd201c6ea5f484a5cf16087f1d9da7a69feba2
io.kvision	kvision-ksp-processor	6.6.0		cfef3671b4e1d63468386b54cfafe6ebba33df7f
io.kvision	kvision-ksp-processor	7.0.0		76198dc14a336d32382bf5bd519a8586492de27e
io.kvision	kvision-ksp-processor	7.0.1		1e1622c41717d486cdc70ca5cff9a34d64eb52b4
io.kvision	kvision-ksp-processor	7.1.0		5977a8eaa842b332f445a3ed9e3740ce85a7cd86
io.kvision	kvision-ksp-processor	7.2.0		fd7021a1c80809c2cf29b3de328c1355eefce391
io.kvision	kvision-ksp-processor	7.3.0		6a08837818fe0849b2c56b062e4467c070a67864
io.kvision	kvision-ksp-processor	7.3.1		4571ea3d5e806054f6244263bfc5bc4463068b5a
io.kvision	kvision-ksp-processor	7.4.0		56d50f9d2bd6ac653c6cd6d43bf58c3036392d05
io.kvision	kvision-ksp-processor	7.4.1		08386811d26d58367df63a17bc97359608ee8065
io.kvision	kvision-ksp-processor	7.4.2		5b5558783d6edfab2ee2491a70e767c92a0d4737
io.kvision	kvision-ksp-processor	7.4.3		0f5520437d1a3a7c81a8feebf6b3a6e41324974d
io.kvision	kvision-ksp-processor	7.4.4		f9dd9062f6fc84891760ed6c1e63751ad5ecec8a
io.kvision	kvision-ksp-processor	7.4.5		7d71e3b5ff53b05fc89e13d6cfc9d6809194991c
io.kvision	kvision-ksp-processor	7.5.0		908b914fdd0698d15ad0849d0e120ab405d401c5
io.kvision	kvision-ksp-processor	7.5.1		e34c0dffa2f38ad383f4016d0506017883d9a658
io.kvision	kvision-ksp-processor	8.0.0		080516a624bc5cb4a4501739d5e91daaab47e5ff
io.kvision	kvision-ksp-processor	8.0.0-RC		46a35d3f4686b04000a154d977b107335d55d434
io.kvision	kvision-ksp-processor	8.0.1		5eb942463a1e62a58496de990cec64e38a5db1a4
io.kvision	kvision-ksp-processor	8.1.0		610bebc527063b31d37cbbc24af1c27429bf2c36
io.kvision	kvision-ksp-processor	8.1.1		5b514c97d6f06324c851f1291a30c04624194640
io.kvision	kvision-ksp-processor	8.2.0		9c44c66f6d100bd80f1b15c3aa33b66a564234fb
io.livekit	livekit-android-camerax	2.10.0		N/A
io.livekit	livekit-android-camerax	2.11.0		N/A
io.livekit	livekit-android-camerax	2.11.1		N/A
io.livekit	livekit-android-camerax	2.12.0		N/A
io.livekit	livekit-android-camerax	2.12.1		N/A
io.livekit	livekit-android-camerax	2.12.2		N/A
io.livekit	livekit-android-camerax	2.12.3		N/A
io.livekit	livekit-android-camerax	2.13.0		N/A
io.livekit	livekit-android-camerax	2.14.0		N/A
io.livekit	livekit-android-camerax	2.14.1		N/A
io.livekit	livekit-android-camerax	2.4.0		N/A
io.livekit	livekit-android-camerax	2.4.1		N/A
io.livekit	livekit-android-camerax	2.4.2		N/A
io.livekit	livekit-android-camerax	2.5.0		N/A
io.livekit	livekit-android-camerax	2.6.0		N/A
io.livekit	livekit-android-camerax	2.7.0		N/A
io.livekit	livekit-android-camerax	2.7.1		N/A
io.livekit	livekit-android-camerax	2.8.0		N/A
io.livekit	livekit-android-camerax	2.8.1		N/A
io.livekit	livekit-android-camerax	2.9.0		N/A
io.rxmicro	rxmicro-annotation-processor-data	0.1		2c43ed8b0c2e357f4d82003a097fefeb36126a87
io.rxmicro	rxmicro-annotation-processor-data	0.11		493bd9befcaeb71dd739d1941255c2bb5211adbd
io.rxmicro	rxmicro-annotation-processor-data	0.2		753059d541130f75cf679ecc6f71dbe4f2bbfa7b
io.rxmicro	rxmicro-annotation-processor-data	0.3		d6bf7542c3dc75d4d26198f6ab489cba583ee3f7
io.rxmicro	rxmicro-annotation-processor-data	0.4		3eb58b26c30b1c3cd7aaba7901a0fc6cd4e8fcc3
io.rxmicro	rxmicro-annotation-processor-data	0.4.1		82e505eed8e16cc40ef71a85ebee83ba23d25d75
io.rxmicro	rxmicro-annotation-processor-data	0.4.2		c767adecd410d6cb18b6623461c4481abb24b7a5
io.rxmicro	rxmicro-annotation-processor-data	0.5		9dbc3e0085e01d8041cfff028d362cd09bee07f2
io.rxmicro	rxmicro-annotation-processor-data	0.6		4448081df13cbbf3e574fb19cd5801425e50ed18
io.rxmicro	rxmicro-annotation-processor-data	0.7		acd92228770736409759fe012d2b5f0c4f31fa86
io.rxmicro	rxmicro-annotation-processor-data	0.7.1		d6e4cde90fed4b99f9712690e387b8ae3d67dc31
io.rxmicro	rxmicro-annotation-processor-data	0.7.2		d8df90922a372f27baed6db02128c803be896d5f
io.rxmicro	rxmicro-annotation-processor-data	0.7.3		88f29ba0ad48b4d115d4b420cc132607f71ea136
io.rxmicro	rxmicro-annotation-processor-data	0.7.4		9eb4ee52efb061bee51b718ad77de73938203e6e
io.rxmicro	rxmicro-annotation-processor-data	0.8		ba7e709afb8133f4fc6e259d5daf504b97098dab
io.rxmicro	rxmicro-annotation-processor-data	0.9		6d50fc9b5986d3fcb5a622132934778b4902557d
io.uhndata.cards	cards-modules-page-start-header	0.9.22		ac84d08c442001d98a9abc02475f222ce8a6341a
io.uhndata.cards	cards-modules-page-start-header	0.9.23		4a463bd7dfc5fc17f6a4b43632acdbdec0e1ae62
io.uhndata.cards	cards-modules-page-start-header	0.9.23.1		a9657c8bd49397ac46b86faca781e0907724929b
io.uhndata.cards	cards-modules-page-start-header	0.9.24		e056b179bda51f30de8ff4f2ec9a54f2998be320
io.uhndata.cards	cards-modules-page-start-header	0.9.24.1		23543988e95b297d4b28743cd09cf885099f7bca
io.uhndata.cards	cards-modules-page-start-header	0.9.25		8af80ad38cb29d278237aeac12ef2ca2d9b32d60
io.uhndata.cards	cards-modules-page-start-header	0.9.26		ec319cb68bddca4dacd5b64a300cd7267051a7ec
io.uhndata.cards	cards-modules-page-start-header	0.9.26.1		d60486ea394359296d2fcdefd66b2d54a2de49e9
io.uhndata.cards	cards-modules-page-start-header	0.9.27		a979137190e4d100c2d6351676d6558fc715ad70
io.uhndata.cards	cards-modules-page-start-header	0.9.28		8cff5d6f80c6050ac69bf89c8bfe6b26e48f0f05
io.uhndata.cards	cards-modules-page-start-header	0.9.29		39dd181030c1078d61ac988d43719ccabe1bbec3
io.uhndata.cards	cards-modules-page-start-header	0.9.30		2bb9c3c5743fea75d7890d3cc60b2bb10e036b8a
me.jeffshaw.harmony	harmony_cats-mtl-core0-0-2_scalaz7-2_sjs0.6_2.10	2.0		55147d027d3df2890479016ceb498f037f9177c9
net.sf.yac-io	yac-io	0.1		ed55509bfa6084d8fe64b498bd68def54ca87aba
org.aossie	scavenger_2.12	0.2		8a52e7543ebb0aea53bf3023d78bb58030bff390
org.apache.activemq.examples.broker.camel	camel	2.10.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.10.1		N/A
org.apache.activemq.examples.broker.camel	camel	2.11.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.12.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.13.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.14.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.15.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.16.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.17.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.18.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.19.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.19.1		N/A
org.apache.activemq.examples.broker.camel	camel	2.20.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.21.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.22.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.23.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.23.1		N/A
org.apache.activemq.examples.broker.camel	camel	2.24.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.25.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.26.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.27.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.27.1		N/A
org.apache.activemq.examples.broker.camel	camel	2.28.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.29.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.30.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.31.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.31.1		N/A
org.apache.activemq.examples.broker.camel	camel	2.31.2		N/A
org.apache.activemq.examples.broker.camel	camel	2.7.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.8.0		N/A
org.apache.activemq.examples.broker.camel	camel	2.8.1		N/A
org.apache.activemq.examples.broker.camel	camel	2.9.0		N/A
org.apache.archiva	archiva-webdav	1.1		80c8375a94bd05b193705e9dd25a85fbe24674a0
org.apache.archiva	archiva-webdav	1.1.1		8e863266d4a4a08548fcd36bf8f4aebd73e3395c
org.apache.archiva	archiva-webdav	1.1.2		80ddd971c98b0e53536fa0fa3b1a55d6172b05a0
org.apache.archiva	archiva-webdav	1.1.3		ba9e877151685d8764dfda0a793e50c3cecc897f
org.apache.archiva	archiva-webdav	1.1.4		5eb4e52b8937c4160cbbe91d6530dec88426bb5b
org.apache.archiva	archiva-webdav	1.2		5af77b195899146c9d898ba2bbf478acda346881
org.apache.archiva	archiva-webdav	1.2-M1		c96f017a0842759939d578cf4089fbf108a6bc8c
org.apache.archiva	archiva-webdav	1.2.1		bf7f518eed05d2d5fca2983ff86ea9e7cee7ae06
org.apache.archiva	archiva-webdav	1.2.2		bea9e186ae41af3678d75dc669fc15910d413e21
org.apache.archiva	archiva-webdav	1.3		b93a75928131cedce08805f23f8aa1396f9ae903
org.apache.archiva	archiva-webdav	1.3.1		0a916241e688ab53259818ee11d676b10c4bef8c
org.apache.archiva	archiva-webdav	1.3.2		4dfb39d21a8440e9b567513744b8f5855326a851
org.apache.archiva	archiva-webdav	1.3.3		4a0cb8b3e4374b3eacd57b0531900d31b3907eba
org.apache.archiva	archiva-webdav	1.3.4		eebb29cd7b58ddbb863f8cda4e43a1960099ab4b
org.apache.archiva	archiva-webdav	1.3.5		c91df5a2c3af005a5143e58f98602fbe5e367db7
org.apache.archiva	archiva-webdav	1.3.6		707e081641253dc4679f404f1c35fb3aa890f908
