ai.abra	abra-api	1.0.0		N/A
io.fabric8	fabric8-cxf-plugins	2.2.67		d904e98a79514d635d3ea8b1c3421c52fdee2c29
io.fabric8	fabric8-cxf-plugins	2.2.68		3f7ac942d220c38a874819aa8cb7d0b6a7d14cf0
io.fabric8	fabric8-cxf-plugins	2.2.69		cd501facfc5d51277f0e7ec4783f689ecd2bc397
io.fabric8	fabric8-cxf-plugins	2.2.7		1f2254df5b03bd70be8a4e5bf8c80c550bf8ff93
io.fabric8	fabric8-cxf-plugins	2.2.70		9fde72277d6eaa7a1bf11e90d629a9dba332145c
io.fabric8	fabric8-cxf-plugins	2.2.71		e26806f62876171972207638abe8b315d3f6aa5a
io.fabric8	fabric8-cxf-plugins	2.2.72		0d1a58c9b451e9aa8614f7c15181f133a5c1a984
io.fabric8	fabric8-cxf-plugins	2.2.73		26859747f74845d1564cdea902ade83e809e9106
io.fabric8	fabric8-cxf-plugins	2.2.74		039d4980432fc9f6d6311422d5f682e3940cb15f
io.fabric8	fabric8-cxf-plugins	2.2.75		0f7da776ed23cd20bf03333ba180693f0e56e1c9
io.fabric8	fabric8-cxf-plugins	2.2.76		933313c31b4d33dd6ca3667820f293ca99917711
io.fabric8	fabric8-cxf-plugins	2.2.77		1aecb37df71287bc2389552521460b45b5e55de6
io.fabric8	fabric8-cxf-plugins	2.2.78		33606a6a0465304074c5c4e0a5071008071975b9
io.fabric8	fabric8-cxf-plugins	2.2.79		782f67988f3816cb08da38549d90fce90a03909c
io.fabric8	fabric8-cxf-plugins	2.2.8		1245bbd29d1c3b8049cb6ab5c23a3e9e11c5fab4
io.fabric8	fabric8-cxf-plugins	2.2.80		1863171f9c86d6b6081fdc45fd3612c24a5b9edc
io.fabric8	fabric8-cxf-plugins	2.2.81		b3aa44808533ea8d3525e1705d0f2129f6bb1e90
io.fabric8	fabric8-cxf-plugins	2.2.82		c5a6288c4d8826754878a953bf39a0a740cd1d10
io.fabric8	fabric8-cxf-plugins	2.2.83		3b30ea33136a1410613fd47aad5dcad3568f2e05
io.fabric8	fabric8-cxf-plugins	2.2.84		67e59390c42b5630c50e4463d13b4b356fc867a2
io.fabric8	fabric8-cxf-plugins	2.2.85		797569cdd4f39868ec93f12941a1100ad2892f82
io.fabric8	fabric8-cxf-plugins	2.2.86		f838ad5573b10ae701f329f81f9741a39eb21a7a
io.fabric8	fabric8-cxf-plugins	2.2.87		e3a740f92bd01ac56abe4d248f5dbd3c6e770781
io.fabric8	fabric8-cxf-plugins	2.2.88		2218558acbd4554803da0d496b0f76433cc45ba2
io.fabric8	fabric8-cxf-plugins	2.2.89		08ea60863123cd36731111519d06342f55a7feeb
io.fabric8	fabric8-cxf-plugins	2.2.9		cf926c692f6b695b3ee5125b129fe83a94720136
io.fabric8	fabric8-cxf-plugins	2.2.90		c3c9e12b7b358787f06ec30f2eb466137fc8a31e
io.fabric8	fabric8-cxf-plugins	2.2.91		064abf70b7a704a878137b88193c0182a3c7dce0
io.fabric8	fabric8-cxf-plugins	2.2.92		80365284d2a22052cc7aaa09f75eb593d9a8e31e
io.fabric8	fabric8-cxf-plugins	2.2.93		cc30e2c99f9ced49578e8ce2c2e7cd76e3a846be
io.fabric8	fabric8-cxf-plugins	2.2.94		197a5d937e6b67ff4a2fc94852f4af8b0c76ae65
io.fabric8	fabric8-cxf-plugins	2.2.95		f8a8e3d4915643db589ff80e1abb7e9aeec37817
io.fabric8	fabric8-cxf-plugins	2.2.96		488bd99dfe952de4460efcabeed9d528d7569b73
io.fabric8	fabric8-cxf-plugins	2.2.97		1d055d5ff642b1c0d795dcb2058f9f8c810e2836
io.fabric8	fabric8-cxf-plugins	2.2.98		a4140be2f93bfec672ec447ae349117eae80984b
io.fabric8	fabric8-cxf-plugins	2.2.99		4dc2ad9a3f7bf04afba1ba15596b7efb9fc7f984
io.fabric8	fabric8-cxf-plugins	2.3.0		99ec54e64864dc9138933bad990d432b7d1dda26
io.fabric8	fabric8-cxf-plugins	2.3.1		980525eaf276e53a0d7f9c185c4b06db0d3e7e01
io.fabric8	fabric8-cxf-plugins	2.3.2		f23e13b7e5e4d81b31e14ea960bcf9c7455ee9a9
io.fabric8	fabric8-cxf-plugins	2.3.3		15f1b85cb060d3136f5703da0660df91e759dc66
io.fabric8	fabric8-cxf-plugins	2.3.4		8265f434240691e4da27c7b0f53b5372d76cc0a8
io.fabric8	fabric8-cxf-plugins	2.3.5		499c3ed755dc00b9f5ee39d1122382daac11301d
io.fabric8	fabric8-cxf-plugins	2.3.6		8524eeb1e6eac23b38886964c94924f668dfc4de
io.fabric8	fabric8-cxf-plugins	2.3.7		048f4b58f4ae59836627cf1567c57990d5563ee1
io.fabric8	fabric8-cxf-plugins	3.0.1		d174f51d89aa24b3e08afca61107d7bbaae27926
io.fabric8	fabric8-cxf-plugins	3.0.11		557607c29417488d9ac3d3ccbb70583c10f0b9be
io.fabric8	fabric8-cxf-plugins	3.0.12		b9445fa7e08ad00ec832b5cc59578fb13b625e62
io.fabric8	fabric8-cxf-plugins	3.0.3		68c8ac8e4ceddf687cead70d63dfe63b8397bdc6
io.fabric8	fabric8-cxf-plugins	3.0.5		9a431230c70838bec792de7a6a5a747f672fb071
io.fabric8	fabric8-cxf-plugins	3.0.7		501324be75bea2b1cd82757cadd9fbecb9e24322
io.fabric8	fabric8-cxf-plugins	3.0.8		93c2bfb19bf87191c134f31e40d5fbc8e1fd7172
io.github.josephrodriguez	mediator-spring-boot-starter	0.1.0-prerelease		f6677dcce6f6534b9d15e1984818ab6ae7ef62ad
io.github.josephrodriguez	mediator-spring-boot-starter	1.0.0		86919c4b8465728d16b07a1a07c42a64be50f270
io.github.josephrodriguez	mediator-spring-boot-starter	1.0.1		db8517fe91823b22b00439ac7ff68022ab484311
io.github.josephrodriguez	mediator-spring-boot-starter	1.1.0		d5fb79ba8eabb934bab5b92538628ef58a67646b
io.github.mflisar.toolbox	windows-jvm	2.5.0		610fe253f72d23a7334f6f94646611d086f61792
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha01		5852b13a70353f157dcc2caf2597eff2aa2b042a
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha02		e8038290f1f42163b635b1548acc106ccf6a905c
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha03		705d363604033d2b005b4496c81efbb1b7794c93
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha04		705d363604033d2b005b4496c81efbb1b7794c93
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha05		705d363604033d2b005b4496c81efbb1b7794c93
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha06		d97b319239bf67595fc6cb85b8e7eb9b4068ac07
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha07		c05a511f9a64f4090f0a942ae945f8ab6caee311
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha08		c05a511f9a64f4090f0a942ae945f8ab6caee311
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha09		c05a511f9a64f4090f0a942ae945f8ab6caee311
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha10		ed2e1425a8d93127744109426a6ea697298e4704
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha11		ed2e1425a8d93127744109426a6ea697298e4704
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha12		ed2e1425a8d93127744109426a6ea697298e4704
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha13		ed2e1425a8d93127744109426a6ea697298e4704
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha14		ed2e1425a8d93127744109426a6ea697298e4704
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha15		9677f21f7f742328163397c773543fbeccf11afe
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha16		9677f21f7f742328163397c773543fbeccf11afe
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha17		9677f21f7f742328163397c773543fbeccf11afe
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha18		9677f21f7f742328163397c773543fbeccf11afe
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha19		09ebc4a920144eb5751c4deb8a92fa9a52e14790
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha20		09ebc4a920144eb5751c4deb8a92fa9a52e14790
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha21		09ebc4a920144eb5751c4deb8a92fa9a52e14790
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha22		534696f33959e8afb4a69b3a1119688094108423
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha23		610fe253f72d23a7334f6f94646611d086f61792
io.github.mflisar.toolbox	windows-jvm	2.5.0-alpha24		610fe253f72d23a7334f6f94646611d086f61792
io.github.sgpublic	JxProject	0.0.0		a6299119a2a1cedd66f23feefe813c1f90419978
io.github.sgpublic	JxProject	0.0.1		ff9a0df5ecaa1de012f9cece3b3f3f880f4880a5
io.github.sgpublic	JxProject	0.1.0		caba899dd2d2b80bbdd2dcdcc67260a8c5bbcefc
io.github.sgpublic	JxProject	0.1.1		b24d43d4fe532d352ce9483e079ec6c8e6bd5e8d
io.github.sgpublic	JxProject	0.1.4		a97ab822631324be35122fe42d1b0b1c36e9f4a5
io.github.sgpublic	JxProject	0.1.5		57c0c4288b2c20ae7adaaafd76a659e5b9ffd716
io.github.sgpublic	JxProject	0.1.7		a02de21c4b2a748a67248b588687d28bb30df2d8
io.github.sgpublic	JxProject	0.1.8		d903228fbf3a500a79b0dea0eca0068172f353a0
io.github.sgpublic	JxProject	0.2.0		576aef236beb18824ee20c370c8d3d036c0786b7
io.github.sgpublic	JxProject	0.2.1		973f25cfd5b444d865bb24a7dc25dc8cbeda3777
io.github.sgpublic	JxProject	0.2.2		fae2fb0506fabca1674fc9490e5e5b3331fc6086
io.github.sgpublic	JxProject	0.2.3		cce24f68035dc964626e30feb9125e4d59affae9
io.github.sgpublic	JxProject	0.2.4		09149c8c9474cda6e698a765f3f1c0ab02a26684
io.github.sgpublic	JxProject	0.2.5		ba17957c719c5826bb465a23c4dc8af83a629ec9
io.github.sgpublic	JxProject	0.2.6		4c571951d6d1a4f9c67ff484e8f5c2f3bcfc8ad1
io.github.sunny-chung	ktreesitter-json-jvm	0.23.0.0		c834afa1f574622afecb0f99647bf3e7f87392b0
io.github.sunny-chung	ktreesitter-json-jvm	0.23.0.1		6e292206959a97d7014684818ec1fd116f28a008
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.14		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.15		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.7		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.8		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.15.9		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.16.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.16.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.16.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.17.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.17.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.17.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.17.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.17.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.17.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.0-RC1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.0-RC2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.14		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.15		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.18		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.19		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.20		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.21		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.7		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.8		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.18.9		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.0-RC1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.7		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.8		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.19.9		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.0-alpha.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.0-alpha.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.18		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.19		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.20		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.21		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.7		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.20.8		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.0-alpha.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.0-alpha.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.0-alpha.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.0-alpha.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.0-alpha.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.15		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.18		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.19		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.20		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.21		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.22		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.23		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.24		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.25		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.26		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.27		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.28		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.8		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	3.21.9		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.0-alpha.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.14		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.15		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.18		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.19		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.20		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.21		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.22		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.23		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.24		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.7		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.0.9		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.0-alpha.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.14		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.15		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.18		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.19		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.20		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.20-hotfix.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.21		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.22		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.23		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.24		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.25		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.26		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.27		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.28		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.29		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.3		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.30		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.31		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.32		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.33		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.34		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.35		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.36		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.37		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.38		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.39		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.4		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.40		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.5		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.6		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.7		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.8		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.1.9		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.0		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.0-alpha.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.1		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.10		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.11		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.12		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.13		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.14		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.15		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.16		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.17		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.18		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.19		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.2		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.20		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.21		N/A
io.gravitee.am.authdevice.notifier	gravitee-am-authdevice-notifier	4.2.22		N/A
