academy.alex	custommatcher	1.0	-	db8fadf4836f39012608b5fd3cfe09f275bd6cb5
dev.zio	zio-aws-kinesisvideosignaling_2.12	5.20.7.2	-	63d5bd405f9fbfdfe918298580bd9e642c6ae20b
dev.zio	zio-aws-kinesisvideosignaling_2.12	5.20.7.3	-	2a2efe91a83d884b560715c94adffaa2c7c2ecf5
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.103.1	-	9eb5da45656a2d5bf6f90b12203167d2e54be5b8
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.103.2	-	a9721fe90b16b94d3c57a7ae11cd307d3f18cb56
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.115.1	-	9de162b17905b9827ba02cf5ea803cf66a6a6645
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.115.2	-	b88bf436de9ae9827442c9cb958a7ee7cd3d1fc4
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.120.1	-	7ae93b5c27f7b17516eba9afa3c672351017edc8
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.149.1	-	ff823d246db082c93a23d44ebadef9410a82583a
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.149.2	-	93c4bf76f53f42289a929bcc9304b20f7b3cb4ed
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.162.1	-	1742fcfb8e34c2be153b33ac7e9222a838f7db63
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.162.2	-	054476419347a56a9e3b5f4590b1eb25b63be805
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.42.1	-	6547f02c6377ca1f4a8b03df03098bde1881a76c
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.42.2	-	ba7c58afc9af20ece72437fbe0fd4fb307e7b8ca
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.47.1	-	e42d3d563dba1da33fe13ea6d99d371c31e9317a
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.56.2	-	c9fc0a93a8beb831411e701e3ef8413458a02349
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.58.1	-	bb8c83f7d52388c78f6b669bd35d27b23059e3dd
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.58.2	-	6603a54a3c7158be17319e8b275481244527c3ed
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.58.3	-	738ca5c3c7d1fc1afd3247c17fe06b908b7677dd
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.61.1	-	b285d4dcf28d38b5c54973d273c402ee7ce7d633
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.69.1	-	ea634f85256c211c3e6df930a7e278c09fa2ab76
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.69.2	-	2ab003cc45fa40121535905eb48812c9ee842b6c
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.74.1	-	b9f0b5d272feece85640a1cf81532c34d477f172
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.74.2	-	df21c8d4c04780874528001b15c34ed8b12700f6
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.78.1	-	fc03191ef4edc3ebb04b97691c06b3dea3c9a178
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.78.2	-	7177fdccd2f98c850608d54c735fc457933ed3cb
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.78.3	-	1ac249e2e6b6e6d96344539b292d29ec8110ec38
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.83.1	-	e2598e508980962c261723ba3d11ec12dcbafd30
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.83.2	-	ab600f8b210683b3078690df041f1fd13d73cf41
dev.zio	zio-aws-kinesisvideosignaling_2.12	6.20.97.2	-	5cf7a64bba4f2eab7cd6f4c1f3409a7b3caef06b
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.1	-	566c6ddad87c616305243b8ea1d4b062657a4b36
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.10	-	ef04fe15ecd387df4509d300025cd1fc89a92c08
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.11	-	dd6f86a6e25926a7faddd374232e21e1699dee25
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.12	-	5d3e061b8417082b8d7c2f2559ee8c1147cb44aa
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.13	-	282c43dec8f768e269760444061aeb55013afa76
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.15	-	10a8a64086031fc636bfa02a773e4a872ac8255c
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.2	-	e9131f89c183eeab9124476065e84cbd36ec8002
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.3	-	8b8ed49c5a61fac4983ea7675d54029e2f82697d
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.4	-	47a779f5b1e150ceb9786d205a6df414c590e94c
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.5	-	305a5b7474c4e0896e0eabb0b7328dc874ccab0b
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.7	-	8f5ef9b34316c9cd37b8f557b261ed0510e7be66
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.8	-	2d5aebd5b88b805e16de826c8661fe250aeea27f
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.21.15.9	-	0bd1eb037d582f3cb6177215aeab56d174347509
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.24.2	-	45ff3b50fd1e7e828a89af801cbb6e56aaec6e46
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.26.1	-	a24fd09f8d02d590b0539cc485759986ca17e3ad
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.1	-	43f14016972e3d2cdd2e832aa366966021c15159
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.10	-	4c8511efa38b03befcb17f564401f1851369063c
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.11	-	bc4664caa5b88591ed945bb146d89d00a26eec57
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.12	-	29871aa67c8d21cc90e82bbb5741147d5e64b723
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.13	-	1054cf8ab18e0f7f757beb1efd3f1132038e02b5
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.14	-	1aeda2387b132ac264693617a83ba569eddeacf1
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.15	-	c4e789149116329e9d14d9c75c196a27306d8d49
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.16	-	1acad928568d3d4dbc7efe679b8ae0d15296f0fa
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.17	-	5b5dce4677ae01e917bf857935a10d57119830d0
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.18	-	340f9ffefb11f81767060009ca175acc395eb9d9
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.19	-	8e018ec9b6a8168a63b24254f3d045376787aab8
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.2	-	4691e27306c05192ebccf8ac6fdc3405b41fb6bd
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.3	-	f828734c77cc29168151222550e760f7c155c44b
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.4	-	94a074bfd51373690f24ba8bb2898d525b44b504
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.5	-	cf9adca0f8b8c599ca63b6572f5cb3ca25b2d774
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.6	-	98259b15dea3283a6096185830a7676482732044
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.7	-	c83d9572614772e3b62aed43f484eed35d594cde
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.8	-	845027dc5404e7356bb73ba4f59b39404c90bc45
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.28.29.9	-	d0f8efc9c0cbfdc03093936d812b12eeaa16151f
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.15.1	-	f7d527db7acf65ba1bd714a8dee128690a69d978
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.15.2	-	243c4ee5121ad0d51fbe0c269d7e83704363a526
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.16.1	-	634c47679d33eeae497671fcc8d11ff6595c13c4
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.16.2	-	4f5ba2aa5f30d4c6e426c8e4c019c521d54014c2
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.16.3	-	9b537a49494b4e860a922733e85cea49b288a7f4
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.16.4	-	7147d85d20d937c8fedc949f6a6afee6c456de0f
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.20.1	-	132c24877971c479fa7f119c3c154f9cef1d1960
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.22.1	-	b7dd264a4275cdfb251bc587c47eb6fc72803c35
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.22.2	-	6f0b07ffa0acd9d11b337b7d44e693953be63292
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.23.1	-	92daae2e5053a3621326acfcd1aafcdbd1463f69
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.24.1	-	01f280f75f8b406053ab5691ca91dffbc2117cb6
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.24.2	-	032b0002a1827e36f477c03940f99e5cc1a86575
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.25.1	-	7d06457544c48f7ec85ae6e3bcfbc550b78473b3
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.26.1	-	8551572318f4aaf9d0d63c232c59b01dee7e566a
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.27.1	-	6e8bc2134723805b9be9e359c4e8cdd6c133cb98
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.27.2	-	107e72ed7ea27a25a42b84e1d71719c0b85dd86a
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.29.1	-	006e5c6f3b8f3bd8b8c5dc80fcbb7098a4374956
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.30.1	-	1694b92bd68b9a9eb75f11b0b4077b8e4252d857
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.31.1	-	ac2de83cc10c7d6e54516b8be645cd2d11eac182
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.31.2	-	f232692dd0b479538c5e319b0d6e6894cf8c533a
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.32.1	-	b842a639eccf772280ff905729a3cc9f6bcf90c6
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.33.1	-	0935983d6fa18c2fd2e19703aac78a12bb57f0ff
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.34.1	-	6a5e69a1c4f9a12373c9a5616c60dd59b12fd315
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.34.2	-	f7b8b1363a814adc57bbd77ab0910765004a4605
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.35.1	-	850791fa158c1f2541bd4adb7569b8432f8d0803
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.36.1	-	a3d705112395b5d13ee57fd9f2aea525200a5079
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.37.1	-	21e055670fba5d86bee3100435f3a2b53e331c77
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.38.1	-	fe3221803e6906ebc7c989824a1831ba8b1e8462
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.30.38.2	-	609537abcd4560abfa4d51abfa5bcea942de2a05
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.0.1	-	a4e156933a6edae0657d9ea673f95417443a0501
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.1.1	-	2278160096ba7d35552922cacc65c1cbdc019b5e
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.1.3	-	606ce5faa9da7fc8e54d35cf5205a3c127b568f1
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.1.4	-	2dadcbdb23b1ed1cfd399b8725cef200bf664967
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.1.5	-	acc85f07898fdfe5f3af9a9661b2c79da67a3592
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.10.1	-	c8ced7a3a90dc180b0022d29a6a7897d6c9b4d61
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.11.1	-	e37ad3d3ca95d5f5a49baa43648b24cf8114314e
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.13.1	-	ad804f10d91c673ec92250ae6aaf272aa7642993
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.14.1	-	d592c57289b247c92f4ce7208721bad0f4346855
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.15.1	-	004b10987dea81d05418422be60a11cae31921b2
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.16.1	-	12e838f8df41f4039f8a3dc81cd62dc9218c50d5
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.16.2	-	ea154ffede5428426e62e4216d02021ba85979f6
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.17.1	-	9c93ce3f41890a742627740668eb06cf2a757be4
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.18.1	-	dd5f4eee5124faf6fc4b2e8c3b985d3f589fca24
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.19.1	-	8dcce0e15c0d05eac47cc30b404fc76687fa6f4d
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.2.1	-	93a00e9f0daca53b541dbb28d98802c588810925
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.20.1	-	2e6e4011316557143b784d068302e141ed7d5c7a
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.21.1	-	63b32719f11f81f1328f4f48092107254b3bcd99
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.22.1	-	2a052edfee082a1710144a3393582ba2d731dc64
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.22.2	-	99afe0ad91d05d70a3c575f9fbb2b98407903de5
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.24.1	-	819df31caba48fc9b082c3105a40f73ea57ce132
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.3.1	-	5f04e1f6af2aeb023dbbbfb2acd9695b60af3dc5
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.4.1	-	1841148dde1b008bab07d8eadfdb61ed8642b47b
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.6.1	-	519da423ba4a07f20944978828e790feb5159051
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.6.2	-	44a619f561a44ef7e6a666d6f48a1561fae88634
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.6.3	-	efeabdd4abafa6cbf3f5cbb462174c4bbd7e99e2
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.7.1	-	02e0d5e7d2127c99a1a97415d6c1dc541c55d983
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.8.1	-	d206f0ab142a9b6d46e7f4d34122b1bae57f9244
dev.zio	zio-aws-kinesisvideosignaling_2.12	7.31.9.1	-	66818ef3ed8bf21582458f5c6b806b857a2827cb
dev.zio	zio-connect_2.13	0.1.0	-	c2e81c7fa748ce970e6c0f02e2bb862a35eaad6c
edu.cornell.ncrn.ced2ar	ced2ar3-api_2.11	0.0.2	-	c32d66705f059c5cffea256b09723359b4e20041
edu.cornell.ncrn.ced2ar	ced2ar3-api_2.11	0.0.3	-	3ebb9f36da9fbd4bf80aa495f90221fb1814a116
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.0	-	e42cc4e9555ca1aa0295f83b86f42fb17b8d0b85
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.1	-	93b89d70ebb31358d733c0981ad461a224871ffc
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.2	-	6cf8304b7176a40b6e51e2c68bed63bfe42a79a4
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.3	-	165f74b7df89d72c5748e74f93fca75044607d1b
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.4	-	87123c6e582beb22c6f29ee4989d563339ade308
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.5	-	af465a2782f935dfaeb942f319d329f9b023bb11
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.6	-	51c2da26f66f51dee0f4e9b2f8850832e9ebd1ec
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.7	-	22ba6a7b6d3b5d201c41e2c903f3d5e9f5b495a2
edu.gemini	gsp-core-testkit_sjs1_2.13	0.2.8	-	c0110acf524961c2d66e535a34d9d0f021c76598
edu.stanford.protege	protege-owlapi-extensions	3.2.4	-	1a247fd70494638f48250356cc17a1bcb56ea43e
edu.stanford.protege	protege-owlapi-extensions	3.2.5	-	5055e27d0e66b70caeb20f704d0eb7fe762cb801
edu.stanford.protege	protege-owlapi-extensions	3.2.6	-	d4443ac023dc326317054d28bcb96893d142c06b
edu.stanford.protege	protege-owlapi-extensions	3.2.7	-	d86ae8b94df1fb6f9a06ab8d86182da831984534
edu.stanford.protege	protege-owlapi-extensions	4.0.0	-	9a8f65bd1f63582e2737622ead2cc19850f27869
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.10.0	-	3b3ca558f2dd945c50e3bc7ea959344eb4467723
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.10.2	-	afe5ba469e66b0d0aafec3fd61d403aee2fc9e1a
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.10.3	-	bac32473ed81c4164557dd4a446cef856e3b29c1
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.11.0	-	91b78e27dbe6377ab41d89e205fa897a5e3cadb5
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.11.1	-	3443356d62cacc3cf378c102c0e5d58658f21c33
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.11.2	-	89ce638b8287e84f96d6259eb0af6e6d12e2c4a8
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.11.3	-	217af5fa2178bf01a93a6cac5e345ef3147a6e18
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.11.4	-	06b1f8e79164a04ea820920db6faf49d1768db93
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.11.5	-	6c50aaf2e9bf3f313b7bcedd70e5e68b0d82e11f
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.12.0	-	4667a83d85d75df621a25b875f31be33f2ab7e7c
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.12.1	-	3139c3745a6af4d212c58fef162606497a08f579
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.12.2	-	75cec66379959f40e4a048aa6e5d8eb55882a60c
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.12.3	-	097053554a2a5d44b9e1272aea5d0b4561d87449
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.13.0	-	64215eca6d4014df6e3095f4210a3c12141b56a7
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.13.1	-	52009179aebeaac663a37867042978d62da78e3c
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.13.2	-	9672f1744a61cec4fc3473c6c80f02631d9ad4c4
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.13.3	-	f3fafa24b59df567d3aede5e453c52d1f6f34c1c
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.14.0	-	7df738cadb00ce052c4e0a789e3b5740a6941d64
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.14.1	-	aceda7dc525936a7fe96c61ec1e183b2eca69086
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.14.2	-	ca9484758dc9bbc20ec4a16254619e033d4cad91
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.14.3	-	7782261cd7f348ca6634a3b1bb3679796e6e8b8a
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.14.4	-	5237c8e9d3ea034f61be70d309e09a1472e7566c
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.15.0	-	47ef0ddd04231d7fad15a5b2fc0d2e6c14ac944c
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.15.1	-	11919e135ad301e79779a7a5b572cc8d2eb1e9b2
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.15.2	-	13a534c5ae4aa45fc49c3a2b8bf2e5a85a1fd8cb
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.15.3	-	f6595e675e72c3622e459f11ff7743d84e9917c3
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.16.0	-	addf0a33312151d94b6c99391a3f665554e7ccf8
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.16.1	-	b69aa5239eebe506f004aa1909addb60de796b5f
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.16.2	-	b3ed5c2ba5c986e831f93012deef39017ce002cb
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.16.3	-	33fc79c953e80346aa4c52c3d7fbbfb8189cde45
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.17.0	-	e8dfb62084108d109c64d6c5eb16b3557b190e07
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.17.1	-	cbc3d6c5102ae7c07694d4f3f81cd02861773bd8
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.17.2	-	df44adfc22e1986dc35dbf0ee271fc1bf81b3869
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.0	-	19beec1a748a0183801491cf7d4a6a0453da4648
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.1	-	4f244de20303cd4aff610923206b323cc0da5bef
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.2	-	9c64415800523b6ec42b0a3595ef7182c8ef5959
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.3	-	cc51310803033c3bcfceda20e305116d50947100
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.5	-	e7a848b329928a391be20dd8c81cef3017d18bf4
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.6	-	d4a2a550012932f4b0586931e4a564e85aeaec29
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.7	-	40053cba53f074f26f3ec1305c76e68ad44f31db
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.18.8	-	fd9ec35525add8d420aef3da1f5830d28a3eb1db
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.3.0	-	9431277b125e0dc99ec55ddb5b6ac20e053bd84f
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.4.0	-	bc403914dfe330a5e6aa21aa4f4548bb2dda3e5d
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.5.0	-	fefb9a721d392e55ed906b56547713359cf69628
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.6.0	-	34fcd28b08a4ffb91aa114792b41ba0d8aaac32e
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.7.0	-	84a7d7881201bf0e2ae4650ef06dc16e5098efda
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.7.1	-	65fa1cb919867559feb1457ca2114c185e82e1cb
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.9.0	-	426e1e51c3cc3ba201f6101340920f8c75c92336
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.9.1	-	e392b87156d1d83ac27d8fd1f243b473c8671245
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	1.9.2	-	13c950d4ad587a70ab42be4a5f344256e5f44055
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.0	-	e1c34c34b4f4a4ddd1080479a6abd0f890fda8a2
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.1	-	cbc0a452bcfc3acbd3a2afcafcf102b90c8de383
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.2	-	c9ba87d0f0d6f5a1b2b8ad97da0a002a3817f32f
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.4	-	e32d594c063252d5fc0ebd201ce7208f13db0eb9
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.5	-	496e20c51cb5a03e71b268917b7da2cb820ad69d
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.6	-	ac8dd10a037b3ffe4fb2a47e0e95da2142d893e3
es.prodevelop	es.prodevelop.pui9.model.dao.sqlserver	2.0.7	-	ed8cb817d408c6eb57d96f53ffdc96167efbdbe6
eu.europa.ec.eurostat	searoute-core	3	-	d541573785676d16786255835cfd6e82ce9f1f3b
eu.europa.ec.eurostat	searoute-core	3.1	-	575a931ea5396bdb1c8f6dc138c2c1bbe6a6b9d1
eu.europa.ec.eurostat	searoute-core	3.2	-	245888d4305775357bb66ac1a2efa6c2a41d4df3
eu.europa.ec.eurostat	searoute-core	3.3	-	963f55a50fa13a44289d7d53e0c227ad7a2fd082
eu.europa.ec.eurostat	searoute-core	3.4	-	5910346b0d69847860ab62f47bac52355bc4717f
eu.europa.ec.eurostat	searoute-core	3.5	-	45dfe8c53efd3613c757414c45021572cdc509d6
eu.europa.ec.eurostat	searoute-core	3.6	-	43be1506292c5d7f33ec8fabffd53a1fd9dd4650
eu.socialsensor	socialsensor-framework-client	0.1	-	3d49e989f66e5438d3e1fe12f18441dd2d32e356
eu.socialsensor	socialsensor-framework-client	0.2.2	-	759b651ed8b7c01918bfc355c0526aebb4a118c3
eu.timepit	fs2-cron-core_2.13	0.10.0	-	76f557c79b604a71d538c03748c876548560a7a1
eu.timepit	fs2-cron-core_2.13	0.10.1	-	979c587a2327a12f1f4f15dde6c5e9df076e9bf3
eu.timepit	fs2-cron-core_2.13	0.10.2	-	61887807387996c8c7ccb77d83f9009bc593ad47
eu.timepit	fs2-cron-core_2.13	0.2.1	-	9f94734747285166cb3f7acf9c910bedb40e68a7
eu.timepit	fs2-cron-core_2.13	0.2.2	-	9953f615ea7469beb996b5def703028bea1d2f16
eu.timepit	fs2-cron-core_2.13	0.3.0	-	3919a18a2822a141b28f21cb40cda2323ef908be
eu.timepit	fs2-cron-core_2.13	0.4.0	-	670eed89d656049b51f43b0f1f714ae721f45549
eu.timepit	fs2-cron-core_2.13	0.5.0	-	61182d348568d85d1c913c8f0f8cb8ef44fcb987
eu.timepit	fs2-cron-core_2.13	0.6.0	-	d11b09ae6762a475042870900b14abf151a5593f
eu.timepit	fs2-cron-core_2.13	0.7.0	-	112b503286ab514154be357c34b651c10cf20dbf
eu.timepit	fs2-cron-core_2.13	0.7.1	-	a87185003d8fdcbf04c83a3877d4f91ea7cb0aa4
eu.timepit	fs2-cron-core_2.13	0.7.2	-	d8559cc16ded73784019ce611e0051d2b157e0fa
eu.timepit	fs2-cron-core_2.13	0.8.0	-	05b81438f1489052108021934638e790331f7539
eu.timepit	fs2-cron-core_2.13	0.8.1	-	ab753e5251b33a9ea5429dbe1c252c10966f70ca
eu.timepit	fs2-cron-core_2.13	0.8.2	-	63eb16a9fe036c469bf420e80ce6c883104f0742
eu.timepit	fs2-cron-core_2.13	0.8.3	-	029476f92d95766e1ce61b01265821eb0c88fd05
eu.timepit	fs2-cron-core_2.13	0.9.0	-	c7e4f028fee81c30e79954a18b6aa1f75336523a
