academy.alex	custommatcher	1.0	-	db8fadf4836f39012608b5fd3cfe09f275bd6cb5
com.amazonaws	aws-java-sdk-transfer	1.12.640	-	5803d216f0d90edd27cc0b3a1d74354da32fa148
com.amazonaws	aws-java-sdk-transfer	1.12.641	-	ec8e92b3d49e8faf764b80a24138784a5bdbe1da
com.amazonaws	aws-java-sdk-transfer	1.12.642	-	15b5b906f1952e1556f5194cbd808caee2226910
com.amazonaws	aws-java-sdk-transfer	1.12.643	-	6a1120522ed9ff797be029f56da8a2c0011698b2
com.amazonaws	aws-java-sdk-transfer	1.12.644	-	49f32abbd772e6972526dbf2179576b8598425ed
com.amazonaws	aws-java-sdk-transfer	1.12.645	-	3828b607a35200f1f7de753c74335c48c8cf26aa
com.amazonaws	aws-java-sdk-transfer	1.12.646	-	6acd3f4cb65ab8dc4e11e5b9f95987eb7dc625a3
com.amazonaws	aws-java-sdk-transfer	1.12.647	-	6daaec7e4300aabc51540e84ca751978da7e307e
com.amazonaws	aws-java-sdk-transfer	1.12.648	-	271575a30131aec63d0b0eb2083ad9ad52be34b6
com.amazonaws	aws-java-sdk-transfer	1.12.649	-	6b2eb4241f473cc93571a7ffc7ed5395ac701063
com.amazonaws	aws-java-sdk-transfer	1.12.65	-	3fc1bb1261ae3f5ef57e6229c6ea00809c55d93d
com.amazonaws	aws-java-sdk-transfer	1.12.650	-	881afa62599149cbfdb7a78ff160890bcaface48
com.amazonaws	aws-java-sdk-transfer	1.12.651	-	8fffad7b665994438707bd4195da922603b7fc48
com.amazonaws	aws-java-sdk-transfer	1.12.652	-	7fc2b6fd8244ebf6f354cf1bd79772e8abce0f4e
com.amazonaws	aws-java-sdk-transfer	1.12.653	-	b641dd35825bc75a9a9e8b7e4248229d57339781
com.amazonaws	aws-java-sdk-transfer	1.12.654	-	1d14ad76a694555b429e906269d39c9371943ec5
com.amazonaws	aws-java-sdk-transfer	1.12.655	-	0f695e1799294cd19e7cc6c6bd668621d3c239fd
com.amazonaws	aws-java-sdk-transfer	1.12.656	-	fa828161bbdfd3350b9633f59d9af420a8e6b9d1
com.amazonaws	aws-java-sdk-transfer	1.12.657	-	fde81e6203fe6865c942b741370bc91c890e3af5
com.amazonaws	aws-java-sdk-transfer	1.12.658	-	216e2e2f2eba4775c55cce04f5f6568e08d499ff
com.amazonaws	aws-java-sdk-transfer	1.12.659	-	4f49d29d4bee369a45a38fb65b1c4d6df3856890
com.amazonaws	aws-java-sdk-transfer	1.12.66	-	2c2ee23552147c26fe0bc95559e78dd413dd8b77
com.amazonaws	aws-java-sdk-transfer	1.12.660	-	0151926fecc97671be3ef5256279994f8b48cddb
com.amazonaws	aws-java-sdk-transfer	1.12.661	-	1c775a1fb935b092c56cf57ce2ef5105e2e44be5
com.amazonaws	aws-java-sdk-transfer	1.12.662	-	92fe6ab0bdeb9ea8fe9ccbcc9e53997015f928fd
com.amazonaws	aws-java-sdk-transfer	1.12.663	-	5f711941bd390900bdee9dfd60c79146c4f214b3
com.amazonaws	aws-java-sdk-transfer	1.12.664	-	e2ada88c114c7ccca3ebabf00bf33596717ff864
com.amazonaws	aws-java-sdk-transfer	1.12.665	-	9b05709a76056d484193eeea9c38b1eaac04fd94
com.amazonaws	aws-java-sdk-transfer	1.12.666	-	247579a0a1b43ca2695f6bf34cef827662453ff8
com.amazonaws	aws-java-sdk-transfer	1.12.667	-	c1fd1e7ab66ac84a0027a5f50b3f3908605e9f00
com.amazonaws	aws-java-sdk-transfer	1.12.668	-	545d947dc78f3a1a6e0f43111a788e020fa89b3a
com.amazonaws	aws-java-sdk-transfer	1.12.669	-	a271ae88bbb86f91583c28e32096ffd44159a490
com.amazonaws	aws-java-sdk-transfer	1.12.67	-	12396fb54aa222ccc49c12e4f853cad22902bad8
com.amazonaws	aws-java-sdk-transfer	1.12.670	-	91273872bbb6ec83d1230ff2f823b8881bb07abf
com.amazonaws	aws-java-sdk-transfer	1.12.671	-	82fc06b8bc0a5cf9917e566047bc7ee3c69a1ba1
com.amazonaws	aws-java-sdk-transfer	1.12.672	-	843979b06d63068895eb76bb2234d3f54f7e07e4
com.amazonaws	aws-java-sdk-transfer	1.12.673	-	8cbdec676c3b6fc4b6d775ffc8bb3b1f6819b426
com.amazonaws	aws-java-sdk-transfer	1.12.674	-	961c1a049811eeceab93ad3269b0b30d956c18a4
com.amazonaws	aws-java-sdk-transfer	1.12.675	-	4a02758d6fd2b8a6383cc981c9b188b0b4fc5878
com.amazonaws	aws-java-sdk-transfer	1.12.676	-	e7fc7bd9fd16657c5ac80716311baff74b045dda
com.amazonaws	aws-java-sdk-transfer	1.12.677	-	e977e888d5e84222d1e8aac7f10a5f04e9b752c7
com.amazonaws	aws-java-sdk-transfer	1.12.678	-	4e060834fd9776a851c16d96832f85a7539c210f
com.amazonaws	aws-java-sdk-transfer	1.12.679	-	13a522014afeaa5708f03d9c1bffa267bb9a86b2
com.amazonaws	aws-java-sdk-transfer	1.12.68	-	48d1b30f8e926b5ec26b15061aa57074d11d087a
com.amazonaws	aws-java-sdk-transfer	1.12.680	-	c2ac8b073c496f49e4e3a0ae701a55dda7ab20d6
com.amazonaws	aws-java-sdk-transfer	1.12.681	-	f793f315b7430aae04535fd2a86c3412dd20c80c
com.amazonaws	aws-java-sdk-transfer	1.12.682	-	349683c1308c9547acc24fc06c5132dbcc0fa9f9
com.amazonaws	aws-java-sdk-transfer	1.12.683	-	4da6a15a7f6adbaff61aa70103eb3eda8ab631f6
com.amazonaws	aws-java-sdk-transfer	1.12.684	-	e0be1b05d6ec6d49ff9c5c5b2e22f223b24cf91d
com.amazonaws	aws-java-sdk-transfer	1.12.685	-	ba7d82ee35ff105282396ba8c3e152633f170566
com.amazonaws	aws-java-sdk-transfer	1.12.686	-	3377c7759478480b10aedce458bed0fca2089098
com.amazonaws	aws-java-sdk-transfer	1.12.687	-	352ee0d39909ee43cc5433eff087e64ce0b5471d
com.amazonaws	aws-java-sdk-transfer	1.12.688	-	691dca052ba16ab1ec8496442ea95488d9018116
com.amazonaws	aws-java-sdk-transfer	1.12.689	-	be9ca3183ca9a1287e33f03d0bcbe6b2c59fb63f
com.amazonaws	aws-java-sdk-transfer	1.12.69	-	a07dde252b757b2d2d2079537a90fa31c7280b36
com.amazonaws	aws-java-sdk-transfer	1.12.690	-	ebb9a51aff1968ab7be6061b0f44e28ec13f46a0
com.amazonaws	aws-java-sdk-transfer	1.12.691	-	dc1feb26c2bef63657671588ba49f4c35409580f
com.amazonaws	aws-java-sdk-transfer	1.12.692	-	c107834c726fc5a1a0e46449cb04d1d1668fbf2f
com.amazonaws	aws-java-sdk-transfer	1.12.693	-	d35f4178f91fc7af7836049c2291650ca97ad3e7
com.amazonaws	aws-java-sdk-transfer	1.12.694	-	4a869aa3f1eaeff59818019028dc3d48c50afec5
com.amazonaws	aws-java-sdk-transfer	1.12.695	-	ce5cc2bc68181626c340c3955754c1e4e3b8cd68
com.amazonaws	aws-java-sdk-transfer	1.12.696	-	d9f6410b764f9bf0e261cc7e490b4d8d22860ba7
com.amazonaws	aws-java-sdk-transfer	1.12.697	-	fe5a8e8148755dffdb9f381bf3888c9aba6ec037
com.amazonaws	aws-java-sdk-transfer	1.12.698	-	543bd159bf05916059015dc4c164c19b61764274
com.amazonaws	aws-java-sdk-transfer	1.12.699	-	cd55be725ebe48fbf15886d95e79843c3ec8484c
com.amazonaws	aws-java-sdk-transfer	1.12.7	-	bee45d0103c5b23831e659503bb34de62d9403b3
com.amazonaws	aws-java-sdk-transfer	1.12.70	-	5023efe01b4a4b20d2094948239090c5ce697003
com.amazonaws	aws-java-sdk-transfer	1.12.700	-	b01086fa32bdfa5bdcd21fcf88a8877398c9de70
com.amazonaws	aws-java-sdk-transfer	1.12.701	-	2036376f7276e1dc3a583bfb3dea722e145c2630
com.amazonaws	aws-java-sdk-transfer	1.12.702	-	5315689b9bd8ac8e91100d3323c0a0855f9ef5f8
com.amazonaws	aws-java-sdk-transfer	1.12.703	-	804bf28e59642cb811af622c1e50be7ef13dade5
com.amazonaws	aws-java-sdk-transfer	1.12.704	-	57df9e63d20e037ddad8edff7d0462eb2daf7ac9
com.amazonaws	aws-java-sdk-transfer	1.12.705	-	bb9af6aad2649eadce3468bd098a256ed0f80083
com.amazonaws	aws-java-sdk-transfer	1.12.706	-	92ea20950c7643918e903fb5141ca26b4aebe5ac
com.amazonaws	aws-java-sdk-transfer	1.12.707	-	2aeadd3005044820e7e3cf4fefb13e7121ce4cf6
com.amazonaws	aws-java-sdk-transfer	1.12.708	-	2db181d88e1c4a27474968be5ef27b0d01f9d57e
com.amazonaws	aws-java-sdk-transfer	1.12.709	-	db1ae25343020be3c84f7fdb541f884b8438f74b
com.amazonaws	aws-java-sdk-transfer	1.12.71	-	8044bfbb58d83dc430161ad19bfd01ec8e74e64f
com.amazonaws	aws-java-sdk-transfer	1.12.710	-	b1eba09277749e3b8942776652c0f21d95dc630e
com.amazonaws	aws-java-sdk-transfer	1.12.711	-	6cd8f7b2e091b7f02a293e1bc7a2751301d54784
com.amazonaws	aws-java-sdk-transfer	1.12.712	-	d65aa9503c56ce1bdd9548f34794d8bc17c4885c
com.amazonaws	aws-java-sdk-transfer	1.12.713	-	3b67a976c6fb91025ccefa946658f777918de078
com.amazonaws	aws-java-sdk-transfer	1.12.714	-	93754ab5ff107b819b624170ef5c3c01a825706b
com.amazonaws	aws-java-sdk-transfer	1.12.715	-	bfab39e5b5ac2be8e6cc997d74ae0cf2614abf63
com.amazonaws	aws-java-sdk-transfer	1.12.716	-	982640a522aee607847f64414c0d9c20e79a2649
com.amazonaws	aws-java-sdk-transfer	1.12.717	-	f2ac5087f6661637c93a3020c11dad3ee45c6e86
com.amazonaws	aws-java-sdk-transfer	1.12.718	-	9f8e8a8560258251f0ef9b22e0cb30c2ff90b8e3
com.amazonaws	aws-java-sdk-transfer	1.12.719	-	b2e3b5caf70c35503f402d3e668741d74de0bfc3
com.amazonaws	aws-java-sdk-transfer	1.12.72	-	60a8d01a7bb3a93896e8e7491d76a131d28d56ad
com.amazonaws	aws-java-sdk-transfer	1.12.720	-	2859f16bd7a0fafee792c47dc31dc6cf791965f3
com.amazonaws	aws-java-sdk-transfer	1.12.721	-	00239c20d36193a7a18712964a9452ea0b0b999e
com.amazonaws	aws-java-sdk-transfer	1.12.722	-	258527f1ec6229a8deaf2fa0bb599b4ffe510b9a
com.amazonaws	aws-java-sdk-transfer	1.12.723	-	4edc6c4004371df33d632c4f0d20a479c0f214af
com.amazonaws	aws-java-sdk-transfer	1.12.724	-	722755ae105406b9b78ed41e3eababf7418212a7
com.amazonaws	aws-java-sdk-transfer	1.12.725	-	73152ed3dd07aabe9da9b1519804831ecb175b24
com.amazonaws	aws-java-sdk-transfer	1.12.726	-	318efc49e4aa561b825e22e96ec6a937aa5a90ac
com.amazonaws	aws-java-sdk-transfer	1.12.727	-	8e96e21d4686f93b015e830a5e6be1795b5547b1
com.amazonaws	aws-java-sdk-transfer	1.12.728	-	80e355a7bd716c4546c798f8cfc2f0dbb4bcb906
com.amazonaws	aws-java-sdk-transfer	1.12.729	-	5b160304da9b33b508b9186d27af87626bed9b1d
com.amazonaws	aws-java-sdk-transfer	1.12.73	-	bb4b5aed5426c4624af160fcf4bba375d7c8ffd7
com.amazonaws	aws-java-sdk-transfer	1.12.730	-	fa67fb36a76b3d4b49719978b5be1344db4efdf7
com.amazonaws	aws-java-sdk-transfer	1.12.731	-	6a22c1a8cd2ccc06d996ce819af4eb01ee2171cd
com.amazonaws	aws-java-sdk-transfer	1.12.732	-	9078db841911e74065f2f2f5d7ffa5668db6e385
com.amazonaws	aws-java-sdk-transfer	1.12.733	-	7769fb1b8aa30b1a8e7ab28591e9b64e31eeb6bf
com.amazonaws	aws-java-sdk-transfer	1.12.734	-	b16b6683a7074eeb2b875ca40f8aa9a180427dad
com.amazonaws	aws-java-sdk-transfer	1.12.735	-	903f00fe86ae0b6f275bc375117273ca82938efb
com.amazonaws	aws-java-sdk-transfer	1.12.736	-	bcaf5115f6c3743e87283e492a15844058cf7a82
com.amazonaws	aws-java-sdk-transfer	1.12.737	-	192bde60d9a854bfb4253be8b10a4af238bdd18e
com.amazonaws	aws-java-sdk-transfer	1.12.738	-	af78605bd34b58571a0de0a30c594654a5d0fb63
com.amazonaws	aws-java-sdk-transfer	1.12.739	-	7873fb84264716110936bdb3b1796d8143b6192c
com.amazonaws	aws-java-sdk-transfer	1.12.74	-	b097af4da6ef73282eb16068cf4bc21b829cf136
com.amazonaws	aws-java-sdk-transfer	1.12.740	-	72ea59eb87ffbb8adb715fa7e806a4233aa4e6b6
com.amazonaws	aws-java-sdk-transfer	1.12.741	-	bc4240c4f2ad334fcd0414f48153a591b11d3695
com.amazonaws	aws-java-sdk-transfer	1.12.742	-	a9768d91e44478b63c10ba374a9008ba6a582c5c
com.amazonaws	aws-java-sdk-transfer	1.12.743	-	54b55236443b03f47a36f3c9844d33a62bb0eeed
com.amazonaws	aws-java-sdk-transfer	1.12.744	-	a24ae2b0804d27b3af2046a9edb5434962c1630b
com.amazonaws	aws-java-sdk-transfer	1.12.745	-	d75dbe0b7f902dddca934429df5c7aa7555614e2
com.amazonaws	aws-java-sdk-transfer	1.12.746	-	daf20e477463a4fda5ccaa41214ffa7e6d345b88
com.amazonaws	aws-java-sdk-transfer	1.12.747	-	9e0eef63b19be54b53c996c6a66f04df5e339bc4
com.amazonaws	aws-java-sdk-transfer	1.12.748	-	e0bb45295b949a6b36952274850bc0d13949b2d2
com.amazonaws	aws-java-sdk-transfer	1.12.749	-	d3ca16151eaf9eb18a75bf3ba2c36bf39d19c5de
com.amazonaws	aws-java-sdk-transfer	1.12.75	-	69df0f86776967c89ccdb3259fe12cc214364d68
com.amazonaws	aws-java-sdk-transfer	1.12.750	-	4af5b02fd0574e9713d78ba27b14048ce4873f19
com.amazonaws	aws-java-sdk-transfer	1.12.751	-	bcf913aebb362f8396480e432779976b3d21d0c1
com.amazonaws	aws-java-sdk-transfer	1.12.752	-	17cc19853b1f40292ee5ccb8d74f90c429d4e46e
com.amazonaws	aws-java-sdk-transfer	1.12.753	-	459f72c7311dbd66171823ec5f1d541c4e2dd6c6
com.amazonaws	aws-java-sdk-transfer	1.12.754	-	809652e5680641806e3cb53c2c0c7e077b35e69b
com.amazonaws	aws-java-sdk-transfer	1.12.755	-	dae1128f1bfddf56679e6710e30f3e9341952ff9
com.amazonaws	aws-java-sdk-transfer	1.12.756	-	ee5397e9e0caff311ef3f8e4517ee1b91a42dab8
com.amazonaws	aws-java-sdk-transfer	1.12.757	-	700330cef98f7f0d9fe07e4951fa906ee5999f3e
com.amazonaws	aws-java-sdk-transfer	1.12.758	-	cff09fa71a05ac264973d7dbf579bcea2e1a2159
com.amazonaws	aws-java-sdk-transfer	1.12.759	-	963ae68f02ba00e4aa1058d356f8ef5825fd626d
com.amazonaws	aws-java-sdk-transfer	1.12.76	-	4445c458a916f67032238e753cd6b228717c5880
com.amazonaws	aws-java-sdk-transfer	1.12.760	-	f646e73849cf4357feaea0977dc81f13d044f908
com.amazonaws	aws-java-sdk-transfer	1.12.761	-	2d2c1f21cb323399b1e2d81345918a607f51f324
com.amazonaws	aws-java-sdk-transfer	1.12.762	-	1b85c0c283fd68a144213b5716decb8582aa9cca
com.amazonaws	aws-java-sdk-transfer	1.12.763	-	721d1037ec313e58ccd17f80a8e4c0b6ff190b86
com.amazonaws	aws-java-sdk-transfer	1.12.764	-	e9a599a23ba6860fce7fc01989a49d92447f7795
com.amazonaws	aws-java-sdk-transfer	1.12.765	-	db888c7bb5a284315e24ad81402c3291b431190d
com.amazonaws	aws-java-sdk-transfer	1.12.766	-	7978e443030da8e2778c9086a60837264d8de772
com.amazonaws	aws-java-sdk-transfer	1.12.767	-	866fc3abc5eed4eed8b22cadef06592609ff5171
com.amazonaws	aws-java-sdk-transfer	1.12.768	-	e19e8a8375601854633c15fc8e218db16ccea6fc
com.amazonaws	aws-java-sdk-transfer	1.12.769	-	b73a07ab69a01e1317c23028cf3ae8f9d523edb7
com.amazonaws	aws-java-sdk-transfer	1.12.77	-	cab731b2f01150c442377531238208ebaf6f07a3
com.amazonaws	aws-java-sdk-transfer	1.12.770	-	bb39e698bd6c9170121719b71aadb3688045adce
com.amazonaws	aws-java-sdk-transfer	1.12.771	-	e82e60f8e1402dbcdf688890f552d505de04bf14
com.amazonaws	aws-java-sdk-transfer	1.12.772	-	90af33a56274d8e3baaa4a49e0e0c9226ffa68f7
com.amazonaws	aws-java-sdk-transfer	1.12.773	-	a1fd84b851db181a3491bd97ca2b10a9d5633973
com.amazonaws	aws-java-sdk-transfer	1.12.774	-	92a995e53d13d19cea0a647a643e89be39ab3761
com.amazonaws	aws-java-sdk-transfer	1.12.775	-	793504796aac107bd809ea0ea2466f5fd676de59
com.amazonaws	aws-java-sdk-transfer	1.12.776	-	876784dedcf98aa8a6bb2eb5655d96bb873559b6
com.amazonaws	aws-java-sdk-transfer	1.12.777	-	b81373a237c98d355d383f44372b8e418ffdb442
com.amazonaws	aws-java-sdk-transfer	1.12.778	-	4143b7586a40f0c1fbc40d5e2e4aa1475675cc97
com.amazonaws	aws-java-sdk-transfer	1.12.779	-	b9dc01ba52810c6127fb906b5689bc3d71365d07
com.amazonaws	aws-java-sdk-transfer	1.12.78	-	c7934507b48edab1cd2c328d4ef63705adcddfa3
com.amazonaws	aws-java-sdk-transfer	1.12.780	-	0cee4a3268500408747fafd42c27195925c99fcc
com.amazonaws	aws-java-sdk-transfer	1.12.781	-	4275f0cf93bfb5432a3bc2ea9f73e64814f20fa6
com.amazonaws	aws-java-sdk-transfer	1.12.782	-	78222be59fc5ca7d81a7a32c895f1bf8b4688e7a
com.amazonaws	aws-java-sdk-transfer	1.12.79	-	6330ed0db8bf59f80f42eb6ce56fad0acbdd6124
com.amazonaws	aws-java-sdk-transfer	1.12.8	-	e55ff60bde3ff82f7f032bbfbeb7a4b6da197221
com.amazonaws	aws-java-sdk-transfer	1.12.80	-	bdb8a925d553ccae4e8314068603156d92fa5222
com.amazonaws	aws-java-sdk-transfer	1.12.81	-	a79b224bbe3023dc08c228e82c1b320830b228db
com.amazonaws	aws-java-sdk-transfer	1.12.82	-	6090224e3632f3f9ac77543ed7cc8b55dd66d042
com.amazonaws	aws-java-sdk-transfer	1.12.83	-	eb9003971ad73dbea2d26d212fce434e0ae34cb5
com.amazonaws	aws-java-sdk-transfer	1.12.84	-	ff02d5eb64bda24c471bf39c64d0ac852fee7b35
com.amazonaws	aws-java-sdk-transfer	1.12.85	-	677f8a2e9279a7d0b457c5734a00e41804f68d5a
com.amazonaws	aws-java-sdk-transfer	1.12.86	-	04c2a4a7c96205d922b55e0b6552f9f462903f6a
com.amazonaws	aws-java-sdk-transfer	1.12.87	-	99db65025ea894808be02f46da7f03319adb9b34
com.amazonaws	aws-java-sdk-transfer	1.12.88	-	f29782049b243fd067e368384f972059ad32db5c
com.amazonaws	aws-java-sdk-transfer	1.12.89	-	f1e8e522d176e51c6007bcf62fefd6651eeebfc5
com.amazonaws	aws-java-sdk-transfer	1.12.9	-	61739306fe1ace73bc4e8b82850502c00937844b
com.amazonaws	aws-java-sdk-transfer	1.12.90	-	b8115ed03cbfda1e40d59e009baaf173784ebedc
com.amazonaws	aws-java-sdk-transfer	1.12.91	-	7dabec8ba641a25af28c68689c19599b3405bc45
com.amazonaws	aws-java-sdk-transfer	1.12.92	-	e87efa9886ff2b191315e127f2a5f7ff40c39cf8
com.amazonaws	aws-java-sdk-transfer	1.12.93	-	dce31b0f520b689331a942030a86015c77235ea0
com.amazonaws	aws-java-sdk-transfer	1.12.94	-	49a84542379db4ffc910f2b7d0cbfa26d17e6544
com.amazonaws	aws-java-sdk-transfer	1.12.95	-	443ac8f0b3d7273f8c75bfdd5985a77174e25f87
com.amazonaws	aws-java-sdk-transfer	1.12.96	-	2a757d99a5711aa05522c3cd8c01dc19be79401a
com.amazonaws	aws-java-sdk-transfer	1.12.97	-	f2f85b459d8d91b64d58af042ff49e15d79b8924
com.amazonaws	aws-java-sdk-transfer	1.12.98	-	b626c63de30095afd3e1fde4e08997eb25bdd8f7
com.amazonaws	aws-java-sdk-transfer	1.12.99	-	756c960a43c8f5c128a816a7b1942f7e5dcdda00
com.anaptecs.jeaf.services	jeaf-system-management-services	1.5.0	-	07e42c6f577ad45c69815c73f7a48b0bf5c131c8
com.anaptecs.jeaf.services	jeaf-system-management-services	1.5.1	-	10227499233add9b2af6bc7a4914faf42f7a55bb
com.anaptecs.jeaf.services	jeaf-system-management-services	1.5.2	-	2a446689c43083962cfa984587752b77c49791bf
com.anaptecs.jeaf.services	jeaf-system-management-services	1.5.3	-	8fd6b3e935a7bd9f50660274648df43cb4caf73c
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.0	-	ab848526f8d471373da946706dfafd7d7696ef1b
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.1	-	c7a6c301056db7bf98ea88942cdf13b5cef4cb37
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.10	-	d2de618834628831928e64efe2fc86d00fc3d475
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.11	-	939ef027b2b389a20cd2b25cef5c4d2d85182d4a
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.2	-	4d76909d7ebfab4e8f941d97b618075153d777a4
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.3	-	3e9d58b1a9c1de77ee32e2b31d8ca761341e2762
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.4	-	96e83f42b4211009f9d16303eb092cc7b60abf31
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.5	-	d4ccd01baa7ff5d35af2a4fb289fa23f58830047
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.6	-	082cce62ffaa8d28e9c41a6130801298801afed8
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.7	-	31b209e5eb3bb2327e7b35e224e5081b8e7ee474
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.8	-	f9eead0f7e3612c2436b1ee5825bf033d43f79fd
com.anaptecs.jeaf.services	jeaf-system-management-services	1.6.9	-	a3252531fe6de7e9b7476dae6182cfdfe121561a
com.anaptecs.jeaf.services	jeaf-system-management-services	1.8.0	-	cb5614e4ba58366d45477156d876cc9ed77af21b
com.andretietz.houston	houston	1.0.1	-	266eedcd1ef52e18b4129f08225f11be3953e109
com.andretietz.houston	houston	1.0.2	-	b8748ef7daba75a1e959231ed9e3427d2c128848
com.antgroup.antchain.openapi	openapi-ak_93c6138867e14e2fbf6d96604dc87787	1.0.0	-	0f992fcadcba5bacc4aaa5317a860a5190e8bb54
com.aoapps	ao-appcluster-core-book	2.0.0	-	417511d81de855f43b8dcb26aa67aba079be0e4e
com.aoapps	ao-appcluster-core-book	2.0.1	-	d39b1e0d5323832e0a70851da6088c6d957f8705
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.5.0	-	898640fd777be633cc6137c269f8458b80150da1
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.5.0	1.5.0-jar-with-dependencies	5ad6df5031fd7f47f5f5eaac00d1270d7f2d2ff9
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.5.1	-	59ff428e6213342eeae1be8609b78c8f5cfab398
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.5.1	1.5.1-jar-with-dependencies	2330b4cee80bc1e4f449edbd4bf3fecafdfc782e
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.6.0	-	5ab607ac3f97f3d45ce402f9a00c5baa16b43506
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.6.0	1.6.0-jar-with-dependencies	b34690fbb8471613947d24d80f38ccb7fb4fb53e
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.7.0	-	1d8f1bd7325265974d89e6c2c9b488355aa94103
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.7.0	1.7.0-jar-with-dependencies	8943c356f0e9c795c4015b6aa1bf9d01ec930236
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.8.0	-	137c843f2c5e1e81ad1abae4b7e7328537d75c3f
com.arangodb	arangodb-spark-datasource-3.4_2.12	1.8.0	1.8.0-jar-with-dependencies	e16cfb50f066ca00c66bc8641dd849f13f46ab64
com.atlassian.maven.archetypes	crowd-plugin-archetype	5.0.18	-	7e5b7c9f10a37126ebcd726574ed577e80d70250
com.atlassian.oai	swagger-request-validator-core	1.0.10	-	7066b0bb2e311c8eefd9ba954ea572a461ed3184
com.atlassian.oai	swagger-request-validator-core	1.0.11	-	143c4b5be3ef32bd7062ffd35552a22c7baf41ce
com.atlassian.oai	swagger-request-validator-core	1.0.12	-	56c48f8c21b5cdb1d342a6bc0d421c71bfcd8e38
com.atlassian.oai	swagger-request-validator-core	1.0.13	-	6498865e0448ead5e8a43c0b8e1224a250a4a982
com.atlassian.oai	swagger-request-validator-core	1.0.14	-	74186814707875dd2f09acd427209c706268afda
com.atlassian.oai	swagger-request-validator-core	1.0.15	-	0569483b0958a722b534f2d398372bff17697594
com.atlassian.oai	swagger-request-validator-core	1.0.16	-	6c72a97031d587b24e09aa22e84e0da4a14cb294
com.atlassian.oai	swagger-request-validator-core	1.0.17	-	1f4fed9ff967ea42ce57a12f39089ca6972f6f64
com.atlassian.oai	swagger-request-validator-core	1.0.18	-	1b90169d65376d35d4c1819c70785a347673f11a
com.atlassian.oai	swagger-request-validator-core	1.0.19	-	f0edca065c9eda22fb5652c1ad2831f8cb2a19b9
com.atlassian.oai	swagger-request-validator-core	1.0.2	-	e090b7718b33d3893807319008b3612b88c7242d
com.atlassian.oai	swagger-request-validator-core	1.0.3	-	ac4444274d8150c7de1257b3860389ddaafa9da0
com.atlassian.oai	swagger-request-validator-core	1.0.4	-	61e61665763e0cd657a7dd2cfdf1aa4fd0058c32
com.atlassian.oai	swagger-request-validator-core	1.0.5	-	b408a88b2c47a1fad9284e11c49c521a89159a7f
com.atlassian.oai	swagger-request-validator-core	1.0.6	-	34d72312a883293e17c003b56d05c6129515a9f7
com.atlassian.oai	swagger-request-validator-core	1.0.7	-	0f1cad2fdaf951bac5a411a74c2e0576cfbfca56
com.atlassian.oai	swagger-request-validator-core	1.0.8	-	d5d5b4a758c60be785bbb09d1f7133c013048bb6
com.atlassian.oai	swagger-request-validator-core	1.0.9	-	8332510647ce19b019bdc5729b69334de3189dc5
com.atlassian.oai	swagger-request-validator-core	1.1.0	-	1045f304ac6cfbd537d725788a232966726ae159
com.atlassian.oai	swagger-request-validator-core	1.1.1	-	8808dd217f88b75685b0044746a4ec7d7f61f836
com.atlassian.oai	swagger-request-validator-core	1.2.0	-	e91f6295c1d42531cfd383dab5202a538e8bf4cc
com.atlassian.oai	swagger-request-validator-core	1.2.1	-	d2e83fb04e23c3614be2cbe34145c0fc133a385b
com.atlassian.oai	swagger-request-validator-core	1.2.3	-	ced27ed744122cc6f60ec7327e4dd9d7b9e86bae
com.atlassian.oai	swagger-request-validator-core	1.2.4	-	da5888b65a48f2a125aa21e6cf7b71cb41f9dcb9
com.atlassian.oai	swagger-request-validator-core	1.3.0	-	dd383cf047630e694e6f50da46ffca89cd3a00a2
com.atlassian.oai	swagger-request-validator-core	1.3.1	-	9705f5f2334691e4b9a3c64a4a4c38d4d10202ab
com.atlassian.oai	swagger-request-validator-core	1.3.10	-	4c29d1fdef4cc12fede1a402e4a22ec5534ce6d4
com.atlassian.oai	swagger-request-validator-core	1.3.2	-	b66e79133782e3485a435bc570de6703cf805c29
com.atlassian.oai	swagger-request-validator-core	1.3.3	-	7faba7095f48a5c1f6d47b500a999be0f81f7634
com.atlassian.oai	swagger-request-validator-core	1.3.7	-	5bfa3f6ace11c433d16b24d646c57f3344c6be33
