ca.radiant3	jsonrpc-java	0.0.1		2aa511a6cbc763b085cecad562b6ee68fe810aa3
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.1		35d0cf50d7ba9c0d70d41c362c962bfc1f0711e3
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.1	metadata	1f08ca595145d91e6ec46143d1c8208dcf8ad039
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.10		7f4f1840526c4a265bcd71ec247b971e5c396663
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.10	metadata	dad7ca4993892d7dae85f7bfe281914dd2a8535a
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.11		9cfc9c915d3271a82237c297f2b2eae6b5ee93e0
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.11	metadata	40ead89e1672451aa8e6f29344a2705bf792f5cc
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.12		17338aafd507004ca070797eef7fe74371e7cf72
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.12	metadata	a7cafd7649050699a289c35528728b566dfe96d6
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.13		a3b19e17db1eff87a29855b5112e712cff3e9ece
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.13	metadata	3c4d0b7c5ae9620c388641b1f5cfc6b1738dfe44
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.2		618d24b1eccdf3d02a0f74e868fbaccc0b891c94
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.2	metadata	fc889414a5484e999f2e89e6350fd10425e00495
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.3		addac3b5f50942cf4a2d24b8c7e1b2ba0d63125f
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.3	metadata	0b2617a6e53ea824509ea403fd5fcb8b47b553fd
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.4		8d0f25dccef8b0c768a490392c3622e24ed8f455
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.4	metadata	f27c58a2e391d170947eb85e82f664876c547c98
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.5		63c5503cc59218bc46a9825dd9b793538e341745
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.5	metadata	99ba6c1bd0e7afa6478d01a8f304f7c6bf949f38
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.6		c108cf8b5317400637868e4fc1ab361e4738382d
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.6	metadata	d120fbca23ad95fe588d9e50b350a97f6f8ba378
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.7		8034d53e4a76142eee57f217dcd5ded4788aa8d6
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.7	metadata	471162658eeecc80a75b5807d7208e6cc0e13449
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.8		eac3b3317a46864d265cf863b1bdeb23be8a8179
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.8	metadata	e77f0eba511e87dbc786b5e327d5568c7d525000
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.9		b693ea2102f9c4cc8225d37950a60c380bc9ce41
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	2.3.9	metadata	e237d7a4dced2d3a9e58649dd2c410a7cce92a6e
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0		aae3229fa3e1a07f0c9b0e38569c98cfcc9efe56
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0	metadata	67b196ccbd594aa789c1bd7d48bc48e6fa1c9e71
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-beta-1		b205cf4fd7b552f01cb8a5271151e79e01f95e13
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-beta-1	metadata	26c3e30a049576aeb95411c57ba38f59416664da
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-beta-2		3554cd2e2e7b5f0e7f7e81031f1678a379d4e827
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-beta-2	metadata	b14e699fdf84eb2f9cb2f51b8bd7bbd84736cf1b
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-rc-1		6c948ceb36cf29334882d6462aad8e413d35c5f9
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-rc-1	metadata	f1edebe1c0e2de393abce2875816be4b970f9b38
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-rc-2		c4b40e9e4dcea39d48504f85451c758861d4f252
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.0-rc-2	metadata	2e66c6d9e1a4eab1eb656e78d486669a628f63fa
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.1		a4150eaf20f501cad6f85e7e861ce3b5a47281e5
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.1	metadata	5c021d7d7ee4359027711100ec4b38b506af7b9b
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.2		c6868adc4824b6886fa57a7bf49f7dcdad9b74a7
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.2	metadata	902dc32f63115dc410140dbb4303fc22223835ce
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.3		7cc8adf376db90163128ae77265073e30faa895c
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.0.3	metadata	9af90c01df8896ce86c0da03753a4b1b89f8e1be
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.1.0		4490c4dc6c0f6431a687855f7371e6989e3555ae
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.1.0	metadata	dfe548abd687ab1f9d62c0dbb70a6367140ac079
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.1.1		02826e74d544cf21b6d624c1fdf84d7dcd48c8b4
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.1.1	metadata	f1d65459c5fe1c83ce12a0ffb37a6bad3f1c36c6
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.1.2		62a3ea7f24df41d092098b11a10e9040ff01d300
io.ktor	ktor-client-content-negotiation-iossimulatorarm64	3.1.2	metadata	d281f37618d2db79a27854a97ccf726c37445403
io.quarkus	quarkus-datasource-common	1.10.0.CR1		8ff69e961359fbe4e39617df2eb022f2bcd2facf
io.quarkus	quarkus-datasource-common	1.10.0.Final		642da3aa27bf2749f165f1014d1248f9b5ebcc45
io.quarkus	quarkus-datasource-common	1.10.1.Final		1a74db5999fd781d3f9ab35288879f99d5244114
io.quarkus	quarkus-datasource-common	1.10.2.Final		890bc1364da5c5f1be75e3be67feaf7bf6522151
io.quarkus	quarkus-datasource-common	1.10.3.Final		2998ed5c753cd26e654193deb08929f295b8404c
io.quarkus	quarkus-datasource-common	1.10.4.Final		e852e2eced4d2779ce960f28fba3d62ebf1df2c5
io.quarkus	quarkus-datasource-common	1.10.5.Final		7298fe66c2543667e46ecf4afc5737a9b16361be
io.quarkus	quarkus-datasource-common	1.11.0.Beta1		23c49edf4536e938f61cd37f321881a3543cb681
io.quarkus	quarkus-datasource-common	1.11.0.Beta2		c99605a066810e0abb951a3f74518f4ce864cafe
io.quarkus	quarkus-datasource-common	1.11.0.CR1		d92b7a40d3a5af084bb90732382af00b2707e983
io.quarkus	quarkus-datasource-common	1.11.0.Final		e940abeb84399d8c51d789c4e1aa9ae80c2d0683
io.quarkus	quarkus-datasource-common	1.11.1.Final		b0869b288e0abbb372a7edab2d093702aff3b25d
io.quarkus	quarkus-datasource-common	1.11.2.Final		ff94f2c5eddf2516a382e0a25a1e167e01776018
io.quarkus	quarkus-datasource-common	1.11.3.Final		d5577c93592816bc2ba7121ea387da232b8e254f
io.quarkus	quarkus-datasource-common	1.11.4.Final		d65942aa72710dd688e60ff5da34d1a07bbee3a7
io.quarkus	quarkus-datasource-common	1.11.5.Final		fecd3dc32cc650a88bfb49462b60385ef31f5f75
io.quarkus	quarkus-datasource-common	1.11.6.Final		e9566c3827efca241f35834938f2bc7a7c88bcb6
io.quarkus	quarkus-datasource-common	1.11.7.Final		175e01ac42754d8a5cdfc1e0f821ac719c083055
io.quarkus	quarkus-datasource-common	1.12.0.CR1		e8ea95aa4379f9d68a53ce9606fb8d0d2c354b2f
io.quarkus	quarkus-datasource-common	1.12.0.Final		791fbf7faf48e210d796443a484ffde96412c9bf
io.quarkus	quarkus-datasource-common	1.12.1.Final		f2467198b8868665aa190fb5006e5982bcb82b9e
io.quarkus	quarkus-datasource-common	1.12.2.Final		b39de22f3ff7ed2ecd4887fb8c4f7d3cef9890e3
io.quarkus	quarkus-datasource-common	1.13.0.CR1		732b838e9996ac3fcac3294b3fd658ce44619616
io.quarkus	quarkus-datasource-common	1.13.0.Final		09c4321656f85a98977b737272866b4f7312e163
io.quarkus	quarkus-datasource-common	1.13.1.Final		e63e778cc8fffe7a7c894e1ee4d41a5a18ece049
io.quarkus	quarkus-datasource-common	1.13.2.Final		5d95eebca5ed29b079db46d93fbbe5500b609caf
io.quarkus	quarkus-datasource-common	1.13.3.Final		424bace1a18aa8ddcc42340065df15abe8988b56
io.quarkus	quarkus-datasource-common	1.13.4.Final		ae797d710bdac0504b80cd832b1a89553874632b
io.quarkus	quarkus-datasource-common	1.13.5.Final		144e2b0afe2d78167e9db46bee2f37519a6a769d
io.quarkus	quarkus-datasource-common	1.13.6.Final		6ca744727e802bdee952cd0c264fb9f24d166265
io.quarkus	quarkus-datasource-common	1.13.7.Final		7153d9b565b8056b8b7015b202fa03e064206fec
io.quarkus	quarkus-datasource-common	1.3.0.CR1		51646f8f5f82001c07c9227b46e9d5c64cbd0df7
io.quarkus	quarkus-datasource-common	1.3.0.CR2		d2ee6dbf77497c33b86233b91612ec212f2b5696
io.quarkus	quarkus-datasource-common	1.3.0.Final		7a75a78a9b081f6d2f775d74985f816481e5dcf6
io.quarkus	quarkus-datasource-common	1.3.1.Final		b466e164987acccaab537f86169fc090414cdbfe
io.quarkus	quarkus-datasource-common	1.3.2.Final		c084258a2d57f30c8a7b99ec4aed62708b959576
io.quarkus	quarkus-datasource-common	1.3.3.Final		c145c5cf474ae7792ff1f6363c05bd3767558a16
io.quarkus	quarkus-datasource-common	1.3.4.Final		6627bd53185c2aaf3d83bf783e29dcbe556a731c
io.quarkus	quarkus-datasource-common	1.4.0.CR1		389c77543c2c3e855e380e4cc9cf1240cdd7a608
io.quarkus	quarkus-datasource-common	1.4.0.Final		fd071029f333a36bdeb8652da78120906a79502d
io.quarkus	quarkus-datasource-common	1.4.1.Final		fe34c83a00a07ed97a10afa1f912a9339b239c6a
io.quarkus	quarkus-datasource-common	1.4.2.Final		146f1ced67829aa9ee6f2f02dbc78b9f6a63667d
io.quarkus	quarkus-datasource-common	1.5.0.CR1		297983fe56dd98582dbcbacb94e721e33dbbe953
io.quarkus	quarkus-datasource-common	1.5.0.Final		1b9c961aaf045c3d744fcda37d346145d6187ffa
io.quarkus	quarkus-datasource-common	1.5.1.Final		ee54b632b18c20dc783de914e262076c4ed0f2b6
io.quarkus	quarkus-datasource-common	1.5.2.Final		a2eb88519d17ddab4621da5465d5b93360ffd5d7
io.quarkus	quarkus-datasource-common	1.6.0.CR1		0d0ee7e7750f96c47db349e78ef641232448a149
io.quarkus	quarkus-datasource-common	1.6.0.Final		6d5242500c665ac4295c62c6d54678100206083e
io.quarkus	quarkus-datasource-common	1.6.1.Final		b825bcb8e04d81b15567c3d1f70e3a203cd4e8c1
io.quarkus	quarkus-datasource-common	1.7.0.CR1		fff0ff4bfd0b679e7d04aca0e3b7010cdb3940d5
io.quarkus	quarkus-datasource-common	1.7.0.CR2		2a83a50372997051559fb018e5cb3b6578ae0e4f
io.quarkus	quarkus-datasource-common	1.7.0.Final		526f45949fb0e2ceeebb7b45a608c374f8b538c1
io.quarkus	quarkus-datasource-common	1.7.1.Final		223291075c4f2f87a7904547bca55dbe477b7de0
io.quarkus	quarkus-datasource-common	1.7.2.Final		491c830ddbba842948e7c8894f90284e2a2895a9
io.quarkus	quarkus-datasource-common	1.7.3.Final		25c2a5082f235b566bda5943b44637c1332b51f5
io.quarkus	quarkus-datasource-common	1.7.4.Final		7a71e10de9dd44fcbaeafce9f508ec393f5b3d64
io.quarkus	quarkus-datasource-common	1.7.5.Final		280b542fde5101248cdcd788be12892eca600d1d
io.quarkus	quarkus-datasource-common	1.7.6.Final		41a0ddaffbfb70aa85a9aabffef1465e15a99114
io.quarkus	quarkus-datasource-common	1.8.0.CR1		19321cfcfb890e5a60b1cddf5c0a18984006576c
io.quarkus	quarkus-datasource-common	1.8.0.Final		695184669252744564918575cacd8bd71313126c
io.quarkus	quarkus-datasource-common	1.8.1.Final		4972a37099f038c94f0ae8901ac834cf981f003d
io.quarkus	quarkus-datasource-common	1.8.2.Final		907c53cdb329bef4f6ee271c261ef287a186dca2
io.quarkus	quarkus-datasource-common	1.8.3.Final		3cd83ab61a7ad6ee92c1dedfce47c553fe32fad3
io.quarkus	quarkus-datasource-common	1.9.0.CR1		4bef2839e1860a570faa4d309faf304226ea67db
io.quarkus	quarkus-datasource-common	1.9.0.Final		672621e097cf0eb574b4e8750e00bb5c3b02a346
io.quarkus	quarkus-datasource-common	1.9.1.Final		4c4690d2bd35e05e8edc030f11e9ea49ec3f4fc3
io.quarkus	quarkus-datasource-common	1.9.2.Final		84dd2a8c439e802046285c58d25b6f67ba6032da
io.quarkus	quarkus-datasource-common	2.0.0.Alpha1		21af170095acf4406d576b4fde3c0621ea8af04c
io.quarkus	quarkus-datasource-common	2.0.0.Alpha2		c6e4cf646a5661bbcd06caa4c065da1ca7e8d9bf
io.quarkus	quarkus-datasource-common	2.0.0.Alpha3		7233e5cd11613ee0adef06d2a64a2ba29f03fa54
io.quarkus	quarkus-datasource-common	2.0.0.CR1		df3ff9adb21fad4e4d1501d9c06ad0062ad083f7
io.quarkus	quarkus-datasource-common	2.0.0.CR2		af11d72dce57dcba28f8ed490e228384ded0e4d8
io.quarkus	quarkus-datasource-common	2.0.0.CR3		6ca6ad6155e934287d16fb328ad7419fc572d0c1
io.quarkus	quarkus-datasource-common	2.0.0.Final		6a1b2307f58df1b5db0bb66f7283b553f4d40a4e
io.quarkus	quarkus-datasource-common	2.0.1.Final		c2f39816e29ccf805315694edd0b006926850e46
io.quarkus	quarkus-datasource-common	2.0.2.Final		1f526d0a7b1c53dd8da07fb98b22678cdb0a3c34
io.quarkus	quarkus-datasource-common	2.0.3.Final		8681d4c591501a287f90efc9e6ffd7b19bf58d5b
io.quarkus	quarkus-datasource-common	2.1.0.CR1		9019a6e2a2c1dba54487dd016900ea8254dcca8e
io.quarkus	quarkus-datasource-common	2.1.0.Final		d28df5916bd1ce761ced46b9be02f57dd3d9d6d3
io.quarkus	quarkus-datasource-common	2.1.1.Final		4da22472253540d440299538acbbd3fa9515b063
io.quarkus	quarkus-datasource-common	2.1.2.Final		763e7cec6696da86517b7b82ec4db2b134b2e4ef
io.quarkus	quarkus-datasource-common	2.1.3.Final		5d47448f705a405e3ec1d0cdd3a0bbae2e916ef7
io.quarkus	quarkus-datasource-common	2.1.4.Final		7ba125d1c338fe6140aed269f910e6dda6c50b23
io.quarkus	quarkus-datasource-common	2.10.0.CR1		23fc27ba4424cf339ca5fee0ac3ce780b9b8b844
io.quarkus	quarkus-datasource-common	2.10.0.Final		ef9bc04aefea683a63fc74443a05e0ee31d80a19
io.quarkus	quarkus-datasource-common	2.10.1.Final		97ef997e8891aecc9102d75bbfc1b408bef28faa
io.quarkus	quarkus-datasource-common	2.10.2.Final		e3d51977684ab066100b693daf7c9f946fb2b5f1
io.quarkus	quarkus-datasource-common	2.10.3.Final		64bbcf9f4b7aa39b86180dc4cbba7474d4465f6d
io.quarkus	quarkus-datasource-common	2.10.4.Final		00d0a7fabbffdc57b9ac1b6c1bd2e0da4916483d
io.quarkus	quarkus-datasource-common	2.11.0.CR1		745fded1737d3edb23517646c0d39e461abd9d5b
io.quarkus	quarkus-datasource-common	2.11.0.Final		b4e1d3c5abb2fea7c5a947815a16a5464f2d3b06
io.quarkus	quarkus-datasource-common	2.11.1.Final		e2f4f13f2ed00218e6975e7c5be49bbd1018e8dd
io.quarkus	quarkus-datasource-common	2.11.2.Final		65f406866a4d346e3f811008572a44fda6a2e109
io.quarkus	quarkus-datasource-common	2.11.3.Final		8b505789d8e0c9dcd84be9354077b27a5005a718
io.quarkus	quarkus-datasource-common	2.12.0.CR1		296ac290452bf6b42d61572b479838716a1643e3
io.quarkus	quarkus-datasource-common	2.12.0.Final		abea7ed04d1215d00d5fc27570c30170f993c49e
io.quarkus	quarkus-datasource-common	2.12.1.Final		25a465ff289fbb67a18aa4790f4b86ab76400c56
io.quarkus	quarkus-datasource-common	2.12.2.Final		4bc6da7c4bc05bf6b0d623ff583a63bdf1cb6037
io.quarkus	quarkus-datasource-common	2.12.3.Final		54b9feda13c08c874da5de941bb40e87bd069917
io.quarkus	quarkus-datasource-common	2.13.0.CR1		ebbadb5d4c2d2314a56c942e57d2b9a19b87f29e
io.quarkus	quarkus-datasource-common	2.13.0.Final		0408e70e5c8e77a6d6846fa07d61b267322581d0
io.quarkus	quarkus-datasource-common	2.13.1.Final		82c37144ecbaafa524b13bff31feddc6abe9a19c
io.quarkus	quarkus-datasource-common	2.13.2.Final		107334c3ee917007fa957389dcf420811b73c3ef
io.quarkus	quarkus-datasource-common	2.13.3.Final		324cac25b27f278c83fbfd1d3c4c8c9c42fc1f14
io.quarkus	quarkus-datasource-common	2.13.4.Final		85a4a37925ace33a3a1db2aaf501051f20806765
io.quarkus	quarkus-datasource-common	2.13.5.Final		42c86e0651ba6dbad279f760d7e5d596c90545da
io.quarkus	quarkus-datasource-common	2.13.6.Final		8b959296c6e2a9ed0e30291d1ff7149e1b02be37
io.quarkus	quarkus-datasource-common	2.13.7.Final		d471e56255f438ec96d38b8563e8cc5a95818ed4
io.quarkus	quarkus-datasource-common	2.13.8.Final		0babe4f7b292fe584d6a7806904953210c94380f
io.quarkus	quarkus-datasource-common	2.13.9.Final		fbfb919464f19e8560539dbe3c2934870149f079
io.quarkus	quarkus-datasource-common	2.14.0.CR1		f051989b40396ad411b58c0fee094a456615c2a8
io.quarkus	quarkus-datasource-common	2.14.0.Final		547b027229641e3c5d4903b92fbe2890df7b95a2
io.quarkus	quarkus-datasource-common	2.14.1.Final		83b339813e752babdc98cb6da77d1928f24f18dc
io.quarkus	quarkus-datasource-common	2.14.2.Final		3e97f6e26bbd528a5a5bebd0b3c061780d765940
io.quarkus	quarkus-datasource-common	2.14.3.Final		5014afe38ad5d7e756419cd9652fb00d9019e2d4
io.quarkus	quarkus-datasource-common	2.15.0.CR1		517b36a3e007788dc499e4f0cb2b9affb4b7e008
io.quarkus	quarkus-datasource-common	2.15.0.Final		b9ebecf37f063334223a5713e6ff0fb8ff9879b6
io.quarkus	quarkus-datasource-common	2.15.1.Final		712bfc5cb9cdca78db46972f8027d7e3ff06b6b9
io.quarkus	quarkus-datasource-common	2.15.2.Final		bc07973157c32881a0be5757f614777d38704b99
io.quarkus	quarkus-datasource-common	2.15.3.Final		b7bb5e30f63c2353c5abc22b9ef23f00477c9af8
io.quarkus	quarkus-datasource-common	2.16.0.CR1		49a18974ba8f069d2126020c76fa509c4512c86c
io.quarkus	quarkus-datasource-common	2.16.0.Final		dce65c33763fa95b55cf9e2817a878491c750225
io.quarkus	quarkus-datasource-common	2.16.1.Final		06eab68db816f948797dd3884fd9cbacbbbdada0
io.quarkus	quarkus-datasource-common	2.16.10.Final		f80125c5ee3006376dee137fae452e2548c7fff8
io.quarkus	quarkus-datasource-common	2.16.11.Final		312b141a40372990027dbb36bb96915c1ffc84e0
io.quarkus	quarkus-datasource-common	2.16.12.Final		b24e61f6060198818b832e0a3be8ee341d9a5a60
io.quarkus	quarkus-datasource-common	2.16.2.Final		fdbfdfd23250673a703b5cbe127ceb6db205a6e3
io.quarkus	quarkus-datasource-common	2.16.3.Final		8b4b64606f69769c4796a2e5b184e7d91bf23585
io.quarkus	quarkus-datasource-common	2.16.4.Final		948bbc9e78631872bc8178add2b6ae6b9c1e2a56
io.quarkus	quarkus-datasource-common	2.16.5.Final		5fc857c1fad7d38dd04bb26f94afefa627a509a9
io.quarkus	quarkus-datasource-common	2.16.6.Final		cf7e972ba410e73d740b0cd0ce76dc16ee60dfd4
io.quarkus	quarkus-datasource-common	2.16.7.Final		fbaa0a4f13cbfa4584d070a3e073eba6041488b4
io.quarkus	quarkus-datasource-common	2.16.8.Final		d2d579dd5e7013daf6ac467dd9e8af61c942a22d
io.quarkus	quarkus-datasource-common	2.16.9.Final		e70dc51bd4caf64b746a6535d9f8488fc19a0240
io.quarkus	quarkus-datasource-common	2.2.0.CR1		ebb229b028e5547d4282e90f8a4aa1e5ec3ddf25
io.quarkus	quarkus-datasource-common	2.2.0.Final		8289357b85ccb0f4cc395bc41c222a3357109827
io.quarkus	quarkus-datasource-common	2.2.1.Final		eb8ca38671f925a7e855a99fb08d8173bbbbd646
io.quarkus	quarkus-datasource-common	2.2.2.Final		316e14016f0eebf9dee3bc33be7fbb519b08b127
io.quarkus	quarkus-datasource-common	2.2.3.Final		5be2610f73f727407c98e99855cdf76c9ba18103
io.quarkus	quarkus-datasource-common	2.2.4.Final		1508d086914d58f2a0c067525eb39f9da1b6ada4
io.quarkus	quarkus-datasource-common	2.2.5.Final		7b0fe02e8bd8ea42bfa2b5c55ed53a66aaa312c1
io.quarkus	quarkus-datasource-common	2.3.0.CR1		99b3aafbb0039ee0179ae9fafaa5f86865517cd4
io.quarkus	quarkus-datasource-common	2.3.0.Final		2c0d77a6e9e1e901a51169de15b8063f29b68154
io.quarkus	quarkus-datasource-common	2.3.1.Final		623aaeac8f8d1c029dc48f4cf2c9ac0cdd597c12
io.quarkus	quarkus-datasource-common	2.4.0.CR1		d439763342bcc999f83ddf2354cf20820327b66e
io.quarkus	quarkus-datasource-common	2.4.0.Final		0dc5473a5f4cf3b540d55dda804a1f3a2f903a02
io.quarkus	quarkus-datasource-common	2.4.1.Final		5b793e6af108f467a2d313dbf83c016b9903f9d9
io.quarkus	quarkus-datasource-common	2.4.2.Final		aad4a9a20ea8078b0e3f8d9fb59f2e5f8ec5d222
io.quarkus	quarkus-datasource-common	2.5.0.CR1		058a63d3ab4cd69a98d50b73409f7a17bdc77757
io.quarkus	quarkus-datasource-common	2.5.0.Final		fd42dd1700435f5d6f21ea57223977b420686b61
io.quarkus	quarkus-datasource-common	2.5.1.Final		fc1a9450e336177a6eb44c0d6fcae54d2dfcdcc7
io.quarkus	quarkus-datasource-common	2.5.2.Final		a1c555b073e3764781d2b3957f5c0641ec5f5176
io.quarkus	quarkus-datasource-common	2.5.3.Final		367bb601ca8efcc6f1ea621d57bf45a6b140d2e0
io.quarkus	quarkus-datasource-common	2.5.4.Final		65d0ee312b3307653b0e9920fb036946db66797a
io.quarkus	quarkus-datasource-common	2.6.0.CR1		0a9b390eb029bbf077f4e2b29801701627eb56bb
io.quarkus	quarkus-datasource-common	2.6.0.Final		951244ddf7086c4426f6cf0a686fa162364d34e1
io.quarkus	quarkus-datasource-common	2.6.1.Final		037b7864681a593bac1861a0678bd8549e8bd5cf
io.quarkus	quarkus-datasource-common	2.6.2.Final		5d81ff35ac129133c2ad3e11d8240ea07621b598
io.quarkus	quarkus-datasource-common	2.6.3.Final		d04afb7d6a40a08c56de29f9c9b99ef115730c48
io.quarkus	quarkus-datasource-common	2.7.0.CR1		29e4fa796a8b05afafbb628ed6ea84dd9a2f44a4
io.quarkus	quarkus-datasource-common	2.7.0.Final		39603aff0166dfe655c4f283c667a746d80ed3b5
io.quarkus	quarkus-datasource-common	2.7.1.Final		0d1f38b7be057ee590cfea45133d4d06e5ef8f07
io.quarkus	quarkus-datasource-common	2.7.2.Final		3f029de1b737bc930c2866f7513df8aa62cd228b
io.quarkus	quarkus-datasource-common	2.7.3.Final		1d6d922e34bbed901e191a6b4bc9141405110c8e
io.quarkus	quarkus-datasource-common	2.7.4.Final		77e594e3cdaf262c9c17265a8a78a2566d2c718d
io.quarkus	quarkus-datasource-common	2.7.5.Final		1c5c9cc2a4d8d80af760a5c03f2e4a03d8d7685d
io.quarkus	quarkus-datasource-common	2.7.6.Final		641c39ab6438c02c96a899a63e42160e99423896
io.quarkus	quarkus-datasource-common	2.7.7.Final		0acb3e56d469a5f85d70322954b41559b89a641c
io.quarkus	quarkus-datasource-common	2.8.0.CR1		b6e55786f3bb7a0d6bdd593d18d45537ecfc836c
io.quarkus	quarkus-datasource-common	2.8.0.Final		b1e3dfe08d11bcd74c7639e6624e2a2db3558927
io.quarkus	quarkus-datasource-common	2.8.1.Final		a51e8486135ddc4399147fd4ba89b0407013bc97
io.quarkus	quarkus-datasource-common	2.8.2.Final		1167ef66b4eaf0d1aef9ce329698fe4f61cf76ed
io.quarkus	quarkus-datasource-common	2.8.3.Final		2737dbf9b4486041ccbe2c6391aa8c32ea32a4a7
io.quarkus	quarkus-datasource-common	2.9.0.CR1		245b3150bd1dcdfdbbf2dfa7fe4c2075afb516da
io.quarkus	quarkus-datasource-common	2.9.0.Final		6c99398ae79fef3ea731d1b2e81ba47f7788a6b8
io.quarkus	quarkus-datasource-common	2.9.1.Final		8b225adcd633fd5f34012a1efb8efd8a3a462c7e
io.quarkus	quarkus-datasource-common	2.9.2.Final		4e43f56d15e93d79cbab5b49b8ab004a3eb990da
io.quarkus	quarkus-datasource-common	3.0.0.Alpha1		7d6f246a807590281da654c66a278efc91c24eaa
io.quarkus	quarkus-datasource-common	3.0.0.Alpha2		ba0acca7350f23128b599ebb27ef89457aa79036
io.quarkus	quarkus-datasource-common	3.0.0.Alpha3		b55e9fac9ceaaf7d219f3a97c5272bf9862e0b29
io.quarkus	quarkus-datasource-common	3.0.0.Alpha4		fdd9b5a1f9a700b23243d55e284a6d7a13d44db4
io.quarkus	quarkus-datasource-common	3.0.0.Alpha5		31d10f4b109043c0a04b52fe1a65485660ac74f5
io.quarkus	quarkus-datasource-common	3.0.0.Alpha6		5700907943f1c625b562a2dc4a56e0f3489c4f9a
io.quarkus	quarkus-datasource-common	3.0.0.Beta1		dd007f260385dca85bda6785f35eafed8e0473f3
io.quarkus	quarkus-datasource-common	3.0.0.CR1		673c8e80348b8d5d8ef4496bfcc137f61f19b0b4
io.quarkus	quarkus-datasource-common	3.0.0.CR2		e7bdd70db17b881dee72fb62403d2f400c6d9e66
io.quarkus	quarkus-datasource-common	3.0.0.Final		0a9e75c867a0945a7b1546cba1283c521b15c3eb
io.quarkus	quarkus-datasource-common	3.0.1.Final		774bc21679ccfc9e58bd330eae30b1273e7ba7f1
io.quarkus	quarkus-datasource-common	3.0.2.Final		89bcad366212c46b4598a8552bac3f8571fb59c6
io.quarkus	quarkus-datasource-common	3.0.3.Final		236259f98e8b3f499256a0dc73370da6dff3aaf2
io.quarkus	quarkus-datasource-common	3.0.4.Final		ccfb9ef94b744ba75e305fa27986ce6bc57abf8d
io.quarkus	quarkus-datasource-common	3.1.0.CR1		4ad2a5c3f878f0b9e29e3e46de082ea61fbbf4a1
io.quarkus	quarkus-datasource-common	3.1.0.Final		5f557a1ff2d4cf36cd18de4fd63c82d48ff37cb8
io.quarkus	quarkus-datasource-common	3.1.1.Final		be2e48d5086def5a0480ab0e2a425752a04183a2
io.quarkus	quarkus-datasource-common	3.1.2.Final		6b591cec15a777ae05fa6a8ac00310c9a48019e0
io.quarkus	quarkus-datasource-common	3.1.3.Final		98acdba3c0835e5eeaa3b216f7bb3c08b84f695e
io.quarkus	quarkus-datasource-common	3.10.0		b52c151e79e6aefbc6655cb816a85d1077b3eda0
