app.tulz	tuplez-parse_sjs1_3	0.4.0		ea62a13cff503d9a79a81ef1ad02acb9559d9733
boxstuff	maven-codeguide-plugin	1.0		8f82eb45785bb6cc6a80b1a2cd4edf727ed2910f
cn.dreamtobe.percentsmoothhandler	library	0.0.6		N/A
cn.dreamtobe.percentsmoothhandler	library	0.0.7		N/A
cn.dreamtobe.percentsmoothhandler	library	0.0.8		N/A
cn.dreamtobe.percentsmoothhandler	library	0.0.9		N/A
cn.dreamtobe.percentsmoothhandler	library	0.1.0		N/A
cn.dreamtobe.percentsmoothhandler	library	0.1.1		N/A
cn.shengwang.rtc	clear-vision	0.0.0-test.2		N/A
cn.shengwang.rtc	clear-vision	0.0.0-test.3		N/A
cn.shengwang.rtc	clear-vision	0.0.0-test.4		N/A
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.0		772e9021b37ac44130cd2830a3a29e988e0fab2e
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.1		8fc521db382062fe97b6ed20d2551827b8d3578c
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.2		e616cc8cbb9a6972e03219fb46964db164f4d489
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.4		N/A
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.5		b4290d539ec90374f6a48eac774f7a12de5bf31d
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.6		c7c95f857a51350bf75b82e8f80db8e846431aa8
com.akeyless-security.auth.swagger	akeyless-auth-api	1.0.7		77894bcbeee099496e33d656559f28466e5fc19c
com.blazebit	blaze-persistence-integration-jsonb	1.6.10		9b5633a3408b8166d33eb0a920c2217af3530dca
com.blazebit	blaze-persistence-integration-jsonb	1.6.11		0e3f6b1502c49278bcc800a3c3c99eeb7afefb7c
com.blazebit	blaze-persistence-integration-jsonb	1.6.12		ff7324fa5b90dcfd10330b6fa830b57b5a25f4c3
com.blazebit	blaze-persistence-integration-jsonb	1.6.13		fb4c06e87e12345c61e487e08dcd6b5b03b8aef2
com.blazebit	blaze-persistence-integration-jsonb	1.6.14		bf4909edc06431638493c346bffed63a5ac25635
com.blazebit	blaze-persistence-integration-jsonb	1.6.15		7af901164ea4d0ffb9b463f4bf8478a5b02d7897
com.blazebit	blaze-persistence-integration-jsonb	1.6.4		4536018591bd9ceba2a03b9fb27a260d98aaf674
com.blazebit	blaze-persistence-integration-jsonb	1.6.5		1b624256aa57d2d899fde929042764c1b0916232
com.blazebit	blaze-persistence-integration-jsonb	1.6.6		f6003a7e0e7f23590c908a39f74095c65f2c20b9
com.blazebit	blaze-persistence-integration-jsonb	1.6.7		17be7cde654d1275b8821cf39d487410e42f6f29
com.blazebit	blaze-persistence-integration-jsonb	1.6.8		60f10a7ca00186025b4c0d743f15a66aec11bbf5
com.blazebit	blaze-persistence-integration-jsonb	1.6.9		7ae9857d848c117b237bb75095d005f3aa7fb428
com.fluxtion	fluxtion-statemachine-maven-plugin	1.0.2		158227af8b1db01f3794ac33da88dc8215f53d56
com.github.boybeak	safe-poster	0.1.0		N/A
com.github.michaelruocco.service	entities	0.1.1		09e9fdb528843f2b659058b4ca6222ce99d6ad68
com.github.michaelruocco.service	entities	0.1.2		51ce4dc3527c7c0fc281622fe183ac7d5c7c1ba4
com.github.michaelruocco.service	entities	0.1.3		32993e319885276fa73a05aef7c74074cef43199
com.github.michaelruocco.service	entities	0.1.4		46bbedb14642bf9f7f86caff3ea8228661cabf0b
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-10		fec3ee356efdb87223206b006d4231394f59dd06
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-11		dc53768dbe3bdf736e3f6f7e1da6156eac30f39f
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-12		44558f2ab52454844844d7cfd0d0173ca9bce196
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-13		b807522743122d52829aaa5877c43b1e7175d51a
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-14		872c94f9e12fcf690176b507d9faff26e2fbc4e0
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-15		7061651edeb7cf5bdfbedae7fc6dd18249f0c6f5
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-17		e256cb214e8e8d339b10c81428904b5eff95e91d
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-18		3413f4d3b14a93babb3ff4eed1790f63bfbdb4e8
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-19		8b487df0f1993abf841e06d6cf6132211978bd59
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-20		73035e913c0913676eebfba7476d6169b5ca240a
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-21		b59c27e0015dce113c3f40fa75a5a3df8a6c9bd2
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-22		9eed2a9c01d582b9169e8ef19f7e91bd0357b832
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-23		57643db4705eb0aa2a688e0a66b6c0b04b1759e0
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-24		84299a26d9dc7fec8b5f24f051aac63bef34812e
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-25		9cb6339be98f756bfed9ade9b9e834a73067c6ad
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-26		1ea709c3c352b1ee26e271d5fb88c3a2fcf35b94
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-27		8033d65e7c1476a471564f69b1a139f1e150543c
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-28		67856ccacb57756382771e2ef4e63b6ce4a1c671
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-29		ceca55c2b675634440731c728f31e708f1945aeb
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-30		5435e26781f0bcfe6c80712acb5296b3ae026fe4
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-31		1dac1454b4301b7f54143d57cc690ade718e8496
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-32		9a464ef87193fdb947d8d11193e555da8e99439a
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-33		5986c48d8d96d5483d4e48d55fbf203348538237
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-34		66c382d7632922c43b34af1292912da959df8e21
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-35		4c92a34d315db62eb0778676ead3c6078d92dcf1
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-36		863c3acfd46dbff4e7cf37fb883ff693ffde62e7
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-37		718786a930ea30582f7f7637036f0ad8081a39df
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-38		b04810cb2391ecbae9e529555ae84221cbcea475
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-39		2559118c49cc1dfe6b153eee25344ee3644f30ac
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-40		23d93f18d6c56c456c4a1898153591d3925bdfd3
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-5		034daa98dfff06eeca2b3ba140b4e6b2b449f871
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-6		3e168e46c94278bee16295010554fb8ea0b0dac5
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-7		d74a1f33f79738f6409dc73daa27004c449a2cab
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-8		4636c0f1f7739d72511a2e0bcc8ac3362fd22216
com.github.odavid.maven.plugins	unpacked-repository-maven-plugin	0.1-alpha-9		1834f4c7eaf4a3470da2485164622e68b5fb674b
com.github.ramesh-dev	http-utils	0.1		8b76520a50c090bc80e767d2d3d63511bc3b53ba
com.github.ramesh-dev	http-utils	0.2		b42f5989da47acbbffb80c6f9d5ce1492a834dda
com.github.rstradling	awsio-s3_2.12	0.0.3		f563d52bea9db20c57d07d58269e113514b1599b
com.github.rstradling	awsio-s3_2.12	0.0.4		8157c6d1d7d76f627d33b4bd21f8259ec25c6e93
com.github.rstradling	awsio-s3_2.12	0.0.5		13c9aabd73ab2eb319757e6dd31572fdda73e544
com.github.rstradling	awsio-s3_2.12	0.0.6		1bfe73b3dd6a7f34b8bf47ed294daa291a1235af
com.github.rstradling	awsio-s3_2.12	0.0.7		7c342273f162fbfa1d80147934aec4f76e653200
com.github.rstradling	awsio-s3_2.12	0.0.8		ed8e6d0a3228be83051aeb15b1019d1e7c639bb8
com.github.rycaon	webapp-parent	1.0.1		N/A
com.github.spyhunter99	jdbf	2.2.0		b65555d76c67412e46579b2b9189aaf2c45116f0
com.github.spyhunter99	jdbf	2.2.1		82576a325c28de9b7c2343b3b3fb057923a0e514
com.github.spyhunter99	jdbf	2.2.4		2018e7b7e6d99763619f508609e3bc50df210e7b
com.github.xinlc	eshlc-spring-boot-autoconfigure	2021.04.01.RELEASE		7e48b610031ba5a8fab74640bb80bd6f263e178a
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.1		N/A
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.2		N/A
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.3		N/A
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.4		N/A
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.5		N/A
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.6		N/A
com.gradleup.librarian	com.gradleup.librarian.gradle.plugin	0.0.7		N/A
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.100		dcaa68c8c2412845497402c3eaa78c957ef769cd
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.101		395e5a8d9f0af16e8a6ae3de5af643d2daf0b6d8
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.102		5f21daec33a40f663f2089ae95f2d18cd50302bb
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.103		2d0dc0a2712485636696a18cc7342ae398254662
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.104		6fa133200807632e7ebf2729fbee57c4e6605851
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.105		bb9b79b0122c59cad1ad43690fc08091627ab058
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.106		b4c5d61787987458dff271f6af189718412358bf
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.107		ca303b5ba054fba81f0f64266ecdb6d33b6f2d20
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.108		f61ef911201b0a215803e0e9ac6012afb6e3b0b8
com.huaweicloud.sdk	huaweicloud-sdk-codecraft	3.0.55		5e022c41341ec6a1b36f4a22a75fb80e095d9aa2
