au.gov.nehta	clinical-document-packaging-library	1.2.5		6402a9e676f98b8349044b5f8312fed538513801
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	4.2.0		N/A
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	4.2.0.1		N/A
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	4.2.0.2		N/A
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	5.0.0		N/A
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	5.1.0		N/A
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	5.2.0		N/A
org.flywaydb.flyway-test-extensions.samples	flyway-test-samples-parent	5.2.1		N/A
org.librarysimplified	org.librarysimplified.oauth	5.4.1		N/A
org.librarysimplified	org.librarysimplified.oauth	5.4.2		N/A
org.librarysimplified	org.librarysimplified.oauth	5.5.1		N/A
org.librarysimplified	org.librarysimplified.oauth	6.1.0		N/A
org.librarysimplified	org.librarysimplified.oauth	6.2.0		N/A
org.librarysimplified	org.librarysimplified.oauth	6.3.0		N/A
org.librarysimplified	org.librarysimplified.oauth	6.3.1		N/A
org.librarysimplified	org.librarysimplified.oauth	6.4.0		N/A
org.librarysimplified	org.librarysimplified.oauth	6.4.1		N/A
org.librarysimplified	org.librarysimplified.oauth	6.5.0		N/A
org.librarysimplified	org.librarysimplified.oauth	6.6.3		N/A
org.librarysimplified	org.librarysimplified.oauth	7.0.2		N/A
org.mobicents.protocols.asn.docs	mobicents-asn-docs	2.0.0.FINAL		N/A
org.mobicents.protocols.asn.docs	mobicents-asn-docs	2.0.1.FINAL		N/A
org.mobicents.protocols.asn.docs	mobicents-asn-docs	2.0.3.FINAL		N/A
org.nbsoft	nbsoft-parent	1		N/A
org.ow2.kerneos	kerneos-flex-api	2.2.0		N/A
org.ow2.kerneos	kerneos-flex-api	2.2.1		N/A
org.rwshop	org.rwshop.modules.integration	0.8.7		N/A
org.rwshop	org.rwshop.modules.integration	0.8.9		N/A
org.rwshop	org.rwshop.modules.integration	0.8.9.1		N/A
org.rwshop	org.rwshop.modules.integration	0.8.9.2		N/A
org.rwshop	org.rwshop.modules.integration	0.9.0		N/A
org.rwshop	org.rwshop.modules.integration	0.9.0.1		N/A
org.rwshop	org.rwshop.modules.integration	0.9.1		N/A
org.rwshop	org.rwshop.modules.integration	0.9.2		N/A
org.rwshop	org.rwshop.modules.integration	0.9.3		N/A
org.rwshop	org.rwshop.modules.integration	0.9.4		N/A
org.rwshop	org.rwshop.modules.integration	0.9.5		N/A
org.rwshop	org.rwshop.modules.integration	0.9.6		N/A
org.rwshop	org.rwshop.modules.integration	0.9.7		N/A
org.rwshop	org.rwshop.modules.integration	0.9.8		N/A
org.rwshop	org.rwshop.modules.integration	0.9.9		N/A
org.saatsch.framework	saatsch.framework.jmmo.base-app.common	0.1.7		0a28dbe9d91b3876e6b5e3a892145841e1441586
org.scala-native	test-interface-sbt-defs_native0.5.0-RC3_3	0.5.0-RC3		74d5a82a1f27fbd0b9d30dca1f23bc13ddc87cb2
org.sonatype.nexus	nexus-blobstore-file	3.0.0-03		e858f70a3297e826cb9b5f14158405fa8111320a
org.sonatype.nexus	nexus-blobstore-file	3.0.0-b2014101001		cf805de1e0e9a33cb7298382da16e1b88ca289d7
org.sonatype.nexus	nexus-blobstore-file	3.0.0-b2015020701		e42f5f7571a51cc242ca6a570e4569082212b9f7
org.sonatype.nexus	nexus-blobstore-file	3.0.0-b2015061001		a1b6d102df08b7180f4fb8aad183dc3847c21272
org.sonatype.nexus	nexus-blobstore-file	3.0.0-b2015091801		77641fe16e65b851443a7b44497e9d87d9c83cae
org.sonatype.nexus	nexus-blobstore-file	3.0.0-b2015110601		d199c59b86117fcedfc77b21e2ddc0b5cbcf21d8
org.sonatype.nexus	nexus-blobstore-file	3.0.0-b2016011501		375ed35cb862b7825bb0b16a4ab97a2a743d47ab
org.sonatype.nexus	nexus-blobstore-file	3.0.1-01		b40d2fc56549c3886273b00640a663ddb761be5a
org.sonatype.nexus	nexus-blobstore-file	3.0.2-02		8a12a51afb7a96e08a98f3650145162ee2675a95
org.sonatype.nexus	nexus-blobstore-file	3.1.0-04		3e83511e200042f5286ff38dadca62f61fcd8ee4
org.sonatype.nexus	nexus-blobstore-file	3.10.0-04		20436f2369540299dee09b1368ae19c98cba5263
org.sonatype.nexus	nexus-blobstore-file	3.11.0-01		96a70bfb197fa6638edd3c598e1137627da50dc6
org.sonatype.nexus	nexus-blobstore-file	3.12.0-01		a72cf2496848931c19035d32ba534e2625957bfc
org.sonatype.nexus	nexus-blobstore-file	3.12.1-01		c9355697c66940aff2015e73ebc039ce74218ce0
org.sonatype.nexus	nexus-blobstore-file	3.13.0-01		240d68e3e708c310117814b3c4fb78113c9c5ec0
org.sonatype.nexus	nexus-blobstore-file	3.14.0-04		45c31d4873c1182b6951f7d1b2381db1312aca0f
org.sonatype.nexus	nexus-blobstore-file	3.15.0-01		5f3b7923af62c6d9e0c1a8c1b82f9b8ade8b6a48
org.sonatype.nexus	nexus-blobstore-file	3.15.1-01		5d452f20bfdab5bbff638c0185e252a2e7e235b1
org.sonatype.nexus	nexus-blobstore-file	3.15.2-01		44040ef77fc3de5c1a73ae09c03df60e53e2c6e7
org.sonatype.nexus	nexus-blobstore-file	3.15.3-01		450417381ea541ab5359947ede27e04cb8f339e3
org.sonatype.nexus	nexus-blobstore-file	3.16.0-01		d527f97022680ba18ae40a76a00b2642a1f0807a
org.sonatype.nexus	nexus-blobstore-file	3.16.1-02		fb5d74f54860f5a50e68a64cac2ad6b6a7e023e2
org.sonatype.nexus	nexus-blobstore-file	3.16.2-01		8d55bdd2af655f0c5556fbbeb12ad9665522da12
org.sonatype.nexus	nexus-blobstore-file	3.17.0-01		c3d72fad784d1e6c170d8bcd30c3a38c159d46c2
org.sonatype.nexus	nexus-blobstore-file	3.17.1-01		5c218b22617477e54966a86510a011946c649d5e
org.sonatype.nexus	nexus-blobstore-file	3.17.2-03		5f6a4378c5bf95396703aac1dd71170005cdbaa5
org.sonatype.nexus	nexus-blobstore-file	3.18.0-01		135aa5e8e3fb5a3e987f25ed647d156c358fcc60
org.sonatype.nexus	nexus-blobstore-file	3.18.1-01		a6b9f79f34a7550e176a21077a31339ebd179d37
org.sonatype.nexus	nexus-blobstore-file	3.19.0-01		64555fc2120c55ebbfcc796c0c18592a87275c6d
org.sonatype.nexus	nexus-blobstore-file	3.19.1-01		c5a8c101a24f229dffd2fd526dbc1e4ec33bf206
org.sonatype.nexus	nexus-blobstore-file	3.2.0-01		ec04106ed09a6c80ba872d8c35a613532e171149
org.sonatype.nexus	nexus-blobstore-file	3.2.1-01		a43edb5ab38f85c3831935ce849167c488d1df36
org.sonatype.nexus	nexus-blobstore-file	3.20.0-02		e7bb0f7f8d4d397bb3ba613160a61fb7b286550d
org.sonatype.nexus	nexus-blobstore-file	3.20.0-04		de3f2eea55c2bd71cc37e9fcec8f88e3fcd3f15d
org.sonatype.nexus	nexus-blobstore-file	3.20.1-01		52ee4408012d6f2d8d77980bd543f22d842de20d
org.sonatype.nexus	nexus-blobstore-file	3.20.2-01		7a010e227fe18cef678367d75c362914dbe40564
org.sonatype.nexus	nexus-blobstore-file	3.20.3-01		c312eff23b4bedaccff50e288b1d7af31a8bf006
org.sonatype.nexus	nexus-blobstore-file	3.21.0-01		b7cb7cd0c0ad5224b478d6555e9a32fb32d2faa9
org.sonatype.nexus	nexus-blobstore-file	3.21.0-02		50019b04def63111efdc627ab3851cc158dae420
org.sonatype.nexus	nexus-blobstore-file	3.21.0-05		a6898bf0e23f0014800137893ccf25cd5ab41d1a
org.sonatype.nexus	nexus-blobstore-file	3.21.1-01		c7db31e21986f9e264023dee3de8c6335d8f89a3
org.sonatype.nexus	nexus-blobstore-file	3.21.2-03		603006a9c30be227ff47ff599ee7d61ca43a4d9e
org.sonatype.nexus	nexus-blobstore-file	3.22.0-01		8edd0c1cb91f7c04d8e02479a11c1843ea65bc7b
org.sonatype.nexus	nexus-blobstore-file	3.22.0-02		4d3e1e968485c141295964d13bc5203de69ef261
org.sonatype.nexus	nexus-blobstore-file	3.22.1-01		8bd89a62df9b9b1e3f2ef2cf8ca96698d376172e
org.sonatype.nexus	nexus-blobstore-file	3.22.1-02		ebff33a47662b036fddb65cf63c727ae0257f5ad
org.sonatype.nexus	nexus-blobstore-file	3.23.0-01		16558836c9e3f80dfc3a73d2498ace9da8c3d91d
org.sonatype.nexus	nexus-blobstore-file	3.23.0-03		46fb8e83fe0219cddd9d296dec4d2c4419d9311e
org.sonatype.nexus	nexus-blobstore-file	3.24.0-01		5fa74a49a875eb19b694066a2002d0dead2ad59b
org.sonatype.nexus	nexus-blobstore-file	3.24.0-02		87dabf21e99db31566efa3bba090c3971b6c820b
org.sonatype.nexus	nexus-blobstore-file	3.25.0-02		0a3b98857cccd425509d25002addae0a860522f1
org.sonatype.nexus	nexus-blobstore-file	3.25.0-03		e372badd45bcbd1d447eaedd1289d2fbf06509eb
org.sonatype.nexus	nexus-blobstore-file	3.25.1-01		5df2b99b67c4c054d181266588d1b475abaa2f6b
org.sonatype.nexus	nexus-blobstore-file	3.25.1-02		2aea0474f1e1426212fea1479db7f8212aea6310
org.sonatype.nexus	nexus-blobstore-file	3.25.1-03		cf9e26f417d2a81b8a65af71ae12827e41ed6da9
org.sonatype.nexus	nexus-blobstore-file	3.25.1-04		88bd2f3fb0e82be185cec5873fdaa314bf97cfcd
org.sonatype.nexus	nexus-blobstore-file	3.26.0-01		a04325a3b5e4435c2d0c47ad31b09ad2033a7a8a
org.sonatype.nexus	nexus-blobstore-file	3.26.0-02		57b77abd3264a8b27ce497a75a0735b2973ad475
org.sonatype.nexus	nexus-blobstore-file	3.26.0-03		26790095742bf039f96cc90a4eff0516ea4aa0f8
org.sonatype.nexus	nexus-blobstore-file	3.26.0-04		b66ed17115dc82fcf539fb9a0492d1cf7911d969
org.sonatype.nexus	nexus-blobstore-file	3.26.1-02		f50759643176af05b30ec1afc8449217cda5534c
org.sonatype.nexus	nexus-blobstore-file	3.27.0-02		830e41054e569d62b65b6fd0376a0e01bb59f011
org.sonatype.nexus	nexus-blobstore-file	3.27.0-03		cdb7f7cad05de38a0a5107ed9b81324d78c0144b
org.sonatype.nexus	nexus-blobstore-file	3.28.0-01		b92c5a286ca10cc2847c7f82794916e9c64685d0
org.sonatype.nexus	nexus-blobstore-file	3.28.1-01		7f59650ec852ea611afbd21607ecbd628e9eb80f
org.sonatype.nexus	nexus-blobstore-file	3.29.0-02		3fed9deb1bda8d1ddd1d1b1c3ce62ae781050ddc
org.sonatype.nexus	nexus-blobstore-file	3.29.1-01		eb200cbef7c4389635f5bb409732ea3525683115
org.sonatype.nexus	nexus-blobstore-file	3.29.2-02		89d78e0964a2d007acddbfdc093d2ec7726edc48
org.sonatype.nexus	nexus-blobstore-file	3.3.0-01		b42af9140b320b3709f2d601d76f18cd931febd6
org.sonatype.nexus	nexus-blobstore-file	3.3.1-01		c3cd814f04b04889bc75c925bbf30f61a6dcad81
org.sonatype.nexus	nexus-blobstore-file	3.3.2-02		66b34f6957462a289f738726e507865aeb5a2950
org.sonatype.nexus	nexus-blobstore-file	3.30.0-01		d79df33cce94efe368f0b00189487c8d745eca57
org.sonatype.nexus	nexus-blobstore-file	3.30.1-01		bc1af6e3cd8e5007a1a0e67f3985719b3b8c01ab
org.sonatype.nexus	nexus-blobstore-file	3.31.0-01		16d55b09d1abd9d7bb526213c4456795f6b4fb7e
org.sonatype.nexus	nexus-blobstore-file	3.31.1-01		c16112f80df6a1afc2481c65638ca66fe98b0f99
org.sonatype.nexus	nexus-blobstore-file	3.32.0-03		f34e9c00620eb7bc52fbe43d554dcb22e9422551
org.sonatype.nexus	nexus-blobstore-file	3.32.1-01		110876c4028bb174f701a01ff8a93f746b2ab49b
org.sonatype.nexus	nexus-blobstore-file	3.33.0-01		f35b77bb59b76b351ad02b89443e44f84bb09928
org.sonatype.nexus	nexus-blobstore-file	3.33.1-01		afc5e30ad9040141f4cda70d87b48e1219b9689f
org.sonatype.nexus	nexus-blobstore-file	3.34.0-01		54d0f84a5d9a965b7ed84853f6d8bd10bbab80b0
org.sonatype.nexus	nexus-blobstore-file	3.34.1-01		3455c53c07804f5c38aa117cd1197112e0d8aa66
org.sonatype.nexus	nexus-blobstore-file	3.35.0-02		2c1662dcf09a63d51631b7f5ef5951f1a832ceff
org.sonatype.nexus	nexus-blobstore-file	3.36.0-01		008ebd8d6ef524fd2d176b916364df18ce534a2b
org.sonatype.nexus	nexus-blobstore-file	3.37.0-01		0a18f3f420d72d1c57195372a6bec1231f0796f5
org.sonatype.nexus	nexus-blobstore-file	3.37.1-01		c98524f39fce0b66500f63021f1393fc52a81d26
org.sonatype.nexus	nexus-blobstore-file	3.37.2-02		b5e66a0fe78b8c6e17022dc579bda2e7173d2583
org.sonatype.nexus	nexus-blobstore-file	3.37.3-02		b2f4251f35ea65b9856e4d52d70e9d2f8a453b01
org.sonatype.nexus	nexus-blobstore-file	3.38.0-01		aa90b92e6d11a5db0ede478349e5997302cb08e2
org.sonatype.nexus	nexus-blobstore-file	3.38.1-01		c57de430fc96b5ad4410318adf41b42dcb54a7be
org.sonatype.nexus	nexus-blobstore-file	3.39.0-01		d437fb063bdf29d5e6e0bd8795bdaa81e48114e0
org.sonatype.nexus	nexus-blobstore-file	3.4.0-02		bd4414e238f43e752d4362f64a5ed37669e2fa73
org.sonatype.nexus	nexus-blobstore-file	3.40.0-03		1f5ec2aa463e31e7364de1718bfd196cd8700e7e
org.sonatype.nexus	nexus-blobstore-file	3.40.1-01		6a6d5958ec0c3624ff5c5fbfc77f95d921d0ecf2
org.sonatype.nexus	nexus-blobstore-file	3.41.0-01		e09905bd52f47af753279ea0e40a30c5faf9c00d
org.sonatype.nexus	nexus-blobstore-file	3.41.1-01		5595e99932a0e2170e3286d8524099ee1cdce15a
org.sonatype.nexus	nexus-blobstore-file	3.42.0-01		524bb98a28d751c226418c05d647c2077ce8885e
org.sonatype.nexus	nexus-blobstore-file	3.43.0-01		d8487d4cea955cc5ab7ac88b864066aa11f020da
org.sonatype.nexus	nexus-blobstore-file	3.44.0-01		4aaeeaebf7f9744ff30350c5fa071b086fbd873c
org.sonatype.nexus	nexus-blobstore-file	3.45.0-01		a9b7ac111d5943b462a4d6784616e9e480d3925d
org.sonatype.nexus	nexus-blobstore-file	3.45.1-01		19dc2ea81428e4ff0987ff857b1ede2c2d3476b3
org.sonatype.nexus	nexus-blobstore-file	3.46.0-01		3e4ee5b4673496ee78e809cac61d7ad89ac39b71
org.sonatype.nexus	nexus-blobstore-file	3.47.0-01		e44539fd37dd622208f545d1856aa4089d773d86
org.sonatype.nexus	nexus-blobstore-file	3.47.1-01		a59fdf89e97fe1c6d003ecdf9d88b192d8221831
org.sonatype.nexus	nexus-blobstore-file	3.48.0-01		b30e6ce9d7d70bc8506af804018378f23ec6f52a
org.sonatype.nexus	nexus-blobstore-file	3.49.0-02		13efd1834673c91b4711d47feaae3f35aa71a61d
org.sonatype.nexus	nexus-blobstore-file	3.5.0-02		b8e171dadf99ab13fc9328b6b6bfb86dcb9b6261
org.sonatype.nexus	nexus-blobstore-file	3.5.1-02		e4c06cb964b016e61a07dde829bbb7113816cb89
org.sonatype.nexus	nexus-blobstore-file	3.5.2-01		f1fd5e719801d5aedf5c91a34416edec5e1a0300
org.sonatype.nexus	nexus-blobstore-file	3.50.0-01		44b8629db07eb7459288d0801f82218cb8bfc2f2
org.sonatype.nexus	nexus-blobstore-file	3.51.0-01		10b3448f35f74204323f9e400ab84086c9d505ed
org.sonatype.nexus	nexus-blobstore-file	3.52.0-01		884b436a126c7bfac427efe56cd4e6549e67ad37
org.sonatype.nexus	nexus-blobstore-file	3.53.0-01		01f42faf48731e377ba69a8c36a93ede1cf48164
org.sonatype.nexus	nexus-blobstore-file	3.53.1-02		7b63072d1a561999013f5b675c8a688ce0216c7d
org.sonatype.nexus	nexus-blobstore-file	3.54.0-01		6558de65332047017a038cfdf671c200e83056e2
org.sonatype.nexus	nexus-blobstore-file	3.54.1-01		daf25352572a3538df948b100534dbd0a44d6f7b
org.sonatype.nexus	nexus-blobstore-file	3.55.0-01		67eee9f5a0b3603194c846b122c0a8af5876d6ae
org.sonatype.nexus	nexus-blobstore-file	3.56.0-01		05c22214e50b41ac8727d33fde51295c3502de2b
org.sonatype.nexus	nexus-blobstore-file	3.57.0-01		ca4c478519a176f8ebde0164556fa5151da3972b
org.sonatype.nexus	nexus-blobstore-file	3.57.1-02		1fddef2ee6eafddb70606b01af23fe17ea52d4ac
org.sonatype.nexus	nexus-blobstore-file	3.57.1-03		f929e0504befefd423db19aac2c41b291b674c75
org.sonatype.nexus	nexus-blobstore-file	3.58.0-01		55a87aaa3a9d4a2bc838bec9f2b902578eb82b0e
org.sonatype.nexus	nexus-blobstore-file	3.58.1-01		fd06a62481d80beb9429c7ba40797d34e22025b0
org.sonatype.nexus	nexus-blobstore-file	3.58.1-02		ae8ae19241f2e43a9a9ec7e680c78a0ae57368f3
org.sonatype.nexus	nexus-blobstore-file	3.59.0-01		b242494b61168cbf249f24c71e94d70489f55829
org.sonatype.nexus	nexus-blobstore-file	3.6.0-02		2d42d4ad53ab79728895b17ff9d2543a3b51ec24
org.sonatype.nexus	nexus-blobstore-file	3.6.1-02		e02f3ee8300aa88c657679a1e868d959015a355b
org.sonatype.nexus	nexus-blobstore-file	3.6.2-01		85b0f61210cf32907085301640242cac7c20cf9c
org.sonatype.nexus	nexus-blobstore-file	3.60.0-02		6da3c6c98177e15af8aabac1d5d38ce6f3629476
org.sonatype.nexus	nexus-blobstore-file	3.61.0-01		0a294324976f189854d9ddc88208df93ae229150
org.sonatype.nexus	nexus-blobstore-file	3.61.0-02		79b8e12876497c8409e8b3905b17c1b5709b4b51
org.sonatype.nexus	nexus-blobstore-file	3.62.0-01		7d3a4afed35caf9baec433871cb195e982ae6e25
org.sonatype.nexus	nexus-blobstore-file	3.63.0-01		0571fda02d4eedd92a5249dbea865c93b0d56aaa
org.sonatype.nexus	nexus-blobstore-file	3.64.0-01		d20ff1adb7c675b784a0ee9f26881986bb6c2afa
org.sonatype.nexus	nexus-blobstore-file	3.64.0-03		0e49f409cee0d12cf33db6865aff64e6aafc682a
org.sonatype.nexus	nexus-blobstore-file	3.64.0-04		a1a834c4150af52c4b67b12fb0aa16623a98eacb
org.sonatype.nexus	nexus-blobstore-file	3.65.0-02		8efb41a0e1dc919baa3c0b83e77f614bb3b61334
org.sonatype.nexus	nexus-blobstore-file	3.66.0-02		8d6cfc2d06f44f45f2aae7c0606c524a695a1773
org.sonatype.nexus	nexus-blobstore-file	3.67.0-03		588daa46a59930e9b32e07b97c7ade1c0f201518
org.sonatype.nexus	nexus-blobstore-file	3.67.1-01		0ebd947b21a925b7e4ea941e282d1358bee9bd1b
org.sonatype.nexus	nexus-blobstore-file	3.68.0-04		cce79ee23eaa65a9588e4cc17f4d3941064179e4
org.sonatype.nexus	nexus-blobstore-file	3.68.0-05		N/A
org.sonatype.nexus	nexus-blobstore-file	3.68.1-02		da51cad1c1ed453a8faa86035b8c78cd4f470219
org.sonatype.nexus	nexus-blobstore-file	3.69.0-02		625fa951f0a7840dce55f1ee2f735ede77896e8d
org.sonatype.nexus	nexus-blobstore-file	3.7.0-04		5e057026dc595b4b555e7eb3d5314d14e2331539
org.sonatype.nexus	nexus-blobstore-file	3.7.1-02		7946d7b04515ec520c928ab327f145be4d30ef5e
org.sonatype.nexus	nexus-blobstore-file	3.70.0-03		74cdacff953b682f5700a07b95e14f7bfc028c20
org.sonatype.nexus	nexus-blobstore-file	3.70.1-02		c268502661c1c9c09835f1ef723a849a9a1f4dd3
org.sonatype.nexus	nexus-blobstore-file	3.71.0-06		b4af3d71d38e5475a3e9424ab809f68ca12d09ab
org.sonatype.nexus	nexus-blobstore-file	3.72.0-04		f5d5957b03fb014e338a75bc71cf1ed4110c2532
org.sonatype.nexus	nexus-blobstore-file	3.74.0-05		e53cd245ac83a35bf0f9a2dba51023e851ac7a58
org.sonatype.nexus	nexus-blobstore-file	3.75.0-06		ffe3cd295354d94b1c985bf02c9ae8daa934b05c
org.sonatype.nexus	nexus-blobstore-file	3.75.1-01		4aea1d9d81d09047e0818e6fbcfc86678b3f20e9
org.sonatype.nexus	nexus-blobstore-file	3.76.0-03		f78e1e61a300be9a81d88a4148d28c68436a3f23
org.sonatype.nexus	nexus-blobstore-file	3.76.1-01		48c92505ab91cba4533e10245a77dcdf71c74036
org.sonatype.nexus	nexus-blobstore-file	3.77.0-08		fe5120e0468c8d5a26bd9c5a30bee4ec78b95173
org.sonatype.nexus	nexus-blobstore-file	3.77.1-01		67f2a9b7893717b0a77bc40b02d406a1ffe79005
org.sonatype.nexus	nexus-blobstore-file	3.77.2-02		4b66faa467dd88433c80792dca0453d56d35fafe
org.sonatype.nexus	nexus-blobstore-file	3.78.0-14		d23b0bdfe412ef48eeead682c4ff12d38c1481c9
org.sonatype.nexus	nexus-blobstore-file	3.78.1-02		726f0b0315991bc08ca130f7bee58ba7213518fc
org.sonatype.nexus	nexus-blobstore-file	3.78.2-04		688843518deefe3b36ad643ee56ad5880dda88fb
org.sonatype.nexus	nexus-blobstore-file	3.79.0-09		b319fcb93332923e8bf648fd2d1b16762f06bd39
org.sonatype.nexus	nexus-blobstore-file	3.79.1-04		eb39a9a8297273138053166c8cc6d456d2fe80b1
org.sonatype.nexus	nexus-blobstore-file	3.8.0-02		17ecbf4dcd3aa36b627983a1b731ada589daa7ea
org.sonatype.nexus	nexus-blobstore-file	3.9.0-01		2093ff509a544b7dce495e79bb0c45168af018ae
org.typelevel	cats-mtl_sjs1_2.12	1.0-9b8941d		79b35f84f767b8964714aa56453cb7868c0be3f2
org.typelevel	cats-mtl_sjs1_2.12	1.0-bc23017		982715c7774d424de36c3d087617cb41c67385f7
org.typelevel	cats-mtl_sjs1_2.12	1.0.0		5e60f390d364892aa037aa9804e0ba2235cc04ba
org.typelevel	cats-mtl_sjs1_2.12	1.1.0		4eeb80bfe870023db8189069c5c90c9554a1d2f3
org.typelevel	cats-mtl_sjs1_2.12	1.1.0-M1		7dfbf3900f9b2b82d55b43e528ec856c48847dfb
org.typelevel	cats-mtl_sjs1_2.12	1.1.1		4b91fca4aff83c10f935bcde1d192e97676586d7
org.typelevel	cats-mtl_sjs1_2.12	1.1.2		8656db1c092732abf30251a2f29f61f93c6f45d6
org.typelevel	cats-mtl_sjs1_2.12	1.1.3		fd8c507fbd6667fb88d0deb104464f889ebcebc6
org.typelevel	cats-mtl_sjs1_2.12	1.2.0		c49987f81d9dbd85713a073c31a798df146c4bb9
org.typelevel	cats-mtl_sjs1_2.12	1.2.1		b37bc7d378ac137e0f7127d86fa19df23724059a
org.typelevel	cats-mtl_sjs1_2.12	1.3.0		b367d5338bc5f498f97f17f9dd71c0d671eaadf7
org.typelevel	cats-mtl_sjs1_2.12	1.3.1		92baef0c7f6d659bf1865655601220d24b96c863
org.typelevel	cats-mtl_sjs1_2.12	1.4.0		d122c77267bfbe0c2ddeafb2521b50ce85a2b41f
org.typelevel	cats-mtl_sjs1_2.12	1.5.0		609d5c8bf2cd9b31338e462e6c5ecaa559bb2471
org.virtuslab	besom-matchbox_3	0.1.8-core.0.1.0		420d2b7d1d659700bbbb4b666ccfa1bee4c38637
org.virtuslab	besom-matchbox_3	0.1.8-core.0.2		32690c09ac65947d3069d8d22a8438f93d068640
org.virtuslab	besom-matchbox_3	0.1.8-core.0.3		5f772c7867175a46912f4a5e5faefb3c444a2cf2
org.virtuslab	besom-matchbox_3	0.2.0-core.0.4		f9c93300140bc4463129be12b1471871338a8397
org.webframe	wf-web-springmvc	1.1.0		5d8f5d45412953cfac21eb2991236bcc5e21742e
org.webframe	wf-web-springmvc	1.1.1		8599683fe9f2c63defd7987c6438c3728ca7195c
org.webframe	wf-web-springmvc	1.1.2		97f162d478f09693a53df989709b5d7e61b3b28c
org.webframe	wf-web-springmvc	1.1.3		b05b505915f56392b65fe7b1a0ce3c6db797f5c8
org.webframe	wf-web-springmvc	1.1.4		ea19015c878c02a0719e9223e1cfe86f801d169c
org.webframe	wf-web-springmvc	1.1.7		2bb888d74bcc0fd4e0c3f2c59f0c759fbdc3dc2a
org.webframe	wf-web-springmvc	1.1.8		205086c3783ec0fa41cf7c53e3947bd127f283f5
org.webframe	wf-web-springmvc	1.1.9		61bce2aff87efd182f5fe62152f432bf60a0761b
org.webframe	wf-web-springmvc	1.2.0		c1196ba837ef02266cc088540ff974ac16a8b2c2
org.webframe	wf-web-springmvc	1.2.1		dcf03dce726fc0dffe1fca9b34aa2807b3aacc76
org.webjars.bowergithub.predixdesignsystem	px-vis-polar	3.5.3		0135920b408c77f99fb19d8d1cbc0a9d388d5f46
org.webjars.npm	puppeteer	1.10.0		6e58bb79afab488c26dd48878663ce6269d8bfd6
org.webjars.npm	puppeteer	1.3.0-next.1525135284208		bf1b14f80b1d43718e8fcd32604cf9c79d9017bc
org.webjars.npm	puppeteer	19.11.1		f7d204258c0bcaa7e65bd64883dc1fa308beef26
org.webjars.npm	puppeteer	2.0.0		4fd3ba0e7e8992bfddfee295d38b69a21f9a1a8b
org.webjars.npm	puppeteer	2.1.1		b6b8ec5671530630f543112b96ab07a090218c39
org.webjars.npm	puppeteer	3.3.0		3ad4b21ee67edda12d53e9dcc69488c1e3b1f1a3
org.webjars.npm	puppeteer	7.1.0		f97ade42771834fa0a0ad3dfb5c1444e36913aba
org.webjars.npm	rdf-terms	1.5.1		907bdc2d99681e704391ce79594d51a62d4e8cb0
org.wildfly	wildfly-weld-transactions-legacy-namespace	27.0.0.Final		8c1f0a82fb41f8f8b2581f084af7d471377d0b9f
org.wildfly	wildfly-weld-transactions-legacy-namespace	27.0.1.Final		b3f449505d23aaa52c128fdce4bded044b232232
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.0.0		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.0.1		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.0.2		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.0.3		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.0.4		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.0.5		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.0-alpha		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.1-beta		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.10		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.100		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.101		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.102		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.103		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.104		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.105		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.106		N/A
org.wso2.carbon.apimgt	org.wso2.carbon.apimgt.scxml.feature	6.1.107		N/A
